osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,bridge,access
23259095,2,Jahnstraße,tertiary,50,False,False,47.882,"LINESTRING (9.1632916 49.844361, 9.1626895 49.8445472)",,,,
60279435,2,Rücker Straße,tertiary,50,False,True,28.904000000000003,"LINESTRING (9.1632916 49.844361, 9.1635291 49.8442647, 9.1636262 49.8442165)",,,,
60279449,,Rücker Straße,residential,30,True,False,91.16900000000001,"LINESTRING (9.1632916 49.844361, 9.1633232 49.8444547, 9.1633056 49.8445286, 9.1631227 49.8447531, 9.1628986 49.8451214)",,,,
"[478493349, 344671798, 23259095]",2,Jahnstraße,tertiary,"['50', '30']",False,False,121.641,"LINESTRING (9.1621623 49.8446591, 9.1620131 49.8446629, 9.1616036 49.8446116, 9.16144 49.8445832, 9.1611007 49.844533, 9.160687 49.8444587, 9.1606002 49.8444435, 9.1605075 49.8444388)",,,,
23259095,2,Jahnstraße,tertiary,50,False,True,39.982,"LINESTRING (9.1621623 49.8446591, 9.1623205 49.8446419, 9.1626895 49.8445472)",,,,
440672836,,,tertiary,30,True,False,21.905,"LINESTRING (9.1602937 49.8443723, 9.1603308 49.8443567, 9.1603739 49.8443501, 9.160418 49.8443534, 9.1604576 49.8443663, 9.160488 49.8443871, 9.1605055 49.8444133, 9.1605075 49.8444388)",St 2808,roundabout,,
"[456981633, 344671803]",2,Marienstraße,tertiary,30,False,False,60.125,"LINESTRING (9.1602937 49.8443723, 9.160235 49.8443155, 9.1602002 49.8442796, 9.1601035 49.8441695, 9.1600456 49.8441112, 9.1598431 49.8439166)",St 2808,,,
24797697,,Wilhelm-Klug-Straße,residential,50,False,True,85.014,"LINESTRING (9.1637099 49.8458017, 9.1636694 49.8450376)",,,,
23259094,,Friedhofstraße,unclassified,50,False,False,167.70999999999998,"LINESTRING (9.1637099 49.8458017, 9.1638037 49.8457976, 9.165953 49.8458482, 9.166047 49.8458519)",,,,
23259094,,Friedhofstraße,unclassified,50,False,True,101.606,"LINESTRING (9.1637099 49.8458017, 9.163587 49.845812, 9.1623428 49.8460391)",,,,
60279433,,Wilhelm-Klug-Straße,residential,30,False,False,94.81700000000001,"LINESTRING (9.1637099 49.8458017, 9.1637154 49.8458595, 9.1637189 49.8466543)",,,,
24798189,,,living_street,,False,False,35.927,"LINESTRING (9.1605877 49.8449719, 9.160124 49.8450943)",,,,
112572095,3,Marienstraße,tertiary,30,False,False,53.226,"LINESTRING (9.1605877 49.8449719, 9.1604462 49.8447322, 9.1604095 49.8446476, 9.1603906 49.8445815, 9.1603802 49.8445147)",St 2808,,,
112572095,3,Marienstraße,tertiary,30,False,True,16.828000000000003,"LINESTRING (9.1605877 49.8449719, 9.1606425 49.8450726, 9.1606654 49.8451147)",St 2808,,,
23238517,2,Hofstetter Straße,tertiary,50,False,False,189.998,"LINESTRING (9.1612947 49.8467634, 9.1614588 49.8467564, 9.1615071 49.8467555, 9.161638 49.8467635, 9.1616707 49.8467694, 9.1617757 49.8467996, 9.1624376 49.8470708, 9.1626731 49.8471626, 9.1629508 49.8472682, 9.1633402 49.847379, 9.1636692 49.8474545)",,,,
23238519,2,Marienstraße,tertiary,30,False,False,46.481,"LINESTRING (9.1612947 49.8467634, 9.1612899 49.8467273, 9.1612374 49.8464872, 9.1611943 49.8463507)",St 2808,,,
"[366128251, 23238519]",2,"['Marienstraße', 'Kleinwallstädter Straße']",tertiary,30,False,True,47.628,"LINESTRING (9.1612947 49.8467634, 9.1613007 49.8468683, 9.1613038 49.8469094, 9.1613045 49.8469654, 9.1613072 49.8471916)",St 2808,,,
22991035,,Rücker Straße,residential,30,False,False,38.547,"LINESTRING (9.1623428 49.8460391, 9.1625307 49.8457143)",,,,
23259094,,Friedhofstraße,unclassified,50,False,False,101.606,"LINESTRING (9.1623428 49.8460391, 9.163587 49.845812, 9.1637099 49.8458017)",,,,
37828561,,Rücker Straße,unclassified,50,False,True,87.965,"LINESTRING (9.1623428 49.8460391, 9.1613041 49.8462414, 9.1612637 49.8462493, 9.1611678 49.8462665)",,,,
756363810,,Mühlweg,living_street,,True,False,32.055,"LINESTRING (9.1598431 49.8439166, 9.1594606 49.8440658)",,,,
344671803,2,Marienstraße,tertiary,30,False,False,65.731,"LINESTRING (9.1598431 49.8439166, 9.1596086 49.8437171, 9.1595431 49.8436635, 9.1594016 49.8435562, 9.1592771 49.8434518)",St 2808,,,
"[456981633, 344671803]",2,Marienstraße,tertiary,30,False,True,60.125,"LINESTRING (9.1598431 49.8439166, 9.1600456 49.8441112, 9.1601035 49.8441695, 9.1602002 49.8442796, 9.160235 49.8443155, 9.1602937 49.8443723)",St 2808,,,
37828559,,Marienstraße,tertiary,30,False,True,9.553,"LINESTRING (9.1611678 49.8462665, 9.1611789 49.8462997, 9.1611943 49.8463507)",St 2808,,,
37828560,2,Marienstraße,tertiary,30,False,False,133.091,"LINESTRING (9.1611678 49.8462665, 9.1611461 49.8462048, 9.1611129 49.8461157, 9.1610954 49.8460668, 9.1610645 49.8459861, 9.1610225 49.8458881, 9.1609673 49.8457592, 9.1609193 49.8456472, 9.1608754 49.845555, 9.1608314 49.845463, 9.1606654 49.8451147)",St 2808,,,
37828561,,Rücker Straße,unclassified,50,False,False,87.965,"LINESTRING (9.1611678 49.8462665, 9.1612637 49.8462493, 9.1613041 49.8462414, 9.1623428 49.8460391)",,,,
23302712,,Adam-Zirkel-Straße,residential,30,False,True,39.272,"LINESTRING (9.1636262 49.8442165, 9.1635947 49.8438639)",,,,
60279435,2,Rücker Straße,tertiary,50,False,False,28.904000000000003,"LINESTRING (9.1636262 49.8442165, 9.1635291 49.8442647, 9.1632916 49.844361)",,,,
60279435,2,Rücker Straße,tertiary,50,False,True,195.703,"LINESTRING (9.1636262 49.8442165, 9.1637911 49.8441173, 9.1643695 49.8437198, 9.1645898 49.8435973, 9.1650165 49.8433981, 9.1652996 49.8433006, 9.1655632 49.8432209, 9.1657801 49.8431742)",,,,
24533720,,Nordring,residential,30,False,True,48.134,"LINESTRING (9.1631204 49.851369, 9.1624546 49.8514246)",,,,
24532626,,Goethestraße,residential,30,False,False,98.787,"LINESTRING (9.1631204 49.851369, 9.1633326 49.8512973, 9.1637711 49.8511187, 9.1639588 49.8510418, 9.1643121 49.8509247)",,,,
"[112572099, 366128251]",2,Kleinwallstädter Straße,tertiary,"['50', '30']",False,False,167.99800000000002,"LINESTRING (9.1631204 49.851369, 9.1629779 49.8508299, 9.1627516 49.8500169, 9.1627184 49.8498806)",St 2808,,,
23238517,2,Hofstetter Straße,tertiary,50,False,False,146.34699999999998,"LINESTRING (9.1636692 49.8474545, 9.163765 49.8474745, 9.1641333 49.8475589, 9.1644084 49.8476424, 9.1646281 49.8477405, 9.1653589 49.8481598)",,,,
23238517,2,Hofstetter Straße,tertiary,50,False,True,189.998,"LINESTRING (9.1636692 49.8474545, 9.1633402 49.847379, 9.1629508 49.8472682, 9.1626731 49.8471626, 9.1624376 49.8470708, 9.1617757 49.8467996, 9.1616707 49.8467694, 9.161638 49.8467635, 9.1615071 49.8467555, 9.1614588 49.8467564, 9.1612947 49.8467634)",,,,
60279433,,Wilhelm-Klug-Straße,residential,30,False,True,75.084,"LINESTRING (9.1636692 49.8474545, 9.1637271 49.8473157, 9.1637216 49.8467842)",,,,
23614096,1,,tertiary,50,True,False,17.817,"LINESTRING (9.1675259 49.8493301, 9.1674573 49.84936, 9.1673746 49.8493632, 9.1673009 49.8493388)",,roundabout,,
