osmid,lanes,ref,name,highway,oneway,reversed,length,maxspeed,geometry,width,junction,bridge,tunnel,access
"[4920341, 43495830, 196701319]",,,Alfred-Ritter-Straße,living_street,False,True,143.484,,"LINESTRING (9.1282834 48.6366822, 9.128236 48.6367073, 9.1280996 48.6367684, 9.1267855 48.637361, 9.1267819 48.637451)",,,yes,,
816878055,,,Alfred-Ritter-Straße,living_street,False,False,22.97,30,"LINESTRING (9.1282834 48.6366822, 9.1285242 48.636599, 9.1285621 48.6365889)",,,,,
"[33023625, 955263733]",,,Eybachweg,"['living_street', 'residential']",False,True,194.173,,"LINESTRING (9.1282834 48.6366822, 9.1282312 48.6366834, 9.1281275 48.6366559, 9.128019 48.6366283, 9.1279046 48.6365787, 9.12783 48.6365608, 9.1277533 48.6365566, 9.1276481 48.636565, 9.1273042 48.6365696, 9.1269217 48.6365252, 9.126522 48.6365094, 9.1260037 48.6365113, 9.1256918 48.6365185)",,,,,
"[33023625, 955263733]",,,Eybachweg,"['residential', 'living_street']",False,False,194.173,,"LINESTRING (9.1256918 48.6365185, 9.1260037 48.6365113, 9.126522 48.6365094, 9.1269217 48.6365252, 9.1273042 48.6365696, 9.1276481 48.636565, 9.1277533 48.6365566, 9.12783 48.6365608, 9.1279046 48.6365787, 9.128019 48.6366283, 9.1281275 48.6366559, 9.1282312 48.6366834, 9.1282834 48.6366822)",,,,,
"[34850398, 323660511]",,,"['Am Sonnenhang', 'Steinenbergweg']",residential,False,"[False, True]",460.844,30,"LINESTRING (9.1274208 48.6394188, 9.1277121 48.6397933, 9.1277546 48.6399018, 9.1277417 48.6399693, 9.1275321 48.6403281, 9.1275276 48.6403994, 9.127549 48.6404512, 9.1275936 48.6405204, 9.127793 48.6408195, 9.1278284 48.6408634, 9.1279053 48.6409372, 9.1279352 48.6409533, 9.1279676 48.6409708, 9.1280748 48.6410285, 9.1282479 48.6411219, 9.1282983 48.6410731, 9.1283267 48.6410456, 9.1283476 48.6410253, 9.1284203 48.6409547, 9.128619 48.6408105, 9.1294983 48.6402682, 9.1296188 48.6401757, 9.1296694 48.6400661, 9.1297551 48.6397253, 9.1298303 48.639428, 9.1298621 48.6393875, 9.1299189 48.6393182)",,,,,
"[931701469, 34850398]",,,Am Sonnenhang,residential,False,True,302.424,30,"LINESTRING (9.1274208 48.6394188, 9.12731 48.6392917, 9.1270291 48.6389576, 9.1270068 48.6388851, 9.127034 48.6388312, 9.1271724 48.638798, 9.1274632 48.638761, 9.1276737 48.6387535, 9.1278839 48.6387536, 9.1281128 48.638762, 9.1282824 48.6387794, 9.1285023 48.6388082, 9.1287423 48.6388544, 9.1289394 48.638907, 9.1291646 48.6389875, 9.1292058 48.6390056, 9.1295053 48.6391433, 9.1296932 48.6392386, 9.1297788 48.639282, 9.1299189 48.6393182)",,,,,
34850492,,,Schönblick,residential,False,False,124.11699999999999,30,"LINESTRING (9.1274208 48.6394188, 9.1275321 48.6393922, 9.1278813 48.6393288, 9.1280132 48.639315, 9.1281323 48.6393105, 9.1282213 48.6393126, 9.1283106 48.6393356, 9.1287224 48.6395205, 9.1289375 48.6396317)",,,,,
34850500,,,Alter Weg,residential,True,False,20.724,30,"LINESTRING (9.1250694 48.6384112, 9.124811 48.6384859)",,,,,
34957510,,,Im Schelmenbiegel,residential,False,False,84.697,,"LINESTRING (9.1250694 48.6384112, 9.125083 48.6385255, 9.1251089 48.6387025, 9.1251763 48.6388291, 9.1253339 48.6389608, 9.1255155 48.6390771)",,,,,
34957510,,,Im Schelmenbiegel,residential,False,True,84.697,,"LINESTRING (9.1255155 48.6390771, 9.1253339 48.6389608, 9.1251763 48.6388291, 9.1251089 48.6387025, 9.125083 48.6385255, 9.1250694 48.6384112)",,,,,
92398132,,,Tübinger Straße,residential,False,True,97.016,50,"LINESTRING (9.1310654 48.6345819, 9.1308437 48.6345606, 9.1306293 48.6345611, 9.1303897 48.6346083, 9.1301808 48.6346416, 9.1298769 48.6347511, 9.1298186 48.6347776)",,,,,
"[557967691, 557967694]",2,L 1208,Tübinger Straße,secondary,False,False,72.86399999999999,,"LINESTRING (9.1310654 48.6345819, 9.1309988 48.6347249, 9.1309734 48.6348218, 9.1309507 48.6349554, 9.1309216 48.6351626, 9.1309054 48.6352265)",,,,,
56322503,2,,Hindenburgstraße,residential,False,False,4.75,30,"LINESTRING (9.131456 48.6354555, 9.1315179 48.6354432)",,,,,
39856358,,,Im Heimbach,residential,False,False,69.806,30,"LINESTRING (9.131456 48.6354555, 9.1315349 48.6356947, 9.1315451 48.6357388, 9.1315281 48.6358036, 9.131489 48.635862, 9.1314174 48.6359487, 9.1313227 48.6360391)",,,,,
39856358,,,Im Heimbach,residential,False,True,76.773,30,"LINESTRING (9.131456 48.6354555, 9.1313772 48.6352942, 9.1311358 48.6348288, 9.1311216 48.6348014)",,,,,
22912392,,,Walddorfer Straße,residential,False,True,11.578,30,"LINESTRING (9.1336717 48.6340828, 9.1337129 48.6341833)",4.1,,,,
56322503,2,,Hindenburgstraße,residential,False,True,39.578,30,"LINESTRING (9.1336717 48.6340828, 9.1335329 48.6340993, 9.1333341 48.6341307, 9.133164 48.6341912)",,,,,
56322512,,,Schönbuchstraße,residential,False,False,74.297,30,"LINESTRING (9.1323122 48.6347214, 9.1331487 48.6350967)",,,,,
56322503,2,,Hindenburgstraße,residential,False,False,86.02499999999999,30,"LINESTRING (9.1323122 48.6347214, 9.1325831 48.6345383, 9.133042 48.634266, 9.133164 48.6341912)",,,,,
56322503,2,,Hindenburgstraße,residential,False,True,99.27,30,"LINESTRING (9.1323122 48.6347214, 9.1322266 48.6347883, 9.1315961 48.6353736, 9.1315179 48.6354432)",,,,,
56322503,2,,Hindenburgstraße,residential,False,False,39.578,30,"LINESTRING (9.133164 48.6341912, 9.1333341 48.6341307, 9.1335329 48.6340993, 9.1336717 48.6340828)",,,,,
56322503,2,,Hindenburgstraße,residential,False,True,86.025,30,"LINESTRING (9.133164 48.6341912, 9.133042 48.634266, 9.1325831 48.6345383, 9.1323122 48.6347214)",,,,,
56322514,,,Hindenburgstraße,residential,False,False,81.71900000000001,30,"LINESTRING (9.133164 48.6341912, 9.1328536 48.6339183, 9.132794 48.6339111, 9.1327043 48.6340221, 9.132467 48.6341871)",,,,,
56322506,,,Brühlweg,residential,False,False,59.021,30,"LINESTRING (9.1367668 48.6347318, 9.1370119 48.6347686, 9.1371774 48.6347924, 9.137386 48.6348038, 9.1375588 48.6348111)",,,,,
56322506,,,Brühlweg,residential,False,True,130.846,30,"LINESTRING (9.1367668 48.6347318, 9.1366073 48.6347062, 9.1365517 48.6346961, 9.1361511 48.6346762, 9.1357041 48.6346692, 9.1354144 48.6345841, 9.1350605 48.6344713)",,,,,
56322509,,,Bahnhofstraße,residential,False,True,72.388,,"LINESTRING (9.1367668 48.6347318, 9.1367803 48.6348323, 9.1367861 48.6349093, 9.1367895 48.6353823)",,,,,
56322506,,,Brühlweg,residential,False,True,59.021,30,"LINESTRING (9.1375588 48.6348111, 9.137386 48.6348038, 9.1371774 48.6347924, 9.1370119 48.6347686, 9.1367668 48.6347318)",,,,,
11301952,,,Bahnhofstraße,residential,False,True,223.75600000000003,50,"LINESTRING (9.1367895 48.6353823, 9.1367269 48.635409, 9.1366572 48.6354388, 9.1365054 48.6355021, 9.1363684 48.6355667, 9.1362427 48.6356319, 9.1361221 48.6357026, 9.1360774 48.6357368, 9.1360011 48.6357951, 9.1359649 48.6358178, 9.1357417 48.6359575, 9.1356056 48.6360226, 9.1354454 48.6360909, 9.1352726 48.6361483, 9.1351627 48.6361762, 9.1350959 48.6361932, 9.1348258 48.6362516, 9.1344384 48.6363111, 9.1341913 48.6363472)",,,,,
56322509,,,Bahnhofstraße,residential,False,False,72.38799999999999,,"LINESTRING (9.1367895 48.6353823, 9.1367861 48.6349093, 9.1367803 48.6348323, 9.1367668 48.6347318)",,,,,
56322512,,,Schönbuchstraße,residential,False,True,74.297,30,"LINESTRING (9.1331487 48.6350967, 9.1323122 48.6347214)",,,,,
22912392,,,Walddorfer Straße,residential,False,False,113.33399999999999,30,"LINESTRING (9.1331487 48.6350967, 9.1334204 48.6348667, 9.1335498 48.634737, 9.1336343 48.6346189, 9.1336858 48.6345024, 9.1337062 48.6344013, 9.1337129 48.6342977, 9.1337129 48.6341833)",4.1,,,,
22912392,,,Walddorfer Straße,residential,False,True,88.837,30,"LINESTRING (9.1331487 48.6350967, 9.1326457 48.6355124, 9.1326035 48.6355903, 9.1325865 48.6356644, 9.1326049 48.6357727)",4.1,,,,
56322514,,,Hindenburgstraße,residential,False,True,81.719,30,"LINESTRING (9.132467 48.6341871, 9.1327043 48.6340221, 9.132794 48.6339111, 9.1328536 48.6339183, 9.133164 48.6341912)",,,,,
39856358,,,Im Heimbach,residential,False,True,69.80600000000001,30,"LINESTRING (9.1313227 48.6360391, 9.1314174 48.6359487, 9.131489 48.635862, 9.1315281 48.6358036, 9.1315451 48.6357388, 9.1315349 48.6356947, 9.131456 48.6354555)",,,,,
56322959,,,Ziegelhütte,residential,False,False,39.16,30,"LINESTRING (9.1313227 48.6360391, 9.1311874 48.6359313, 9.1311234 48.6358991, 9.1310657 48.6358831, 9.1308978 48.6359221)",,,,,
418111510,,,Im Heimbach,residential,False,False,28.425,30,"LINESTRING (9.1313227 48.6360391, 9.1314009 48.6361333, 9.1315102 48.6362627)",,,,,
56322959,,,Ziegelhütte,residential,False,True,39.16,30,"LINESTRING (9.1308978 48.6359221, 9.1310657 48.6358831, 9.1311234 48.6358991, 9.1311874 48.6359313, 9.1313227 48.6360391)",,,,,
1024743701,,,Marktplatz,living_street,False,True,17.976,,"LINESTRING (9.1319315 48.6370792, 9.1316912 48.6371095)",,,,,
238259892,,,Danneckerstraße,living_street,True,False,48.21,,"LINESTRING (9.1319315 48.6370792, 9.1319793 48.6370966, 9.1320475 48.6371846, 9.1320872 48.6373295, 9.1321033 48.6374805)",,,,,
196765542,,,Danneckerstraße,living_street,False,False,18.168,,"LINESTRING (9.1321033 48.6374805, 9.1321414 48.6374891, 9.1321755 48.6375, 9.1322596 48.6375079, 9.1323437 48.6375055)",,,,,
196765542,,,Danneckerstraße,living_street,False,True,33.967999999999996,,"LINESTRING (9.1321033 48.6374805, 9.1320591 48.6374839, 9.1320042 48.6374928, 9.1318628 48.637498, 9.1318414 48.6374872, 9.1318348 48.6374669, 9.1318247 48.6374157, 9.1318075 48.6373933, 9.1317726 48.6373744)",,,,,
321951905,,K 1050,Weilerbergstraße,tertiary,False,False,34.111,50,"LINESTRING (9.1248913 48.6356457, 9.1252361 48.6358511)",,,,,
"[406984200, 219029549]",,,Altenhaustraße,residential,False,False,224.34199999999996,,"LINESTRING (9.1248913 48.6356457, 9.1248306 48.6356858, 9.1247814 48.6357086, 9.1246976 48.6357249, 9.1245916 48.6357379, 9.1244733 48.6357607, 9.1243279 48.6357835, 9.1241382 48.6358258, 9.123877 48.6358796, 9.1238227 48.6358991, 9.1237833 48.6359236, 9.1237661 48.6359561, 9.1237636 48.6359903, 9.123771 48.6360245, 9.1238203 48.6361369, 9.1238489 48.6361543, 9.1239116 48.6361532, 9.1240092 48.6361336, 9.1241416 48.6361025, 9.1242444 48.6360864, 9.1243965 48.6360782, 9.1251178 48.6359104, 9.1251795 48.6358856, 9.1252361 48.6358511)",,,,,
196765542,,,Danneckerstraße,living_street,False,False,33.967999999999996,,"LINESTRING (9.1317726 48.6373744, 9.1318075 48.6373933, 9.1318247 48.6374157, 9.1318348 48.6374669, 9.1318414 48.6374872, 9.1318628 48.637498, 9.1320042 48.6374928, 9.1320591 48.6374839, 9.1321033 48.6374805)",,,,,
238259894,,,Kirchgasse,living_street,False,False,52.218999999999994,,"LINESTRING (9.1317726 48.6373744, 9.1317771 48.6374445, 9.1317693 48.6374769, 9.1317258 48.6375024, 9.1314686 48.6374996, 9.1314554 48.6374995, 9.1314114 48.6374986, 9.1313202 48.6374835, 9.1312372 48.6374638)",,,,,
238259894,,,Kirchgasse,living_street,False,True,30.186000000000003,,"LINESTRING (9.1317726 48.6373744, 9.1317685 48.6373528, 9.1317615 48.6373162, 9.131722 48.6372421, 9.1317173 48.6372308, 9.1316977 48.6371377, 9.1316912 48.6371095)",,,,,
1024743701,,,Marktplatz,living_street,False,False,17.976,,"LINESTRING (9.1316912 48.6371095, 9.1319315 48.6370792)",,,,,
238259894,,,Kirchgasse,living_street,False,False,30.186,,"LINESTRING (9.1316912 48.6371095, 9.1316977 48.6371377, 9.1317173 48.6372308, 9.131722 48.6372421, 9.1317615 48.6373162, 9.1317685 48.6373528, 9.1317726 48.6373744)",,,,,
416738719,,,Marktplatz,living_street,False,True,31.206,,"LINESTRING (9.1316912 48.6371095, 9.131693 48.6370909, 9.1317177 48.6368294)",,,,,
92398132,,,Tübinger Straße,residential,False,False,97.01599999999999,50,"LINESTRING (9.1298186 48.6347776, 9.1298769 48.6347511, 9.1301808 48.6346416, 9.1303897 48.6346083, 9.1306293 48.6345611, 9.1308437 48.6345606, 9.1310654 48.6345819)",,,,,
237705974,1,K 1050,Weilerbergstraße,tertiary,True,False,24.009,,"LINESTRING (9.1280706 48.6360132, 9.1281908 48.6359989, 9.1282619 48.6359955, 9.1283343 48.6359842, 9.1283888 48.6359694)",,,,,
"[301550475, 818014023]",,K 1050,Weilerbergstraße,tertiary,False,True,156.69299999999998,30,"LINESTRING (9.1280706 48.6360132, 9.1279237 48.6359983, 9.1277331 48.6359659, 9.1275821 48.6359527, 9.1274649 48.6359524, 9.1271837 48.6359573, 9.1265706 48.6359377, 9.1260238 48.6359298, 9.1259485 48.6359271)",5,,,,
818008465,1,L 1208,,secondary,True,False,9.244,50,"LINESTRING (9.1284916 48.6361381, 9.128437 48.6361175, 9.1283961 48.6360859)",5.5,roundabout,,,
440072466,1,L 1208,,secondary,True,False,41.747,50,"LINESTRING (9.1286373 48.6361329, 9.1286256 48.6361765, 9.1286167 48.6362339, 9.1286357 48.6363169, 9.12865 48.6364039, 9.1286487 48.6365059)",,,,,
818008462,,L 1208,,secondary,True,False,10.989999999999998,50,"LINESTRING (9.1286373 48.6361329, 9.12859 48.6361434, 9.1285403 48.6361452, 9.1284916 48.6361381)",5.5,roundabout,,,
237695844,1,L 1208,Tübinger Straße,secondary,True,False,33.015,50,"LINESTRING (9.1288324 48.6356527, 9.1287113 48.6358144, 9.1286804 48.635862, 9.1286738 48.6358864, 9.1286676 48.6359261)",,,,,
"[557967696, 4612625, 818008461]",2,L 1208,Tübinger Straße,secondary,False,True,178.297,50,"LINESTRING (9.1288324 48.6356527, 9.1289283 48.6356142, 9.1290248 48.6355857, 9.1291464 48.6355621, 9.1292701 48.6355452, 9.1294199 48.6355414, 9.1295699 48.6355557, 9.1299039 48.6356118, 9.1300601 48.6356363, 9.1302219 48.6356398, 9.1303668 48.6356198, 9.1304905 48.6355783, 9.1306029 48.6355373, 9.1307296 48.635462, 9.130818 48.6353789, 9.1308426 48.6353472, 9.1308751 48.6353, 9.1309054 48.6352265)",,,,,
11301958,,,Unter der Mauer,residential,False,True,38.263,,"LINESTRING (9.132901 48.6371385, 9.1328955 48.6370896, 9.1328835 48.6370276, 9.132838 48.6368423, 9.1328177 48.6367995)",,,,,
340420116,,,Marktstraße,living_street,True,False,42.784,,"LINESTRING (9.132901 48.6371385, 9.1329503 48.6372424, 9.1329827 48.6374603, 9.132975 48.637517)",,,,,
22929466,,,Schlossgartenstraße,residential,False,False,43.959,30,"LINESTRING (9.1346793 48.6347689, 9.134734 48.6347, 9.1347999 48.6346315, 9.1350194 48.6345091, 9.1350605 48.6344713)",6,,,,
22929466,,,Schlossgartenstraße,residential,False,True,23.593999999999998,30,"LINESTRING (9.1346793 48.6347689, 9.134636 48.6348396, 9.134614 48.6349059, 9.1345902 48.6349721)",6,,,,
27198586,,,Im Holderbusch,living_street,False,False,116.72200000000001,,"LINESTRING (9.1346793 48.6347689, 9.1346364 48.6347398, 9.1343216 48.6342217, 9.1342866 48.6341691, 9.1342399 48.6341415, 9.1341747 48.6341374, 9.1337129 48.6341833)",5,,,,
22929466,,,Schlossgartenstraße,residential,False,False,23.594,30,"LINESTRING (9.1345902 48.6349721, 9.134614 48.6349059, 9.134636 48.6348396, 9.1346793 48.6347689)",6,,,,
56322955,,,Immenbachweg,residential,False,True,173.35399999999998,30,"LINESTRING (9.1345902 48.6349721, 9.1344456 48.6349786, 9.1343755 48.6349986, 9.1340841 48.6351443, 9.1337193 48.6353215, 9.133538 48.6354096, 9.1333341 48.635478, 9.1330314 48.6355598, 9.1327988 48.6356477, 9.132714 48.635706, 9.1326049 48.6357727)",,,,,
1066227445,,,Schlossgartenstraße,residential,False,True,91.196,30,"LINESTRING (9.1345902 48.6349721, 9.1345614 48.6350303, 9.1342572 48.6357621)",5.3,,,,
92398134,,,Woertzstraße,residential,False,False,235.97299999999998,30,"LINESTRING (9.12803 48.6350705, 9.1285091 48.635185, 9.1285685 48.6352209, 9.1286144 48.6352546, 9.1286722 48.6352939, 9.1287724 48.6353287, 9.128859 48.6353545, 9.1289491 48.6353736, 9.1290408 48.6353849, 9.1291564 48.6353815, 9.1293059 48.6353748, 9.1294401 48.6353725, 9.1295687 48.6353698, 9.1300608 48.6354933, 9.130152 48.6355061, 9.1302879 48.635496, 9.1304646 48.6354724, 9.1305852 48.6354242, 9.1306616 48.6353534, 9.1307517 48.6352591, 9.1308179 48.6352299, 9.1309054 48.6352265)",,,,,
56322503,2,,Hindenburgstraße,residential,False,True,4.75,30,"LINESTRING (9.1315179 48.6354432, 9.131456 48.6354555)",,,,,
56322503,2,,Hindenburgstraße,residential,False,False,99.27,30,"LINESTRING (9.1315179 48.6354432, 9.1315961 48.6353736, 9.1322266 48.6347883, 9.1323122 48.6347214)",,,,,
56322504,,,Blatterweg,residential,False,False,88.069,30,"LINESTRING (9.1315179 48.6354432, 9.1315927 48.6354713, 9.1324353 48.6357026, 9.1326049 48.6357727)",,,,,
56322957,,,Im Gaiern,residential,False,True,128.68,30,"LINESTRING (9.1342572 48.6357621, 9.1340785 48.635718, 9.1339006 48.6356734, 9.1337742 48.6356305, 9.1336737 48.6356082, 9.1335771 48.6355967, 9.1334985 48.635599, 9.1334316 48.6356129, 9.1333298 48.6356377, 9.1330278 48.6357331, 9.1328042 48.6357896, 9.1326151 48.6358132)",,,,,
1066227445,,,Schlossgartenstraße,residential,False,False,91.196,30,"LINESTRING (9.1342572 48.6357621, 9.1345614 48.6350303, 9.1345902 48.6349721)",5.3,,,,
1066227445,,,Schlossgartenstraße,residential,False,True,65.392,30,"LINESTRING (9.1342572 48.6357621, 9.1342348 48.6358804, 9.1341882 48.6361499, 9.1341819 48.6362662, 9.1341913 48.6363472)",5.3,,,,
22912392,,,Walddorfer Straße,residential,False,False,4.565,30,"LINESTRING (9.1326151 48.6358132, 9.1326049 48.6357727)",4.1,,,,
22912392,,,Walddorfer Straße,residential,False,True,57.568,30,"LINESTRING (9.1326151 48.6358132, 9.1326887 48.6361836, 9.1326835 48.6363277)",4.1,,,,
56322957,,,Im Gaiern,residential,False,False,128.68,30,"LINESTRING (9.1326151 48.6358132, 9.1328042 48.6357896, 9.1330278 48.6357331, 9.1333298 48.6356377, 9.1334316 48.6356129, 9.1334985 48.635599, 9.1335771 48.6355967, 9.1336737 48.6356082, 9.1337742 48.6356305, 9.1339006 48.6356734, 9.1340785 48.635718, 9.1342572 48.6357621)",,,,,
818461854,,,Neuer Weg,residential,False,False,27.217,30,"LINESTRING (9.1326835 48.6363277, 9.1330059 48.6364482)",,,,,
11301951,2,,Neuer Weg,residential,False,True,87.136,30,"LINESTRING (9.1326835 48.6363277, 9.1325576 48.6362991, 9.1323694 48.6362782, 9.1322633 48.6362728, 9.1317795 48.6362482, 9.1315102 48.6362627)",,,,,
22912392,,,Walddorfer Straße,residential,False,False,57.568,30,"LINESTRING (9.1326835 48.6363277, 9.1326887 48.6361836, 9.1326151 48.6358132)",4.1,,,,
11301952,,,Bahnhofstraße,residential,False,False,223.75599999999997,50,"LINESTRING (9.1341913 48.6363472, 9.1344384 48.6363111, 9.1348258 48.6362516, 9.1350959 48.6361932, 9.1351627 48.6361762, 9.1352726 48.6361483, 9.1354454 48.6360909, 9.1356056 48.6360226, 9.1357417 48.6359575, 9.1359649 48.6358178, 9.1360011 48.6357951, 9.1360774 48.6357368, 9.1361221 48.6357026, 9.1362427 48.6356319, 9.1363684 48.6355667, 9.1365054 48.6355021, 9.1366572 48.6354388, 9.1367269 48.635409, 9.1367895 48.6353823)",,,,,
961970288,2,,Bahnhofstraße,residential,False,True,50.627,50,"LINESTRING (9.1341913 48.6363472, 9.1340078 48.6363674, 9.13351 48.6364148)",,,,,
1066227445,,,Schlossgartenstraße,residential,False,False,65.392,30,"LINESTRING (9.1341913 48.6363472, 9.1341819 48.6362662, 9.1341882 48.6361499, 9.1342348 48.6358804, 9.1342572 48.6357621)",5.3,,,,
196689965,,,Studentenweg,residential,False,True,63.959,,"LINESTRING (9.1301628 48.6373264, 9.1299822 48.6374333, 9.1298344 48.6375298, 9.1297754 48.6375612, 9.1295263 48.6377184)",,,,,
818451627,,,Auf dem Graben,residential,True,False,63.516,,"LINESTRING (9.1301628 48.6373264, 9.1300931 48.6372396, 9.1299386 48.6369787, 9.1298106 48.6368753, 9.1297775 48.6368203)",,,,,
238259894,,,Kirchgasse,living_street,False,True,5.222,,"LINESTRING (9.1311709 48.6374469, 9.1312372 48.6374638)",,,,,
196765542,,,Danneckerstraße,living_street,False,False,24.993000000000002,,"LINESTRING (9.1323437 48.6375055, 9.1323976 48.637502, 9.1324524 48.6374959, 9.1324971 48.6374864, 9.1325535 48.6374675, 9.13261 48.6374407, 9.1326606 48.6374424)",,,,,
196765542,,,Danneckerstraße,living_street,False,True,18.168,,"LINESTRING (9.1323437 48.6375055, 9.1322596 48.6375079, 9.1321755 48.6375, 9.1321414 48.6374891, 9.1321033 48.6374805)",,,,,
238258956,,,Danneckerstraße,living_street,True,False,71.04400000000001,,"LINESTRING (9.1323437 48.6375055, 9.1323564 48.6374754, 9.1323588 48.6373742, 9.1323701 48.6372753, 9.1323762 48.6370254, 9.1323881 48.6369585, 9.132431 48.6368731)",,,,,
196689965,,,Studentenweg,residential,False,False,63.959,,"LINESTRING (9.1295263 48.6377184, 9.1297754 48.6375612, 9.1298344 48.6375298, 9.1299822 48.6374333, 9.1301628 48.6373264)",,,,,
196765542,,,Danneckerstraße,living_street,False,True,24.993,,"LINESTRING (9.1326606 48.6374424, 9.13261 48.6374407, 9.1325535 48.6374675, 9.1324971 48.6374864, 9.1324524 48.6374959, 9.1323976 48.637502, 9.1323437 48.6375055)",,,,,
196722492,,,Kirchgasse,residential,False,True,34.324,,"LINESTRING (9.1313767 48.6371782, 9.1313542 48.637218, 9.1313251 48.6372694, 9.1313438 48.6372963, 9.1313303 48.6373175, 9.1312504 48.6374431, 9.1312372 48.6374638)",,,,,
238259894,,,Kirchgasse,living_street,False,False,5.222,,"LINESTRING (9.1312372 48.6374638, 9.1311709 48.6374469)",,,,,
196722492,,,Kirchgasse,residential,False,False,34.324,,"LINESTRING (9.1312372 48.6374638, 9.1312504 48.6374431, 9.1313303 48.6373175, 9.1313438 48.6372963, 9.1313251 48.6372694, 9.1313542 48.637218, 9.1313767 48.6371782)",,,,,
238259894,,,Kirchgasse,living_street,False,True,52.218999999999994,,"LINESTRING (9.1312372 48.6374638, 9.1313202 48.6374835, 9.1314114 48.6374986, 9.1314554 48.6374995, 9.1314686 48.6374996, 9.1317258 48.6375024, 9.1317693 48.6374769, 9.1317771 48.6374445, 9.1317726 48.6373744)",,,,,
34850500,,,Alter Weg,residential,True,False,470.047,30,"LINESTRING (9.1307445 48.6390989, 9.1306278 48.6390187, 9.1305855 48.6389204, 9.1305235 48.6387922, 9.1304647 48.6387019, 9.1303836 48.6386336, 9.1302937 48.6385781, 9.1299735 48.6384319, 9.1298665 48.6383991, 9.1296448 48.6383507, 9.1291763 48.6382483, 9.1287988 48.6381449, 9.1283916 48.6380862, 9.128174 48.6380548, 9.1272613 48.6380474, 9.1267679 48.6380854, 9.1262861 48.6381355, 9.1255424 48.6382833, 9.1250694 48.6384112)",,,,,
818461853,,,Alter Weg,residential,False,True,48.804,30,"LINESTRING (9.1307445 48.6390989, 9.1308955 48.639142, 9.1311647 48.6391967, 9.1312659 48.6392134, 9.1313767 48.6391963)",,,,,
39856358,,,Im Heimbach,residential,False,False,76.773,30,"LINESTRING (9.1311216 48.6348014, 9.1311358 48.6348288, 9.1313772 48.6352942, 9.131456 48.6354555)",,,,,
1026112665,1,,,secondary,True,False,17.726,50,"LINESTRING (9.1287635 48.6375188, 9.1288034 48.6375368, 9.1288342 48.6375613, 9.1288533 48.6375906, 9.1288594 48.6376222, 9.128852 48.6376537)",,roundabout,,,
"[440072464, 557953128]",1,L 1208,,secondary,True,False,18.493000000000002,50,"LINESTRING (9.1286503 48.6375099, 9.1286831 48.6374259, 9.1287122 48.6373487)",,,,,
1026112653,1,,,secondary,True,False,8.495999999999999,50,"LINESTRING (9.1286503 48.6375099, 9.1287081 48.637508, 9.1287635 48.6375188)",,roundabout,,,
30170525,2,L 1208,Stuttgarter Straße,secondary,False,True,24.935,50,"LINESTRING (9.1315363 48.6393942, 9.1313767 48.6391963)",,,,,
13711100,2,,Echterdinger Straße,tertiary,False,True,22.437,50,"LINESTRING (9.1315363 48.6393942, 9.1316033 48.6393677, 9.1317313 48.639337, 9.1318223 48.6393339)",,,,,
"[557952890, 557952891]","['2', '3']",L 1208,Stuttgarter Straße,secondary,False,False,149.49,50,"LINESTRING (9.1315363 48.6393942, 9.1318408 48.6397815, 9.1319777 48.6399525, 9.1320206 48.6400074, 9.1320441 48.6400374, 9.1324897 48.6405818)",,,,,
440072467,1,L 1185;L 1208,Stuttgarter Straße,secondary,True,False,24.108999999999998,50,"LINESTRING (9.128852 48.6376537, 9.1288903 48.6376856, 9.1290646 48.6378188)",,,,,
1026112654,1,,,secondary,True,False,9.997,50,"LINESTRING (9.128852 48.6376537, 9.1288331 48.637681, 9.1288041 48.637704, 9.128767 48.6377212)",,roundabout,,,
237539414,1,,,secondary,True,False,9.994,50,"LINESTRING (9.1285385 48.6376764, 9.1285216 48.6376486, 9.1285163 48.6376189, 9.1285229 48.6375892)",,roundabout,,,
440072461,1,L 1185,Gartenstraße,secondary,True,False,22.599,50,"LINESTRING (9.1285385 48.6376764, 9.1283901 48.6376519, 9.1282534 48.6376042)",,,,,
237539414,1,,,secondary,True,False,19.240000000000002,50,"LINESTRING (9.128767 48.6377212, 9.1286981 48.6377338, 9.1286274 48.6377267, 9.1285762 48.6377067, 9.1285385 48.6376764)",,roundabout,,,
237539414,1,,,secondary,True,False,13.453,50,"LINESTRING (9.1285229 48.6375892, 9.1285413 48.6375615, 9.1285702 48.6375381, 9.1286074 48.6375204, 9.1286503 48.6375099)",,roundabout,,,
144254642,1,L 1208,,secondary,True,False,13.452000000000002,50,"LINESTRING (9.1283961 48.6360859, 9.1283739 48.6360484, 9.1283714 48.6360081, 9.1283888 48.6359694)",5.5,roundabout,,,
"[818008459, 237705973]",1,K 1050,Weilerbergstraße,tertiary,True,False,25.283,30,"LINESTRING (9.1283961 48.6360859, 9.128335 48.6360673, 9.1282659 48.6360542, 9.1280706 48.6360132)",,,,,
440670079,,,Uhlandshöhe,residential,False,True,132.184,,"LINESTRING (9.1275491 48.6363981, 9.1270583 48.6362989, 9.1265808 48.6362067, 9.1262268 48.6361199, 9.12609 48.6360614, 9.1259485 48.6359271)",,,,,
440670079,,,Uhlandshöhe,residential,False,False,132.184,,"LINESTRING (9.1259485 48.6359271, 9.12609 48.6360614, 9.1262268 48.6361199, 9.1265808 48.6362067, 9.1270583 48.6362989, 9.1275491 48.6363981)",,,,,
