osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,width,bridge
33095540,2,L 359,tertiary,50,,False,True,201.02399999999997,"LINESTRING (7.0166879 51.1071963, 7.0171115 51.1074108, 7.0174396 51.1075221, 7.0176049 51.1075781, 7.0177067 51.1076126, 7.018349 51.1077455, 7.01864 51.1077945, 7.0192979 51.1079054)",Kirchstraße,,
"[27198882, 10058963]",,,residential,30,,True,False,88.50099999999999,"LINESTRING (7.014984 51.1064385, 7.0153569 51.1061016, 7.0155964 51.1058958, 7.0157119 51.105787)",Am Stadtpark,,
27198885,2,L 359,tertiary,50,,False,False,48.629000000000005,"LINESTRING (7.014984 51.1064385, 7.0148001 51.1063491, 7.0145424 51.106246, 7.0144089 51.1061925)",Kirchstraße,,
33095540,2,L 359,tertiary,50,,False,True,145.782,"LINESTRING (7.014984 51.1064385, 7.0159731 51.1068741, 7.0166879 51.1071963)",Kirchstraße,,
10059350,,,tertiary,50,,False,False,8.2,"LINESTRING (7.0206518 51.1058891, 7.0207042 51.1058231)",Im Dorffeld,,
10058967,2,,tertiary,50,,False,False,100.438,"LINESTRING (7.0206518 51.1058891, 7.0200396 51.1057921, 7.0198637 51.1057704, 7.0192461 51.1056992)",Montanusstraße,,
10058986,,,residential,30,,False,True,162.095,"LINESTRING (7.0206518 51.1058891, 7.0205128 51.1062385, 7.0203003 51.1066298, 7.0201576 51.1068987, 7.0200638 51.1070734, 7.0199306 51.107273)",Im Dorffeld,,
10058986,,,residential,30,,False,False,162.095,"LINESTRING (7.0199306 51.107273, 7.0200638 51.1070734, 7.0201576 51.1068987, 7.0203003 51.1066298, 7.0205128 51.1062385, 7.0206518 51.1058891)",Im Dorffeld,,
10058986,,,residential,30,,False,True,80.926,"LINESTRING (7.0199306 51.107273, 7.0198787 51.1073307, 7.0196706 51.1076014, 7.0194808 51.1079421)",Im Dorffeld,,
10059156,,,residential,30,,False,True,100.639,"LINESTRING (7.0199306 51.107273, 7.0192304 51.1071094, 7.0186095 51.1069142)",Ludger-Kühler-Straße,6,
762492457,2,L 359,tertiary,50,,False,False,13.405,"LINESTRING (7.0194808 51.1079421, 7.0192979 51.1079054)",Kirchstraße,,
10058986,,,residential,30,,False,False,80.92599999999999,"LINESTRING (7.0194808 51.1079421, 7.0196706 51.1076014, 7.0198787 51.1073307, 7.0199306 51.107273)",Im Dorffeld,,
762492458,2,L 359,tertiary,30,,False,True,95.775,"LINESTRING (7.0194808 51.1079421, 7.0196839 51.107987, 7.0199629 51.1080421, 7.0207894 51.1082003)",Kirchstraße,,
10059088,,,residential,30,,False,True,58.403999999999996,"LINESTRING (7.0145449 51.1081149, 7.0146746 51.1082268, 7.0150058 51.108553)",Mittelstraße,6,
349009305,,,residential,30,,True,False,133.16299999999998,"LINESTRING (7.0145449 51.1081149, 7.0143947 51.1080332, 7.0141307 51.1079169, 7.0137005 51.1077769, 7.0133334 51.1076547, 7.0131879 51.1075777, 7.0130861 51.1075402, 7.0129648 51.1074995, 7.0129293 51.1074876)",Mittelstraße,5,
10059103,,,residential,30,,True,False,216.262,"LINESTRING (7.0144089 51.1061925, 7.0143678 51.1063264, 7.0144119 51.1066397, 7.0145234 51.1071625, 7.0145943 51.1076709, 7.0146344 51.1079507, 7.0146039 51.1080443, 7.0145449 51.1081149)",Gartenstraße,,
27198885,2,L 359,tertiary,50,,False,False,25.491999999999997,"LINESTRING (7.0144089 51.1061925, 7.0142437 51.1061007, 7.0141414 51.1060366)",Kirchstraße,,
27198885,2,L 359,tertiary,50,,False,True,48.629,"LINESTRING (7.0144089 51.1061925, 7.0145424 51.106246, 7.0148001 51.1063491, 7.014984 51.1064385)",Kirchstraße,,
10059128,,,residential,30,,False,False,142.268,"LINESTRING (7.0186095 51.1069142, 7.0189478 51.1063191, 7.0192461 51.1056992)",Goethestraße,6,
10059156,,,residential,30,,False,False,100.639,"LINESTRING (7.0186095 51.1069142, 7.0192304 51.1071094, 7.0199306 51.107273)",Ludger-Kühler-Straße,6,
10059156,,,residential,30,,False,True,98.544,"LINESTRING (7.0186095 51.1069142, 7.0180717 51.106716, 7.0180128 51.1066955, 7.0176854 51.1065813, 7.017385 51.1064735)",Ludger-Kühler-Straße,6,
10058967,2,,tertiary,50,,False,False,94.044,"LINESTRING (7.0192461 51.1056992, 7.0187812 51.1056572, 7.0184668 51.1056279, 7.0179132 51.1055772)",Montanusstraße,,
10058967,2,,tertiary,50,,False,True,100.438,"LINESTRING (7.0192461 51.1056992, 7.0198637 51.1057704, 7.0200396 51.1057921, 7.0206518 51.1058891)",Montanusstraße,,
10059128,,,residential,30,,False,True,142.268,"LINESTRING (7.0192461 51.1056992, 7.0189478 51.1063191, 7.0186095 51.1069142)",Goethestraße,6,
131486918,,,residential,,,False,False,89.686,"LINESTRING (7.0192461 51.1056992, 7.0193248 51.1055968, 7.019345 51.1054254, 7.0193564 51.105111, 7.0193574 51.1050857, 7.0193582 51.1049477, 7.0193585 51.1049045)",Heinestraße,,
10264982,,,residential,30,,False,False,8.826,"LINESTRING (7.017385 51.1064735, 7.017444 51.1064033)",Lingemannstraße,,
10059156,,,residential,30,,False,False,98.544,"LINESTRING (7.017385 51.1064735, 7.0176854 51.1065813, 7.0180128 51.1066955, 7.0180717 51.106716, 7.0186095 51.1069142)",Ludger-Kühler-Straße,6,
10059170,,,residential,30,,False,False,93.959,"LINESTRING (7.017385 51.1064735, 7.0170524 51.1068184, 7.0166879 51.1071963)",Lingemannstraße,6,
27198885,2,L 359,tertiary,50,,False,True,25.491999999999997,"LINESTRING (7.0141414 51.1060366, 7.0142437 51.1061007, 7.0144089 51.1061925)",Kirchstraße,,
1171907896,1,L 359,secondary,50,roundabout,True,False,16.234,"LINESTRING (7.0141414 51.1060366, 7.0140888 51.1060522, 7.014031 51.106056, 7.0139745 51.1060476, 7.0139255 51.1060279)",,,
"[25810553, 1029008282, 32014183]",2,K 1,secondary,50,,False,True,177.423,"LINESTRING (7.0139255 51.1060279, 7.0138405 51.1060906, 7.0137737 51.1061525, 7.0134144 51.1066239, 7.0131557 51.1070687, 7.0129293 51.1074876)",Marktstraße,,
1171239467,1,L 359,secondary,50,roundabout,True,False,22.645,"LINESTRING (7.0139255 51.1060279, 7.0138917 51.1060015, 7.0138725 51.1059697, 7.0138698 51.1059358, 7.0138839 51.1059031, 7.0139134 51.1058746, 7.0139554 51.1058532)",,,
1171239468,1,L 359,secondary,50,roundabout,True,False,14.167,"LINESTRING (7.0139554 51.1058532, 7.0140046 51.1058412, 7.0140572 51.1058391, 7.0141084 51.105847, 7.0141475 51.1058606)",,,
26543314,,,residential,30,,False,False,16.558,"LINESTRING (7.0127201 51.1098296, 7.0126146 51.1098465, 7.0124904 51.1098667)",Am Hammer,,
27596368,2,K 1,secondary,50,,False,True,29.461,"LINESTRING (7.0127201 51.1098296, 7.0128152 51.1099678, 7.0128971 51.11007)",Am Hammer,,
"[32014177, 32014175]",2,K 1,secondary,"['50', '30']",,False,False,39.691,"LINESTRING (7.0127201 51.1098296, 7.0126505 51.1097068, 7.0125937 51.1096086, 7.0125717 51.1095351, 7.0125559 51.1094888)",Am Hammer,,
167792982,,,residential,30,,False,False,215.765,"LINESTRING (7.0161796 51.1033031, 7.0169335 51.1035372, 7.0173851 51.1031567, 7.0175427 51.1030061, 7.0175979 51.1029334, 7.0178019 51.1026248, 7.0179364 51.1024753, 7.0180828 51.1023309)",Am Büscherhof,,
762492462,2,L 359,secondary,30,,False,True,179.42000000000002,"LINESTRING (7.0161796 51.1033031, 7.0158171 51.1037648, 7.0151623 51.1046129, 7.015113 51.1046765, 7.0150523 51.1047531)",Neukirchener Straße,,
167792982,,,residential,30,,False,True,215.765,"LINESTRING (7.0180828 51.1023309, 7.0179364 51.1024753, 7.0178019 51.1026248, 7.0175979 51.1029334, 7.0175427 51.1030061, 7.0173851 51.1031567, 7.0169335 51.1035372, 7.0161796 51.1033031)",Am Büscherhof,,
700729807,3,,residential,,,False,False,32.758,"LINESTRING (7.0132571 51.1024453, 7.0137019 51.102539)",Brückerfeld,,
"[700729804, 700729805, 700729806]","['2', '3']",L 79,secondary,50,,False,True,165.96800000000002,"LINESTRING (7.0132571 51.1024453, 7.0131933 51.1025509, 7.0129969 51.1028546, 7.0129154 51.1029827, 7.0128765 51.1030381, 7.0128251 51.1031005, 7.0127232 51.1032133, 7.0126113 51.1033257, 7.0124474 51.1034347, 7.0122313 51.1035799, 7.0120353 51.1037004)",Am Wallgraben,,
"[1026964129, 26992843]",,,tertiary,50,,True,False,97.654,"LINESTRING (7.0137627 51.104489, 7.0133537 51.1044115, 7.0129482 51.1043077, 7.0126297 51.104189, 7.012513 51.1041174)",Brückenstraße,,
"[10059648, 26992844]",2,,tertiary,50,,False,True,82.943,"LINESTRING (7.0137627 51.104489, 7.0142562 51.1046237, 7.0143415 51.1046512, 7.0144275 51.1046776, 7.0147187 51.1047668, 7.0148399 51.104803)",Brückenstraße,,yes
10059088,,,residential,30,,False,False,58.403999999999996,"LINESTRING (7.0150058 51.108553, 7.0146746 51.1082268, 7.0145449 51.1081149)",Mittelstraße,6,
10059669,,,residential,30,,False,False,88.047,"LINESTRING (7.0150058 51.108553, 7.0151362 51.108477, 7.0154075 51.1082377, 7.0157505 51.1079169)",Märzgässchen,6,
28190997,,,residential,30,,False,False,77.44399999999999,"LINESTRING (7.0150058 51.108553, 7.0151651 51.1087104, 7.0153121 51.1088345, 7.0154796 51.1089255, 7.0157781 51.1090334)",Mittelstraße,,
10059871,2,,tertiary,50,,False,True,168.06300000000002,"LINESTRING (7.0103414 51.1027924, 7.0103029 51.1028057, 7.0102564 51.1028305, 7.0099496 51.1030603, 7.0090751 51.1036952, 7.0089939 51.1037394, 7.0088768 51.1037975, 7.0087748 51.1038354, 7.0086716 51.1038635)",Moltkestraße,,
24485676,3,,tertiary,50,,False,False,50.697,"LINESTRING (7.0103414 51.1027924, 7.0104019 51.1027914, 7.0104405 51.1027932, 7.0105014 51.102798, 7.0105479 51.10281, 7.0108346 51.1028917, 7.0110163 51.1029447)",Brückenstraße,,
762267395,,,residential,30,,False,True,97.022,"LINESTRING (7.0103414 51.1027924, 7.0098214 51.1024756, 7.0097664 51.1024421, 7.0095518 51.1023181, 7.0093684 51.1021716)",Brückenstraße,,
10264982,,,residential,30,,False,True,8.826,"LINESTRING (7.017444 51.1064033, 7.017385 51.1064735)",Lingemannstraße,,
10264982,,,residential,30,,False,False,98.072,"LINESTRING (7.017444 51.1064033, 7.017548 51.1062769, 7.0176909 51.1061032, 7.0179132 51.1055772)",Lingemannstraße,,
131486895,,,residential,,,False,False,67.07,"LINESTRING (7.0179132 51.1055772, 7.0179279 51.1049741)",Lessingstraße,,
10058967,2,,tertiary,50,,False,True,94.04400000000001,"LINESTRING (7.0179132 51.1055772, 7.0184668 51.1056279, 7.0187812 51.1056572, 7.0192461 51.1056992)",Montanusstraße,,
10264982,,,residential,30,,False,True,98.072,"LINESTRING (7.0179132 51.1055772, 7.0176909 51.1061032, 7.017548 51.1062769, 7.017444 51.1064033)",Lingemannstraße,,
28190995,,,tertiary,50,,False,False,123.688,"LINESTRING (7.0179132 51.1055772, 7.0171962 51.1054657, 7.016676 51.1053471, 7.0164609 51.1053015, 7.0162283 51.1052399)",Montanusstraße,,
"[10265043, 10265044, 32014535]",,,unclassified,10,,True,False,89.312,"LINESTRING (7.0131223 51.1052554, 7.0131505 51.1052724, 7.0135734 51.1055001, 7.0136857 51.1055735, 7.0137931 51.1056932, 7.0139222 51.1058205, 7.0139554 51.1058532)",Brückenstraße,,yes
292438337,,,unclassified,,,False,True,200.794,"LINESTRING (7.0131223 51.1052554, 7.0129212 51.1054968, 7.0127762 51.1056205, 7.0126354 51.1056992, 7.012459 51.1057862, 7.0122789 51.1058758, 7.0119867 51.1060429, 7.01179 51.1062055, 7.011679 51.1062953, 7.0115437 51.1064098, 7.0114245 51.1065062, 7.0113018 51.1066298)",Pastorat,5,
24485326,,,residential,30,,True,False,139.223,"LINESTRING (7.0157119 51.105787, 7.0166082 51.1061467, 7.017444 51.1064033)",Schillerstraße,4,
"[27198882, 320136003, 1171907895]",,,residential,30,,True,False,70.71799999999999,"LINESTRING (7.0157119 51.105787, 7.0159456 51.1055347, 7.0160719 51.1054008, 7.0162283 51.1052399)",Am Stadtpark,,
"[105328108, 32014174]",,,residential,30,,False,True,129.83,"LINESTRING (7.0174362 51.1096839, 7.0170654 51.1099655, 7.01687 51.1100456, 7.0159314 51.1103332)",Kurze Straße,5,
105328111,,,residential,30,,False,True,47.909,"LINESTRING (7.0174362 51.1096839, 7.0177289 51.1098176, 7.0179911 51.1099374)",Bechlenberg,6,
762492468,,,residential,30,,False,True,26.445999999999998,"LINESTRING (7.0174362 51.1096839, 7.0171876 51.1095652, 7.017132 51.1095423)",Mittelstraße,,
762492457,2,L 359,tertiary,50,,False,True,13.405,"LINESTRING (7.0192979 51.1079054, 7.0194808 51.1079421)",Kirchstraße,,
24485476,,,residential,30,,False,False,147.623,"LINESTRING (7.0192979 51.1079054, 7.0190406 51.1081589, 7.0188689 51.1083136, 7.0186595 51.1084909, 7.018452 51.1086312, 7.0183877 51.1086747, 7.0179901 51.1089436)",Heinrich-Gier-Straße,,
33095540,2,L 359,tertiary,50,,False,False,201.024,"LINESTRING (7.0192979 51.1079054, 7.01864 51.1077945, 7.018349 51.1077455, 7.0177067 51.1076126, 7.0176049 51.1075781, 7.0174396 51.1075221, 7.0171115 51.1074108, 7.0166879 51.1071963)",Kirchstraße,,
24485476,,,residential,30,,False,True,89.558,"LINESTRING (7.017132 51.1095423, 7.0179901 51.1089436)",Heinrich-Gier-Straße,,
28190996,,,residential,30,,False,True,111.04,"LINESTRING (7.017132 51.1095423, 7.0170678 51.1095215, 7.0164108 51.1092022, 7.0160382 51.1091028, 7.0157781 51.1090334)",Mittelstraße,,
762492468,,,residential,30,,False,False,26.445999999999998,"LINESTRING (7.017132 51.1095423, 7.0171876 51.1095652, 7.0174362 51.1096839)",Mittelstraße,,
10059669,,,residential,30,,False,False,103.457,"LINESTRING (7.0157505 51.1079169, 7.0160796 51.1076662, 7.016408 51.1074115, 7.0166879 51.1071963)",Märzgässchen,6,
10059669,,,residential,30,,False,True,88.047,"LINESTRING (7.0157505 51.1079169, 7.0154075 51.1082377, 7.0151362 51.108477, 7.0150058 51.108553)",Märzgässchen,6,
24485509,,,residential,30,,False,False,194.091,"LINESTRING (7.0157505 51.1079169, 7.016076 51.1080544, 7.0165395 51.1082269, 7.0170116 51.1084316, 7.0174099 51.1086192, 7.0174922 51.108658, 7.0179901 51.1089436)",Ernst-Klein-Straße,,
24485476,,,residential,30,,False,False,89.558,"LINESTRING (7.0179901 51.1089436, 7.017132 51.1095423)",Heinrich-Gier-Straße,,
24485476,,,residential,30,,False,True,147.623,"LINESTRING (7.0179901 51.1089436, 7.0183877 51.1086747, 7.018452 51.1086312, 7.0186595 51.1084909, 7.0188689 51.1083136, 7.0190406 51.1081589, 7.0192979 51.1079054)",Heinrich-Gier-Straße,,
24485509,,,residential,30,,False,True,194.091,"LINESTRING (7.0179901 51.1089436, 7.0174922 51.108658, 7.0174099 51.1086192, 7.0170116 51.1084316, 7.0165395 51.1082269, 7.016076 51.1080544, 7.0157505 51.1079169)",Ernst-Klein-Straße,,
334114971,2,L 79,secondary,30,,False,True,61.522000000000006,"LINESTRING (7.0089229 51.1055173, 7.0088752 51.1055459, 7.0088282 51.105574, 7.0084728 51.1057868, 7.0082856 51.1058994)",Bahnhofstraße,,
344351078,2,L 79,secondary,50,,False,False,95.946,"LINESTRING (7.0089229 51.1055173, 7.0093083 51.1052771, 7.009917 51.1049217)",Bahnhofstraße,,
700729807,3,,residential,,,False,True,32.758,"LINESTRING (7.0137019 51.102539, 7.0132571 51.1024453)",Brückerfeld,,
24684543,,,residential,,,False,False,58.52700000000001,"LINESTRING (7.0137019 51.102539, 7.0136922 51.1025739, 7.0136799 51.1026174, 7.013654 51.1026637, 7.0136076 51.1027289, 7.0135758 51.1027646, 7.0135009 51.1029325, 7.0134501 51.1030388)",Brückerfeld,,
27087793,,,living_street,,,False,False,85.11699999999999,"LINESTRING (7.0137019 51.102539, 7.0138163 51.102566, 7.0139502 51.1025756, 7.0140132 51.1025173, 7.0140547 51.1024683, 7.0140694 51.102388, 7.0140336 51.102354, 7.0140898 51.1021914, 7.0142609 51.102051, 7.0142751 51.102041)",An der Wupper,,
24684543,,,residential,,,False,True,58.52700000000001,"LINESTRING (7.0134501 51.1030388, 7.0135009 51.1029325, 7.0135758 51.1027646, 7.0136076 51.1027289, 7.013654 51.1026637, 7.0136799 51.1026174, 7.0136922 51.1025739, 7.0137019 51.102539)",Brückerfeld,,
26543314,,,residential,30,,False,True,16.558,"LINESTRING (7.0124904 51.1098667, 7.0126146 51.1098465, 7.0127201 51.1098296)",Am Hammer,,
32014176,,,residential,30,,False,False,46.157999999999994,"LINESTRING (7.0124904 51.1098667, 7.0124583 51.1098457, 7.0124262 51.1098134, 7.012414 51.1097802, 7.0124198 51.1097447, 7.0124399 51.1096967, 7.0124728 51.1096499, 7.0124819 51.1096207, 7.0124896 51.1095963, 7.0124925 51.109558, 7.0124932 51.1095487, 7.0125149 51.1095078, 7.0125559 51.1094888)",Am Hammer,,
"[1029009257, 32014175]",2,K 1,secondary,"['50', '30']",,False,False,228.188,"LINESTRING (7.0125559 51.1094888, 7.0125263 51.1093951, 7.0125034 51.1093374, 7.0124818 51.1092542, 7.0124754 51.1092238, 7.0124691 51.1091933, 7.0124176 51.1089333, 7.0124519 51.1085345, 7.012617 51.1080853, 7.0128608 51.1076166, 7.0128767 51.107586, 7.012893 51.1075547, 7.0129293 51.1074876)","['Am Hammer', 'Marktstraße']",,
"[32014177, 32014175]",2,K 1,secondary,"['50', '30']",,False,True,39.691,"LINESTRING (7.0125559 51.1094888, 7.0125717 51.1095351, 7.0125937 51.1096086, 7.0126505 51.1097068, 7.0127201 51.1098296)",Am Hammer,,
32014176,,,residential,30,,False,True,46.158,"LINESTRING (7.0125559 51.1094888, 7.0125149 51.1095078, 7.0124932 51.1095487, 7.0124925 51.109558, 7.0124896 51.1095963, 7.0124819 51.1096207, 7.0124728 51.1096499, 7.0124399 51.1096967, 7.0124198 51.1097447, 7.012414 51.1097802, 7.0124262 51.1098134, 7.0124583 51.1098457, 7.0124904 51.1098667)",Am Hammer,,
26994786,,,residential,30,,False,False,60.707,"LINESTRING (7.0128971 51.11007, 7.0129643 51.1100467, 7.0130795 51.1100005, 7.0131149 51.1099677, 7.0133922 51.1096386)",Am Hüpplingsgraben,4,
27596368,2,K 1,secondary,50,,False,False,29.461,"LINESTRING (7.0128971 51.11007, 7.0128152 51.1099678, 7.0127201 51.1098296)",Am Hammer,,
27008062,,,residential,30,,False,False,42.88,"LINESTRING (7.0133922 51.1096386, 7.0128128 51.1095106)",Brunnenstraße,,
26994786,,,residential,30,,False,False,65.394,"LINESTRING (7.0133922 51.1096386, 7.0134621 51.1095369, 7.0135333 51.1094054, 7.0135803 51.1092246, 7.0135706 51.1091326, 7.0135477 51.1090712)",Am Hüpplingsgraben,4,
26994786,,,residential,30,,False,True,60.707,"LINESTRING (7.0133922 51.1096386, 7.0131149 51.1099677, 7.0130795 51.1100005, 7.0129643 51.1100467, 7.0128971 51.11007)",Am Hüpplingsgraben,4,
27008062,,,residential,30,,False,True,140.27700000000002,"LINESTRING (7.0133922 51.1096386, 7.0141466 51.1097991, 7.014603 51.1099118, 7.0151269 51.110036, 7.0152891 51.1100311)",Brunnenstraße,,
26994786,,,residential,30,,False,True,105.755,"LINESTRING (7.0130824 51.1080466, 7.0130747 51.1081072, 7.0132687 51.1086217, 7.0132779 51.1086403, 7.0134881 51.1089559)",Am Hüpplingsgraben,4,
"[105328108, 32014174]",,,residential,30,,False,False,129.83,"LINESTRING (7.0159314 51.1103332, 7.01687 51.1100456, 7.0170654 51.1099655, 7.0174362 51.1096839)",Kurze Straße,5,
49003243,,,residential,30,,False,False,56.473,"LINESTRING (7.0159314 51.1103332, 7.0158347 51.1102725, 7.0154314 51.1101221, 7.0152891 51.1100311)",In der Meffert,5.6,
28190996,,,residential,30,,False,False,111.04,"LINESTRING (7.0157781 51.1090334, 7.0160382 51.1091028, 7.0164108 51.1092022, 7.0170678 51.1095215, 7.017132 51.1095423)",Mittelstraße,,
28190997,,,residential,30,,False,True,77.44399999999999,"LINESTRING (7.0157781 51.1090334, 7.0154796 51.1089255, 7.0153121 51.1088345, 7.0151651 51.1087104, 7.0150058 51.108553)",Mittelstraße,,
32014173,,,residential,30,,False,True,116.268,"LINESTRING (7.0157781 51.1090334, 7.0155799 51.1095321, 7.0155668 51.1095652, 7.0153989 51.109834, 7.0152891 51.1100311)",In der Meffert,,
27008062,,,residential,30,,False,False,140.277,"LINESTRING (7.0152891 51.1100311, 7.0151269 51.110036, 7.014603 51.1099118, 7.0141466 51.1097991, 7.0133922 51.1096386)",Brunnenstraße,,
32014173,,,residential,30,,False,False,116.268,"LINESTRING (7.0152891 51.1100311, 7.0153989 51.109834, 7.0155668 51.1095652, 7.0155799 51.1095321, 7.0157781 51.1090334)",In der Meffert,,
49003243,,,residential,30,,False,True,56.473,"LINESTRING (7.0152891 51.1100311, 7.0154314 51.1101221, 7.0158347 51.1102725, 7.0159314 51.1103332)",In der Meffert,5.6,
27008062,,,residential,30,,False,True,42.88,"LINESTRING (7.0128128 51.1095106, 7.0133922 51.1096386)",Brunnenstraße,,
"[27199562, 210554070]",2,,tertiary,50,,False,False,86.87400000000001,"LINESTRING (7.0162283 51.1052399, 7.0160847 51.1051988, 7.0155651 51.1050419, 7.0152464 51.1049457, 7.0151039 51.1049054)",Montanusstraße,,
28190995,,,tertiary,50,,False,True,123.688,"LINESTRING (7.0162283 51.1052399, 7.0164609 51.1053015, 7.016676 51.1053471, 7.0171962 51.1054657, 7.0179132 51.1055772)",Montanusstraße,,
167792997,,,residential,,,False,True,63.971,"LINESTRING (7.0136697 51.1038243, 7.0136231 51.1039293, 7.0135483 51.1040847, 7.0134786 51.1042489, 7.0134054 51.1043748)",Im Brückerfeld,,
32014686,,,residential,30,,False,False,156.256,"LINESTRING (7.0092268 51.1068209, 7.0080872 51.1069175, 7.0080387 51.1069214, 7.0076358 51.106954, 7.0070974 51.1070021, 7.0070086 51.1070076)",Uferstraße,,
361604719,,,residential,30,,False,True,31.856,"LINESTRING (7.0092268 51.1068209, 7.0092969 51.1067348, 7.0094821 51.1065848)",Uferstraße,,
59634556,,,residential,30,,False,True,113.086,"LINESTRING (7.0094821 51.1065848, 7.0085122 51.1060355, 7.0082856 51.1058994)",Schulstraße,,
361604719,,,residential,30,,False,False,31.856,"LINESTRING (7.0094821 51.1065848, 7.0092969 51.1067348, 7.0092268 51.1068209)",Uferstraße,,
"[59634555, 361604719]",,,residential,30,,False,"[False, True]",237.93399999999997,"LINESTRING (7.0094821 51.1065848, 7.0098254 51.1063266, 7.0107685 51.1055722, 7.0105061 51.1054159, 7.009917 51.1049217)","['Uferstraße', 'Poststraße']",,
762267393,,,residential,30,,False,False,31.16,"LINESTRING (7.0111942 51.1026877, 7.0110163 51.1029447)",Am Schraffenberg,,
762267393,,,residential,30,,False,True,31.16,"LINESTRING (7.0110163 51.1029447, 7.0111942 51.1026877)",Am Schraffenberg,,
24485676,3,,tertiary,50,,False,True,50.697,"LINESTRING (7.0110163 51.1029447, 7.0108346 51.1028917, 7.0105479 51.10281, 7.0105014 51.102798, 7.0104405 51.1027932, 7.0104019 51.1027914, 7.0103414 51.1027924)",Brückenstraße,,
99364005,2,,tertiary,50,,False,False,112.653,"LINESTRING (7.0110163 51.1029447, 7.0111768 51.1030032, 7.0113322 51.103063, 7.0115241 51.103165, 7.0120353 51.1037004)",Brückenstraße,,
37416660,,,residential,30,,False,True,74.632,"LINESTRING (7.0093684 51.1021716, 7.0089371 51.1023681, 7.0085033 51.1025658)",Turnplatz,,
762267395,,,residential,30,,False,False,97.022,"LINESTRING (7.0093684 51.1021716, 7.0095518 51.1023181, 7.0097664 51.1024421, 7.0098214 51.1024756, 7.0103414 51.1027924)",Brückenstraße,,
37416661,,,residential,30,,False,False,7.974,"LINESTRING (7.0085013 51.1026375, 7.0085033 51.1025658)",Turnplatz,,
10059871,2,,tertiary,50,,False,False,168.063,"LINESTRING (7.0086716 51.1038635, 7.0087748 51.1038354, 7.0088768 51.1037975, 7.0089939 51.1037394, 7.0090751 51.1036952, 7.0099496 51.1030603, 7.0102564 51.1028305, 7.0103029 51.1028057, 7.0103414 51.1027924)",Moltkestraße,,
37416661,,,residential,30,,False,True,7.974,"LINESTRING (7.0085033 51.1025658, 7.0085013 51.1026375)",Turnplatz,,
36697138,,,residential,30,,False,True,66.34299999999999,"LINESTRING (7.0085033 51.1025658, 7.0081454 51.102239, 7.0079684 51.1020727)",Turnplatz,,
37416660,,,residential,30,,False,False,74.632,"LINESTRING (7.0085033 51.1025658, 7.0089371 51.1023681, 7.0093684 51.1021716)",Turnplatz,,
292438337,,,unclassified,,,False,False,200.794,"LINESTRING (7.0113018 51.1066298, 7.0114245 51.1065062, 7.0115437 51.1064098, 7.011679 51.1062953, 7.01179 51.1062055, 7.0119867 51.1060429, 7.0122789 51.1058758, 7.012459 51.1057862, 7.0126354 51.1056992, 7.0127762 51.1056205, 7.0129212 51.1054968, 7.0131223 51.1052554)",Pastorat,5,
