osmid,oneway,lanes,name,highway,maxspeed,width,reversed,length,geometry,junction,tunnel,access
230768934,False,2,Zirkel,residential,30,,True,87.40899999999999,"LINESTRING (8.4083109 49.0110819, 8.4082062 49.011015, 8.4081647 49.0109931, 8.4081238 49.0109739, 8.4079409 49.0108874, 8.4077578 49.0108139, 8.4075668 49.0107394, 8.4073983 49.0106784, 8.4073154 49.0106495)",,,
"[160255233, 356659642, 353062908, 353062909]",False,,Kronenstraße,living_street,7,"['3.8', '3.7']",False,146.871,"LINESTRING (8.4083147 49.0095028, 8.4082204 49.0096083, 8.4081966 49.0096349, 8.4081547 49.0096831, 8.4081462 49.0096929, 8.4080783 49.009771, 8.4073154 49.0106495)",,,yes
4188464,False,,Markgrafenstraße,residential,30,,True,141.63299999999998,"LINESTRING (8.4057291 49.0072075, 8.4056262 49.0071913, 8.4048853 49.0070752, 8.4045599 49.0070244, 8.4040423 49.0069361, 8.4040107 49.0069317, 8.4038415 49.0069094)",,,
"[3787217, 160260802, 1225301339, 4188462]",False,,"['Markgrafenstraße', 'Steinstraße', 'Adlerstraße']",residential,30,"['6', '4']","[False, True]",300.997,"LINESTRING (8.4057291 49.0072075, 8.4057868 49.0072169, 8.4058814 49.0072323, 8.4064518 49.0073272, 8.4071616 49.0071473, 8.4074894 49.0070646, 8.4080068 49.0069365, 8.408506 49.0059727, 8.4085179 49.0059475, 8.4085502 49.0058689)",,,
177548356,True,,Kreuzstraße,residential,30,6,False,104.696,"LINESTRING (8.4057291 49.0072075, 8.4057457 49.0071639, 8.4060017 49.006375, 8.406023 49.0063129, 8.4060314 49.0062871)",,,
256981653,False,,Pfarrer-Löw-Straße,residential,30,,True,82.132,"LINESTRING (8.4048788 49.0081073, 8.4048846 49.0081628, 8.4049557 49.0088442)",,,
373893804,False,,Hebelstraße,residential,30,6.3,False,41.641999999999996,"LINESTRING (8.4048788 49.0081073, 8.405381 49.0080827, 8.4054482 49.0080801)",,,
"[610022531, 373893804, 256849863]",False,,Hebelstraße,residential,30,"['6', '6.3']",True,79.668,"LINESTRING (8.4048788 49.0081073, 8.4045207 49.0081238, 8.4040896 49.0081437, 8.4039873 49.0081484, 8.4038838 49.0081534, 8.4037893 49.0081581)",,,
"[610022531, 373893804, 256849863]",False,,Hebelstraße,residential,30,"['6', '6.3']",False,79.66799999999999,"LINESTRING (8.4037893 49.0081581, 8.4038838 49.0081534, 8.4039873 49.0081484, 8.4040896 49.0081437, 8.4045207 49.0081238, 8.4048788 49.0081073)",,,
"[310342244, 1136499781, 1136499782, 1136499783, 1136499784, 473660232, 609497255, 558259255, 558259257]",False,2,Karl-Friedrich-Straße,residential,30,"['8', '7.5']",False,127.237,"LINESTRING (8.4037893 49.0081581, 8.4037777 49.0080489, 8.4037601 49.0078816, 8.403748 49.0077672, 8.4037421 49.0077117, 8.4037355 49.0076509, 8.4037306 49.0076051, 8.4037228 49.007533, 8.4037179 49.0074884, 8.403709 49.0074061, 8.4036885 49.0072162, 8.4036793 49.0071273, 8.4036678 49.0070166)",,,
"[610022530, 373893803, 178045541, 160262206]",False,,Hebelstraße,residential,30,6,True,127.61,"LINESTRING (8.4037893 49.0081581, 8.4036892 49.0081623, 8.4035399 49.0081691, 8.4035173 49.0081703, 8.4034733 49.0081725, 8.403304 49.0081807, 8.4032613 49.0081826, 8.4032179 49.0081884, 8.4031722 49.008199, 8.4026502 49.0083434, 8.4024626 49.008398, 8.4022773 49.0084572, 8.4021414 49.0084982)",,,
"[788056835, 901996821]",False,,Badenwerkstraße am Festplatz,residential,30,,False,123.429,"LINESTRING (8.4000731 49.0051423, 8.4000733 49.0048948, 8.4000727 49.0048026, 8.4000694 49.0040778, 8.4000678 49.0040323)",,,
160484291,False,,Erbprinzenstraße,residential,30,5.4,True,140.116,"LINESTRING (8.3999683 49.0080494, 8.3998388 49.0080878, 8.3993211 49.0082416, 8.398983 49.0083465, 8.398726 49.0084262, 8.3984727 49.0085036, 8.3982269 49.0085813)",,,
160611126,False,,Erbprinzenstraße,residential,30,6,False,123.498,"LINESTRING (8.3999683 49.0080494, 8.4000829 49.0080131, 8.4001125 49.0080037, 8.4002096 49.007973, 8.4005091 49.0078781, 8.4006564 49.0078314, 8.4008324 49.0077757, 8.4009702 49.007732, 8.401281 49.0076336, 8.4013023 49.0076269, 8.4013289 49.0076184, 8.4013652 49.0076069, 8.401493 49.0075664)",,,
"[461183387, 321883383]",False,,Ritterstraße,residential,30,5,False,118.35199999999999,"LINESTRING (8.3999683 49.0080494, 8.3999934 49.0080828, 8.4000664 49.0081799, 8.4002149 49.0083776, 8.4003653 49.0085778, 8.4003842 49.0086028, 8.4004425 49.0086804, 8.4005504 49.008824, 8.4006597 49.0089694, 8.4006853 49.0090042)",,,
864558904,False,,Ritterstraße,residential,50,,True,104.461,"LINESTRING (8.3999683 49.0080494, 8.3999419 49.0080142, 8.3996941 49.0076845, 8.3994117 49.0073089, 8.399335 49.0072068)",,,
160484296,False,,Lammstraße,residential,30,,False,4.054,"LINESTRING (8.4021414 49.0084982, 8.4021598 49.0085326)",,,
"[610022530, 373893803, 178045541, 160262206]",False,,Hebelstraße,residential,30,6,False,127.60999999999999,"LINESTRING (8.4021414 49.0084982, 8.4022773 49.0084572, 8.4024626 49.008398, 8.4026502 49.0083434, 8.4031722 49.008199, 8.4032179 49.0081884, 8.4032613 49.0081826, 8.403304 49.0081807, 8.4034733 49.0081725, 8.4035173 49.0081703, 8.4035399 49.0081691, 8.4036892 49.0081623, 8.4037893 49.0081581)",,,
"[160484296, 422832204, 422832205, 422832206, 3533905]",False,,Lammstraße,residential,30,,True,113.90500000000002,"LINESTRING (8.4021414 49.0084982, 8.4020903 49.008417, 8.4019441 49.0082048, 8.4018962 49.0081335, 8.4018736 49.0081008, 8.4017538 49.0079361, 8.4015269 49.0076144, 8.4015186 49.0076027, 8.401493 49.0075664)",,,
160484296,False,,Lammstraße,residential,30,,True,4.054,"LINESTRING (8.4021598 49.0085326, 8.4021414 49.0084982)",,,
"[191735747, 707478637, 708234062, 708234063, 706975540, 1161065369, 941718906]",False,,Zirkel,residential,30,"['7', '4.2']",False,250.93700000000004,"LINESTRING (8.4028767 49.010262, 8.4029863 49.0102428, 8.4031839 49.0102093, 8.4033085 49.0101913, 8.4033927 49.0101802, 8.4034587 49.0101734, 8.4036846 49.0101579, 8.4039181 49.0101465, 8.4040119 49.0101428, 8.4041326 49.0101398, 8.4042768 49.0101368, 8.404435 49.0101372, 8.404514 49.010139, 8.4046176 49.0101437, 8.4048928 49.0101592, 8.4050639 49.0101737, 8.4051568 49.0101815, 8.4057072 49.0102384, 8.4059848 49.0102753, 8.4062042 49.0103124, 8.4062738 49.0103242)",,,
3787216,False,1,Kronenstraße,residential,30,2.8,True,66.16499999999999,"LINESTRING (8.4068382 49.0111533, 8.4068664 49.0111186, 8.4068791 49.0111046, 8.4069082 49.0110725, 8.4070778 49.0108776, 8.4071894 49.0107493, 8.4072288 49.0107128, 8.4072613 49.0106849, 8.4073154 49.0106495)",,,
"[3533904, 313382602, 467660664, 25445054]",False,,Erbprinzenstraße,residential,30,"['5.7', '6', '5']",False,160.757,"LINESTRING (8.401493 49.0075664, 8.4016328 49.007523, 8.4024997 49.0072546, 8.4027354 49.0071816, 8.4028293 49.0071511, 8.4029675 49.0071062, 8.4033787 49.0069798, 8.4034247 49.0069657, 8.4034524 49.0069576, 8.4034851 49.006948)",,,
"[160484296, 422832204, 422832205, 422832206, 3533905]",False,,Lammstraße,residential,30,,False,113.905,"LINESTRING (8.401493 49.0075664, 8.4015186 49.0076027, 8.4015269 49.0076144, 8.4017538 49.0079361, 8.4018736 49.0081008, 8.4018962 49.0081335, 8.4019441 49.0082048, 8.4020903 49.008417, 8.4021414 49.0084982)",,,
160611126,False,,Erbprinzenstraße,residential,30,6,True,123.49799999999999,"LINESTRING (8.401493 49.0075664, 8.4013652 49.0076069, 8.4013289 49.0076184, 8.4013023 49.0076269, 8.401281 49.0076336, 8.4009702 49.007732, 8.4008324 49.0077757, 8.4006564 49.0078314, 8.4005091 49.0078781, 8.4002096 49.007973, 8.4001125 49.0080037, 8.4000829 49.0080131, 8.3999683 49.0080494)",,,
"[184976359, 807979725, 884533905, 901996818, 901996819, 384394330]",False,"['2', '3']",Lammstraße,residential,50,,"[False, True]",240.259,"LINESTRING (8.401493 49.0075664, 8.4014658 49.0075309, 8.4012283 49.0072003, 8.4011892 49.0071446, 8.4007441 49.0065109, 8.4006887 49.0064447, 8.4006684 49.0064213, 8.4006569 49.006404, 8.4006119 49.0063439, 8.400587 49.0063102, 8.4005637 49.0062765, 8.4003292 49.005961, 8.4002004 49.0057818, 8.4001627 49.0057309, 8.4001479 49.0057033, 8.4001004 49.0056096)",,,
"[461183387, 321883383]",False,,Ritterstraße,residential,30,5,True,118.352,"LINESTRING (8.4006853 49.0090042, 8.4006597 49.0089694, 8.4005504 49.008824, 8.4004425 49.0086804, 8.4003842 49.0086028, 8.4003653 49.0085778, 8.4002149 49.0083776, 8.4000664 49.0081799, 8.3999934 49.0080828, 8.3999683 49.0080494)",,,
175152902,False,,Hermann-Billing-Straße,tertiary,30,,True,120.279,"LINESTRING (8.3980749 49.0040327, 8.398529 49.0040242, 8.3985537 49.0040237, 8.3987053 49.0040233, 8.3987703 49.0040231, 8.3989832 49.0040225, 8.3990105 49.0040224, 8.3991872 49.0040219, 8.3992145 49.0040219, 8.3993918 49.0040214, 8.3994477 49.0040212, 8.3994874 49.0040211, 8.3995611 49.0040209, 8.3996532 49.0040206, 8.3997236 49.0040195)",,,
648789755,False,,Ritterstraße,tertiary,30,10,False,54.642,"LINESTRING (8.3980749 49.0040327, 8.3980695 49.0039542, 8.3980538 49.0035415)",,,
702058710,False,,Ritterstraße,tertiary,30,7,True,16.62,"LINESTRING (8.3980749 49.0040327, 8.3980795 49.004116, 8.3980808 49.0041821)",,,
244032956,True,1,Kaiserstraße,unclassified,50,5,False,19.174,"LINESTRING (8.4102569 49.0093693, 8.4099942 49.0093757)",,,
"[223074682, 247200101]",True,2,Waldhornstraße,secondary,50,,False,54.083,"LINESTRING (8.4102569 49.0093693, 8.4102467 49.0094304, 8.4102273 49.0094805, 8.4102139 49.0095162, 8.4101981 49.0095519, 8.4101677 49.0096045, 8.4101375 49.0096531, 8.410096 49.0097014, 8.4100634 49.0097303, 8.4100429 49.0097451, 8.4099428 49.0097893)",,,
"[173034328, 424808515, 424808516, 424808518]",False,,Adlerstraße,residential,30,"['4.5', '4.4']",False,82.297,"LINESTRING (8.4066654 49.0095776, 8.4065985 49.0097169, 8.4065716 49.0097657, 8.4063983 49.0101072, 8.4062962 49.0102767)",,,
333963224,True,3,Hermann-Billing-Straße,tertiary,50,,False,11.348,"LINESTRING (8.4032446 49.0037615, 8.4034 49.0037567)",,,
"[342934649, 1011479042, 972388561, 342934648, 1095350457, 1095350458, 1095350459, 146034239]",True,"['2', '3', '1']",Kriegsstraße,secondary,50,,False,245.954,"LINESTRING (8.4000887 49.005386, 8.4002744 49.0053556, 8.4003983 49.005341, 8.4006029 49.0053226, 8.4007444 49.0053113, 8.4011775 49.0053101, 8.4017139 49.0053087, 8.4018611 49.0053107, 8.402225 49.0053135, 8.4024808 49.0053112, 8.4027463 49.0053119, 8.4029207 49.0053139, 8.4030269 49.0053152, 8.4031739 49.0053202, 8.403214 49.0053221, 8.4032794 49.0053266, 8.4034474 49.0053424)",,,
384394331,False,2,Lammstraße,residential,50,,False,24.878,"LINESTRING (8.4000887 49.005386, 8.400094 49.0054877, 8.4000956 49.0055166, 8.4001004 49.0056096)",,,
"[981386140, 1095350460, 1096212549, 981386141]",True,1,,primary_link,50,,False,330.10299999999995,"LINESTRING (8.4000887 49.005386, 8.4002782 49.0053802, 8.4007224 49.0053577, 8.4007499 49.005357, 8.4010883 49.0053543, 8.4024553 49.0053586, 8.4031955 49.0053628, 8.4038339 49.0053593, 8.404008 49.005368, 8.4042432 49.0053915, 8.4046059 49.0054244)",,yes,
"[280129315, 362290790, 362290791, 1113369875, 3390232]",False,1,Finterstraße,residential,"['50', '30']",,False,177.29,"LINESTRING (8.4035019 49.0046682, 8.4036099 49.0046608, 8.4036863 49.0046559, 8.4037823 49.0046491, 8.4045359 49.0046173, 8.4046281 49.0046143, 8.4046804 49.004606, 8.404708 49.0045951, 8.4047348 49.0045809, 8.4047616 49.0045616, 8.4048761 49.0044603, 8.4049333 49.0044125, 8.4051111 49.004264, 8.4051738 49.0042054, 8.4052094 49.0041606, 8.4052312 49.004117, 8.4052406 49.0040827, 8.4052566 49.0040047, 8.4052616 49.0039816, 8.4052725 49.0039298, 8.4052764 49.0039145)",,,no
"[1204747560, 167078918]",True,"['4', '3']",Ettlinger Straße,secondary,50,,False,78.036,"LINESTRING (8.4035019 49.0046682, 8.403517 49.0047068, 8.4035587 49.0047969, 8.4035962 49.0048893, 8.4036104 49.0049654, 8.4036318 49.0051688, 8.4036351 49.0051924, 8.4036395 49.0052371, 8.4036479 49.0053601)",,,
"[1204747558, 280133958]",True,2,Ettlinger Straße,secondary,50,,False,80.972,"LINESTRING (8.4034201 49.0039421, 8.4034281 49.0040082, 8.4034358 49.0041162, 8.4034554 49.0042752, 8.4034755 49.0044406, 8.4034848 49.004529, 8.4034919 49.0046056, 8.4034961 49.0046423, 8.4035019 49.0046682)",,,
"[321184401, 321184402]",True,2,"['Hermann-Billing-Straße', 'Baumeisterstraße']",tertiary,50,,False,11.844999999999999,"LINESTRING (8.4034201 49.0039421, 8.4033254 49.0039329, 8.4032622 49.003919)",,,
254415247,True,,Adlerstraße,residential,30,6.3,False,5.529,"LINESTRING (8.4062962 49.0102767, 8.4062738 49.0103242)",,,
"[173034328, 424808515, 424808516, 424808518]",False,,Adlerstraße,residential,30,"['4.5', '4.4']",True,82.297,"LINESTRING (8.4062962 49.0102767, 8.4063983 49.0101072, 8.4065716 49.0097657, 8.4065985 49.0097169, 8.4066654 49.0095776)",,,
256849862,True,2,Ettlinger Straße,secondary,50,,False,17.56,"LINESTRING (8.4032622 49.003919, 8.403256 49.0038682, 8.4032529 49.0038394, 8.4032446 49.0037615)",,,
"[155277795, 256849864, 256849866, 822847978, 536413750, 155277785]",True,"['2', '1']",Hermann-Billing-Straße,tertiary,"['50', '30']",,False,172.06300000000002,"LINESTRING (8.4032622 49.003919, 8.403101 49.0039084, 8.4029329 49.0039133, 8.4026521 49.0039176, 8.4023124 49.0039382, 8.40213 49.0039492, 8.4017394 49.0039681, 8.4015667 49.0039764, 8.4009819 49.0040018, 8.4009096 49.0040049)",,,
256981653,False,,Pfarrer-Löw-Straße,residential,30,,False,82.132,"LINESTRING (8.4049557 49.0088442, 8.4048846 49.0081628, 8.4048788 49.0081073)",,,
160484291,False,,Erbprinzenstraße,residential,30,5.4,False,140.11599999999999,"LINESTRING (8.3982269 49.0085813, 8.3984727 49.0085036, 8.398726 49.0084262, 8.398983 49.0083465, 8.3993211 49.0082416, 8.3998388 49.0080878, 8.3999683 49.0080494)",,,
3527731,True,1,Rondellplatz,residential,50,6,False,16.217,"LINESTRING (8.4036678 49.0070166, 8.4036281 49.0070152, 8.403584 49.0070076, 8.403544 49.0069932, 8.4035103 49.006973, 8.4034851 49.006948)",roundabout,,
"[310342244, 1136499781, 1136499782, 1136499783, 473660232, 1136499784, 609497255, 558259255, 558259257]",False,2,Karl-Friedrich-Straße,residential,30,"['8', '7.5']",True,127.237,"LINESTRING (8.4036678 49.0070166, 8.4036793 49.0071273, 8.4036885 49.0072162, 8.403709 49.0074061, 8.4037179 49.0074884, 8.4037228 49.007533, 8.4037306 49.0076051, 8.4037355 49.0076509, 8.4037421 49.0077117, 8.403748 49.0077672, 8.4037601 49.0078816, 8.4037777 49.0080489, 8.4037893 49.0081581)",,,
373893804,False,,Hebelstraße,residential,30,6.3,True,41.641999999999996,"LINESTRING (8.4054482 49.0080801, 8.405381 49.0080827, 8.4048788 49.0081073)",,,
"[597801528, 597801531, 160611128, 921396835]",False,,Ritterstraße,residential,50,"['5.5', '7', '10']","[False, True]",192.31599999999997,"LINESTRING (8.3982747 49.0056326, 8.3982768 49.0056907, 8.3982955 49.005774, 8.3983561 49.0058761, 8.3984331 49.0059817, 8.3986406 49.0062827, 8.3987569 49.0064375, 8.3987743 49.0064606, 8.3988509 49.0065629, 8.3988902 49.0066155, 8.3990373 49.0068109, 8.3991757 49.0069937, 8.399335 49.0072068)",,,
4068459,False,,Beiertheimer Allee,residential,50,,True,13.505,"LINESTRING (8.3984841 49.0025906, 8.3985212 49.0025604, 8.398554 49.0025407, 8.3986243 49.0025136)",,,
"[261392219, 251351711]",True,"['2', '1']",Beiertheimer Allee,residential,50,,False,35.08,"LINESTRING (8.3984841 49.0025906, 8.3984251 49.0025666, 8.3983079 49.0025309, 8.3981829 49.0024944, 8.3980444 49.0024653)",,,
"[105032352, 105032353, 260114818, 160259913, 3098251, 134778191]",False,2,"['Markgrafenstraße', 'Adlerstraße']",residential,"['50', '30']","['5.5', '6']","[False, True]",354.404,"LINESTRING (8.4068619 49.0092086, 8.4070628 49.0087968, 8.4076667 49.0076162, 8.4077113 49.0075291, 8.4088954 49.0077203, 8.4090166 49.0077399, 8.4091825 49.007767, 8.4092457 49.0077773, 8.4094794 49.0077854, 8.4095464 49.0077853, 8.4096214 49.007783, 8.4096418 49.0077824, 8.4096907 49.007781, 8.4097298 49.0077798, 8.4097688 49.007778, 8.4098257 49.0077744)",,building_passage,
"[424808517, 620692207]",True,,Adlerstraße,residential,30,4,False,18.156,"LINESTRING (8.4068619 49.0092086, 8.4068196 49.0092817, 8.406771 49.0093606)",,,
4058931,False,2,Kreuzstraße,residential,50,,False,75.36299999999999,"LINESTRING (8.4062421 49.0056238, 8.406234 49.0056572, 8.4062254 49.005692, 8.4061272 49.0059918, 8.4060388 49.0062503, 8.4060314 49.0062871)",,,
"[653708900, 160473765, 1225301355, 1225301356, 1225301357, 1190212046, 1225301330, 1225301331]",True,"['2', '3', '1']",Kriegsstraße,secondary,50,,False,189.82699999999997,"LINESTRING (8.4062421 49.0056238, 8.4059841 49.0056078, 8.405774 49.0055982, 8.4054997 49.0055888, 8.4051164 49.0055816, 8.4050013 49.0055805, 8.4048126 49.0055799, 8.4046537 49.0055799, 8.4042506 49.0055834, 8.4040207 49.0055861, 8.4038819 49.0055885, 8.4038473 49.0055891, 8.403792 49.0055902, 8.4036443 49.0056072)",,,
"[981386144, 981386142, 981386143]",True,1,,primary_link,50,,False,268.71299999999997,"LINESTRING (8.404608 49.0054976, 8.404428 49.0055204, 8.404305 49.0055372, 8.4041145 49.0055564, 8.4038399 49.0055717, 8.4032085 49.0055753, 8.4018183 49.0055723, 8.4015926 49.0055724, 8.4014732 49.0055764, 8.4013472 49.005586, 8.4011699 49.0056022, 8.4009378 49.005621)",,yes,
497870890,False,,Herrenstraße,residential,30,6.1,False,89.237,"LINESTRING (8.3980294 49.0085809, 8.3972793 49.0079469)",,,
609497254,True,2,Ettlinger Straße,secondary,50,,False,31.790000000000003,"LINESTRING (8.4034838 49.0056273, 8.4034653 49.0054826, 8.4034613 49.0054512, 8.4034474 49.0053424)",,,
"[646030561, 943234786, 598025286, 1204747561, 357365782, 1095350461]",True,"['2', '1']",Kriegsstraße,secondary,50,8,False,186.01,"LINESTRING (8.4034838 49.0056273, 8.4033902 49.0056321, 8.4033046 49.0056329, 8.4029639 49.0056346, 8.40259 49.0056339, 8.4019808 49.0056331, 8.4018233 49.0056207, 8.4015396 49.0056208, 8.4013492 49.005634, 8.4011572 49.0056379, 8.4009378 49.005621)",,,
943234787,True,3,Kriegsstraße,secondary,50,,False,11.919,"LINESTRING (8.4036443 49.0056072, 8.4034838 49.0056273)",,,
3533954,True,,Karl-Friedrich-Straße,unclassified,30,4,False,60.378,"LINESTRING (8.4036443 49.0056072, 8.4036417 49.005707, 8.4036575 49.0059038, 8.4036001 49.006147)",,,
682532702,True,1,Kriegsstraße,secondary,50,,False,27.847,"LINESTRING (8.3977091 49.0053873, 8.3978621 49.0053877, 8.3979086 49.0053886, 8.3979603 49.0053888, 8.3980908 49.0053913)",,,
"[256849867, 560741500]",False,"['2', '1']",Meidingerstraße,residential,50,,False,159.386,"LINESTRING (8.4075521 49.0056126, 8.4075823 49.0055222, 8.4076015 49.0054575, 8.4076207 49.0053903, 8.4076299 49.0053541, 8.4076387 49.0053195, 8.4077665 49.0048069, 8.4078563 49.0044466, 8.4078937 49.0042968, 8.4079019 49.0042639, 8.407914 49.0042161, 8.4079178 49.0041996)",,,
862007332,True,1,Kriegsstraße,secondary,50,,False,83.115,"LINESTRING (8.4075521 49.0056126, 8.4077385 49.0056323, 8.4085652 49.0057244, 8.4086763 49.0057343)",,,
"[566409377, 566409374]",False,,Passagehof,residential,20,,False,59.231,"LINESTRING (8.3970792 49.010773, 8.3971196 49.0107964, 8.3971295 49.0108029, 8.3972546 49.0108802, 8.3976759 49.0111343)",,,
384394331,False,2,Lammstraße,residential,50,,True,24.878,"LINESTRING (8.4001004 49.0056096, 8.4000956 49.0055166, 8.400094 49.0054877, 8.4000887 49.005386)",,,
"[184976359, 807979725, 884533905, 901996818, 901996819, 384394330]",False,"['2', '3']",Lammstraße,residential,50,,"[False, True]",240.25900000000001,"LINESTRING (8.4001004 49.0056096, 8.4001479 49.0057033, 8.4001627 49.0057309, 8.4002004 49.0057818, 8.4003292 49.005961, 8.4005637 49.0062765, 8.400587 49.0063102, 8.4006119 49.0063439, 8.4006569 49.006404, 8.4006684 49.0064213, 8.4006887 49.0064447, 8.4007441 49.0065109, 8.4011892 49.0071446, 8.4012283 49.0072003, 8.4014658 49.0075309, 8.401493 49.0075664)",,,
"[1111599770, 884533907, 884371980]",True,2,Kriegsstraße,secondary,50,,False,119.44800000000001,"LINESTRING (8.4001004 49.0056096, 8.3999044 49.0056069, 8.399384 49.0056062, 8.3987952 49.0056084, 8.3986955 49.0056081, 8.3985533 49.0056075, 8.3984629 49.0056083)",,,
"[292515347, 362290763]",False,2,Adlerstraße,residential,50,3,True,137.38,"LINESTRING (8.4087803 49.0055253, 8.4088003 49.0054609, 8.4088178 49.0054212, 8.4092895 49.0045136, 8.4093183 49.0044606, 8.4093583 49.0043665, 8.4093647 49.0043515)",,,
"[1146763340, 1146763342]",True,,Adlerstraße,residential,50,3,False,26.967,"LINESTRING (8.4087803 49.0055253, 8.4088168 49.005586, 8.4088327 49.0056047, 8.4088485 49.0056239, 8.4089257 49.005748)",,,
4303954,True,1,Kriegsstraße,secondary,50,4,False,13.991,"LINESTRING (8.3984629 49.0056083, 8.3982747 49.0056326)",,,
"[1198122155, 884406094]",True,2,Kriegsstraße,secondary,50,,False,61.103,"LINESTRING (8.4009378 49.005621, 8.4007229 49.0056204, 8.4004295 49.0056184, 8.4003244 49.0056149, 8.4001004 49.0056096)",,,
4279466,True,,Beiertheimer Allee,residential,30,,False,35.561,"LINESTRING (8.4009192 49.0041346, 8.401311 49.0043249)",,,
1098186806,False,,Beiertheimer Allee,residential,30,,True,14.440000000000001,"LINESTRING (8.4009192 49.0041346, 8.4009122 49.0040574, 8.4009096 49.0040049)",,,
"[1098219173, 1098189366]",False,,Beiertheimer Allee,residential,30,,True,43.186,"LINESTRING (8.4009192 49.0041346, 8.400901 49.0041675, 8.4009064 49.0042723, 8.4009703 49.0043024, 8.4012114 49.0044197)",,,
4279466,True,,Beiertheimer Allee,residential,30,,False,12.802,"LINESTRING (8.401311 49.0043249, 8.4012114 49.0044197)",,,
1098219175,False,,Beiertheimer Allee,residential,30,,True,21.395,"LINESTRING (8.401311 49.0043249, 8.4015484 49.0044379)",,,
1098219174,False,,Beiertheimer Allee,residential,30,,True,21.635,"LINESTRING (8.4012114 49.0044197, 8.4014512 49.0045342)",,,
"[1098219173, 1098189366]",False,,Beiertheimer Allee,residential,30,,False,43.186,"LINESTRING (8.4012114 49.0044197, 8.4009703 49.0043024, 8.4009064 49.0042723, 8.400901 49.0041675, 8.4009192 49.0041346)",,,
1098219174,False,,Beiertheimer Allee,residential,30,,False,21.635,"LINESTRING (8.4014512 49.0045342, 8.4012114 49.0044197)",,,
1098219175,False,,Beiertheimer Allee,residential,30,,False,21.395,"LINESTRING (8.4015484 49.0044379, 8.401311 49.0043249)",,,
862007332,True,1,Kriegsstraße,secondary,50,,False,18.256,"LINESTRING (8.4086763 49.0057343, 8.4088423 49.0057434, 8.4089257 49.005748)",,,
1146763341,True,,Adlerstraße,residential,50,,False,24.590000000000003,"LINESTRING (8.4086763 49.0057343, 8.4087054 49.0056376, 8.4087803 49.0055253)",,,
"[866409266, 862007332, 1225301318, 1225301319]",True,"['4', '2', '3', '1']",Kriegsstraße,secondary,50,,False,94.745,"LINESTRING (8.4089257 49.005748, 8.4089737 49.0057506, 8.4091571 49.0057576, 8.4092899 49.005762, 8.4097201 49.0058059, 8.4098803 49.0058229, 8.4099766 49.005834, 8.410098 49.0058462, 8.4102125 49.0058577)",,,
"[857873929, 857873925, 607979165, 1158483206]",False,2,Karl-Friedrich-Straße,unclassified,30,8,False,69.27799999999999,"LINESTRING (8.4036001 49.006147, 8.4036062 49.0062051, 8.4036166 49.0063229, 8.4036324 49.0065012, 8.4036445 49.0066481, 8.4036545 49.006769)",,,
"[607979166, 1225301311]",True,2,Karl-Friedrich-Straße,unclassified,30,,False,58.708,"LINESTRING (8.4036001 49.006147, 8.4035731 49.0060797, 8.4035423 49.0060232, 8.4035234 49.005969, 8.4035151 49.0059184, 8.4034983 49.0057711, 8.4034973 49.0057431, 8.4034958 49.0057133, 8.4034838 49.0056273)",,,
"[3787217, 160260802, 1225301339, 4188462]",False,,"['Markgrafenstraße', 'Steinstraße', 'Adlerstraße']",residential,30,"['6', '4']","[False, True]",300.997,"LINESTRING (8.4085502 49.0058689, 8.4085179 49.0059475, 8.408506 49.0059727, 8.4080068 49.0069365, 8.4074894 49.0070646, 8.4071616 49.0071473, 8.4064518 49.0073272, 8.4058814 49.0072323, 8.4057868 49.0072169, 8.4057291 49.0072075)",,,
"[1225301352, 1225301353, 4303948]",True,1,Kriegsstraße,secondary,50,,False,170.599,"LINESTRING (8.4085502 49.0058689, 8.4084161 49.0058548, 8.4083671 49.0058488, 8.4080996 49.0058164, 8.4078244 49.005786, 8.4076339 49.0057605, 8.4074599 49.0057391, 8.4072497 49.0057167, 8.4069094 49.0056806, 8.4066271 49.0056542, 8.4064917 49.0056432, 8.4064481 49.0056397, 8.4063957 49.0056361, 8.4062421 49.0056238)",,,
