osmid,oneway,lanes,highway,reversed,length,geometry,ref,name,maxspeed,bridge
195630947,True,1,tertiary_link,False,39.323,"LINESTRING (11.4230646 51.9407697, 11.4231207 51.9407222, 11.4232143 51.9406935, 11.4233873 51.9405976, 11.4234733 51.9405286)",,,,
41645139,True,1,tertiary,False,37.68,"LINESTRING (11.4239604 51.9407522, 11.4234112 51.9407664)",K 1301,Halberstädter Straße,,
"[195630946, 195630948, 27081542]",False,2,tertiary,False,66.474,"LINESTRING (11.4239604 51.9407522, 11.4240924 51.9407847, 11.4242077 51.9408181, 11.4245534 51.9409111, 11.4248495 51.9409907)",K 1301,Breiteweg,30,yes
343001841,False,2,tertiary,True,32.743,"LINESTRING (11.4239604 51.9407522, 11.4237059 51.9406526, 11.4235694 51.9405839)",,Ascherslebener Straße,,
25800265,False,2,tertiary,False,303.319,"LINESTRING (11.4248495 51.9409907, 11.4273069 51.9396565, 11.4276829 51.9394768, 11.4280965 51.9392951, 11.4282329 51.9392361)",K 1301,Tarthuner Straße,,
184993838,False,,residential,False,116.239,"LINESTRING (11.4248495 51.9409907, 11.4256096 51.9412212, 11.4257972 51.9412781, 11.4262835 51.9414255, 11.4263711 51.9414521)",,Breiteweg,30,
"[195630946, 195630948, 27081542]",False,2,tertiary,True,66.474,"LINESTRING (11.4248495 51.9409907, 11.4245534 51.9409111, 11.4242077 51.9408181, 11.4240924 51.9407847, 11.4239604 51.9407522)",K 1301,Breiteweg,30,yes
25800265,False,2,tertiary,True,9.983,"LINESTRING (11.4283485 51.9391815, 11.4282329 51.9392361)",K 1301,Tarthuner Straße,,
25800265,False,2,tertiary,False,468.666,"LINESTRING (11.4283485 51.9391815, 11.4284704 51.9391247, 11.4285203 51.9390967, 11.4285834 51.9390614, 11.4288146 51.9388902, 11.4288483 51.9388652, 11.4290245 51.9387347, 11.429059 51.9387092, 11.429254 51.9385647, 11.4294353 51.9384304, 11.4294792 51.9383974, 11.4295046 51.9383783, 11.4297057 51.9382271, 11.4297287 51.9382098, 11.4299306 51.938058, 11.4301432 51.9378982, 11.4301674 51.93788, 11.4303686 51.9377288, 11.4303996 51.9377054, 11.4305931 51.93756, 11.4306291 51.9375329, 11.4308128 51.937423, 11.4309371 51.9373712, 11.4310024 51.9373439, 11.4312093 51.9372576, 11.4312602 51.9372363, 11.4313106 51.9372153, 11.4313365 51.9372045, 11.4315125 51.937131, 11.4315931 51.9370974, 11.4317785 51.93702, 11.4318316 51.9369979, 11.4318783 51.9369784, 11.4321094 51.9368806, 11.4321471 51.9368647, 11.4324183 51.936752, 11.432458 51.9367355, 11.4327011 51.9366343, 11.4327416 51.9366175, 11.4328619 51.9365674, 11.4329962 51.9365115, 11.4333475 51.9363653)",K 1301,Tarthuner Straße,,
29452628,False,,residential,False,174.85,"LINESTRING (11.4283485 51.9391815, 11.4286779 51.9393622, 11.4296998 51.9397438, 11.4298252 51.9397973, 11.4299602 51.9398549, 11.4300523 51.9398941, 11.4300893 51.9399099, 11.4301351 51.9399294, 11.4303343 51.9400144, 11.4304523 51.9400647)",,Mühlenbreite,,
29452628,False,,residential,False,27.86,"LINESTRING (11.4313023 51.9404577, 11.4316306 51.9406054)",,Mühlenbreite,,
29452628,False,,residential,True,72.834,"LINESTRING (11.4313023 51.9404577, 11.4311253 51.9403759, 11.4308354 51.9402418, 11.4307908 51.9402212, 11.4304523 51.9400647)",,Mühlenbreite,,
114191503,False,,residential,False,52.367000000000004,"LINESTRING (11.4313023 51.9404577, 11.4314814 51.9404641, 11.4318049 51.9404408, 11.4320583 51.9404083)",,Mühlenbreite,,
29452628,False,,residential,True,27.86,"LINESTRING (11.4316306 51.9406054, 11.4313023 51.9404577)",,Mühlenbreite,,
160348711,False,,residential,False,36.608,"LINESTRING (11.4316306 51.9406054, 11.4319031 51.9404822, 11.4320583 51.9404083)",,Mühlenstraße,,
160348711,False,,residential,True,111.086,"LINESTRING (11.4316306 51.9406054, 11.4316004 51.9406213, 11.4312029 51.9408518, 11.4310503 51.9409205, 11.4308994 51.9409814, 11.4305798 51.9410621, 11.4302734 51.9411199)",,Mühlenstraße,,
114191503,False,,residential,True,52.367000000000004,"LINESTRING (11.4320583 51.9404083, 11.4318049 51.9404408, 11.4314814 51.9404641, 11.4313023 51.9404577)",,Mühlenbreite,,
160348711,False,,residential,False,126.57000000000001,"LINESTRING (11.4320583 51.9404083, 11.4324279 51.9403438, 11.4325538 51.9403218, 11.4327878 51.940281, 11.4330249 51.9402396, 11.4333161 51.9401888, 11.4336 51.9401252, 11.4338268 51.9400826)",,Mühlenstraße,,
160348711,False,,residential,True,36.608,"LINESTRING (11.4320583 51.9404083, 11.4319031 51.9404822, 11.4316306 51.9406054)",,Mühlenstraße,,
160348711,False,,residential,True,126.57,"LINESTRING (11.4338268 51.9400826, 11.4336 51.9401252, 11.4333161 51.9401888, 11.4330249 51.9402396, 11.4327878 51.940281, 11.4325538 51.9403218, 11.4324279 51.9403438, 11.4320583 51.9404083)",,Mühlenstraße,,
592403964,False,,residential,False,93.77600000000001,"LINESTRING (11.4338268 51.9400826, 11.4337841 51.9399561, 11.4338063 51.9398837, 11.4339329 51.9398037, 11.434451 51.9395087, 11.4345379 51.9394316)",,Mühlenstraße,,
24640354,False,,residential,True,34.093,"LINESTRING (11.4336342 51.9437754, 11.4336473 51.9436433, 11.4336399 51.9435386, 11.4335762 51.9434813)",,Markt,,
66825886,False,,residential,False,48.231,"LINESTRING (11.4336342 51.9437754, 11.4334518 51.9437852, 11.4330151 51.9438086, 11.4329332 51.943813)",,Schloßstraße,,
66825886,False,,residential,True,48.230999999999995,"LINESTRING (11.4329332 51.943813, 11.4330151 51.9438086, 11.4334518 51.9437852, 11.4336342 51.9437754)",,Schloßstraße,,
208730139,False,,residential,False,31.402,"LINESTRING (11.4329332 51.943813, 11.4328756 51.9437538, 11.432669 51.9435826)",,Markt,30,
208730139,False,,residential,False,78.039,"LINESTRING (11.432669 51.9435826, 11.4325837 51.943548, 11.4322957 51.9434358, 11.4320636 51.9433401, 11.4318572 51.9432591, 11.4316894 51.9432364)",,Markt,30,
208730139,False,,residential,True,31.402,"LINESTRING (11.432669 51.9435826, 11.4328756 51.9437538, 11.4329332 51.943813)",,Markt,30,
210425435,False,,residential,True,63.843,"LINESTRING (11.432669 51.9435826, 11.4328074 51.9435636, 11.4329381 51.9435609, 11.4331913 51.9435558, 11.4333992 51.9435288, 11.4335762 51.9434813)",,Markt,,
206839349,False,,residential,False,112.80799999999999,"LINESTRING (11.4316894 51.9432364, 11.4316743 51.9434367, 11.4316471 51.9437961, 11.431623 51.9442059, 11.4316204 51.94425)",,Breiteweg,30,
206839349,False,,residential,True,105.064,"LINESTRING (11.4316894 51.9432364, 11.4316643 51.9431283, 11.4316021 51.943016, 11.4315037 51.9429267, 11.4313677 51.9428331, 11.431087 51.94264, 11.4308444 51.9424731)",,Breiteweg,30,
