osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,width,junction
32687422,,,Klaus-Groth-Straße,residential,False,False,52.131,"LINESTRING (6.916015 51.6073109, 6.9160834 51.6077778)",30,,
32687422,,,Klaus-Groth-Straße,residential,False,True,52.131,"LINESTRING (6.9160834 51.6077778, 6.916015 51.6073109)",30,,
156166039,,,Klaus-Groth-Straße,residential,False,False,34.515,"LINESTRING (6.9160834 51.6077778, 6.9161236 51.6077626, 6.9161664 51.6077571, 6.9165746 51.6077734)",30,,
156166039,,,Klaus-Groth-Straße,residential,False,True,190.76499999999996,"LINESTRING (6.9160834 51.6077778, 6.9160612 51.6077995, 6.9160479 51.6078232, 6.9158854 51.6082962, 6.9158772 51.6084139, 6.9158862 51.6084425, 6.9159145 51.6084646, 6.9159449 51.6084862, 6.9159862 51.6084982, 6.9162534 51.608498, 6.9163076 51.6084908, 6.9163491 51.6084712, 6.9163733 51.6084481, 6.9163873 51.6084215, 6.9165311 51.6080196, 6.9166005 51.6077744)",30,,
155778161,,,Brahmweg,residential,False,True,52.354,"LINESTRING (6.921617 51.6068987, 6.9216999 51.6072844, 6.9217386 51.6073625)",30,,
32687505,,,Freiligrathstraße,residential,False,False,93.714,"LINESTRING (6.923291 51.6072231, 6.9235572 51.6072022, 6.9238684 51.6071778, 6.9242547 51.6071328, 6.9244485 51.6071102, 6.9246295 51.6070869)",30,,
32687505,,,Freiligrathstraße,residential,False,True,110.243,"LINESTRING (6.923291 51.6072231, 6.9229758 51.60724, 6.9224089 51.6072703, 6.9219634 51.6072914, 6.9218779 51.6072983, 6.9218121 51.6073141, 6.9217706 51.6073375, 6.9217386 51.6073625)",30,,
50089459,,,Schlaunstraße,residential,False,True,70.975,"LINESTRING (6.923291 51.6072231, 6.923306 51.607309, 6.9233143 51.6075951, 6.923322 51.6078608)",30,,
32687505,,,Freiligrathstraße,residential,False,False,110.24300000000001,"LINESTRING (6.9217386 51.6073625, 6.9217706 51.6073375, 6.9218121 51.6073141, 6.9218779 51.6072983, 6.9219634 51.6072914, 6.9224089 51.6072703, 6.9229758 51.60724, 6.923291 51.6072231)",30,,
155778161,,,Brahmweg,residential,False,False,52.354,"LINESTRING (6.9217386 51.6073625, 6.9216999 51.6072844, 6.921617 51.6068987)",30,,
155778161,,,Brahmweg,residential,False,True,52.857,"LINESTRING (6.9217386 51.6073625, 6.9217308 51.6074043, 6.9217807 51.607659, 6.9218151 51.6078344)",30,,
155967481,,,Kirchstraße,residential,False,False,136.939,"LINESTRING (6.9179816 51.6040966, 6.9195345 51.6042223, 6.9199478 51.6042558)",30,,
"[755541636, 32690478]",,,An St. Johannes,residential,False,False,115.428,"LINESTRING (6.9179816 51.6040966, 6.9179621 51.6041842, 6.917781 51.6050266, 6.9177555 51.6051251)",30,4.9,
"[755541636, 755541637]",,,An St. Johannes,residential,False,True,56.134,"LINESTRING (6.9179816 51.6040966, 6.9180789 51.6036343, 6.9180981 51.6035976)",30,4.9,
155967481,,,Kirchstraße,residential,False,False,130.22899999999996,"LINESTRING (6.9199478 51.6042558, 6.9200432 51.6042603, 6.9201743 51.6042694, 6.920892 51.6043278, 6.9209959 51.6043325, 6.9211042 51.6043374, 6.9216668 51.6043285, 6.9218246 51.6043391)",30,,
155967481,,,Kirchstraße,residential,False,True,136.939,"LINESTRING (6.9199478 51.6042558, 6.9195345 51.6042223, 6.9179816 51.6040966)",30,,
304133066,,,Schulstraße,residential,False,False,57.111999999999995,"LINESTRING (6.9199478 51.6042558, 6.9200139 51.6039078, 6.9200296 51.6038183, 6.9200547 51.6037468)",30,,
304133066,,,Schulstraße,residential,False,True,91.341,"LINESTRING (6.9199478 51.6042558, 6.9199218 51.6043388, 6.9198901 51.604581, 6.9198675 51.6050747)",30,,
155967481,,,Kirchstraße,residential,False,True,130.229,"LINESTRING (6.9218246 51.6043391, 6.9216668 51.6043285, 6.9211042 51.6043374, 6.9209959 51.6043325, 6.920892 51.6043278, 6.9201743 51.6042694, 6.9200432 51.6042603, 6.9199478 51.6042558)",30,,
188225078,,,Gartenstraße,residential,True,False,24.560000000000002,"LINESTRING (6.9218246 51.6043391, 6.9219362 51.6044211, 6.922043 51.6045132)",30,,
"[38127563, 96054342]",,,Hauptstraße,residential,True,False,171.48499999999999,"LINESTRING (6.9211298 51.6037564, 6.9213617 51.6037405, 6.9215633 51.6037394, 6.9220179 51.6037476, 6.9225147 51.6037662, 6.9229621 51.6038524, 6.9233344 51.6039575, 6.9235452 51.6039926)",20,,
"[613159176, 326943964, 155975829, 613159175]","['2', '3']",L 615,Oberhofstraße,secondary,False,False,190.96800000000002,"LINESTRING (6.9213912 51.6020712, 6.9214071 51.6020449, 6.9214227 51.602019, 6.9214449 51.6019834, 6.9214566 51.6019647, 6.9214918 51.6019082, 6.9215191 51.6018798, 6.9216643 51.6017208, 6.9217064 51.6016833, 6.9217312 51.6016569, 6.9218968 51.6014801, 6.9219699 51.601402, 6.9222744 51.6010697, 6.9225577 51.6007308, 6.922666 51.6005514)",50,,
389763089,1,L 615,Oberhofstraße,secondary,True,False,21.283,"LINESTRING (6.9213912 51.6020712, 6.9214409 51.6020869, 6.9214842 51.6021169, 6.9215045 51.6021506, 6.9215044 51.6021874, 6.9214772 51.6022277)",30,,roundabout
155967477,,,Arwinkel,residential,False,False,121.46400000000001,"LINESTRING (6.9246728 51.6050234, 6.9244316 51.6050083, 6.9241588 51.6050067, 6.9240686 51.6050095, 6.9239771 51.6050197, 6.923906 51.6050326, 6.9238336 51.6050476, 6.9236361 51.6051155, 6.9234329 51.6051854, 6.9232861 51.6052116, 6.9231855 51.6052165, 6.9230869 51.6052174, 6.9229885 51.6052078)",30,,
32598070,2,L 623,Alleestraße,secondary,False,False,231.6,"LINESTRING (6.9156192 51.6050858, 6.9155932 51.60528, 6.9154087 51.6068399, 6.9153898 51.6070132, 6.9153692 51.6071628)",50,,
"[1118421459, 651547622, 32598070]","['2', '3']",L 623,Alleestraße,secondary,False,True,200.46200000000002,"LINESTRING (6.9156192 51.6050858, 6.9156344 51.6049591, 6.9157437 51.6042051, 6.9157871 51.6038975, 6.9158463 51.6034771, 6.9158727 51.6032899)",50,,
156166033,,,Auf der Bredde,residential,False,False,31.923,"LINESTRING (6.9156192 51.6050858, 6.9159308 51.6050937, 6.9160811 51.605097)",30,,
46676664,3,L 615,Hauptstraße,secondary,False,False,35.89,"LINESTRING (6.916366 51.6031884, 6.9160684 51.6032496, 6.9158727 51.6032899)",,,
"[651547621, 610642158, 46676663]","['2', '3']",L 615,Hauptstraße,secondary,False,True,132.187,"LINESTRING (6.916366 51.6031884, 6.9165963 51.6031651, 6.916782 51.6031628, 6.9168578 51.6031618, 6.9170229 51.6031681, 6.9171879 51.6031743, 6.9172609 51.6031767, 6.9173071 51.6031783, 6.9174744 51.6031839, 6.9176635 51.6031907, 6.9177153 51.6031921, 6.9177871 51.6031941, 6.9180133 51.6032009, 6.9182724 51.6031774)",30,,
96054342,,,Hauptstraße,residential,True,False,74.48,"LINESTRING (6.9200547 51.6037468, 6.9201812 51.6037482, 6.9206453 51.6037721, 6.9208831 51.6037744, 6.9211298 51.6037564)",20,,
304133066,,,Schulstraße,residential,False,True,57.111999999999995,"LINESTRING (6.9200547 51.6037468, 6.9200296 51.6038183, 6.9200139 51.6039078, 6.9199478 51.6042558)",30,,
727084424,,,Hauptstraße,residential,False,False,139.45,"LINESTRING (6.9200547 51.6037468, 6.9199393 51.6037336, 6.9196864 51.6036887, 6.9193599 51.6035727, 6.9191943 51.6035183, 6.9186815 51.6033454, 6.9184427 51.6032609, 6.9182724 51.6031774)",20,,
106303938,,,Burghof,residential,False,False,74.53399999999999,"LINESTRING (6.9174505 51.602368, 6.9167414 51.6023184, 6.9166932 51.6020933)",30,,
106303938,,,Burghof,residential,False,True,73.192,"LINESTRING (6.9165432 51.6011081, 6.9166497 51.601763)",30,,
155968385,,,Kaplan-Xanten-Straße,residential,False,False,131.863,"LINESTRING (6.9165432 51.6011081, 6.9163765 51.6011015, 6.9157397 51.6010993, 6.9146344 51.6011067)",30,,
155968385,,,Kaplan-Xanten-Straße,residential,False,True,74.03200000000001,"LINESTRING (6.9165432 51.6011081, 6.916639 51.6011141, 6.9176093 51.6011772)",30,,
155968383,,,Burgstraße,residential,False,False,4.871,"LINESTRING (6.918912 51.6012257, 6.9189106 51.6011819)",30,,
155968383,,,Burgstraße,residential,False,True,62.098,"LINESTRING (6.918912 51.6012257, 6.9189485 51.6015356, 6.9190137 51.60178)",30,,
155968385,,,Kaplan-Xanten-Straße,residential,False,False,46.230000000000004,"LINESTRING (6.918912 51.6012257, 6.9186757 51.6012204, 6.9182434 51.6012062)",30,,
24211304,,,Burghof,residential,False,False,45.951,"LINESTRING (6.9160322 51.6020991, 6.9161576 51.6020796, 6.9163717 51.602085, 6.9166932 51.6020933)",30,,
106303938,,,Burghof,residential,False,False,36.85,"LINESTRING (6.9166932 51.6020933, 6.9166497 51.601763)",30,,
24211304,,,Burghof,residential,False,True,45.95099999999999,"LINESTRING (6.9166932 51.6020933, 6.9163717 51.602085, 6.9161576 51.6020796, 6.9160322 51.6020991)",30,,
106303938,,,Burghof,residential,False,True,74.53399999999999,"LINESTRING (6.9166932 51.6020933, 6.9167414 51.6023184, 6.9174505 51.602368)",30,,
106471875,,,Burghof,residential,False,False,55.623,"LINESTRING (6.9174492 51.6018036, 6.9172894 51.6017775, 6.9166497 51.601763)",30,,
106303938,,,Burghof,residential,False,False,73.192,"LINESTRING (6.9166497 51.601763, 6.9165432 51.6011081)",30,,
106303938,,,Burghof,residential,False,True,36.85,"LINESTRING (6.9166497 51.601763, 6.9166932 51.6020933)",30,,
106471875,,,Burghof,residential,False,False,58.577,"LINESTRING (6.9166497 51.601763, 6.9159993 51.6017482, 6.9158026 51.6017577)",30,,
106471875,,,Burghof,residential,False,True,55.623,"LINESTRING (6.9166497 51.601763, 6.9172894 51.6017775, 6.9174492 51.6018036)",30,,
303537871,2,L 623,Bottroper Straße,secondary,False,True,52.485,"LINESTRING (6.9146133 51.6003594, 6.9145909 51.5998876)",50,,
96054351,2,L 623,Bottroper Straße,secondary,False,False,83.112,"LINESTRING (6.9146133 51.6003594, 6.9146138 51.6004443, 6.9146226 51.6007913, 6.9146275 51.6009857, 6.9146344 51.6011067)",50,,
326143525,,,Bottroper Straße,residential,False,True,61.475,"LINESTRING (6.9146133 51.6003594, 6.9148155 51.6003914, 6.9154969 51.6003914)",,,
"[651547620, 96054351]","['2', '3']",L 623,Bottroper Straße,secondary,False,False,153.53099999999998,"LINESTRING (6.9147572 51.6017568, 6.91484 51.6018794, 6.9149917 51.6020635, 6.9151596 51.6022246, 6.9152248 51.6022842, 6.9154235 51.6024521, 6.9155643 51.6025806, 6.9156075 51.60262, 6.9157094 51.6027364, 6.9157677 51.6028332, 6.9157964 51.6028808, 6.9158198 51.6029583)",50,,
96054351,2,L 623,Bottroper Straße,secondary,False,True,73.054,"LINESTRING (6.9147572 51.6017568, 6.9146959 51.6015991, 6.9146557 51.6014403, 6.9146356 51.6012516, 6.9146344 51.6011067)",50,,
"[755541636, 755541637]",,,An St. Johannes,residential,False,False,56.134,"LINESTRING (6.9180981 51.6035976, 6.9180789 51.6036343, 6.9179816 51.6040966)",30,4.9,
32687505,,,Freiligrathstraße,residential,False,True,93.714,"LINESTRING (6.9246295 51.6070869, 6.9244485 51.6071102, 6.9242547 51.6071328, 6.9238684 51.6071778, 6.9235572 51.6072022, 6.923291 51.6072231)",30,,
155777753,,,Gartenstraße,residential,False,False,70.00999999999999,"LINESTRING (6.9246295 51.6070869, 6.9246584 51.607127, 6.9248398 51.6074128, 6.9248601 51.6074453, 6.9250021 51.6076724)",30,,
155777753,,,Gartenstraße,residential,False,True,75.194,"LINESTRING (6.9246295 51.6070869, 6.9243167 51.6066329, 6.9242601 51.6065569, 6.9241935 51.6064673)",30,,
22588545,1,L 615,Hauptstraße,secondary,True,False,46.125,"LINESTRING (6.9158198 51.6029583, 6.916037 51.6030846, 6.9160594 51.6030976, 6.916366 51.6031884)",,,
46741769,3,L 623,Bottroper Straße,secondary,False,False,37.053,"LINESTRING (6.9158198 51.6029583, 6.9158473 51.6031305, 6.9158727 51.6032899)",50,,
"[651547620, 96054351]","['2', '3']",L 623,Bottroper Straße,secondary,False,True,153.531,"LINESTRING (6.9158198 51.6029583, 6.9157964 51.6028808, 6.9157677 51.6028332, 6.9157094 51.6027364, 6.9156075 51.60262, 6.9155643 51.6025806, 6.9154235 51.6024521, 6.9152248 51.6022842, 6.9151596 51.6022246, 6.9149917 51.6020635, 6.91484 51.6018794, 6.9147572 51.6017568)",50,,
22588546,2,L 615,Oberhofstraße,secondary,False,False,35.556,"LINESTRING (6.919025 51.602982, 6.9193377 51.6029019, 6.9193506 51.602899, 6.9195041 51.6028652)",30,,
22588546,2,L 615,Oberhofstraße,secondary,False,True,56.362,"LINESTRING (6.919025 51.602982, 6.9188271 51.6030361, 6.9184799 51.603131, 6.9183457 51.603161, 6.9182724 51.6031774)",30,,
38163612,,,Am Alten Kirchplatz,residential,True,False,111.959,"LINESTRING (6.919025 51.602982, 6.919108 51.6030665, 6.9191486 51.6031032, 6.9191739 51.603126, 6.9192245 51.603165, 6.9192993 51.6032073, 6.9193748 51.6032271, 6.9193877 51.6032284, 6.9195772 51.6032503, 6.9201409 51.6032925, 6.9203607 51.6033423, 6.9204274 51.6033624)",30,,
38163617,,,Senheimer Straße,residential,False,True,28.812,"LINESTRING (6.9204274 51.6033624, 6.9204321 51.6031033)",30,,
38163617,,,Senheimer Straße,residential,False,False,41.545,"LINESTRING (6.9204274 51.6033624, 6.9205266 51.603419, 6.9206944 51.6035012, 6.9209359 51.6035483)",30,,
50089457,,,Fries Kamp,living_street,False,False,49.57,"LINESTRING (6.9221137 51.6024497, 6.9224354 51.6020512)",,,
"[23434130, 45262611]",2,,Schulze-Delitzsch-Straße,tertiary,False,True,50.522,"LINESTRING (6.9221137 51.6024497, 6.922051 51.6024267, 6.9219905 51.6024045, 6.9219076 51.6023739, 6.9215953 51.6022562, 6.9214772 51.6022277)",30,,
"[304133067, 917054309]",2,,Schulze-Delitzsch-Straße,tertiary,False,False,119.89500000000001,"LINESTRING (6.9221137 51.6024497, 6.922161 51.6024668, 6.9223862 51.6025483, 6.9227186 51.6026656, 6.9228834 51.6027186, 6.9229743 51.6027506, 6.9231092 51.6028155, 6.9232888 51.6029528, 6.923439 51.6031089)",30,,
50089457,,,Fries Kamp,living_street,False,True,39.55,"LINESTRING (6.9225766 51.6017077, 6.9225291 51.6018813, 6.9224354 51.6020512)",,,
50089457,,,Fries Kamp,living_street,False,True,49.57,"LINESTRING (6.9224354 51.6020512, 6.9221137 51.6024497)",,,
50089451,,,Fries Kamp,living_street,False,False,141.62,"LINESTRING (6.9224354 51.6020512, 6.9225817 51.6020694, 6.9228398 51.6021016, 6.9243108 51.6022848, 6.924445 51.6023042)",,,
50089457,,,Fries Kamp,living_street,False,False,39.55,"LINESTRING (6.9224354 51.6020512, 6.9225291 51.6018813, 6.9225766 51.6017077)",,,
50089451,,,Fries Kamp,living_street,False,False,129.407,"LINESTRING (6.924445 51.6023042, 6.9242678 51.6028106, 6.9242482 51.6028713, 6.9242355 51.6029014, 6.9241691 51.6029567, 6.9241491 51.6029728, 6.9240145 51.6029995, 6.9235683 51.6030687, 6.923439 51.6031089)",,,
50089451,,,Fries Kamp,living_street,False,True,141.62,"LINESTRING (6.924445 51.6023042, 6.9243108 51.6022848, 6.9228398 51.6021016, 6.9225817 51.6020694, 6.9224354 51.6020512)",,,
155968390,,,Fries Kamp,living_street,False,False,37.09,"LINESTRING (6.924445 51.6023042, 6.9245732 51.6022926, 6.9249702 51.6023496)",,,
50089451,,,Fries Kamp,living_street,False,True,129.407,"LINESTRING (6.923439 51.6031089, 6.9235683 51.6030687, 6.9240145 51.6029995, 6.9241491 51.6029728, 6.9241691 51.6029567, 6.9242355 51.6029014, 6.9242482 51.6028713, 6.9242678 51.6028106, 6.924445 51.6023042)",,,
304133067,2,,Schulze-Delitzsch-Straße,tertiary,False,False,99.21000000000001,"LINESTRING (6.923439 51.6031089, 6.9234895 51.6031741, 6.9235312 51.603254, 6.9235337 51.6032625, 6.9235969 51.6034746, 6.9236208 51.6038398, 6.9236505 51.6039385, 6.9236736 51.6039818)",30,,
"[304133067, 917054309]",2,,Schulze-Delitzsch-Straße,tertiary,False,True,119.895,"LINESTRING (6.923439 51.6031089, 6.9232888 51.6029528, 6.9231092 51.6028155, 6.9229743 51.6027506, 6.9228834 51.6027186, 6.9227186 51.6026656, 6.9223862 51.6025483, 6.922161 51.6024668, 6.9221137 51.6024497)",30,,
74192119,,,Kirchhellener Ring,living_street,False,True,110.56099999999999,"LINESTRING (6.9249132 51.6001871, 6.9250454 51.6001965, 6.9259707 51.6000926, 6.9264897 51.6000344)",,,
74192119,,,Kirchhellener Ring,living_street,False,False,110.56099999999999,"LINESTRING (6.9264897 51.6000344, 6.9259707 51.6000926, 6.9250454 51.6001965, 6.9249132 51.6001871)",,,
946041486,2,,Kirchhellener Ring,residential,False,True,131.397,"LINESTRING (6.9264897 51.6000344, 6.9265701 51.6003098, 6.9266708 51.600655, 6.9267396 51.6012043)",20,,
1092956983,,,Kirchhellener Ring,residential,False,False,75.432,"LINESTRING (6.9264897 51.6000344, 6.9264094 51.5997538, 6.9262985 51.5993665)",20,,
155968383,,,Burgstraße,residential,False,True,4.871,"LINESTRING (6.9189106 51.6011819, 6.918912 51.6012257)",30,,
155968383,,,Burgstraße,residential,False,False,138.832,"LINESTRING (6.9189106 51.6011819, 6.9189158 51.6009213, 6.9189642 51.600628, 6.9190449 51.5999831, 6.9190507 51.599937)",30,,
"[155968386, 886680853, 886680854]",,,Burgstraße,residential,False,True,95.337,"LINESTRING (6.9189106 51.6011819, 6.9190757 51.6011777, 6.9191401 51.601188, 6.9191534 51.6012148, 6.9191624 51.6012464, 6.9191748 51.6012904, 6.9192515 51.6016688, 6.9192593 51.6017124, 6.9192565 51.6017357, 6.9192359 51.6017488, 6.9192072 51.6017556, 6.9190137 51.60178)",,,
106303927,,,Kaplan-Xanten-Straße,living_street,False,False,101.215,"LINESTRING (6.9176093 51.6011772, 6.917626 51.6009676, 6.9176754 51.6009138, 6.9177289 51.600894, 6.9177995 51.6008837, 6.9180403 51.6008954, 6.9181303 51.6009058, 6.9181915 51.600913, 6.9182298 51.600934, 6.9182563 51.6009618, 6.918264 51.6010277, 6.9182607 51.6010929, 6.9182434 51.6012062)",,,
155968385,,,Kaplan-Xanten-Straße,residential,False,True,43.914,"LINESTRING (6.9176093 51.6011772, 6.9179894 51.6011952, 6.9182434 51.6012062)",30,,
155968385,,,Kaplan-Xanten-Straße,residential,False,False,74.03200000000001,"LINESTRING (6.9176093 51.6011772, 6.916639 51.6011141, 6.9165432 51.6011081)",30,,
155968383,,,Burgstraße,residential,False,False,4.553,"LINESTRING (6.9190278 51.60182, 6.9190137 51.60178)",30,,
155968383,,,Burgstraße,residential,False,True,62.886,"LINESTRING (6.9190278 51.60182, 6.9192535 51.6023679)",30,,
106303922,,,Burgstraße,residential,False,False,44.576,"LINESTRING (6.9190278 51.60182, 6.9185403 51.6018191, 6.9183824 51.6018189)",30,,
155968391,,,Burgstraße,residential,False,True,64.601,"LINESTRING (6.9183196 51.6023909, 6.9184989 51.6023948, 6.9189691 51.6023821, 6.9192535 51.6023679)",30,,
106303927,,,Kaplan-Xanten-Straße,living_street,False,True,101.215,"LINESTRING (6.9182434 51.6012062, 6.9182607 51.6010929, 6.918264 51.6010277, 6.9182563 51.6009618, 6.9182298 51.600934, 6.9181915 51.600913, 6.9181303 51.6009058, 6.9180403 51.6008954, 6.9177995 51.6008837, 6.9177289 51.600894, 6.9176754 51.6009138, 6.917626 51.6009676, 6.9176093 51.6011772)",,,
155968385,,,Kaplan-Xanten-Straße,residential,False,False,43.914,"LINESTRING (6.9182434 51.6012062, 6.9179894 51.6011952, 6.9176093 51.6011772)",30,,
155968385,,,Kaplan-Xanten-Straße,residential,False,True,46.230000000000004,"LINESTRING (6.9182434 51.6012062, 6.9186757 51.6012204, 6.918912 51.6012257)",30,,
106303922,,,Burgstraße,residential,False,True,44.576,"LINESTRING (6.9183824 51.6018189, 6.9185403 51.6018191, 6.9190278 51.60182)",30,,
155968383,,,Burgstraße,residential,False,True,4.553,"LINESTRING (6.9190137 51.60178, 6.9190278 51.60182)",30,,
155968383,,,Burgstraße,residential,False,False,62.098,"LINESTRING (6.9190137 51.60178, 6.9189485 51.6015356, 6.918912 51.6012257)",30,,
"[155968386, 886680853, 886680854]",,,Burgstraße,residential,False,False,95.337,"LINESTRING (6.9190137 51.60178, 6.9192072 51.6017556, 6.9192359 51.6017488, 6.9192565 51.6017357, 6.9192593 51.6017124, 6.9192515 51.6016688, 6.9191748 51.6012904, 6.9191624 51.6012464, 6.9191534 51.6012148, 6.9191401 51.601188, 6.9190757 51.6011777, 6.9189106 51.6011819)",,,
155777753,,,Gartenstraße,residential,False,True,70.01,"LINESTRING (6.9250021 51.6076724, 6.9248601 51.6074453, 6.9248398 51.6074128, 6.9246584 51.607127, 6.9246295 51.6070869)",30,,
155778164,,,Schlaunstraße,residential,False,True,58.111,"LINESTRING (6.9241583 51.6078028, 6.923322 51.6078608)",,,
325999624,,,Brahmweg,residential,False,False,47.3,"LINESTRING (6.9218151 51.6078344, 6.9224953 51.6077844)",,,
155778161,,,Brahmweg,residential,False,False,52.857,"LINESTRING (6.9218151 51.6078344, 6.9217807 51.607659, 6.9217308 51.6074043, 6.9217386 51.6073625)",30,,
155778164,,,Schlaunstraße,residential,False,False,58.111,"LINESTRING (6.923322 51.6078608, 6.9241583 51.6078028)",,,
