osmid,lanes,ref,highway,maxspeed,width,oneway,reversed,length,geometry,name,junction,access
7837119,,,residential,30,,False,True,96.844,"LINESTRING (9.0750281 48.8782259, 9.075141 48.8783527, 9.0753392 48.8785448, 9.0754572 48.8786303, 9.0756316 48.8786973, 9.0757534 48.878734, 9.0759839 48.8787684)",Eugen-Herrmann-Straße,,
42145883,,,residential,,,False,True,26.172,"LINESTRING (9.0750281 48.8782259, 9.0749739 48.8782838, 9.0749425 48.8783453, 9.0749877 48.8784434)",Anton-Pilgram-Weg,,
7975171,,,residential,30,,False,False,44.048,"LINESTRING (9.0791897 48.8776317, 9.0785889 48.8776035)",Gartenstraße,,
8010624,,,residential,30,,False,False,56.797,"LINESTRING (9.0791897 48.8776317, 9.0799591 48.8777014)",Scheerwiesenweg,,
9077884,2,,tertiary,50,,False,False,101.60300000000001,"LINESTRING (9.0791897 48.8776317, 9.0791967 48.8778329, 9.0792026 48.878201, 9.0792239 48.8783751, 9.0792789 48.8785409)",Ludwigsburger Straße,,
9077884,2,,tertiary,50,,False,True,60.309,"LINESTRING (9.0791897 48.8776317, 9.0791976 48.877508, 9.0792026 48.8773072, 9.0792081 48.8770895)",Ludwigsburger Straße,,
"[355302752, 7837353]",,,residential,30,,False,False,87.196,"LINESTRING (9.0764146 48.8776882, 9.0761048 48.8776271, 9.0757312 48.8776189, 9.0754644 48.8776412, 9.0753265 48.8776572, 9.0752439 48.8776733)",Gartenstraße,,
7975171,,,residential,30,,False,True,142.997,"LINESTRING (9.0764146 48.8776882, 9.0765759 48.8776468, 9.0768122 48.8776204, 9.0770268 48.8775922, 9.0771384 48.8775809, 9.077516 48.8775809, 9.0777821 48.8775809, 9.0780224 48.8775865, 9.0783486 48.8775978)",Gartenstraße,,
476335355,,,residential,30,,False,False,54.702,"LINESTRING (9.0764146 48.8776882, 9.0761102 48.8778288, 9.0760463 48.8779477, 9.0760903 48.8780654)",Gartenstraße,,
33795371,,,residential,30,,False,False,42.735,"LINESTRING (9.0794747 48.8792947, 9.0788971 48.8792363)",Friedhofstraße,,
7975168,,,tertiary,50,,False,True,148.336,"LINESTRING (9.0771829 48.8760783, 9.0772459 48.8761105, 9.0774171 48.8761422, 9.0776049 48.8761675, 9.0780697 48.8762325, 9.0782605 48.8762337, 9.0784842 48.8762599, 9.0786323 48.8762686, 9.0791672 48.8763004)",Ludwigsburger Straße,,
8010505,,,tertiary,50,,False,False,144.744,"LINESTRING (9.0771829 48.8760783, 9.0773024 48.8760432, 9.0778521 48.8758911, 9.0780788 48.875821, 9.0782871 48.8757618, 9.0784298 48.8757255, 9.0786778 48.8756586, 9.0788077 48.8756171, 9.0790009 48.8755645)",Stuttgarter Straße,,
515016973,,,tertiary,50,,False,True,50.77199999999999,"LINESTRING (9.0771829 48.8760783, 9.0767277 48.8761966, 9.0766493 48.8762188, 9.07654 48.8762505)",Stuttgarter Straße,,
8157622,1,,primary_link,,,True,False,15.946,"LINESTRING (9.0797806 48.8787426, 9.0799814 48.8786867)",,,
9077884,2,,tertiary,50,,False,False,38.370999999999995,"LINESTRING (9.0792789 48.8785409, 9.07936 48.8787141, 9.0794523 48.8788663)",Ludwigsburger Straße,,
9077884,2,,tertiary,50,,False,True,101.603,"LINESTRING (9.0792789 48.8785409, 9.0792239 48.8783751, 9.0792026 48.878201, 9.0791967 48.8778329, 9.0791897 48.8776317)",Ludwigsburger Straße,,
959687583,1,,primary_link,,,True,False,44.779,"LINESTRING (9.0792789 48.8785409, 9.0794156 48.8786433, 9.0794894 48.8786856, 9.0795583 48.8787089, 9.0796427 48.8787307, 9.0797806 48.8787426)",,,
7975171,,,residential,30,,False,False,17.584,"LINESTRING (9.0785889 48.8776035, 9.0783486 48.8775978)",Gartenstraße,,
7975171,,,residential,30,,False,True,44.048,"LINESTRING (9.0785889 48.8776035, 9.0791897 48.8776317)",Gartenstraße,,
7837319,,,residential,30,,False,False,71.56,"LINESTRING (9.0785889 48.8776035, 9.0785639 48.8779, 9.0786283 48.878244)",Lerchenstraße,,
7837319,,,residential,30,,False,True,54.778,"LINESTRING (9.0788971 48.8792363, 9.0787221 48.8787573)",Lerchenstraße,,
33795371,,,residential,30,,False,True,42.735,"LINESTRING (9.0788971 48.8792363, 9.0794747 48.8792947)",Friedhofstraße,,
33795371,,,residential,30,,False,False,219.294,"LINESTRING (9.0788971 48.8792363, 9.0784508 48.8791855, 9.0779298 48.8791147, 9.0776612 48.8790782, 9.0769659 48.8789935, 9.0764681 48.8789145, 9.0759618 48.8788355)",Friedhofstraße,,
7837319,,,residential,30,,False,False,57.573,"LINESTRING (9.0786283 48.878244, 9.0786685 48.8785774, 9.0787221 48.8787573)",Lerchenstraße,,
7837319,,,residential,30,,False,True,71.56,"LINESTRING (9.0786283 48.878244, 9.0785639 48.8779, 9.0785889 48.8776035)",Lerchenstraße,,
7837347,,,residential,30,,False,False,113.769,"LINESTRING (9.0786283 48.878244, 9.0779744 48.8782178, 9.0774682 48.8782039, 9.0770743 48.878199)",Rosenstraße,,
355302753,,,residential,30,,False,True,20.868,"LINESTRING (9.0761326 48.878251, 9.0760903 48.8780654)",Kirchstraße,,
7837347,,,residential,30,,False,True,69.149,"LINESTRING (9.0761326 48.878251, 9.0765955 48.8782146, 9.0770743 48.878199)",Rosenstraße,,
7975172,,,residential,30,,False,False,58.56400000000001,"LINESTRING (9.0761326 48.878251, 9.076078 48.8784586, 9.0760504 48.8785342, 9.0759839 48.8787684)",Kirchstraße,,
355302752,,,residential,30,,False,False,25.951,"LINESTRING (9.0752439 48.8776733, 9.0749073 48.8777472)",Gartenstraße,,
7837358,,,residential,,,False,False,128.217,"LINESTRING (9.0752439 48.8776733, 9.0752826 48.8774118, 9.0753287 48.87732, 9.0754225 48.8771807, 9.075507 48.877086, 9.0757209 48.8769113, 9.075807 48.8767927, 9.0758599 48.8766776, 9.0758827 48.8766241)",Kirchstraße,,
"[355302753, 30123662]",,,residential,30,,False,False,77.203,"LINESTRING (9.0752439 48.8776733, 9.0752585 48.8777071, 9.075326 48.8777498, 9.075497 48.8778453, 9.0755962 48.8778883, 9.0757329 48.8779565, 9.0760903 48.8780654)",Kirchstraße,,
"[355302752, 7837353]",,,residential,30,,False,True,87.196,"LINESTRING (9.0752439 48.8776733, 9.0753265 48.8776572, 9.0754644 48.8776412, 9.0757312 48.8776189, 9.0761048 48.8776271, 9.0764146 48.8776882)",Gartenstraße,,
355302752,,,residential,30,,False,True,25.951,"LINESTRING (9.0749073 48.8777472, 9.0752439 48.8776733)",Gartenstraße,,
7837119,,,residential,30,,False,True,54.405,"LINESTRING (9.0749073 48.8777472, 9.0749416 48.8780652, 9.0750281 48.8782259)",Eugen-Herrmann-Straße,,
"[7837369, 8166667, 355302757]",,,residential,30,,False,"[False, True]",138.959,"LINESTRING (9.0749073 48.8777472, 9.0748331 48.877643, 9.0747175 48.8774835, 9.0745555 48.8771932, 9.0744664 48.8770019, 9.0744526 48.8769723, 9.074427 48.8767511, 9.0744219 48.8765962, 9.0744158 48.8765555)",Schulberg,,
"[355302758, 355302759]",,,residential,30,,False,True,85.264,"LINESTRING (9.0749073 48.8777472, 9.0746067 48.8777878, 9.0743558 48.877777, 9.0738776 48.8777589, 9.073749 48.8777566)",Holdergasse,,
6009388,2,,tertiary,30,,False,True,16.646,"LINESTRING (9.0757345 48.8764743, 9.0759578 48.8764453)",Stuttgarter Straße,,
6009388,2,,tertiary,30,,False,False,97.119,"LINESTRING (9.0757345 48.8764743, 9.0756253 48.8764895, 9.0755496 48.8765, 9.0752611 48.8765315, 9.0751188 48.876539, 9.0748764 48.8765519, 9.0747203 48.8765536, 9.0744158 48.8765555)",Stuttgarter Straße,,
7837358,,,residential,,,False,True,22.240000000000002,"LINESTRING (9.0757345 48.8764743, 9.0757591 48.8765723, 9.0757792 48.876593, 9.0758159 48.8766115, 9.0758827 48.8766241)",Kirchstraße,,
6008768,,,tertiary,50,,False,False,222.54599999999996,"LINESTRING (9.0790009 48.8755645, 9.0792113 48.8755053, 9.0793215 48.8754734, 9.0796106 48.8753897, 9.0800338 48.8752695, 9.0801759 48.8752306, 9.0802311 48.875216, 9.0802541 48.8752073, 9.0806267 48.8751151, 9.0810052 48.8750128, 9.0813029 48.8749284, 9.081576 48.874841, 9.0817888 48.8747655)",Stuttgarter Straße,,
7975167,,,residential,,,False,True,82.74199999999999,"LINESTRING (9.0790009 48.8755645, 9.0790633 48.8758422, 9.0790903 48.8759965, 9.0791672 48.8763004)",Gerberstraße,,
8010505,,,tertiary,50,,False,True,144.744,"LINESTRING (9.0790009 48.8755645, 9.0788077 48.8756171, 9.0786778 48.8756586, 9.0784298 48.8757255, 9.0782871 48.8757618, 9.0780788 48.875821, 9.0778521 48.8758911, 9.0773024 48.8760432, 9.0771829 48.8760783)",Stuttgarter Straße,,
7975167,,,residential,,,False,False,82.74199999999999,"LINESTRING (9.0791672 48.8763004, 9.0790903 48.8759965, 9.0790633 48.8758422, 9.0790009 48.8755645)",Gerberstraße,,
7975168,,,tertiary,50,,False,False,148.33600000000004,"LINESTRING (9.0791672 48.8763004, 9.0786323 48.8762686, 9.0784842 48.8762599, 9.0782605 48.8762337, 9.0780697 48.8762325, 9.0776049 48.8761675, 9.0774171 48.8761422, 9.0772459 48.8761105, 9.0771829 48.8760783)",Ludwigsburger Straße,,
8010623,,,residential,30,,False,False,121.82900000000001,"LINESTRING (9.0791672 48.8763004, 9.0799695 48.8763276, 9.0804745 48.8763479, 9.0806214 48.876351, 9.0808309 48.8763554)",Stiegelstraße,,
9077884,2,,tertiary,50,,False,False,88.03399999999999,"LINESTRING (9.0791672 48.8763004, 9.0792177 48.8765136, 9.0792119 48.876778, 9.0792081 48.8770895)",Ludwigsburger Straße,,
"[8010625, 355302749]",,,residential,30,,False,False,165.389,"LINESTRING (9.0807357 48.8778372, 9.0807681 48.877728, 9.0808325 48.8774742, 9.0808309 48.8763554)",Brunnenstraße,,
"[8010624, 355302750]",,,residential,30,,False,True,58.772000000000006,"LINESTRING (9.0807357 48.8778372, 9.0806097 48.8778164, 9.0805749 48.8778095, 9.0802685 48.8777528, 9.0799591 48.8777014)",Scheerwiesenweg,,
8010623,,,residential,30,,False,False,40.64,"LINESTRING (9.0808309 48.8763554, 9.0813866 48.8763534)",Stiegelstraße,,
8010623,,,residential,30,,False,True,121.82900000000001,"LINESTRING (9.0808309 48.8763554, 9.0806214 48.876351, 9.0804745 48.8763479, 9.0799695 48.8763276, 9.0791672 48.8763004)",Stiegelstraße,,
"[8010625, 355302749]",,,residential,30,,False,True,165.389,"LINESTRING (9.0808309 48.8763554, 9.0808325 48.8774742, 9.0807681 48.877728, 9.0807357 48.8778372)",Brunnenstraße,,
8010626,,,residential,30,,False,False,80.983,"LINESTRING (9.0837502 48.8761514, 9.0835748 48.8754323)",Asperger Straße,,
8010623,,,residential,30,,False,False,54.885000000000005,"LINESTRING (9.0837502 48.8761514, 9.0840015 48.8761453, 9.084044 48.876144, 9.0844996 48.8761254)",Stiegelstraße,,
8010623,,,residential,30,,False,True,130.83700000000002,"LINESTRING (9.0837502 48.8761514, 9.0833308 48.8761733, 9.0830073 48.8761983, 9.0829717 48.8761985, 9.082613 48.8762208, 9.0824074 48.876231, 9.0819699 48.8762649)",Stiegelstraße,,
8010626,,,residential,30,,False,True,80.983,"LINESTRING (9.0835748 48.8754323, 9.0837502 48.8761514)",Asperger Straße,,
8010626,,,residential,30,,False,False,90.464,"LINESTRING (9.0835748 48.8754323, 9.0835576 48.8752775, 9.0835195 48.8749845, 9.0834789 48.8746212)",Asperger Straße,,
8010628,,,residential,30,,False,True,122.854,"LINESTRING (9.0835748 48.8754323, 9.0830611 48.8754608, 9.0827693 48.8754787, 9.0819012 48.8755276)",Stammheimer Straße,,
8010626,,,residential,30,,False,True,90.464,"LINESTRING (9.0834789 48.8746212, 9.0835195 48.8749845, 9.0835576 48.8752775, 9.0835748 48.8754323)",Asperger Straße,,
8012729,,,residential,30,,False,True,130.412,"LINESTRING (9.0834789 48.8746212, 9.0833965 48.874628, 9.0831167 48.8746522, 9.0829509 48.8746715, 9.0827511 48.8746954, 9.0820538 48.874824, 9.0819315 48.8748342, 9.0818217 48.8748181, 9.0818069 48.8747969, 9.0817888 48.8747655)",Vöhinger Weg,,
8010623,,,residential,30,,False,False,130.837,"LINESTRING (9.0819699 48.8762649, 9.0824074 48.876231, 9.082613 48.8762208, 9.0829717 48.8761985, 9.0830073 48.8761983, 9.0833308 48.8761733, 9.0837502 48.8761514)",Stiegelstraße,,
8010623,,,residential,30,,False,True,43.803,"LINESTRING (9.0819699 48.8762649, 9.0816737 48.8763167, 9.0813866 48.8763534)",Stiegelstraße,,
33795840,,,residential,30,,False,False,82.172,"LINESTRING (9.0819699 48.8762649, 9.0819613 48.8760074, 9.0819012 48.8755276)",Tammer Weg,,
8010628,,,residential,30,,False,False,122.854,"LINESTRING (9.0819012 48.8755276, 9.0827693 48.8754787, 9.0830611 48.8754608, 9.0835748 48.8754323)",Stammheimer Straße,,
33795840,,,residential,30,,False,False,64.505,"LINESTRING (9.0819012 48.8755276, 9.0817851 48.8751267, 9.0817652 48.8749552)",Tammer Weg,,
33795840,,,residential,30,,False,True,82.172,"LINESTRING (9.0819012 48.8755276, 9.0819613 48.8760074, 9.0819699 48.8762649)",Tammer Weg,,
8012677,,,residential,30,4,False,False,110.903,"LINESTRING (9.0770372 48.8722132, 9.0784164 48.8717987)",Im Wolfsgalgen,,
8010846,,,residential,30,,False,False,143.76100000000002,"LINESTRING (9.0770372 48.8722132, 9.077295 48.872712, 9.0784054 48.8724809)",Heckeweg,,
8012677,,,residential,30,4,False,True,422.719,"LINESTRING (9.0770372 48.8722132, 9.07648 48.8723504, 9.0758269 48.8725518, 9.0755663 48.8726414, 9.0750201 48.8727722, 9.0740175 48.872948, 9.0736154 48.8730106, 9.0735663 48.8730111, 9.0733537 48.8730134, 9.0728358 48.8729719, 9.0723286 48.8729001, 9.0722796 48.8729047, 9.0722422 48.8729137, 9.0722112 48.8729409, 9.0721911 48.8730406, 9.072171 48.8732135, 9.0721455 48.873269, 9.0720999 48.8733087, 9.072007 48.8733519)",Im Wolfsgalgen,,
34916694,,,residential,,,False,True,75.93799999999999,"LINESTRING (9.0770372 48.8722132, 9.0770124 48.8721666, 9.0769191 48.872004, 9.076651 48.8715794)",Paradiesweg,,
8010847,,,residential,30,,False,False,41.931,"LINESTRING (9.0783872 48.870725, 9.077814 48.8707179)",Pommernstraße,,
8010847,,,residential,30,,False,True,14.485,"LINESTRING (9.0783872 48.870725, 9.0785417 48.8708065)",Pommernstraße,,
8010847,,,residential,30,,False,False,55.943,"LINESTRING (9.0770468 48.8707141, 9.0762851 48.8707599)",Pommernstraße,,
8010847,,,residential,30,,False,True,56.114,"LINESTRING (9.0770468 48.8707141, 9.077814 48.8707179)",Pommernstraße,,
33771768,,,residential,30,,False,False,119.434,"LINESTRING (9.0770468 48.8707141, 9.0771083 48.8708977, 9.0772956 48.8712944, 9.0767747 48.8714192, 9.0766232 48.8714555)",Thüringer Straße,,
8010847,,,residential,30,,False,False,61.69,"LINESTRING (9.0762851 48.8707599, 9.0754812 48.8709278)",Pommernstraße,,
8010847,,,residential,30,,False,True,55.943,"LINESTRING (9.0762851 48.8707599, 9.0770468 48.8707141)",Pommernstraße,,
8010849,,,residential,,,False,False,24.841,"LINESTRING (9.0762851 48.8707599, 9.0763851 48.8709734)",Paradiesweg,,
8010847,,,residential,30,,False,True,14.32,"LINESTRING (9.0752948 48.8709672, 9.0754812 48.8709278)",Pommernstraße,,
8010847,,,residential,30,,False,False,14.485,"LINESTRING (9.0785417 48.8708065, 9.0783872 48.870725)",Pommernstraße,,
6008787,2,,residential,30,,False,True,57.617999999999995,"LINESTRING (9.0785417 48.8708065, 9.078468 48.8708712, 9.078377 48.870957, 9.0782795 48.8711085, 9.0782167 48.8711851, 9.0782088 48.8712661)",Breslauer Straße,,
