osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,bridge,lanes,access,width,junction
27518802,Am Bügerl,residential,False,True,67.053,,20,"LINESTRING (12.3867374 49.3472043, 12.3867068 49.3471026, 12.3867465 49.3470339, 12.3869285 49.3469908, 12.3870344 49.3470155, 12.3871812 49.347086, 12.3872911 49.3471665)",,,yes,,
28050489,Am Bügerl,residential,False,False,40.367,,20,"LINESTRING (12.3867374 49.3472043, 12.3868031 49.3471982, 12.3870506 49.3471751, 12.3872911 49.3471665)",,,yes,,
6280709,Konrad-Adenauer-Straße,secondary,False,False,12.862,St 2040,50,"LINESTRING (12.3881944 49.3469797, 12.3883213 49.3470606)",,,,,
6280709,Konrad-Adenauer-Straße,secondary,False,True,118.923,St 2040,50,"LINESTRING (12.3881944 49.3469797, 12.3871568 49.3463796, 12.3869418 49.3462913)",,,,,
28050489,Am Bügerl,residential,False,True,58.428,,20,"LINESTRING (12.3881944 49.3469797, 12.3881096 49.3470033, 12.3880078 49.3470285, 12.3878993 49.3470553, 12.3877013 49.347111, 12.3874361 49.3471552)",,,yes,,
232555808,Buchbindergasse,residential,False,False,3.456,,20,"LINESTRING (12.3867599 49.348115, 12.3867718 49.3481451)",,,,,
28050483,Bachgasse,residential,False,False,33.221000000000004,,20,"LINESTRING (12.3867599 49.348115, 12.3866969 49.3479701, 12.3865864 49.3478406)",,,,,
232555808,Buchbindergasse,residential,False,True,82.802,,20,"LINESTRING (12.3867599 49.348115, 12.3864046 49.3480842, 12.3859164 49.3480749, 12.3857833 49.3480832, 12.3856211 49.3480768)",,,,,
25361802,Am Kalvarienberg,residential,False,True,34.229,,,"LINESTRING (12.3824266 49.3521765, 12.3822937 49.3518811)",,2,,5 m,
27570074,Schützenstraße,residential,False,False,122.662,,,"LINESTRING (12.3824266 49.3521765, 12.3820884 49.3521985, 12.3818097 49.3522457, 12.3815537 49.3523108, 12.3810737 49.3524157, 12.3808111 49.352487)",,2,,4 m,
27695369,Kollerstraße,residential,False,True,68.535,,,"LINESTRING (12.3816491 49.3478033, 12.3815513 49.3478578, 12.3813992 49.3479411, 12.3809692 49.3482309)",,,,,
25709195,Vorstadt,secondary,False,False,17.515,St 2398,50,"LINESTRING (12.3809692 49.3482309, 12.3807781 49.3481344)",,2,,,
25709195,Vorstadt,secondary,False,True,43.356,St 2398,50,"LINESTRING (12.3809692 49.3482309, 12.3813593 49.3484507, 12.3814183 49.3484885)",,2,,,
27695369,Kollerstraße,residential,False,False,68.535,,,"LINESTRING (12.3809692 49.3482309, 12.3813992 49.3479411, 12.3815513 49.3478578, 12.3816491 49.3478033)",,,,,
28050499,Schrenckstraße,residential,False,False,96.176,,,"LINESTRING (12.3799889 49.3452669, 12.3797052 49.3448436, 12.379558 49.3446552, 12.3794361 49.3444808)",,,,,
28050483,Bachgasse,residential,False,True,55.233,,20,"LINESTRING (12.3871472 49.3478816, 12.3870378 49.3478189, 12.3869397 49.347704, 12.3868588 49.3477177, 12.3865864 49.3478406)",,,,,
28050487,Bachgasse,residential,False,False,31.281,,20,"LINESTRING (12.3871472 49.3478816, 12.3873011 49.3478287, 12.3875365 49.3477602)",,,,,
28108051,Bachgasse,residential,False,False,34.763,,20,"LINESTRING (12.3871472 49.3478816, 12.3870947 49.3479665, 12.3869906 49.3480717, 12.3869554 49.348136, 12.3869351 49.3481603)",,,,,
28050487,Bachgasse,residential,False,True,31.281,,20,"LINESTRING (12.3875365 49.3477602, 12.3873011 49.3478287, 12.3871472 49.3478816)",,,,,
28050488,Hahnenplatz,residential,False,False,19.043,,20,"LINESTRING (12.38662 49.3482847, 12.386681 49.3482351, 12.3867718 49.3481451)",,,,,
28108056,Schrannenplatz,residential,True,False,8.664,,20,"LINESTRING (12.3858196 49.3484889, 12.3857856 49.3484142)",,,,,
24210092,Schrannenplatz,residential,False,True,31.098,,20,"LINESTRING (12.3858196 49.3484889, 12.3858734 49.3486385, 12.3859175 49.3487612)",,,,,
11276114,Kolpingstraße,residential,False,True,102.631,,,"LINESTRING (12.3793914 49.3456471, 12.3795157 49.3456636, 12.3796493 49.3457512, 12.3804287 49.3462572)",,,,,
27522652,Im Berg,residential,False,True,112.449,,20,"LINESTRING (12.3842211 49.3489455, 12.3847039 49.3488195, 12.384754 49.3488065, 12.3847727 49.3487952, 12.3848282 49.3487619, 12.3848921 49.3487235, 12.3848976 49.3487071, 12.3849118 49.348665, 12.3849111 49.3485909, 12.3849102 49.3485033, 12.3848563 49.3484051, 12.3847725 49.3483801, 12.3845913 49.3483281)",,,,,
27522583,Im Berg,residential,False,True,118.082,,20,"LINESTRING (12.383471 49.3490139, 12.3835603 49.3488716, 12.3836397 49.348771, 12.3837296 49.3486572, 12.3839697 49.3484957, 12.3841897 49.3484051, 12.3845913 49.3483281)",,,,,
28050488,Hahnenplatz,residential,False,False,11.949,,20,"LINESTRING (12.3867718 49.3481451, 12.3869351 49.3481603)",,,,,
232555808,Buchbindergasse,residential,False,True,3.456,,20,"LINESTRING (12.3867718 49.3481451, 12.3867599 49.348115)",,,,,
28050488,Hahnenplatz,residential,False,True,19.043,,20,"LINESTRING (12.3867718 49.3481451, 12.386681 49.3482351, 12.38662 49.3482847)",,,,,
28050488,Hahnenplatz,residential,False,True,11.949,,20,"LINESTRING (12.3869351 49.3481603, 12.3867718 49.3481451)",,,,,
28050488,Hahnenplatz,residential,False,False,45.068,,20,"LINESTRING (12.3869351 49.3481603, 12.3870828 49.3482766, 12.3872309 49.3484707, 12.3872508 49.348506)",,,,,
28108051,Bachgasse,residential,False,True,34.763000000000005,,20,"LINESTRING (12.3869351 49.3481603, 12.3869554 49.348136, 12.3869906 49.3480717, 12.3870947 49.3479665, 12.3871472 49.3478816)",,,,,
28108065,Hauptstraße,residential,True,False,4.534,,20,"LINESTRING (12.388776 49.3482005, 12.3887156 49.3482112)",,,,,
25336953,Im Bleihof,residential,False,True,153.07700000000003,,20,"LINESTRING (12.388776 49.3482005, 12.3888985 49.3484659, 12.3888726 49.3485392, 12.3887035 49.3487426, 12.3885697 49.3488542, 12.3882623 49.3489696, 12.3880614 49.3490021, 12.387939 49.3489907, 12.3878102 49.3488953, 12.3876986 49.3488676)",,,,,
27518803,Am Stadtgraben,residential,False,False,33.789,,20,"LINESTRING (12.3887156 49.3482112, 12.3885977 49.3479172)",,,yes,,
28108065,Hauptstraße,residential,True,False,104.203,,20,"LINESTRING (12.3887156 49.3482112, 12.3879967 49.3483604, 12.3878268 49.3483849, 12.3876431 49.3484115, 12.3873444 49.3484895)",,,,,
28050488,Hahnenplatz,residential,False,True,45.068,,20,"LINESTRING (12.3872508 49.348506, 12.3872309 49.3484707, 12.3870828 49.3482766, 12.3869351 49.3481603)",,,,,
28108065,Hauptstraße,residential,True,False,100.79499999999999,,20,"LINESTRING (12.3872508 49.348506, 12.3865576 49.3486289, 12.3862572 49.3486757, 12.3859175 49.3487612)",,,,,
28050493,Webergasse,residential,False,True,12.041,,20,"LINESTRING (12.3876854 49.3480189, 12.3875382 49.3480692)",,,,,
28050493,Webergasse,residential,False,False,57.299,,20,"LINESTRING (12.3876854 49.3480189, 12.3877449 49.3479986, 12.3878462 49.3479638, 12.3880895 49.3478731, 12.3883376 49.3477975, 12.3883862 49.3477806)",,,,,
28108054,Bachgasse,residential,False,False,75.705,,20,"LINESTRING (12.3876854 49.3480189, 12.3877081 49.3479191, 12.3878823 49.3477904, 12.3882055 49.347676, 12.3882494 49.3476727, 12.3883862 49.3477806)",,,,,
"[232555808, 11121913]",Buchbindergasse,residential,False,False,35.388999999999996,,20,"LINESTRING (12.3851465 49.3480028, 12.3853827 49.3480434, 12.3854223 49.348051, 12.3854671 49.3480597, 12.3856211 49.3480768)",,,,,
11121913,Buchbindergasse,residential,False,True,38.366,,20,"LINESTRING (12.3851465 49.3480028, 12.3848327 49.3479489, 12.3846428 49.3478984)",,,,,
"[28050489, 28050490, 28050491]","['Am Bügerl', 'Am Bürgerl']",residential,False,False,127.25199999999998,,20,"LINESTRING (12.3851465 49.3480028, 12.3851948 49.347842, 12.3851441 49.3478305, 12.3851937 49.3476928, 12.3853032 49.3475206, 12.3853983 49.3474983, 12.3854695 49.3474769, 12.38598 49.3473326, 12.3861847 49.347296)",,,yes,2.5,
28029257,Pentinger Steig,residential,False,True,98.80200000000002,,,"LINESTRING (12.3771456 49.3445189, 12.3770133 49.3445547, 12.3762997 49.3447336, 12.3761926 49.3447741, 12.3759055 49.3448829)",,,,,
"[232811723, 28029255]","['Pentinger Steig', 'Schrenckstraße']",residential,False,True,170.711,,,"LINESTRING (12.3771456 49.3445189, 12.3771727 49.3445738, 12.3777474 49.3445502, 12.3784604 49.3445216, 12.3794361 49.3444808)",,,,,
27570074,Schützenstraße,residential,False,True,122.662,,,"LINESTRING (12.3808111 49.352487, 12.3810737 49.3524157, 12.3815537 49.3523108, 12.3818097 49.3522457, 12.3820884 49.3521985, 12.3824266 49.3521765)",,2,,4 m,
8003440,Jakobstraße,residential,False,False,82.431,,,"LINESTRING (12.381851 49.3488449, 12.3816365 49.3489462, 12.3812108 49.3490955, 12.3808678 49.3492158)",,,,,
1232154303,,secondary,True,False,16.259,,,"LINESTRING (12.381851 49.3488449, 12.3818428 49.3488374, 12.3818261 49.3488137, 12.3818196 49.348785, 12.3818259 49.3487563, 12.3818443 49.3487299, 12.3818551 49.3487193, 12.3818676 49.3487116)",,,,,roundabout
"[29344296, 27369620, 29344311]",Hauptstraße,"['unclassified', 'residential']",False,False,70.719,,20,"LINESTRING (12.3820803 49.3488604, 12.3823295 49.3489609, 12.3825743 49.3490474, 12.3829274 49.3491762)",yes,,,,
1232154303,,secondary,True,False,9.131,,,"LINESTRING (12.3820803 49.3488604, 12.3820412 49.3488774, 12.3819985 49.3488856, 12.381964 49.3488865)",,,,,roundabout
"[25414690, 25542185, 228497776, 27369617, 27369618, 25542065, 65598072]","['Scherrstraße', 'Jobplatz']",secondary,False,True,302.023,St 2040,50,"LINESTRING (12.381964 49.3488865, 12.3819682 49.3489224, 12.3819655 49.3489559, 12.381974 49.3490043, 12.3819774 49.349133, 12.3820204 49.3492548, 12.3820494 49.3493318, 12.3821982 49.3495614, 12.3822308 49.3496044, 12.3823189 49.3497208, 12.3823915 49.3498165, 12.3824978 49.349954, 12.382683 49.3502318, 12.3827947 49.3504034, 12.3828198 49.3504468, 12.3829098 49.3506969, 12.3829344 49.3508697, 12.3829261 49.3510321, 12.3828795 49.3512108, 12.3827572 49.3514661)",yes,,,,
1232154303,,secondary,True,False,9.687999999999999,,,"LINESTRING (12.381964 49.3488865, 12.381954 49.3488857, 12.3819113 49.3488775, 12.3818738 49.3488619, 12.381851 49.3488449)",,,,,roundabout
25709195,Vorstadt,secondary,False,False,40.941,St 2398,50,"LINESTRING (12.3818676 49.3487116, 12.3817396 49.3486541, 12.3814183 49.3484885)",,2,,,
1232154303,,secondary,True,False,19.723999999999997,,,"LINESTRING (12.3818676 49.3487116, 12.3819108 49.3486922, 12.3819535 49.348684, 12.381998 49.348684, 12.3820408 49.3486921, 12.3820782 49.3487077, 12.3821059 49.3487281)",,,,,roundabout
