osmid,name,highway,oneway,reversed,length,bridge,geometry,lanes,ref,maxspeed,width
29189817,Oberstenfelder Straße,tertiary,False,False,55.851,,"LINESTRING (9.2924557 49.0026174, 9.2927632 49.0025967, 9.2930135 49.0025963, 9.2931817 49.0025979, 9.2932197 49.0025983)",,,30,
"[29189817, 35477459, 27501079]","['Oberstenfelder Straße', 'Heilbronner Straße']",tertiary,False,"[False, True]",271.5369999999999,,"LINESTRING (9.2924557 49.0026174, 9.2923831 49.0026368, 9.2921682 49.0027907, 9.2918327 49.0031092, 9.2916222 49.0032879, 9.2914567 49.0033947, 9.2913192 49.003458, 9.2910405 49.0035565, 9.2908135 49.0036367, 9.2907461 49.0036576, 9.2905373 49.0037341, 9.2903345 49.0038261, 9.2901682 49.0039003, 9.2900903 49.003938, 9.2898632 49.0039974, 9.289711 49.0040105, 9.2895504 49.0040049)",2,,"['50', '30']",
35206025,Oberstenfelder Straße,tertiary,False,False,54.91,,"LINESTRING (9.2950256 49.0026797, 9.2957686 49.0027589)",,,50,
33888737,Frankenstraße,residential,False,False,47.617999999999995,,"LINESTRING (9.2950256 49.0026797, 9.2950076 49.0027765, 9.2951042 49.0031011)",,,30,6
1044559128,Oberstenfelder Straße,tertiary,False,True,29.503999999999998,,"LINESTRING (9.2950256 49.0026797, 9.2947163 49.0026485, 9.2946257 49.00264)",,,30,
"[28980677, 126121707, 301669332, 301669333, 301669334, 301611573, 301663644, 1000342877, 1000342878]",Kleinbottwarer Straße,secondary,False,True,678.238,,"LINESTRING (9.2990743 49.0037607, 9.2990161 49.0036864, 9.2989007 49.0035251, 9.2988806 49.0034968, 9.2988651 49.0034745, 9.2987163 49.0032774, 9.2984846 49.0029887, 9.2984253 49.0029131, 9.2983706 49.0028434, 9.2981388 49.0025406, 9.2973242 49.0014808, 9.2972784 49.0014213, 9.2970352 49.0011768, 9.2967923 49.0009958, 9.2965452 49.000829, 9.2961555 49.0006106, 9.2957989 49.0004691, 9.2954304 49.0003404, 9.2951106 49.0002545, 9.2949178 49.0001984, 9.294308 49.0000444, 9.2939481 48.9999466, 9.2937694 48.9998969, 9.2934437 48.9997844, 9.29315 48.999659, 9.2929244 48.9995518)","['2', '3']",L 1100,50,
1044559124,Oberstenfelder Straße,tertiary,False,True,31.994999999999997,,"LINESTRING (9.2990743 49.0037607, 9.298952 49.0037989, 9.2988437 49.0038327, 9.2987975 49.0038389, 9.2987456 49.0038459, 9.2986628 49.0038414)",,,50,
22975381,Bachstraße,tertiary,False,False,83.035,,"LINESTRING (9.2926474 48.9996485, 9.2923096 48.9997655, 9.292103 48.9998254, 9.2918839 48.9999076, 9.2918008 48.9999588, 9.2917205 49.0000526)",,K 1703,30,
"[1000342865, 301663645]",,tertiary_link,True,False,23.628999999999998,,"LINESTRING (9.2926474 48.9996485, 9.2926795 48.9996042, 9.2926965 48.9995483, 9.2926785 48.9994425)",1,,,
"[984732130, 982268868]",Bachstraße,tertiary,False,True,22.895,,"LINESTRING (9.2926474 48.9996485, 9.2927819 48.9996039, 9.2929244 48.9995518)",2,K 1703,30,
22975381,Bachstraße,tertiary,False,False,32.25,,"LINESTRING (9.2917205 49.0000526, 9.2917126 49.0001183, 9.2916971 49.0003422)",,K 1703,30,
22975381,Bachstraße,tertiary,False,True,83.035,,"LINESTRING (9.2917205 49.0000526, 9.2918008 48.9999588, 9.2918839 48.9999076, 9.292103 48.9998254, 9.2923096 48.9997655, 9.2926474 48.9996485)",,K 1703,30,
27501007,Lindenstraße,residential,False,True,60.501000000000005,,"LINESTRING (9.2917205 49.0000526, 9.2916018 49.0000487, 9.2909312 49.0002027)",,,30,
27500835,Gartenstraße,residential,False,False,154.34799999999998,,"LINESTRING (9.2907917 49.0015877, 9.2908425 49.0010984, 9.2908475 49.0010496, 9.2908661 49.0008979, 9.2909266 49.0002876, 9.2909312 49.0002027)",,,30,
33804679,Winzerhäuser Straße,tertiary,False,False,20.447,,"LINESTRING (9.2907917 49.0015877, 9.2907001 49.0016126, 9.2906396 49.0016454, 9.2905753 49.0016979)",,K 1703,30,
33804679,Winzerhäuser Straße,tertiary,False,True,57.206,,"LINESTRING (9.2907917 49.0015877, 9.2910027 49.0015413, 9.2911702 49.0014882, 9.2914719 49.0013414)",,K 1703,30,
984622741,Kleinaspacher Straße,residential,False,False,24.874,,"LINESTRING (9.2958425 48.9970121, 9.2956236 48.9971836)",,,,
27500837,Hegelstraße,residential,False,False,108.07400000000001,,"LINESTRING (9.2958425 48.9970121, 9.2964094 48.9975481, 9.2967357 48.9977853)",,,,
984622741,Kleinaspacher Straße,residential,False,True,41.83,,"LINESTRING (9.2945377 48.9981617, 9.2948693 48.9978548)",,,,
33181962,Kleinaspacher Straße,residential,False,False,71.071,,"LINESTRING (9.2945377 48.9981617, 9.2943076 48.9983947, 9.294252 48.998451, 9.2941691 48.9985327, 9.2940024 48.9986957)",,,,
37453971,Kreuzstraße,residential,False,False,76.501,,"LINESTRING (9.2945377 48.9981617, 9.2946474 48.9981862, 9.2948163 48.9982382, 9.2952832 48.9984683, 9.2954095 48.9985351)",2,,50,10.5
27500834,Kirchstraße,residential,True,False,22.689,,"LINESTRING (9.2930963 49.001228, 9.2927882 49.0012001)",,,20,
35206030,Hauptstraße,residential,False,True,21.887999999999998,,"LINESTRING (9.2930963 49.001228, 9.2930967 49.0013092, 9.2931013 49.0014138, 9.2931017 49.0014248)",,,20,
33804456,Lange Gasse,residential,False,False,60.227000000000004,,"LINESTRING (9.2931017 49.0014248, 9.2932153 49.001433, 9.293513 49.0014668, 9.2939105 49.0015305)",,,20,
35206030,Hauptstraße,residential,False,False,21.887999999999998,,"LINESTRING (9.2931017 49.0014248, 9.2931013 49.0014138, 9.2930967 49.0013092, 9.2930963 49.001228)",,,20,
28977983,Hauptstraße,residential,True,False,29.675,,"LINESTRING (9.2932197 49.0025983, 9.2931909 49.0023321)",,,20,
29189817,Oberstenfelder Straße,tertiary,False,True,55.851,,"LINESTRING (9.2932197 49.0025983, 9.2931817 49.0025979, 9.2930135 49.0025963, 9.2927632 49.0025967, 9.2924557 49.0026174)",,,30,
199900453,Oberstenfelder Straße,tertiary,False,False,102.714,,"LINESTRING (9.2932197 49.0025983, 9.2932916 49.002599, 9.2935104 49.0025979, 9.2942591 49.0026194, 9.2946257 49.00264)",,,30,
27500835,Gartenstraße,residential,False,False,195.097,,"LINESTRING (9.2909312 49.0002027, 9.2909326 49.0001101, 9.2907046 48.9985392, 9.2907087 48.9984553)",,,30,
27500835,Gartenstraße,residential,False,True,154.34799999999998,,"LINESTRING (9.2909312 49.0002027, 9.2909266 49.0002876, 9.2908661 49.0008979, 9.2908475 49.0010496, 9.2908425 49.0010984, 9.2907917 49.0015877)",,,30,
27501007,Lindenstraße,residential,False,False,60.501000000000005,,"LINESTRING (9.2909312 49.0002027, 9.2916018 49.0000487, 9.2917205 49.0000526)",,,30,
27501007,Lindenstraße,residential,False,True,72.91199999999999,,"LINESTRING (9.2909312 49.0002027, 9.290282 49.0002905, 9.2899508 49.00033)",,,30,
27500837,Hegelstraße,residential,False,False,99.249,,"LINESTRING (9.2967357 48.9977853, 9.2972486 48.997489, 9.2974479 48.9974106, 9.2975644 48.9973495, 9.2977953 48.9972285)",,,,
27500837,Hegelstraße,residential,False,True,108.07400000000001,,"LINESTRING (9.2967357 48.9977853, 9.2964094 48.9975481, 9.2958425 48.9970121)",,,,
33037867,Kantstraße,residential,False,True,88.00800000000001,,"LINESTRING (9.2967357 48.9977853, 9.2967679 48.9978099, 9.2968959 48.9978969, 9.2970629 48.9979642, 9.297266 48.9980254, 9.2974275 48.9980506, 9.2975704 48.9980655, 9.2978127 48.9980708)",,,,
33037867,Kantstraße,residential,False,False,90.74,,"LINESTRING (9.2994227 48.9984785, 9.299361 48.998431, 9.2991114 48.9982524, 9.2990476 48.9982155, 9.2989638 48.9981662, 9.2987565 48.9980802, 9.2985957 48.9980469, 9.2984283 48.9980387)",,,,
33037867,Kantstraße,residential,False,True,70.108,,"LINESTRING (9.2994227 48.9984785, 9.2997927 48.9988551, 9.2998517 48.9989581, 9.2998508 48.9990305)",,,,
33037867,Kantstraße,residential,False,False,70.108,,"LINESTRING (9.2998508 48.9990305, 9.2998517 48.9989581, 9.2997927 48.9988551, 9.2994227 48.9984785)",,,,
145551550,Hölderlinstraße,residential,False,False,59.113,,"LINESTRING (9.2998508 48.9990305, 9.299663 48.9991953, 9.299502 48.9992526, 9.2993259 48.9992766, 9.2991926 48.9992703)",,,,
35206025,Oberstenfelder Straße,tertiary,False,True,54.91,,"LINESTRING (9.2957686 49.0027589, 9.2950256 49.0026797)",,,50,
35206025,Oberstenfelder Straße,tertiary,False,False,172.35199999999998,,"LINESTRING (9.2957686 49.0027589, 9.2960625 49.0027872, 9.2961697 49.0028019, 9.2963903 49.0028434, 9.2967213 49.0029348, 9.2973366 49.0031363, 9.2976783 49.0032418, 9.2977716 49.0032743, 9.2979382 49.0033427)",,,50,
1000342876,Im Pfarracker,residential,False,False,70.154,,"LINESTRING (9.2957686 49.0027589, 9.2958419 49.0023755, 9.2958677 49.0023002, 9.2959481 49.0021414)",,,30,
27501004,Waldstraße,residential,False,True,84.961,,"LINESTRING (9.2898915 48.9974084, 9.2895297 48.9974825, 9.2887826 48.9976418)",,,,
"[301611627, 851790046]",Kleinbottwarer Straße,secondary,False,False,134.594,,"LINESTRING (9.2898915 48.9974084, 9.2901056 48.9977014, 9.2904068 48.9980454, 9.2906405 48.9982919, 9.2907336 48.9983654, 9.2908574 48.9984286)","['2', '3']",L 1100,50,
33182979,Schleifwiesenstraße,residential,False,True,163.665,,"LINESTRING (9.2921733 48.9978647, 9.2923033 48.9979471, 9.292409 48.9980152, 9.2925259 48.9980906, 9.292736 48.9982014, 9.2931137 48.9984005, 9.2934548 48.9985555, 9.2939673 48.9987359)",,,,
"[1151439170, 397300812, 35470173]","['Barrgärten', 'Hannenbachstraße']",residential,False,False,73.202,yes,"LINESTRING (9.2921733 48.9978647, 9.2921209 48.9979004, 9.29201 48.9979626, 9.2918849 48.998018, 9.2913545 48.9982423)",,,,
851790043,Hannenbachstraße,residential,False,False,59.135,,"LINESTRING (9.2889797 48.9985279, 9.2897879 48.9984871)",,,30,
"[851790043, 851831174]",Hannenbachstraße,residential,False,True,88.557,,"LINESTRING (9.2889797 48.9985279, 9.2882817 48.9985874, 9.2881174 48.998599, 9.2878662 48.9986168, 9.2877746 48.9986233)",,,30,
"[1063479947, 27501003]",Friedenstaler Straße,residential,False,False,62.578,,"LINESTRING (9.2889797 48.9985279, 9.2887853 48.998004, 9.2887768 48.9979811)",,,,
27501003,Friedenstaler Straße,residential,False,True,35.825,,"LINESTRING (9.2886604 48.9976681, 9.2887768 48.9979811)",,,,
27501004,Waldstraße,residential,False,False,9.382,,"LINESTRING (9.2886604 48.9976681, 9.2887826 48.9976418)",,,,
27501004,Waldstraße,residential,False,True,71.577,,"LINESTRING (9.2886604 48.9976681, 9.2884549 48.9977113, 9.2882645 48.9977465, 9.2880768 48.9977667, 9.287702 48.9977953)",,,,
27501007,Lindenstraße,residential,False,False,62.822,,"LINESTRING (9.2891067 49.0004419, 9.2899508 49.00033)",,,30,
28976796,Jahnstraße,residential,False,False,58.379,,"LINESTRING (9.2891067 49.0004419, 9.2891001 49.0009669)",,,30,
28976796,Jahnstraße,residential,False,True,55.9,,"LINESTRING (9.2891067 49.0004419, 9.2891139 48.9999392)",,,30,
27501007,Lindenstraße,residential,False,True,78.30600000000001,,"LINESTRING (9.2891067 49.0004419, 9.2882529 49.0005303, 9.2881794 49.0005399, 9.2880479 49.0005572)",,,30,
28976796,Jahnstraße,residential,False,False,55.9,,"LINESTRING (9.2891139 48.9999392, 9.2891067 49.0004419)",,,30,
35271770,Heilbronner Straße,residential,False,True,179.835,,"LINESTRING (9.2882687 49.0052885, 9.2882927 49.0052585, 9.2884384 49.0050767, 9.288773 49.0047543, 9.2889614 49.0045923, 9.2890767 49.0045143, 9.2895627 49.0042371, 9.2896208 49.0041578, 9.2896167 49.0040764, 9.2895504 49.0040049)",,,30,6.3
27501004,Waldstraße,residential,False,True,9.382,,"LINESTRING (9.2887826 48.9976418, 9.2886604 48.9976681)",,,,
27501004,Waldstraße,residential,False,False,84.961,,"LINESTRING (9.2887826 48.9976418, 9.2895297 48.9974825, 9.2898915 48.9974084)",,,,
28976790,Matern-Feuerbacher-Straße,residential,False,False,60.339,,"LINESTRING (9.2877746 48.9986233, 9.2875465 48.9981017)",,,,
"[28141041, 851790045]","['Waldstraße', 'Hannenbachstraße']",residential,False,"[False, True]",325.67500000000007,,"LINESTRING (9.2877746 48.9986233, 9.2875542 48.9986367, 9.2869602 48.9986526, 9.2866902 48.998652, 9.2865077 48.9986465, 9.2863063 48.9986405, 9.2861012 48.9986214, 9.2856168 48.9985316, 9.2860456 48.9980439, 9.2865951 48.9979433, 9.2867665 48.9979119, 9.2874302 48.9978247)",,,30,
"[851790043, 851831174]",Hannenbachstraße,residential,False,False,88.55699999999999,,"LINESTRING (9.2877746 48.9986233, 9.2878662 48.9986168, 9.2881174 48.998599, 9.2882817 48.9985874, 9.2889797 48.9985279)",,,30,
27501004,Waldstraße,residential,False,False,20.097,,"LINESTRING (9.2874302 48.9978247, 9.287702 48.9977953)",,,,
28976790,Matern-Feuerbacher-Straße,residential,False,True,31.948,,"LINESTRING (9.2874302 48.9978247, 9.2875465 48.9981017)",,,,
851790044,Matern-Feuerbacher-Straße,residential,False,False,71.234,,"LINESTRING (9.2874302 48.9978247, 9.287173 48.9972067)",,,,
"[28141041, 851790045]","['Waldstraße', 'Hannenbachstraße']",residential,False,"[False, True]",325.675,,"LINESTRING (9.2874302 48.9978247, 9.2867665 48.9979119, 9.2865951 48.9979433, 9.2860456 48.9980439, 9.2856168 48.9985316, 9.2861012 48.9986214, 9.2863063 48.9986405, 9.2865077 48.9986465, 9.2866902 48.998652, 9.2869602 48.9986526, 9.2875542 48.9986367, 9.2877746 48.9986233)",,,30,
851790044,Matern-Feuerbacher-Straße,residential,False,True,71.234,,"LINESTRING (9.287173 48.9972067, 9.2874302 48.9978247)",,,,
28976796,Jahnstraße,residential,False,True,55.376,,"LINESTRING (9.2891036 49.0014649, 9.2891001 49.0009669)",,,30,
28976795,Friedhofstraße,residential,False,False,111.733,,"LINESTRING (9.2891036 49.0014649, 9.2884642 49.0015302, 9.2875831 49.0015816)",,,30,
28976795,Friedhofstraße,residential,False,True,112.17099999999999,,"LINESTRING (9.2891036 49.0014649, 9.2893633 49.0014661, 9.2897044 49.001496, 9.2898614 49.0015142, 9.2900773 49.0015479, 9.2903262 49.0016016, 9.2904764 49.0016491, 9.2905753 49.0016979)",,,30,
28976807,Frauenkirchweg,residential,False,False,22.494,,"LINESTRING (9.2875831 49.0015816, 9.2876294 49.0013816)",,,30,
28976795,Friedhofstraße,residential,False,True,111.733,,"LINESTRING (9.2875831 49.0015816, 9.2884642 49.0015302, 9.2891036 49.0014649)",,,30,
28976807,Frauenkirchweg,residential,False,True,61.419,,"LINESTRING (9.2880479 49.0005572, 9.2877644 49.0010773)",,,30,
27501007,Lindenstraße,residential,False,False,78.306,,"LINESTRING (9.2880479 49.0005572, 9.2881794 49.0005399, 9.2882529 49.0005303, 9.2891067 49.0004419)",,,30,
33888737,Frankenstraße,residential,False,False,93.678,,"LINESTRING (9.2950485 49.0034706, 9.2949487 49.00378, 9.294837 49.004037, 9.2947082 49.0042818)",,,30,6
33888737,Frankenstraße,residential,False,True,41.403,,"LINESTRING (9.2950485 49.0034706, 9.2950599 49.0034419, 9.2950927 49.0033106, 9.2951042 49.0031011)",,,30,6
33888737,Frankenstraße,residential,False,False,54.741,,"LINESTRING (9.2943941 49.0047841, 9.2941124 49.0052404)",,,30,6
28976941,Wendenstraße,residential,False,True,114.226,,"LINESTRING (9.2943941 49.0047841, 9.2940601 49.004757, 9.2938214 49.0047613, 9.2935877 49.0047861, 9.2933775 49.0048334, 9.2931881 49.0048863, 9.2929176 49.0050054)",,,30,
28977323,Im Holderstock,residential,False,False,122.28300000000002,,"LINESTRING (9.2943941 49.0047841, 9.2949356 49.0049235, 9.295092 49.0049452, 9.2952757 49.0049461, 9.2954202 49.0049265, 9.2955574 49.0048933, 9.2956719 49.00485, 9.2959174 49.0047101)",,,30,6
33888737,Frankenstraße,residential,False,True,60.370999999999995,,"LINESTRING (9.2943941 49.0047841, 9.2945691 49.0045063, 9.2947082 49.0042818)",,,30,6
28976979,Römerstraße,residential,False,False,46.985,,"LINESTRING (9.2933488 49.0053193, 9.2929176 49.0050054)",,,30,5.4
28976979,Römerstraße,residential,False,True,46.741,,"LINESTRING (9.2933488 49.0053193, 9.2935199 49.0053988, 9.2937828 49.0054639, 9.2939245 49.0054964)",,,30,5.4
28976979,Römerstraße,residential,False,True,46.985,,"LINESTRING (9.2929176 49.0050054, 9.2933488 49.0053193)",,,30,5.4
28976941,Wendenstraße,residential,False,False,114.226,,"LINESTRING (9.2929176 49.0050054, 9.2931881 49.0048863, 9.2933775 49.0048334, 9.2935877 49.0047861, 9.2938214 49.0047613, 9.2940601 49.004757, 9.2943941 49.0047841)",,,30,
28977323,Im Holderstock,residential,False,True,53.555,,"LINESTRING (9.2966111 49.0041057, 9.296557 49.0041931, 9.2964694 49.0043092, 9.296421 49.0043733, 9.2962314 49.0045119)",,,30,6
28977334,Tulpenstraße,residential,False,False,92.81000000000002,,"LINESTRING (9.2966111 49.0041057, 9.2962575 49.0040113, 9.2959645 49.0039515, 9.2957052 49.0039161, 9.2954414 49.0038916, 9.2953972 49.0039101)",,,30,5.4
28977334,Tulpenstraße,residential,False,True,208.377,,"LINESTRING (9.2966111 49.0041057, 9.2968669 49.0041766, 9.2969964 49.0042424, 9.2970823 49.0043073, 9.2971206 49.0043605, 9.2971708 49.0044479, 9.2971798 49.0045508, 9.2971758 49.0046602, 9.2971581 49.0047812, 9.2970805 49.0049113, 9.2967485 49.0054062, 9.2967096 49.0054908, 9.2966866 49.0057337)",,,30,5.4
28977214,Wacholderstraße,residential,False,False,51.36,,"LINESTRING (9.2966866 49.0057337, 9.2968503 49.0057416, 9.2972553 49.0057794, 9.2973845 49.0057656)",,,30,5.3
28977334,Tulpenstraße,residential,False,False,208.377,,"LINESTRING (9.2966866 49.0057337, 9.2967096 49.0054908, 9.2967485 49.0054062, 9.2970805 49.0049113, 9.2971581 49.0047812, 9.2971758 49.0046602, 9.2971798 49.0045508, 9.2971708 49.0044479, 9.2971206 49.0043605, 9.2970823 49.0043073, 9.2969964 49.0042424, 9.2968669 49.0041766, 9.2966111 49.0041057)",,,30,5.4
28977214,Wacholderstraße,residential,False,True,51.36,,"LINESTRING (9.2973845 49.0057656, 9.2972553 49.0057794, 9.2968503 49.0057416, 9.2966866 49.0057337)",,,30,5.3
28977492,Nelkenstraße,residential,False,False,116.142,,"LINESTRING (9.2973845 49.0057656, 9.2975016 49.0057182, 9.2976884 49.0055209, 9.2978912 49.0053954, 9.298303 49.0051446, 9.2984517 49.0050048)",,,30,7.8
28977492,Nelkenstraße,residential,False,True,24.589,,"LINESTRING (9.2986345 49.004819, 9.2984517 49.0050048)",,,30,7.8
"[28977492, 35477437]",Nelkenstraße,residential,False,False,109.705,,"LINESTRING (9.2986345 49.004819, 9.2986741 49.0047196, 9.2987024 49.0045864, 9.2987185 49.004368, 9.2986926 49.0041283, 9.298684 49.0040866, 9.2986442 49.0038947, 9.2986628 49.0038414)",,,30,7.8
"[1206841504, 28977541]",Veilchenweg,residential,False,False,90.209,,"LINESTRING (9.2986345 49.004819, 9.2987385 49.0048691, 9.2988591 49.0049923, 9.2989357 49.0051186, 9.2989894 49.0052452, 9.298989 49.0052687, 9.2989902 49.0052852, 9.2989931 49.0053234, 9.2990186 49.0055574)",,,30,
35206025,Oberstenfelder Straße,tertiary,False,True,76.915,,"LINESTRING (9.2986628 49.0038414, 9.2985696 49.0038008, 9.2984698 49.0037205, 9.2981618 49.0034843, 9.2979382 49.0033427)",,,50,
"[28977492, 35477437]",Nelkenstraße,residential,False,True,109.70500000000001,,"LINESTRING (9.2986628 49.0038414, 9.2986442 49.0038947, 9.298684 49.0040866, 9.2986926 49.0041283, 9.2987185 49.004368, 9.2987024 49.0045864, 9.2986741 49.0047196, 9.2986345 49.004819)",,,30,7.8
1044559124,Oberstenfelder Straße,tertiary,False,False,31.994999999999997,,"LINESTRING (9.2986628 49.0038414, 9.2987456 49.0038459, 9.2987975 49.0038389, 9.2988437 49.0038327, 9.298952 49.0037989, 9.2990743 49.0037607)",,,50,
28977492,Nelkenstraße,residential,False,False,24.589,,"LINESTRING (9.2984517 49.0050048, 9.2986345 49.004819)",,,30,7.8
28977492,Nelkenstraße,residential,False,True,116.142,,"LINESTRING (9.2984517 49.0050048, 9.298303 49.0051446, 9.2978912 49.0053954, 9.2976884 49.0055209, 9.2975016 49.0057182, 9.2973845 49.0057656)",,,30,7.8
28977505,Primelweg,residential,False,False,115.916,,"LINESTRING (9.2984517 49.0050048, 9.2980391 49.0048223, 9.2979885 49.0047838, 9.2979633 49.0047468, 9.2979567 49.004693, 9.2979807 49.0042236, 9.2979531 49.0041387, 9.2979451 49.0041255)",,,30,
28977505,Primelweg,residential,False,True,115.916,,"LINESTRING (9.2979451 49.0041255, 9.2979531 49.0041387, 9.2979807 49.0042236, 9.2979567 49.004693, 9.2979633 49.0047468, 9.2979885 49.0047838, 9.2980391 49.0048223, 9.2984517 49.0050048)",,,30,
28977664,Oberstenfelder Straße,residential,False,True,11.925,,"LINESTRING (9.2915675 49.0021114, 9.2916635 49.0021982)",,,30,
"[28977664, 28977802]","['Oberstenfelder Straße', 'Karlstraße']",residential,False,"[False, True]",128.184,,"LINESTRING (9.2915675 49.0021114, 9.2912401 49.0020682, 9.2904721 49.0028543)",,,30,5.2
28977765,Bachstraße,residential,False,False,88.735,,"LINESTRING (9.2915675 49.0021114, 9.2915197 49.0020221, 9.291495 49.0019527, 9.2914928 49.0018415, 9.2915647 49.0014772, 9.2915532 49.001415, 9.2914719 49.0013414)",,,30,
22975381,Bachstraße,tertiary,False,True,19.395000000000003,,"LINESTRING (9.2914719 49.0013414, 9.2915677 49.0012806, 9.2916528 49.0012139)",,K 1703,30,
28977765,Bachstraße,residential,False,True,88.73500000000001,,"LINESTRING (9.2914719 49.0013414, 9.2915532 49.001415, 9.2915647 49.0014772, 9.2914928 49.0018415, 9.291495 49.0019527, 9.2915197 49.0020221, 9.2915675 49.0021114)",,,30,
33804679,Winzerhäuser Straße,tertiary,False,False,57.206,,"LINESTRING (9.2914719 49.0013414, 9.2911702 49.0014882, 9.2910027 49.0015413, 9.2907917 49.0015877)",,K 1703,30,
29185702,Wilhelmstraße,residential,False,False,102.657,,"LINESTRING (9.2898211 49.0020358, 9.2904721 49.0028543)",,,30,
33804679,Winzerhäuser Straße,tertiary,False,True,70.283,,"LINESTRING (9.2898211 49.0020358, 9.2901622 49.0019684, 9.2902974 49.0019368, 9.2903446 49.0019185, 9.2903979 49.0018807, 9.2905202 49.0017514, 9.2905753 49.0016979)",,K 1703,30,
"[1237204594, 547476742]",Winzerhäuser Straße,tertiary,False,False,213.373,,"LINESTRING (9.2898211 49.0020358, 9.2895424 49.0020744, 9.2893703 49.0020908, 9.2890607 49.0021074, 9.2887285 49.0021427, 9.2884632 49.0021925, 9.2877604 49.0023422, 9.2877053 49.0023539, 9.2875402 49.0024087, 9.2873009 49.0025037, 9.287073 49.0026122)",,K 1703,"['50', '30']",
