osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,tunnel,access,width
150694309,Marienplatz,living_street,,False,False,83.706,"LINESTRING (9.6134429 47.7820808, 9.6133653 47.7822484, 9.613349 47.7823676, 9.6133653 47.7825907, 9.6134567 47.7828167)",,,,,
26575122,Heidengäßle,residential,,False,True,110.573,"LINESTRING (9.60885 47.7835592, 9.6084156 47.7826086)",,,,,
26575122,Heidengäßle,residential,,False,False,98.507,"LINESTRING (9.60885 47.7835592, 9.6089635 47.7838108, 9.6090904 47.7840606, 9.6092735 47.7843979)",,,,,
240654370,Eisenbahnstraße,residential,30,False,False,124.01899999999999,"LINESTRING (9.60885 47.7835592, 9.6080467 47.7837816, 9.6074883 47.7839493, 9.6074145 47.7839715, 9.6073241 47.7839979)",,,,,
240654370,Eisenbahnstraße,residential,30,False,True,42.147000000000006,"LINESTRING (9.60885 47.7835592, 9.6092061 47.7834582, 9.6092463 47.7834468, 9.6093697 47.7834118)",,,,,
26575122,Heidengäßle,residential,,False,True,98.507,"LINESTRING (9.6092735 47.7843979, 9.6090904 47.7840606, 9.6089635 47.7838108, 9.60885 47.7835592)",,,,,
1227603805,Charlottenstraße,residential,,True,False,43.317,"LINESTRING (9.6092735 47.7843979, 9.6096654 47.784304, 9.6097116 47.784293, 9.6098196 47.7842671)",2,,,,
26575122,Heidengäßle,residential,,False,False,110.573,"LINESTRING (9.6084156 47.7826086, 9.60885 47.7835592)",,,,,
26575126,Friedrichstraße,residential,30,True,False,47.861,"LINESTRING (9.6084156 47.7826086, 9.6089237 47.7825142, 9.609033 47.7824939)",,,,,
26575121,Adlerstraße,residential,,False,True,101.713,"LINESTRING (9.6075077 47.7821337, 9.6080476 47.7820761, 9.6082542 47.7820763, 9.6082862 47.7820873, 9.6087375 47.7820161, 9.6088428 47.7819985)",,,,,
26575126,Friedrichstraße,residential,30,True,False,119.19,"LINESTRING (9.6068689 47.7828709, 9.6069517 47.7828565, 9.6076032 47.7827434, 9.607648 47.7827356, 9.6084156 47.7826086)",,,,,
899256205,Georgstraße,secondary,50,True,False,59.612,"LINESTRING (9.6068689 47.7828709, 9.6067262 47.7825136, 9.6067183 47.7824939, 9.6066771 47.7823508)",2,,,,
292979154,Karlstraße,secondary,50,True,False,105.12,"LINESTRING (9.609033 47.7824939, 9.6093318 47.7833085, 9.6093422 47.7833368, 9.6093697 47.7834118)",2,K 7975,,,
75509912,Adlerstraße,living_street,,True,False,9.567,"LINESTRING (9.6093154 47.7820651, 9.6091908 47.7820849)",,,,,
26611664,Klosterstraße,living_street,,False,False,56.289,"LINESTRING (9.6119553 47.7807375, 9.611804 47.7802416)",,,,,
6894597,Frauenstraße,secondary,50,False,True,91.767,"LINESTRING (9.617883 47.7825879, 9.6186809 47.7832153)",2,L 325,,,
6894597,Frauenstraße,secondary,50,False,False,70.74000000000001,"LINESTRING (9.617883 47.7825879, 9.6174139 47.7822277, 9.6173621 47.7821839, 9.6172628 47.7821073)",2,L 325,,,
26753372,Theresia-Gerhardinger-Weg,living_street,,False,False,72.199,"LINESTRING (9.6069149 47.7781161, 9.6078777 47.7781706)",,,,,
49989422,Ziegelstraße,residential,50,False,False,122.624,"LINESTRING (9.6069149 47.7781161, 9.6068871 47.7783396, 9.606884 47.7783643, 9.6068414 47.7787014, 9.6068308 47.7787848, 9.6068265 47.7788231, 9.606783 47.7792153)",,,,,
49989422,Ziegelstraße,residential,50,False,True,77.868,"LINESTRING (9.6069149 47.7781161, 9.6069275 47.7779675, 9.6069541 47.7776553, 9.6070004 47.7774186)",,,,,
26753372,Theresia-Gerhardinger-Weg,living_street,,False,False,66.149,"LINESTRING (9.6078777 47.7781706, 9.6087609 47.7782111)",,,,,
26753372,Theresia-Gerhardinger-Weg,living_street,,False,True,72.199,"LINESTRING (9.6078777 47.7781706, 9.6069149 47.7781161)",,,,,
49982163,Neuwiesenstraße,living_street,,False,False,109.048,"LINESTRING (9.6078777 47.7781706, 9.6075711 47.7791294)",,,,,
26753373,Neuwiesenstraße,residential,30,False,False,96.89699999999999,"LINESTRING (9.6078777 47.7781706, 9.6079153 47.7780263, 9.6076926 47.777317)",,,,,
49982164,Rudolfstraße,residential,,False,False,106.031,"LINESTRING (9.6089578 47.7789271, 9.6075711 47.7791294)",,,,,
27196606,Rudolfstraße,residential,30,False,False,115.24899999999998,"LINESTRING (9.6089578 47.7789271, 9.6090997 47.7789068, 9.6102586 47.7787237, 9.6103132 47.7787151, 9.6104599 47.7786919)",,,,,
184337383,Olgastraße,residential,,False,True,81.289,"LINESTRING (9.6089578 47.7789271, 9.6089563 47.7787767, 9.6087609 47.7782111)",,,,,
188171549,Olgastraße,residential,,True,False,172.685,"LINESTRING (9.6089578 47.7789271, 9.6088995 47.7795689, 9.6088805 47.7797773, 9.6088438 47.7801801, 9.6088328 47.7803014, 9.6088293 47.7803395, 9.608852 47.7804766)",,,,,
27146666,Raueneggstraße,residential,50,False,False,6.834,"LINESTRING (9.6180904 47.7813518, 9.6181779 47.7813697)",,,,,
"[169935330, 5197891]",Leonhardstraße,primary,50,True,False,90.38499999999999,"LINESTRING (9.6180904 47.7813518, 9.6181057 47.7812736, 9.6180993 47.7811912, 9.6180627 47.7810625, 9.6179602 47.7808318, 9.617879 47.7805575)",1,B 32,,,
27146666,Raueneggstraße,residential,50,False,True,34.318,"LINESTRING (9.6185943 47.7812838, 9.6183616 47.7813797, 9.6182885 47.7813847, 9.6181779 47.7813697)",,,,,
27889329,Mühlstraße,residential,30,False,False,187.34499999999997,"LINESTRING (9.6185943 47.7812838, 9.6183882 47.7810836, 9.6181112 47.7806019, 9.6179144 47.7802598, 9.6179184 47.7802273, 9.6179533 47.7801974, 9.6182558 47.77995, 9.6183549 47.7797964)",,,,,
169935345,Raueneggstraße,residential,50,True,False,59.867999999999995,"LINESTRING (9.6185943 47.7812838, 9.6183932 47.7814222, 9.6181895 47.7815515, 9.6180059 47.7816481)",,,,,
27196604,Römerstraße,living_street,,False,False,83.284,"LINESTRING (9.6103949 47.7768976, 9.6106282 47.77763)",,,,,
27196607,Friedrich-Schiller-Straße,living_street,,False,False,40.431,"LINESTRING (9.6103949 47.7768976, 9.6098778 47.7770046)",,,,,
27196604,Römerstraße,living_street,,False,True,83.284,"LINESTRING (9.6106282 47.77763, 9.6103949 47.7768976)",,,,,
27196610,Römerstraße,living_street,,False,False,34.909,"LINESTRING (9.6107366 47.7778235, 9.6112006 47.777787)",,,,,
27196610,Römerstraße,living_street,,False,False,31.937,"LINESTRING (9.6112006 47.777787, 9.6113447 47.7780574)",,,,,
27196610,Römerstraße,living_street,,False,True,34.909,"LINESTRING (9.6112006 47.777787, 9.6107366 47.7778235)",,,,,
51016750,Römerstraße,living_street,,False,False,42.44,"LINESTRING (9.6112006 47.777787, 9.6117105 47.7776189)",,,,,
27196610,Römerstraße,living_street,,False,True,31.937,"LINESTRING (9.6113447 47.7780574, 9.6112006 47.777787)",,,,,
27196613,Römerstraße,living_street,,False,False,30.808,"LINESTRING (9.6114631 47.7782672, 9.6115654 47.7785356)",,,,,
27196606,Rudolfstraße,residential,30,False,True,84.415,"LINESTRING (9.6115654 47.7785356, 9.6104599 47.7786919)",,,,,
27196613,Römerstraße,living_street,,False,True,30.808,"LINESTRING (9.6115654 47.7785356, 9.6114631 47.7782672)",,,,,
27196606,Rudolfstraße,residential,30,False,False,51.364,"LINESTRING (9.6115654 47.7785356, 9.6116257 47.7785161, 9.6121928 47.7783469)",,,,,
27196614,Römerstraße,living_street,,False,False,161.59,"LINESTRING (9.6115654 47.7785356, 9.6118458 47.7789124, 9.6123713 47.7793838, 9.6125566 47.7795475, 9.6127361 47.7797518)",,,,,
27196614,Römerstraße,living_street,,False,True,161.59,"LINESTRING (9.6127361 47.7797518, 9.6125566 47.7795475, 9.6123713 47.7793838, 9.6118458 47.7789124, 9.6115654 47.7785356)",,,,,
"[1034006569, 1034010791]",Hirschgraben,residential,30,True,False,141.491,"LINESTRING (9.6127361 47.7797518, 9.6125174 47.7798098, 9.6122882 47.7798491, 9.6118853 47.7799069, 9.6113607 47.7799832, 9.6108982 47.7800505)",,,,,
"[27582073, 796395141]",Spohnstraße,residential,30,False,False,117.055,"LINESTRING (9.6181568 47.7839218, 9.6182617 47.7840348, 9.618464 47.7842529, 9.6185649 47.7843575, 9.6186936 47.7844935, 9.6189916 47.7848126)",,,,,
175020135,Spohnstraße,residential,30,True,False,95.519,"LINESTRING (9.617442 47.7832096, 9.6181568 47.7839218)",,,,,
530876437,Friedhofstraße,residential,30,False,False,92.568,"LINESTRING (9.617442 47.7832096, 9.6186809 47.7832153)",,,,,
530876437,Friedhofstraße,residential,30,False,True,146.154,"LINESTRING (9.617442 47.7832096, 9.6167038 47.7833113, 9.6164599 47.7833449, 9.6162701 47.783371, 9.6160948 47.7833917, 9.6155224 47.783462)",,,,,
27889329,Mühlstraße,residential,30,False,True,116.049,"LINESTRING (9.6187882 47.7787942, 9.6187761 47.7788232, 9.6184493 47.7795707, 9.6183549 47.7797964)",,,,,
"[5197888, 1002239293]",Wangener Straße,primary,50,False,False,216.14000000000004,"LINESTRING (9.6182673 47.7785032, 9.6184013 47.7782919, 9.6184229 47.7782578, 9.6184409 47.7782292, 9.6186115 47.7779587, 9.6186644 47.7778551, 9.6187107 47.7777176, 9.6187164 47.7776787, 9.6187389 47.7775249, 9.6187078 47.7771882, 9.6186245 47.7769183, 9.6186159 47.7768964, 9.6185304 47.7766301)",2,B 32,,,
"[115552928, 6894570]",Marktstraße,residential,50,False,False,136.497,"LINESTRING (9.6182673 47.7785032, 9.6182292 47.7784984, 9.6181284 47.7785339, 9.617912 47.778625, 9.6174328 47.7788818, 9.6168588 47.7792619)",2,,,,
"[1181081296, 169935365]",Leonhardstraße,primary,50,False,True,264.35,"LINESTRING (9.6182673 47.7785032, 9.6182149 47.7785682, 9.6181601 47.7786217, 9.6177133 47.7789524, 9.6175721 47.7790609, 9.6174508 47.7791739, 9.6173494 47.7792801, 9.6172758 47.7794024, 9.617264 47.7795037, 9.6172716 47.7795643, 9.6172864 47.7796241, 9.6173399 47.7796977, 9.6175872 47.7799467, 9.6177004 47.7800837, 9.6177964 47.7803588, 9.6178722 47.7805501, 9.617879 47.7805575)",2,B 32,,,
51016750,Römerstraße,living_street,,False,True,42.44,"LINESTRING (9.6117105 47.7776189, 9.6112006 47.777787)",,,,,
28520316,Leinerweg,residential,30,False,False,74.376,"LINESTRING (9.6117105 47.7776189, 9.6120174 47.7775411, 9.6124038 47.7774755, 9.6126505 47.7774038)",,,,,3
598085546,Seestraße,residential,30,False,False,88.614,"LINESTRING (9.6117105 47.7776189, 9.6119288 47.7779512, 9.6121402 47.7782728, 9.6121928 47.7783469)",,,,,
28520316,Leinerweg,residential,30,False,True,74.376,"LINESTRING (9.6126505 47.7774038, 9.6124038 47.7774755, 9.6120174 47.7775411, 9.6117105 47.7776189)",,,,,3
27889329,Mühlstraße,residential,30,False,False,116.049,"LINESTRING (9.6183549 47.7797964, 9.6184493 47.7795707, 9.6187761 47.7788232, 9.6187882 47.7787942)",,,,,
27889329,Mühlstraße,residential,30,False,True,187.345,"LINESTRING (9.6183549 47.7797964, 9.6182558 47.77995, 9.6179533 47.7801974, 9.6179184 47.7802273, 9.6179144 47.7802598, 9.6181112 47.7806019, 9.6183882 47.7810836, 9.6185943 47.7812838)",,,,,
27196607,Friedrich-Schiller-Straße,living_street,,False,True,40.431,"LINESTRING (9.6098778 47.7770046, 9.6103949 47.7768976)",,,,,
"[56150626, 26500917, 27196607]",Friedrich-Schiller-Straße,"['living_street', 'residential']",30,False,False,110.63499999999999,"LINESTRING (9.6098778 47.7770046, 9.6089003 47.7771293, 9.6087968 47.777145, 9.6085746 47.7771784, 9.6084261 47.7771996)",,,,,
49982159,Weinbergstraße,living_street,,False,False,192.621,"LINESTRING (9.6098778 47.7770046, 9.6102465 47.7781326, 9.6104599 47.7786919)",,,,,
49982164,Rudolfstraße,residential,,False,True,59.849999999999994,"LINESTRING (9.606783 47.7792153, 9.6068623 47.7792173, 9.6070955 47.7791995, 9.6072185 47.779182, 9.6075711 47.7791294)",,,,,
49989422,Ziegelstraße,residential,50,False,False,111.291,"LINESTRING (9.606783 47.7792153, 9.6067671 47.7793533, 9.6067449 47.7795512, 9.6067032 47.7798739, 9.6066895 47.7799913, 9.6066765 47.7800779, 9.6066718 47.7801096, 9.6066564 47.7802125)",,,,,
49989422,Ziegelstraße,residential,50,False,True,122.624,"LINESTRING (9.606783 47.7792153, 9.6068265 47.7788231, 9.6068308 47.7787848, 9.6068414 47.7787014, 9.606884 47.7783643, 9.6068871 47.7783396, 9.6069149 47.7781161)",,,,,
26753372,Theresia-Gerhardinger-Weg,living_street,,False,True,66.149,"LINESTRING (9.6087609 47.7782111, 9.6078777 47.7781706)",,,,,
184337383,Olgastraße,residential,,False,True,115.223,"LINESTRING (9.6087609 47.7782111, 9.6084261 47.7771996)",,,,,
184337383,Olgastraße,residential,,False,False,81.289,"LINESTRING (9.6087609 47.7782111, 9.6089563 47.7787767, 9.6089578 47.7789271)",,,,,
26500917,Friedrich-Schiller-Straße,residential,30,False,False,52.95399999999999,"LINESTRING (9.6076926 47.777317, 9.6075923 47.7773283, 9.6070004 47.7774186)",,,,,
26500917,Friedrich-Schiller-Straße,residential,30,False,True,56.344,"LINESTRING (9.6076926 47.777317, 9.6079344 47.7772783, 9.6083368 47.7772139, 9.6084261 47.7771996)",,,,,
26753373,Neuwiesenstraße,residential,30,False,True,96.89699999999999,"LINESTRING (9.6076926 47.777317, 9.6079153 47.7780263, 9.6078777 47.7781706)",,,,,
53031762,Karlstraße,secondary,50,True,False,53.190000000000005,"LINESTRING (9.610241 47.7850479, 9.610397 47.78522, 9.6104544 47.7852519, 9.6104899 47.7852717, 9.6105937 47.7853184, 9.6107483 47.7853599)",1,,,,
240654371,Karlstraße,secondary,50,True,False,46.304,"LINESTRING (9.610241 47.7850479, 9.6103236 47.7852832, 9.610332 47.7853071, 9.6103603 47.785456)",2,,,,
49982163,Neuwiesenstraße,living_street,,False,True,109.048,"LINESTRING (9.6075711 47.7791294, 9.6078777 47.7781706)",,,,,
49982164,Rudolfstraße,residential,,False,True,106.031,"LINESTRING (9.6075711 47.7791294, 9.6089578 47.7789271)",,,,,
49982164,Rudolfstraße,residential,,False,False,59.849999999999994,"LINESTRING (9.6075711 47.7791294, 9.6072185 47.779182, 9.6070955 47.7791995, 9.6068623 47.7792173, 9.606783 47.7792153)",,,,,
115552931,Holbeinstraße,living_street,,True,False,21.203,"LINESTRING (9.6184915 47.7784011, 9.6183271 47.7785033, 9.6182673 47.7785032)",,,,,
"[1038396964, 1174703661, 292979751]",Meersburger Straße,secondary,50,True,False,156.839,"LINESTRING (9.6066633 47.7815134, 9.6068288 47.7815054, 9.6074142 47.7815059, 9.6079844 47.7815059, 9.6084918 47.7815075, 9.6085724 47.7815102, 9.6087583 47.7815346)",2,K 7975,,,
"[848387403, 241982711]",Jahnstraße,secondary,50,True,False,59.515,"LINESTRING (9.6062231 47.7816167, 9.6061507 47.7815506, 9.6059839 47.78138, 9.6058974 47.7812861, 9.6058099 47.7811606)","['2', '3']",,,,
292979751,Meersburger Straße,secondary,50,True,False,34.888999999999996,"LINESTRING (9.6062231 47.7816167, 9.6065373 47.781535, 9.6066633 47.7815134)",2,K 7975,,,
5182265,Meersburger Straße,secondary,50,True,False,185.78000000000003,"LINESTRING (9.6087583 47.7815346, 9.6085719 47.7815767, 9.608047 47.7815803, 9.6074674 47.7815819, 9.6072758 47.7815841, 9.606805 47.781589, 9.6066304 47.7816156, 9.6065691 47.781625, 9.6065171 47.7816329, 9.6063086 47.7816941)",,K 7975,,,
"[525139888, 273469067, 273469068, 24573055]",Bachstraße,"['residential', 'living_street']",20,False,False,176.597,"LINESTRING (9.6087583 47.7815346, 9.608984 47.7814531, 9.6090449 47.7814395, 9.609174 47.7814125, 9.6092376 47.7814005, 9.6093227 47.7813881, 9.6094156 47.7813765, 9.6097527 47.7813124, 9.6101081 47.7812267, 9.6105367 47.7812038, 9.6107977 47.7812028, 9.6110388 47.7812103)",,,,,
292979154,Karlstraße,secondary,50,True,False,29.951999999999998,"LINESTRING (9.6087583 47.7815346, 9.6087613 47.7816301, 9.6087968 47.7818023)",2,K 7975,,,
184337383,Olgastraße,residential,,False,False,115.223,"LINESTRING (9.6084261 47.7771996, 9.6087609 47.7782111)",,,,,
26500917,Friedrich-Schiller-Straße,residential,30,False,False,56.34400000000001,"LINESTRING (9.6084261 47.7771996, 9.6083368 47.7772139, 9.6079344 47.7772783, 9.6076926 47.777317)",,,,,
"[56150626, 26500917, 27196607]",Friedrich-Schiller-Straße,"['residential', 'living_street']",30,False,True,110.63499999999999,"LINESTRING (9.6084261 47.7771996, 9.6085746 47.7771784, 9.6087968 47.777145, 9.6089003 47.7771293, 9.6098778 47.7770046)",,,,,
195715265,Reichlestraße,residential,30,False,True,67.878,"LINESTRING (9.6189151 47.7842154, 9.618961 47.7842903, 9.6189646 47.7843705, 9.6190334 47.7846336, 9.6190304 47.7847022, 9.6189916 47.7848126)",,,,,
723082441,Spohnstraße,residential,30,False,False,16.4,"LINESTRING (9.6189916 47.7848126, 9.6191037 47.7849394)",,,,,
195715265,Reichlestraße,residential,30,False,False,67.878,"LINESTRING (9.6189916 47.7848126, 9.6190304 47.7847022, 9.6190334 47.7846336, 9.6189646 47.7843705, 9.618961 47.7842903, 9.6189151 47.7842154)",,,,,
"[27582073, 796395141]",Spohnstraße,residential,30,False,True,117.055,"LINESTRING (9.6189916 47.7848126, 9.6186936 47.7844935, 9.6185649 47.7843575, 9.618464 47.7842529, 9.6182617 47.7840348, 9.6181568 47.7839218)",,,,,
530876437,Friedhofstraße,residential,30,False,False,146.154,"LINESTRING (9.6155224 47.783462, 9.6160948 47.7833917, 9.6162701 47.783371, 9.6164599 47.7833449, 9.6167038 47.7833113, 9.617442 47.7832096)",,,,,
5182270,Gartenstraße,secondary,50,True,False,29.266,"LINESTRING (9.615605 47.7841313, 9.6154315 47.7840313, 9.6153606 47.7840056, 9.615288 47.7839792)",2,,,,
"[674512002, 5182269, 275524607]",Gartenstraße,secondary,50,False,False,187.70000000000002,"LINESTRING (9.615605 47.7841313, 9.6157453 47.7842969, 9.615893 47.7844596, 9.6159763 47.7845588, 9.6160056 47.7845911, 9.6162037 47.784822, 9.6164526 47.7850978, 9.616564 47.7852151, 9.6168932 47.7855803)",2,,,,
208857679,Schussenstraße,primary,50,True,False,124.22300000000001,"LINESTRING (9.6146095 47.7843068, 9.6144557 47.7843698, 9.6136292 47.7846647, 9.6131437 47.7848336)",2,B 32,,,
"[208857658, 550618047]",Kuppelnaustraße,"['residential', 'living_street']",,True,False,112.022,"LINESTRING (9.6146095 47.7843068, 9.6146391 47.784374, 9.6148919 47.7851558, 9.6149365 47.7852898)",,,,,
208857679,Schussenstraße,primary,50,True,False,33.77,"LINESTRING (9.6131437 47.7848336, 9.6131086 47.784843, 9.6130025 47.7848714, 9.6127238 47.784946)",2,B 32,,,
208857679,Schussenstraße,primary,50,True,False,17.338,"LINESTRING (9.6127238 47.784946, 9.612561 47.7849936, 9.612511 47.7850082)",2,B 32,,,
208857679,Schussenstraße,primary,50,True,False,50.482,"LINESTRING (9.612511 47.7850082, 9.6120098 47.7851533, 9.6118905 47.7851879)",2,B 32,,,
1243553739,Allmandstraße,residential,50,False,False,8.357,"LINESTRING (9.6118905 47.7851879, 9.6118435 47.7851197)",,,,,
"[1058640171, 297096775]",Schussenstraße,primary,50,True,False,96.21300000000001,"LINESTRING (9.6118905 47.7851879, 9.6113315 47.7853243, 9.611283 47.7853361, 9.6107006 47.7854783, 9.6106801 47.7854833)","['2', '3']",B 32,,,
5182267,Schussenstraße,secondary,50,True,False,24.144,"LINESTRING (9.6106801 47.7854833, 9.6105815 47.7854789, 9.6105003 47.7854753, 9.610481 47.7854735, 9.6103603 47.785456)",2,,,,
8161340,Schussenstraße,primary,50,True,False,15.75,"LINESTRING (9.6106801 47.7854833, 9.610606 47.7855121, 9.6104976 47.7855542)",1,B 32,,,
"[1181081296, 169935365]",Leonhardstraße,primary,50,False,False,264.3500000000001,"LINESTRING (9.617879 47.7805575, 9.6178722 47.7805501, 9.6177964 47.7803588, 9.6177004 47.7800837, 9.6175872 47.7799467, 9.6173399 47.7796977, 9.6172864 47.7796241, 9.6172716 47.7795643, 9.617264 47.7795037, 9.6172758 47.7794024, 9.6173494 47.7792801, 9.6174508 47.7791739, 9.6175721 47.7790609, 9.6177133 47.7789524, 9.6181601 47.7786217, 9.6182149 47.7785682, 9.6182673 47.7785032)",2,B 32,,,
"[306134019, 217961123]",Leonhardstraße,primary,50,True,False,94.277,"LINESTRING (9.617879 47.7805575, 9.618034 47.7808271, 9.6181451 47.7810532, 9.6181919 47.78119, 9.6181939 47.7812813, 9.6181779 47.7813697)",2,B 32,,,
27146666,Raueneggstraße,residential,50,False,True,6.834,"LINESTRING (9.6181779 47.7813697, 9.6180904 47.7813518)",,,,,
27146666,Raueneggstraße,residential,50,False,False,34.318,"LINESTRING (9.6181779 47.7813697, 9.6182885 47.7813847, 9.6183616 47.7813797, 9.6185943 47.7812838)",,,,,
"[306134019, 217961124]",Leonhardstraße,primary,50,True,False,33.668,"LINESTRING (9.6181779 47.7813697, 9.6181448 47.7814573, 9.6180059 47.7816481)",2,B 32,,,
308219826,Schussenstraße,primary,50,True,False,31.018,"LINESTRING (9.6103603 47.785456, 9.6104757 47.7854162, 9.6105226 47.7854032, 9.6107483 47.7853599)",2,B 32,,,
"[591184754, 784301628]",Schussenstraße,secondary,50,True,False,178.33,"LINESTRING (9.6103603 47.785456, 9.6101861 47.7854044, 9.6100393 47.7853643, 9.6093031 47.7852474, 9.6083741 47.7851201, 9.6083409 47.7851156, 9.6080477 47.7850744)",2,,,,
292979154,Karlstraße,secondary,50,True,False,22.086,"LINESTRING (9.6087968 47.7818023, 9.6088428 47.7819985)",2,K 7975,,,
241116756,Adlerstraße,residential,,True,False,41.612,"LINESTRING (9.6087968 47.7818023, 9.6088512 47.7819078, 9.608886 47.7819815, 9.6089368 47.782027, 9.6090197 47.7820553, 9.6090832 47.7821055)",,,,,
1258144909,Adlerstraße,living_street,,False,False,8.36,"LINESTRING (9.6091908 47.7820849, 9.6090832 47.7821055)",,,,,
292979154,Karlstraße,secondary,50,True,False,29.88,"LINESTRING (9.6089297 47.7822343, 9.6090186 47.7824576, 9.609033 47.7824939)",2,K 7975,,,
247887093,Schillerplatz,residential,,False,False,58.881,"LINESTRING (9.6064908 47.7774833, 9.6065375 47.7769547)",,,,,
26500917,Friedrich-Schiller-Straße,residential,30,False,True,38.76,"LINESTRING (9.6064908 47.7774833, 9.606842 47.7774357, 9.6070004 47.7774186)",,,,,
247887093,Schillerplatz,residential,,False,True,58.881,"LINESTRING (9.6065375 47.7769547, 9.6064908 47.7774833)",,,,,
678407592,Wilhelm-Hauff-Straße,residential,50,False,False,49.796,"LINESTRING (9.6065375 47.7769547, 9.6070413 47.7770823, 9.6071611 47.7771126)",,,,,
24499801,Charlottenstraße,living_street,,True,False,27.953,"LINESTRING (9.613101 47.7835525, 9.6127526 47.7836441)",,,,,
26145076,Ziegelstraße,residential,,False,True,115.713,"LINESTRING (9.6065712 47.78125, 9.6065574 47.781199, 9.6065939 47.7808327, 9.6066095 47.7806272, 9.6066176 47.7805346, 9.6066215 47.7805053, 9.6066421 47.7803325, 9.6066468 47.7802931, 9.6066564 47.7802125)",2,,,,
273469106,Ziegelstraße,residential,,True,False,31.154,"LINESTRING (9.6065712 47.78125, 9.6065734 47.7813989, 9.6065736 47.7814113, 9.6066071 47.7814576, 9.6066633 47.7815134)",,,,,
462935202,Frauenstraße,secondary,50,False,True,9.425,"LINESTRING (9.6171822 47.7820421, 9.6172628 47.7821073)",,,,,
"[26193065, 525967387]",Frauenstraße,"['residential', 'living_street']",,False,False,66.528,"LINESTRING (9.6171822 47.7820421, 9.6170651 47.7819532, 9.6170352 47.7819302, 9.6169116 47.781835, 9.6165894 47.7815957)",,,,,
"[336256690, 5197891, 204309094]","['Wilhelmstraße', 'Leonhardstraße']",primary,50,True,False,103.97300000000001,"LINESTRING (9.6171822 47.7820421, 9.6173516 47.7819367, 9.6178306 47.7816463, 9.6179047 47.7815947, 9.6180472 47.7814391, 9.6180904 47.7813518)","['2', '1']",B 32,,,
275524610,Schussenstraße,primary,50,True,False,10.611,"LINESTRING (9.6151956 47.7833841, 9.6151859 47.7834793)",2,B 32,,,
275526042,Wilhelmstraße,primary,,False,True,8.083,"LINESTRING (9.6151956 47.7833841, 9.6151007 47.7833492)",,,,,
275524610,Schussenstraße,primary,50,True,False,10.522,"LINESTRING (9.6151859 47.7834793, 9.615189 47.7835739)",2,B 32,,,
"[329518674, 196820543]",Friedhofstraße,residential,,True,False,25.394,"LINESTRING (9.6151859 47.7834793, 9.6153618 47.7834838, 9.6153959 47.7834789, 9.6155224 47.783462)",,,,,
204309095,Gartenstraße,secondary_link,50,True,False,43.778999999999996,"LINESTRING (9.615189 47.7835739, 9.6153532 47.7837746, 9.6154604 47.7839227)",,,,,
275526043,Schussenstraße,primary,50,True,False,30.614,"LINESTRING (9.615189 47.7835739, 9.6151973 47.7837324, 9.6151988 47.7837619, 9.6152053 47.783849)",2,B 32,,,
275526044,Schussenstraße,primary,50,True,False,51.154,"LINESTRING (9.615039 47.7838066, 9.6150451 47.7837817, 9.6150483 47.7837593, 9.6150512 47.7837313, 9.6150677 47.7835687, 9.6150743 47.7834422, 9.6151007 47.7833492)",2,B 32,,,
275526043,Schussenstraße,primary,50,True,False,9.08,"LINESTRING (9.6152053 47.783849, 9.6151624 47.7839254)",2,B 32,,,
832176947,Gartenstraße,secondary_link,50,True,False,20.747999999999998,"LINESTRING (9.6152053 47.783849, 9.6153093 47.7838778, 9.6154604 47.7839227)",1,,,,
275524606,Gartenstraße,secondary_link,50,True,False,10.018,"LINESTRING (9.615087 47.7838914, 9.6152053 47.783849)",1,,,,
292810956,Gartenstraße,primary_link,50,True,False,10.088,"LINESTRING (9.615087 47.7838914, 9.615039 47.7838066)",1,,,,
292982412,Gartenstraße,secondary,50,True,False,25.588,"LINESTRING (9.6154604 47.7839227, 9.615605 47.7841313)",,,,,
292810956,Gartenstraße,primary_link,50,True,False,6.785,"LINESTRING (9.6151624 47.7839254, 9.615087 47.7838914)",1,,,,
292810964,Schussenstraße,primary,50,True,False,12.982999999999999,"LINESTRING (9.6151624 47.7839254, 9.6151396 47.7839561, 9.6150849 47.7840299)",2,B 32,,,
844679237,Schussenstraße,primary_link,50,True,False,16.198999999999998,"LINESTRING (9.615288 47.7839792, 9.6151893 47.784001, 9.6150849 47.7840299)",1,,,,
854077865,Gartenstraße,primary_link,50,True,False,11.128,"LINESTRING (9.615288 47.7839792, 9.61525 47.7839629, 9.6151624 47.7839254)",1,,,,
208857679,Schussenstraße,primary,50,True,False,47.237,"LINESTRING (9.6150849 47.7840299, 9.6149511 47.7841334, 9.6147767 47.7842255, 9.6146095 47.7843068)",2,B 32,,,
"[22930074, 22930071]","['Oberamteigasse', 'Rudolfstraße']",residential,,False,True,299.017,"LINESTRING (9.613144 47.7796592, 9.6132255 47.7796186, 9.6138111 47.7794322, 9.6135133 47.7790131, 9.6134602 47.7788901, 9.6134819 47.7787083, 9.6135016 47.7785565, 9.6134766 47.7785158, 9.6132034 47.778071, 9.6128722 47.7781614, 9.6121928 47.7783469)",,,,,
26193057,Federburgstraße,residential,30,False,True,7.695,"LINESTRING (9.613144 47.7796592, 9.6131266 47.779657, 9.6130428 47.7796464)",,,,,
275526042,Wilhelmstraße,primary,,False,False,8.083,"LINESTRING (9.6151007 47.7833492, 9.6151956 47.7833841)",,,,,
