osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,name,width,access,bridge,tunnel
514607524,L 162,secondary,50,roundabout,True,False,17.867,"LINESTRING (6.7601932 50.8005106, 6.7601753 50.8004805, 6.7601726 50.8004484, 6.7601854 50.8004173, 6.7602123 50.8003901, 6.760251 50.8003692)",,,,,,
"[718175119, 29143551]",L 162,secondary,50,,False,False,33.807,"LINESTRING (6.760501 50.8004825, 6.7606223 50.8005205, 6.7607152 50.8005441, 6.7609532 50.8005823)","['2', '3']",Herriger Straße,,,,
514607525,L 162,secondary,50,roundabout,True,False,27.970999999999997,"LINESTRING (6.760501 50.8004825, 6.7604736 50.8005207, 6.7604248 50.8005491, 6.7603624 50.8005632, 6.7602961 50.8005608, 6.7602366 50.8005423, 6.7601932 50.8005106)",,,,,,
29143550,L 162,secondary,50,roundabout,True,False,27.373,"LINESTRING (6.760251 50.8003692, 6.7602916 50.8003578, 6.7603354 50.8003536, 6.7603795 50.8003568, 6.7604207 50.8003672, 6.7604734 50.800397, 6.7605019 50.8004378, 6.760501 50.8004825)",,,,,,
29143556,L 162,tertiary,50,,False,True,166.858,"LINESTRING (6.760251 50.8003692, 6.7601464 50.8002966, 6.7599507 50.8001207, 6.759854 50.7999865, 6.7598385 50.7999657, 6.7591701 50.7990407)",,Erper Straße,,,,
26243954,L 162,secondary,30,,False,False,100.49100000000001,"LINESTRING (6.7647208 50.8001949, 6.7647246 50.800258, 6.7647228 50.8003282, 6.7647231 50.8003637, 6.7647234 50.8003975, 6.7647659 50.8007058, 6.7647959 50.8009238, 6.7648281 50.8010954)",2,Frenzenstraße,,,,
27043645,,secondary,30,,False,False,25.03,"LINESTRING (6.7647208 50.8001949, 6.7647021 50.8001433, 6.7646741 50.8000979, 6.7646519 50.8000651, 6.7645973 50.7999844)",2,Klosterstraße,,,,
30920050,,secondary,30,,False,False,22.396,"LINESTRING (6.7647208 50.8001949, 6.7647762 50.8001683, 6.764833 50.8001309, 6.7648811 50.8001044, 6.7649591 50.8000616)",3,Bonner Straße,,,,
205279048,L 162,secondary,50,,False,True,53.487,"LINESTRING (6.7647208 50.8001949, 6.7645608 50.8002215, 6.7645085 50.8002289, 6.7639794 50.8003033)",3,Herriger Straße,,,,
30920050,,secondary,30,,False,True,22.396,"LINESTRING (6.7649591 50.8000616, 6.7648811 50.8001044, 6.764833 50.8001309, 6.7647762 50.8001683, 6.7647208 50.8001949)",3,Bonner Straße,,,,
"[755000091, 205279043, 766650062, 766650063]",,secondary,30,,False,False,111.273,"LINESTRING (6.7649591 50.8000616, 6.765035 50.800028, 6.7651382 50.7999961, 6.7653503 50.7999577, 6.7653938 50.7999524, 6.7657495 50.7999451, 6.7658325 50.7999446, 6.7659948 50.7999614, 6.7663338 50.8000382, 6.7664793 50.800053)",3,Bonner Straße,,,,
26443281,,living_street,,,False,False,18.325,"LINESTRING (6.7664793 50.800053, 6.7664797 50.8001111, 6.7664803 50.8002178)",,Schloßstraße,,,,
39439130,,living_street,,,True,False,84.93299999999999,"LINESTRING (6.7664793 50.800053, 6.766478 50.8000131, 6.7664775 50.8000031, 6.766472 50.7998539, 6.7664511 50.7992894)",,Raiffeisenstraße,,,,
97748549,,secondary,30,,False,False,165.80900000000003,"LINESTRING (6.7664793 50.800053, 6.7666485 50.800058, 6.7674576 50.799979, 6.7681558 50.7999108, 6.7683865 50.7999039, 6.7684927 50.7999095, 6.7686908 50.7999199, 6.7688186 50.7999279)",,Bonner Straße,,,,
"[205279043, 755000091, 766650062, 766650063]",,secondary,30,,False,True,111.273,"LINESTRING (6.7664793 50.800053, 6.7663338 50.8000382, 6.7659948 50.7999614, 6.7658325 50.7999446, 6.7657495 50.7999451, 6.7653938 50.7999524, 6.7653503 50.7999577, 6.7651382 50.7999961, 6.765035 50.800028, 6.7649591 50.8000616)",3,Bonner Straße,,,,
162090466,,living_street,,,False,True,9.5,"LINESTRING (6.7665965 50.8008822, 6.7666041 50.8009675)",,Schloßstraße,,,,
39441521,,living_street,,,False,False,84.528,"LINESTRING (6.7665965 50.8008822, 6.7677067 50.800782, 6.7677875 50.8007762)",,Steinstraße,2.5,,,
151350028,,living_street,,,True,False,74.339,"LINESTRING (6.7665965 50.8008822, 6.7665745 50.8007131, 6.7665363 50.8005122, 6.7664803 50.8002178)",,Schloßstraße,,,,
27053413,,residential,30,,False,True,84.78299999999999,"LINESTRING (6.7692257 50.7956862, 6.7689628 50.7957013, 6.7685873 50.7957284, 6.7680281 50.7957765)",,Paul-Keller-Straße,,,,
"[450074888, 450074889, 27053181, 27043710]",,residential,30,,False,True,270.84799999999996,"LINESTRING (6.7692257 50.7956862, 6.7692185 50.7959411, 6.7692136 50.7961055, 6.769204 50.7964275, 6.7691964 50.7965274, 6.7690726 50.7971183, 6.7690555 50.7972539, 6.7690244 50.7973758, 6.7689944 50.7974066, 6.7689442 50.7974237, 6.7688825 50.7974396, 6.7688683 50.7974433, 6.7687691 50.7974514, 6.7678968 50.7974655)",,"['Friedrich-Engels-Straße', 'Von-Galen-Straße']",,,,
27043710,,residential,30,,False,True,82.253,"LINESTRING (6.7678968 50.7974655, 6.7667286 50.7975101)",,Friedrich-Engels-Straße,,,,
"[450074888, 450074889, 27053181, 27043710]",,residential,30,,False,False,270.848,"LINESTRING (6.7678968 50.7974655, 6.7687691 50.7974514, 6.7688683 50.7974433, 6.7688825 50.7974396, 6.7689442 50.7974237, 6.7689944 50.7974066, 6.7690244 50.7973758, 6.7690555 50.7972539, 6.7690726 50.7971183, 6.7691964 50.7965274, 6.769204 50.7964275, 6.7692136 50.7961055, 6.7692185 50.7959411, 6.7692257 50.7956862)",,"['Friedrich-Engels-Straße', 'Von-Galen-Straße']",,,,
"[27053458, 756557972]",,residential,30,,False,False,103.122,"LINESTRING (6.7678968 50.7974655, 6.7678736 50.7970894, 6.7678325 50.796539)",,Johannes-Even-Straße,,,,
27053425,,residential,30,,False,True,79.747,"LINESTRING (6.7640384 50.79599, 6.7645841 50.7959753, 6.765172 50.7959594)",,Karl-Arnold-Straße,,,,
27058683,,residential,30,,False,True,70.04,"LINESTRING (6.7642626 50.7966381, 6.7647121 50.7966262, 6.7652584 50.7966141)",,Karl-Arnold-Straße,,,,
27043722,,residential,30,,False,False,78.26100000000001,"LINESTRING (6.7652584 50.7966141, 6.7652988 50.7968243, 6.7653222 50.7969634, 6.7653447 50.7970977, 6.7653607 50.7972213, 6.765364 50.7973144)",,Karl-Arnold-Straße,,,,
27043722,,residential,30,,False,True,73.06200000000001,"LINESTRING (6.7652584 50.7966141, 6.7652473 50.7965558, 6.7651854 50.796107, 6.765172 50.7959594)",,Karl-Arnold-Straße,,,,
27058683,,residential,30,,False,False,70.04,"LINESTRING (6.7652584 50.7966141, 6.7647121 50.7966262, 6.7642626 50.7966381)",,Karl-Arnold-Straße,,,,
27102152,,residential,30,,False,True,87.505,"LINESTRING (6.7711781 50.8014279, 6.7711279 50.8015104, 6.7711129 50.8016164, 6.7711329 50.8017397, 6.7712725 50.8021995)",,Amselweg,,,,
