osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,bridge,lanes
360112487,Burgstraße,residential,50,False,True,3.796,,"LINESTRING (8.1882372 50.3916152, 8.1882531 50.3916478)",,
538502219,König-Konrad-Straße,secondary,,False,False,105.922,L 3063,"LINESTRING (8.1882372 50.3916152, 8.1883038 50.3915972, 8.1883681 50.391573, 8.1884379 50.3915413, 8.1894651 50.3910745)",,
23687969,Kalkstraße,residential,30,False,False,357.24699999999996,,"LINESTRING (8.1933032 50.3918685, 8.1933614 50.3917927, 8.1934333 50.3917288, 8.1937785 50.3915202, 8.193901 50.3914292, 8.1939739 50.3913395, 8.1940376 50.3912233, 8.194066 50.391124, 8.1940751 50.3910201, 8.1940609 50.3908678, 8.1940185 50.3906432, 8.1939789 50.3904334, 8.1939648 50.3903199, 8.1939516 50.389994, 8.1939635 50.3898746, 8.1940082 50.3897771, 8.1941044 50.3896332, 8.1943221 50.3893686, 8.1947142 50.3889459)",,
23803889,Grabenstraße,residential,30,False,False,337.433,,"LINESTRING (8.1933032 50.3918685, 8.1932442 50.3919335, 8.1924336 50.3926662, 8.1920141 50.3930745, 8.191754 50.3933287, 8.1917003 50.3933732, 8.1916477 50.3934016, 8.1915961 50.3934203, 8.191428 50.3934597, 8.190858 50.39359, 8.1907858 50.3935883, 8.1899202 50.3933879)",,
538502221,Weilburger Straße,secondary,50,False,False,53.777,L 3063,"LINESTRING (8.1933032 50.3918685, 8.1938245 50.3920049, 8.1940068 50.3920492)",,
538502221,Weilburger Straße,secondary,50,False,True,97.952,L 3063,"LINESTRING (8.1933032 50.3918685, 8.1929684 50.3917858, 8.1929435 50.3917794, 8.1927514 50.3917348, 8.1925281 50.3916878, 8.1924322 50.3916751, 8.1922689 50.3916563, 8.191978 50.3916378)",,
"[23638186, 25493597]",Am Lahnufer,residential,30,False,"[False, True]",107.75299999999999,,"LINESTRING (8.1887747 50.3943261, 8.188785 50.393935, 8.1887952 50.3935675, 8.1887896 50.3935226, 8.1887704 50.3934769, 8.1887407 50.3934319, 8.1886814 50.393374)",,
"[59614955, 233680851, 31522650, 31522653, 59614974]",Am Lahnufer,residential,30,False,False,265.995,,"LINESTRING (8.1887747 50.3943261, 8.1887743 50.394355, 8.1887565 50.3947621, 8.1887416 50.3948102, 8.1887053 50.3948503, 8.1886451 50.3948929, 8.1885808 50.3949194, 8.1885013 50.3949425, 8.1884422 50.3949502, 8.1872157 50.3950647, 8.1871828 50.3950665, 8.1871619 50.3950615, 8.1871471 50.3950487, 8.187141 50.3950204, 8.1870863 50.3946696, 8.1870444 50.3944828, 8.1869964 50.3943728, 8.1869278 50.3942913, 8.1869139 50.3942745, 8.1868888 50.3942573)",yes,
59614979,Weyandstraße,residential,,False,False,419.42699999999985,,"LINESTRING (8.1887747 50.3943261, 8.1888265 50.3943283, 8.1889202 50.3943475, 8.1890958 50.394399, 8.1891799 50.394431, 8.1892343 50.3944554, 8.1892811 50.3944841, 8.1893326 50.394522, 8.1895996 50.3948022, 8.1899941 50.3952269, 8.1900236 50.3952558, 8.1900611 50.395283, 8.190112 50.3953117, 8.1901729 50.3953371, 8.1911165 50.3956205, 8.1913374 50.3957055, 8.1917755 50.3959034, 8.1923481 50.3961969, 8.1924234 50.3962219, 8.1925188 50.3962435, 8.1926265 50.3962525, 8.1927364 50.3962471, 8.192832 50.3962321, 8.192899 50.3962097, 8.1929648 50.3961849, 8.1933623 50.3959949)",,
23803889,Grabenstraße,residential,30,False,True,89.126,,"LINESTRING (8.1886814 50.393374, 8.1888411 50.3933406, 8.188965 50.3933324, 8.1897217 50.3933517, 8.1897999 50.3933598, 8.1899202 50.3933879)",,
25493597,Am Lahnufer,residential,30,False,False,79.45100000000001,,"LINESTRING (8.1886814 50.393374, 8.1885167 50.3932271, 8.1883499 50.3930727, 8.188142 50.3928828, 8.1880368 50.3927895)",,
"[23638186, 25493597]",Am Lahnufer,residential,30,False,"[False, True]",107.75300000000001,,"LINESTRING (8.1886814 50.393374, 8.1887407 50.3934319, 8.1887704 50.3934769, 8.1887896 50.3935226, 8.1887952 50.3935675, 8.188785 50.393935, 8.1887747 50.3943261)",,
"[846638824, 25493594, 25493595, 29983915]","['Unterau', 'Am Lahnufer']",residential,30,False,True,317.254,,"LINESTRING (8.184793 50.3917885, 8.1849036 50.3918735, 8.1851703 50.3921409, 8.1863132 50.3932947, 8.1865627 50.3935466, 8.1866528 50.3936376, 8.1868091 50.3938067, 8.1868038 50.3938898, 8.1867837 50.3939387, 8.1868576 50.3941813, 8.1868888 50.3942573)",,
32009888,Am Engelsberg,residential,30,False,False,17.53,,"LINESTRING (8.1974135 50.3879434, 8.19738 50.3880996)",,
980105299,Zum Galgenberg,residential,,False,False,43.445,,"LINESTRING (8.1974135 50.3879434, 8.1980244 50.3879127)",,
32006762,Zum Galgenberg,residential,30,False,True,166.728,,"LINESTRING (8.1974135 50.3879434, 8.1966694 50.3879986, 8.196287 50.3880174, 8.195634 50.3880363, 8.1954952 50.3880237, 8.1950764 50.3879769)",,
23687971,Schweizergasse,residential,50,False,False,131.659,,"LINESTRING (8.1918656 50.3897293, 8.1912679 50.3898122, 8.1902462 50.3902663)",,
32004571,Peter-Paul-Straße,secondary,50,False,False,26.143,L 3365,"LINESTRING (8.1918656 50.3897293, 8.1919176 50.3898891, 8.1919132 50.3899202, 8.1918904 50.3899582)",,2
32004571,Peter-Paul-Straße,secondary,50,False,True,33.375,L 3365,"LINESTRING (8.1918656 50.3897293, 8.1918532 50.3896911, 8.1917701 50.3894354)",,2
23687971,Schweizergasse,residential,50,False,True,131.659,,"LINESTRING (8.1902462 50.3902663, 8.1912679 50.3898122, 8.1918656 50.3897293)",,
28306390,Schafgasse,residential,50,False,False,31.374000000000002,,"LINESTRING (8.1902462 50.3902663, 8.1902224 50.3902453, 8.1901255 50.390161, 8.1899868 50.3900377)",,
28306390,Schafgasse,residential,50,False,True,41.074,,"LINESTRING (8.1902462 50.3902663, 8.1905378 50.3905179, 8.1905818 50.390567)",,
40070951,Burgstraße,residential,50,False,False,35.51,,"LINESTRING (8.1892753 50.3916056, 8.189742 50.3914896)",,
23638184,Burgstraße,residential,50,False,False,72.779,,"LINESTRING (8.1892753 50.3916056, 8.189048 50.3916333, 8.1882531 50.3916478)",,
