osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,junction,access
40271384,2,St 2014,Altenstadter Straße,secondary,50,False,False,186.147,"LINESTRING (10.8906844 47.8177255, 10.8909475 47.8175701, 10.8911948 47.817367, 10.8913765 47.8172038, 10.8914273 47.8171564, 10.8917344 47.8168704, 10.891807 47.8168051, 10.8918788 47.8167444, 10.8922362 47.8164211)",,,
268161457,3,St 2014,,secondary,50,False,True,37.338,"LINESTRING (10.8943976 47.814988, 10.8940103 47.8152004)",,,
10635620,2,,Marktoberdorfer Straße,secondary,50,False,False,257.311,"LINESTRING (10.8943976 47.814988, 10.8942086 47.8149141, 10.8941133 47.8148565, 10.8939946 47.8147814, 10.8938805 47.8146698, 10.893818 47.8145417, 10.8937429 47.8143349, 10.8937192 47.8142277, 10.8936914 47.8141173, 10.8936639 47.8138546, 10.8936243 47.8136158, 10.8936163 47.813568, 10.8935997 47.8134679, 10.8935853 47.8133813, 10.8935442 47.8131946, 10.8934573 47.8129475, 10.8934268 47.812864)",,,
"[1029641665, 26756522, 494696848, 494696849, 142504374]",,,Am Maxtor,residential,"['50', '30']",False,False,199.95399999999998,"LINESTRING (10.8943976 47.814988, 10.8944998 47.8149369, 10.8945874 47.8148647, 10.8946454 47.8147956, 10.8946805 47.8147169, 10.8946841 47.8146405, 10.8946758 47.8145785, 10.8946508 47.814489, 10.8945556 47.8142441, 10.894529 47.8141593, 10.8944809 47.8140492, 10.8943998 47.8138849, 10.8943678 47.8138202, 10.8943611 47.8138034, 10.8943599 47.8137983, 10.8943588 47.8137938, 10.8943482 47.8137584, 10.8943478 47.8137271, 10.8943455 47.8136722, 10.8943614 47.8136402, 10.8943847 47.8136074, 10.8944644 47.8135428, 10.8945834 47.8134807, 10.8946656 47.8134534, 10.8947521 47.8134214)",building_passage,,
50286135,2,St 2014,Bahnhofstraße,secondary,50,False,False,42.076,"LINESTRING (10.8943976 47.814988, 10.8945269 47.8150271, 10.8949087 47.8151473)",,,
1225437188,3,St 2014,Bahnhofstraße,secondary,50,False,False,14.132,"LINESTRING (10.9000821 47.8150847, 10.9001179 47.8149599)",,,
12477447,,,Sonnenstraße,secondary,50,False,False,34.015,"LINESTRING (10.9000821 47.8150847, 10.9000477 47.8152206, 10.9000356 47.8153104, 10.9000299 47.8153882)",,,
411295506,2,,Hermann-Ranz-Straße,residential,50,False,True,13.712,"LINESTRING (10.9000821 47.8150847, 10.90016 47.8150675, 10.9002179 47.8150643, 10.9002613 47.815062)",,,
1225437189,2,St 2014,Bahnhofstraße,secondary,50,False,False,15.958,"LINESTRING (10.9000821 47.8150847, 10.8999099 47.8151183, 10.8998769 47.8151248)",,,
11470435,,St 2014,Peitinger Straße,secondary,50,True,False,17.649,"LINESTRING (10.9022749 47.8098557, 10.9021235 47.8099114, 10.9020768 47.8099405)",,,
11470436,,St 2014,Peitinger Straße,secondary,50,False,False,17.750999999999998,"LINESTRING (10.9022749 47.8098557, 10.9023733 47.8098215, 10.9024886 47.8097859)",,,
30749335,,,Lechvorstadt,residential,,False,False,23.727,"LINESTRING (10.9022749 47.8098557, 10.9023561 47.8099013, 10.9024489 47.8099413, 10.9025398 47.8099718)",,,
11470436,,St 2014,Peitinger Straße,secondary,50,False,True,17.750999999999998,"LINESTRING (10.9024886 47.8097859, 10.9023733 47.8098215, 10.9022749 47.8098557)",,,
168189220,,,Lechvorstadt,residential,,False,False,21.186999999999998,"LINESTRING (10.9024886 47.8097859, 10.9024951 47.8098719, 10.90251 47.8099135, 10.9025398 47.8099718)",,,
268161456,,,Augsburger Straße,tertiary,50,False,True,19.96,"LINESTRING (10.8958253 47.8176636, 10.8956949 47.8175069)",,,
35559938,,,Franz-Bader-Weg,residential,,False,False,79.342,"LINESTRING (10.8958253 47.8176636, 10.8965626 47.8175836, 10.8968771 47.8175648)",,,
1193196653,2,St 2014,Bahnhofstraße,secondary,50,True,False,14.435,"LINESTRING (10.9015516 47.8107021, 10.9015482 47.8105723)",,,
271978930,,St 2014,Bahnhofstraße,secondary,50,False,True,96.56200000000001,"LINESTRING (10.9015516 47.8107021, 10.9015226 47.8108542, 10.9015228 47.8109442, 10.9015479 47.8110438, 10.9015719 47.8110998, 10.9016181 47.8112349, 10.901712 47.8115559)",,,
1193196652,1,St 2014,Bahnhofstraße,secondary,50,True,False,22.986,"LINESTRING (10.9015482 47.8105723, 10.9015772 47.8103665)",,,
55488255,,St 2014,Bahnhofstraße,secondary,50,False,True,122.265,"LINESTRING (10.9015971 47.8127236, 10.9014523 47.8128515, 10.9012263 47.8130373, 10.9009245 47.8132899, 10.900778 47.8134126, 10.9005942 47.8135921)",,,
"[1092703008, 140752780, 411295508, 28962047]",2,St 2014,Bahnhofstraße,secondary,50,False,False,93.02899999999998,"LINESTRING (10.9015971 47.8127236, 10.9017303 47.8126012, 10.9017747 47.8125605, 10.9018008 47.8125228, 10.9018298 47.8124754, 10.9018701 47.8124031, 10.9018721 47.8123912, 10.9018748 47.8123747, 10.9018928 47.8123138, 10.9018838 47.8121908, 10.901865 47.8120917, 10.9018402 47.8120048, 10.9018224 47.8119436)",,,
"[9512029, 1193196678]",,,Hermann-Ranz-Straße,residential,50,False,False,107.993,"LINESTRING (10.9015971 47.8127236, 10.9016593 47.812755, 10.9017814 47.8128266, 10.9018216 47.8128708, 10.9018743 47.8129894, 10.9019064 47.8130733, 10.9021093 47.813604)",,,
9512029,,,Hermann-Ranz-Straße,residential,50,False,True,70.29599999999999,"LINESTRING (10.9019033 47.8151657, 10.9020493 47.8151025, 10.9020936 47.8150604, 10.9021111 47.8149975, 10.9021105 47.8145975)",,,
24734704,,,An der Leithe,residential,50,False,False,265.325,"LINESTRING (10.9019033 47.8151657, 10.9019647 47.8152019, 10.9020016 47.8152616, 10.9021054 47.8154365, 10.9021957 47.8155611, 10.9022973 47.8156923, 10.9025058 47.8159616, 10.9025352 47.8160737, 10.9026729 47.8162483, 10.9027175 47.8163091, 10.9027591 47.8163694, 10.902823 47.8164944, 10.9028905 47.8166662, 10.9029183 47.816823, 10.9029427 47.8169806, 10.90294 47.8170695, 10.9029093 47.8171613, 10.9028834 47.8172518, 10.902837 47.8173897)",,,
411295506,2,,Hermann-Ranz-Straße,residential,50,False,False,34.863,"LINESTRING (10.9019033 47.8151657, 10.9017924 47.8151455, 10.9014419 47.8151238)",,,
