osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,junction,access
26727143,,,Bürgermeister-Lechenbauer-Straße,residential,,False,False,6.72,"LINESTRING (10.8916799 47.8101849, 10.8917162 47.8101296)",,,
712893888,,,,secondary,,True,False,8.745000000000001,"LINESTRING (10.8916799 47.8101849, 10.8916773 47.8102127, 10.8916661 47.8102372, 10.8916474 47.810259)",,roundabout,
26727143,,,Bürgermeister-Lechenbauer-Straße,residential,,False,True,6.72,"LINESTRING (10.8917162 47.8101296, 10.8916799 47.8101849)",,,
30921673,,,Bürgermeister-Lechenbauer-Straße,residential,,False,False,6.317,"LINESTRING (10.8917162 47.8101296, 10.8916349 47.8101139)",,,
140752750,,,Bürgermeister-Lechenbauer-Straße,residential,,False,False,14.355,"LINESTRING (10.8917162 47.8101296, 10.8917945 47.8101041, 10.8918894 47.8100736)",,,
140752750,,,Bürgermeister-Lechenbauer-Straße,residential,,False,True,14.355,"LINESTRING (10.8918894 47.8100736, 10.8917945 47.8101041, 10.8917162 47.8101296)",,,
184056519,,,Bürgermeister-Lechenbauer-Straße,residential,30,False,False,189.906,"LINESTRING (10.8918894 47.8100736, 10.8920298 47.8100576, 10.8920891 47.8100868, 10.8925073 47.8103899, 10.8926777 47.8104979, 10.892823 47.8105906, 10.8930553 47.8106977, 10.8931363 47.8107305, 10.8932324 47.8107633, 10.8934137 47.8108293, 10.8937565 47.8109413, 10.8939548 47.8109775)",,,
"[70025090, 26727603]",,,"['Frauenberg', 'Frauentorweg']",residential,30,False,"[False, True]",316.47400000000005,"LINESTRING (10.8939548 47.8109775, 10.8940749 47.8110018, 10.8941768 47.8110198, 10.8942835 47.811036, 10.8944998 47.8110508, 10.894694 47.8110476, 10.8948815 47.8110206, 10.8949445 47.8110058, 10.8949657 47.8110256, 10.89498 47.8110519, 10.8949822 47.8111126, 10.8949455 47.8111649, 10.8948385 47.8112752, 10.8946167 47.8115249, 10.8945266 47.8116489, 10.8944145 47.8118028, 10.8941604 47.8121269, 10.8939956 47.8123314, 10.893968 47.8123628, 10.8938524 47.8124732, 10.8937456 47.8125303, 10.8936287 47.812598, 10.893568 47.8126624, 10.8935172 47.8127208, 10.8934268 47.812864)",,,destination
184056519,,,Bürgermeister-Lechenbauer-Straße,residential,30,False,True,189.906,"LINESTRING (10.8939548 47.8109775, 10.8937565 47.8109413, 10.8934137 47.8108293, 10.8932324 47.8107633, 10.8931363 47.8107305, 10.8930553 47.8106977, 10.892823 47.8105906, 10.8926777 47.8104979, 10.8925073 47.8103899, 10.8920891 47.8100868, 10.8920298 47.8100576, 10.8918894 47.8100736)",,,
411295505,,,Fanschuhstraße,residential,30,False,True,104.833,"LINESTRING (10.8939548 47.8109775, 10.8938858 47.811049, 10.8936975 47.8112522, 10.8936732 47.8112826, 10.8936472 47.8113109, 10.8933902 47.811658, 10.8933358 47.8117237, 10.8932682 47.8117987)",,,
"[1092703010, 269396735]",,,Fanschuhstraße,residential,,False,False,233.9,"LINESTRING (10.8939548 47.8109775, 10.8940318 47.8108949, 10.8941258 47.8107941, 10.8943518 47.8105634, 10.8945363 47.8103752, 10.8947325 47.8102152, 10.8950115 47.809999, 10.8950683 47.8099481, 10.8951342 47.8098629, 10.8953267 47.8095991, 10.8954526 47.8094419, 10.8955765 47.8092757, 10.8956294 47.8092102)",,,
30921912,,,Fanschuhstraße,residential,,False,False,43.025,"LINESTRING (10.8932682 47.8117987, 10.8931798 47.8118242, 10.8930374 47.8118284, 10.8928968 47.8117975, 10.8927694 47.8117033)",,,
411295505,,,Fanschuhstraße,residential,30,False,False,104.833,"LINESTRING (10.8932682 47.8117987, 10.8933358 47.8117237, 10.8933902 47.811658, 10.8936472 47.8113109, 10.8936732 47.8112826, 10.8936975 47.8112522, 10.8938858 47.811049, 10.8939548 47.8109775)",,,
1118869522,,,Fanschuhstraße,residential,,False,True,29.680999999999997,"LINESTRING (10.8932682 47.8117987, 10.8931258 47.811892, 10.8929546 47.8119595)",,,
26727293,,,Lechau West,residential,,False,True,14.994,"LINESTRING (10.8956294 47.8092102, 10.8958049 47.8092757)",,,
30921981,,,Dornauer Weg,residential,,False,False,36.772,"LINESTRING (10.8956294 47.8092102, 10.895251 47.8089986)",,,
"[1092703010, 269396735]",,,Fanschuhstraße,residential,,False,True,233.9,"LINESTRING (10.8956294 47.8092102, 10.8955765 47.8092757, 10.8954526 47.8094419, 10.8953267 47.8095991, 10.8951342 47.8098629, 10.8950683 47.8099481, 10.8950115 47.809999, 10.8947325 47.8102152, 10.8945363 47.8103752, 10.8943518 47.8105634, 10.8941258 47.8107941, 10.8940318 47.8108949, 10.8939548 47.8109775)",,,
304360159,,,Münzstraße,residential,30,False,False,73.979,"LINESTRING (10.8968415 47.8144157, 10.8968544 47.8139539, 10.8968652 47.8137506)",,,
304360159,,,Münzstraße,residential,30,False,True,72.307,"LINESTRING (10.8968415 47.8144157, 10.8968419 47.8147173, 10.8968394 47.814858, 10.8968244 47.8149189, 10.8967788 47.8149654, 10.8967295 47.814989, 10.8966574 47.8150011)",,,
28962045,,,Münzstraße,residential,10,False,False,43.691,"LINESTRING (10.8970688 47.8123083, 10.8971482 47.8122, 10.8971953 47.812082, 10.8972049 47.8119321)",,,
31964728,,,Münzstraße,residential,30,True,False,93.468,"LINESTRING (10.8970688 47.8123083, 10.8970739 47.8123939, 10.8970749 47.8124258, 10.8970356 47.8126291, 10.8969945 47.8127728, 10.896947 47.8130195, 10.8969232 47.8130717, 10.8968567 47.8131234)",,,
148085354,,,Weinstraße,residential,30,False,False,70.813,"LINESTRING (10.8970688 47.8123083, 10.8971654 47.8123358, 10.8973552 47.8123708, 10.8979909 47.81245)",,,
"[1193196674, 26727463]",,,Weinstraße,residential,30,False,True,47.168,"LINESTRING (10.8970688 47.8123083, 10.8968779 47.812278, 10.8967105 47.8122656, 10.8965367 47.8122527, 10.8964447 47.812257)",,,
26756931,,,Lechtorstraße,residential,30,False,True,13.339,"LINESTRING (10.8975648 47.8106726, 10.8973862 47.8106748)",,,
26757027,,,Lechtorstraße,residential,30,False,False,63.826,"LINESTRING (10.8975648 47.8106726, 10.8976453 47.8106672, 10.8978395 47.8106565, 10.8980464 47.8106613, 10.8982904 47.810667, 10.8984181 47.8106699)",,,
975447194,,,Münzstraße,residential,,True,False,9.454,"LINESTRING (10.8966402 47.815371, 10.8966574 47.8153424, 10.8966691 47.8152888)",,,
26727463,,,Weinstraße,residential,30,False,False,64.201,"LINESTRING (10.8955935 47.8122955, 10.895835 47.8122999, 10.8961546 47.8122941, 10.896351 47.8122829, 10.8964447 47.812257)",,,
30847168,,,Christophstraße,residential,30,True,False,98.035,"LINESTRING (10.8955935 47.8122955, 10.8956381 47.8121468, 10.8956537 47.8120939, 10.8957121 47.8118949, 10.8957611 47.8117256, 10.8958219 47.8115861, 10.8959081 47.8114419)",,,
184056520,,,Christophstraße,residential,30,False,False,95.274,"LINESTRING (10.8955935 47.8122955, 10.8954693 47.8125905, 10.8953369 47.8128335, 10.8951729 47.8131034)",,,
"[1193196674, 26727463]",,,Weinstraße,residential,30,False,False,47.16799999999999,"LINESTRING (10.8964447 47.812257, 10.8965367 47.8122527, 10.8967105 47.8122656, 10.8968779 47.812278, 10.8970688 47.8123083)",,,
26727463,,,Weinstraße,residential,30,False,True,64.201,"LINESTRING (10.8964447 47.812257, 10.896351 47.8122829, 10.8961546 47.8122941, 10.895835 47.8122999, 10.8955935 47.8122955)",,,
26997870,,,Kirchenstraße,residential,30,False,False,71.095,"LINESTRING (10.8964447 47.812257, 10.8963967 47.8125935, 10.8963636 47.8127434, 10.8963137 47.8128894)",,,
26997878,,,Kirchenstraße,residential,30,False,True,83.265,"LINESTRING (10.8964447 47.812257, 10.8964354 47.8121946, 10.8964446 47.8120698, 10.8965023 47.8118371, 10.8965822 47.8115163)",,,
148085354,,,Weinstraße,residential,30,False,True,39.384,"LINESTRING (10.8985124 47.8125029, 10.8979909 47.81245)",,,
"[26796421, 26796422]",,,"['Friedhofstraße', 'Amtsgerichtstraße']",residential,30,True,False,254.47400000000002,"LINESTRING (10.8985124 47.8125029, 10.8984653 47.8128129, 10.8984506 47.8129419, 10.898438 47.8130417, 10.8984317 47.8130918, 10.8983915 47.8133796, 10.8983498 47.813915, 10.8982898 47.8141622, 10.8982478 47.8143207, 10.8982286 47.814345, 10.8981961 47.8143627, 10.8981612 47.8143697, 10.8980289 47.8143717, 10.8977004 47.8143872, 10.8976079 47.8143999, 10.8975977 47.8144013)",,,
33572234,,,Weinstraße,residential,,False,False,41.346999999999994,"LINESTRING (10.8985124 47.8125029, 10.8986781 47.8125077, 10.8989217 47.8125111, 10.8990658 47.8125144)",,,
147985742,,,Georg-Handl-Straße,residential,,False,True,87.911,"LINESTRING (10.898407 47.8176505, 10.8983796 47.8176814, 10.898306 47.8177296, 10.8981664 47.8177988, 10.898095 47.8178219, 10.8980292 47.8178186, 10.8979847 47.8177842, 10.8979152 47.8177107, 10.8978343 47.8176042, 10.8977852 47.8175165, 10.8977544 47.8174276, 10.8977555 47.8173932)",,,
"[308461560, 308461558]",,,Blumenstraße,residential,50,False,False,57.257,"LINESTRING (10.898407 47.8176505, 10.8982073 47.8176036, 10.8980622 47.8175545, 10.8979002 47.8174906, 10.8978397 47.8174493, 10.8977555 47.8173932)",,,
308461560,,,Blumenstraße,residential,50,False,True,46.527,"LINESTRING (10.898407 47.8176505, 10.8985027 47.8176907, 10.8986116 47.8177548, 10.8988508 47.8179403)",,,
308461558,,,Blumenstraße,residential,50,False,False,25.795,"LINESTRING (10.8969781 47.815786, 10.8969253 47.8156994, 10.8969109 47.8156757, 10.8968222 47.8155799)",,,
308461558,,,Blumenstraße,residential,50,False,True,188.60099999999997,"LINESTRING (10.8969781 47.815786, 10.8969935 47.8158097, 10.8970266 47.815858, 10.897102 47.8160001, 10.8972574 47.816331, 10.8973281 47.8165004, 10.897396 47.8166901, 10.8974131 47.8167378, 10.8974608 47.8168486, 10.8974919 47.8169209, 10.8975372 47.8170449, 10.8975746 47.8171382, 10.8976382 47.8172552, 10.8976989 47.8173429, 10.8977555 47.8173932)",,,
26756521,,,Bauerngasse,residential,30,True,False,91.253,"LINESTRING (10.8966574 47.8150011, 10.8965618 47.8149966, 10.8964575 47.8149912, 10.8963477 47.8149736, 10.8962323 47.8149326, 10.8961488 47.8148783, 10.896085 47.8148342, 10.8960127 47.8147771, 10.8959635 47.8147399, 10.8958329 47.8146135, 10.8957474 47.8145262)",,,
304360159,,,Münzstraße,residential,30,False,False,72.307,"LINESTRING (10.8966574 47.8150011, 10.8967295 47.814989, 10.8967788 47.8149654, 10.8968244 47.8149189, 10.8968394 47.814858, 10.8968419 47.8147173, 10.8968415 47.8144157)",,,
"[304888800, 1193196675, 428304004]",,,Münzstraße,residential,30,False,True,32.011,"LINESTRING (10.8966574 47.8150011, 10.896657 47.8150954, 10.896663 47.815199, 10.8966639 47.8152066, 10.8966643 47.8152128, 10.8966659 47.8152384, 10.8966691 47.8152888)",building_passage,,
"[1029641665, 26756522, 494696848, 494696849, 142504374]",,,Am Maxtor,residential,"['50', '30']",False,True,199.95399999999998,"LINESTRING (10.8947521 47.8134214, 10.8946656 47.8134534, 10.8945834 47.8134807, 10.8944644 47.8135428, 10.8943847 47.8136074, 10.8943614 47.8136402, 10.8943455 47.8136722, 10.8943478 47.8137271, 10.8943482 47.8137584, 10.8943588 47.8137938, 10.8943599 47.8137983, 10.8943611 47.8138034, 10.8943678 47.8138202, 10.8943998 47.8138849, 10.8944809 47.8140492, 10.894529 47.8141593, 10.8945556 47.8142441, 10.8946508 47.814489, 10.8946758 47.8145785, 10.8946841 47.8146405, 10.8946805 47.8147169, 10.8946454 47.8147956, 10.8945874 47.8148647, 10.8944998 47.8149369, 10.8943976 47.814988)",building_passage,,
147638928,,,Bauerngasse,residential,30,False,True,24.090999999999998,"LINESTRING (10.8947521 47.8134214, 10.8947905 47.8134834, 10.8948986 47.8136141)",,,
184056520,,,Christophstraße,residential,30,False,True,48.346000000000004,"LINESTRING (10.8947521 47.8134214, 10.8948512 47.8133755, 10.894949 47.8133278, 10.895009 47.8132931, 10.8950696 47.8132333, 10.8951729 47.8131034)",,,
26756929,,,Lechtorstraße,residential,30,True,False,63.291,"LINESTRING (10.8965589 47.8105546, 10.8971577 47.8106283, 10.8973862 47.8106748)",,,
28962044,,,Christophstraße,residential,30,False,False,50.054,"LINESTRING (10.8965589 47.8105546, 10.8966242 47.8104381, 10.8966575 47.8103499, 10.896677 47.8102964, 10.8967136 47.8102098, 10.8967399 47.810122)",,,
26756931,,,Lechtorstraße,residential,30,False,False,13.339,"LINESTRING (10.8973862 47.8106748, 10.8975648 47.8106726)",,,
"[133892641, 483046982]",,,Lindenplatz,residential,30,True,False,154.28100000000003,"LINESTRING (10.8973862 47.8106748, 10.8974217 47.8105246, 10.8975079 47.8102455, 10.8975413 47.8101397, 10.8975564 47.8100625, 10.8975663 47.8100407, 10.8975884 47.8100274, 10.897612 47.8100202, 10.8976522 47.8100224, 10.8976792 47.8100299, 10.897698 47.8100482, 10.8977113 47.8100729, 10.8977142 47.8101024, 10.8977077 47.8101367, 10.89765 47.8103409, 10.8975993 47.8104886, 10.8975648 47.8106726)",,,
26757027,,,Lechtorstraße,residential,30,False,True,63.82600000000001,"LINESTRING (10.8984181 47.8106699, 10.8982904 47.810667, 10.8980464 47.8106613, 10.8978395 47.8106565, 10.8976453 47.8106672, 10.8975648 47.8106726)",,,
26757233,,,Lechberg,residential,30,False,False,7.955,"LINESTRING (10.8984181 47.8106699, 10.8984755 47.8106514, 10.8985131 47.8106376)",,,
26757367,,,Karmeliterstraße,residential,30,True,False,42.504000000000005,"LINESTRING (10.8984181 47.8106699, 10.8984287 47.8109959, 10.8984329 47.811052)",,,
"[30097129, 26813714]",,,"['Ballenhausstraße', 'Marienplatz']",residential,"['30', '10']",True,False,105.40400000000001,"LINESTRING (10.8984329 47.811052, 10.8980381 47.811048, 10.8975716 47.8110362, 10.8975974 47.8109032, 10.8976102 47.8107808, 10.8975648 47.8106726)",,,
45746868,,,Karmeliterstraße,residential,30,True,False,73.446,"LINESTRING (10.8984329 47.811052, 10.8984347 47.8110731, 10.8984426 47.8111622, 10.8984435 47.8112423, 10.8984463 47.8114074, 10.8984633 47.8117121)",,,
1193196650,,St 2014,Bahnhofstraße,secondary,50,True,False,6.777,"LINESTRING (10.9019567 47.8098177, 10.902047 47.8098238)",,,
307935757,,,Lechberg,residential,30,False,False,247.67800000000003,"LINESTRING (10.901401 47.8097964, 10.901268 47.8097882, 10.9011211 47.8097738, 10.9009671 47.8097627, 10.9008099 47.8097585, 10.9007208 47.8097606, 10.9005711 47.8097852, 10.9004849 47.8098089, 10.9003861 47.8098411, 10.9003357 47.8098628, 10.9000663 47.810032, 10.899843 47.8101881, 10.8996949 47.8102802, 10.8994951 47.8103974, 10.8993294 47.8104817, 10.8992712 47.8105002, 10.8991864 47.8105162, 10.8990561 47.8105374, 10.8989241 47.810559, 10.8986396 47.8106075, 10.8985131 47.8106376)",,,
"[102609670, 1153484295]",,,Lechberg,residential,30,True,False,24.995,"LINESTRING (10.901401 47.8097964, 10.9015731 47.8098, 10.9017352 47.8098079)",,,
1153484294,,,Lechuferstraße,unclassified,,True,False,25.998,"LINESTRING (10.9016491 47.8097082, 10.9019567 47.8098177)",,,
26757307,,,Kastanienweg,residential,50,False,True,42.417,"LINESTRING (10.9021093 47.813604, 10.9015423 47.8136271)",,,
9512029,,,Hermann-Ranz-Straße,residential,50,False,False,110.90299999999999,"LINESTRING (10.9021093 47.813604, 10.9021629 47.8138276, 10.9021543 47.81393, 10.9021471 47.8139948, 10.9021326 47.8143948, 10.9021105 47.8145975)",,,
"[9512029, 1193196678]",,,Hermann-Ranz-Straße,residential,50,False,True,107.993,"LINESTRING (10.9021093 47.813604, 10.9019064 47.8130733, 10.9018743 47.8129894, 10.9018216 47.8128708, 10.9017814 47.8128266, 10.9016593 47.812755, 10.9015971 47.8127236)",,,
45746868,,,Karmeliterstraße,residential,30,True,False,31.57,"LINESTRING (10.8984633 47.8117121, 10.8984888 47.8119955)",,,
428292308,,,Rentamtstraße,residential,30,False,True,64.817,"LINESTRING (10.8984633 47.8117121, 10.8982685 47.8116987, 10.8980875 47.8116795, 10.8978823 47.8116586, 10.8976042 47.8116299)",,,
26779026,,,Jänkerstraße,residential,30,False,True,88.452,"LINESTRING (10.8926872 47.8168382, 10.8924253 47.817097, 10.8922204 47.8173152, 10.8920488 47.817508)",,,
31525031,,,Semerstraße,residential,30,False,False,57.394999999999996,"LINESTRING (10.8926872 47.8168382, 10.892524 47.8166647, 10.8922362 47.8164211)",,,
26779026,,,Jänkerstraße,residential,30,False,False,88.452,"LINESTRING (10.8920488 47.817508, 10.8922204 47.8173152, 10.8924253 47.817097, 10.8926872 47.8168382)",,,
26779142,,,Heimstättenstraße,residential,,False,True,39.244,"LINESTRING (10.8956949 47.8175069, 10.8951908 47.8176068)",,,
268161456,,,Augsburger Straße,tertiary,50,False,False,19.96,"LINESTRING (10.8956949 47.8175069, 10.8958253 47.8176636)",,,
268161456,,,Augsburger Straße,tertiary,50,False,True,124.522,"LINESTRING (10.8956949 47.8175069, 10.8956717 47.8174594, 10.8955793 47.8173143, 10.8954109 47.8170077, 10.8952651 47.8167636, 10.8951093 47.8164588)",,,
26779662,,,Nordendstraße,residential,50,False,False,100.68700000000001,"LINESTRING (10.8993847 47.8177713, 10.8994259 47.8177506, 10.8996718 47.8176567, 10.8997776 47.8176122, 10.8999507 47.8175279, 10.9001029 47.8174452, 10.9004548 47.8172263)",,,
26779666,,,Jugendheimweg,residential,30,False,False,270.68899999999996,"LINESTRING (10.8993847 47.8177713, 10.899357 47.8174939, 10.8993234 47.8172735, 10.8992786 47.817066, 10.8992311 47.8168815, 10.8991818 47.8166889, 10.8990931 47.8164147, 10.8990516 47.8162547, 10.8990262 47.8161553, 10.8990044 47.8160267, 10.8990065 47.8158825, 10.8990407 47.815544, 10.8990461 47.8154566, 10.8990435 47.8153584)",,,
12477447,,,Sonnenstraße,secondary,50,False,True,150.42700000000002,"LINESTRING (10.9004548 47.8172263, 10.9003394 47.8168312, 10.9002642 47.8165468, 10.9001828 47.8162666, 10.9000895 47.815896)",,,
26779662,,,Nordendstraße,residential,50,False,True,100.687,"LINESTRING (10.9004548 47.8172263, 10.9001029 47.8174452, 10.8999507 47.8175279, 10.8997776 47.8176122, 10.8996718 47.8176567, 10.8994259 47.8177506, 10.8993847 47.8177713)",,,
26798317,,,Nordendstraße,residential,50,False,False,38.135,"LINESTRING (10.9004548 47.8172263, 10.9007561 47.8170737, 10.9008629 47.8170201)",,,
308461560,,,Blumenstraße,residential,50,False,False,46.527,"LINESTRING (10.8988508 47.8179403, 10.8986116 47.8177548, 10.8985027 47.8176907, 10.898407 47.8176505)",,,
26779142,,,Heimstättenstraße,residential,,False,False,12.034,"LINESTRING (10.8950374 47.8176397, 10.8951098 47.8176264, 10.8951908 47.8176068)",,,
26779729,,,Jakob-Pfeiffer-Straße,residential,,False,False,123.352,"LINESTRING (10.8950374 47.8176397, 10.8948932 47.8173646, 10.8947344 47.8170768, 10.8946724 47.8169282, 10.8946154 47.8168225, 10.8945009 47.8165909)",,,
26779729,,,Jakob-Pfeiffer-Straße,residential,,False,True,93.09599999999999,"LINESTRING (10.8946865 47.8156003, 10.8942545 47.8157092, 10.8941631 47.8157359, 10.8941168 47.8157606, 10.8941052 47.8157992, 10.894111 47.8158482, 10.8941892 47.8160157, 10.8942726 47.816162)",,,
268161456,,,Augsburger Straße,tertiary,50,False,False,100.55799999999999,"LINESTRING (10.8946865 47.8156003, 10.8947726 47.8157806, 10.8948582 47.8159388, 10.8949194 47.816061, 10.8949751 47.8161734, 10.8951093 47.8164588)",,,
268161456,,,Augsburger Straße,tertiary,50,False,True,53.672,"LINESTRING (10.8946865 47.8156003, 10.8947119 47.8155168, 10.8947116 47.8154667, 10.8947189 47.8154312, 10.8947791 47.8153246, 10.8949087 47.8151473)",,,
10635620,2,,Marktoberdorfer Straße,secondary,50,False,False,69.268,"LINESTRING (10.8921067 47.8109185, 10.891795 47.8105687, 10.8916763 47.8104265, 10.8916435 47.8103791)",,,
10635620,2,,Marktoberdorfer Straße,secondary,50,False,True,100.334,"LINESTRING (10.8921067 47.8109185, 10.8923892 47.8112388, 10.8925985 47.8114946, 10.8927694 47.8117033)",,,
26797322,,,Haldenbergerstraße,residential,,False,False,158.64000000000001,"LINESTRING (10.8921067 47.8109185, 10.8919255 47.8110927, 10.8918283 47.811182, 10.8917591 47.8112454, 10.8916088 47.8113712, 10.8914871 47.8114779, 10.8913806 47.8116171, 10.8913353 47.8117488, 10.891318 47.81187, 10.8913085 47.8119331, 10.8912545 47.8121829)",,,
26797322,,,Haldenbergerstraße,residential,,False,False,244.67100000000002,"LINESTRING (10.8910108 47.8131769, 10.8909433 47.8132354, 10.8907856 47.8136491, 10.8907604 47.8137071, 10.8907287 47.8138295, 10.8906953 47.8140594, 10.8906713 47.8142942, 10.8906937 47.8144999, 10.8907112 47.8147335, 10.8906784 47.8148802, 10.890644 47.8150306, 10.8905926 47.8151758, 10.8905863 47.8152441, 10.8906189 47.8153314)",,,
