osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width
572882187,False,2,K 42,Alte Wehrstraße,tertiary,50,False,229.85099999999997,"LINESTRING (7.2388938 50.1109893, 7.2391098 50.1109431, 7.2396459 50.1107532, 7.2400613 50.1106532, 7.2403233 50.1105816, 7.2406744 50.1104534, 7.2409504 50.1103649, 7.2411664 50.1103221, 7.2414487 50.1102959, 7.2416726 50.1102687, 7.2418698 50.1102383)",
"[240884134, 240884133, 984718110]",False,2,K 42,Alte Wehrstraße,tertiary,50,"[False, True]",283.767,"LINESTRING (7.240951 50.1082785, 7.240985 50.1083372, 7.241052 50.1084237, 7.2411298 50.1085131, 7.2412422 50.1086243, 7.2413883 50.1087434, 7.2415541 50.1088586, 7.2417169 50.108961, 7.2418578 50.1090434, 7.2420592 50.1091584, 7.2422908 50.1093004, 7.2423667 50.1093551, 7.2424334 50.1094169, 7.2424713 50.1094636, 7.2425067 50.1095096, 7.2425381 50.1095721, 7.2425548 50.1096281, 7.242561 50.1096876, 7.2425577 50.1097525, 7.2425408 50.1098124, 7.2425126 50.1098819, 7.2424756 50.10994, 7.242416 50.1100088, 7.2423311 50.1100741, 7.2422236 50.1101385, 7.2421482 50.1101694, 7.2420666 50.1101955, 7.2419655 50.1102228, 7.2418698 50.1102383)",
741651540,False,2,K 42,Im Mühlental,tertiary,50,False,64.464,"LINESTRING (7.240951 50.1082785, 7.2409273 50.1082347, 7.2408783 50.1081368, 7.2408204 50.1079868, 7.2407503 50.1077768, 7.240741 50.107746, 7.2407325 50.1077166)",
"[1177281224, 1176908301, 1177281223]",False,,,Im Mühlental,residential,,True,73.974,"LINESTRING (7.240951 50.1082785, 7.2408679 50.1083128, 7.2408474 50.10835, 7.2408444 50.1083839, 7.2408532 50.1087624, 7.2408403 50.1088408, 7.2408106 50.1089093)",
208485102,False,,,Im Mühlental,residential,,True,125.051,"LINESTRING (7.2407325 50.1077166, 7.2408138 50.1077029, 7.2408858 50.1076729, 7.2409125 50.1076322, 7.2407721 50.1072481, 7.2405994 50.1068424, 7.2405324 50.1067632, 7.2404329 50.1067812)",
741651540,False,2,K 42,Im Mühlental,tertiary,50,False,106.184,"LINESTRING (7.2407325 50.1077166, 7.2405765 50.1072211, 7.2404329 50.1067812)",
741651540,False,2,K 42,Im Mühlental,tertiary,50,True,64.464,"LINESTRING (7.2407325 50.1077166, 7.240741 50.107746, 7.2407503 50.1077768, 7.2408204 50.1079868, 7.2408783 50.1081368, 7.2409273 50.1082347, 7.240951 50.1082785)",
741651540,False,2,K 42,Im Mühlental,tertiary,50,True,149.716,"LINESTRING (7.2400252 50.1054608, 7.2401487 50.10594, 7.2404329 50.1067812)",
"[972104168, 126140388]",False,,,Kurierweg,residential,,False,279.14,"LINESTRING (7.2400252 50.1054608, 7.2402572 50.1054408, 7.2403461 50.1054499, 7.2406701 50.1055239, 7.2407062 50.1055769, 7.2407677 50.1056379, 7.2408064 50.1057028, 7.2408531 50.105855, 7.2409438 50.1061656, 7.2410309 50.106289, 7.2412146 50.1063678, 7.2414837 50.1064195, 7.2416133 50.1063728, 7.2416602 50.1062971, 7.2415584 50.1056994, 7.2416026 50.1055263)",
28309309,False,,,Auf dem Teich,residential,,False,124.92200000000001,"LINESTRING (7.2408106 50.1089093, 7.2409639 50.1089458, 7.2410262 50.108967, 7.2410737 50.108983, 7.2411174 50.1090036, 7.2411543 50.1090268, 7.2411858 50.1090586, 7.2412147 50.1091205, 7.241223 50.1091616, 7.2412559 50.1094299, 7.2412509 50.1094568, 7.2412308 50.1094899, 7.2412057 50.1095123, 7.2408565 50.109668, 7.2408103 50.1096817, 7.24076 50.1096921, 7.2407153 50.1096921)",3.5
