osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,junction,bridge,ref
"[235926624, 150454846]",False,3,Oberwallweg,residential,"['50', '30']",True,153.26000000000002,"LINESTRING (9.0533295 52.2613003, 9.0533841 52.2610831, 9.0533947 52.2610541, 9.053478 52.2608837, 9.0535941 52.2606557, 9.0536574 52.2605412, 9.0536914 52.2603872, 9.0536734 52.2603621, 9.0535592 52.2602029, 9.0532951 52.2600329)",,,,
"[148357203, 364376743]",False,3,Obertorstraße,tertiary,50,True,55.661,"LINESTRING (9.0533295 52.2613003, 9.052835 52.2612085, 9.0525564 52.2611386)",,,,
28454146,False,2,Scharnhorststraße,residential,50,True,187.535,"LINESTRING (9.0486915 52.2632301, 9.0488081 52.2639366, 9.0488509 52.2641956, 9.0489685 52.2649081)",,,,
363239051,False,2,Unterwallweg,tertiary,30,False,144.964,"LINESTRING (9.0486915 52.2632301, 9.0469008 52.2633564, 9.046675 52.2632984, 9.0466035 52.263273)",,,,
363239051,False,2,Unterwallweg,tertiary,30,True,122.267,"LINESTRING (9.0486915 52.2632301, 9.0496925 52.2632384, 9.0500994 52.2632475, 9.0504865 52.2632287)",,,,
25628130,False,,Bahnhofstraße,residential,50,True,137.86700000000002,"LINESTRING (9.0466035 52.263273, 9.0467487 52.2638528, 9.0469056 52.264499)",,,,
28413506,False,2,Gartenstraße,tertiary,50,False,109.58300000000001,"LINESTRING (9.0466035 52.263273, 9.0465144 52.2632445, 9.0459797 52.263052, 9.0459581 52.263044, 9.0454275 52.2628477, 9.0452562 52.2627413)",,,,
"[338704016, 363239041]",False,,Bahnhofstraße,residential,,False,41.307,"LINESTRING (9.0466035 52.263273, 9.0465389 52.2629311, 9.0465351 52.2629039)",,,,
363239051,False,2,Unterwallweg,tertiary,30,True,144.964,"LINESTRING (9.0466035 52.263273, 9.046675 52.2632984, 9.0469008 52.2633564, 9.0486915 52.2632301)",,,,
28385768,False,1,Gartenstraße,residential,50,False,11.47,"LINESTRING (9.0452562 52.2627413, 9.0450885 52.2627516)",,,,
15035844,False,2,Am Oberstenhof,tertiary,50,False,144.54199999999997,"LINESTRING (9.0452562 52.2627413, 9.0451914 52.2625957, 9.0451737 52.2623932, 9.0451752 52.2622501, 9.0451261 52.2620269, 9.0449233 52.2614625)",,,,
28413506,False,2,Gartenstraße,tertiary,50,True,109.583,"LINESTRING (9.0452562 52.2627413, 9.0454275 52.2628477, 9.0459581 52.263044, 9.0459797 52.263052, 9.0465144 52.2632445, 9.0466035 52.263273)",,,,
15035844,False,2,Am Oberstenhof,tertiary,50,True,93.029,"LINESTRING (9.044631 52.260651, 9.0446899 52.2607061, 9.0447411 52.2608011, 9.0448444 52.2611828, 9.0448816 52.2613146, 9.0449233 52.2614625)",,,,
337250526,False,,Lange Straße,residential,30,True,54.257999999999996,"LINESTRING (9.044631 52.260651, 9.0446904 52.2606138, 9.0453947 52.2605489)",5,,,
"[34336176, 110361233, 447390995, 437058421, 542923229, 542923230]",False,2,"['Schlossgartenstraße', 'Lange Straße']",tertiary,50,False,191.985,"LINESTRING (9.044631 52.260651, 9.0445933 52.2606424, 9.0444102 52.2606357, 9.0440558 52.2606513, 9.0439519 52.2606576, 9.0437412 52.260667, 9.0437147 52.2606682, 9.0435447 52.2606871, 9.0434355 52.2607147, 9.0425448 52.2609167, 9.0424232 52.2609257, 9.0421604 52.2609338, 9.0418895 52.260912)",,,yes,
1056101946,False,3,Friedrich-Bach-Straße,tertiary,50,False,7.185,"LINESTRING (9.0418895 52.260912, 9.0417889 52.2608924)",,,,K 82
"[34336176, 110361233, 447390995, 437058421, 542923229, 542923230]",False,2,"['Schlossgartenstraße', 'Lange Straße']",tertiary,50,True,191.98499999999996,"LINESTRING (9.0418895 52.260912, 9.0421604 52.2609338, 9.0424232 52.2609257, 9.0425448 52.2609167, 9.0434355 52.2607147, 9.0435447 52.2606871, 9.0437147 52.2606682, 9.0437412 52.260667, 9.0439519 52.2606576, 9.0440558 52.2606513, 9.0444102 52.2606357, 9.0445933 52.2606424, 9.044631 52.260651)",,,yes,
25627953,False,2,Maschstraße,residential,50,True,63.836,"LINESTRING (9.0454447 52.2642812, 9.0452279 52.264219, 9.0445954 52.2640375)",,,,
551715469,False,,,residential,,False,102.392,"LINESTRING (9.0454447 52.2642812, 9.0467716 52.2644887, 9.0469056 52.264499)",,,,
28450712,False,,Lülingstraße,residential,,True,31.878999999999998,"LINESTRING (9.0556559 52.25971, 9.0557452 52.2596392, 9.0558609 52.2594551)",,,,
"[338105437, 25628094]",False,"['2', '3']",Ulmenallee,tertiary,50,True,227.818,"LINESTRING (9.0556559 52.25971, 9.0556851 52.2600885, 9.0557165 52.2606145, 9.0557494 52.2611569, 9.0557607 52.2613565, 9.0557833 52.2617573)",,,,
1239693563,False,2,Ulmenallee,tertiary,50,False,33.899,"LINESTRING (9.0556559 52.25971, 9.0556218 52.2595309, 9.0555778 52.2594093)",,,,
1056101950,False,2,Herminenstraße,residential,,True,14.029,"LINESTRING (9.0531075 52.2570368, 9.0531302 52.2569114)",,,,
"[792435233, 1239693565]",False,2,Ulmenallee,tertiary,"['50', '30']",True,147.18599999999998,"LINESTRING (9.0531075 52.2570368, 9.0532211 52.2570604, 9.053366 52.2571355, 9.0535012 52.2572695, 9.053742 52.2576168, 9.0538304 52.2577216, 9.0540098 52.2579342, 9.0542341 52.2581335)",,,,
"[43206470, 1155633741, 1155633742, 1155633743, 1214065872]",False,2,Herminenstraße,tertiary,"['50', '30']",False,333.028,"LINESTRING (9.0531075 52.2570368, 9.0529426 52.2570465, 9.0527571 52.2571026, 9.0526685 52.2571368, 9.0523785 52.2572488, 9.0519999 52.257395, 9.0516297 52.2575379, 9.0516031 52.2575442, 9.0512807 52.2576315, 9.0502979 52.2578598, 9.0491293 52.2581339, 9.0490185 52.2581571, 9.0488999 52.2581787, 9.0487692 52.2581837, 9.0486374 52.2581864)",,,,
28474290,False,2,Pulverstraße,residential,50,True,232.86499999999998,"LINESTRING (9.0521996 52.2655959, 9.0520568 52.2655757, 9.0502447 52.265184, 9.0489685 52.2649081)",,,,
336485246,False,2,Jetenburger Straße,residential,50,True,197.06,"LINESTRING (9.0521996 52.2655959, 9.0524243 52.2656215, 9.0527242 52.2656441, 9.0529938 52.2656428, 9.0532937 52.2656164, 9.0536802 52.2655824, 9.0539666 52.2655099, 9.0549758 52.2652546)",,,,
25627953,False,2,Maschstraße,residential,50,False,63.836,"LINESTRING (9.0445954 52.2640375, 9.0452279 52.264219, 9.0454447 52.2642812)",,,,
25627953,False,2,Maschstraße,residential,50,True,182.522,"LINESTRING (9.0445954 52.2640375, 9.0430831 52.2635888, 9.0420959 52.2634861)",,,,
28454146,False,2,Scharnhorststraße,residential,50,False,187.535,"LINESTRING (9.0489685 52.2649081, 9.0488509 52.2641956, 9.0488081 52.2639366, 9.0486915 52.2632301)",,,,
28474290,False,2,Pulverstraße,residential,50,False,232.86499999999998,"LINESTRING (9.0489685 52.2649081, 9.0502447 52.265184, 9.0520568 52.2655757, 9.0521996 52.2655959)",,,,
"[28474290, 551715469]",False,2,Pulverstraße,residential,50,True,147.738,"LINESTRING (9.0489685 52.2649081, 9.0470347 52.264509, 9.0469056 52.264499)",,,,
28413604,True,,Neue Straße,residential,30,False,176.463,"LINESTRING (9.0483883 52.2612727, 9.048624 52.2628531)",2.5,,,
"[236083793, 25628137]",True,,Trompeterstraße,residential,30,False,224.048,"LINESTRING (9.0483883 52.2612727, 9.0494205 52.2616754, 9.0495641 52.2617335, 9.0501057 52.2619423, 9.0506477 52.2621824, 9.0510737 52.2624293)",2.5,,,
15035841,False,2,Unterwallweg,tertiary,30,False,87.856,"LINESTRING (9.05163 52.2628645, 9.0514092 52.2629372, 9.0508365 52.2631387, 9.0504865 52.2632287)",,,,
15035841,False,2,Unterwallweg,tertiary,30,True,228.62400000000002,"LINESTRING (9.05163 52.2628645, 9.052352 52.2626158, 9.0527451 52.2624892, 9.052949 52.2623808, 9.0530308 52.2622955, 9.0530752 52.2621987, 9.0531073 52.2620759, 9.0531499 52.2619133, 9.0531908 52.2617113, 9.0532186 52.2616082, 9.0533295 52.2613003)",,,,
338704016,False,,Bahnhofstraße,residential,,False,104.485,"LINESTRING (9.0465351 52.2629039, 9.0462781 52.2619775)",,,,
28413606,True,1,Wallstraße,residential,,False,142.27800000000002,"LINESTRING (9.0465351 52.2629039, 9.0471388 52.2628937, 9.048624 52.2628531)",,,,
"[338704016, 363239041]",False,,Bahnhofstraße,residential,,True,41.307,"LINESTRING (9.0465351 52.2629039, 9.0465389 52.2629311, 9.0466035 52.263273)",,,,
28413604,True,,Neue Straße,residential,30,False,42.171,"LINESTRING (9.048624 52.2628531, 9.0486915 52.2632301)",2.5,,,
236083793,True,,Trompeterstraße,residential,30,False,61.442,"LINESTRING (9.0510737 52.2624293, 9.05163 52.2628645)",2.5,,,
25628145,True,1,Wallstraße,residential,30,False,178.126,"LINESTRING (9.0510737 52.2624293, 9.0499626 52.2628149, 9.048624 52.2628531)",,,,
25628152,False,,,unclassified,,False,30.415,"LINESTRING (9.0504865 52.2632287, 9.0505913 52.2634946)",,,,
15035841,False,2,Unterwallweg,tertiary,30,True,87.85600000000001,"LINESTRING (9.0504865 52.2632287, 9.0508365 52.2631387, 9.0514092 52.2629372, 9.05163 52.2628645)",,,,
363239051,False,2,Unterwallweg,tertiary,30,False,122.267,"LINESTRING (9.0504865 52.2632287, 9.0500994 52.2632475, 9.0496925 52.2632384, 9.0486915 52.2632301)",,,,
25628152,False,,,unclassified,,True,30.415,"LINESTRING (9.0505913 52.2634946, 9.0504865 52.2632287)",,,,
"[202620789, 202620781]",False,,,unclassified,,False,233.375,"LINESTRING (9.0505913 52.2634946, 9.0510489 52.2638055, 9.0514389 52.2640704, 9.0514904 52.2641807, 9.0513113 52.264302, 9.0509322 52.2642595, 9.0507702 52.2641333, 9.0506451 52.2638025, 9.0505913 52.2634946)",,,,
"[202620781, 202620789]",False,,,unclassified,,True,233.375,"LINESTRING (9.0505913 52.2634946, 9.0506451 52.2638025, 9.0507702 52.2641333, 9.0509322 52.2642595, 9.0513113 52.264302, 9.0514904 52.2641807, 9.0514389 52.2640704, 9.0510489 52.2638055, 9.0505913 52.2634946)",,,,
28385080,False,2,Friedrich-Bach-Straße,residential,,False,70.538,"LINESTRING (9.0420959 52.2634861, 9.0421355 52.2628522)",,,,
25627953,False,2,Maschstraße,residential,50,False,182.522,"LINESTRING (9.0420959 52.2634861, 9.0430831 52.2635888, 9.0445954 52.2640375)",,,,
28385080,False,2,Friedrich-Bach-Straße,residential,,True,152.76600000000002,"LINESTRING (9.0420959 52.2634861, 9.0420736 52.263803, 9.0420451 52.2638649, 9.0419835 52.2639987, 9.0418861 52.26421, 9.041605 52.26482)",,,,
28385080,False,2,Friedrich-Bach-Straße,residential,,True,70.538,"LINESTRING (9.0421355 52.2628522, 9.0420959 52.2634861)",,,,
28385080,False,2,Friedrich-Bach-Straße,residential,,False,121.109,"LINESTRING (9.0421355 52.2628522, 9.0421339 52.2626281, 9.0420147 52.2623027, 9.0419818 52.2622332, 9.0417731 52.2617921)",,,,
450769455,False,,Gartenstraße,residential,50,True,76.18,"LINESTRING (9.0421355 52.2628522, 9.0425466 52.2628148, 9.0429578 52.2627567, 9.0431997 52.2626683)",,,,
25628238,False,1,Schwieringweg,residential,,False,188.127,"LINESTRING (9.0431997 52.2626683, 9.0427515 52.261683, 9.0427239 52.2616224, 9.0417731 52.2617921)",,,,
450769455,False,,Gartenstraße,residential,50,False,76.17999999999999,"LINESTRING (9.0431997 52.2626683, 9.0429578 52.2627567, 9.0425466 52.2628148, 9.0421355 52.2628522)",,,,
"[28385768, 1082738860, 450769455]",False,1,Gartenstraße,residential,50,True,132.895,"LINESTRING (9.0431997 52.2626683, 9.0435164 52.2625743, 9.0436511 52.2625934, 9.0439457 52.2626066, 9.0446311 52.2626936, 9.0450885 52.2627516)",,,yes,
25628238,False,1,Schwieringweg,residential,,True,188.127,"LINESTRING (9.0417731 52.2617921, 9.0427239 52.2616224, 9.0427515 52.261683, 9.0431997 52.2626683)",,,,
28385080,False,2,Friedrich-Bach-Straße,residential,,True,121.109,"LINESTRING (9.0417731 52.2617921, 9.0419818 52.2622332, 9.0420147 52.2623027, 9.0421339 52.2626281, 9.0421355 52.2628522)",,,,
150454836,False,,Fürst-Ernst-Straße,residential,30,False,39.14,"LINESTRING (9.0516364 52.2593721, 9.0519597 52.2591796, 9.0520238 52.2591146)",,,,
150454841,False,1,Kirchweg,residential,,True,91.475,"LINESTRING (9.0516364 52.2593721, 9.0513166 52.2595035, 9.0511324 52.2595863, 9.0510861 52.2596071, 9.0509967 52.2596577, 9.0509578 52.2596816, 9.0508955 52.2597199, 9.0508389 52.2597637, 9.0507931 52.2597934, 9.0506017 52.2598916)",,,,
150454836,False,,Fürst-Ernst-Straße,residential,30,True,173.781,"LINESTRING (9.0542341 52.2581335, 9.0541183 52.2581755, 9.0528348 52.2586411, 9.0523627 52.2588201, 9.0521129 52.2589883)",,,,
"[792435232, 1239693564, 828387528]",False,2,Ulmenallee,tertiary,"['50', '30']",True,169.46200000000002,"LINESTRING (9.0542341 52.2581335, 9.0546059 52.2584049, 9.0551007 52.2588621, 9.0555016 52.2592893, 9.0555778 52.2594093)",,,,
"[792435233, 1239693565]",False,2,Ulmenallee,tertiary,"['50', '30']",False,147.18599999999998,"LINESTRING (9.0542341 52.2581335, 9.0540098 52.2579342, 9.0538304 52.2577216, 9.053742 52.2576168, 9.0535012 52.2572695, 9.053366 52.2571355, 9.0532211 52.2570604, 9.0531075 52.2570368)",,,,
150454836,False,,Fürst-Ernst-Straße,residential,30,False,15.297,"LINESTRING (9.0520238 52.2591146, 9.0521129 52.2589883)",,,,
150454836,False,,Fürst-Ernst-Straße,residential,30,True,39.14,"LINESTRING (9.0520238 52.2591146, 9.0519597 52.2591796, 9.0516364 52.2593721)",,,,
1056101951,False,,Oberwallweg,residential,30,False,134.383,"LINESTRING (9.0520238 52.2591146, 9.0526749 52.2596681, 9.0527012 52.2596836, 9.0532951 52.2600329)",,,,
1213019971,False,,Reitweg,residential,30,False,53.577,"LINESTRING (9.0474952 52.2582752, 9.0478066 52.2582049, 9.0481315 52.2581779, 9.0482585 52.2581719)",,,,
"[28450873, 1213019971, 487360877, 28450822]",False,,"['Reitweg', 'Schlossplatz']",residential,30,"[False, True]",244.698,"LINESTRING (9.0474952 52.2582752, 9.047453 52.2582869, 9.0472332 52.2583476, 9.0469579 52.258395, 9.0468353 52.2584254, 9.0464597 52.2586791, 9.0463873 52.2593971, 9.0464133 52.2594518, 9.0462539 52.2595071, 9.0455665 52.2597392, 9.0454846 52.2597669)",,,,
"[28385745, 1213019974, 1213019975]",False,2,Ernst-Kestner-Straße,residential,30,True,322.482,"LINESTRING (9.0474952 52.2582752, 9.0478205 52.2588673, 9.0479305 52.2589806, 9.0480324 52.2590495, 9.0482792 52.2591612, 9.0483999 52.2592449, 9.0484739 52.2593356, 9.0488335 52.2596666, 9.0488398 52.2597095, 9.0488103 52.259739, 9.0487378 52.259762, 9.0483111 52.2597707, 9.0479337 52.2597675, 9.0477508 52.259763, 9.0477027 52.2597617, 9.0477401 52.2595963, 9.0475849 52.2592867)",,,,
25628197,True,1,Dammstraße,residential,,False,146.871,"LINESTRING (9.0450885 52.2627516, 9.0445954 52.2640375)",,,,
28385768,False,1,Gartenstraße,residential,50,True,11.47,"LINESTRING (9.0450885 52.2627516, 9.0452562 52.2627413)",,,,
"[28385768, 1082738860, 450769455]",False,1,Gartenstraße,residential,50,False,132.895,"LINESTRING (9.0450885 52.2627516, 9.0446311 52.2626936, 9.0439457 52.2626066, 9.0436511 52.2625934, 9.0435164 52.2625743, 9.0431997 52.2626683)",,,yes,
1056101950,False,2,Herminenstraße,residential,,False,14.029,"LINESTRING (9.0531302 52.2569114, 9.0531075 52.2570368)",,,,
150454841,False,1,Kirchweg,residential,,False,91.475,"LINESTRING (9.0506017 52.2598916, 9.0507931 52.2597934, 9.0508389 52.2597637, 9.0508955 52.2597199, 9.0509578 52.2596816, 9.0509967 52.2596577, 9.0510861 52.2596071, 9.0511324 52.2595863, 9.0513166 52.2595035, 9.0516364 52.2593721)",,,,
338704016,False,,Bahnhofstraße,residential,,True,104.485,"LINESTRING (9.0462781 52.2619775, 9.0465351 52.2629039)",,,,
1229548780,False,,Bahnhofstraße,living_street,,False,87.726,"LINESTRING (9.0462781 52.2619775, 9.0461003 52.2611961)",,,,
"[28413604, 25628303]",True,,"['Sackstraße', 'Neue Straße']",residential,30,False,193.849,"LINESTRING (9.0462781 52.2619775, 9.047756 52.2618322, 9.0478769 52.2617785, 9.047926 52.2617085, 9.0480712 52.2613146, 9.0481608 52.2612308, 9.0482197 52.2612173, 9.0483883 52.2612727)",2.5,,,
1229548780,False,,Bahnhofstraße,living_street,,True,87.726,"LINESTRING (9.0461003 52.2611961, 9.0462781 52.2619775)",,,,
"[445698625, 1229548781]",False,,Am Rathaus,"['living_street', 'residential']",,True,101.32900000000001,"LINESTRING (9.0461003 52.2611961, 9.0451632 52.261272, 9.0451343 52.2612861, 9.0451286 52.2613068, 9.0451686 52.2614422, 9.0449233 52.2614625)",,,,
445698627,False,,Sablé-Platz,living_street,,False,70.85900000000001,"LINESTRING (9.0461003 52.2611961, 9.0465896 52.2611766, 9.0471395 52.2611571)",,,,
"[28385745, 1213019974, 1213019975]",False,2,Ernst-Kestner-Straße,residential,30,False,322.48199999999997,"LINESTRING (9.0475849 52.2592867, 9.0477401 52.2595963, 9.0477027 52.2597617, 9.0477508 52.259763, 9.0479337 52.2597675, 9.0483111 52.2597707, 9.0487378 52.259762, 9.0488103 52.259739, 9.0488398 52.2597095, 9.0488335 52.2596666, 9.0484739 52.2593356, 9.0483999 52.2592449, 9.0482792 52.2591612, 9.0480324 52.2590495, 9.0479305 52.2589806, 9.0478205 52.2588673, 9.0474952 52.2582752)",,,,
"[28450873, 1213019971, 487360877, 28450822]",False,,"['Reitweg', 'Schlossplatz']",residential,30,"[False, True]",244.69799999999995,"LINESTRING (9.0454846 52.2597669, 9.0455665 52.2597392, 9.0462539 52.2595071, 9.0464133 52.2594518, 9.0463873 52.2593971, 9.0464597 52.2586791, 9.0468353 52.2584254, 9.0469579 52.258395, 9.0472332 52.2583476, 9.047453 52.2582869, 9.0474952 52.2582752)",,,,
445698627,False,,Sablé-Platz,living_street,,True,43.967999999999996,"LINESTRING (9.0477854 52.2611574, 9.0475972 52.2611537, 9.0471395 52.2611571)",,,,
"[28941888, 28577700]",False,1,"['Schwenstraße', 'Totenweg']",residential,,True,219.742,"LINESTRING (9.0556079 52.2642497, 9.0550174 52.2642532, 9.0545054 52.2643554, 9.0542527 52.2643802, 9.0539903 52.2643856, 9.0536339 52.2644011, 9.0534612 52.2644151, 9.0533663 52.2644302, 9.0532836 52.2644446, 9.0530019 52.2645022, 9.0527289 52.2645707, 9.0527418 52.2647381)",,,,
336485250,False,2,Scheier Straße,tertiary,50,False,116.03699999999999,"LINESTRING (9.0556079 52.2642497, 9.055617 52.2641165, 9.0556441 52.2637056, 9.0556671 52.2632068)",,,,
336485250,False,2,Scheier Straße,tertiary,50,True,63.971000000000004,"LINESTRING (9.0556079 52.2642497, 9.0555729 52.2647904, 9.0555657 52.2648243)",,,,
337250527,True,1,Scheier Straße,tertiary,50,False,23.929000000000002,"LINESTRING (9.0555137 52.265408, 9.0554861 52.2653342, 9.0554808 52.2652925, 9.0554746 52.2652454, 9.0554768 52.265195)",,,,
28385080,False,2,Friedrich-Bach-Straße,residential,,False,152.766,"LINESTRING (9.041605 52.26482, 9.0418861 52.26421, 9.0419835 52.2639987, 9.0420451 52.2638649, 9.0420736 52.263803, 9.0420959 52.2634861)",,,,
"[235888504, 28846523]",False,,Schießhof,residential,,True,61.7,"LINESTRING (9.041605 52.26482, 9.0420534 52.2647927, 9.0424342 52.2647782, 9.0425086 52.2647761)",,,yes,
28864063,False,,Petersilienstraße,living_street,,False,88.26599999999999,"LINESTRING (9.0471395 52.2611571, 9.0471219 52.2610796, 9.0470964 52.2610078, 9.0469989 52.2608337, 9.0469087 52.2607188, 9.0468858 52.2606804, 9.0467556 52.2604019)",,,,
445698627,False,,Sablé-Platz,living_street,,False,43.967999999999996,"LINESTRING (9.0471395 52.2611571, 9.0475972 52.2611537, 9.0477854 52.2611574)",,,,
445698627,False,,Sablé-Platz,living_street,,True,70.85900000000001,"LINESTRING (9.0471395 52.2611571, 9.0465896 52.2611766, 9.0461003 52.2611961)",,,,
28864063,False,,Petersilienstraße,living_street,,True,88.266,"LINESTRING (9.0467556 52.2604019, 9.0468858 52.2606804, 9.0469087 52.2607188, 9.0469989 52.2608337, 9.0470964 52.2610078, 9.0471219 52.2610796, 9.0471395 52.2611571)",,,,
"[28941888, 28577700]",False,1,"['Schwenstraße', 'Totenweg']",residential,,False,219.74200000000002,"LINESTRING (9.0527418 52.2647381, 9.0527289 52.2645707, 9.0530019 52.2645022, 9.0532836 52.2644446, 9.0533663 52.2644302, 9.0534612 52.2644151, 9.0536339 52.2644011, 9.0539903 52.2643856, 9.0542527 52.2643802, 9.0545054 52.2643554, 9.0550174 52.2642532, 9.0556079 52.2642497)",,,,
28450712,False,,Lülingstraße,residential,,False,14.36,"LINESTRING (9.0559413 52.2593357, 9.0558609 52.2594551)",,,,
28941639,False,,Lülingstraße,residential,50,False,26.058,"LINESTRING (9.0559413 52.2593357, 9.0556512 52.2593944, 9.0555778 52.2594093)",,,,
28941639,False,,Lülingstraße,residential,50,True,26.058,"LINESTRING (9.0555778 52.2594093, 9.0556512 52.2593944, 9.0559413 52.2593357)",,,,
28941640,False,,Hermann-Löns-Straße,residential,,False,171.48700000000002,"LINESTRING (9.0555778 52.2594093, 9.0554229 52.2594848, 9.0550599 52.2596302, 9.0546888 52.2597496, 9.0532951 52.2600329)",,,,
"[828387528, 792435232, 1239693564]",False,2,Ulmenallee,tertiary,"['50', '30']",False,169.462,"LINESTRING (9.0555778 52.2594093, 9.0555016 52.2592893, 9.0551007 52.2588621, 9.0546059 52.2584049, 9.0542341 52.2581335)",,,,
1239693563,False,2,Ulmenallee,tertiary,50,True,33.899,"LINESTRING (9.0555778 52.2594093, 9.0556218 52.2595309, 9.0556559 52.25971)",,,,
28941640,False,,Hermann-Löns-Straße,residential,,True,171.48700000000002,"LINESTRING (9.0532951 52.2600329, 9.0546888 52.2597496, 9.0550599 52.2596302, 9.0554229 52.2594848, 9.0555778 52.2594093)",,,,
"[235926624, 150454846]",False,3,Oberwallweg,residential,"['50', '30']",False,153.26000000000002,"LINESTRING (9.0532951 52.2600329, 9.0535592 52.2602029, 9.0536734 52.2603621, 9.0536914 52.2603872, 9.0536574 52.2605412, 9.0535941 52.2606557, 9.053478 52.2608837, 9.0533947 52.2610541, 9.0533841 52.2610831, 9.0533295 52.2613003)",,,,
1056101951,False,,Oberwallweg,residential,30,True,134.383,"LINESTRING (9.0532951 52.2600329, 9.0527012 52.2596836, 9.0526749 52.2596681, 9.0520238 52.2591146)",,,,
150454836,False,,Fürst-Ernst-Straße,residential,30,True,15.297,"LINESTRING (9.0521129 52.2589883, 9.0520238 52.2591146)",,,,
150454836,False,,Fürst-Ernst-Straße,residential,30,False,173.781,"LINESTRING (9.0521129 52.2589883, 9.0523627 52.2588201, 9.0528348 52.2586411, 9.0541183 52.2581755, 9.0542341 52.2581335)",,,,
