osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,bridge,tunnel,access,width
9285299,True,Hinterer Anger,residential,30,False,212.92199999999997,"LINESTRING (10.8774572 48.0512058, 10.8775716 48.0517412, 10.877609 48.0518862, 10.8776151 48.0519106, 10.877649 48.0520681, 10.8776756 48.05221, 10.8776993 48.0523279, 10.8777083 48.0523721, 10.8777183 48.0524881, 10.877715 48.0525905, 10.8777029 48.0527341, 10.877698 48.0527846, 10.877689 48.0528424, 10.8776685 48.0529201, 10.8776625 48.0529704, 10.8776548 48.0530204, 10.8776403 48.0531055)",,,,,,
8093851,False,Von-Kühlmann-Straße,residential,50,False,36.299,"LINESTRING (10.8741426 48.0472162, 10.8740315 48.0472847, 10.8739754 48.0473174, 10.873764 48.0474217)",3,,,,,
"[192438336, 243687105, 160637889, 113359587, 10760102, 25370826, 243687115, 193061420, 193391405, 124537037, 158241846, 25000633]",False,"['Karolinenbrücke', 'Hauptplatz', 'Katharinenstraße', 'Neue Bergstraße', 'Hubert-von-Herkomer-Straße']",secondary,"['50', '30']",False,461.525,"LINESTRING (10.8741426 48.0472162, 10.8742901 48.0472584, 10.8743558 48.0472765, 10.8757196 48.0476661, 10.8758225 48.0477003, 10.8758408 48.0477068, 10.8759601 48.0477528, 10.8760651 48.0478043, 10.876091 48.0478201, 10.8762622 48.0479373, 10.8764186 48.0480537, 10.8764416 48.0480727, 10.8764553 48.0480888, 10.8764666 48.0481111, 10.8764704 48.0481348, 10.8764689 48.0481657, 10.8764697 48.048282, 10.8764709 48.0483125, 10.8764787 48.048513, 10.8764978 48.0486985, 10.8765035 48.0487284, 10.8765403 48.048923, 10.876599 48.0490844, 10.876614 48.049117, 10.8766633 48.0492242, 10.8766848 48.0492673, 10.8767238 48.0493257, 10.8767866 48.0494103, 10.876859 48.0494965, 10.8769955 48.0496396, 10.8771238 48.0497519, 10.877164 48.049783, 10.8772006 48.0498025, 10.8772311 48.0498111, 10.8772714 48.0498124, 10.8773103 48.0498074, 10.8773512 48.0497963, 10.8773916 48.0497786, 10.877425 48.0497569, 10.877449 48.0497374, 10.8775027 48.0496767, 10.8775052 48.0496736, 10.8775769 48.0495765, 10.8776099 48.0495296, 10.8776351 48.0494874, 10.8776494 48.0494505)",2,St 2054,yes,building_passage,,
314032894,False,Katharinenstraße,secondary,50,True,31.236,"LINESTRING (10.8741426 48.0472162, 10.8739892 48.0471694, 10.8739468 48.0471565, 10.8737603 48.0470996)",3,St 2054,,,,
112575618,False,Von-Kühlmann-Straße,residential,50,False,7.581,"LINESTRING (10.8708191 48.052151, 10.870857 48.0522143)",,,,,,
25371034,False,Herbstweg,residential,30,False,125.81300000000002,"LINESTRING (10.8708191 48.052151, 10.8704458 48.0523147, 10.8700645 48.052471, 10.8699585 48.0525145, 10.8696028 48.0526286, 10.8694113 48.0526858, 10.869366 48.0527217)",,,,,,
"[112575618, 776065629]",False,Von-Kühlmann-Straße,residential,50,"[False, True]",62.037000000000006,"LINESTRING (10.8708191 48.052151, 10.8707391 48.0519798, 10.8705895 48.0516147)",,,,,,
24734485,False,Adolph-Kolping-Straße,residential,30,False,47.719,"LINESTRING (10.874179 48.050897, 10.8744435 48.0508808, 10.8745164 48.0508743, 10.8747474 48.0508726, 10.8748192 48.0508735)",,,,,,
638748234,False,Lechstraße,residential,30,True,104.408,"LINESTRING (10.874179 48.050897, 10.8741784 48.0508514, 10.8741765 48.0507531, 10.8741708 48.0507197, 10.8741449 48.0506863, 10.8740959 48.0506749, 10.8740412 48.0506754, 10.8739059 48.0507141, 10.8738614 48.0507723, 10.8738458 48.0508099, 10.873844 48.0508777, 10.8738579 48.0509623, 10.8738809 48.0510126, 10.8739414 48.0510574, 10.8740515 48.0510838, 10.8741354 48.0511012, 10.8741974 48.0511234)",,,,,,
638748237,False,Lechstraße,residential,30,False,25.248,"LINESTRING (10.874179 48.050897, 10.8741853 48.0510699, 10.8741974 48.0511234)",,,,,,
