osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,access
"[1169733933, 28812629]",Lange Straße,residential,50,False,True,82.717,"LINESTRING (10.9849023 52.4259172, 10.9848499 52.4259048, 10.9848106 52.4258878, 10.9847372 52.425835, 10.9846537 52.4257632, 10.9841686 52.4253319)",,,,
"[1080932350, 1080932349, 101202750]",Lange Straße,secondary,50,False,True,116.516,"LINESTRING (10.9849023 52.4259172, 10.9848979 52.4259586, 10.9849155 52.4260118, 10.9849492 52.4260639, 10.9849961 52.4261192, 10.9850331 52.4261563, 10.9850841 52.4261984, 10.9854446 52.4264963, 10.9854859 52.4265314, 10.9855989 52.4266271, 10.9857359 52.4267429, 10.985808 52.4267893)",2,L 22,yes,
28812602,An der Stadtmauer,residential,50,False,False,320.231,"LINESTRING (10.985808 52.4267893, 10.9856427 52.4267936, 10.9855531 52.4268021, 10.9854974 52.4268146, 10.985346 52.4268703, 10.9852656 52.4268971, 10.9852077 52.4269229, 10.9851602 52.4269527, 10.9851032 52.4270018, 10.9850111 52.4270948, 10.9848539 52.4272762, 10.9847295 52.4274244, 10.9845712 52.4275802, 10.9843861 52.4277482, 10.9842197 52.4279022, 10.9841184 52.4280095, 10.9840375 52.4281173, 10.9839481 52.4282434, 10.9839 52.4283277, 10.9838045 52.4285264, 10.9837466 52.4286641, 10.9837415 52.428687, 10.983742 52.4287063, 10.983752 52.4287229, 10.9837693 52.4287355, 10.9838035 52.4287451, 10.9844587 52.4288387)",,,,
28812612,Achterstraße,residential,50,False,False,157.215,"LINESTRING (10.985808 52.4267893, 10.9857299 52.426877, 10.9854933 52.4272037, 10.9853698 52.4273575, 10.9851922 52.427592, 10.9849666 52.4278785, 10.9848307 52.428071)",,,,
"[101202750, 1080932349, 1080932350]",Lange Straße,secondary,50,False,False,116.516,"LINESTRING (10.985808 52.4267893, 10.9857359 52.4267429, 10.9855989 52.4266271, 10.9854859 52.4265314, 10.9854446 52.4264963, 10.9850841 52.4261984, 10.9850331 52.4261563, 10.9849961 52.4261192, 10.9849492 52.4260639, 10.9849155 52.4260118, 10.9848979 52.4259586, 10.9849023 52.4259172)",2,L 22,yes,
1080932350,Lange Straße,secondary,50,False,True,58.177,"LINESTRING (10.985808 52.4267893, 10.9859739 52.426881, 10.9862293 52.4270228, 10.9863544 52.427101, 10.9863948 52.427133, 10.9864088 52.427158)",2,L 22,,
"[28812578, 195176131]",Burgstraße,residential,30,False,"[False, True]",167.313,"LINESTRING (10.9864088 52.427158, 10.9865142 52.4271861, 10.9866084 52.4272143, 10.9868276 52.4272798, 10.9871901 52.4273809, 10.9872361 52.4273972, 10.9872338 52.4274311, 10.987219 52.4274657, 10.987075 52.4276683, 10.9869785 52.4278101, 10.986902 52.4279396, 10.9867575 52.4282349, 10.9867247 52.4282876)",,,,
1080932350,Lange Straße,secondary,50,False,False,58.17700000000001,"LINESTRING (10.9864088 52.427158, 10.9863948 52.427133, 10.9863544 52.427101, 10.9862293 52.4270228, 10.9859739 52.426881, 10.985808 52.4267893)",2,L 22,,
1169733932,Lange Straße,secondary,50,False,True,117.24000000000001,"LINESTRING (10.9864088 52.427158, 10.9864048 52.4271866, 10.9863866 52.4272277, 10.9860411 52.4279226, 10.9859183 52.4281684)",2,L 22,,
58916873,Gehegestraße,residential,30,False,True,139.059,"LINESTRING (10.9913586 52.4305605, 10.9928568 52.4297064)",,,,
24330622,Goethestraße,residential,30,False,False,112.405,"LINESTRING (10.9913586 52.4305605, 10.9918195 52.4308772, 10.991875 52.4309165, 10.9919068 52.4309495, 10.9919316 52.4309816, 10.9922021 52.431413)",,,,
28812630,Ludwig-Jahn-Straße,residential,30,False,False,49.719,"LINESTRING (10.9913586 52.4305605, 10.9909522 52.430785, 10.9908654 52.4308262, 10.9907971 52.430845)",,,,
24330622,Goethestraße,residential,30,False,True,205.527,"LINESTRING (10.9932672 52.4331435, 10.9928044 52.4323837, 10.9922021 52.431413)",,,,
28812643,Friedrich-Engels-Straße,residential,30,True,False,42.343,"LINESTRING (10.9932672 52.4331435, 10.9931748 52.4331626, 10.9929862 52.4332099, 10.9926886 52.4332866)",,,,
58926675,Niendorfer Straße,residential,50,False,False,109.75,"LINESTRING (10.9944073 52.4291022, 10.9942367 52.4290325, 10.9940692 52.4289488, 10.9939498 52.4288745, 10.9938724 52.4288239, 10.9936598 52.4286632, 10.9935171 52.4285582, 10.9932958 52.4283925)",,,,
"[28812681, 1169733909]",Gehegestraße,residential,"['50', '30']",False,False,78.147,"LINESTRING (10.9944073 52.4291022, 10.9943181 52.4292068, 10.9943003 52.4292213, 10.9942728 52.4292378, 10.9942109 52.4292607, 10.9941524 52.4292737, 10.9940852 52.4292838, 10.9939874 52.4292921, 10.993852 52.4293044, 10.9937308 52.429318, 10.9936461 52.4293343, 10.9935227 52.4293613, 10.9934244 52.429389)",,,,
24331004,Hinter dem Amtsgericht,residential,30,False,True,379.7420000000001,"LINESTRING (10.9907971 52.430845, 10.9906485 52.4306066, 10.9905358 52.4304256, 10.9901626 52.4298285, 10.9901467 52.4297942, 10.9901411 52.4297706, 10.990141 52.4297434, 10.9901576 52.4297066, 10.9902018 52.4296637, 10.9905789 52.4293755, 10.9906248 52.4293534, 10.9906511 52.4293469, 10.9907089 52.4293416, 10.9932445 52.4293017, 10.9932941 52.4293068, 10.9933348 52.4293184, 10.9933556 52.4293285, 10.993375 52.429343, 10.9934004 52.4293635, 10.9934244 52.429389)",,,,
"[255731694, 28812630, 255731695]",Ludwig-Jahn-Straße,residential,30,False,False,222.253,"LINESTRING (10.9907971 52.430845, 10.9905337 52.4309052, 10.9896161 52.431134, 10.9890293 52.4312779, 10.9877551 52.4315898)",,,,
28812630,Ludwig-Jahn-Straße,residential,30,False,True,49.719,"LINESTRING (10.9907971 52.430845, 10.9908654 52.4308262, 10.9909522 52.430785, 10.9913586 52.4305605)",,,,
