osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name,bridge,est_width,width
"[741181430, 32152255]",,St 2270,secondary,50,False,True,159.29,"LINESTRING (10.1591943 49.8050086, 10.1592261 49.8048036, 10.1592837 49.8046281, 10.1593913 49.8044017, 10.1594813 49.8042361, 10.1596451 49.8039968, 10.159681 49.8039565, 10.159779 49.8038189, 10.1598936 49.80366)",Schweinfurter Straße,,,
741181429,,,residential,50,False,True,97.313,"LINESTRING (10.1591943 49.8050086, 10.1590678 49.8050362, 10.157951 49.8053571)",Bergstraße,,,
"[44523881, 14793307]",,,residential,50,False,True,107.795,"LINESTRING (10.157951 49.8053571, 10.1575518 49.8055276, 10.1574978 49.8055506, 10.1572445 49.8055952, 10.1570139 49.8056133, 10.1568913 49.8053246)","['Bergstraße', 'Am Hochstein']",,,
741181428,,,residential,50,False,False,114.304,"LINESTRING (10.157951 49.8053571, 10.1578371 49.8045801, 10.1577546 49.8043384)",Josef-Kram-Straße,,,
741181429,,,residential,50,False,False,97.313,"LINESTRING (10.157951 49.8053571, 10.1590678 49.8050362, 10.1591943 49.8050086)",Bergstraße,,,
30567376,2,,residential,30,False,False,110.08300000000001,"LINESTRING (10.1548275 49.8030431, 10.1550876 49.8030344, 10.1551894 49.8030099, 10.1557135 49.8029603, 10.1558438 49.8029361, 10.155923 49.802903, 10.1561387 49.8028048, 10.1562362 49.8027389)",Würzburger Straße,,,
"[30567376, 398852730]",2,,residential,30,False,False,74.16499999999999,"LINESTRING (10.156677 49.8023297, 10.1567755 49.8022712, 10.1568717 49.8022362, 10.1570664 49.8021967, 10.1572724 49.8021866, 10.1576502 49.8021725)",Würzburger Straße,,,
30567376,2,,residential,30,False,True,55.449,"LINESTRING (10.156677 49.8023297, 10.1564989 49.8024808, 10.1562362 49.8027389)",Würzburger Straße,,,
207654774,,,residential,,False,True,102.272,"LINESTRING (10.156677 49.8023297, 10.156589 49.8023147, 10.1559436 49.802298, 10.1552653 49.8022233)",Würzburger Straße,,,
693675227,2,,residential,30,False,True,10.929,"LINESTRING (10.157802 49.8021647, 10.1576502 49.8021725)",Würzburger Straße,,,
26185983,,,residential,30,False,False,101.054,"LINESTRING (10.157802 49.8021647, 10.1577572 49.8024106, 10.1577002 49.8026062, 10.1575557 49.802813, 10.1573742 49.8030171)",Bahnhofstraße,,,
"[398852728, 398852727]",2,,residential,30,False,False,62.546,"LINESTRING (10.157802 49.8021647, 10.1579347 49.8021561, 10.1580648 49.8021544, 10.158671 49.8021845)",Würzburger Straße,,,
398852728,2,,residential,30,False,False,32.973,"LINESTRING (10.158671 49.8021845, 10.1588475 49.8022015, 10.1591258 49.8022265)",Würzburger Straße,,,
"[398852728, 398852727]",2,,residential,30,False,True,62.54599999999999,"LINESTRING (10.158671 49.8021845, 10.1580648 49.8021544, 10.1579347 49.8021561, 10.157802 49.8021647)",Würzburger Straße,,,
"[741020242, 26163918]",,,residential,"['50', '30']",False,True,24.103,"LINESTRING (10.158671 49.8021845, 10.1587146 49.802018, 10.1587297 49.8019711)",Dr.-Matthias-Horn-Straße,,,
24545621,,,residential,30,False,True,68.514,"LINESTRING (10.1650417 49.8036244, 10.1641506 49.8034033)",Luitpold-Baumann-Straße,,,
24631983,,,residential,30,False,True,105.63600000000001,"LINESTRING (10.1650417 49.8036244, 10.1656135 49.8036446, 10.1659539 49.8036489, 10.1662468 49.8036781, 10.1664285 49.8037326, 10.1664848 49.8037495)",Wallfahrtsweg,,,
175319076,,,residential,30,False,False,93.432,"LINESTRING (10.1650417 49.8036244, 10.1652514 49.803714, 10.1654444 49.8038019, 10.1660809 49.8041296)",Luitpold-Baumann-Straße,,,
24715684,,,living_street,,False,False,23.815,"LINESTRING (10.1615211 49.8020774, 10.161505 49.8020454, 10.161514 49.8020017, 10.1616042 49.8018783)",Markt,,,
"[1217965817, 1217965820]",,,living_street,,False,False,42.683,"LINESTRING (10.1615211 49.8020774, 10.1615602 49.8020962, 10.1617753 49.802139, 10.1619002 49.8021784, 10.1620505 49.8022445)",Falterstraße,,,
26186308,,,living_street,,False,False,64.804,"LINESTRING (10.1620505 49.8022445, 10.1622545 49.8022538, 10.1624928 49.8022181, 10.162937 49.8021581)",Birklinger Hof,,,
1217965817,,,living_street,,False,False,22.261,"LINESTRING (10.1620505 49.8022445, 10.1620823 49.8022867, 10.1620986 49.8023261, 10.1621054 49.8024385)",Falterstraße,,,
"[1217965817, 1217965820]",,,living_street,,False,True,42.683,"LINESTRING (10.1620505 49.8022445, 10.1619002 49.8021784, 10.1617753 49.802139, 10.1615602 49.8020962, 10.1615211 49.8020774)",Falterstraße,,,
24754067,,,living_street,,False,False,22.589,"LINESTRING (10.1621054 49.8024385, 10.1623616 49.8025565)",Falterstraße,,,
1217965817,,,living_street,,False,True,22.261,"LINESTRING (10.1621054 49.8024385, 10.1620986 49.8023261, 10.1620823 49.8022867, 10.1620505 49.8022445)",Falterstraße,,,
"[1217965819, 67269268]",,,living_street,,False,True,47.937999999999995,"LINESTRING (10.1621054 49.8024385, 10.1620181 49.8024722, 10.161844 49.8025085, 10.1617093 49.8025158, 10.1615658 49.8025165, 10.1614635 49.8025024)",Kirchplatz,,,
24628486,,,living_street,,False,False,25.734,"LINESTRING (10.1623616 49.8025565, 10.1623332 49.8027872)",Falterstraße,,,
24754067,,,living_street,,False,True,22.589,"LINESTRING (10.1623616 49.8025565, 10.1621054 49.8024385)",Falterstraße,,,
24754067,,,living_street,,False,False,39.811,"LINESTRING (10.1623616 49.8025565, 10.1626561 49.802693, 10.1628012 49.8027743)",Falterstraße,,,
24754067,,,living_street,,False,True,16.291,"LINESTRING (10.1636836 49.8031757, 10.1636624 49.8031644, 10.1635363 49.8031265, 10.1634873 49.8031037)",Falterstraße,,,
"[24754069, 115097494]",,,living_street,,True,False,23.664,"LINESTRING (10.1636836 49.8031757, 10.163774 49.8032392, 10.1639276 49.8033179)",Falterstraße,,,
114947732,,,living_street,,False,True,9.053,"LINESTRING (10.1640425 49.8033515, 10.1639276 49.8033179)",Falterstraße,,,
24702253,2,KT 25,tertiary,50,False,False,9.758,"LINESTRING (10.1640425 49.8033515, 10.1640953 49.8033844, 10.1641506 49.8034033)",Neuseser Straße,,,
24702255,2,KT 25,tertiary,30,False,True,92.108,"LINESTRING (10.1640425 49.8033515, 10.1640127 49.8032967, 10.1640037 49.8032324, 10.1640209 49.802943, 10.164136 49.8025336)",Am Felsenkeller,,,
793269713,,,living_street,,False,True,25.096,"LINESTRING (10.1612405 49.8023064, 10.161439 49.8021206)",Markt,,,
24628098,,,living_street,,False,False,46.738,"LINESTRING (10.1612405 49.8023064, 10.1611646 49.8023267, 10.1609357 49.8023492, 10.1606491 49.802353, 10.1606025 49.8023662)",Bohnmühlgasse,,,
"[740990728, 320986297]",,,living_street,,False,True,97.56,"LINESTRING (10.1612405 49.8023064, 10.161173 49.8027005, 10.1611319 49.8028417, 10.161117 49.8028823, 10.1610361 49.8030495, 10.1609367 49.8031513)",Eichgasse,,,
24628098,,,living_street,,False,True,46.738,"LINESTRING (10.1606025 49.8023662, 10.1606491 49.802353, 10.1609357 49.8023492, 10.1611646 49.8023267, 10.1612405 49.8023064)",Bohnmühlgasse,,,
"[693675224, 24632187]",,,living_street,,False,False,38.63,"LINESTRING (10.1606025 49.8023662, 10.160558 49.8023192, 10.1604482 49.8020356)",Rathausplatz,,,
"[320817682, 740990732, 24637526]",,,living_street,,False,False,64.75500000000001,"LINESTRING (10.1606025 49.8023662, 10.160562 49.8024189, 10.1605482 49.8024599, 10.1605429 49.8025093, 10.1605664 49.8025569, 10.1607401 49.8028545, 10.1607344 49.8028766, 10.1607062 49.8029141)",Bohnmühlgasse,yes,,
24637527,,,living_street,,False,True,36.873000000000005,"LINESTRING (10.1605704 49.8032274, 10.160634 49.8031716, 10.160673 49.8030822, 10.1607062 49.8029141)",,,,
24702194,,,living_street,,False,True,47.409000000000006,"LINESTRING (10.1605704 49.8032274, 10.1602612 49.8032144, 10.1600139 49.8031902, 10.1599133 49.8031913)",Eichgasse,,,
26186138,,,living_street,,False,False,67.126,"LINESTRING (10.1605704 49.8032274, 10.160566 49.8032564, 10.1605535 49.8033238, 10.160543 49.8033423, 10.1604909 49.8033883, 10.1602641 49.8034963, 10.1600299 49.8035665, 10.1599186 49.8036048)",Am Brücker Tor,,,
24628099,,,living_street,,False,False,59.735,"LINESTRING (10.1607062 49.8029141, 10.160462 49.8029047, 10.1602289 49.8028745, 10.1598972 49.8028025)",Mansgasse,,,
"[320817682, 740990732, 24637526]",,,living_street,,False,True,64.755,"LINESTRING (10.1607062 49.8029141, 10.1607344 49.8028766, 10.1607401 49.8028545, 10.1605664 49.8025569, 10.1605429 49.8025093, 10.1605482 49.8024599, 10.160562 49.8024189, 10.1606025 49.8023662)",Bohnmühlgasse,yes,,
24637527,,,living_street,,False,False,36.873000000000005,"LINESTRING (10.1607062 49.8029141, 10.160673 49.8030822, 10.160634 49.8031716, 10.1605704 49.8032274)",,,,
"[24628137, 693675225]",,,living_street,,False,False,31.805,"LINESTRING (10.1603577 49.8024894, 10.1602035 49.8024485, 10.1601647 49.8023685, 10.1601459 49.8023369, 10.1600886 49.8022887)",Mansgasse,,,
114947732,,,living_street,,False,False,9.053,"LINESTRING (10.1639276 49.8033179, 10.1640425 49.8033515)",Falterstraße,,,
24631982,,,residential,30,False,True,63.837,"LINESTRING (10.1664848 49.8037495, 10.1669455 49.8032584)",Rosenstraße,,,
24631983,,,residential,30,False,True,27.807,"LINESTRING (10.1664848 49.8037495, 10.1668173 49.8038779)",Wallfahrtsweg,,,
24631983,,,residential,30,False,False,105.636,"LINESTRING (10.1664848 49.8037495, 10.1664285 49.8037326, 10.1662468 49.8036781, 10.1659539 49.8036489, 10.1656135 49.8036446, 10.1650417 49.8036244)",Wallfahrtsweg,,,
24754067,,,living_street,,False,False,61.369,"LINESTRING (10.1628012 49.8027743, 10.1634873 49.8031037)",Falterstraße,,,
24628470,,,living_street,,False,True,33.743,"LINESTRING (10.1628012 49.8027743, 10.1626582 49.8027903, 10.1623332 49.8027872)",Falterstraße,,,
24754067,,,living_street,,False,True,39.811,"LINESTRING (10.1628012 49.8027743, 10.1626561 49.802693, 10.1623616 49.8025565)",Falterstraße,,,
26198386,,,living_street,,False,False,36.003,"LINESTRING (10.1628012 49.8027743, 10.1629529 49.8027607, 10.1631127 49.802775, 10.1631793 49.8027706, 10.1632247 49.8027493, 10.1632452 49.8027101)",,,,
24754067,,,living_street,,False,True,61.369,"LINESTRING (10.1634873 49.8031037, 10.1628012 49.8027743)",Falterstraße,,,
24754067,,,living_street,,False,False,16.291,"LINESTRING (10.1634873 49.8031037, 10.1635363 49.8031265, 10.1636624 49.8031644, 10.1636836 49.8031757)",Falterstraße,,,
26163869,,,living_street,,False,False,49.666,"LINESTRING (10.1634873 49.8031037, 10.1635075 49.8030386, 10.1635104 49.802987, 10.1634835 49.8029345, 10.1634556 49.8028906, 10.1632452 49.8027101)",Hutergasse,,,
24628470,,,living_street,,False,False,17.738,"LINESTRING (10.1620975 49.8028316, 10.1621281 49.8028302, 10.1622179 49.8028177, 10.1623332 49.8027872)",Falterstraße,,,
24628486,,,living_street,,False,True,25.734,"LINESTRING (10.1623332 49.8027872, 10.1623616 49.8025565)",Falterstraße,,,
24628470,,,living_street,,False,False,33.743,"LINESTRING (10.1623332 49.8027872, 10.1626582 49.8027903, 10.1628012 49.8027743)",Falterstraße,,,
24628470,,,living_street,,False,True,17.738,"LINESTRING (10.1623332 49.8027872, 10.1622179 49.8028177, 10.1621281 49.8028302, 10.1620975 49.8028316)",Falterstraße,,,
320817685,,,living_street,,True,False,28.048000000000002,"LINESTRING (10.1609367 49.8031513, 10.1608611 49.8031767, 10.1606899 49.8032217, 10.1606448 49.8032285, 10.1605704 49.8032274)",Eichgasse,,,
"[740990728, 320986297]",,,living_street,,False,False,97.56,"LINESTRING (10.1609367 49.8031513, 10.1610361 49.8030495, 10.161117 49.8028823, 10.1611319 49.8028417, 10.161173 49.8027005, 10.1612405 49.8023064)",Eichgasse,,,
85602201,,,living_street,,False,False,3.272,"LINESTRING (10.1636627 49.8016628, 10.1637072 49.8016564)",Bamberger Straße,,,
85602201,,,living_street,,False,True,24.346,"LINESTRING (10.1636627 49.8016628, 10.1633249 49.8016829)",Bamberger Straße,,,
24753806,,,living_street,,False,True,59.042,"LINESTRING (10.1636627 49.8016628, 10.1636601 49.8015672, 10.1636265 49.80152, 10.1635953 49.8014942, 10.1635532 49.8014806, 10.1635107 49.8014558, 10.1633652 49.801422, 10.1630965 49.801362)",Südring,,,
24631982,,,residential,30,False,False,63.837,"LINESTRING (10.1669455 49.8032584, 10.1664848 49.8037495)",Rosenstraße,,,
24651177,,,residential,30,False,True,27.054,"LINESTRING (10.1669455 49.8032584, 10.1665902 49.8031771)",Konrad-Triltsch-Straße,,,
24651177,,,residential,30,False,False,83.2,"LINESTRING (10.1669455 49.8032584, 10.167237 49.8033083, 10.1673827 49.803319, 10.1678731 49.8032911, 10.1680877 49.8032636)",Konrad-Triltsch-Straße,,,
24631983,,,residential,30,False,False,27.807,"LINESTRING (10.1668173 49.8038779, 10.1664848 49.8037495)",Wallfahrtsweg,,,
"[24731019, 740979646]",,,living_street,,False,True,88.072,"LINESTRING (10.1617889 49.8016821, 10.1617473 49.8015966, 10.1616617 49.8015002, 10.1615264 49.8014177, 10.1613507 49.8013565, 10.1610285 49.8012359, 10.1609674 49.8012192, 10.1608784 49.8012053)",Maingasse,,,
85423268,,,living_street,,False,True,25.529,"LINESTRING (10.1617889 49.8016821, 10.1616542 49.8018271, 10.1616042 49.8018783)",Markt,,,
85602201,,,living_street,,False,False,78.65799999999999,"LINESTRING (10.1617889 49.8016821, 10.1621151 49.8017188, 10.1625202 49.8017132, 10.1628795 49.8017026)",Bamberger Straße,,,
24651177,,,residential,30,False,False,27.054,"LINESTRING (10.1665902 49.8031771, 10.1669455 49.8032584)",Konrad-Triltsch-Straße,,,
24651197,,,residential,30,False,True,71.06400000000001,"LINESTRING (10.1665902 49.8031771, 10.166835 49.8029803, 10.1670065 49.8028199, 10.1671445 49.80265)",Sonnenstraße,,,
24651177,,,residential,30,False,True,83.2,"LINESTRING (10.1680877 49.8032636, 10.1678731 49.8032911, 10.1673827 49.803319, 10.167237 49.8033083, 10.1669455 49.8032584)",Konrad-Triltsch-Straße,,,
24651202,,,residential,30,False,True,67.906,"LINESTRING (10.1680877 49.8032636, 10.1679859 49.8032168, 10.1678626 49.8031141, 10.1677834 49.803035, 10.1677137 49.8029395, 10.1676886 49.8028751, 10.1676788 49.8028007, 10.1676985 49.8027428)",Konrad-Triltsch-Straße,,,
24651197,,,residential,30,False,False,71.06400000000001,"LINESTRING (10.1671445 49.80265, 10.1670065 49.8028199, 10.166835 49.8029803, 10.1665902 49.8031771)",Sonnenstraße,,,
240620036,,,residential,30,False,True,41.092000000000006,"LINESTRING (10.1671445 49.80265, 10.1672458 49.8026705, 10.1674589 49.8027037, 10.1676504 49.8027336, 10.1676985 49.8027428)",Weingartenstraße,,,
240620045,,,residential,30,False,False,222.06,"LINESTRING (10.1671445 49.80265, 10.1662141 49.8024666, 10.1661305 49.8024511, 10.1659876 49.8024245, 10.1655705 49.8023156, 10.1649316 49.8021428, 10.1647084 49.8020682, 10.1646128 49.8020234, 10.1645153 49.8019743, 10.1643183 49.8018752)",Weingartenstraße,,,
24651202,,,residential,30,False,False,67.90599999999999,"LINESTRING (10.1676985 49.8027428, 10.1676788 49.8028007, 10.1676886 49.8028751, 10.1677137 49.8029395, 10.1677834 49.803035, 10.1678626 49.8031141, 10.1679859 49.8032168, 10.1680877 49.8032636)",Konrad-Triltsch-Straße,,,
240620036,,,residential,30,False,False,41.092,"LINESTRING (10.1676985 49.8027428, 10.1676504 49.8027336, 10.1674589 49.8027037, 10.1672458 49.8026705, 10.1671445 49.80265)",Weingartenstraße,,,
24736483,,,residential,,False,True,89.65,"LINESTRING (10.1676609 49.8055351, 10.1669861 49.8062136)",Schillerstraße,,,
24736483,,,residential,,False,False,64.095,"LINESTRING (10.1676609 49.8055351, 10.1679435 49.8052449, 10.168135 49.8050466)",Schillerstraße,,,
24736483,,,residential,,False,False,89.65,"LINESTRING (10.1669861 49.8062136, 10.1676609 49.8055351)",Schillerstraße,,,
24736486,,,residential,,False,False,299.993,"LINESTRING (10.1669861 49.8062136, 10.1658288 49.8056805, 10.1655766 49.8055446, 10.1652388 49.8053351, 10.1651598 49.8052762, 10.1651325 49.8052508, 10.1649559 49.8050865, 10.1647044 49.8048279, 10.1644894 49.804507, 10.1644035 49.8044387, 10.1643126 49.8043906, 10.1642047 49.8043566, 10.1641107 49.8043521)",Scherenbergstraße,,,
24736483,,,residential,,False,True,64.095,"LINESTRING (10.168135 49.8050466, 10.1679435 49.8052449, 10.1676609 49.8055351)",Schillerstraße,,,
175319076,,,residential,30,False,True,179.262,"LINESTRING (10.168135 49.8050466, 10.1677288 49.8048626, 10.1676872 49.8048438, 10.1674723 49.8047508, 10.1666841 49.8044099, 10.1661616 49.8041663, 10.1660809 49.8041296)",Luitpold-Baumann-Straße,,,
24736486,,,residential,,False,True,299.99300000000005,"LINESTRING (10.1641107 49.8043521, 10.1642047 49.8043566, 10.1643126 49.8043906, 10.1644035 49.8044387, 10.1644894 49.804507, 10.1647044 49.8048279, 10.1649559 49.8050865, 10.1651325 49.8052508, 10.1651598 49.8052762, 10.1652388 49.8053351, 10.1655766 49.8055446, 10.1658288 49.8056805, 10.1669861 49.8062136)",Scherenbergstraße,,,
