osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,access
23079634,1,L 751,secondary,50,roundabout,True,False,17.658,"LINESTRING (8.6157471 51.6667704, 8.6156934 51.6667595, 8.6156627 51.6667462, 8.6156274 51.6667188, 8.6156135 51.6666975, 8.6156094 51.6666551)",,
23079634,1,L 751,secondary,50,roundabout,True,False,17.027,"LINESTRING (8.6156094 51.6666551, 8.6156408 51.6666092, 8.6156956 51.6665807, 8.6157496 51.6665702, 8.615788 51.66657)",,
737350212,,,residential,30,,False,False,43.159,"LINESTRING (8.6156094 51.6666551, 8.6154535 51.6666569, 8.6149845 51.6666393)",Oelweg,
23079634,1,L 751,secondary,50,roundabout,True,False,35.419,"LINESTRING (8.615788 51.66657, 8.6158612 51.6665865, 8.615915 51.6666238, 8.6159333 51.6666722, 8.6159122 51.6667203, 8.6158761 51.6667473, 8.6158449 51.6667603, 8.6157908 51.6667707, 8.6157471 51.6667704)",,
"[304291728, 217653766]",2,L 751,secondary,"['50', '60']",,False,True,293.697,"LINESTRING (8.615788 51.66657, 8.615777 51.6663572, 8.6156022 51.6660096, 8.6154264 51.6656883, 8.6153899 51.6656067, 8.6153689 51.6652863, 8.6153749 51.6652087, 8.6154086 51.6649147, 8.6154528 51.6645174, 8.6154689 51.6643139, 8.6154511 51.6642099, 8.6154202 51.6641159, 8.6153175 51.663986)",Wewelsburger Straße,
217653740,2,L 751,secondary,60,,False,False,72.888,"LINESTRING (8.6140894 51.6622548, 8.6144607 51.6628685)",,
"[304291729, 304291731]",2,L 751,secondary,"['60', '100']",,False,True,369.413,"LINESTRING (8.6140894 51.6622548, 8.6140196 51.6621001, 8.6139986 51.6619487, 8.6144049 51.6609406, 8.6151606 51.6590267)",Wewelsburger Straße,
75112711,,,unclassified,,,False,True,306.375,"LINESTRING (8.6211643 51.6667977, 8.6209872 51.6640446)",,agricultural
"[1056843112, 737350212, 29432215]",,,residential,30,,False,False,184.068,"LINESTRING (8.6149845 51.6666393, 8.6147501 51.6666326, 8.6147337 51.6666321, 8.6146301 51.6666292, 8.6132485 51.6665898, 8.6128816 51.6665491, 8.6125574 51.6664929, 8.6123556 51.6664359)",Oelweg,
737350212,,,residential,30,,False,True,43.159,"LINESTRING (8.6149845 51.6666393, 8.6154535 51.6666569, 8.6156094 51.6666551)",Oelweg,
37826619,1,,unclassified,,,False,False,391.591,"LINESTRING (8.6153175 51.663986, 8.6154319 51.6639621, 8.6209872 51.6640446)",,
"[304291728, 217653766]",2,L 751,secondary,"['50', '60']",,False,False,293.697,"LINESTRING (8.6153175 51.663986, 8.6154202 51.6641159, 8.6154511 51.6642099, 8.6154689 51.6643139, 8.6154528 51.6645174, 8.6154086 51.6649147, 8.6153749 51.6652087, 8.6153689 51.6652863, 8.6153899 51.6656067, 8.6154264 51.6656883, 8.6156022 51.6660096, 8.615777 51.6663572, 8.615788 51.66657)",Wewelsburger Straße,
496672351,2,L 751,secondary,60,,False,True,137.84300000000002,"LINESTRING (8.6153175 51.663986, 8.6151544 51.6638199, 8.6149883 51.6636312, 8.6148624 51.6634696, 8.6144607 51.6628685)",Wewelsburger Straße,
75112711,,,unclassified,,,False,False,306.375,"LINESTRING (8.6209872 51.6640446, 8.6211643 51.6667977)",,agricultural
37826619,1,,unclassified,,,False,True,391.591,"LINESTRING (8.6209872 51.6640446, 8.6154319 51.6639621, 8.6153175 51.663986)",,
217653740,2,L 751,secondary,60,,False,True,72.888,"LINESTRING (8.6144607 51.6628685, 8.6140894 51.6622548)",,
496672351,2,L 751,secondary,60,,False,False,137.84300000000002,"LINESTRING (8.6144607 51.6628685, 8.6148624 51.6634696, 8.6149883 51.6636312, 8.6151544 51.6638199, 8.6153175 51.663986)",Wewelsburger Straße,
"[304291729, 304291731]",2,L 751,secondary,"['60', '100']",,False,False,369.413,"LINESTRING (8.6151606 51.6590267, 8.6144049 51.6609406, 8.6139986 51.6619487, 8.6140196 51.6621001, 8.6140894 51.6622548)",Wewelsburger Straße,
"[1056843112, 737350212, 29432215]",,,residential,30,,False,True,184.06799999999998,"LINESTRING (8.6123556 51.6664359, 8.6125574 51.6664929, 8.6128816 51.6665491, 8.6132485 51.6665898, 8.6146301 51.6666292, 8.6147337 51.6666321, 8.6147501 51.6666326, 8.6149845 51.6666393)",Oelweg,
41868364,,,residential,,,False,False,61.32299999999999,"LINESTRING (8.6123556 51.6664359, 8.6123915 51.6663866, 8.6124166 51.6663278, 8.6125969 51.6659058)",Vielserhof,
41868364,,,residential,,,False,True,61.323,"LINESTRING (8.6125969 51.6659058, 8.6124166 51.6663278, 8.6123915 51.6663866, 8.6123556 51.6664359)",Vielserhof,
