osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,lanes,bridge
24537179,B 32,Hauptstraße,primary,50,False,False,46.817,"LINESTRING (9.2310217 48.2141459, 9.2311143 48.2143477, 9.2312021 48.2145494)",,,
60740428,,Inneringer Straße,residential,50,False,False,55.178,"LINESTRING (9.2310217 48.2141459, 9.2310902 48.2141087, 9.2311446 48.2140722, 9.2312519 48.2139352, 9.2313805 48.2137203)",,,
25279391,,Bahnhofstraße,residential,,False,False,22.633,"LINESTRING (9.2313913 48.2153272, 9.2312881 48.2153505, 9.2312133 48.2153926, 9.2311452 48.2154401)",5,,
39819527,B 32,Hauptstraße,primary,50,False,False,52.986000000000004,"LINESTRING (9.2313913 48.2153272, 9.2314521 48.2155276, 9.2315033 48.2156671, 9.2315563 48.2157906)",,2,
422905803,B 32,,primary,50,False,True,87.65100000000001,"LINESTRING (9.2313913 48.2153272, 9.2312996 48.2149315, 9.2312603 48.2147325, 9.2312021 48.2145494)",,,
39819527,B 32,Hauptstraße,primary,50,False,False,129.099,"LINESTRING (9.2322494 48.2175457, 9.2323378 48.2176465, 9.2324481 48.2177403, 9.232604 48.2178596, 9.2327653 48.2179658, 9.2329815 48.2181022, 9.233208 48.21823, 9.2333436 48.2183068, 9.2334618 48.2183702)",,2,
39819527,B 32,Hauptstraße,primary,50,False,True,82.549,"LINESTRING (9.2322494 48.2175457, 9.2321815 48.21744, 9.2321181 48.2173042, 9.2320473 48.2171265, 9.232028 48.2170343, 9.2320254 48.2169343, 9.2320398 48.2168265)",,2,
103529921,,Lauchertstraße,residential,,False,False,95.295,"LINESTRING (9.2322494 48.2175457, 9.2321722 48.2175513, 9.2318816 48.2174174, 9.2317857 48.217263, 9.231627 48.2169168, 9.2316216 48.2168762)",,,
39819527,B 32,Hauptstraße,primary,50,False,True,61.925,"LINESTRING (9.2341259 48.2187035, 9.2340551 48.2186504, 9.2339746 48.2185986, 9.2338103 48.2185161, 9.2334618 48.2183702)",,2,
184173412,,Riedsteig,residential,30,False,True,103.35,"LINESTRING (9.2341259 48.2187035, 9.23421 48.2187174, 9.2343381 48.2187947, 9.2346134 48.219023, 9.235009 48.2194045)",,,
10755072,,Sägestraße,residential,,False,False,202.068,"LINESTRING (9.2290835 48.2157012, 9.2292827 48.2160411, 9.2294811 48.2163271, 9.229788 48.2166557, 9.2299287 48.2167837, 9.2300593 48.2169042, 9.2304446 48.217111, 9.2305246 48.2171353, 9.2306045 48.2171478)",5,,
10755072,,Sägestraße,residential,,False,True,202.06799999999998,"LINESTRING (9.2306045 48.2171478, 9.2305246 48.2171353, 9.2304446 48.217111, 9.2300593 48.2169042, 9.2299287 48.2167837, 9.229788 48.2166557, 9.2294811 48.2163271, 9.2292827 48.2160411, 9.2290835 48.2157012)",5,,
"[25279391, 38969390, 38969391]",,Bahnhofstraße,residential,,False,True,57.662000000000006,"LINESTRING (9.2306045 48.2171478, 9.2306131 48.2170683, 9.2306339 48.2169794, 9.2307173 48.2167973, 9.230764 48.2167148, 9.2307931 48.2166472)","['4', '5']",,yes
"[550127729, 39819524]",,"['Bahnhofstraße', 'Breitestraße']",residential,,False,False,124.56599999999999,"LINESTRING (9.2306045 48.2171478, 9.2306212 48.2172001, 9.2306547 48.2172457, 9.2308304 48.2174047, 9.231129 48.217642, 9.2313018 48.2177908, 9.2314734 48.2179445, 9.2315884 48.2180485)",5,,
33482673,,Am Schloßberg,residential,,False,True,312.33099999999996,"LINESTRING (9.2326103 48.2164978, 9.2326476 48.2163457, 9.2326462 48.2161424, 9.2326075 48.2160376, 9.2325216 48.2158973, 9.2324285 48.2157313, 9.2322745 48.2154855, 9.2320747 48.2152269, 9.2319721 48.214974, 9.2319156 48.2148934, 9.2318493 48.21486, 9.2317914 48.214853, 9.2317593 48.2148583, 9.2317343 48.2148836, 9.231702 48.2149426, 9.2316792 48.2150619, 9.2316671 48.2151929, 9.2316759 48.2152976, 9.2316978 48.2153894, 9.2317159 48.2155767, 9.2317162 48.2156486, 9.2316947 48.2157118, 9.2316552 48.2157478, 9.2315563 48.2157906)",,,
39819524,,Breitestraße,residential,,False,True,271.943,"LINESTRING (9.2337302 48.2211418, 9.2330355 48.2200674, 9.2327222 48.2195932, 9.2325214 48.219279, 9.2322767 48.2188961)",5,,
37998428,,Am Lustgarten,residential,,False,False,41.257999999999996,"LINESTRING (9.2322767 48.2188961, 9.23219 48.2189537, 9.2319558 48.2191975)",4,,
39819524,,Breitestraße,residential,,False,False,271.943,"LINESTRING (9.2322767 48.2188961, 9.2325214 48.219279, 9.2327222 48.2195932, 9.2330355 48.2200674, 9.2337302 48.2211418)",5,,
39819524,,Breitestraße,residential,,False,True,107.30000000000001,"LINESTRING (9.2322767 48.2188961, 9.2320119 48.2185244, 9.2317598 48.218225, 9.2315884 48.2180485)",5,,
"[103529913, 103529923, 103529918]",,Am Lustgarten,residential,,False,True,106.44800000000001,"LINESTRING (9.2322767 48.2188961, 9.2329302 48.2186657, 9.2331581 48.2185589, 9.2332102 48.2185332, 9.2333704 48.2184507, 9.2334618 48.2183702)",,,yes
