osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,tunnel,lanes
"[34929264, 24540883, 42870253]",,Schützenstraße,residential,30,False,"[False, True]",169.80500000000004,"LINESTRING (10.9722949 48.9305725, 10.9723862 48.9307439, 10.9724781 48.9310074, 10.9725096 48.9310798, 10.9726395 48.9313315, 10.9729229 48.9318955, 10.9729359 48.9320354)",,,
48125895,WUG 9,Bahnhofstraße,tertiary,50,False,False,346.90699999999987,"LINESTRING (10.9690937 48.9304868, 10.9695547 48.9307787, 10.9699675 48.9310774, 10.9704181 48.9313593, 10.9709027 48.9315909, 10.9713693 48.9317983, 10.9719067 48.931995, 10.9721101 48.9320593, 10.9722359 48.9320977, 10.9723504 48.9321211, 10.9724304 48.932127, 10.9725144 48.9321278, 10.9725919 48.9321136, 10.9726491 48.9321002, 10.9727318 48.9320769, 10.9728678 48.9320434, 10.9729359 48.9320354)",,,
24541418,,Stadtparkstraße,residential,30,False,False,78.516,"LINESTRING (10.9768082 48.9356682, 10.9768338 48.9355612, 10.9768454 48.9351835, 10.9768564 48.9349636)",,,
505752613,,Beckstraße,residential,30,False,False,51.844,"LINESTRING (10.9768082 48.9356682, 10.9771118 48.9354942, 10.9773899 48.935409)",,,
"[1082285952, 505752613, 24541342]",,Beckstraße,residential,30,False,True,168.22499999999997,"LINESTRING (10.9768082 48.9356682, 10.9765427 48.9358469, 10.9764212 48.9358953, 10.9762743 48.9359292, 10.9759624 48.9359705, 10.9756386 48.9359817, 10.9750958 48.9359654, 10.9748181 48.9359313, 10.9746645 48.9359105)",,,
24541671,,,residential,,False,False,49.702,"LINESTRING (10.9773899 48.935409, 10.9775257 48.9356311, 10.9776851 48.9358104)",,,
505752613,,Beckstraße,residential,30,False,False,219.73899999999998,"LINESTRING (10.9773899 48.935409, 10.9779546 48.9352986, 10.9784717 48.9351623, 10.9794638 48.9348393, 10.9801428 48.934623)",,,
505752613,,Beckstraße,residential,30,False,True,51.844,"LINESTRING (10.9773899 48.935409, 10.9771118 48.9354942, 10.9768082 48.9356682)",,,
24541345,,Charlotte-Nestler-Straße,residential,30,False,False,99.728,"LINESTRING (10.9801428 48.934623, 10.9797642 48.9337613)",,,
505752613,,Beckstraße,residential,30,False,True,219.739,"LINESTRING (10.9801428 48.934623, 10.9794638 48.9348393, 10.9784717 48.9351623, 10.9779546 48.9352986, 10.9773899 48.935409)",,,
24541346,,,residential,,False,True,46.528,"LINESTRING (10.9802286 48.9333106, 10.9796136 48.9334195)",,,
140495580,,Obere Bergstraße,residential,30,False,False,215.913,"LINESTRING (10.9802286 48.9333106, 10.9793412 48.9321619, 10.9787358 48.9318092, 10.9785686 48.9317561)",,,
24541345,,Charlotte-Nestler-Straße,residential,30,False,True,200.33,"LINESTRING (10.9785686 48.9317561, 10.9789269 48.9322229, 10.9796136 48.9334195)",,,
140495580,,Obere Bergstraße,residential,30,False,True,215.913,"LINESTRING (10.9785686 48.9317561, 10.9787358 48.9318092, 10.9793412 48.9321619, 10.9802286 48.9333106)",,,
24541345,,Charlotte-Nestler-Straße,residential,30,False,False,33.256,"LINESTRING (10.9797427 48.9337063, 10.9796136 48.9334195)",,,
24541345,,Charlotte-Nestler-Straße,residential,30,False,True,6.314,"LINESTRING (10.9797427 48.9337063, 10.9797642 48.9337613)",,,
163272077,,Bgm.-Oppel-Straße,residential,30,True,False,93.09800000000001,"LINESTRING (10.9797427 48.9337063, 10.9792447 48.9337479, 10.9790125 48.9337127, 10.9785998 48.9334899)",,,
24541345,,Charlotte-Nestler-Straße,residential,30,False,True,33.256,"LINESTRING (10.9796136 48.9334195, 10.9797427 48.9337063)",,,
24541346,,,residential,,False,False,46.528,"LINESTRING (10.9796136 48.9334195, 10.9802286 48.9333106)",,,
24541345,,Charlotte-Nestler-Straße,residential,30,False,False,200.33,"LINESTRING (10.9796136 48.9334195, 10.9789269 48.9322229, 10.9785686 48.9317561)",,,
24541420,,Schlesienstraße,residential,30,False,False,182.168,"LINESTRING (10.9768564 48.9349636, 10.9792203 48.9344416)",,,
24541418,,Stadtparkstraße,residential,30,False,False,127.507,"LINESTRING (10.9768564 48.9349636, 10.9769209 48.9343563, 10.9769844 48.93382)",,,
24541418,,Stadtparkstraße,residential,30,False,True,78.51599999999999,"LINESTRING (10.9768564 48.9349636, 10.9768454 48.9351835, 10.9768338 48.9355612, 10.9768082 48.9356682)",,,
24541418,,Stadtparkstraße,residential,30,False,False,195.528,"LINESTRING (10.9769844 48.93382, 10.9771576 48.9322005, 10.9771619 48.9320656)",,,
24541418,,Stadtparkstraße,residential,30,False,True,127.507,"LINESTRING (10.9769844 48.93382, 10.9769209 48.9343563, 10.9768564 48.9349636)",,,
24541421,,Helmut-Gollwitzer-Weg,residential,,False,False,53.442,"LINESTRING (10.9769844 48.93382, 10.9771117 48.9337911, 10.9775798 48.9336847, 10.9776758 48.9336629)",,,
24541418,,Stadtparkstraße,residential,30,False,True,195.528,"LINESTRING (10.9771619 48.9320656, 10.9771576 48.9322005, 10.9769844 48.93382)",,,
24541424,,Bgm.-Oppel-Straße,residential,30,False,False,31.732,"LINESTRING (10.9771619 48.9320656, 10.977505 48.9320163, 10.977588 48.9320198)",,,
24541420,,Schlesienstraße,residential,30,False,True,182.168,"LINESTRING (10.9792203 48.9344416, 10.9768564 48.9349636)",,,
24541421,,Helmut-Gollwitzer-Weg,residential,,False,True,53.442,"LINESTRING (10.9776758 48.9336629, 10.9775798 48.9336847, 10.9771117 48.9337911, 10.9769844 48.93382)",,,
33835349,,Helmut-Gollwitzer-Weg,residential,30,False,False,43.3,"LINESTRING (10.9780379 48.9336139, 10.9785998 48.9334899)",,,
33835349,,Helmut-Gollwitzer-Weg,residential,30,False,True,43.3,"LINESTRING (10.9785998 48.9334899, 10.9780379 48.9336139)",,,
163272077,,Bgm.-Oppel-Straße,residential,30,True,False,181.72,"LINESTRING (10.9785998 48.9334899, 10.9777725 48.932125, 10.9776767 48.9320454, 10.977588 48.9320198)",,,
24541424,,Bgm.-Oppel-Straße,residential,30,False,True,31.732,"LINESTRING (10.977588 48.9320198, 10.977505 48.9320163, 10.9771619 48.9320656)",,,
24541671,,,residential,,False,True,49.702,"LINESTRING (10.9776851 48.9358104, 10.9775257 48.9356311, 10.9773899 48.935409)",,,
33835660,WUG 11,Dr.-Dr.-Bertha-Kipfmüller-Straße,tertiary,,False,False,44.823,"LINESTRING (10.9756914 48.9385291, 10.9754423 48.9381607)",,,
33835660,WUG 11,Dr.-Dr.-Bertha-Kipfmüller-Straße,tertiary,,False,True,44.823,"LINESTRING (10.9754423 48.9381607, 10.9756914 48.9385291)",,,
"[24541680, 24541681, 274250750]",,Am Weinberg,residential,,False,False,203.422,"LINESTRING (10.9754423 48.9381607, 10.975571 48.9381812, 10.9760795 48.9386799, 10.9761411 48.938583, 10.9761447 48.9384507, 10.976066 48.9381897, 10.9759647 48.9380249, 10.97595 48.9378889, 10.975994 48.9377528, 10.9762041 48.9376287)",,,
264470493,WUG 11,Dr.-Dr.-Bertha-Kipfmüller-Straße,tertiary,,False,False,124.69800000000001,"LINESTRING (10.9754423 48.9381607, 10.9752301 48.9378714, 10.9751742 48.9378194, 10.9750997 48.9377652, 10.9744503 48.9373921, 10.9743514 48.9373202)",,,
"[24541680, 24541681, 274250750]",,Am Weinberg,residential,,False,True,203.42200000000003,"LINESTRING (10.9762041 48.9376287, 10.975994 48.9377528, 10.97595 48.9378889, 10.9759647 48.9380249, 10.976066 48.9381897, 10.9761447 48.9384507, 10.9761411 48.938583, 10.9760795 48.9386799, 10.975571 48.9381812, 10.9754423 48.9381607)",,,
24541848,,Peterleinsbuck,residential,,False,True,71.172,"LINESTRING (10.9707099 48.9371054, 10.9712088 48.9370431, 10.9713989 48.9369614, 10.9715331 48.9369579, 10.9716296 48.9369306)",,,
29350497,WUG 9,Bürgermeister-Rukwid-Straße,tertiary,50,False,False,92.175,"LINESTRING (10.974425 48.9365002, 10.9743893 48.9366223, 10.9743715 48.9366832, 10.9743444 48.9368256, 10.9743282 48.9370015, 10.9743153 48.9371712, 10.9743177 48.9372568, 10.9743282 48.9372843, 10.9743514 48.9373202)",,,
29350497,WUG 9,Bürgermeister-Rukwid-Straße,tertiary,50,False,True,67.894,"LINESTRING (10.974425 48.9365002, 10.9745376 48.9362408, 10.9746261 48.9360329, 10.9746645 48.9359105)",,,
33835780,,Dechantshof,residential,,False,False,72.27499999999999,"LINESTRING (10.974425 48.9365002, 10.9751982 48.9364641, 10.9751804 48.9363238)",,,
33835780,,Dechantshof,residential,,False,True,72.27499999999999,"LINESTRING (10.9751804 48.9363238, 10.9751982 48.9364641, 10.974425 48.9365002)",,,
"[297017513, 24216209, 297598520, 24216219]",,"['Klosterstraße', 'Dr.-Wilhelm-Kraft-Weg']","['living_street', 'residential']","['7', '30']",False,False,311.71900000000005,"LINESTRING (10.9719562 48.9342005, 10.971852 48.9341475, 10.9714437 48.9338947, 10.9712868 48.933795, 10.9712132 48.9337644, 10.9711647 48.9337445, 10.9711303 48.9337308, 10.970979 48.9336493, 10.9708724 48.9336008, 10.9703186 48.9332435, 10.970268 48.9331955, 10.9695577 48.9325207, 10.9690061 48.9322042)",,building_passage,
"[24216209, 25214831]",,Klosterstraße,living_street,,False,True,114.054,"LINESTRING (10.9719562 48.9342005, 10.9725443 48.934462, 10.9727446 48.934557, 10.9728865 48.9346283, 10.9729486 48.9346595, 10.9732699 48.9347462)",,,
166299174,,Fuchsberg,residential,,False,False,121.62700000000001,"LINESTRING (10.9719562 48.9342005, 10.9720078 48.9342039, 10.9721486 48.9342537, 10.9721742 48.9342549, 10.9722892 48.934217, 10.9724257 48.9342317, 10.9730493 48.9343537, 10.9733193 48.9344243, 10.9735381 48.9344139)",,,
166299174,,Fuchsberg,residential,,False,True,121.627,"LINESTRING (10.9735381 48.9344139, 10.9733193 48.9344243, 10.9730493 48.9343537, 10.9724257 48.9342317, 10.9722892 48.934217, 10.9721742 48.9342549, 10.9721486 48.9342537, 10.9720078 48.9342039, 10.9719562 48.9342005)",,,
24541345,,Charlotte-Nestler-Straße,residential,30,False,False,6.314,"LINESTRING (10.9797642 48.9337613, 10.9797427 48.9337063)",,,
24541345,,Charlotte-Nestler-Straße,residential,30,False,True,99.728,"LINESTRING (10.9797642 48.9337613, 10.9801428 48.934623)",,,
