osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,junction,bridge,access
472413835,False,Erbstetter Straße,tertiary,40,False,12.048,"LINESTRING (9.4241812 48.9430093, 9.4240223 48.9429802)",2,,,,
"[239215808, 454574754, 358934691, 30380003, 439708423]",False,Obere Bahnhofstraße,tertiary,40,"[False, True]",178.78,"LINESTRING (9.4241812 48.9430093, 9.4243787 48.9430507, 9.424452 48.9430665, 9.4251666 48.943194, 9.4254808 48.9432238, 9.425587 48.9432279, 9.4255992 48.943229, 9.4256867 48.9432212, 9.4260086 48.9431794, 9.4260693 48.9431722, 9.4261886 48.9431619, 9.4263088 48.9431564, 9.4264105 48.9431601, 9.4265744 48.9431774)","['2', '3']",,,,
314342096,True,Erbstetter Straße,residential,30,False,13.815,"LINESTRING (9.4242653 48.9431168, 9.4242219 48.9430904, 9.4241812 48.9430093)",,,,,
"[1052540403, 1169718147]",False,Etzwiesenberg,residential,30,False,93.457,"LINESTRING (9.4242653 48.9431168, 9.4241463 48.9431197, 9.4239566 48.9431243, 9.4238455 48.9431346, 9.4235298 48.9432231, 9.4230738 48.9433807)",,,,,
"[1094473032, 1028416580]",False,Eduard-Breuninger-Straße,residential,,False,67.98,"LINESTRING (9.4277101 48.9460417, 9.4278429 48.9460094, 9.4279803 48.9459902, 9.4281062 48.9459898, 9.4282288 48.9459982, 9.4284117 48.9460217, 9.4286182 48.9460566)",2,,,,
"[1028416581, 1028416582, 1028416583]",False,Eduard-Breuninger-Straße,residential,,True,40.614999999999995,"LINESTRING (9.4277101 48.9460417, 9.4275671 48.9460753, 9.4273446 48.9461244, 9.427288 48.9461369, 9.4271983 48.9461567, 9.4271839 48.9461599)",2,,,yes,
"[1143656016, 4309382, 1143656015]",False,Eduard-Breuninger-Straße,residential,"['20', '30']",False,101.066,"LINESTRING (9.4277101 48.9460417, 9.427654 48.9459192, 9.4274759 48.9453141, 9.427446 48.9452184, 9.4274261 48.9451527)",,,,,
"[1159887857, 720007101, 1093892206]",True,Eduard-Breuninger-Straße,residential,20,False,83.17399999999999,"LINESTRING (9.4286182 48.9460566, 9.428705 48.9460542, 9.4287894 48.9459605, 9.4288625 48.9458745, 9.4289714 48.9457466, 9.4290341 48.9456903, 9.42907 48.9456637, 9.4291314 48.9456293, 9.4292505 48.9455799, 9.42937 48.9455442)",,,,,
"[1094473032, 1028416580]",False,Eduard-Breuninger-Straße,residential,,True,67.98,"LINESTRING (9.4286182 48.9460566, 9.4284117 48.9460217, 9.4282288 48.9459982, 9.4281062 48.9459898, 9.4279803 48.9459902, 9.4278429 48.9460094, 9.4277101 48.9460417)",2,,,,
31232431,False,Schillerstraße,living_street,,False,66.503,"LINESTRING (9.4287121 48.9465377, 9.4284667 48.9463291, 9.4281697 48.9461953, 9.4280314 48.9461587)",,,,,
"[1083259392, 1094473033, 1093892205]",True,Grabenstraße,"['living_street', 'residential']",50,False,54.863,"LINESTRING (9.4287121 48.9465377, 9.4287102 48.9464354, 9.428708 48.9462656, 9.4287053 48.9462079, 9.4287011 48.9461965, 9.4286864 48.9461562, 9.4286717 48.9461158, 9.4286182 48.9460566)",,,,,
4309336,True,Bleichwiesen-Kreisel,tertiary,40,False,13.977999999999998,"LINESTRING (9.4318575 48.9481432, 9.4319124 48.9481218, 9.4319749 48.9481136, 9.4320381 48.9481195)",,K 1897,roundabout,,
4309336,True,Bleichwiesen-Kreisel,tertiary,40,False,12.805,"LINESTRING (9.4321551 48.9481906, 9.4321685 48.9482439, 9.4321425 48.9483026)",,K 1897,roundabout,,
4309336,True,Bleichwiesen-Kreisel,tertiary,40,False,12.044,"LINESTRING (9.4320381 48.9481195, 9.4321004 48.9481394, 9.4321363 48.948168, 9.4321551 48.9481906)",,K 1897,roundabout,,
"[1117436968, 1117436969, 68307123]",True,Annonay-Straße,tertiary,40,False,164.92399999999998,"LINESTRING (9.4320381 48.9481195, 9.432074 48.9481051, 9.4321244 48.9480663, 9.4321611 48.9480243, 9.4322009 48.9479787, 9.4323624 48.947772, 9.4325147 48.9475847, 9.432522 48.9475757, 9.4325343 48.9475606, 9.432549 48.9475426, 9.4325813 48.9475018, 9.4326143 48.9474606, 9.4328444 48.9471716, 9.4329302 48.9470785, 9.4329763 48.9470369, 9.4329805 48.9470333, 9.4329909 48.9470246, 9.4330286 48.9469931, 9.4330825 48.9469498, 9.4331386 48.9469283, 9.4332411 48.9468889)",,K 1897,,,
4309372,True,Wilhelmstraße,residential,50,False,114.85599999999998,"LINESTRING (9.4249155 48.9455608, 9.4258325 48.9453995, 9.4260118 48.945368, 9.426225 48.9453279, 9.4263142 48.9452906, 9.426379 48.945232)",,,,,
149137524,False,Karlstraße,residential,30,True,57.638,"LINESTRING (9.4249155 48.9455608, 9.424898 48.9455145, 9.4247465 48.9450545)",,,,,
"[967049760, 439795817, 439795818]",False,Karlstraße,residential,30,False,90.652,"LINESTRING (9.4249155 48.9455608, 9.4249228 48.9455801, 9.4249321 48.9456046, 9.4250971 48.9460406, 9.4251089 48.9460717, 9.4251195 48.9460988, 9.425219 48.9463513)",,,,,
24269839,False,Gerberstraße,residential,30,False,18.241,"LINESTRING (9.4247465 48.9450545, 9.4248207 48.9450419, 9.4248625 48.9450348, 9.4249888 48.9450147)",,,,,
149137524,False,Karlstraße,residential,30,False,57.638,"LINESTRING (9.4247465 48.9450545, 9.424898 48.9455145, 9.4249155 48.9455608)",,,,,
"[4309377, 1052540404]",False,Gerberstraße,residential,30,True,110.321,"LINESTRING (9.4247465 48.9450545, 9.4245783 48.945082, 9.4244801 48.945098, 9.423599 48.9452421, 9.423559 48.9452543, 9.4234569 48.9453112, 9.4233557 48.945384)",,,,,
24269839,False,Gerberstraße,residential,30,True,18.241,"LINESTRING (9.4249888 48.9450147, 9.4248625 48.9450348, 9.4248207 48.9450419, 9.4247465 48.9450545)",,,,,
"[4956496, 948714737, 4956498, 4956499]",False,"['Fritz-Munz-Weg', 'Bácsalmás-Brücke']",residential,20,False,100.606,"LINESTRING (9.4277742 48.9484254, 9.4280009 48.9483533, 9.4282567 48.9482695, 9.4282974 48.9482544, 9.4284568 48.9481711, 9.4285148 48.9481445, 9.428595 48.9481031, 9.4289285 48.947939)",,,,yes,
"[163086906, 967236748, 967236749, 967236750]",False,Talstraße,tertiary,40,False,248.54399999999995,"LINESTRING (9.4277742 48.9484254, 9.4277255 48.9483217, 9.4276177 48.9480764, 9.4274792 48.9477347, 9.4274349 48.9476147, 9.4273654 48.9473032, 9.4273509 48.9472433, 9.427329 48.9471565, 9.4272948 48.9470206, 9.4272791 48.9469298, 9.4272645 48.9468249, 9.4272494 48.9467407, 9.4272324 48.9466457, 9.4272213 48.9465839, 9.4272065 48.9465285, 9.4271534 48.946342, 9.4271155 48.9462625, 9.4271029 48.9462395)","['2', '3']",K 1897,,,
"[78591334, 76767494, 1010971433, 967236751, 4309520, 76767505, 791416254]",False,Talstraße,tertiary,40,True,400.471,"LINESTRING (9.4277742 48.9484254, 9.427873 48.9485895, 9.4279689 48.9487075, 9.4281485 48.9488624, 9.4283927 48.9489976, 9.4289538 48.9492378, 9.4293558 48.9493942, 9.4295178 48.9494478, 9.4295236 48.9494494, 9.4296351 48.9494724, 9.4297248 48.9494731, 9.4298532 48.9494592, 9.4299917 48.9494303, 9.4300193 48.9494231, 9.4302811 48.9493551, 9.4306367 48.9492356, 9.4308581 48.9491499, 9.4309539 48.9491098, 9.431041 48.9490662, 9.4312338 48.9489553, 9.4313558 48.9488684, 9.4314649 48.9487769, 9.4316517 48.948609, 9.4318265 48.9484401, 9.4318696 48.9483873, 9.4319009 48.948349)","['2', '3']",K 1897,,yes,
"[149137448, 1137740916, 1137740917]",False,Adenauerplatz,residential,30,False,44.227,"LINESTRING (9.4333502 48.9447605, 9.4333722 48.9447472, 9.4333882 48.9447285, 9.4333922 48.9447081, 9.43339 48.9446837, 9.4333234 48.9444535, 9.4333204 48.9443762)",,,,,
948714724,False,Burgplatz,living_street,,False,17.996,"LINESTRING (9.4333502 48.9447605, 9.4334071 48.944789, 9.4334486 48.9448098, 9.4334856 48.9448402, 9.4334997 48.9448808)",,,,,
"[149137666, 1137740915]",False,Stuttgarter Straße,residential,30,True,81.74700000000001,"LINESTRING (9.4333502 48.9447605, 9.4332538 48.9447981, 9.4330853 48.9448494, 9.432926 48.9448988, 9.4323411 48.9450779)",,,,,
4312477,True,Marktstraße,residential,30,False,77.89099999999999,"LINESTRING (9.4323411 48.9450779, 9.4322133 48.9451668, 9.4321506 48.9452141, 9.4319759 48.9453157, 9.4319338 48.9453399, 9.4318806 48.9453785, 9.4317234 48.9454838, 9.4316524 48.9455382, 9.4316079 48.945584)",,,,,
"[149137666, 1137740915]",False,Stuttgarter Straße,residential,30,False,81.747,"LINESTRING (9.4323411 48.9450779, 9.432926 48.9448988, 9.4330853 48.9448494, 9.4332538 48.9447981, 9.4333502 48.9447605)",,,,,
4309541,False,Marktstraße,residential,30,True,45.457,"LINESTRING (9.4316079 48.945584, 9.4315473 48.9455201, 9.4314634 48.945469, 9.4311744 48.9452937)",,,,,
5042098,False,Petrus-Jacobi-Weg,living_street,,False,24.561999999999998,"LINESTRING (9.4316079 48.945584, 9.4316533 48.9456129, 9.4316728 48.9456253, 9.4316678 48.9456541, 9.4315514 48.9457624)",,,,,
"[4309533, 948625199]",True,Marktstraße,residential,30,False,78.161,"LINESTRING (9.4316079 48.945584, 9.4315221 48.9456541, 9.4313788 48.9457586, 9.4313165 48.9458054, 9.4311351 48.9459543, 9.4310327 48.946081, 9.4309809 48.946149)",,,,,
203295887,True,Marktstraße,residential,30,False,56.406,"LINESTRING (9.4306675 48.946721, 9.4306383 48.9468012, 9.4306173 48.9468691, 9.4306012 48.9469872, 9.4306015 48.9471105, 9.43063 48.9472226)",,,,,
4309532,True,Stuttgarter Straße,residential,30,False,88.93,"LINESTRING (9.4311744 48.9452937, 9.4312802 48.945268, 9.4317031 48.9451679, 9.4317928 48.945148, 9.4319534 48.9451125, 9.4323411 48.9450779)",,,,,
4309541,False,Marktstraße,residential,30,False,45.457,"LINESTRING (9.4311744 48.9452937, 9.4314634 48.945469, 9.4315473 48.9455201, 9.4316079 48.945584)",,,,,
"[4309542, 203295886]",False,Am Schillerplatz,residential,30,True,34.991,"LINESTRING (9.4311744 48.9452937, 9.4310501 48.9452235, 9.4309081 48.9451346, 9.4308249 48.9450787)",,,,,
"[992912977, 4309538]",True,Am Schillerplatz,residential,20,False,76.957,"LINESTRING (9.4301619 48.9454854, 9.4309607 48.9453328, 9.4310096 48.945323, 9.4311744 48.9452937)",,,,,
8480598,False,Dilleniusstraße,residential,20,False,69.59899999999999,"LINESTRING (9.4301619 48.9454854, 9.4301601 48.9457875, 9.4301351 48.9461109)",,,,,
"[4309537, 1083259391]",True,Am Schillerplatz,residential,20,False,61.274,"LINESTRING (9.4301619 48.9454854, 9.4301676 48.9454359, 9.4301792 48.9453185, 9.4302076 48.9449352)",,,,,
"[4309539, 1083259390]",False,Albertstraße,residential,20,False,135.589,"LINESTRING (9.42937 48.9455442, 9.4293549 48.9455054, 9.4293008 48.9453784, 9.4293424 48.944901, 9.4302076 48.9449352)",,,,,
1027127129,True,Eduard-Breuninger-Straße,residential,20,False,58.556000000000004,"LINESTRING (9.42937 48.9455442, 9.4296058 48.9455021, 9.4297334 48.9454919, 9.4299868 48.9454904, 9.4300751 48.9454909, 9.4301619 48.9454854)",,,,,
"[1143656016, 4309382, 1143656015]",False,Eduard-Breuninger-Straße,residential,"['20', '30']",True,101.066,"LINESTRING (9.4274261 48.9451527, 9.427446 48.9452184, 9.4274759 48.9453141, 9.427654 48.9459192, 9.4277101 48.9460417)",,,,,
148947601,True,Gartenstraße,residential,30,False,95.67900000000002,"LINESTRING (9.4328824 48.9484121, 9.4329173 48.9483242, 9.4329354 48.9482783, 9.4330407 48.9480114, 9.4331626 48.9477802, 9.4332298 48.9476927, 9.4332929 48.9475975)",,,,,
203296481,False,Sulzbacher Straße,tertiary,50,False,118.922,"LINESTRING (9.4328824 48.9484121, 9.4330671 48.9484623, 9.4331787 48.9484942, 9.4333142 48.948548, 9.4334613 48.9486064, 9.4335148 48.9486279, 9.43354 48.948638, 9.4338855 48.9487933, 9.4342571 48.9489777)",,,,,
"[1097716593, 1111513308, 148947713]",False,Sulzbacher Straße,tertiary,50,True,55.39999999999999,"LINESTRING (9.4328824 48.9484121, 9.4326869 48.948382, 9.432547 48.9483631, 9.4322947 48.9483289, 9.4321992 48.9483124, 9.4321425 48.9483026)",2,,,,
148947601,True,Gartenstraße,residential,30,False,219.284,"LINESTRING (9.4332929 48.9475975, 9.4335313 48.9473049, 9.4335672 48.9472652, 9.4336161 48.9472331, 9.4337223 48.9471729, 9.4339606 48.9470884, 9.434254 48.9470166, 9.4342786 48.947011, 9.434943 48.9468531, 9.4352707 48.9467764, 9.4353922 48.9467551, 9.4355119 48.9467467, 9.4357104 48.9467394, 9.4358186 48.946743)",,,,,
"[5029068, 943367191, 1202562375]",False,Zwischenäckerle,residential,30,True,117.49600000000001,"LINESTRING (9.4332929 48.9475975, 9.4334203 48.9476438, 9.4335369 48.9476483, 9.4338672 48.9476099, 9.4345317 48.9475327, 9.4347859 48.94751, 9.4348654 48.947514)",,,,,
5020354,False,Staige,living_street,,False,208.753,"LINESTRING (9.4342571 48.9489777, 9.4344323 48.9489742, 9.4345667 48.9490131, 9.4348782 48.9491626, 9.4352093 48.9493687, 9.43551 48.949572, 9.4356897 48.9497062, 9.4357349 48.9497526, 9.4358938 48.9500339, 9.4360277 48.9503161)",,,,,
203296481,False,Sulzbacher Straße,tertiary,50,True,118.922,"LINESTRING (9.4342571 48.9489777, 9.4338855 48.9487933, 9.43354 48.948638, 9.4335148 48.9486279, 9.4334613 48.9486064, 9.4333142 48.948548, 9.4331787 48.9484942, 9.4330671 48.9484623, 9.4328824 48.9484121)",,,,,
"[1111998257, 1111513294, 1111513295]",False,Sulzbacher Straße,tertiary,50,False,186.40799999999996,"LINESTRING (9.4342571 48.9489777, 9.4343611 48.9490825, 9.4343975 48.9491306, 9.4344698 48.9492188, 9.4345111 48.9492705, 9.4345337 48.9493067, 9.4345892 48.9494008, 9.4346974 48.9495839, 9.4348257 48.9499317, 9.4348338 48.9499511, 9.4348913 48.9501369, 9.4349099 48.950197, 9.4349076 48.9502511, 9.4348992 48.9502946, 9.4348789 48.9503281, 9.4348646 48.9503532, 9.4348503 48.9503783, 9.4348188 48.9504229, 9.4347719 48.9504725, 9.4347364 48.950494, 9.4346819 48.9505242)",,,,,
"[203296480, 1111998257]",False,Sulzbacher Straße,tertiary,50,False,94.048,"LINESTRING (9.4346819 48.9505242, 9.4346221 48.9505431, 9.4345542 48.9505605, 9.4343781 48.9505814, 9.4342519 48.9505964, 9.4339498 48.9506275, 9.4337245 48.9506524, 9.4334229 48.9506908)",,,,,
"[1111998257, 1111513294, 1111513295]",False,Sulzbacher Straße,tertiary,50,True,186.40800000000002,"LINESTRING (9.4346819 48.9505242, 9.4347364 48.950494, 9.4347719 48.9504725, 9.4348188 48.9504229, 9.4348503 48.9503783, 9.4348646 48.9503532, 9.4348789 48.9503281, 9.4348992 48.9502946, 9.4349076 48.9502511, 9.4349099 48.950197, 9.4348913 48.9501369, 9.4348338 48.9499511, 9.4348257 48.9499317, 9.4346974 48.9495839, 9.4345892 48.9494008, 9.4345337 48.9493067, 9.4345111 48.9492705, 9.4344698 48.9492188, 9.4343975 48.9491306, 9.4343611 48.9490825, 9.4342571 48.9489777)",,,,,
1115791269,False,Ekertsklingenstraße,residential,30,False,72.325,"LINESTRING (9.4346819 48.9505242, 9.4347462 48.9505948, 9.4348012 48.9506656, 9.4349195 48.9508261, 9.4350405 48.9509718, 9.4350901 48.951009, 9.4351635 48.9510497, 9.4352008 48.9510701)",,,,,
"[4956496, 948714737, 4956498, 4956499]",False,"['Fritz-Munz-Weg', 'Bácsalmás-Brücke']",residential,20,True,100.606,"LINESTRING (9.4289285 48.947939, 9.428595 48.9481031, 9.4285148 48.9481445, 9.4284568 48.9481711, 9.4282974 48.9482544, 9.4282567 48.9482695, 9.4280009 48.9483533, 9.4277742 48.9484254)",,,,yes,
44435015,False,Ekertsklingenstraße,residential,30,False,72.661,"LINESTRING (9.4352008 48.9510701, 9.4352075 48.951023, 9.4352242 48.9509912, 9.4352658 48.950952, 9.4354001 48.9508572, 9.4358575 48.9506003)",,,,,
1115791269,False,Ekertsklingenstraße,residential,30,True,72.325,"LINESTRING (9.4352008 48.9510701, 9.4351635 48.9510497, 9.4350901 48.951009, 9.4350405 48.9509718, 9.4349195 48.9508261, 9.4348012 48.9506656, 9.4347462 48.9505948, 9.4346819 48.9505242)",,,,,
"[5029068, 1202562375, 943367191]",False,Zwischenäckerle,residential,30,False,117.496,"LINESTRING (9.4348654 48.947514, 9.4347859 48.94751, 9.4345317 48.9475327, 9.4338672 48.9476099, 9.4335369 48.9476483, 9.4334203 48.9476438, 9.4332929 48.9475975)",,,,,
5029068,False,Zwischenäckerle,residential,30,True,188.12599999999998,"LINESTRING (9.4348654 48.947514, 9.434985 48.9475514, 9.4351075 48.9476581, 9.4352535 48.9478253, 9.4353703 48.9480386, 9.4354026 48.9481066, 9.4355635 48.9484429, 9.4357404 48.9486471, 9.4358119 48.9487277, 9.4360364 48.9489888)",,,,,
5029070,False,Rosenstraße,residential,30,False,70.34,"LINESTRING (9.4348654 48.947514, 9.4348896 48.9474887, 9.434941 48.9474553, 9.4349889 48.9474253, 9.4356981 48.9472133)",,,,,
5029068,False,Zwischenäckerle,residential,30,False,188.126,"LINESTRING (9.4360364 48.9489888, 9.4358119 48.9487277, 9.4357404 48.9486471, 9.4355635 48.9484429, 9.4354026 48.9481066, 9.4353703 48.9480386, 9.4352535 48.9478253, 9.4351075 48.9476581, 9.434985 48.9475514, 9.4348654 48.947514)",,,,,
5029070,False,Rosenstraße,residential,30,True,70.34,"LINESTRING (9.4356981 48.9472133, 9.4349889 48.9474253, 9.434941 48.9474553, 9.4348896 48.9474887, 9.4348654 48.947514)",,,,,
5042098,False,Petrus-Jacobi-Weg,living_street,,True,24.562,"LINESTRING (9.4315514 48.9457624, 9.4316678 48.9456541, 9.4316728 48.9456253, 9.4316533 48.9456129, 9.4316079 48.945584)",,,,,
1128220423,False,Petrus-Jacobi-Weg,living_street,,True,24.345,"LINESTRING (9.4315514 48.9457624, 9.431486 48.9458038, 9.4314629 48.9458185, 9.4313168 48.9459179)",,,,,
"[1135426912, 1128220424]",False,Petrus-Jacobi-Weg,living_street,,False,96.72399999999999,"LINESTRING (9.4315514 48.9457624, 9.4315857 48.9457945, 9.4316218 48.9457993, 9.4316906 48.9457848, 9.4317193 48.9457695, 9.4317507 48.9457497, 9.4318718 48.9456733, 9.4320447 48.9455642, 9.4321201 48.9455202, 9.4322439 48.9454641, 9.4324188 48.9453848, 9.4324804 48.945357, 9.4326046 48.9453343)",,,,,
"[1135426915, 1135426916, 340478765]",False,Petrus-Jacobi-Weg,living_street,,False,65.36200000000001,"LINESTRING (9.4326046 48.9453343, 9.4327308 48.9454291, 9.4327959 48.9454962, 9.4327815 48.9455557, 9.4326772 48.9456286, 9.4325302 48.9457014, 9.4324394 48.9457183, 9.4323811 48.9457265)",,,,,
"[916021472, 1191383970, 1191383971, 1191383972]",False,Petrus-Jacobi-Weg,living_street,,False,25.203000000000003,"LINESTRING (9.4326046 48.9453343, 9.4325964 48.9452781, 9.4326173 48.9452433, 9.4325842 48.9451964, 9.4325797 48.9451893, 9.4325674 48.9451704, 9.4325358 48.9451218)",,,,,
"[1128220424, 1135426912]",False,Petrus-Jacobi-Weg,living_street,,True,96.72400000000002,"LINESTRING (9.4326046 48.9453343, 9.4324804 48.945357, 9.4324188 48.9453848, 9.4322439 48.9454641, 9.4321201 48.9455202, 9.4320447 48.9455642, 9.4318718 48.9456733, 9.4317507 48.9457497, 9.4317193 48.9457695, 9.4316906 48.9457848, 9.4316218 48.9457993, 9.4315857 48.9457945, 9.4315514 48.9457624)",,,,,
5042101,True,Postgasse,living_street,,False,60.423,"LINESTRING (9.431337 48.9470326, 9.4312494 48.9469839, 9.4310341 48.9468628, 9.4309921 48.9468391, 9.4307998 48.9467624, 9.4307405 48.9467387, 9.4307055 48.9467247, 9.4306675 48.946721)",,,,,
5042102,False,Wassergasse,living_street,,True,63.751000000000005,"LINESTRING (9.431337 48.9470326, 9.4312632 48.9470711, 9.4312194 48.9471062, 9.4311452 48.9471996, 9.4310862 48.9472413, 9.4310429 48.9472524, 9.4310065 48.9472537, 9.4309755 48.9472518, 9.4308737 48.9472456, 9.4307722 48.9472347, 9.43063 48.9472226)",,,,,
1036499995,False,Ölberg,living_street,,True,17.111,"LINESTRING (9.431337 48.9470326, 9.4313906 48.9470177, 9.4314379 48.9470003, 9.4314763 48.9469805, 9.4315103 48.9469623, 9.4315296 48.9469479)",,,,,
5042102,False,Wassergasse,living_street,,False,63.751,"LINESTRING (9.43063 48.9472226, 9.4307722 48.9472347, 9.4308737 48.9472456, 9.4309755 48.9472518, 9.4310065 48.9472537, 9.4310429 48.9472524, 9.4310862 48.9472413, 9.4311452 48.9471996, 9.4312194 48.9471062, 9.4312632 48.9470711, 9.431337 48.9470326)",,,,,
"[149137667, 948714734, 203295887, 149137501, 4309342]",True,"['Sulzbacher Brücke', 'Marktstraße']","['residential', 'unclassified']",30,False,177.56499999999997,"LINESTRING (9.43063 48.9472226, 9.4306334 48.9472456, 9.4306559 48.9474339, 9.4306747 48.9475874, 9.4306785 48.9476169, 9.4306824 48.9476393, 9.430685 48.9476658, 9.4306877 48.9479413, 9.4306918 48.9479909, 9.4306924 48.9480081, 9.4308135 48.9480734, 9.4309376 48.9481299, 9.4309818 48.9481387, 9.4310356 48.9481466, 9.4311613 48.9481453, 9.4313088 48.9481438, 9.4314408 48.9481425, 9.4316825 48.9481521, 9.4317484 48.9481551, 9.4318575 48.9481432)",1,,,yes,
477680801,True,Annonay-Straße,tertiary,40,False,29.115000000000002,"LINESTRING (9.4358125 48.9466222, 9.4357288 48.9466021, 9.4356725 48.946576, 9.435641 48.946551, 9.4356128 48.9465083, 9.4356058 48.9464691, 9.4356152 48.94643)",,K 1897,roundabout,,
1110126142,False,Gartenstraße,tertiary,50,False,13.472,"LINESTRING (9.4358125 48.9466222, 9.4358097 48.9466787, 9.4358116 48.9467083, 9.4358186 48.946743)",,K 1897,,,
477680801,True,Annonay-Straße,tertiary,40,False,37.997,"LINESTRING (9.435997 48.9463747, 9.4360264 48.9464101, 9.4360402 48.9464348, 9.4360469 48.9464604, 9.4360465 48.9464863, 9.4360378 48.9465149, 9.4360205 48.9465417, 9.4359937 48.9465671, 9.4359593 48.9465881, 9.4359137 48.9466054, 9.43586 48.9466155, 9.4358125 48.9466222)",,K 1897,roundabout,,
5079214,False,Auf dem Hagenbach,living_street,,True,59.454,"LINESTRING (9.4267269 48.9495828, 9.4259162 48.9496321)",,,,,
4309373,True,Gerberstraße,residential,20,False,21.180999999999997,"LINESTRING (9.4266172 48.9452455, 9.4265983 48.9452602, 9.426575 48.9452719, 9.4265333 48.9452829, 9.4264981 48.945285, 9.4264607 48.9452805, 9.4264378 48.9452739, 9.4264171 48.9452647, 9.4263995 48.9452528, 9.4263952 48.9452498, 9.426379 48.945232)",,,roundabout,,
"[439795816, 1146540025, 149137499, 1146540024]",False,Gerberstraße,residential,20,False,99.84,"LINESTRING (9.4266172 48.9452455, 9.4266564 48.9453333, 9.4267068 48.9454468, 9.4267889 48.9455835, 9.4269305 48.9458708, 9.4269935 48.9459933, 9.4270196 48.9460502, 9.4270449 48.9460979)",,,,,
10871574,True,,tertiary,40,False,11.944,"LINESTRING (9.4269627 48.9461801, 9.4269625 48.9461586, 9.4269717 48.946138, 9.4269897 48.94612, 9.4270148 48.9461063, 9.4270449 48.9460979)",,K 1897,roundabout,,
