osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,bridge,junction,ref
"[47727266, 75720676, 180562601, 152923156, 49024341]",False,,"['Münzgasse', 'Brotlaube', 'Sankt-Stephans-Platz']","['living_street', 'residential']","['7', '30']",True,387.774,"LINESTRING (9.1771452 47.6613199, 9.1771339 47.6612904, 9.177118 47.6612492, 9.1767848 47.6611314, 9.1766649 47.661087, 9.1766455 47.6610796, 9.1766 47.6610624, 9.1765232 47.6610366, 9.1761756 47.6609752, 9.1758214 47.6609569, 9.1754408 47.6609907, 9.1750501 47.6610443, 9.1748977 47.6610703, 9.1747333 47.661112, 9.1745773 47.6611607, 9.174524 47.6611824, 9.1740714 47.661367, 9.1737043 47.661541, 9.1736416 47.6615734, 9.1734911 47.661616, 9.173228 47.6616946, 9.172617 47.6618801, 9.1725495 47.6618992, 9.1725308 47.6619046, 9.1724758 47.6619203)",,,,
"[75720688, 574217223]",False,,Fischmarkt,"['living_street', 'residential']",,False,41.05499999999999,"LINESTRING (9.1771452 47.6613199, 9.1771684 47.6613351, 9.1771859 47.6613514, 9.1772044 47.6613813, 9.1772585 47.6614993, 9.1772774 47.6615198, 9.1772988 47.6615347, 9.1773448 47.6615525, 9.177467 47.6615909)",,,,
150828287,False,,Fischmarkt,living_street,,False,35.382,"LINESTRING (9.1771452 47.6613199, 9.1771181 47.6613109, 9.1770866 47.6613069, 9.1770572 47.6613076, 9.1766814 47.6613488)",,,,
105053120,False,,Wiesenstrasse,residential,30,False,45.265,"LINESTRING (9.175467 47.6552722, 9.1753766 47.6556747)",,,,
107046302,False,,Zollstrasse,residential,30,True,159.692,"LINESTRING (9.175467 47.6552722, 9.1743296 47.6551542, 9.1742753 47.6551486, 9.1740367 47.6551238, 9.1738114 47.6551005, 9.1735009 47.6550682, 9.1733594 47.655081)",,,,
"[152133698, 175789058, 27022237]",False,,Grenzstrasse,residential,30,False,226.55400000000003,"LINESTRING (9.1706092 47.6547674, 9.1706724 47.6548004, 9.1718634 47.6553053, 9.171961 47.6553089, 9.172049 47.6553018, 9.1731901 47.655102, 9.1733594 47.655081)",,,,
27022237,False,,Grenzstrasse,residential,30,True,118.64099999999999,"LINESTRING (9.1706092 47.6547674, 9.1705416 47.6547812, 9.1703315 47.6548768, 9.1702953 47.6548973, 9.1702681 47.6549249, 9.169858 47.6556582)",,,,
15800409,False,,Hofhalde,living_street,,True,61.286,"LINESTRING (9.1755209 47.6626492, 9.175632 47.6626325, 9.175662 47.662628, 9.1758175 47.6626086, 9.1759678 47.6625847, 9.1760992 47.6625472, 9.1762825 47.6624671)",,,,
471577978,False,,Hohenhausgasse,living_street,,True,72.946,"LINESTRING (9.1755209 47.6626492, 9.1755171 47.662496, 9.1755432 47.6624796, 9.1757608 47.6623421, 9.1755593 47.6620997)",,,,
"[616306985, 69956097]",False,,"['Hofhalde', 'Wessenbergstraße']",living_street,,"[False, True]",47.074,"LINESTRING (9.1755209 47.6626492, 9.1751596 47.6627036, 9.175132 47.6627078, 9.1750132 47.6625751)",,,,
26555684,False,,Tägermoosstrasse,residential,30,True,55.223,"LINESTRING (9.1684662 47.6559563, 9.1686127 47.6558959, 9.1687894 47.655823, 9.1689924 47.6557392, 9.1690951 47.6556971)",,,,
27022265,False,2,Konstanzerstrasse,primary,50,True,55.023,"LINESTRING (9.1687614 47.6552564, 9.1690175 47.6556047, 9.1690951 47.6556971)",,,,1
"[26524396, 1004807237]",False,3,Bodanstraße,tertiary,30,True,81.04199999999999,"LINESTRING (9.1754458 47.6579126, 9.1760802 47.6578348, 9.1763439 47.6577999, 9.176415 47.6577918, 9.1764698 47.6577882, 9.176511 47.6577902)",,,,
70046085,False,2,Bodanstraße,tertiary,30,False,24.076,"LINESTRING (9.1754458 47.6579126, 9.1753901 47.6579196, 9.1751298 47.6579523)",,,,
"[1216832124, 26844391]",False,,Wiesenstraße,living_street,,True,73.0,"LINESTRING (9.1754458 47.6579126, 9.1754481 47.6578608, 9.1754485 47.6578513, 9.1754512 47.6577896, 9.1754579 47.6576328, 9.1750147 47.6575744, 9.1749092 47.6575605)",,,,
26845264,False,,Tägermoosstraße,residential,30,False,113.991,"LINESTRING (9.1707516 47.6596429, 9.1693651 47.6600658)",,,,
32916145,True,2,Obere Laube,secondary,30,False,40.792,"LINESTRING (9.1707516 47.6596429, 9.1705813 47.659409, 9.1705153 47.6593124)",6,,,
107046302,False,,Zollstrasse,residential,30,False,159.692,"LINESTRING (9.1733594 47.655081, 9.1735009 47.6550682, 9.1738114 47.6551005, 9.1740367 47.6551238, 9.1742753 47.6551486, 9.1743296 47.6551542, 9.175467 47.6552722)",,,,
"[175789058, 152133698, 27022237]",False,,Grenzstrasse,residential,30,True,226.554,"LINESTRING (9.1733594 47.655081, 9.1731901 47.655102, 9.172049 47.6553018, 9.171961 47.6553089, 9.1718634 47.6553053, 9.1706724 47.6548004, 9.1706092 47.6547674)",,,,
26845264,False,,Tägermoosstraße,residential,30,True,113.991,"LINESTRING (9.1693651 47.6600658, 9.1707516 47.6596429)",,,,
11835839,False,,Schützenstraße,residential,30,True,68.54400000000001,"LINESTRING (9.1693651 47.6600658, 9.1696032 47.660383, 9.1697781 47.6606159)",4.4,,,
"[28332473, 1002768549]",False,,Kreuzlinger Straße,living_street,,False,103.01800000000001,"LINESTRING (9.1707832 47.658354, 9.1707882 47.6580558, 9.1707937 47.6579154, 9.1708088 47.6578223, 9.1708444 47.6577516, 9.1709003 47.6576772, 9.1709484 47.6576338, 9.1711098 47.6574879)",,,,
49024343,False,,Sankt-Stephans-Platz,living_street,,True,88.111,"LINESTRING (9.1750132 47.6625751, 9.1744429 47.6627882, 9.1743965 47.6628341, 9.1743734 47.6628569, 9.1742108 47.6629042, 9.174025 47.6629376, 9.1739935 47.6629384)",,,,
"[69956097, 616306985]",False,,"['Hofhalde', 'Wessenbergstraße']",living_street,,"[False, True]",47.074,"LINESTRING (9.1750132 47.6625751, 9.175132 47.6627078, 9.1751596 47.6627036, 9.1755209 47.6626492)",,,,
69956097,False,,Wessenbergstraße,living_street,,True,22.701,"LINESTRING (9.1750132 47.6625751, 9.1749566 47.6624968, 9.1748729 47.6623942)",,,,
"[701273528, 32916145, 946103293]",True,2,Obere Laube,secondary,30,False,55.199,"LINESTRING (9.1705153 47.6593124, 9.1704753 47.659256, 9.1703684 47.6591057, 9.1702987 47.6589962, 9.1702332 47.6588548)",6,,,
35311248,True,,Obere Laube,residential,50,False,27.862000000000002,"LINESTRING (9.1705153 47.6593124, 9.1704991 47.65925, 9.1705177 47.6592132, 9.1705869 47.6591877, 9.1706462 47.6591899, 9.1706844 47.6591958, 9.1707233 47.6592078)",,,,
