osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,bridge,junction,ref
32934861,True,1,Bodanstraße,tertiary,30,False,13.597,"LINESTRING (9.1702897 47.658718, 9.1703847 47.6586138)",,,,
39332295,True,1,Obere Laube,secondary,50,False,17.704,"LINESTRING (9.1702897 47.658718, 9.170406 47.6587918, 9.1704513 47.6588334)",,,,
73024860,True,1,Döbelestraße,tertiary,50,False,16.237,"LINESTRING (9.1702897 47.658718, 9.1701952 47.6587093, 9.1700845 47.6586757)",,,,
8091303,False,,Bruderturmgasse,residential,30,True,79.20700000000001,"LINESTRING (9.1727683 47.6589878, 9.1727516 47.6589622, 9.1727123 47.6587833, 9.172668 47.6585814, 9.1726206 47.6583656, 9.1726029 47.6582852)",,,,
"[136353707, 35535140]",True,2,Obere Laube,secondary,30,False,46.353,"LINESTRING (9.1704513 47.6588334, 9.1706384 47.6590929, 9.170709 47.659191, 9.1707233 47.6592078)",6,,,
"[257845233, 8169945, 49782197]",True,2,Untere Laube,secondary,30,False,193.382,"LINESTRING (9.1724758 47.6619203, 9.1727681 47.6625586, 9.1729521 47.6630098, 9.1729616 47.663033, 9.1731163 47.6634193, 9.1731403 47.6634792, 9.1731544 47.6635145, 9.1731855 47.6635922)",6,,,
"[47727266, 75720676, 180562601, 152923156, 49024341]",False,,"['Münzgasse', 'Brotlaube', 'Sankt-Stephans-Platz']","['residential', 'living_street']","['7', '30']",False,387.7740000000001,"LINESTRING (9.1724758 47.6619203, 9.1725308 47.6619046, 9.1725495 47.6618992, 9.172617 47.6618801, 9.173228 47.6616946, 9.1734911 47.661616, 9.1736416 47.6615734, 9.1737043 47.661541, 9.1740714 47.661367, 9.174524 47.6611824, 9.1745773 47.6611607, 9.1747333 47.661112, 9.1748977 47.6610703, 9.1750501 47.6610443, 9.1754408 47.6609907, 9.1758214 47.6609569, 9.1761756 47.6609752, 9.1765232 47.6610366, 9.1766 47.6610624, 9.1766455 47.6610796, 9.1766649 47.661087, 9.1767848 47.6611314, 9.177118 47.6612492, 9.1771339 47.6612904, 9.1771452 47.6613199)",,,,
18446107,False,,Mosbruggerstraße,residential,30,False,74.703,"LINESTRING (9.1699257 47.6631001, 9.1689558 47.6632571)",,,,
23959072,False,,Brauneggerstraße,residential,30,False,48.61,"LINESTRING (9.1699257 47.6631001, 9.1697239 47.6626846)",8.9,,,
10131034,False,,Gottlieber Straße,residential,30,False,64.453,"LINESTRING (9.1693628 47.6619419, 9.1692442 47.661958, 9.1689967 47.6619934, 9.1685185 47.6620541)",,,,
15106068,False,,Gütlestraße,living_street,,False,110.35199999999999,"LINESTRING (9.1693628 47.6619419, 9.169312 47.6618824, 9.1692352 47.6616982, 9.1692729 47.6616399, 9.1690234 47.6610692, 9.1689938 47.660998)",,,,
23959072,False,,Brauneggerstraße,residential,30,True,86.9,"LINESTRING (9.1693628 47.6619419, 9.1693786 47.6619745, 9.1693914 47.6620008, 9.1697239 47.6626846)",8.9,,,
449500357,False,,Gottlieber Straße,residential,30,True,94.37100000000001,"LINESTRING (9.1693628 47.6619419, 9.1697503 47.6618575, 9.1698083 47.6618449, 9.1701113 47.6617633, 9.170329 47.661702, 9.1705527 47.6616671)",,,,
11835839,False,,Schützenstraße,residential,30,False,97.24100000000001,"LINESTRING (9.1705527 47.6616671, 9.1705165 47.6616234, 9.1704913 47.6616006, 9.1702484 47.6612615, 9.1699763 47.6608841)",4.4,,,
32916148,True,,Lutherplatz,residential,30,False,112.10800000000002,"LINESTRING (9.1705527 47.6616671, 9.1707101 47.6615121, 9.1709105 47.6613438, 9.1712811 47.6611967, 9.17143 47.661149, 9.1716275 47.6610907, 9.171707 47.6610667)",,,,
47727259,False,,Schottenstraße,residential,30,False,80.231,"LINESTRING (9.1705527 47.6616671, 9.1705828 47.6617245, 9.1705944 47.6617465, 9.1709101 47.6623473)",,,,
449500357,False,,Gottlieber Straße,residential,30,False,94.371,"LINESTRING (9.1705527 47.6616671, 9.170329 47.661702, 9.1701113 47.6617633, 9.1698083 47.6618449, 9.1697503 47.6618575, 9.1693628 47.6619419)",,,,
92033465,False,,Kreuzlinger Straße,residential,30,False,9.8,"LINESTRING (9.1729621 47.6559325, 9.1729134 47.6560143)",,,,
649082932,False,,Kreuzlinger Straße,residential,30,True,34.989000000000004,"LINESTRING (9.1729621 47.6559325, 9.1729837 47.6558904, 9.1731147 47.6556351)",,,,
"[92033465, 32343471]",False,,Kreuzlinger Straße,residential,30,"[False, True]",36.985,"LINESTRING (9.1726424 47.6562918, 9.1728019 47.6561442, 9.1729134 47.6560143)",,,,
92033463,False,,Kreuzlinger Straße,residential,30,True,130.918,"LINESTRING (9.1726424 47.6562918, 9.1724733 47.656444, 9.1724381 47.6564758, 9.1721491 47.6568192, 9.1720221 47.656927, 9.1718531 47.6570598, 9.1717899 47.657098, 9.1715875 47.6572203)",,,,
11835839,False,,Schützenstraße,residential,30,False,33.312,"LINESTRING (9.1699763 47.6608841, 9.1697781 47.6606159)",4.4,,,
11835839,False,,Schützenstraße,residential,30,True,97.24100000000001,"LINESTRING (9.1699763 47.6608841, 9.1702484 47.6612615, 9.1704913 47.6616006, 9.1705165 47.6616234, 9.1705527 47.6616671)",4.4,,,
18446120,True,,Leinerstraße,residential,30,False,74.66399999999999,"LINESTRING (9.1699763 47.6608841, 9.1695144 47.6609357, 9.1689938 47.660998)",,,,
15104691,False,,Schulstraße,residential,30,False,47.685,"LINESTRING (9.1697239 47.6626846, 9.1703105 47.6625178)",,,,
23959072,False,,Brauneggerstraße,residential,30,True,48.61,"LINESTRING (9.1697239 47.6626846, 9.1699257 47.6631001)",8.9,,,
23959072,False,,Brauneggerstraße,residential,30,False,86.9,"LINESTRING (9.1697239 47.6626846, 9.1693914 47.6620008, 9.1693786 47.6619745, 9.1693628 47.6619419)",8.9,,,
15104691,False,,Schulstraße,residential,30,True,48.742000000000004,"LINESTRING (9.1709101 47.6623473, 9.1704926 47.662466, 9.1703105 47.6625178)",,,,
47727259,False,,Schottenstraße,residential,30,True,80.23100000000001,"LINESTRING (9.1709101 47.6623473, 9.1705944 47.6617465, 9.1705828 47.6617245, 9.1705527 47.6616671)",,,,
360714845,True,,Schulstraße,residential,30,False,105.35799999999999,"LINESTRING (9.1709101 47.6623473, 9.1715275 47.6621744, 9.1715581 47.6621659, 9.1715958 47.6621557, 9.1721459 47.6620049, 9.1722121 47.6619885)",,,,
50751801,True,2,Untere Laube,secondary,30,False,24.681,"LINESTRING (9.1722121 47.6619885, 9.1721169 47.661776)",6,,,
15104691,False,,Schulstraße,residential,30,True,47.685,"LINESTRING (9.1703105 47.6625178, 9.1697239 47.6626846)",,,,
15104691,False,,Schulstraße,residential,30,False,48.742000000000004,"LINESTRING (9.1703105 47.6625178, 9.1704926 47.662466, 9.1709101 47.6623473)",,,,
15106068,False,,Gütlestraße,living_street,,True,110.352,"LINESTRING (9.1689938 47.660998, 9.1690234 47.6610692, 9.1692729 47.6616399, 9.1692352 47.6616982, 9.169312 47.6618824, 9.1693628 47.6619419)",,,,
"[8069766, 946100728, 50751800, 946100729, 149067036]",True,2,Untere Laube,secondary,30,False,195.949,"LINESTRING (9.1729583 47.6636775, 9.1729414 47.6636378, 9.1729329 47.6636179, 9.1729226 47.6635937, 9.1728004 47.6633159, 9.172744 47.6631867, 9.1726894 47.6630612, 9.1726179 47.6628956, 9.1724369 47.6624847, 9.1722904 47.6621565, 9.1722121 47.6619885)",6,,,
69956102,False,,Salmannsweilergasse,living_street,,True,119.23399999999998,"LINESTRING (9.175178 47.6616928, 9.1754434 47.6616083, 9.1757965 47.6615116, 9.176215 47.6614316, 9.1764692 47.6613865, 9.1766814 47.6613488)",,,,
150828283,False,,Fischmarkt,living_street,,False,43.876,"LINESTRING (9.1766814 47.6613488, 9.1767872 47.6617369)",,,,
69956102,False,,Salmannsweilergasse,living_street,,False,119.234,"LINESTRING (9.1766814 47.6613488, 9.1764692 47.6613865, 9.176215 47.6614316, 9.1757965 47.6615116, 9.1754434 47.6616083, 9.175178 47.6616928)",,,,
150828287,False,,Fischmarkt,living_street,,True,35.382,"LINESTRING (9.1766814 47.6613488, 9.1770572 47.6613076, 9.1770866 47.6613069, 9.1771181 47.6613109, 9.1771452 47.6613199)",,,,
150828283,False,,Fischmarkt,living_street,,True,43.876,"LINESTRING (9.1767872 47.6617369, 9.1766814 47.6613488)",,,,
47727264,False,,Zollernstraße,living_street,,False,77.97599999999998,"LINESTRING (9.1767872 47.6617369, 9.1761975 47.6618794, 9.1759716 47.6619431, 9.1758184 47.6619924)",,,,
15560340,False,,Dammgasse,living_street,,False,34.983000000000004,"LINESTRING (9.1770583 47.6595331, 9.1769118 47.6595595, 9.1766078 47.6596162)",,,,
"[1004807235, 66700452, 26835428, 1002659396, 1004807242, 1216908459, 169600396, 32934860, 357512588, 75720685, 1216907986, 66700375, 1216908602, 73024862]",False,"['2', '3']","['Konzilstraße', 'Bahnhofplatz']",tertiary,"['20', '30']",True,249.235,"LINESTRING (9.1770583 47.6595331, 9.177108 47.6597429, 9.1771361 47.6598496, 9.1771872 47.6600432, 9.1772087 47.6601232, 9.1772319 47.6602079, 9.177259 47.6603003, 9.1772787 47.6603257, 9.1773042 47.6603514, 9.1773337 47.6603761, 9.1774449 47.6604554, 9.1775295 47.6605109, 9.1775994 47.6605645, 9.1776522 47.6606082, 9.1776831 47.6606407, 9.1777112 47.6606762, 9.1777381 47.6607236, 9.1777454 47.6607475, 9.1777517 47.6607744, 9.1777568 47.6608135, 9.1777594 47.6608567, 9.177763 47.6610855, 9.1777635 47.6612012, 9.1777602 47.6612564, 9.1777512 47.6612903, 9.1777349 47.6613171, 9.1777169 47.661337, 9.1776242 47.6614297, 9.1775431 47.6615109, 9.177467 47.6615909)",,yes,,
"[1004807236, 1004807238, 1157727111, 1004807240, 1004807241, 1004807239, 75461899]",False,"['2', '3']",Bahnhofplatz,tertiary,20,False,190.585,"LINESTRING (9.1770583 47.6595331, 9.1770007 47.6593129, 9.1769658 47.6591802, 9.1769022 47.658911, 9.1768696 47.6587955, 9.1767577 47.6583928, 9.1767165 47.6582447, 9.1766697 47.6580401, 9.1766364 47.65791, 9.176623 47.6578723, 9.1766122 47.657846)",,,,
70046084,True,,Hüetlinstraße,living_street,,False,99.237,"LINESTRING (9.1736363 47.6568331, 9.1742424 47.6572216, 9.174559 47.657472)",,,,
103635111,True,,Hüetlinstraße,living_street,,False,95.732,"LINESTRING (9.1736363 47.6568331, 9.1733975 47.6567051, 9.1726424 47.6562918)",,,,
15561934,True,,Scheffelstraße,residential,30,False,80.33,"LINESTRING (9.1724385 47.65766, 9.1715875 47.6572203)",,,,
70046057,False,,Zogelmannstraße,living_street,,True,28.783,"LINESTRING (9.1724385 47.65766, 9.1727088 47.657476)",,,,
92033463,False,,Kreuzlinger Straße,residential,30,False,130.918,"LINESTRING (9.1715875 47.6572203, 9.1717899 47.657098, 9.1718531 47.6570598, 9.1720221 47.656927, 9.1721491 47.6568192, 9.1724381 47.6564758, 9.1724733 47.656444, 9.1726424 47.6562918)",,,,
108816470,False,,Kreuzlinger Straße,residential,30,True,47.53300000000001,"LINESTRING (9.1715875 47.6572203, 9.1715509 47.6572469, 9.1714778 47.6572953, 9.1712822 47.6574252, 9.1711852 47.6574801, 9.1711463 47.6574875, 9.1711098 47.6574879)",,,,
24163235,False,,Emmishofer Straße,residential,30,False,130.94,"LINESTRING (9.1711098 47.6574879, 9.1710784 47.6574814, 9.171045 47.6574674, 9.170986 47.6574261, 9.1706304 47.6571547, 9.1699982 47.656587)",,,,
108816470,False,,Kreuzlinger Straße,residential,30,False,47.533,"LINESTRING (9.1711098 47.6574879, 9.1711463 47.6574875, 9.1711852 47.6574801, 9.1712822 47.6574252, 9.1714778 47.6572953, 9.1715509 47.6572469, 9.1715875 47.6572203)",,,,
"[28332473, 1002768549]",False,,Kreuzlinger Straße,living_street,,True,103.018,"LINESTRING (9.1711098 47.6574879, 9.1709484 47.6576338, 9.1709003 47.6576772, 9.1708444 47.6577516, 9.1708088 47.6578223, 9.1707937 47.6579154, 9.1707882 47.6580558, 9.1707832 47.658354)",,,,
15561942,False,,Schwedenschanze,living_street,,False,253.382,"LINESTRING (9.1699982 47.656587, 9.170472 47.6561605, 9.1706523 47.6560374, 9.1707644 47.6559945, 9.1709231 47.6559481, 9.1711083 47.6559078, 9.1712339 47.655887, 9.171453 47.6558566, 9.1716589 47.6558647, 9.1718585 47.6558839, 9.1724788 47.6559522, 9.1727256 47.655966, 9.1728141 47.6559825, 9.1728658 47.6559994, 9.1729134 47.6560143)",,,,
24163235,False,,Emmishofer Straße,residential,30,False,20.25,"LINESTRING (9.1699982 47.656587, 9.1698712 47.656482, 9.1698097 47.6564605)",,,,
24163235,False,,Emmishofer Straße,residential,30,True,130.94000000000003,"LINESTRING (9.1699982 47.656587, 9.1706304 47.6571547, 9.170986 47.6574261, 9.171045 47.6574674, 9.1710784 47.6574814, 9.1711098 47.6574879)",,,,
70046057,False,,Zogelmannstraße,living_street,,False,28.783,"LINESTRING (9.1727088 47.657476, 9.1724385 47.65766)",,,,
15561933,True,,Zogelmannstraße,living_street,,False,99.685,"LINESTRING (9.1727088 47.657476, 9.1727316 47.657458, 9.1729888 47.65728, 9.1731867 47.6571435, 9.1732013 47.6571333, 9.1733268 47.6570468, 9.1734971 47.6569292, 9.1736363 47.6568331)",,,,
15800405,False,,Stadelhofgasse,living_street,,False,88.059,"LINESTRING (9.1727088 47.657476, 9.1729517 47.6576504, 9.1731401 47.6577847, 9.173183 47.6578152, 9.1735137 47.6579076, 9.1736278 47.6579436)",,,,
15800406,False,,Sigismundstraße,living_street,,False,74.726,"LINESTRING (9.1751298 47.6579523, 9.1751495 47.6580169, 9.1752172 47.6582372, 9.1753213 47.6586118)",,,,
70046085,False,2,Bodanstraße,tertiary,30,True,24.076,"LINESTRING (9.1751298 47.6579523, 9.1753901 47.6579196, 9.1754458 47.6579126)",,,,
75461900,False,2,Bodanstraße,tertiary,30,False,33.257,"LINESTRING (9.1751298 47.6579523, 9.1749118 47.6579876, 9.1746981 47.6580223)",,,,
47727264,False,,Zollernstraße,living_street,,True,60.954,"LINESTRING (9.1748729 47.6623942, 9.1751076 47.6622896, 9.1755379 47.6621086, 9.1755593 47.6620997)",,,,
69956097,False,,Wessenbergstraße,living_street,,False,22.701,"LINESTRING (9.1748729 47.6623942, 9.1749566 47.6624968, 9.1750132 47.6625751)",,,,
"[69956097, 49063238]",False,,"['Sankt-Stephans-Platz', 'Wessenbergstraße']",living_street,,"[False, True]",56.300000000000004,"LINESTRING (9.1748729 47.6623942, 9.1747758 47.6622689, 9.1742476 47.6623505)",,,,
15800409,False,,Hofhalde,living_street,,False,61.286,"LINESTRING (9.1762825 47.6624671, 9.1760992 47.6625472, 9.1759678 47.6625847, 9.1758175 47.6626086, 9.175662 47.662628, 9.175632 47.6626325, 9.1755209 47.6626492)",,,,
15800409,False,,Hofhalde,living_street,,True,101.80699999999999,"LINESTRING (9.1762825 47.6624671, 9.1763843 47.6624237, 9.1767583 47.6622626, 9.1768754 47.6622279, 9.1771941 47.6621789, 9.1773695 47.6621529, 9.1774408 47.6621425, 9.1775262 47.6621293)",,,,
15800410,False,,Vor der Halde,living_street,,True,63.211999999999996,"LINESTRING (9.1762825 47.6624671, 9.176214 47.6623964, 9.1761453 47.6623243, 9.1760762 47.6622472, 9.1758184 47.6619924)",,,,
47727264,False,,Zollernstraße,living_street,,False,22.779,"LINESTRING (9.1758184 47.6619924, 9.1755593 47.6620997)",,,,
15800410,False,,Vor der Halde,living_street,,False,63.21199999999999,"LINESTRING (9.1758184 47.6619924, 9.1760762 47.6622472, 9.1761453 47.6623243, 9.176214 47.6623964, 9.1762825 47.6624671)",,,,
47727264,False,,Zollernstraße,living_street,,True,77.976,"LINESTRING (9.1758184 47.6619924, 9.1759716 47.6619431, 9.1761975 47.6618794, 9.1767872 47.6617369)",,,,
18446107,False,,Mosbruggerstraße,residential,30,True,74.703,"LINESTRING (9.1689558 47.6632571, 9.1699257 47.6631001)",,,,
18446110,False,,Muntpratstraße,residential,30,True,137.719,"LINESTRING (9.1689558 47.6632571, 9.1685371 47.6621051, 9.1685185 47.6620541)",8,,,
10131034,False,,Gottlieber Straße,residential,30,True,64.453,"LINESTRING (9.1685185 47.6620541, 9.1689967 47.6619934, 9.1692442 47.661958, 9.1693628 47.6619419)",,,,
18446110,False,,Muntpratstraße,residential,30,False,137.719,"LINESTRING (9.1685185 47.6620541, 9.1685371 47.6621051, 9.1689558 47.6632571)",8,,,
"[18458304, 36913919]",True,,Lutherplatz,residential,30,False,112.22099999999999,"LINESTRING (9.1720174 47.6615995, 9.1719366 47.6615951, 9.1718161 47.6616025, 9.1717721 47.6616133, 9.1716881 47.6616339, 9.1716348 47.6616482, 9.1714936 47.661671, 9.171228 47.6617084, 9.1710038 47.661719, 9.1708408 47.6617147, 9.1706731 47.661698, 9.1705527 47.6616671)",,,,
449506115,True,2,Obere Laube,secondary,30,False,63.647000000000006,"LINESTRING (9.1720174 47.6615995, 9.1719193 47.661427, 9.1718304 47.6612684, 9.171707 47.6610667)",6,,,
1212613332,True,2,Obere Laube,secondary,30,False,11.288,"LINESTRING (9.171707 47.6610667, 9.171649 47.660973)",6,,,
24163234,True,1,Grenzbachstraße,primary,50,False,42.375,"LINESTRING (9.1688092 47.6571054, 9.1689103 47.6570262, 9.1689968 47.6569267, 9.1690637 47.656882, 9.1691817 47.6568249)",,,,
489855092,True,1,Grenzbachstraße,secondary,50,False,15.828000000000001,"LINESTRING (9.1688092 47.6571054, 9.1688543 47.6570973, 9.1688963 47.6570961, 9.168933 47.6571027, 9.1689661 47.6571175, 9.1689972 47.6571393)",,,roundabout,
"[1212618955, 38282583, 139684151]",False,,Grenzbachstraße,"['residential', 'primary']",50,False,25.191999999999997,"LINESTRING (9.1691817 47.6568249, 9.1693876 47.6567122, 9.1694265 47.6566914, 9.1694423 47.6566817)",,,,
139684154,True,1,Grenzbachstraße,primary,50,False,38.57,"LINESTRING (9.1691817 47.6568249, 9.169088 47.6569146, 9.1690187 47.6570161, 9.1689931 47.6570828, 9.1689972 47.6571393)",,,,
38282583,False,,Grenzbachstraße,primary,50,False,37.79,"LINESTRING (9.1694423 47.6566817, 9.1697621 47.6565208, 9.1697805 47.6565115, 9.1698012 47.6564886, 9.1698097 47.6564605)",,,,
"[1212618955, 139684151, 38282583]",False,,Grenzbachstraße,"['residential', 'primary']",50,True,25.192,"LINESTRING (9.1694423 47.6566817, 9.1694265 47.6566914, 9.1693876 47.6567122, 9.1691817 47.6568249)",,,,
70046087,False,,Zur Laube,living_street,,True,199.27500000000003,"LINESTRING (9.1694423 47.6566817, 9.1695354 47.65677, 9.1695751 47.656808, 9.1697988 47.6571175, 9.1698212 47.6571572, 9.1698605 47.6572399, 9.1698715 47.6574389, 9.1697958 47.6580478, 9.1697967 47.6582517, 9.1698286 47.6583999)",,,,
24163235,False,,Emmishofer Straße,residential,30,True,20.25,"LINESTRING (9.1698097 47.6564605, 9.1698712 47.656482, 9.1699982 47.656587)",,,,
38282583,False,,Grenzbachstraße,primary,50,True,37.79,"LINESTRING (9.1698097 47.6564605, 9.1698012 47.6564886, 9.1697805 47.6565115, 9.1697621 47.6565208, 9.1694423 47.6566817)",,,,
"[143560320, 385768602, 29452142, 27022262]",False,"['4', '2']","['Konstanzerstrasse', 'Grenzbachstraße', 'Emmishofer Straße']",primary,50,False,67.258,"LINESTRING (9.1698097 47.6564605, 9.1698 47.6564377, 9.1696112 47.6562525, 9.1695119 47.6561551, 9.1695043 47.6561463, 9.1693314 47.6559501)",,,,1
26577462,True,,Grenzstrasse,residential,30,False,61.80199999999999,"LINESTRING (9.1693314 47.6559501, 9.1694704 47.6559466, 9.1694848 47.655946, 9.1696546 47.6559533, 9.1696865 47.655949, 9.1697104 47.6559347, 9.1697265 47.6559146, 9.1697987 47.6557903, 9.169858 47.6556582)",,,,
"[143560320, 385768602, 27022262, 29452142]",False,"['4', '2']","['Emmishofer Straße', 'Grenzbachstraße', 'Konstanzerstrasse']",primary,50,True,67.25800000000001,"LINESTRING (9.1693314 47.6559501, 9.1695043 47.6561463, 9.1695119 47.6561551, 9.1696112 47.6562525, 9.1698 47.6564377, 9.1698097 47.6564605)",,,,1
35167454,False,2,Konstanzerstrasse,primary,50,False,33.247,"LINESTRING (9.1693314 47.6559501, 9.1691469 47.6557468, 9.1690951 47.6556971)",,,,1
26555684,False,,Tägermoosstrasse,residential,30,False,55.223000000000006,"LINESTRING (9.1690951 47.6556971, 9.1689924 47.6557392, 9.1687894 47.655823, 9.1686127 47.6558959, 9.1684662 47.6559563)",,,,
27022265,False,2,Konstanzerstrasse,primary,50,False,55.023,"LINESTRING (9.1690951 47.6556971, 9.1690175 47.6556047, 9.1687614 47.6552564)",,,,1
35167454,False,2,Konstanzerstrasse,primary,50,True,33.247,"LINESTRING (9.1690951 47.6556971, 9.1691469 47.6557468, 9.1693314 47.6559501)",,,,1
