osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,ref,tunnel,bridge,junction
37256055,Stuttgarter Straße,secondary,50,False,False,34.251,"LINESTRING (10.0911572 48.834434, 10.0915266 48.8346231)",5,15,,,,
256620693,Stuttgarter Straße,secondary,50,False,True,52.514,"LINESTRING (10.0911572 48.834434, 10.0905724 48.8341604)",5,15,,,,
35185997,Krähenstraße,residential,30,False,True,51.506,"LINESTRING (10.0911572 48.834434, 10.091393 48.8342588, 10.0916509 48.8341049)",,5.5,,,,
"[27312144, 165199569, 165199570]",An der Stadtkirche,"['residential', 'living_street']",50,False,False,37.336,"LINESTRING (10.0945467 48.8363194, 10.0944794 48.8364486, 10.0944736 48.8364658, 10.0944653 48.8364859, 10.0944236 48.8365872, 10.0944017 48.8366411)",,6,,building_passage,,
372619123,Stuttgarter Straße,secondary,50,False,True,95.27799999999999,"LINESTRING (10.0945467 48.8363194, 10.0943792 48.8362103, 10.0943539 48.8361949, 10.0935729 48.8357512)",4,15,,,,
443320127,Wilhelm-Merz-Straße,residential,,False,True,143.964,"LINESTRING (10.0945467 48.8363194, 10.0946131 48.8361846, 10.0946268 48.8361652, 10.0946755 48.8360962, 10.0948659 48.8356765, 10.0948814 48.8356485, 10.0949098 48.8355684, 10.0949202 48.8355506, 10.094945 48.8354904, 10.094953 48.8354672, 10.094987 48.8353779, 10.0949592 48.8350703)",,,,,,
863375437,Stuttgarter Straße,secondary,50,False,False,86.077,"LINESTRING (10.0945467 48.8363194, 10.094685 48.8363773, 10.0947046 48.8363849, 10.0949429 48.8364798, 10.0951093 48.8365248, 10.0956109 48.8366395)",4,15,,,,
25939509,Johann-Gottfried-Pahl-Straße,secondary,50,True,False,20.201,"LINESTRING (10.0956109 48.8366395, 10.0958699 48.8367023)",1,,L 1029,,,
341902326,Stuttgarter Straße,secondary,50,False,False,40.152,"LINESTRING (10.0956109 48.8366395, 10.0956994 48.8367031, 10.0957584 48.8367808, 10.0957611 48.8368885, 10.0957466 48.8369682)",4,15,,,,
863375437,Stuttgarter Straße,secondary,50,False,True,86.077,"LINESTRING (10.0956109 48.8366395, 10.0951093 48.8365248, 10.0949429 48.8364798, 10.0947046 48.8363849, 10.094685 48.8363773, 10.0945467 48.8363194)",4,15,,,,
"[375739844, 5043860]",Schubartstraße,residential,"['20', '50']",False,False,138.957,"LINESTRING (10.0945571 48.8391892, 10.0947631 48.8392263, 10.0956335 48.8393861, 10.0962395 48.8394979, 10.096386 48.8395249)",2,,,,,
298423242,Bahnhofstraße,residential,20,False,False,76.066,"LINESTRING (10.0945571 48.8391892, 10.0944445 48.8394611, 10.0942849 48.8398494)",,6,,,,
298423242,Bahnhofstraße,residential,20,False,True,52.312,"LINESTRING (10.0945571 48.8391892, 10.0946228 48.8390391, 10.0947564 48.8387374)",,6,,,,
"[486838940, 156422574]",Johann-Gottfried-Pahl-Straße,secondary,50,False,False,58.047,"LINESTRING (10.096386 48.8395249, 10.096451 48.8391967, 10.0964625 48.8390058)",3,,L 1029,,,
"[5043860, 375739844]",Schubartstraße,residential,"['50', '20']",False,True,138.957,"LINESTRING (10.096386 48.8395249, 10.0962395 48.8394979, 10.0956335 48.8393861, 10.0947631 48.8392263, 10.0945571 48.8391892)",2,,,,,
"[314843494, 5043863]",Alte Heidenheimer Straße,secondary,50,False,"[False, True]",61.881,"LINESTRING (10.0983916 48.8372967, 10.0984303 48.8373776, 10.0984049 48.8374844, 10.0983614 48.837604, 10.0982956 48.8377285, 10.0982334 48.8378293)","['2', '3']",,L 1080,,,
"[193806752, 5066914, 321903719]",Hochbrücke Ostrampe,secondary,50,False,True,78.473,"LINESTRING (10.0983916 48.8372967, 10.0983175 48.837251, 10.0979825 48.8371441, 10.097822 48.8370854, 10.0974705 48.8369405)","['4', '3']",,L 1080,,yes,
"[25817409, 314843495]",Alte Heidenheimer Straße,tertiary,30,False,True,67.001,"LINESTRING (10.0983916 48.8372967, 10.0985101 48.8372233, 10.0987366 48.8370477, 10.0989273 48.8368142)",3,,,,,
37256046,Nordrampe,secondary,50,False,False,16.247,"LINESTRING (10.096511 48.8372125, 10.0966049 48.8370801)",3,,L 1029,,yes,
5066915,Hochbrücke Nordrampe,secondary,50,False,True,98.29,"LINESTRING (10.096511 48.8372125, 10.096444 48.8373185, 10.0960934 48.8380522)",4,,L 1029,,yes,
321903721,Johann-Gottfried-Pahl-Straße,secondary,50,False,True,6.401,"LINESTRING (10.0964723 48.8389486, 10.0964625 48.8390058)",3,,L 1029,,,
169836185,Johann-Gottfried-Pahl-Straße,secondary,50,False,False,34.979,"LINESTRING (10.0964723 48.8389486, 10.0964594 48.8388755, 10.0963738 48.8386412)",2,,L 1029,,,
37256045,Hochbrücke Nordrampe,secondary,50,False,False,3.592,"LINESTRING (10.0960796 48.8380832, 10.0960934 48.8380522)",3,,L 1029,,,
5066913,,secondary,50,False,True,40.444,"LINESTRING (10.0960796 48.8380832, 10.0960404 48.8381628, 10.0960343 48.8382304, 10.0960614 48.8383091, 10.0961133 48.8383806, 10.096159 48.8384235)",2,,L 1029,,,
5066910,Johann-Gottfried-Pahl-Straße,secondary,50,False,True,36.897,"LINESTRING (10.0965852 48.8380659, 10.0965789 48.8377341)",4,,L 1029,,,
37256043,Johann-Gottfried-Pahl-Straße,secondary,50,False,False,10.269,"LINESTRING (10.0965852 48.8380659, 10.0965804 48.8381582)",3,,L 1029,,,
5104570,Hochbrücke,secondary,50,True,False,89.566,"LINESTRING (10.0974705 48.8369405, 10.0973425 48.836914, 10.0971489 48.8368615, 10.0970498 48.8368535, 10.0969877 48.8368618, 10.0969192 48.8368966, 10.0968592 48.8369452, 10.0967504 48.8370382, 10.096511 48.8372125)",1,,,,yes,
"[193806752, 5066914, 321903719]",Hochbrücke Ostrampe,secondary,50,False,False,78.473,"LINESTRING (10.0974705 48.8369405, 10.097822 48.8370854, 10.0979825 48.8371441, 10.0983175 48.837251, 10.0983916 48.8372967)","['4', '3']",,L 1080,,yes,
"[321903724, 5043862]",Ostrampe,secondary,50,False,True,36.849000000000004,"LINESTRING (10.0974705 48.8369405, 10.097255 48.8368426, 10.0971813 48.83681, 10.0970791 48.8367352)","['2', '3']",,L 1080,,yes,
37256045,Hochbrücke Nordrampe,secondary,50,False,True,3.592,"LINESTRING (10.0960934 48.8380522, 10.0960796 48.8380832)",3,,L 1029,,,
5066912,,secondary_link,50,True,False,67.509,"LINESTRING (10.0960934 48.8380522, 10.0960929 48.8381356, 10.0961094 48.8381979, 10.0961408 48.8382412, 10.0962105 48.8382702, 10.0962867 48.8382817, 10.0963425 48.838272, 10.0964187 48.8382443, 10.0964819 48.8381972, 10.0965372 48.8381434, 10.0965852 48.8380659)",1,,,,,
5066915,Hochbrücke Nordrampe,secondary,50,False,False,98.29,"LINESTRING (10.0960934 48.8380522, 10.096444 48.8373185, 10.096511 48.8372125)",4,,L 1029,,yes,
"[298423242, 37256042, 293036067, 314873372]","['Bahnhofstraße', 'Stuttgarter Straße']",residential,20,False,False,160.87499999999997,"LINESTRING (10.0955545 48.8373916, 10.0955116 48.837464, 10.0954119 48.8376134, 10.0950769 48.8381153, 10.0950446 48.8381636, 10.0949671 48.8382955, 10.0948575 48.8384954, 10.0948432 48.8385281, 10.0947564 48.8387374)",3,"['15', '6', '5']",,,,
486838939,Stuttgarter Straße,secondary,50,False,True,49.138,"LINESTRING (10.0955545 48.8373916, 10.09572 48.8370343, 10.0957466 48.8369682)",4,15,,,,
"[75882489, 1094414386]",Johann-Gottfried-Pahl-Straße,secondary,50,False,True,45.301,"LINESTRING (10.0955545 48.8373916, 10.0957255 48.83742, 10.0961536 48.837494)",3,,L 1029,,,
5066910,Johann-Gottfried-Pahl-Straße,secondary,50,False,False,36.897,"LINESTRING (10.0965789 48.8377341, 10.0965852 48.8380659)",4,,L 1029,,,
5103469,Johann-Gottfried-Pahl-Straße,secondary,50,False,False,46.308,"LINESTRING (10.0965789 48.8377341, 10.0965572 48.8376641, 10.0965376 48.8376136, 10.0964912 48.8375643, 10.0964122 48.8375345, 10.0961536 48.837494)",2,,L 1029,,,
165032234,Friedrichstraße,secondary,50,False,True,213.407,"LINESTRING (10.0889727 48.8406041, 10.0889499 48.8404653, 10.08881 48.8396366, 10.0887951 48.839537, 10.0887823 48.8394232, 10.0887692 48.8392808, 10.0887507 48.8391435, 10.0887556 48.8390767, 10.0887602 48.839014, 10.0887965 48.8388448, 10.0888285 48.8386957)",2,,,,,
"[25384459, 652888462]",Alfred-Delp-Straße,living_street,,False,False,25.601,"LINESTRING (10.0878623 48.8379661, 10.0878626 48.8378704, 10.0878412 48.8377366)",,,,,,
"[37230512, 330569114]",Friedhofstraße,"['tertiary', 'secondary']",50,False,True,63.583999999999996,"LINESTRING (10.0878623 48.8379661, 10.087842 48.8379647, 10.0876627 48.837957, 10.0874541 48.8379591, 10.087299 48.8379652, 10.0869958 48.837985)",5,,K 3285,,,
261271184,Friedhofstraße,secondary,50,False,False,87.34700000000001,"LINESTRING (10.0878623 48.8379661, 10.0880436 48.8379691, 10.088839 48.8380483, 10.0890455 48.8380627)",6,,K 3285,,,
"[337163969, 347165121, 261271183]",Bischof-Fischer-Straße,residential,50,False,True,185.943,"LINESTRING (10.0878623 48.8379661, 10.0878413 48.8380773, 10.0877615 48.838278, 10.0876741 48.8384378, 10.0876201 48.8385089, 10.0875808 48.8385483, 10.0871807 48.8388873, 10.0865839 48.839376)","['2', '3']",,,,,
"[37786539, 512202351]",Obere Bahnstraße,tertiary,50,False,False,166.23000000000002,"LINESTRING (10.0919354 48.8329594, 10.0921202 48.8330274, 10.092653 48.8331969, 10.0929704 48.8332979, 10.0930487 48.8333216, 10.0931598 48.8333425, 10.0932844 48.8333507, 10.0934964 48.8333491, 10.0935973 48.8333523, 10.0936857 48.8333567, 10.0937579 48.83337, 10.093813 48.8333829, 10.0938482 48.8333943, 10.0939048 48.8334151, 10.0940292 48.833469)","['2', '3']",,,,,
37845092,Obere Wöhrstraße,residential,50,False,True,101.81700000000001,"LINESTRING (10.0919354 48.8329594, 10.0921204 48.8327899, 10.0922199 48.8326907, 10.0923182 48.8326124, 10.0925278 48.8324148, 10.0926778 48.8322733, 10.092749 48.8322174)",,,,,,
25147275,Jahnstraße,residential,,False,False,81.561,"LINESTRING (10.0989273 48.8368142, 10.0998889 48.8370181, 10.099988 48.8370391)",,,,,,
"[25817409, 314843495]",Alte Heidenheimer Straße,tertiary,30,False,False,67.001,"LINESTRING (10.0989273 48.8368142, 10.0987366 48.8370477, 10.0985101 48.8372233, 10.0983916 48.8372967)",3,,,,,
25147275,Jahnstraße,residential,,False,True,81.561,"LINESTRING (10.099988 48.8370391, 10.0998889 48.8370181, 10.0989273 48.8368142)",,,,,,
152085471,Kettelerstraße,residential,,False,False,127.46900000000001,"LINESTRING (10.099988 48.8370391, 10.0999323 48.837218, 10.0999259 48.8372387, 10.0998473 48.837491, 10.0998361 48.8375227, 10.09886 48.8374086)",,,,,,
"[75882496, 75882492]","['Johann-Gottfried-Pahl-Straße', 'Sparkassenstraße']",residential,30,False,False,282.87500000000006,"LINESTRING (10.0947564 48.8387374, 10.0960179 48.8389689, 10.096108 48.8389766, 10.0962121 48.8389439, 10.0962343 48.8388974, 10.0959231 48.8385617, 10.0958886 48.8385046, 10.095857 48.8384187, 10.0958372 48.8382684, 10.0958456 48.8382378, 10.0958967 48.8380509, 10.095964 48.8379355, 10.0960337 48.8377947, 10.0960549 48.8377404, 10.0960921 48.8376455, 10.0961536 48.837494)",,,,,,
298423242,Bahnhofstraße,residential,20,False,False,52.312,"LINESTRING (10.0947564 48.8387374, 10.0946228 48.8390391, 10.0945571 48.8391892)",,6,,,,
"[298423242, 293036067, 314873372, 37256042]","['Bahnhofstraße', 'Stuttgarter Straße']",residential,20,False,True,160.875,"LINESTRING (10.0947564 48.8387374, 10.0948432 48.8385281, 10.0948575 48.8384954, 10.0949671 48.8382955, 10.0950446 48.8381636, 10.0950769 48.8381153, 10.0954119 48.8376134, 10.0955116 48.837464, 10.0955545 48.8373916)",3,"['15', '6', '5']",,,,
165897607,Südlicher Stadtgraben,living_street,,False,False,34.89,"LINESTRING (10.095274 48.8369271, 10.0957466 48.8369682)",,3,,,,
"[442713464, 25338007]",Östlicher Stadtgraben,residential,,False,True,134.944,"LINESTRING (10.095274 48.8369271, 10.0952633 48.8369628, 10.0950905 48.8373634, 10.0950606 48.8374202, 10.0950395 48.8374602, 10.0949738 48.8375849, 10.0949468 48.8376331, 10.0948411 48.837822, 10.0947801 48.837939, 10.0947437 48.8380033, 10.0947013 48.8380797)",,,,,,
454457508,Südlicher Stadtgraben,living_street,,False,True,73.636,"LINESTRING (10.095274 48.8369271, 10.0952473 48.8368744, 10.0951333 48.8368205, 10.094974 48.8367725, 10.094734 48.8367158, 10.0944017 48.8366411)",,5,,,,
25338016,Südlicher Stadtgraben,living_street,,False,True,62.706999999999994,"LINESTRING (10.0944017 48.8366411, 10.0939492 48.8365317, 10.0938124 48.8365014, 10.0935924 48.8364564)",,4,,,,
"[27312144, 165199569, 165199570]",An der Stadtkirche,"['living_street', 'residential']",50,False,True,37.336,"LINESTRING (10.0944017 48.8366411, 10.0944236 48.8365872, 10.0944653 48.8364859, 10.0944736 48.8364658, 10.0944794 48.8364486, 10.0945467 48.8363194)",,6,,building_passage,,
454457508,Südlicher Stadtgraben,living_street,,False,False,73.636,"LINESTRING (10.0944017 48.8366411, 10.094734 48.8367158, 10.094974 48.8367725, 10.0951333 48.8368205, 10.0952473 48.8368744, 10.095274 48.8369271)",,5,,,,
454457509,An der Stadtkirche,living_street,,False,False,46.013,"LINESTRING (10.0944017 48.8366411, 10.0943607 48.8367531, 10.0942816 48.8368989, 10.0942759 48.8369827, 10.0942752 48.8370426)",,,,,,
454457509,An der Stadtkirche,living_street,,False,True,46.013000000000005,"LINESTRING (10.0942752 48.8370426, 10.0942759 48.8369827, 10.0942816 48.8368989, 10.0943607 48.8367531, 10.0944017 48.8366411)",,,,,,
25338016,Südlicher Stadtgraben,living_street,,False,False,62.706999999999994,"LINESTRING (10.0935924 48.8364564, 10.0938124 48.8365014, 10.0939492 48.8365317, 10.0944017 48.8366411)",,4,,,,
37256055,Stuttgarter Straße,secondary,50,False,True,34.251,"LINESTRING (10.0915266 48.8346231, 10.0911572 48.834434)",5,15,,,,
26477730,Bischof-Fischer-Straße,residential,30,False,True,61.00599999999999,"LINESTRING (10.0915266 48.8346231, 10.0912263 48.8348504, 10.0911524 48.8349064, 10.091032 48.8349865, 10.090965 48.835028)",,,,,,
37256055,Stuttgarter Straße,secondary,50,False,False,77.322,"LINESTRING (10.0915266 48.8346231, 10.0921091 48.8349586, 10.092147 48.8349804, 10.0923249 48.8350785)",5,15,,,,
314873371,Gartenstraße,tertiary,50,False,False,70.094,"LINESTRING (10.0898992 48.8359617, 10.0891336 48.835583)",2,,K 3326,,,
25384462,Bischof-Fischer-Straße,living_street,,True,False,130.03900000000002,"LINESTRING (10.0898992 48.8359617, 10.0908929 48.8350685, 10.090965 48.835028)",,,,,,
559675093,Bischof-Fischer-Straße,living_street,,False,True,132.06,"LINESTRING (10.0898992 48.8359617, 10.0897528 48.8360897, 10.0891768 48.8365948, 10.0888194 48.8369132)",,,,,,
"[25691840, 652888450]",Gartenstraße,tertiary,50,False,True,85.065,"LINESTRING (10.0898992 48.8359617, 10.0899515 48.8359865, 10.0906736 48.8363426, 10.0908299 48.8364199)",3,,K 3326,,,
62187741,Friedhofstraße,residential,20,False,True,18.208,"LINESTRING (10.0911794 48.8382417, 10.0909492 48.8381796)",2,,,,,
"[25338138, 1087248975]",Caroline-Fürgang-Straße,living_street,,False,False,52.899,"LINESTRING (10.0911794 48.8382417, 10.0911267 48.8383786, 10.0910205 48.8386354, 10.0909903 48.8387008)",,5,,,,
62187741,Friedhofstraße,residential,20,False,False,45.663,"LINESTRING (10.0911794 48.8382417, 10.0914518 48.8383284, 10.0916171 48.8383803, 10.0917396 48.8384224)",2,,,,,
26197002,Caroline-Fürgang-Straße,living_street,,False,False,23.08,"LINESTRING (10.0909903 48.8387008, 10.0910573 48.838715, 10.0910801 48.8387198, 10.0912033 48.8387426, 10.0912928 48.8387594)",,6,,,,
"[1087248977, 1087248975]",Caroline-Fürgang-Straße,living_street,,False,False,64.473,"LINESTRING (10.0909903 48.8387008, 10.0909692 48.8387448, 10.090725 48.8392537)",,,,,,
"[25338138, 1087248975]",Caroline-Fürgang-Straße,living_street,,False,True,52.899,"LINESTRING (10.0909903 48.8387008, 10.0910205 48.8386354, 10.0911267 48.8383786, 10.0911794 48.8382417)",,5,,,,
"[59738769, 1212006604]",Friedhofstraße,residential,10,False,False,86.725,"LINESTRING (10.0916247 48.8375533, 10.0915822 48.8375569, 10.0915358 48.837584, 10.0914313 48.8377032, 10.0912646 48.8378932, 10.0910925 48.8380457, 10.0910305 48.8380983, 10.0909492 48.8381796)",,5,,,,
189579682,Gartenstraße,tertiary,50,False,True,11.92,"LINESTRING (10.0908299 48.8364199, 10.0909307 48.8365041)",,,,,,
"[25691840, 652888450]",Gartenstraße,tertiary,50,False,False,85.065,"LINESTRING (10.0908299 48.8364199, 10.0906736 48.8363426, 10.0899515 48.8359865, 10.0898992 48.8359617)",3,,K 3326,,,
"[256731137, 256731138, 10651852, 37786542]",Friedrichstraße,secondary,50,True,False,114.744,"LINESTRING (10.0908299 48.8364199, 10.0911003 48.8361785, 10.091282 48.8360289, 10.0914983 48.8358379, 10.0916042 48.8357473, 10.0916901 48.8356711, 10.0917766 48.8355975)","['2', '3']",,,,,
255156544,Gartenstraße,residential,10,False,False,70.044,"LINESTRING (10.0916381 48.8369283, 10.0912524 48.8366919, 10.0910294 48.8365617, 10.0909307 48.8365041)",,6,,,,
"[255156545, 255156551, 39275884, 25384467, 25384468, 442886872]","['Gmünder Straße', 'Westlicher Stadtgraben']",residential,10,False,"[False, True]",193.83199999999997,"LINESTRING (10.0916381 48.8369283, 10.0916931 48.8369639, 10.0917481 48.8369994, 10.0919022 48.8370806, 10.0921623 48.8371801, 10.0922141 48.8372176, 10.0922492 48.8372685, 10.0922614 48.8373291, 10.0922296 48.8373968, 10.0921914 48.8374833, 10.0921369 48.8375982, 10.0920687 48.8377312, 10.0920151 48.8378394, 10.0920055 48.83786, 10.0918801 48.8381247, 10.091818 48.838259, 10.0917396 48.8384224)",,"['7', '6']",,,,
"[1197327320, 454457507, 25338140, 1197327319]",Gmünder Straße,residential,10,False,False,121.067,"LINESTRING (10.0916381 48.8369283, 10.0916707 48.8369036, 10.0917092 48.8368745, 10.0917535 48.8368118, 10.0917562 48.8366159, 10.0917582 48.8366059, 10.0917877 48.8364615, 10.0918601 48.8362021, 10.0918851 48.8361207, 10.091951 48.8359263, 10.0919473 48.8358757)",,"['6', '5']",,,,
"[1197327320, 454457507, 25338140, 1197327319]",Gmünder Straße,residential,10,False,True,121.06700000000001,"LINESTRING (10.0919473 48.8358757, 10.091951 48.8359263, 10.0918851 48.8361207, 10.0918601 48.8362021, 10.0917877 48.8364615, 10.0917582 48.8366059, 10.0917562 48.8366159, 10.0917535 48.8368118, 10.0917092 48.8368745, 10.0916707 48.8369036, 10.0916381 48.8369283)",,"['6', '5']",,,,
256620693,Stuttgarter Straße,secondary,50,False,False,52.514,"LINESTRING (10.0905724 48.8341604, 10.0911572 48.834434)",5,15,,,,
"[256620672, 25384457]",Obere Wöhrstraße,residential,"['50', '30']",False,False,86.575,"LINESTRING (10.0905724 48.8341604, 10.0906315 48.8340185, 10.0906941 48.8339375, 10.0907457 48.8338708, 10.0912006 48.8335141)",3,,,,,
"[256620687, 256620695]",Stuttgarter Straße,secondary,50,False,True,85.074,"LINESTRING (10.0905724 48.8341604, 10.0903891 48.8340744, 10.0901485 48.8339443, 10.0897358 48.8336645, 10.0897129 48.8336485)","['4', '5']",15,,,,
309095844,Julius-Leber-Straße,residential,50,False,True,44.464,"LINESTRING (10.0905724 48.8341604, 10.0904287 48.834345, 10.0902891 48.8345141)",2,,,,,
25384456,Julius-Leber-Straße,residential,30,True,False,75.69999999999999,"LINESTRING (10.090965 48.835028, 10.0906215 48.8347958, 10.0902891 48.8345141)",,,,,,
26477730,Bischof-Fischer-Straße,residential,30,False,False,61.00599999999999,"LINESTRING (10.090965 48.835028, 10.091032 48.8349865, 10.0911524 48.8349064, 10.0912263 48.8348504, 10.0915266 48.8346231)",,,,,,
25384464,Untere Wöhrstraße,residential,30,False,True,53.183,"LINESTRING (10.0902891 48.8345141, 10.0898785 48.8349087)",,,,,,
309095844,Julius-Leber-Straße,residential,50,False,False,44.464,"LINESTRING (10.0902891 48.8345141, 10.0904287 48.834345, 10.0905724 48.8341604)",2,,,,,
314873371,Gartenstraße,tertiary,50,False,True,70.094,"LINESTRING (10.0891336 48.835583, 10.0898992 48.8359617)",2,,K 3326,,,
25384464,Untere Wöhrstraße,residential,30,False,False,92.706,"LINESTRING (10.0891336 48.835583, 10.0893883 48.8353525, 10.0898785 48.8349087)",,,,,,
26126516,Untere Wöhrstraße,living_street,,False,True,89.74900000000001,"LINESTRING (10.0891336 48.835583, 10.0890686 48.8356673, 10.0890911 48.8357857, 10.0891144 48.8358757, 10.0891115 48.8359172, 10.0891058 48.8360003, 10.0890798 48.8360412, 10.0889982 48.8361696, 10.0888593 48.8363404)",,,,,,
314873371,Gartenstraße,tertiary,50,False,False,90.779,"LINESTRING (10.0891336 48.835583, 10.0886578 48.8353546, 10.0885465 48.835301, 10.0882703 48.8351681, 10.088132 48.8351015)",2,,K 3326,,,
25384465,Alfred-Delp-Straße,living_street,,False,False,42.022999999999996,"LINESTRING (10.0879931 48.8365357, 10.0880284 48.8364407, 10.0880143 48.8363782, 10.0879162 48.8361711)",,,,,,
337163964,Alfred-Delp-Straße,living_street,,False,True,136.422,"LINESTRING (10.0879931 48.8365357, 10.0878229 48.8368423, 10.0877764 48.836962, 10.0877641 48.8371191, 10.0878114 48.8374978, 10.0878412 48.8377366)",,,,,,
559675092,Brühlstraße,living_street,,False,True,75.392,"LINESTRING (10.0879931 48.8365357, 10.0881626 48.8366648, 10.088692 48.8369048, 10.0888194 48.8369132)",,,,,,
25384465,Alfred-Delp-Straße,living_street,,False,False,38.392,"LINESTRING (10.0879162 48.8361711, 10.0877501 48.8358436)",,,,,,
25384465,Alfred-Delp-Straße,living_street,,False,True,42.022999999999996,"LINESTRING (10.0879162 48.8361711, 10.0880143 48.8363782, 10.0880284 48.8364407, 10.0879931 48.8365357)",,,,,,
25384458,Brühlstraße,living_street,,True,False,87.245,"LINESTRING (10.0888194 48.8369132, 10.0889023 48.8369535, 10.0889475 48.8370328, 10.0893379 48.8372115, 10.0897235 48.8374049)",,,,,,
282170908,Bischof-Fischer-Straße,living_street,,False,True,117.769,"LINESTRING (10.0888194 48.8369132, 10.0885743 48.8371386, 10.0879967 48.8376893, 10.0878412 48.8377366)",,,,,,
559675092,Brühlstraße,living_street,,False,False,75.392,"LINESTRING (10.0888194 48.8369132, 10.088692 48.8369048, 10.0881626 48.8366648, 10.0879931 48.8365357)",,,,,,
559675093,Bischof-Fischer-Straße,living_street,,False,False,132.06,"LINESTRING (10.0888194 48.8369132, 10.0891768 48.8365948, 10.0897528 48.8360897, 10.0898992 48.8359617)",,,,,,
279075320,Luise-Hartmann-Straße,living_street,,False,True,6.46,"LINESTRING (10.0912843 48.8394205, 10.0913329 48.839372)",,5,,,,
279075320,Luise-Hartmann-Straße,living_street,,False,False,107.762,"LINESTRING (10.0912843 48.8394205, 10.091247 48.8394808, 10.0910364 48.839976, 10.0909857 48.8401462, 10.0909671 48.8403622)",,5,,,,
454460626,Caroline-Fürgang-Straße,living_street,,True,False,50.458,"LINESTRING (10.0912843 48.8394205, 10.0907003 48.8393029, 10.090725 48.8392537)",,,,,,
25384677,Wiener Straße,residential,30,True,False,103.614,"LINESTRING (10.0909671 48.8403622, 10.0910477 48.8403677, 10.0915006 48.8403988, 10.091747 48.8404507, 10.092337 48.8405776)",,,,,,
279075320,Luise-Hartmann-Straße,living_street,,False,True,107.762,"LINESTRING (10.0909671 48.8403622, 10.0909857 48.8401462, 10.0910364 48.839976, 10.091247 48.8394808, 10.0912843 48.8394205)",,5,,,,
"[556712654, 25384678]",Weidenfelder Straße,residential,30,False,False,95.78400000000002,"LINESTRING (10.092337 48.8405776, 10.092379 48.8404976, 10.092472 48.840316, 10.0926648 48.8399128, 10.0927489 48.8397601)",,,,,,
25384464,Untere Wöhrstraße,residential,30,False,False,53.183,"LINESTRING (10.0898785 48.8349087, 10.0902891 48.8345141)",,,,,,
