osmid,name,highway,maxspeed,access,oneway,reversed,length,geometry,tunnel,lanes,junction
208471095,Roßtorplatz,living_street,,,False,True,59.818,"LINESTRING (6.1550478 51.0998393, 6.1550007 51.0999564, 6.1554474 51.1002048, 6.155511 51.1002193)",,,
8084737,Roermonder Straße,tertiary,20,,True,False,44.15,"LINESTRING (6.155511 51.1002193, 6.1555323 51.1000974, 6.1556653 51.099836)",,,
208471095,Roßtorplatz,living_street,,,False,False,59.818,"LINESTRING (6.155511 51.1002193, 6.1554474 51.1002048, 6.1550007 51.0999564, 6.1550478 51.0998393)",,,
98449447,Am Bleichdamm,residential,,,False,False,45.507000000000005,"LINESTRING (6.1570438 51.097587, 6.1572527 51.0976038, 6.1576756 51.0976825)",,,
98449447,Am Bleichdamm,residential,,,False,True,76.196,"LINESTRING (6.1570438 51.097587, 6.1569327 51.0976152, 6.1567703 51.0976263, 6.1564397 51.0977018, 6.1559918 51.0977562)",,,
241816136,Am Bleichdamm,residential,,,False,True,34.448,"LINESTRING (6.1570438 51.097587, 6.1570217 51.0975295, 6.1567772 51.0975005, 6.1566621 51.0974398)",,,
304176443,Burgstraße,residential,,,False,True,22.652,"LINESTRING (6.1590155 51.1016884, 6.1593391 51.1017029)",,,
304176443,Burgstraße,residential,,,False,False,8.73,"LINESTRING (6.1594639 51.1017076, 6.1593391 51.1017029)",,,
30483185,Burgstraße,tertiary,50,,True,False,71.564,"LINESTRING (6.1593176 51.1020021, 6.158512 51.1019328, 6.1584624 51.1019254, 6.158306 51.1019019)",,1,
241816138,Burgstraße,residential,,,False,False,33.303,"LINESTRING (6.1593176 51.1020021, 6.1593198 51.1019713, 6.1593391 51.1017029)",,,
24481212,Parkstraße,residential,,,False,True,14.802,"LINESTRING (6.1573136 51.098213, 6.1571018 51.0982075)",,,
24481212,Parkstraße,residential,,,False,False,127.52599999999998,"LINESTRING (6.1573136 51.098213, 6.1576922 51.0982218, 6.1584093 51.098238, 6.1585255 51.0982391, 6.1586871 51.0982421, 6.1590849 51.0982503, 6.1591388 51.0982489)",,,
24519856,Staufenstraße,living_street,,,False,False,64.18799999999999,"LINESTRING (6.1573136 51.098213, 6.1575889 51.0978214, 6.1576756 51.0976825)",,,
24481213,Am Buir,residential,30,,False,False,47.038,"LINESTRING (6.1570203 51.0984775, 6.1569373 51.0988973)",,,
"[1023955385, 24481213]",Am Buir,residential,30,,False,True,30.816,"LINESTRING (6.1570203 51.0984775, 6.1570422 51.0984179, 6.1570765 51.0983715, 6.1570932 51.0982842, 6.1571018 51.0982075)",,,
241906013,Am Wingertsberg,living_street,,,False,True,205.179,"LINESTRING (6.1619762 51.0976476, 6.1617833 51.0976119, 6.1604221 51.0976803, 6.1602969 51.0976555, 6.1601611 51.0975768, 6.1599596 51.0974857, 6.1598293 51.0974275, 6.1596776 51.0974351, 6.159505 51.0975067, 6.1594115 51.0976071, 6.1593611 51.0976452, 6.1593395 51.0976521)",,,
32134209,Am Wingertsberg,residential,,,False,False,62.77499999999999,"LINESTRING (6.1593395 51.0976521, 6.1593424 51.0976642, 6.1594167 51.0978947, 6.1594477 51.0979581, 6.1595943 51.0981914)",,,
241906013,Am Wingertsberg,living_street,,,False,False,205.179,"LINESTRING (6.1593395 51.0976521, 6.1593611 51.0976452, 6.1594115 51.0976071, 6.159505 51.0975067, 6.1596776 51.0974351, 6.1598293 51.0974275, 6.1599596 51.0974857, 6.1601611 51.0975768, 6.1602969 51.0976555, 6.1604221 51.0976803, 6.1617833 51.0976119, 6.1619762 51.0976476)",,,
304176443,Burgstraße,residential,,,False,False,22.652,"LINESTRING (6.1593391 51.1017029, 6.1590155 51.1016884)",,,
304176443,Burgstraße,residential,,,False,True,8.73,"LINESTRING (6.1593391 51.1017029, 6.1594639 51.1017076)",,,
241816138,Burgstraße,residential,,,False,True,33.303,"LINESTRING (6.1593391 51.1017029, 6.1593198 51.1019713, 6.1593176 51.1020021)",,,
304188167,An der Haag,residential,30,,False,True,78.63,"LINESTRING (6.153146 51.1008521, 6.1539165 51.1003364)",,,
304188167,An der Haag,residential,30,,False,False,78.63,"LINESTRING (6.1539165 51.1003364, 6.153146 51.1008521)",,,
30341447,An der Haag,residential,30,,False,False,65.393,"LINESTRING (6.1539165 51.1003364, 6.1539708 51.1003895, 6.1540849 51.1004833, 6.1541617 51.1005484, 6.1543044 51.1006318, 6.1544406 51.100698, 6.1545681 51.1007498)",,,
30341447,An der Haag,residential,30,,False,True,66.56700000000001,"LINESTRING (6.1539165 51.1003364, 6.1538754 51.1002922, 6.1538321 51.1002288, 6.1538123 51.1001787, 6.1538016 51.1001017, 6.1537993 51.0998747, 6.1538092 51.0997523)",,,
241816136,Am Bleichdamm,residential,,,False,False,34.448,"LINESTRING (6.1566621 51.0974398, 6.1567772 51.0975005, 6.1570217 51.0975295, 6.1570438 51.097587)",,,
280454078,Lerchenweg,residential,,,False,True,118.429,"LINESTRING (6.1613667 51.1028137, 6.1609716 51.1029131, 6.1610935 51.1031623, 6.1610255 51.1036291, 6.1609787 51.1036908)",,,
