osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref,bridge,width,junction
143546911,Dr.-Albert-Dietze-Straße,tertiary,False,False,40.726,"LINESTRING (13.9179177 51.1116966, 13.9180692 51.1117319, 13.9181609 51.1117502, 13.9182611 51.1117843, 13.9183698 51.1118342, 13.9184105 51.1118752)",,,,,,
"[374710800, 392156819, 39911861]",Rathenaustraße,tertiary,False,False,408.67800000000005,"LINESTRING (13.9179177 51.1116966, 13.9176023 51.1121822, 13.9175351 51.1122967, 13.9173701 51.1125612, 13.9170151 51.1131685, 13.9157291 51.1146249, 13.9153854 51.115)",3,,,,,
"[143546931, 493264971]",Rathenaustraße,tertiary,False,True,141.233,"LINESTRING (13.9179177 51.1116966, 13.9180713 51.1114781, 13.9182758 51.1112785, 13.9186096 51.1109914, 13.9187488 51.1109176, 13.9189011 51.1108524, 13.9190642 51.1108099, 13.9192057 51.1107696)",2,,,,,
52344783,Mühlstraße,residential,False,True,132.39299999999997,"LINESTRING (13.9192057 51.1107696, 13.9192697 51.110809, 13.9193865 51.1108501, 13.9195156 51.1108763, 13.9196646 51.1108957, 13.919809 51.1109066, 13.9199364 51.1109185, 13.9200274 51.1109487, 13.920118 51.1110018, 13.9201741 51.1110673, 13.9202308 51.1111395, 13.9203458 51.1112896, 13.9205019 51.1115016)",,30,,,,
"[493264971, 143546931]",Rathenaustraße,tertiary,False,False,141.233,"LINESTRING (13.9192057 51.1107696, 13.9190642 51.1108099, 13.9189011 51.1108524, 13.9187488 51.1109176, 13.9186096 51.1109914, 13.9182758 51.1112785, 13.9180713 51.1114781, 13.9179177 51.1116966)",2,,,,,
392893116,Pulsnitzer Straße,secondary,False,False,102.93900000000001,"LINESTRING (13.9214116 51.1191353, 13.9213317 51.1190944, 13.921229 51.1190518, 13.9211853 51.119036, 13.9211247 51.1190165, 13.9209452 51.1189669, 13.920767 51.1189274, 13.9203802 51.1188423, 13.9200651 51.1187707)",3,,S 95,,,
145169742,Pulsnitzer Straße,secondary,False,False,125.184,"LINESTRING (13.9186568 51.1184495, 13.9176405 51.1181125, 13.9174386 51.1180409, 13.917317 51.1179924, 13.9171012 51.1178925)",2,30,S 95,,,
799179670,Pulsnitzer Straße,secondary,False,True,104.58500000000001,"LINESTRING (13.9186568 51.1184495, 13.9189832 51.1185244, 13.9195785 51.1186598, 13.9200651 51.1187707)",2,,S 95,,,
38543779,Dresdener Straße,secondary,False,False,158.235,"LINESTRING (13.9135384 51.1145334, 13.9130091 51.1144363, 13.9125117 51.114399, 13.9120713 51.1143904, 13.9117814 51.1143949, 13.911487 51.1143951, 13.9112994 51.1144116)",,,S 95,,,
143551634,Bahnhofstraße,residential,False,False,170.83100000000002,"LINESTRING (13.9135384 51.1145334, 13.9136174 51.1143056, 13.9135922 51.1141365, 13.9135545 51.1140529, 13.9131062 51.113045)",,,,,,
"[449000720, 143551635, 449000719]",Dresdener Straße,secondary,False,True,138.983,"LINESTRING (13.9135384 51.1145334, 13.913612 51.1145527, 13.9144782 51.1147683, 13.9148248 51.1148583, 13.9151981 51.1149552, 13.9153854 51.115)",2,,S 95,,,
350692360,Hauptstraße,residential,True,False,36.682,"LINESTRING (13.9180466 51.1159211, 13.9181829 51.1160207, 13.9183982 51.1161662)",,30,,,,
24583503,Berggasse,residential,True,False,87.46899999999998,"LINESTRING (13.9209889 51.1170584, 13.9210444 51.1170235, 13.9212603 51.1168951, 13.921413 51.1168012, 13.9214868 51.1167605, 13.9215231 51.1167425, 13.921554 51.1167272, 13.9216074 51.1167032, 13.9217239 51.1166756, 13.9218338 51.1166526, 13.9218973 51.1166321, 13.9219909 51.1166065)",1,20,,,,
106780189,Hauptstraße,residential,True,False,62.389,"LINESTRING (13.9209889 51.1170584, 13.9212662 51.1173142, 13.9214926 51.1175219)",,30,,,,
106780189,Hauptstraße,residential,True,False,32.871,"LINESTRING (13.9214926 51.1175219, 13.9218032 51.1177441)",,30,,,,
"[24599832, 69748650]","['An der Kirche', 'Kirchstraße']",residential,False,False,118.27499999999999,"LINESTRING (13.9214926 51.1175219, 13.9212654 51.1176084, 13.9210375 51.1176867, 13.9208857 51.1177282, 13.9207104 51.1177661, 13.9207007 51.117764, 13.9205856 51.1177292, 13.9205217 51.1177175, 13.9203556 51.1177182, 13.9202579 51.1177147, 13.9201716 51.1177023, 13.9200919 51.1176967, 13.9200368 51.1177027, 13.9199821 51.1177073, 13.9199137 51.1177154)",,30,,,,
"[350692379, 350692380, 4797662]","['Pulsnitzer Straße', 'August-Bebel-Straße']",secondary,False,True,301.12399999999997,"LINESTRING (13.9169314 51.1155505, 13.916948 51.1155963, 13.9169471 51.1156581, 13.9169309 51.1157023, 13.9168857 51.1157922, 13.916839 51.1158615, 13.9167181 51.1160185, 13.9162729 51.116581, 13.9162184 51.1166493, 13.9161567 51.1167267, 13.9161137 51.1167819, 13.9160876 51.1168258, 13.9160691 51.1168569, 13.9160392 51.1169321, 13.9160328 51.1169932, 13.9160465 51.1170526, 13.916058 51.1170923, 13.9161043 51.1171625, 13.9161716 51.117226, 13.9162769 51.1173092, 13.9163326 51.1173483, 13.9166334 51.1175683, 13.9169089 51.1177644, 13.9170021 51.1178241, 13.9171012 51.1178925)",2,30,S 95,,,
144275854,Hauptstraße,residential,True,False,88.909,"LINESTRING (13.9169314 51.1155505, 13.917151 51.1155777, 13.9174724 51.1156903, 13.9180466 51.1159211)",,30,,,,
"[143551641, 1243099180, 28511791]","['Dresdener Straße', 'August-Bebel-Straße']",secondary,False,False,125.822,"LINESTRING (13.9169314 51.1155505, 13.9169043 51.1155193, 13.9168649 51.115484, 13.9168272 51.1154513, 13.9167527 51.115416, 13.9165065 51.1153347, 13.9164755 51.1153252, 13.9163935 51.1153001, 13.9163288 51.11528, 13.9153854 51.115)",2,,S 95,yes,,
106780191,Markt,tertiary,True,False,36.344,"LINESTRING (13.9230784 51.1178404, 13.9232004 51.1179944, 13.9232679 51.1180902, 13.9232566 51.1181398)",,30,,,,
28511793,Niederstraße,living_street,False,True,18.171,"LINESTRING (13.9232566 51.1181398, 13.9232938 51.1181514, 13.9233235 51.1181593, 13.9233987 51.1181627, 13.9235014 51.118136)",,,,,,
"[392823944, 144275858, 144275868]","['Markt', 'Oberstraße']",tertiary,True,False,170.33700000000002,"LINESTRING (13.9232566 51.1181398, 13.9231048 51.1182263, 13.922806 51.1183807, 13.9226959 51.1184333, 13.9226124 51.1184704, 13.9223887 51.1185714, 13.9221883 51.118662, 13.9219855 51.1187659, 13.9218014 51.1188666, 13.9216357 51.1189723, 13.9215508 51.1190324, 13.9215411 51.1190396, 13.9215088 51.1190635, 13.9214116 51.1191353)",3,30,,,9,
"[23605482, 23605483]",Stolpener Straße,tertiary,False,False,45.827,"LINESTRING (13.9237956 51.1155072, 13.9236243 51.1155949, 13.9233795 51.1157202, 13.9232607 51.1157289)",,50,,yes,,
61984278,Bergmühlenweg,residential,False,False,81.755,"LINESTRING (13.9237956 51.1155072, 13.9243187 51.1158175, 13.9244699 51.1159062, 13.924626 51.1160244)",,,,,,
"[23605482, 23605483]",Stolpener Straße,tertiary,False,True,45.827,"LINESTRING (13.9232607 51.1157289, 13.9233795 51.1157202, 13.9236243 51.1155949, 13.9237956 51.1155072)",,50,,yes,,
"[143546936, 490696619]",Röderstraße,tertiary,False,False,251.30599999999998,"LINESTRING (13.9232607 51.1157289, 13.9231973 51.115723, 13.9231301 51.1156805, 13.922654 51.115278, 13.9224055 51.1150915, 13.9222446 51.1149955, 13.9221689 51.1149599, 13.9220384 51.1149147, 13.9218642 51.1148715, 13.9216845 51.1148409, 13.9214641 51.1148208, 13.9212292 51.1148154, 13.9209663 51.1148321, 13.9206547 51.1148907, 13.920528 51.1149145, 13.9202933 51.1149308)",,,,,,
"[144275881, 490696618]",Stolpener Straße,tertiary,False,False,38.168,"LINESTRING (13.9232607 51.1157289, 13.9231983 51.1158052, 13.9231772 51.115831, 13.923102 51.1158866, 13.9229176 51.1159905)",,,,,,
"[28573801, 368985958, 493280821, 24898366]",Dr.-Albert-Dietze-Straße,tertiary,False,True,136.47699999999998,"LINESTRING (13.9202933 51.1149308, 13.9201662 51.1148035, 13.9200858 51.1147148, 13.9200704 51.1146997, 13.9199056 51.1145453, 13.919866 51.1145078, 13.9194624 51.1141292, 13.9193892 51.1140209, 13.9193115 51.1138758)",,,,yes,,
143546933,Röderstraße,residential,True,False,194.252,"LINESTRING (13.9202933 51.1149308, 13.9200965 51.1150022, 13.919874 51.1150556, 13.9196133 51.1151107, 13.9194538 51.1151507, 13.9193523 51.1151861, 13.9192254 51.1152472, 13.9185735 51.1156249, 13.9183012 51.1157748, 13.9180466 51.1159211)",,30,,,,
"[143546936, 490696619]",Röderstraße,tertiary,False,True,251.30599999999998,"LINESTRING (13.9202933 51.1149308, 13.920528 51.1149145, 13.9206547 51.1148907, 13.9209663 51.1148321, 13.9212292 51.1148154, 13.9214641 51.1148208, 13.9216845 51.1148409, 13.9218642 51.1148715, 13.9220384 51.1149147, 13.9221689 51.1149599, 13.9222446 51.1149955, 13.9224055 51.1150915, 13.922654 51.115278, 13.9231301 51.1156805, 13.9231973 51.115723, 13.9232607 51.1157289)",,,,,,
25531582,Pirnaer Straße,residential,False,False,195.13500000000002,"LINESTRING (13.9206993 51.115022, 13.9208992 51.1150826, 13.9210036 51.1151608, 13.9211908 51.1153509, 13.9212763 51.115513, 13.9213354 51.1156561, 13.9214563 51.1159455, 13.9215137 51.1160306, 13.9218927 51.1164745, 13.9219639 51.1165362)",,30,,,,
"[144275857, 1056244964]",Langbeinstraße,residential,False,True,105.104,"LINESTRING (13.9235739 51.1193786, 13.9236074 51.1193494, 13.9237719 51.1192468, 13.9245853 51.1186789)",,50,,,,
