osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access
236116084,2,K 415,Bremer Straße,tertiary,50,False,False,90.26399999999998,"LINESTRING (8.2220732 52.3417392, 8.2222018 52.3419361, 8.2222252 52.3419739, 8.2223383 52.3421503, 8.222353 52.3421861, 8.2223784 52.3422483, 8.2224324 52.3423663, 8.2224955 52.3425075)",
236116084,2,K 415,Bremer Straße,tertiary,50,False,True,102.108,"LINESTRING (8.2220732 52.3417392, 8.2217862 52.341468, 8.2214455 52.3411461, 8.2212072 52.340992)",
27495478,,,Waldstraße,residential,30,False,False,30.925,"LINESTRING (8.226313 52.3462492, 8.2263572 52.346526)",
487345357,,K 414,Bahnhofstraße,tertiary,,False,False,74.536,"LINESTRING (8.226313 52.3462492, 8.2262766 52.3459651, 8.2262555 52.3458947, 8.2262321 52.3456585, 8.2262201 52.3455817)",
487345357,,K 414,Bahnhofstraße,tertiary,,False,True,189.155,"LINESTRING (8.226313 52.3462492, 8.227331 52.3466233, 8.2285642 52.3470283, 8.2287373 52.3470852)",
177929927,,K 415,Große Straße,tertiary,50,False,False,35.782,"LINESTRING (8.2261694 52.3453642, 8.2259759 52.3450649)",
27262434,,,Hohlweg,residential,,False,False,182.00900000000001,"LINESTRING (8.2261694 52.3453642, 8.2264699 52.3453836, 8.2267729 52.3454011, 8.2275982 52.3455902, 8.2277676 52.345629, 8.2281655 52.3457078, 8.2284465 52.3457199, 8.2287528 52.3456886)",
177929927,,K 415,Große Straße,tertiary,50,False,True,24.442,"LINESTRING (8.2261694 52.3453642, 8.226205 52.3455381, 8.2262201 52.3455817)",
27495467,,,Windthorststraße,residential,,False,False,129.405,"LINESTRING (8.2255561 52.3444844, 8.2257868 52.3444156, 8.2259236 52.3443648, 8.226004 52.3443108, 8.2260201 52.3441928, 8.2259826 52.3440748, 8.2259772 52.3439503, 8.2260282 52.3438519, 8.2261538 52.3437775, 8.2263738 52.3436636, 8.2264018 52.3435786)",
177929927,,K 415,Große Straße,tertiary,50,False,True,70.586,"LINESTRING (8.2255561 52.3444844, 8.2257559 52.3447428, 8.2259759 52.3450649)",
333784708,2,K 415,Große Straße,tertiary,30,False,False,99.202,"LINESTRING (8.2255561 52.3444844, 8.2255051 52.3444027, 8.2254296 52.3442978, 8.2253116 52.3440795, 8.2250608 52.3437732, 8.2250146 52.3436589)",
50078916,,K 415,Bremer Straße,tertiary,,False,True,12.333,"LINESTRING (8.2250146 52.3436589, 8.2248349 52.3436747)",
26361102,2,,Bremer Straße,tertiary,50,False,False,94.658,"LINESTRING (8.2250146 52.3436589, 8.2261312 52.3435953, 8.2264018 52.3435786)",
333784708,2,K 415,Große Straße,tertiary,30,False,True,99.202,"LINESTRING (8.2250146 52.3436589, 8.2250608 52.3437732, 8.2253116 52.3440795, 8.2254296 52.3442978, 8.2255051 52.3444027, 8.2255561 52.3444844)",
37549382,,,Zum Wiesengrund,residential,,False,False,35.804,"LINESTRING (8.2219991 52.3464509, 8.2217905 52.3461552)",
223505005,2,K 415,Venner Straße,tertiary,50,False,False,130.863,"LINESTRING (8.2219991 52.3464509, 8.2238559 52.3461372)",
223505005,2,K 415,Venner Straße,tertiary,50,False,True,172.55300000000003,"LINESTRING (8.2219991 52.3464509, 8.2215727 52.3465164, 8.2210736 52.3465824, 8.2202824 52.3466805, 8.2198975 52.3467327, 8.2195274 52.3468045)",
27231675,,,Hitzhauser Straße,residential,,False,False,78.65299999999999,"LINESTRING (8.2270514 52.3428767, 8.2270102 52.3429776, 8.2270004 52.3433881, 8.2269592 52.3434535, 8.2268363 52.3435506)",
27231675,,,Hitzhauser Straße,residential,,False,True,91.28299999999999,"LINESTRING (8.2270514 52.3428767, 8.227113 52.3427731, 8.2271546 52.3427154, 8.2272209 52.3426646, 8.2273164 52.3426139, 8.2274495 52.34255, 8.2279228 52.3424333, 8.2280621 52.3424036)",
27231675,,,Hitzhauser Straße,residential,,False,True,78.653,"LINESTRING (8.2268363 52.3435506, 8.2269592 52.3434535, 8.2270004 52.3433881, 8.2270102 52.3429776, 8.2270514 52.3428767)",
333784707,,,Bremer Straße,tertiary,,False,True,29.68,"LINESTRING (8.2268363 52.3435506, 8.2266864 52.3435608, 8.2264018 52.3435786)",
