osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,width
27196851,,Peter-Zilliken-Straße,residential,False,True,252.078,"LINESTRING (7.3662038 50.2500938, 7.3665574 50.2501196, 7.3670901 50.2503442, 7.3672568 50.2503527, 7.3675485 50.2504786, 7.3675783 50.2505399, 7.3670716 50.2510438, 7.3669483 50.2510943, 7.3669116 50.2510818, 7.3667898 50.251039, 7.3662476 50.2507896)",,,
25598388,,Johann-Büchel-Straße,residential,False,False,144.937,"LINESTRING (7.3626826 50.2500271, 7.3620193 50.2497734, 7.3613974 50.2495691, 7.3613214 50.2495371, 7.361264 50.2494605, 7.3611804 50.2492481)",,,
25598388,,Johann-Büchel-Straße,residential,False,True,118.16300000000001,"LINESTRING (7.3626826 50.2500271, 7.3630249 50.2504176, 7.3636824 50.2506266, 7.3637541 50.2506822, 7.3638271 50.2507389)",,,
27197065,,Johann-Port-Straße,residential,False,False,72.513,"LINESTRING (7.3626826 50.2500271, 7.3631674 50.2498434, 7.3636151 50.249787)",,,
25598388,,Johann-Büchel-Straße,residential,False,True,144.937,"LINESTRING (7.3611804 50.2492481, 7.361264 50.2494605, 7.3613214 50.2495371, 7.3613974 50.2495691, 7.3620193 50.2497734, 7.3626826 50.2500271)",,,
25598389,L 82,Stationenweg,secondary,True,False,96.19999999999999,"LINESTRING (7.3611804 50.2492481, 7.3604165 50.2492525, 7.360149 50.2492077, 7.359896 50.2490904)",1,,
762725873,L 82,Bahnhofstraße,secondary,False,True,6.585,"LINESTRING (7.3594768 50.2485543, 7.3594157 50.2485988)",2,30,
25598390,L 112,Raiffeisenstraße,secondary,False,True,67.124,"LINESTRING (7.3594768 50.2485543, 7.359598 50.2486456, 7.359896 50.2490904)",2,,
762725882,L 82,Bahnhofstraße,secondary,False,False,82.489,"LINESTRING (7.3594768 50.2485543, 7.3595531 50.2484992, 7.3602628 50.2480087)",1,30,
762725881,L 112,Raiffeisenstraße,secondary,False,True,85.937,"LINESTRING (7.359896 50.2490904, 7.3600941 50.2498528)",2,50,
25598390,L 112,Raiffeisenstraße,secondary,False,False,67.124,"LINESTRING (7.359896 50.2490904, 7.359598 50.2486456, 7.3594768 50.2485543)",2,,
222150643,L 82,Stationenweg,secondary,True,False,273.962,"LINESTRING (7.3649713 50.2489108, 7.3648816 50.2489426, 7.3639202 50.249046, 7.3636592 50.2490917, 7.3631129 50.2491874, 7.3628727 50.2492184, 7.3625201 50.2492354, 7.3611804 50.2492481)",1,,
388226240,,Kalscherhofstraße,residential,False,False,123.04400000000001,"LINESTRING (7.3649713 50.2489108, 7.3650693 50.2490015, 7.3660327 50.2494719, 7.3662275 50.2496547)",,,
25598387,L 82,Kalter Straße,secondary,False,True,139.933,"LINESTRING (7.3655164 50.2482248, 7.3658306 50.2484946, 7.3667376 50.2492114)",,50,
27197104,L 82,Kalscherhofstraße,secondary,True,False,86.89099999999999,"LINESTRING (7.3655164 50.2482248, 7.3653459 50.2483294, 7.3650256 50.2488604, 7.3649713 50.2489108)",1,50,
762725880,L 82,Kalter Straße,secondary,False,False,20.178,"LINESTRING (7.3655164 50.2482248, 7.3654282 50.2481398, 7.3654062 50.2480616)",2,,
"[26453611, 344769774]",,"['An den Gärten', 'Naaf']",residential,False,False,384.487,"LINESTRING (7.3670035 50.2450267, 7.3675792 50.2456979, 7.3676373 50.2457656, 7.3679252 50.2460902, 7.3679566 50.2461256, 7.3685578 50.2468416, 7.3677558 50.2470339, 7.3673223 50.2471464, 7.3670829 50.2472476, 7.3667283 50.24744, 7.3666539 50.2474776)",,,3
"[38216982, 453582679]",L 113,Eifelstraße,secondary,False,True,137.406,"LINESTRING (7.3670035 50.2450267, 7.3655402 50.2453657, 7.3651841 50.2454428)",2,,
26283145,,Naaf,residential,False,False,106.328,"LINESTRING (7.3666539 50.2474776, 7.366415 50.2476492, 7.3660769 50.2478646, 7.3658874 50.2479382, 7.3657375 50.2479121, 7.3656046 50.2478398, 7.3655053 50.2478139)",,,
26453627,,Mörzer Konn,residential,False,True,249.244,"LINESTRING (7.3666539 50.2474776, 7.3658166 50.2463443, 7.3656793 50.2461486, 7.3651841 50.2454428)",,,
"[26453611, 344769774]",,"['An den Gärten', 'Naaf']",residential,False,True,384.48699999999997,"LINESTRING (7.3666539 50.2474776, 7.3667283 50.24744, 7.3670829 50.2472476, 7.3673223 50.2471464, 7.3677558 50.2470339, 7.3685578 50.2468416, 7.3679566 50.2461256, 7.3679252 50.2460902, 7.3676373 50.2457656, 7.3675792 50.2456979, 7.3670035 50.2450267)",,,3
26453774,,Probsteihof,residential,False,False,23.205,"LINESTRING (7.3654062 50.2480616, 7.3651607 50.2479241)",,,
762725880,L 82,Kalter Straße,secondary,False,False,28.43,"LINESTRING (7.3654062 50.2480616, 7.3655053 50.2478139)",2,,
762725880,L 82,Kalter Straße,secondary,False,True,20.178,"LINESTRING (7.3654062 50.2480616, 7.3654282 50.2481398, 7.3655164 50.2482248)",2,,
26453774,,Probsteihof,residential,False,True,23.205,"LINESTRING (7.3651607 50.2479241, 7.3654062 50.2480616)",,,
26453778,,Probsteihof,residential,False,True,27.421999999999997,"LINESTRING (7.3651607 50.2479241, 7.3653302 50.2478759, 7.3655053 50.2478139)",,,
133316158,,Probsteihof,residential,False,False,106.609,"LINESTRING (7.3651607 50.2479241, 7.3646646 50.2477698, 7.3642961 50.2477268, 7.3637324 50.2476609)",,,
27196144,,Hammgasse,residential,False,True,48.724000000000004,"LINESTRING (7.363113 50.2480901, 7.3631377 50.2481627, 7.3634618 50.2484618)",,,
133316159,,Stiftsstraße,residential,False,True,68.42699999999999,"LINESTRING (7.363113 50.2480901, 7.3631366 50.2480866, 7.363291 50.2480544, 7.3634631 50.247971, 7.3634834 50.2479523, 7.3635383 50.2479017, 7.3635804 50.2478242, 7.3636278 50.2477555, 7.3636427 50.2477338, 7.3637324 50.2476609)",,,
133316160,,Stiftsstraße,residential,False,False,69.72,"LINESTRING (7.363113 50.2480901, 7.3627576 50.2480844, 7.3625804 50.2480648, 7.3623512 50.2480546, 7.3621374 50.2480378)",,,
27196195,,Petersplatz,residential,False,True,35.663,"LINESTRING (7.3621374 50.2480378, 7.3616851 50.2481764)",,,
133316160,,Stiftsstraße,residential,False,False,42.084999999999994,"LINESTRING (7.3621374 50.2480378, 7.3619644 50.2479054, 7.3618882 50.2477053)",,,
133316160,,Stiftsstraße,residential,False,True,69.72,"LINESTRING (7.3621374 50.2480378, 7.3623512 50.2480546, 7.3625804 50.2480648, 7.3627576 50.2480844, 7.363113 50.2480901)",,,
26632345,,Metternicher Weg,living_street,False,False,33.882,"LINESTRING (7.3670769 50.2440232, 7.3666977 50.2442077)",,,
26632406,,Metternicher Weg,residential,False,True,23.246,"LINESTRING (7.3651841 50.2454428, 7.3649595 50.2452909)",,,
38216982,L 113,Eifelstraße,secondary,False,True,25.967,"LINESTRING (7.3651841 50.2454428, 7.3648394 50.2455199)",2,,
26453627,,Mörzer Konn,residential,False,False,249.244,"LINESTRING (7.3651841 50.2454428, 7.3656793 50.2461486, 7.3658166 50.2463443, 7.3666539 50.2474776)",,,
"[38216982, 453582679]",L 113,Eifelstraße,secondary,False,False,137.406,"LINESTRING (7.3651841 50.2454428, 7.3655402 50.2453657, 7.3670035 50.2450267)",2,,
26632406,,Metternicher Weg,residential,False,False,23.246,"LINESTRING (7.3649595 50.2452909, 7.3651841 50.2454428)",,,
26632345,,Metternicher Weg,living_street,False,True,175.276,"LINESTRING (7.3649595 50.2452909, 7.3658116 50.2449217, 7.3659522 50.2448399, 7.3663967 50.2443951, 7.3666977 50.2442077)",,,
26634586,,Metternicher Weg,residential,False,True,30.693,"LINESTRING (7.3649595 50.2452909, 7.3648136 50.2453888, 7.3647879 50.2454523, 7.3648394 50.2455199)",,,
26633708,,Zum Sportplatz,residential,False,False,33.596,"LINESTRING (7.3577467 50.2483321, 7.3574252 50.2485535)",,,
26633708,,Zum Sportplatz,residential,False,True,33.596,"LINESTRING (7.3574252 50.2485535, 7.3577467 50.2483321)",,,
26633666,,Zum Sportplatz,residential,False,False,59.943,"LINESTRING (7.3574252 50.2485535, 7.3570484 50.2484824, 7.3567338 50.2482765)",,,
26633666,,Zum Sportplatz,residential,False,True,51.558,"LINESTRING (7.3574252 50.2485535, 7.3579523 50.2486581, 7.3580187 50.2487604)",,,
26633769,,Zum Sportplatz,residential,False,False,35.656,"LINESTRING (7.3571071 50.2480624, 7.3567338 50.2482765)",,,
26633769,,Zum Sportplatz,residential,False,True,35.656,"LINESTRING (7.3567338 50.2482765, 7.3571071 50.2480624)",,,
26633666,,Zum Sportplatz,residential,False,True,59.943,"LINESTRING (7.3567338 50.2482765, 7.3570484 50.2484824, 7.3574252 50.2485535)",,,
762725873,L 82,Bahnhofstraße,secondary,False,False,6.585,"LINESTRING (7.3594157 50.2485988, 7.3594768 50.2485543)",2,30,
762725873,L 82,Bahnhofstraße,secondary,False,True,49.131,"LINESTRING (7.3594157 50.2485988, 7.3590164 50.2489594)",2,30,
26654898,,Im Grüngürtel,residential,True,False,81.664,"LINESTRING (7.3594157 50.2485988, 7.359307 50.2485527, 7.3586019 50.2480831)",,,
26633812,,Im Grüngürtel,residential,False,True,43.635,"LINESTRING (7.3573369 50.2472748, 7.3568429 50.2475076)",,,
388226294,,Im Grüngürtel,residential,False,False,87.541,"LINESTRING (7.3573369 50.2472748, 7.3581944 50.2467099)",,,
388226294,,Im Grüngürtel,residential,False,True,127.158,"LINESTRING (7.3573369 50.2472748, 7.3586019 50.2480831)",,,
26633812,,Im Grüngürtel,residential,False,False,43.635,"LINESTRING (7.3568429 50.2475076, 7.3573369 50.2472748)",,,
26454284,,Herrenstraße,residential,True,False,87.618,"LINESTRING (7.3625459 50.2464273, 7.3628571 50.2465863, 7.3630234 50.2466977, 7.3631081 50.2467544, 7.3633688 50.2470048)",,,
133316156,L 82,Obertorstraße,secondary,True,False,34.84,"LINESTRING (7.3625459 50.2464273, 7.36265 50.2463003, 7.3628394 50.2461811)",1,30,
26631701,L 82,Frankenstraße,secondary,False,True,255.76800000000003,"LINESTRING (7.3642496 50.2456723, 7.3644997 50.2461947, 7.3646038 50.2463731, 7.3648061 50.2466686, 7.3651363 50.247151, 7.3655178 50.2477083, 7.3655053 50.2478139)",2,50,
38216979,L 82,Frankenstraße,secondary,False,True,26.024,"LINESTRING (7.3642496 50.2456723, 7.3641515 50.2456052, 7.3639421 50.2455574)",3,50,
38216982,L 113,Eifelstraße,secondary,False,False,45.235,"LINESTRING (7.3642496 50.2456723, 7.3644368 50.2456248, 7.3648394 50.2455199)",2,,
25215936,K 37,Kurfürst-Balduin-Straße,tertiary,False,False,75.357,"LINESTRING (7.3638512 50.2455073, 7.3638679 50.2450493, 7.3638623 50.2450207, 7.3638255 50.2448314)",,,
25215936,K 37,Kurfürst-Balduin-Straße,tertiary,False,True,8.533,"LINESTRING (7.3638512 50.2455073, 7.3639112 50.2455404, 7.3639421 50.2455574)",,,
26634418,K 35,Josefstraße,tertiary,False,False,247.46199999999996,"LINESTRING (7.3638512 50.2455073, 7.3631783 50.2454356, 7.360687 50.2452159, 7.3605197 50.2452136, 7.3604762 50.245213, 7.3604104 50.2452319)",,,
388226294,,Im Grüngürtel,residential,False,False,127.158,"LINESTRING (7.3586019 50.2480831, 7.3573369 50.2472748)",,,
26654402,,Im Büchel,residential,False,True,176.56,"LINESTRING (7.3586019 50.2480831, 7.3589421 50.2478733, 7.3589884 50.2478124, 7.3589622 50.2477099, 7.3581944 50.2467099)",,,
"[26454408, 38831059]",,"['Stiftsstraße', 'Herrenstraße']",residential,False,True,77.898,"LINESTRING (7.3637324 50.2476609, 7.3636689 50.2474468, 7.3635648 50.2472598, 7.3633688 50.2470048)",,,
133316158,,Probsteihof,residential,False,True,106.60900000000001,"LINESTRING (7.3637324 50.2476609, 7.3642961 50.2477268, 7.3646646 50.2477698, 7.3651607 50.2479241)",,,
133316159,,Stiftsstraße,residential,False,False,68.42699999999999,"LINESTRING (7.3637324 50.2476609, 7.3636427 50.2477338, 7.3636278 50.2477555, 7.3635804 50.2478242, 7.3635383 50.2479017, 7.3634834 50.2479523, 7.3634631 50.247971, 7.363291 50.2480544, 7.3631366 50.2480866, 7.363113 50.2480901)",,,
762725880,L 82,Kalter Straße,secondary,False,True,28.43,"LINESTRING (7.3655053 50.2478139, 7.3654062 50.2480616)",2,,
26283145,,Naaf,residential,False,True,106.328,"LINESTRING (7.3655053 50.2478139, 7.3656046 50.2478398, 7.3657375 50.2479121, 7.3658874 50.2479382, 7.3660769 50.2478646, 7.366415 50.2476492, 7.3666539 50.2474776)",,,
26453778,,Probsteihof,residential,False,False,27.421999999999997,"LINESTRING (7.3655053 50.2478139, 7.3653302 50.2478759, 7.3651607 50.2479241)",,,
26631701,L 82,Frankenstraße,secondary,False,False,255.768,"LINESTRING (7.3655053 50.2478139, 7.3655178 50.2477083, 7.3651363 50.247151, 7.3648061 50.2466686, 7.3646038 50.2463731, 7.3644997 50.2461947, 7.3642496 50.2456723)",2,50,
"[26454408, 38831059]",,"['Stiftsstraße', 'Herrenstraße']",residential,False,False,77.898,"LINESTRING (7.3633688 50.2470048, 7.3635648 50.2472598, 7.3636689 50.2474468, 7.3637324 50.2476609)",,,
367126576,,Münsterplatz,residential,False,False,32.416,"LINESTRING (7.3633688 50.2470048, 7.3632165 50.2470525, 7.3629593 50.2471329)",,50,
133316152,,Martinstraße,residential,False,True,53.282000000000004,"LINESTRING (7.3618882 50.2477053, 7.3618882 50.2476273, 7.3621697 50.2474447, 7.3620896 50.2473093)",,,
133316160,,Stiftsstraße,residential,False,True,42.084999999999994,"LINESTRING (7.3618882 50.2477053, 7.3619644 50.2479054, 7.3621374 50.2480378)",,,
26651352,,Florinstraße,residential,False,False,35.085,"LINESTRING (7.3607758 50.2468985, 7.3606799 50.2469669, 7.3605804 50.2470966, 7.3605101 50.2471618)",,,
26651352,,Florinstraße,residential,False,True,58.23,"LINESTRING (7.3607758 50.2468985, 7.3610537 50.2467687, 7.3614431 50.246595)",,,
26651477,,Severusstraße,residential,False,False,80.205,"LINESTRING (7.3607758 50.2468985, 7.3605161 50.2466871, 7.3600824 50.2463296)",,,
26654669,,Bornstraße,residential,False,False,15.606,"LINESTRING (7.3614431 50.246595, 7.3615338 50.2467228)",,,
26654669,,Bornstraße,residential,False,True,21.063,"LINESTRING (7.3614431 50.246595, 7.361309 50.2464261)",,,
26651352,,Florinstraße,residential,False,False,58.23,"LINESTRING (7.3614431 50.246595, 7.3610537 50.2467687, 7.3607758 50.2468985)",,,
26651271,,Severusstraße,residential,True,False,55.761,"LINESTRING (7.3612705 50.2472876, 7.3607758 50.2468985)",,,
246113776,L 82,Untertorstraße,secondary,True,False,50.412,"LINESTRING (7.3612705 50.2472876, 7.3618287 50.2470081)",1,30,
26634014,,Michelstraße,residential,True,False,74.05000000000001,"LINESTRING (7.3612705 50.2472876, 7.3614048 50.2474079, 7.3613937 50.2474236, 7.3615842 50.2477002, 7.3617897 50.2477227, 7.3618882 50.2477053)",,,
26651477,,Severusstraße,residential,False,True,16.073,"LINESTRING (7.3599289 50.2462235, 7.3600824 50.2463296)",,,
26651477,,Severusstraße,residential,False,False,168.73,"LINESTRING (7.3599289 50.2462235, 7.3596281 50.2459894, 7.3596005 50.2459531, 7.3595968 50.2459241, 7.3595138 50.2458391, 7.3592406 50.2457346, 7.3590217 50.2456359, 7.3588924 50.2454695, 7.3587984 50.2453362, 7.3587669 50.2452914, 7.3585194 50.2450499)",,,
"[26651352, 26654690]",,"['Wallgraben', 'Florinstraße']",residential,False,True,170.65499999999997,"LINESTRING (7.3599289 50.2462235, 7.3596819 50.2464257, 7.3595581 50.2465207, 7.3595152 50.2466085, 7.3595238 50.2466744, 7.3595669 50.2468223, 7.3597328 50.2470407, 7.3598801 50.2472136, 7.3603626 50.2471764, 7.3605101 50.2471618)",,,
26651477,,Severusstraße,residential,False,True,168.73000000000002,"LINESTRING (7.3585194 50.2450499, 7.3587669 50.2452914, 7.3587984 50.2453362, 7.3588924 50.2454695, 7.3590217 50.2456359, 7.3592406 50.2457346, 7.3595138 50.2458391, 7.3595968 50.2459241, 7.3596005 50.2459531, 7.3596281 50.2459894, 7.3599289 50.2462235)",,,
26654195,K 35,Pilligertorstraße,tertiary,False,False,94.28999999999999,"LINESTRING (7.3585194 50.2450499, 7.3584842 50.2450535, 7.3582619 50.2450765, 7.3581248 50.2450771, 7.3576894 50.2450496, 7.3574686 50.245005, 7.3572577 50.2449089)",,,
26654195,K 35,Pilligertorstraße,tertiary,False,True,138.121,"LINESTRING (7.3585194 50.2450499, 7.3592665 50.2450339, 7.3599077 50.2451052, 7.3603076 50.2451878, 7.3604104 50.2452319)",,,
1102427996,,Münsterplatz,residential,False,True,20.594,"LINESTRING (7.3620896 50.2473093, 7.3623665 50.247255)",,,
26634045,,Martinstraße,residential,False,True,38.438,"LINESTRING (7.3620896 50.2473093, 7.3619301 50.2470958, 7.3618287 50.2470081)",,,
133316152,,Martinstraße,residential,False,False,53.282000000000004,"LINESTRING (7.3620896 50.2473093, 7.3621697 50.2474447, 7.3618882 50.2476273, 7.3618882 50.2477053)",,,
26634418,K 35,Josefstraße,tertiary,False,True,247.462,"LINESTRING (7.3604104 50.2452319, 7.3604762 50.245213, 7.3605197 50.2452136, 7.360687 50.2452159, 7.3631783 50.2454356, 7.3638512 50.2455073)",,,
26654195,K 35,Pilligertorstraße,tertiary,False,False,138.121,"LINESTRING (7.3604104 50.2452319, 7.3603076 50.2451878, 7.3599077 50.2451052, 7.3592665 50.2450339, 7.3585194 50.2450499)",,,
26654669,,Bornstraße,residential,False,False,47.730000000000004,"LINESTRING (7.3604104 50.2452319, 7.3603959 50.2452873, 7.3604962 50.2455063, 7.3605965 50.2456362)",,,
26654669,,Bornstraße,residential,False,False,55.052,"LINESTRING (7.3609294 50.2459946, 7.361309 50.2464261)",,,
26654669,,Bornstraße,residential,False,True,46.353,"LINESTRING (7.3609294 50.2459946, 7.3605965 50.2456362)",,,
27196297,,Schebenstraße,residential,False,False,43.612,"LINESTRING (7.3609294 50.2459946, 7.3614537 50.2457911)",,,
27196297,,Schebenstraße,residential,False,True,70.817,"LINESTRING (7.3609294 50.2459946, 7.3600824 50.2463296)",,,
27196144,,Hammgasse,residential,False,False,48.724000000000004,"LINESTRING (7.3634618 50.2484618, 7.3631377 50.2481627, 7.363113 50.2480901)",,,
27196195,,Petersplatz,residential,False,False,35.663,"LINESTRING (7.3616851 50.2481764, 7.3621374 50.2480378)",,,
133316156,L 82,Obertorstraße,secondary,True,False,8.011,"LINESTRING (7.3628394 50.2461811, 7.3629118 50.2461259)",1,30,
27196252,,Schweiz,residential,False,True,145.81599999999997,"LINESTRING (7.3628394 50.2461811, 7.3634001 50.2464942, 7.363456 50.2465449, 7.3636923 50.2467594, 7.3639632 50.2469772, 7.3641831 50.2471625)",,,
26654669,,Bornstraße,residential,False,False,21.063,"LINESTRING (7.361309 50.2464261, 7.3614431 50.246595)",,,
26654669,,Bornstraße,residential,False,True,55.052,"LINESTRING (7.361309 50.2464261, 7.3609294 50.2459946)",,,
27196280,,Eltzerhofstraße,residential,False,True,38.339,"LINESTRING (7.361309 50.2464261, 7.3609912 50.2465079, 7.3608465 50.246593)",,,
26651477,,Severusstraße,residential,False,False,16.073,"LINESTRING (7.3600824 50.2463296, 7.3599289 50.2462235)",,,
27196297,,Schebenstraße,residential,False,False,70.817,"LINESTRING (7.3600824 50.2463296, 7.3609294 50.2459946)",,,
26651477,,Severusstraße,residential,False,True,80.205,"LINESTRING (7.3600824 50.2463296, 7.3605161 50.2466871, 7.3607758 50.2468985)",,,
27196392,,Keltenstraße,residential,False,False,41.359,"LINESTRING (7.3603859 50.2439276, 7.3598846 50.243739)",,,
27196392,,Keltenstraße,residential,False,True,266.535,"LINESTRING (7.3603859 50.2439276, 7.3606287 50.2440186, 7.3608762 50.2441114, 7.3615665 50.2443496, 7.3626685 50.2446603, 7.3630026 50.2447362, 7.3635782 50.2448094, 7.3638255 50.2448314)",,,
27196395,,Klotzbahn,residential,False,False,216.981,"LINESTRING (7.3603859 50.2439276, 7.3607144 50.2437097, 7.3611592 50.2434593, 7.3620291 50.2429737, 7.3622606 50.2427863, 7.3624251 50.2426241, 7.3625744 50.2425976)",,,
25215936,K 37,Kurfürst-Balduin-Straße,tertiary,False,True,75.357,"LINESTRING (7.3638255 50.2448314, 7.3638623 50.2450207, 7.3638679 50.2450493, 7.3638512 50.2455073)",,,
27196392,,Keltenstraße,residential,False,False,266.53499999999997,"LINESTRING (7.3638255 50.2448314, 7.3635782 50.2448094, 7.3630026 50.2447362, 7.3626685 50.2446603, 7.3615665 50.2443496, 7.3608762 50.2441114, 7.3606287 50.2440186, 7.3603859 50.2439276)",,,
27196392,,Keltenstraße,residential,False,True,41.359,"LINESTRING (7.3598846 50.243739, 7.3603859 50.2439276)",,,
762725881,L 112,Raiffeisenstraße,secondary,False,False,85.937,"LINESTRING (7.3600941 50.2498528, 7.359896 50.2490904)",2,50,
27196771,,Steinreich,residential,False,False,319.7310000000001,"LINESTRING (7.3600941 50.2498528, 7.3603416 50.2499054, 7.3609334 50.2502146, 7.3621004 50.2508422, 7.3623423 50.2509644, 7.3625778 50.2510084, 7.3628964 50.2510052, 7.3631178 50.2509684, 7.363281 50.2509612, 7.3634819 50.2509489, 7.3636266 50.2508871, 7.3638271 50.2507389)",,,
762725881,L 112,Raiffeisenstraße,secondary,False,True,122.21100000000001,"LINESTRING (7.3600941 50.2498528, 7.3601167 50.2507609, 7.3601013 50.2509515)",2,50,
25598388,,Johann-Büchel-Straße,residential,False,False,118.163,"LINESTRING (7.3638271 50.2507389, 7.3637541 50.2506822, 7.3636824 50.2506266, 7.3630249 50.2504176, 7.3626826 50.2500271)",,,
25598388,,Johann-Büchel-Straße,residential,False,True,39.129999999999995,"LINESTRING (7.3638271 50.2507389, 7.3640406 50.2508433, 7.3642841 50.2509337)",,,
27196771,,Steinreich,residential,False,True,319.731,"LINESTRING (7.3638271 50.2507389, 7.3636266 50.2508871, 7.3634819 50.2509489, 7.363281 50.2509612, 7.3631178 50.2509684, 7.3628964 50.2510052, 7.3625778 50.2510084, 7.3623423 50.2509644, 7.3621004 50.2508422, 7.3609334 50.2502146, 7.3603416 50.2499054, 7.3600941 50.2498528)",,,
25598388,,Johann-Büchel-Straße,residential,False,False,39.129999999999995,"LINESTRING (7.3642841 50.2509337, 7.3640406 50.2508433, 7.3638271 50.2507389)",,,
25598388,,Johann-Büchel-Straße,residential,False,True,115.791,"LINESTRING (7.3642841 50.2509337, 7.3645792 50.2510039, 7.3649729 50.2510758, 7.365353 50.2511181, 7.3657887 50.2511256, 7.3658711 50.2511223)",,,
27196819,,Matthias-Gärtner-Straße,residential,False,False,218.69799999999998,"LINESTRING (7.3642841 50.2509337, 7.3642429 50.2510413, 7.3642596 50.2511803, 7.3644329 50.2513122, 7.3647374 50.2515081, 7.3649327 50.251611, 7.365084 50.251645, 7.365379 50.2516996, 7.3654807 50.2516901, 7.3658635 50.2515595, 7.3659365 50.2515116, 7.3659582 50.2514141, 7.3659381 50.2512591, 7.3658711 50.2511223)",,,
25659048,,Trevererstraße,residential,False,False,64.108,"LINESTRING (7.3688153 50.2514972, 7.3692843 50.2510048)",,,
27196908,,Lubentiusstraße,residential,False,False,63.38,"LINESTRING (7.3688153 50.2514972, 7.3682282 50.2510683)",,,
27196908,,Lubentiusstraße,residential,False,True,63.38,"LINESTRING (7.3682282 50.2510683, 7.3688153 50.2514972)",,,
25659048,,Trevererstraße,residential,False,False,55.674,"LINESTRING (7.3692843 50.2510048, 7.3697281 50.2505923)",,,
25659048,,Trevererstraße,residential,False,True,64.108,"LINESTRING (7.3692843 50.2510048, 7.3688153 50.2514972)",,,
27196923,,Trevererstraße,residential,False,False,58.115,"LINESTRING (7.3692843 50.2510048, 7.3691724 50.250941, 7.3691245 50.2509122, 7.3690943 50.2509015, 7.3688932 50.2507741, 7.3688804 50.2507527, 7.3687752 50.2506884, 7.368749 50.2506249)",,,
27197065,,Johann-Port-Straße,residential,False,False,149.776,"LINESTRING (7.3636151 50.249787, 7.3639152 50.2497399, 7.3640854 50.2497132, 7.3643052 50.249744, 7.3648361 50.2499876, 7.364851 50.2504631)",,,
27197072,,Heinrich-Klee-Straße,residential,False,False,119.69399999999999,"LINESTRING (7.3636151 50.249787, 7.3637279 50.2498997, 7.3640435 50.2500907, 7.3644487 50.250393, 7.364851 50.2504631)",,,
27197065,,Johann-Port-Straße,residential,False,True,72.513,"LINESTRING (7.3636151 50.249787, 7.3631674 50.2498434, 7.3626826 50.2500271)",,,
