osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,tunnel,width
28313923,Alte Dorfstraße,residential,30,False,False,67.47,"LINESTRING (8.7793979 50.8472653, 8.7794542 50.8472996, 8.7796262 50.8473326, 8.7798898 50.847339, 8.7803282 50.8473221)",,,,,
358363571,Kasseler Straße,secondary,50,False,False,86.51700000000001,"LINESTRING (8.7793979 50.8472653, 8.7795216 50.8472447, 8.779643 50.8472198, 8.7797872 50.8471829, 8.7799313 50.8471421, 8.7800725 50.8471004, 8.7802652 50.8470358, 8.7803813 50.8469907, 8.7805073 50.8469361)",2,L 3089,,,
28313922,Untergasse,residential,30,False,False,18.201,"LINESTRING (8.7805073 50.8469361, 8.7805308 50.8469807, 8.7805915 50.8470909)",,,,,
358363571,Kasseler Straße,secondary,50,False,False,21.189,"LINESTRING (8.7805073 50.8469361, 8.7806234 50.8468853, 8.7807566 50.8468287)",2,L 3089,,,
358363571,Kasseler Straße,secondary,50,False,True,86.51700000000001,"LINESTRING (8.7805073 50.8469361, 8.7803813 50.8469907, 8.7802652 50.8470358, 8.7800725 50.8471004, 8.7799313 50.8471421, 8.7797872 50.8471829, 8.779643 50.8472198, 8.7795216 50.8472447, 8.7793979 50.8472653)",2,L 3089,,,
28653262,Untergasse,residential,30,False,True,39.495999999999995,"LINESTRING (8.7828377 50.8465892, 8.7828228 50.8466182, 8.7827831 50.8466962, 8.7827544 50.8467659, 8.7826769 50.8469295)",,,,,
358363571,Kasseler Straße,secondary,50,False,False,133.366,"LINESTRING (8.7828377 50.8465892, 8.7830448 50.8466462, 8.7832072 50.8467028, 8.7833294 50.8467516, 8.783488 50.846825, 8.7837976 50.8469668, 8.783941 50.8470334, 8.7840859 50.8470995, 8.7842453 50.8471757, 8.7844122 50.8472538)",2,L 3089,,,
358363571,Kasseler Straße,secondary,50,False,True,155.964,"LINESTRING (8.7828377 50.8465892, 8.7827033 50.8465581, 8.7825432 50.8465298, 8.7824127 50.8465169, 8.7822867 50.8465063, 8.7821357 50.8465025, 8.7819878 50.8465068, 8.7818178 50.8465188, 8.7816744 50.8465351, 8.7815439 50.8465576, 8.7814118 50.8465859, 8.7812684 50.8466237, 8.7811212 50.8466736, 8.7807566 50.8468287)",2,L 3089,,,
28252562,Untergasse,residential,30,False,False,44.364000000000004,"LINESTRING (8.7844122 50.8472538, 8.7843762 50.8472737, 8.784334 50.8472885, 8.784296 50.8472853, 8.7840886 50.8472543, 8.7839912 50.8472504, 8.7839185 50.8472527, 8.7838065 50.8472659)",,,,,
358363571,Kasseler Straße,secondary,50,False,False,69.291,"LINESTRING (8.7844122 50.8472538, 8.7846718 50.8473688, 8.7850709 50.8475345, 8.7852257 50.8476064)",2,L 3089,,,
358363571,Kasseler Straße,secondary,50,False,True,133.36599999999999,"LINESTRING (8.7844122 50.8472538, 8.7842453 50.8471757, 8.7840859 50.8470995, 8.783941 50.8470334, 8.7837976 50.8469668, 8.783488 50.846825, 8.7833294 50.8467516, 8.7832072 50.8467028, 8.7830448 50.8466462, 8.7828377 50.8465892)",2,L 3089,,,
