osmid,oneway,ref,name,highway,maxspeed,reversed,length,lanes,geometry,access,width,tunnel,junction,bridge
"[1172313570, 31417615]",False,,Nordstraße,residential,30,True,84.759,,"LINESTRING (7.7010229 51.3767485, 7.7010524 51.3764739, 7.7010695 51.3762982, 7.7010791 51.3762021, 7.7010857 51.3761175, 7.7010857 51.3760423, 7.701088 51.3759875)",,,,,
1178002387,False,,Rathausstraße,residential,30,False,80.149,,"LINESTRING (7.7010229 51.3767485, 7.7004285 51.3767618, 7.6998686 51.3767679)",,,,,
31452258,False,,Viktoriastraße,residential,30,False,64.946,,"LINESTRING (7.7010055 51.377327, 7.7007016 51.3773237, 7.7000751 51.3773746)",,,,,
31452260,True,,Viktoriastraße,residential,30,False,120.03699999999999,,"LINESTRING (7.7010055 51.377327, 7.7018305 51.3773784, 7.7025039 51.3773951, 7.702727 51.3773709)",,,,,
31452267,True,,Nordstraße,residential,30,False,64.338,,"LINESTRING (7.7010055 51.377327, 7.7010215 51.3768143, 7.7010229 51.3767485)",,,,,
134445496,False,,Gartenstraße,residential,30,True,56.955,,"LINESTRING (7.6993557 51.3774947, 7.6989608 51.3770457)",,,,,
31452258,False,,Viktoriastraße,residential,30,True,51.913,,"LINESTRING (7.6993557 51.3774947, 7.6995291 51.3774481, 7.6997899 51.3774046, 7.7000751 51.3773746)",,,,,
134445496,False,,Gartenstraße,residential,30,False,129.32999999999998,,"LINESTRING (7.6993557 51.3774947, 7.6996565 51.3778533, 7.6997262 51.3779135, 7.699871 51.3780324, 7.6999809 51.3781477, 7.7001822 51.3784005, 7.7002641 51.3785071)",,,,,
134445496,False,,Gartenstraße,residential,30,False,56.955,,"LINESTRING (7.6989608 51.3770457, 7.6993557 51.3774947)",,,,,
146610945,False,,Trift,residential,30,False,173.346,,"LINESTRING (7.6989608 51.3770457, 7.6988704 51.3770667, 7.6987355 51.37708, 7.6986132 51.3770765, 7.6984293 51.3770683, 7.6982869 51.3770619, 7.6982491 51.3770602, 7.6981204 51.3770634, 7.697262 51.3770834, 7.6968647 51.3771358, 7.6965329 51.3771917, 7.6964945 51.3771975)",,,,,
1178002387,False,,Rathausstraße,residential,30,True,70.732,,"LINESTRING (7.6989608 51.3770457, 7.6992312 51.3769392, 7.699452 51.3768514, 7.6998686 51.3767679)",,,,,
1183333302,True,,Trift,residential,30,False,11.515,,"LINESTRING (7.6963303 51.3771827, 7.6964945 51.3771975)",,,,,
197951888,True,,Trift,residential,30,False,22.275,,"LINESTRING (7.6960181 51.3772059, 7.6961479 51.3771762, 7.6963303 51.3771827)",,,,,
286799362,True,L 680,Baarstraße,secondary,50,False,73.631,2,"LINESTRING (7.6960181 51.3772059, 7.6958019 51.3774753, 7.6957257 51.3775986, 7.6956598 51.3776969, 7.6955899 51.377811)",,,,,
32039764,False,,An der Langen Hecke,residential,30,False,140.937,,"LINESTRING (7.7058086 51.3725444, 7.7058068 51.3724702, 7.7056398 51.371868, 7.7054643 51.3712963)",,,,,
146610711,False,K 18,An der Langen Hecke,tertiary,,True,34.29,2,"LINESTRING (7.7058086 51.3725444, 7.7058414 51.3725854, 7.7059463 51.3727542, 7.7059938 51.3728301)",,,,,
"[1211524161, 32039754]",False,K 18,Hohler Weg,tertiary,"['50', '30']",False,122.173,2,"LINESTRING (7.7058086 51.3725444, 7.7057384 51.3725221, 7.7056356 51.3725251, 7.7052202 51.3725825, 7.7050202 51.3726079, 7.7047428 51.3726513, 7.7045821 51.3726796, 7.7043198 51.3727257, 7.704105 51.372764)",,,,,
"[31415955, 72453214]",False,,"['Mendener Straße', 'Friedrichstraße']",residential,20,True,62.56100000000001,,"LINESTRING (7.7026747 51.37378, 7.7025056 51.3739119, 7.7029869 51.3741663)",,,,,
"[1064176257, 1064176258, 44060905, 1064176254]",True,,Friedrichstraße,residential,20,False,125.541,,"LINESTRING (7.7026747 51.37378, 7.7036785 51.3734333, 7.7037439 51.3734107, 7.7039332 51.3733453, 7.70411 51.3732842, 7.7042675 51.3732473)",,3,,,
28158980,False,,Nußstraße,living_street,,True,51.946,,"LINESTRING (7.699554 51.3751158, 7.6995518 51.3750689, 7.6994786 51.3748579, 7.6994507 51.3747605, 7.6994552 51.3747245, 7.6994895 51.3746971, 7.6995417 51.3746857)",,,,,
"[1081221438, 31416959]",False,,Am Dicken Turm,living_street,,False,30.371,,"LINESTRING (7.699554 51.3751158, 7.699458 51.375181, 7.6993098 51.3752613, 7.6992336 51.3753012)",,,,,
72453218,False,,Am Dicken Turm,living_street,,False,36.556,,"LINESTRING (7.699554 51.3751158, 7.6997227 51.3750505, 7.699793 51.375015, 7.6998197 51.3750015, 7.6999296 51.374946, 7.6999854 51.3749291)",,,,,
"[314154875, 439458763]",False,,Am Nolten,"['living_street', 'residential']",,True,75.01000000000002,,"LINESTRING (7.6992336 51.3753012, 7.6993112 51.3753693, 7.6994814 51.3755524, 7.6995741 51.3756498, 7.6996115 51.3756886, 7.699702 51.3757788, 7.6997162 51.3757983, 7.6997766 51.3758832)",,,,,
"[1134078237, 31417054, 1081221438, 1134078238]",False,,"['Steinstraße', 'Am Dicken Turm']",living_street,,False,134.556,,"LINESTRING (7.6992336 51.3753012, 7.699175 51.375335, 7.6991456 51.3753523, 7.6990451 51.3754148, 7.6989965 51.3754471, 7.6987088 51.3755873, 7.698594 51.3756241, 7.6985287 51.3756291, 7.6984816 51.3756085, 7.6984749 51.3755831, 7.698444 51.3753872, 7.6984026 51.375149, 7.6983951 51.375123, 7.6983491 51.374998)",,,yes,,
"[1081221438, 31416959]",False,,Am Dicken Turm,living_street,,True,30.371000000000002,,"LINESTRING (7.6992336 51.3753012, 7.6993098 51.3752613, 7.699458 51.375181, 7.699554 51.3751158)",,,,,
28133652,False,,Lohkamp,residential,,True,86.06800000000001,,"LINESTRING (7.6937156 51.3748577, 7.6938055 51.374844, 7.6939049 51.3748288, 7.6939662 51.374821, 7.6940149 51.3748246, 7.6941276 51.3748581, 7.6942264 51.3749022, 7.6943179 51.3749477, 7.6944007 51.3749792, 7.6944296 51.3749873, 7.6944628 51.3749937, 7.6945134 51.3749976, 7.6945389 51.3749959, 7.6945594 51.374992, 7.6947212 51.3749985, 7.6948678 51.3749962)",,,,,
31450543,True,,Treppenstraße,residential,30,False,75.793,,"LINESTRING (7.6937156 51.3748577, 7.6937293 51.3748958, 7.6937536 51.3749638, 7.6938696 51.3752883, 7.6938882 51.3753748, 7.6938882 51.3754508, 7.6938561 51.3755253)",,,,,
31457007,False,,Nohlstraße,residential,30,False,68.968,,"LINESTRING (7.6998686 51.3767679, 7.7000751 51.3773746)",,,,,
1178002387,False,,Rathausstraße,residential,30,False,70.732,,"LINESTRING (7.6998686 51.3767679, 7.699452 51.3768514, 7.6992312 51.3769392, 7.6989608 51.3770457)",,,,,
1178002387,False,,Rathausstraße,residential,30,True,80.149,,"LINESTRING (7.6998686 51.3767679, 7.7004285 51.3767618, 7.7010229 51.3767485)",,,,,
439458766,True,L 680;L 743,Theodor-Heuss-Ring,secondary,50,False,87.306,3,"LINESTRING (7.701088 51.3759875, 7.700795 51.3759926, 7.7000303 51.3760034, 7.6998305 51.3760062)",,,,,
"[1172313570, 31417615]",False,,Nordstraße,residential,30,False,84.759,,"LINESTRING (7.701088 51.3759875, 7.7010857 51.3760423, 7.7010857 51.3761175, 7.7010791 51.3762021, 7.7010695 51.3762982, 7.7010524 51.3764739, 7.7010229 51.3767485)",,,,,
"[1172209737, 31451660, 1182614053]",True,,Kurt-Schumacher-Ring,residential,,False,47.411,1,"LINESTRING (7.695494 51.3763951, 7.6956921 51.3763712, 7.6958282 51.3763415, 7.695878 51.3763238, 7.6959609 51.3762676, 7.696041 51.376183)",,,,,
65423598,False,L 743,Hans-Böckler-Straße,secondary,50,True,65.28,4,"LINESTRING (7.695494 51.3763951, 7.6954045 51.3763718, 7.6952196 51.3763162, 7.6949683 51.3761998, 7.6947228 51.3760665)",,,,,
286799363,True,L 743,Hans-Böckler-Straße,secondary,50,False,27.346,3,"LINESTRING (7.695494 51.3763951, 7.6958324 51.3764343, 7.6958791 51.3764451)",,,,,
28133286,False,,Am Nolten,residential,,True,14.179,,"LINESTRING (7.6997766 51.3758832, 7.6998305 51.3760062)",,,,,
"[439458763, 314154875]",False,,Am Nolten,"['residential', 'living_street']",,False,75.01000000000002,,"LINESTRING (7.6997766 51.3758832, 7.6997162 51.3757983, 7.699702 51.3757788, 7.6996115 51.3756886, 7.6995741 51.3756498, 7.6994814 51.3755524, 7.6993112 51.3753693, 7.6992336 51.3753012)",,,,,
"[506083492, 71135283, 439458764]",True,L 680;L 743,Theodor-Heuss-Ring,secondary,50,False,205.962,"['4', '3']","LINESTRING (7.6997766 51.3758832, 7.7004412 51.3758819, 7.7010977 51.3758806, 7.7011705 51.3758804, 7.7012965 51.37588, 7.7014046 51.3758796, 7.7016 51.3758765, 7.7017647 51.3758683, 7.7019994 51.3758585, 7.7025474 51.3758169, 7.7027364 51.375798)",,,,,
1183567061,False,,Westergraben,residential,,True,59.524,,"LINESTRING (7.6973511 51.3758424, 7.6971714 51.3758585, 7.6970828 51.375832, 7.6965673 51.3756691)",,,,,
146610743,True,L 680,Konrad-Adenauer-Ring,secondary,,False,12.25,1,"LINESTRING (7.7048364 51.3756405, 7.7047124 51.3755621)",,,,,
"[32039567, 439458767, 1172313567]",True,L 680;L 743,Theodor-Heuss-Ring,secondary,50,False,143.531,"['2', '3']","LINESTRING (7.7048364 51.3756405, 7.7046813 51.3756929, 7.7045315 51.3757229, 7.7043624 51.37575, 7.7038836 51.3758011, 7.7035903 51.3758311, 7.7035272 51.3758434, 7.7032624 51.3758668, 7.7030916 51.3758833, 7.7030393 51.3758883, 7.7028238 51.3759062)",,,,,
197951883,False,L 680,Friedrichstraße,secondary,50,True,118.927,2,"LINESTRING (7.704394 51.3732129, 7.704492 51.3731896, 7.7054801 51.3729548, 7.7056145 51.3729221, 7.7058741 51.3728589, 7.7059938 51.3728301)",,,,,
"[1171302408, 1171302413, 31451568]",True,L 680,Konrad-Adenauer-Ring,secondary,50,False,127.02900000000001,2,"LINESTRING (7.704394 51.3732129, 7.7044144 51.3733042, 7.7044592 51.3734604, 7.7046192 51.3738032, 7.7046432 51.3738542, 7.704681 51.3739342, 7.7047044 51.3739847, 7.7047438 51.3740646, 7.7047755 51.3742001, 7.7047768 51.3743249)",,,,,
25029192,False,,Karnacksweg,residential,30,True,16.262,,"LINESTRING (7.7047768 51.3743249, 7.704552 51.3742837)",,,,,
"[25029192, 395383749]",False,,Karnacksweg,residential,30,False,147.97500000000002,,"LINESTRING (7.7047768 51.3743249, 7.70495 51.3743158, 7.7051828 51.3742886, 7.7053357 51.3742791, 7.7054889 51.374275, 7.7056206 51.3742818, 7.7056938 51.3742905, 7.7061507 51.3743676, 7.7066513 51.3744559, 7.7067821 51.3745174, 7.706822 51.3745365)",,,,,
1171302413,True,L 680,Konrad-Adenauer-Ring,secondary,50,False,27.298000000000002,2,"LINESTRING (7.7047768 51.3743249, 7.7047643 51.3743709, 7.7046893 51.3744821, 7.7046335 51.3745521)",,,,,
171602879,True,L 743,Theodor-Heuss-Ring,secondary,50,False,6.881,1,"LINESTRING (7.7047124 51.3755621, 7.7047983 51.3755312)",,,,,
146610743,True,L 680,Konrad-Adenauer-Ring,secondary,,False,19.573999999999998,1,"LINESTRING (7.7047124 51.3755621, 7.7046547 51.3755199, 7.704549 51.375419)",,,,,
31451601,True,,Sofienstraße,residential,,False,13.474,,"LINESTRING (7.7027364 51.375798, 7.7028238 51.3759062)",,,,,
"[1066235992, 171606852, 1066235991]",True,L 680;L 743,Theodor-Heuss-Ring,secondary,50,False,101.475,3,"LINESTRING (7.7027364 51.375798, 7.7030089 51.3757594, 7.703388 51.3757252, 7.7035284 51.375712, 7.7035921 51.3757067, 7.7038063 51.3756875, 7.7039171 51.3756743, 7.7041776 51.3756472)",,,,,
129876037,True,L 680,Konrad-Adenauer-Ring,secondary_link,,False,39.31999999999999,1,"LINESTRING (7.7041776 51.3756472, 7.7042912 51.3756222, 7.7044049 51.3755916, 7.7044612 51.3755574, 7.7045109 51.3755178, 7.7045285 51.3754837, 7.704549 51.375419)",,,,,
171602879,True,L 743,Theodor-Heuss-Ring,secondary,50,False,39.400999999999996,1,"LINESTRING (7.7041776 51.3756472, 7.7042995 51.3756595, 7.7044902 51.3756306, 7.7045667 51.3756088, 7.7045849 51.3756036, 7.704611 51.3755961, 7.7047124 51.3755621)",,,,,
65422269,False,L 680;L 743,Theodor-Heuss-Ring,secondary,50,False,11.833,5,"LINESTRING (7.6960646 51.3765256, 7.6962293 51.3765531)",,,,,
1075561698,False,L 743,Hans-Böckler-Straße,secondary,50,True,15.681,5,"LINESTRING (7.6960646 51.3765256, 7.6958791 51.3764451)",,,,,
"[436556114, 1172209738]",True,,Kurt-Schumacher-Ring,residential,50,False,38.204,1,"LINESTRING (7.6960646 51.3765256, 7.6960362 51.3763613, 7.6960399 51.3762476, 7.696041 51.376183)",,,,,
1183333292,True,L 743,Hans-Böckler-Straße,secondary,50,False,43.519000000000005,2,"LINESTRING (7.6960646 51.3765256, 7.6958433 51.3765239, 7.695494 51.3763951)",,,,,
256423356,True,,Trift,residential,30,False,11.754,,"LINESTRING (7.695849 51.3772117, 7.6960181 51.3772059)",,,,,
"[436556112, 436556113, 1063737079]",True,L 680,Baarstraße,secondary,50,False,78.92999999999999,"['2', '3']","LINESTRING (7.695849 51.3772117, 7.6959184 51.3770987, 7.6959345 51.3770756, 7.6959963 51.3769858, 7.6960413 51.376844, 7.696081 51.3766958, 7.6960857 51.3766629, 7.6960839 51.3766258, 7.6960646 51.3765256)",,,,,
"[25029192, 395383749]",False,,Karnacksweg,residential,30,True,147.975,,"LINESTRING (7.706822 51.3745365, 7.7067821 51.3745174, 7.7066513 51.3744559, 7.7061507 51.3743676, 7.7056938 51.3742905, 7.7056206 51.3742818, 7.7054889 51.374275, 7.7053357 51.3742791, 7.7051828 51.3742886, 7.70495 51.3743158, 7.7047768 51.3743249)",,,,,
"[436556119, 31451655]",True,L 680,Theodor-Heuss-Ring,secondary_link,,False,50.029,1,"LINESTRING (7.6967802 51.3765882, 7.6965605 51.3766738, 7.696385 51.3767244, 7.6963169 51.3767561, 7.6962547 51.37679, 7.6961916 51.3768392)",,,,,
"[171602881, 847026222]",False,L 680;L 743,Theodor-Heuss-Ring,secondary,50,False,71.31099999999999,"['4', '6']","LINESTRING (7.6967802 51.3765882, 7.6969006 51.3765924, 7.69703 51.3765959, 7.6972372 51.3765893, 7.6974219 51.3765712, 7.6975515 51.3765535, 7.6976733 51.3765223, 7.6977755 51.3764848)",,,,,
"[436556118, 171607742]",True,L 680;L 743,Theodor-Heuss-Ring,secondary,50,False,41.35,3,"LINESTRING (7.6967802 51.3765882, 7.6965056 51.3766316, 7.6964271 51.3766249, 7.6963806 51.376621, 7.6962293 51.3765531)",,,,,
1183333258,False,L 680;L 743,Theodor-Heuss-Ring,secondary,50,True,27.186999999999998,5,"LINESTRING (7.6967802 51.3765882, 7.6965288 51.3765376, 7.6964024 51.3765269)",,,,,
171602882,True,L 680,Baarstraße,secondary,50,False,10.943999999999999,2,"LINESTRING (7.6961916 51.3768392, 7.6961736 51.3768959, 7.6961606 51.3769357)",,,,,
1186353775,True,,Kurt-Schumacher-Ring,residential,50,False,49.544,3,"LINESTRING (7.696041 51.376183, 7.6960799 51.3757381)",,,,,
23859757,True,,Gerichtstraße,residential,,False,36.204,,"LINESTRING (7.6941632 51.3756517, 7.6942234 51.3757242, 7.6943375 51.3758083, 7.6943952 51.3758716, 7.6944064 51.3759321)",,,,,
302571326,True,L 743,Hans-Böckler-Straße,secondary,50,False,60.699,2,"LINESTRING (7.6941632 51.3756517, 7.6942737 51.3756995, 7.6945906 51.3759497, 7.6947228 51.3760665)",,,,,
171606866,True,,Sofienstraße,residential,30,False,83.938,,"LINESTRING (7.7033062 51.3766146, 7.7036073 51.3773457)",,,,,
31452211,True,,Bergwerkstraße,residential,,False,88.872,,"LINESTRING (7.704574 51.3765026, 7.7033062 51.3766146)",,,,,
31452226,False,,An der Isenburg,residential,,False,41.749,,"LINESTRING (7.704574 51.3765026, 7.7044691 51.3761329)",,,,,
31452228,False,,Bergwerkstraße,residential,,False,49.637,,"LINESTRING (7.704574 51.3765026, 7.7052789 51.3764273)",,,,,
31452226,False,,An der Isenburg,residential,,False,33.138,,"LINESTRING (7.7044691 51.3761329, 7.70439 51.375839)",,,,,
31452226,False,,An der Isenburg,residential,,True,41.749,,"LINESTRING (7.7044691 51.3761329, 7.704574 51.3765026)",,,,,
31452227,True,,Am Tiefbau,residential,,False,97.441,,"LINESTRING (7.7044691 51.3761329, 7.7030808 51.3762631)",,,,,
31452226,False,,An der Isenburg,residential,,True,33.138,,"LINESTRING (7.70439 51.375839, 7.7044691 51.3761329)",,,,,
171606866,True,,Sofienstraße,residential,30,False,42.1,,"LINESTRING (7.7030808 51.3762631, 7.7032302 51.3764946, 7.7033062 51.3766146)",,,,,
31452250,True,,An der Lehmkuhle,residential,,False,27.424,,"LINESTRING (7.7026238 51.3761908, 7.7026811 51.3761337, 7.7029598 51.3760905)",,,,,
"[1172313569, 741970993]",True,,Lange Straße,residential,30,False,33.260000000000005,1,"LINESTRING (7.7026238 51.3761908, 7.7027026 51.3759895, 7.7026946 51.3759483, 7.7027069 51.3758985)",,,,,
"[1172313571, 314686046]",True,,Lange Straße,residential,,False,34.657000000000004,,"LINESTRING (7.7026238 51.3761908, 7.7025739 51.3760033, 7.7025379 51.3759604, 7.7024379 51.3759222)",,,,,
171606866,True,,Sofienstraße,residential,30,False,20.95,,"LINESTRING (7.7029598 51.3760905, 7.7030342 51.3761967, 7.7030808 51.3762631)",,,,,
72453215,False,,Stahlschmiede,residential,20,False,72.535,,"LINESTRING (7.7028167 51.3748099, 7.702899 51.3745099, 7.7029869 51.3741663)",,,,,
31457007,False,,Nohlstraße,residential,30,True,68.968,,"LINESTRING (7.7000751 51.3773746, 7.6998686 51.3767679)",,,,,
31452258,False,,Viktoriastraße,residential,30,False,51.913000000000004,,"LINESTRING (7.7000751 51.3773746, 7.6997899 51.3774046, 7.6995291 51.3774481, 7.6993557 51.3774947)",,,,,
31452258,False,,Viktoriastraße,residential,30,True,64.946,,"LINESTRING (7.7000751 51.3773746, 7.7007016 51.3773237, 7.7010055 51.377327)",,,,,
31474939,False,,Schleddenhofer Weg,residential,,True,86.22999999999999,,"LINESTRING (7.7054937 51.3757009, 7.7061938 51.3761369, 7.7063501 51.3762614)",,,,,
31474873,False,,Piepenstockstraße,residential,,True,71.403,,"LINESTRING (7.7057211 51.3782839, 7.7067442 51.3782165)",,,,,
31476302,False,,Galmeistraße,residential,,False,112.417,,"LINESTRING (7.7057211 51.3782839, 7.7054693 51.3772852)",,,,,
31474873,False,,Piepenstockstraße,residential,,False,78.631,,"LINESTRING (7.7057211 51.3782839, 7.7052072 51.3783918, 7.7046489 51.3785123)",,,,,
31418123,False,,Lange Straße,residential,30,False,132.587,,"LINESTRING (7.7026577 51.3785625, 7.702727 51.3773709)",,,,,
31418123,False,,Lange Straße,residential,30,True,33.143,,"LINESTRING (7.7026577 51.3785625, 7.7026378 51.3788603)",,,,,
197951882,False,,Piepenstockstraße,residential,30,False,116.418,,"LINESTRING (7.7026577 51.3785625, 7.7011974 51.3785303, 7.7009814 51.3785249)",,,,,
197951882,False,,Piepenstockstraße,residential,30,True,140.002,,"LINESTRING (7.7026577 51.3785625, 7.7041096 51.3786091, 7.7041427 51.3786085, 7.7042956 51.3785896, 7.7046489 51.3785123)",,,,,
197951882,False,,Piepenstockstraße,residential,30,False,49.823,,"LINESTRING (7.7009814 51.3785249, 7.7002641 51.3785071)",,,,,
31452267,True,,Nordstraße,residential,30,False,133.21699999999998,,"LINESTRING (7.7009814 51.3785249, 7.7009991 51.3780494, 7.7010044 51.3777198, 7.7010055 51.377327)",,,,,
197951882,False,,Piepenstockstraße,residential,30,True,116.418,,"LINESTRING (7.7009814 51.3785249, 7.7011974 51.3785303, 7.7026577 51.3785625)",,,,,
197951882,False,,Piepenstockstraße,residential,30,True,49.823,,"LINESTRING (7.7002641 51.3785071, 7.7009814 51.3785249)",,,,,
31475415,False,,Stennerstraße,residential,,False,189.685,,"LINESTRING (7.7002641 51.3785071, 7.6990959 51.3785451, 7.6990294 51.3785501, 7.6990017 51.3785511, 7.6989334 51.3785523, 7.6983458 51.3785625, 7.6982831 51.3785637, 7.6975348 51.3785914)",,,,,
134445496,False,,Gartenstraße,residential,30,True,129.32999999999998,,"LINESTRING (7.7002641 51.3785071, 7.7001822 51.3784005, 7.6999809 51.3781477, 7.699871 51.3780324, 7.6997262 51.3779135, 7.6996565 51.3778533, 7.6993557 51.3774947)",,,,,
31475415,False,,Stennerstraße,residential,,True,52.27,,"LINESTRING (7.6967831 51.3786203, 7.6974135 51.3785961, 7.6975348 51.3785914)",,,,,
26052547,False,,Elisabethstraße,residential,30,True,71.382,,"LINESTRING (7.7054693 51.3772852, 7.7064974 51.3772684)",,,,,
31476302,False,,Galmeistraße,residential,,False,96.305,,"LINESTRING (7.7054693 51.3772852, 7.7052789 51.3764273)",,,,,
31476302,False,,Galmeistraße,residential,,True,112.417,,"LINESTRING (7.7054693 51.3772852, 7.7057211 51.3782839)",,,,,
26052547,False,,Elisabethstraße,residential,30,False,129.413,,"LINESTRING (7.7054693 51.3772852, 7.7050689 51.3773008, 7.7036073 51.3773457)",,,,,
31452228,False,,Bergwerkstraße,residential,,False,76.604,,"LINESTRING (7.7052789 51.3764273, 7.7063501 51.3762614)",,,,,
31452228,False,,Bergwerkstraße,residential,,True,49.637,,"LINESTRING (7.7052789 51.3764273, 7.704574 51.3765026)",,,,,
31476302,False,,Galmeistraße,residential,,True,96.305,,"LINESTRING (7.7052789 51.3764273, 7.7054693 51.3772852)",,,,,
31475415,False,,Stennerstraße,residential,,False,52.27,,"LINESTRING (7.6975348 51.3785914, 7.6974135 51.3785961, 7.6967831 51.3786203)",,,,,
31475415,False,,Stennerstraße,residential,,True,189.685,,"LINESTRING (7.6975348 51.3785914, 7.6982831 51.3785637, 7.6983458 51.3785625, 7.6989334 51.3785523, 7.6990017 51.3785511, 7.6990294 51.3785501, 7.6990959 51.3785451, 7.7002641 51.3785071)",,,,,
31451548,True,,Oststraße,residential,,False,109.85600000000001,,"LINESTRING (7.706482 51.3735826, 7.7067875 51.3742775, 7.7068494 51.3744354, 7.7068502 51.3744966, 7.706822 51.3745365)",,,,,
31723044,False,,Wiemer,residential,,True,42.84,,"LINESTRING (7.6963388 51.3720502, 7.6963797 51.3720637, 7.6964378 51.372096, 7.6964872 51.3721521, 7.6966665 51.3723687)",,,,,
28133649,True,,Westertor,residential,30,False,45.517,,"LINESTRING (7.6952729 51.3746743, 7.6948678 51.3749962)",,,,,
28133023,False,,Westertor,residential,,False,54.667,,"LINESTRING (7.6952729 51.3746743, 7.6953611 51.3745826, 7.6954033 51.3745363, 7.6954542 51.374481, 7.6956258 51.3743865, 7.6958244 51.3743723)",,,,,
"[28133648, 361140895, 1066262719]",False,,Westergraben,residential,,"[False, True]",112.28,,"LINESTRING (7.6952729 51.3746743, 7.6953265 51.3746836, 7.6953506 51.3747016, 7.6953517 51.3747279, 7.6953285 51.3747932, 7.6953171 51.374877, 7.6953198 51.3749527, 7.6953475 51.3750208, 7.6953845 51.3750693, 7.6954227 51.375107, 7.6954733 51.3751499, 7.6955363 51.3751871, 7.6956621 51.3752541, 7.695906 51.3753703, 7.6959495 51.3753937, 7.696083 51.3754326)",,,,,
"[31450554, 1184507093]",False,,Kluse,residential,,True,100.12299999999999,,"LINESTRING (7.6952729 51.3746743, 7.6950194 51.3746051, 7.6947711 51.3745241, 7.6945598 51.3744152, 7.694185 51.3741899, 7.6941424 51.3741395)",,,,,
24864751,False,,Karlstraße,residential,30,True,113.083,,"LINESTRING (7.7010758 51.3712208, 7.7011391 51.3713315, 7.7015679 51.3717248, 7.7019733 51.3720646)",,,,,
"[31722841, 728107476]",False,,Hardtstraße,residential,30,True,188.192,2,"LINESTRING (7.7010758 51.3712208, 7.7012796 51.3711589, 7.7016764 51.3710654, 7.7022721 51.3709211, 7.7026656 51.3708231, 7.7035899 51.3705887)",,,,,
"[31722841, 728107476]",False,,Hardtstraße,residential,30,False,188.192,2,"LINESTRING (7.7035899 51.3705887, 7.7026656 51.3708231, 7.7022721 51.3709211, 7.7016764 51.3710654, 7.7012796 51.3711589, 7.7010758 51.3712208)",,,,,
41087022,False,,Am Hochbehälter,residential,,False,122.94000000000001,,"LINESTRING (7.7035899 51.3705887, 7.7036895 51.3706645, 7.7037992 51.3707102, 7.7038989 51.3707235, 7.7040273 51.3707329, 7.7041684 51.3707255, 7.7044673 51.3707064, 7.7046109 51.3706966, 7.7047583 51.3706826, 7.7050243 51.3706585, 7.705269 51.37064)",,,,,
32039764,False,,An der Langen Hecke,residential,30,True,74.226,,"LINESTRING (7.705269 51.37064, 7.7054643 51.3712963)",,,,,
41087022,False,,Am Hochbehälter,residential,,False,100.391,,"LINESTRING (7.705269 51.37064, 7.7067005 51.3705116)",,,,,
41087022,False,,Am Hochbehälter,residential,,True,122.94,,"LINESTRING (7.705269 51.37064, 7.7050243 51.3706585, 7.7047583 51.3706826, 7.7046109 51.3706966, 7.7044673 51.3707064, 7.7041684 51.3707255, 7.7040273 51.3707329, 7.7038989 51.3707235, 7.7037992 51.3707102, 7.7036895 51.3706645, 7.7035899 51.3705887)",,,,,
108480279,False,,An der Langen Hecke,residential,,False,83.359,,"LINESTRING (7.705269 51.37064, 7.7052107 51.3704406, 7.7052088 51.3703931, 7.705233 51.3703506, 7.7053139 51.370313, 7.7056663 51.3702825, 7.7059226 51.3702272)",,,,,
24821471,True,,Bahnhofsplatz,secondary,50,False,5.273,1,"LINESTRING (7.6933964 51.372407, 7.6934091 51.3724207, 7.6934185 51.3724354, 7.6934246 51.3724507)",,,,roundabout,
32039764,False,,An der Langen Hecke,residential,30,False,74.226,,"LINESTRING (7.7054643 51.3712963, 7.705269 51.37064)",,,,,
32039764,False,,An der Langen Hecke,residential,30,True,140.937,,"LINESTRING (7.7054643 51.3712963, 7.7056398 51.371868, 7.7058068 51.3724702, 7.7058086 51.3725444)",,,,,
306669221,False,,Sporenstraße,residential,30,False,101.857,2,"LINESTRING (7.7054643 51.3712963, 7.7060237 51.3712656, 7.7066678 51.3712282, 7.7069256 51.3712133)",,,,,
306669221,False,,Sporenstraße,residential,30,True,76.019,2,"LINESTRING (7.7054643 51.3712963, 7.7050021 51.3713107, 7.7045354 51.3713509, 7.7043814 51.3713807)",,,,,
40858496,False,,Wolfsgasse,residential,,True,38.144,,"LINESTRING (7.7069256 51.3712133, 7.706959 51.3715557)",,,,,
40858496,False,,Wolfsgasse,residential,,False,79.507,,"LINESTRING (7.7069256 51.3712133, 7.7068606 51.370868, 7.706785 51.3705037)",,,,,
306669221,False,,Sporenstraße,residential,30,True,101.857,2,"LINESTRING (7.7069256 51.3712133, 7.7066678 51.3712282, 7.7060237 51.3712656, 7.7054643 51.3712963)",,,,,
40858496,False,,Wolfsgasse,residential,,False,38.144,,"LINESTRING (7.706959 51.3715557, 7.7069256 51.3712133)",,,,,
306669221,False,,Sporenstraße,residential,30,False,76.019,2,"LINESTRING (7.7043814 51.3713807, 7.7045354 51.3713509, 7.7050021 51.3713107, 7.7054643 51.3712963)",,,,,
24821471,True,,Bahnhofsplatz,secondary,50,False,7.461,1,"LINESTRING (7.6933141 51.3723653, 7.6933382 51.3723727, 7.6933603 51.3723823, 7.6933798 51.3723938, 7.6933964 51.372407)",,,,roundabout,
