osmid,ref,name,highway,oneway,reversed,length,maxspeed,geometry,bridge,lanes,junction,tunnel
357279045,St 2142,Stadtgraben,secondary,False,True,10.885,,"LINESTRING (12.5663613 48.8795135, 12.5664889 48.8795639)",,,,
125826178,,Gabelsbergerstraße,residential,True,False,27.362,50,"LINESTRING (12.5663613 48.8795135, 12.5664353 48.8794277, 12.5665215 48.8792916)",,,,
48851602,St 2142,Alburger Weg,secondary,False,True,11.251,50,"LINESTRING (12.5657849 48.8800518, 12.5656711 48.8799837)",,,,
26466511,,Am Platzl,residential,True,False,46.516000000000005,30,"LINESTRING (12.5657849 48.8800518, 12.5658361 48.8800953, 12.5659144 48.8801517, 12.5659648 48.8801742, 12.566032 48.8801929, 12.5661423 48.8802169, 12.5662206 48.8802294, 12.5663233 48.8802458)",,,,
28429942,,Stadtgraben,secondary,True,False,133.945,50,"LINESTRING (12.5657849 48.8800518, 12.565612 48.8802056, 12.5654614 48.8803588, 12.5648949 48.8811015)",,,,
599042546,,Fürstenstraße,tertiary,False,False,18.924,,"LINESTRING (12.5716857 48.8846001, 12.5719433 48.8846165)",,,,
27143110,,Fürstenstraße,residential,True,False,68.993,,"LINESTRING (12.5716857 48.8846001, 12.5714894 48.8845735, 12.5713097 48.8845265, 12.5711472 48.884448, 12.5710238 48.8843734, 12.570906 48.8842835)",,,,
"[41112872, 322511593, 44829741, 44829742, 28450201]",,"['Gscheiderbrückl', 'Am Hagen', 'Rentamtsberg']",tertiary,False,True,225.58399999999997,,"LINESTRING (12.5716857 48.8846001, 12.5716463 48.8846784, 12.5714556 48.884886, 12.5713284 48.8850109, 12.5712358 48.8850745, 12.5711683 48.885103, 12.5710854 48.8851194, 12.5710259 48.8851246, 12.570956 48.8851174, 12.570806 48.8850752, 12.5705894 48.8849876, 12.5704764 48.8849496, 12.5703842 48.8849366, 12.5703318 48.8849399, 12.5702439 48.8849547, 12.5702218 48.8849578, 12.5701586 48.8849626, 12.5700722 48.8849421, 12.569984 48.8849125, 12.5694895 48.8847235, 12.5693068 48.8846442, 12.569236 48.8846185)",yes,,,
27648118,,Fürstenstraße,tertiary,False,True,91.979,,"LINESTRING (12.5731821 48.8845127, 12.573004 48.8845118, 12.5723475 48.8846116, 12.5721755 48.8846259, 12.5719433 48.8846165)",,,,
"[28240712, 366271037]",,Schloßplatz,tertiary,False,False,97.32300000000001,,"LINESTRING (12.5731821 48.8845127, 12.5734332 48.884562, 12.5735774 48.8846128, 12.5736831 48.8847131, 12.573861 48.884945, 12.5739547 48.8849995, 12.5741395 48.8850493)",,,,
179346018,St 2141,Stadtgraben,secondary,False,False,37.102000000000004,50,"LINESTRING (12.5741395 48.8850493, 12.5740253 48.8853192, 12.5740027 48.8853706)",,,,
"[213924109, 1095476511]",St 2141,Stadtgraben,secondary,False,True,190.138,50,"LINESTRING (12.5741395 48.8850493, 12.574174 48.8849247, 12.5741824 48.8847754, 12.5741722 48.8846072, 12.5741494 48.8843853, 12.5741397 48.8843196, 12.5740454 48.8836793, 12.5739964 48.883347)",,2,,
"[28240712, 366271037]",,Schloßplatz,tertiary,False,True,97.32300000000001,,"LINESTRING (12.5741395 48.8850493, 12.5739547 48.8849995, 12.573861 48.884945, 12.5736831 48.8847131, 12.5735774 48.8846128, 12.5734332 48.884562, 12.5731821 48.8845127)",,,,
352381642,St 2141,Bahnhofplatz,secondary,False,True,13.737,50,"LINESTRING (12.5734302 48.8775256, 12.5733317 48.8775309, 12.5732433 48.8775378)",,2,,
"[29031288, 29031287, 680390126, 9714966]",St 2141,Bahnhofplatz,secondary,False,False,117.50500000000001,50,"LINESTRING (12.5734302 48.8775256, 12.5735112 48.8775726, 12.5735313 48.8776122, 12.5735392 48.877678, 12.5735717 48.877919, 12.5735759 48.8779785, 12.5735785 48.8780001, 12.5735931 48.8780846, 12.5736057 48.878163, 12.5736231 48.8782184, 12.5736491 48.8782751, 12.5737005 48.8783598, 12.5737323 48.8784085, 12.5737731 48.8784709, 12.5738079 48.8785296)",yes,2,,
26508475,,Mühlsteingasse,tertiary,False,True,171.82700000000003,50,"LINESTRING (12.5736533 48.8807792, 12.573911 48.8808151, 12.5741839 48.8808461, 12.5747943 48.8809051, 12.5750304 48.8809306, 12.5755503 48.8809787, 12.5759761 48.8810084)",,2,,
148482453,St 2142,Stadtgraben,secondary,False,False,28.462,50,"LINESTRING (12.5736533 48.8807792, 12.573597 48.8807329, 12.5734943 48.8806851, 12.5733403 48.8806329)",,3,,
"[170947139, 28425773]",St 2141,Kolbstraße,secondary,False,True,129.192,50,"LINESTRING (12.5736533 48.8807792, 12.573801 48.8801403, 12.5738442 48.8799587, 12.5738673 48.8798412, 12.5738993 48.8796789, 12.5739096 48.8796297)",,2,,
"[670042322, 9714994, 816227271]",St 2141;St 2142,Stadtgraben,secondary,False,False,147.50900000000001,50,"LINESTRING (12.5736533 48.8807792, 12.5736396 48.8808792, 12.5736394 48.8809257, 12.5736602 48.8811135, 12.5737214 48.8814516, 12.5737637 48.8816857, 12.5737781 48.8817882, 12.5738356 48.8820981)",,3,,
179346018,St 2141,Stadtgraben,secondary,False,True,37.102000000000004,50,"LINESTRING (12.5740027 48.8853706, 12.5740253 48.8853192, 12.5741395 48.8850493)",,,,
365653290,,Uferstraße,tertiary,False,True,108.57899999999998,50,"LINESTRING (12.5740027 48.8853706, 12.5741429 48.8853601, 12.5745835 48.8853273, 12.5747171 48.8853174, 12.5750066 48.8852958, 12.5751441 48.8852934, 12.575272 48.8853135, 12.5753677 48.8853425, 12.575443 48.885386)",,3,,
25668624,,Bahnhofstraße,residential,False,False,68.974,,"LINESTRING (12.5702664 48.880039, 12.5705129 48.879691, 12.5706471 48.8794717)",,,,
"[584422441, 816227274]",St 2142,Stadtgraben,secondary,False,False,190.143,50,"LINESTRING (12.5702664 48.880039, 12.5696049 48.8799478, 12.5689522 48.8798659, 12.568497 48.879802, 12.5677167 48.8797041)",,"['2', '3']",,
"[816227272, 816227273]",St 2142,Stadtgraben,secondary,False,True,94.103,50,"LINESTRING (12.5702664 48.880039, 12.5709941 48.8801804, 12.5713474 48.8802415, 12.5715055 48.8802669)",,"['2', '3']",,
28425768,,,residential,True,False,5.306,50,"LINESTRING (12.5714531 48.8781928, 12.5714595 48.8781967, 12.5714686 48.8782064, 12.5714715 48.8782129, 12.5714715 48.8782243, 12.5714648 48.8782359)",,,roundabout,
"[32556544, 25832166, 350181550, 32556543]",,"['Bahnhofstraße', 'Bahnhofplatz']",residential,False,False,68.037,50,"LINESTRING (12.5714531 48.8781928, 12.5714883 48.8781634, 12.5716105 48.8780698, 12.5716416 48.878046, 12.5718459 48.8779166, 12.5720735 48.8777735, 12.5721029 48.877756)",yes,2,,
