osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,access,width,junction
24373493,False,,,Gartenstraße,residential,,True,54.957,"LINESTRING (7.6089145 50.3970845, 7.6095824 50.3973355)",,,2.5,
24373478,False,,,Hochstraße,residential,,False,24.823999999999998,"LINESTRING (7.6089145 50.3970845, 7.6089683 50.3970303, 7.6090981 50.3968944)",,,,
"[29218338, 552369005]",False,,,Gartenstraße,residential,,False,109.607,"LINESTRING (7.6089145 50.3970845, 7.6088311 50.3970721, 7.6087208 50.397036, 7.6084296 50.3969249, 7.6079568 50.3967297, 7.6079425 50.3967238, 7.607811 50.3966823, 7.6077655 50.3966777, 7.6077214 50.3966781, 7.6076681 50.396694, 7.607628 50.3967167, 7.6075899 50.3967523)",,,,
24373468,False,,,Rheinstraße,residential,,False,36.565,"LINESTRING (7.6110664 50.3959254, 7.6113509 50.3956511)",,,,
"[24373468, 1253505453, 1253505454]",False,,,Rheinstraße,residential,,True,189.01100000000002,"LINESTRING (7.6110664 50.3959254, 7.610975 50.3960138, 7.6109067 50.3960584, 7.6104135 50.3965127, 7.6102053 50.3967045, 7.6099857 50.3969067, 7.6098366 50.3970653, 7.609772 50.397134, 7.6095824 50.3973355)",,,,
24373468,False,,,Rheinstraße,residential,,True,36.565,"LINESTRING (7.6113509 50.3956511, 7.6110664 50.3959254)",,,,
24373483,False,,,Rheinufer,unclassified,,True,36.638,"LINESTRING (7.6145895 50.3960065, 7.614955 50.3961499, 7.6150287 50.3961802)",,,,
29063095,False,,,,unclassified,50,False,112.672,"LINESTRING (7.6130341 50.3975293, 7.6129695 50.3975334, 7.6129121 50.3975436, 7.6128453 50.3975715, 7.6123028 50.3978957, 7.6121765 50.3979715, 7.6121179 50.3979954, 7.6120669 50.3980118, 7.6120036 50.3980266, 7.6119546 50.398055, 7.6119142 50.3980932, 7.6118635 50.3981733)",,,,
207767794,True,,,,unclassified,50,False,23.876,"LINESTRING (7.6130341 50.3975293, 7.613054 50.39753, 7.6130768 50.3975342, 7.6131076 50.3975448, 7.613255 50.3976234, 7.613307 50.3976493)",,,,
835580398,True,2,B 42,Rheinstraße,primary,50,False,19.183,"LINESTRING (7.6135237 50.3976087, 7.6133558 50.397744)",,,,
1247329031,True,1,L 308,Westerwaldstraße,secondary,50,False,37.73800000000001,"LINESTRING (7.6135237 50.3976087, 7.6135865 50.3976012, 7.613637 50.3975982, 7.6137111 50.3975975, 7.6137737 50.3976003, 7.6138389 50.397609, 7.6140363 50.3976622)",,,,
1247329032,True,1,L 308,Westerwaldstraße,secondary,50,False,13.92,"LINESTRING (7.6135237 50.3976087, 7.613501 50.3975626, 7.6134945 50.3975294, 7.6134961 50.397486)",,,,
24910516,False,2,L 308,Westerwaldstraße,secondary,50,True,11.909,"LINESTRING (7.6191963 50.4005509, 7.6190682 50.4004816)",,,,
"[28469043, 306486471]",False,,,Löhrstraße,residential,30,False,82.336,"LINESTRING (7.6191963 50.4005509, 7.6191213 50.4005846, 7.6188794 50.4008736, 7.6187948 50.4009514, 7.6187087 50.4010032, 7.6186333 50.4010286, 7.6185389 50.4010453, 7.6184332 50.401049)",,,,
306486486,False,2,L 308,Westerwaldstraße,secondary,50,False,47.141999999999996,"LINESTRING (7.6191963 50.4005509, 7.6194038 50.4007002, 7.6195009 50.4007715, 7.6196241 50.4008752)",,,,
306486486,False,2,L 308,Westerwaldstraße,secondary,50,True,47.141999999999996,"LINESTRING (7.6196241 50.4008752, 7.6195009 50.4007715, 7.6194038 50.4007002, 7.6191963 50.4005509)",,,,
30093457,False,2,K 80,Heerstraße,tertiary,50,True,107.63799999999999,"LINESTRING (7.6104602 50.4007913, 7.6105323 50.4007738, 7.6110928 50.4006103, 7.6114726 50.4005093, 7.6116219 50.4004669, 7.6117044 50.4004342, 7.6117532 50.4004211, 7.6118011 50.400421, 7.611851 50.4004306)",,,,
835584131,True,1,K 80,Heerstraße,tertiary,50,False,27.917,"LINESTRING (7.6104602 50.4007913, 7.6104047 50.4008162, 7.6103533 50.4008292, 7.6103073 50.4008382, 7.6102343 50.4008467, 7.6101501 50.4008525, 7.6100869 50.4008576)",,,,
"[27193569, 27193571, 27193572]",False,,,Braugasse,residential,,False,210.125,"LINESTRING (7.6105262 50.4018826, 7.6109183 50.4017904, 7.6110617 50.4017348, 7.6111491 50.40171, 7.6115839 50.4014978, 7.6117049 50.4013249, 7.6117559 50.4012509, 7.6119389 50.4010131, 7.6120166 50.4008887, 7.6120612 50.40076, 7.6120462 50.4006519, 7.6119836 50.4005514, 7.6119342 50.400513, 7.6118882 50.4004869)",,,,
27193965,False,,,Untere Meerbach,residential,30,True,214.125,"LINESTRING (7.6099893 50.4018936, 7.6100375 50.4019662, 7.6100181 50.401996, 7.6099617 50.4020306, 7.6096206 50.4021897, 7.6094483 50.4022925, 7.6093847 50.4023446, 7.6093229 50.4024222, 7.609189 50.40263, 7.608965 50.4030597, 7.6089373 50.4031318, 7.6089375 50.4032068, 7.608983 50.4032759, 7.6091547 50.4034121, 7.6092334 50.4035161)",,,,
28242041,False,2,K 80,Weitersburger Weg,tertiary,50,False,210.52499999999998,"LINESTRING (7.6099893 50.4018936, 7.6101697 50.4018023, 7.6104651 50.4016018, 7.6106237 50.4014909, 7.6107831 50.4013621, 7.6112465 50.4009097, 7.6114087 50.4007885, 7.611507 50.4007259, 7.611601 50.4006786, 7.6117349 50.400623, 7.6118637 50.4005775, 7.6119017 50.4005278, 7.6118882 50.4004869)",,,,
28242041,False,2,K 80,Weitersburger Weg,tertiary,50,True,244.97999999999996,"LINESTRING (7.6099893 50.4018936, 7.6097283 50.4020237, 7.6093918 50.4021236, 7.6090614 50.4022516, 7.6089539 50.4022995, 7.6088468 50.4023623, 7.6087652 50.4024263, 7.6086873 50.4024898, 7.6085245 50.4026696, 7.6079641 50.4034276, 7.6079183 50.4034869, 7.6078716 50.4035365)",,,,
27193965,False,,,Untere Meerbach,residential,30,False,214.12499999999997,"LINESTRING (7.6092334 50.4035161, 7.6091547 50.4034121, 7.608983 50.4032759, 7.6089375 50.4032068, 7.6089373 50.4031318, 7.608965 50.4030597, 7.609189 50.40263, 7.6093229 50.4024222, 7.6093847 50.4023446, 7.6094483 50.4022925, 7.6096206 50.4021897, 7.6099617 50.4020306, 7.6100181 50.401996, 7.6100375 50.4019662, 7.6099893 50.4018936)",,,,
"[188062241, 27193971, 1000478577]",False,,,Obere Meerbach,residential,30,False,237.50999999999996,"LINESTRING (7.6092334 50.4035161, 7.609341 50.4034495, 7.6093887 50.4034157, 7.6094987 50.4032473, 7.6096219 50.4030794, 7.6098004 50.4030191, 7.6097302 50.40314, 7.6096647 50.4032634, 7.6096879 50.4034825, 7.6097258 50.4038413, 7.6095864 50.4041973, 7.6094309 50.4044731)",,,,
"[27193569, 27193571, 27193572]",False,,,Braugasse,residential,,True,210.12500000000003,"LINESTRING (7.6118882 50.4004869, 7.6119342 50.400513, 7.6119836 50.4005514, 7.6120462 50.4006519, 7.6120612 50.40076, 7.6120166 50.4008887, 7.6119389 50.4010131, 7.6117559 50.4012509, 7.6117049 50.4013249, 7.6115839 50.4014978, 7.6111491 50.40171, 7.6110617 50.4017348, 7.6109183 50.4017904, 7.6105262 50.4018826)",,,,
28242041,False,2,K 80,Weitersburger Weg,tertiary,50,False,7.005000000000001,"LINESTRING (7.6118882 50.4004869, 7.6118785 50.4004525, 7.611851 50.4004306)",,,,
28242041,False,2,K 80,Weitersburger Weg,tertiary,50,True,210.525,"LINESTRING (7.6118882 50.4004869, 7.6119017 50.4005278, 7.6118637 50.4005775, 7.6117349 50.400623, 7.611601 50.4006786, 7.611507 50.4007259, 7.6114087 50.4007885, 7.6112465 50.4009097, 7.6107831 50.4013621, 7.6106237 50.4014909, 7.6104651 50.4016018, 7.6101697 50.4018023, 7.6099893 50.4018936)",,,,
28686097,True,,,Löhrstraße,residential,30,False,44.926,"LINESTRING (7.6179341 50.4008838, 7.6174106 50.400656)",,,,
28469044,True,,,Grönerstraße,residential,30,False,116.612,"LINESTRING (7.6179341 50.4008838, 7.6178161 50.4009733, 7.617236 50.4018286)",,,,
28469045,False,2,,Höhrer Straße,residential,30,False,49.29,"LINESTRING (7.617236 50.4018286, 7.617859 50.4020256)",,,,
28469045,False,2,,Höhrer Straße,residential,30,True,63.17,"LINESTRING (7.617236 50.4018286, 7.6164376 50.4015761)",,,,
28469045,False,2,,Höhrer Straße,residential,30,True,49.29,"LINESTRING (7.617859 50.4020256, 7.617236 50.4018286)",,,,
28469045,False,2,,Höhrer Straße,residential,30,False,58.367000000000004,"LINESTRING (7.617859 50.4020256, 7.6180514 50.4020774, 7.6186396 50.4021911)",,,,
28685613,True,,,Wildburgstraße,residential,30,False,116.609,"LINESTRING (7.617859 50.4020256, 7.618416 50.4011816, 7.6184332 50.401049)",,,,
28686097,True,,,Löhrstraße,residential,30,False,40.214,"LINESTRING (7.6184332 50.401049, 7.6183221 50.4010326, 7.6182289 50.4010036, 7.6179341 50.4008838)",,,,
"[28469043, 306486471]",False,,,Löhrstraße,residential,30,True,82.336,"LINESTRING (7.6184332 50.401049, 7.6185389 50.4010453, 7.6186333 50.4010286, 7.6187087 50.4010032, 7.6187948 50.4009514, 7.6188794 50.4008736, 7.6191213 50.4005846, 7.6191963 50.4005509)",,,,
24910516,False,2,L 308,Westerwaldstraße,secondary,50,False,11.909,"LINESTRING (7.6190682 50.4004816, 7.6191963 50.4005509)",,,,
"[835580395, 24910516]",False,2,L 308,Westerwaldstraße,secondary,50,True,119.71699999999998,"LINESTRING (7.6190682 50.4004816, 7.6186558 50.4002774, 7.6182223 50.4000895, 7.6177168 50.3998366)",,,,
813291486,False,2,,Jahnstraße,tertiary,50,False,205.47100000000003,"LINESTRING (7.6190682 50.4004816, 7.6191783 50.4003939, 7.6192341 50.4002983, 7.6192452 50.4001666, 7.6191906 50.4001118, 7.6191302 50.4000761, 7.6190465 50.4000468, 7.6189478 50.4000123, 7.6188159 50.3999655, 7.61874 50.3999104, 7.618697 50.3998665, 7.6186863 50.3998303, 7.6187088 50.3998015, 7.618754 50.3997797, 7.6188261 50.399767, 7.6188904 50.3997649, 7.6189562 50.3997901, 7.6192696 50.3999938, 7.6196799 50.4001787, 7.6198202 50.4002496, 7.6199265 50.4002485)",,,,
456639995,False,,,Uhlenhorst,residential,,True,108.267,"LINESTRING (7.6186187 50.3984267, 7.6191039 50.3984696, 7.6194331 50.3985015, 7.6201375 50.3984902)",,,,
813291486,False,2,,Jahnstraße,tertiary,50,False,204.12199999999999,"LINESTRING (7.6186187 50.3984267, 7.6186589 50.3983666, 7.6186865 50.3983254, 7.6187644 50.3982297, 7.6188512 50.3981487, 7.6189525 50.398093, 7.61901 50.3980718, 7.6190986 50.3980496, 7.6193216 50.3980119, 7.6201192 50.3979113, 7.6202122 50.3979053, 7.6202682 50.397914, 7.6203253 50.3979392, 7.6203753 50.3979667, 7.620415 50.3980078, 7.6204592 50.3980745, 7.6204785 50.3981182, 7.620487 50.398162, 7.6205021 50.3982391, 7.6205294 50.3983167, 7.6205664 50.3983595, 7.6206355 50.39841)",,,,
813291486,False,2,,Jahnstraße,tertiary,50,True,241.85699999999997,"LINESTRING (7.6186187 50.3984267, 7.6185725 50.3985444, 7.6185358 50.3986584, 7.6185392 50.3987824, 7.6185822 50.3988802, 7.6186472 50.3989814, 7.618926 50.399315, 7.619234 50.3997119, 7.6193505 50.3998262, 7.6194445 50.3999008, 7.619551 50.3999571, 7.6197323 50.4000146, 7.6198924 50.4000623, 7.6199698 50.40011, 7.6199893 50.4001851, 7.6199265 50.4002485)",,,,
79722544,False,,,Jahnstraße,residential,,False,25.913,"LINESTRING (7.6206355 50.39841, 7.6205452 50.3984479, 7.6202889 50.3984636)",,,,
813291486,False,2,,Jahnstraße,tertiary,50,True,204.12199999999999,"LINESTRING (7.6206355 50.39841, 7.6205664 50.3983595, 7.6205294 50.3983167, 7.6205021 50.3982391, 7.620487 50.398162, 7.6204785 50.3981182, 7.6204592 50.3980745, 7.620415 50.3980078, 7.6203753 50.3979667, 7.6203253 50.3979392, 7.6202682 50.397914, 7.6202122 50.3979053, 7.6201192 50.3979113, 7.6193216 50.3980119, 7.6190986 50.3980496, 7.61901 50.3980718, 7.6189525 50.398093, 7.6188512 50.3981487, 7.6187644 50.3982297, 7.6186865 50.3983254, 7.6186589 50.3983666, 7.6186187 50.3984267)",,,,
813291488,False,2,,Goethestraße,tertiary,30,True,23.815,"LINESTRING (7.6204043 50.3958376, 7.6205706 50.3960237)",,,,
79724087,False,,,Eichendorffstraße,residential,,True,225.66,"LINESTRING (7.6204043 50.3958376, 7.620806 50.3957023, 7.6209867 50.3956912, 7.6211444 50.3957188, 7.6215505 50.3959409, 7.6220389 50.396208, 7.6220538 50.396271, 7.6216256 50.3963412, 7.6212106 50.3963963, 7.6209783 50.3964336)",,,,
78148299,False,2,,Goethestraße,tertiary,30,False,53.976,"LINESTRING (7.6209783 50.3964336, 7.6208497 50.3963111, 7.6205706 50.3960237)",,,,
78148299,False,2,,Goethestraße,tertiary,30,True,77.097,"LINESTRING (7.6209783 50.3964336, 7.6210151 50.3965326, 7.621014 50.3966515, 7.6208981 50.396793, 7.6207758 50.3969082, 7.6205993 50.3970409)",,,,
79724087,False,,,Eichendorffstraße,residential,,False,225.66000000000003,"LINESTRING (7.6209783 50.3964336, 7.6212106 50.3963963, 7.6216256 50.3963412, 7.6220538 50.396271, 7.6220389 50.396208, 7.6215505 50.3959409, 7.6211444 50.3957188, 7.6209867 50.3956912, 7.620806 50.3957023, 7.6204043 50.3958376)",,,,
78148299,False,2,,Goethestraße,tertiary,30,False,77.09700000000001,"LINESTRING (7.6205993 50.3970409, 7.6207758 50.3969082, 7.6208981 50.396793, 7.621014 50.3966515, 7.6210151 50.3965326, 7.6209783 50.3964336)",,,,
78148299,False,2,,Goethestraße,tertiary,30,True,51.226,"LINESTRING (7.6205993 50.3970409, 7.6203144 50.3971682, 7.6199783 50.3972739)",,,,
78148299,False,2,,Goethestraße,tertiary,30,False,51.226,"LINESTRING (7.6199783 50.3972739, 7.6203144 50.3971682, 7.6205993 50.3970409)",,,,
78148299,False,2,,Goethestraße,tertiary,30,True,125.59500000000001,"LINESTRING (7.6199783 50.3972739, 7.6199235 50.3972849, 7.6196718 50.3973354, 7.6192602 50.3973955, 7.6190188 50.3974399, 7.6187105 50.3974714, 7.6182467 50.397491)",,,,
1030348553,False,,,Humboldthöhe,residential,,True,25.874,"LINESTRING (7.6182467 50.397491, 7.6183269 50.397264)",,,,
78148299,False,2,,Goethestraße,tertiary,30,False,125.595,"LINESTRING (7.6182467 50.397491, 7.6187105 50.3974714, 7.6190188 50.3974399, 7.6192602 50.3973955, 7.6196718 50.3973354, 7.6199235 50.3972849, 7.6199783 50.3972739)",,,,
1108642693,False,2,,Goethestraße,tertiary,30,True,92.508,"LINESTRING (7.6182467 50.397491, 7.6181526 50.3974952, 7.6178549 50.3975172, 7.6175457 50.3975544, 7.6169728 50.3976601)",,,,
"[40349248, 813291492]",True,1,,Wilgeshohl,residential,,False,70.82900000000001,"LINESTRING (7.6158454 50.3979593, 7.615468 50.3977943, 7.615312 50.3977349, 7.6150574 50.3976775, 7.6149747 50.3976551)",,,,
1108642694,False,2,,Goethestraße,tertiary,30,False,86.56899999999999,"LINESTRING (7.6158454 50.3979593, 7.6162128 50.3978568, 7.616816 50.3977009, 7.6169728 50.3976601)",,,,
1108642694,False,2,,Goethestraße,tertiary,30,True,39.730000000000004,"LINESTRING (7.6158454 50.3979593, 7.6155979 50.3980264, 7.6154922 50.3980934, 7.6154262 50.3981739)",,,,
720666300,False,,,Mühlenstraße,residential,50,False,16.462,"LINESTRING (7.6154262 50.3981739, 7.6153564 50.3983151)",,,,
1066211663,False,2,L 308,Westerwaldstraße,secondary,50,True,47.796,"LINESTRING (7.6154262 50.3981739, 7.6148314 50.3979714)",,,,
835580395,False,2,L 308,Westerwaldstraße,secondary,50,False,210.55100000000002,"LINESTRING (7.6154262 50.3981739, 7.6157948 50.3983053, 7.6161397 50.3984331, 7.6162023 50.3984563, 7.6163752 50.398531, 7.6165705 50.3986287, 7.6167491 50.3987689, 7.616917 50.3989365, 7.6170135 50.3990791, 7.6170609 50.3991552, 7.6171473 50.3992937, 7.6172742 50.3994765, 7.6173208 50.3995364)",,,,
1108642694,False,2,,Goethestraße,tertiary,30,False,39.730000000000004,"LINESTRING (7.6154262 50.3981739, 7.6154922 50.3980934, 7.6155979 50.3980264, 7.6158454 50.3979593)",,,,
813291486,False,2,,Jahnstraße,tertiary,50,False,241.85700000000003,"LINESTRING (7.6199265 50.4002485, 7.6199893 50.4001851, 7.6199698 50.40011, 7.6198924 50.4000623, 7.6197323 50.4000146, 7.619551 50.3999571, 7.6194445 50.3999008, 7.6193505 50.3998262, 7.619234 50.3997119, 7.618926 50.399315, 7.6186472 50.3989814, 7.6185822 50.3988802, 7.6185392 50.3987824, 7.6185358 50.3986584, 7.6185725 50.3985444, 7.6186187 50.3984267)",,,,
813291486,False,2,,Jahnstraße,tertiary,50,True,205.471,"LINESTRING (7.6199265 50.4002485, 7.6198202 50.4002496, 7.6196799 50.4001787, 7.6192696 50.3999938, 7.6189562 50.3997901, 7.6188904 50.3997649, 7.6188261 50.399767, 7.618754 50.3997797, 7.6187088 50.3998015, 7.6186863 50.3998303, 7.618697 50.3998665, 7.61874 50.3999104, 7.6188159 50.3999655, 7.6189478 50.4000123, 7.6190465 50.4000468, 7.6191302 50.4000761, 7.6191906 50.4001118, 7.6192452 50.4001666, 7.6192341 50.4002983, 7.6191783 50.4003939, 7.6190682 50.4004816)",,,,
1263003788,True,1,B 42,Rheinstraße,primary,50,False,7.7330000000000005,"LINESTRING (7.6101082 50.4006857, 7.6101337 50.4007142, 7.6101452 50.4007502)",,,,roundabout
33874655,False,2,,Hellenstraße,residential,50,False,17.058,"LINESTRING (7.6123954 50.398483, 7.6124896 50.3985073, 7.612552 50.3985255, 7.6126144 50.3985463)",,,,
"[1247107626, 835580399]",True,2,B 42,Rheinstraße,primary,50,False,120.801,"LINESTRING (7.6123954 50.398483, 7.6122745 50.3985764, 7.6114991 50.3991691, 7.6114351 50.3992183, 7.6113059 50.3993184)",,,,
24373493,False,,,Gartenstraße,residential,,False,54.957,"LINESTRING (7.6095824 50.3973355, 7.6089145 50.3970845)",,,2.5,
"[92917002, 1066211661]",False,,,"['In der Burg', 'Rheinstraße']",residential,,True,210.19799999999998,"LINESTRING (7.6095824 50.3973355, 7.6095556 50.3973585, 7.6092685 50.3976065, 7.6091604 50.3977019, 7.6089327 50.397597, 7.6087913 50.3975486, 7.6086391 50.39753, 7.6085372 50.3975351, 7.6084507 50.3975522, 7.6083433 50.3975883, 7.608204 50.3976717, 7.6076441 50.3980017, 7.6076008 50.3980282, 7.6075121 50.3980524, 7.6073984 50.3980538, 7.6072879 50.3980276)",,,,
"[24373468, 1253505453, 1253505454]",False,,,Rheinstraße,residential,,False,189.01100000000002,"LINESTRING (7.6095824 50.3973355, 7.609772 50.397134, 7.6098366 50.3970653, 7.6099857 50.3969067, 7.6102053 50.3967045, 7.6104135 50.3965127, 7.6109067 50.3960584, 7.610975 50.3960138, 7.6110664 50.3959254)",,,,
"[92917002, 1066211661]",False,,,"['In der Burg', 'Rheinstraße']",residential,,False,210.198,"LINESTRING (7.6072879 50.3980276, 7.6073984 50.3980538, 7.6075121 50.3980524, 7.6076008 50.3980282, 7.6076441 50.3980017, 7.608204 50.3976717, 7.6083433 50.3975883, 7.6084507 50.3975522, 7.6085372 50.3975351, 7.6086391 50.39753, 7.6087913 50.3975486, 7.6089327 50.397597, 7.6091604 50.3977019, 7.6092685 50.3976065, 7.6095556 50.3973585, 7.6095824 50.3973355)",,,,
24373498,False,,,Brückenstraße,residential,,False,9.93,"LINESTRING (7.6073459 50.3965014, 7.6073467 50.3965464, 7.6073421 50.3965906)",,,,
24373498,False,,,Brückenstraße,residential,,True,93.74600000000001,"LINESTRING (7.6073459 50.3965014, 7.6073947 50.3964403, 7.6077119 50.3961569, 7.6080754 50.395799)",,,,
28242041,False,2,K 80,Weitersburger Weg,tertiary,50,False,244.97999999999996,"LINESTRING (7.6078716 50.4035365, 7.6079183 50.4034869, 7.6079641 50.4034276, 7.6085245 50.4026696, 7.6086873 50.4024898, 7.6087652 50.4024263, 7.6088468 50.4023623, 7.6089539 50.4022995, 7.6090614 50.4022516, 7.6093918 50.4021236, 7.6097283 50.4020237, 7.6099893 50.4018936)",,,,
28242041,False,2,K 80,Weitersburger Weg,tertiary,50,True,50.944,"LINESTRING (7.6078716 50.4035365, 7.6077929 50.4036089, 7.6077205 50.4036581, 7.6076167 50.4037022, 7.6075091 50.403741, 7.6072979 50.403793)",,,,
"[1000478577, 27193971, 188062241]",False,,,Obere Meerbach,residential,30,True,237.51000000000005,"LINESTRING (7.6094309 50.4044731, 7.6095864 50.4041973, 7.6097258 50.4038413, 7.6096879 50.4034825, 7.6096647 50.4032634, 7.6097302 50.40314, 7.6098004 50.4030191, 7.6096219 50.4030794, 7.6094987 50.4032473, 7.6093887 50.4034157, 7.609341 50.4034495, 7.6092334 50.4035161)",,,,
28242041,False,2,K 80,Weitersburger Weg,tertiary,50,True,7.005000000000001,"LINESTRING (7.611851 50.4004306, 7.6118785 50.4004525, 7.6118882 50.4004869)",,,,
"[30093456, 455565054]",False,,,Heerstraße,residential,30,True,67.98,"LINESTRING (7.611851 50.4004306, 7.6119513 50.4004008, 7.6120416 50.4003416, 7.6122879 50.4001188, 7.6124127 50.3999948, 7.6124452 50.3999625)",,,,
30093457,False,2,K 80,Heerstraße,tertiary,50,False,107.638,"LINESTRING (7.611851 50.4004306, 7.6118011 50.400421, 7.6117532 50.4004211, 7.6117044 50.4004342, 7.6116219 50.4004669, 7.6114726 50.4005093, 7.6110928 50.4006103, 7.6105323 50.4007738, 7.6104602 50.4007913)",,,,
31257314,False,,,Rathausplatz,residential,,False,33.515,"LINESTRING (7.6155804 50.4015332, 7.6155984 50.4014845, 7.615617 50.4014673, 7.6156675 50.4014328, 7.6157119 50.401401, 7.6157996 50.4013573, 7.6159058 50.4013404)",,,,
372181012,False,2,,Rathausplatz,residential,,False,46.891,"LINESTRING (7.6155804 50.4015332, 7.615905 50.4014889, 7.6162309 50.4015204)",,,,
455565053,False,2,,Kirchstraße,residential,,True,64.077,"LINESTRING (7.6155804 50.4015332, 7.6151643 50.4017332, 7.6148341 50.4018568)",,,,
372180632,False,,,Rathausplatz,residential,,True,31.866999999999997,"LINESTRING (7.6162309 50.4015204, 7.6162073 50.4014853, 7.6161776 50.4014575, 7.6160957 50.4013981, 7.6159956 50.4013563, 7.6159058 50.4013404)",,,,
"[1000478697, 372181012]",False,2,,Rathausplatz,residential,30,False,15.927,"LINESTRING (7.6162309 50.4015204, 7.6162749 50.4015309, 7.6163456 50.4015473, 7.6164376 50.4015761)",,,,
372181012,False,2,,Rathausplatz,residential,,True,46.891,"LINESTRING (7.6162309 50.4015204, 7.615905 50.4014889, 7.6155804 50.4015332)",,,,
31257322,False,,,D'Esterstraße,residential,,False,60.674,"LINESTRING (7.6144281 50.4008682, 7.6139789 50.4013327)",,,5,
31257313,True,,,Burgstraße,residential,,False,110.19300000000001,"LINESTRING (7.6144281 50.4008682, 7.6150133 50.4011931, 7.6155804 50.4015332)",,,4,
31257327,False,,,Burgstraße,residential,,True,48.126,"LINESTRING (7.6144281 50.4008682, 7.6143643 50.4008191, 7.6139105 50.4005899)",,,,
31257314,False,,,Rathausplatz,residential,,False,18.407,"LINESTRING (7.6159058 50.4013404, 7.6159511 50.4011774)",,,,
31257314,False,,,Rathausplatz,residential,,True,33.515,"LINESTRING (7.6159058 50.4013404, 7.6157996 50.4013573, 7.6157119 50.401401, 7.6156675 50.4014328, 7.615617 50.4014673, 7.6155984 50.4014845, 7.6155804 50.4015332)",,,,
372180632,False,,,Rathausplatz,residential,,False,31.867000000000004,"LINESTRING (7.6159058 50.4013404, 7.6159956 50.4013563, 7.6160957 50.4013981, 7.6161776 50.4014575, 7.6162073 50.4014853, 7.6162309 50.4015204)",,,,
31257314,False,,,Rathausplatz,residential,,True,18.407,"LINESTRING (7.6159511 50.4011774, 7.6159058 50.4013404)",,,,
28686097,True,,,Löhrstraße,residential,30,False,57.373999999999995,"LINESTRING (7.6157915 50.3994047, 7.6155873 50.3992321, 7.6153714 50.3990489, 7.6152967 50.3989967)",,,,
