osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,tunnel,width
2405528,Alfred-Schaffer-Straße,residential,30,False,False,85.273,"LINESTRING (10.8391313 48.3946784, 10.8391438 48.3943928, 10.8391455 48.3943527, 10.8391951 48.3939129)",,,,
18852612,Dieboldstraße,tertiary,50,False,False,89.7,"LINESTRING (10.8391313 48.3946784, 10.8393451 48.3946803, 10.8395275 48.394682, 10.8395703 48.3946827, 10.839619 48.3946836, 10.8400473 48.3946908, 10.840267 48.3946946, 10.8403459 48.3946959)",,,,
18852612,Dieboldstraße,tertiary,50,False,True,79.039,"LINESTRING (10.8391313 48.3946784, 10.8386999 48.3946784, 10.8380608 48.3946783)",,,,
2371973,Dr.-Gerlich-Straße,residential,30,False,True,92.387,"LINESTRING (10.8391951 48.3939129, 10.8379463 48.3938607)",,,,
167040080,Dr.-Gerlich-Straße,residential,30,False,False,91.062,"LINESTRING (10.8391951 48.3939129, 10.8404263 48.393961)",,,,
2405528,Alfred-Schaffer-Straße,residential,30,False,False,81.932,"LINESTRING (10.8391951 48.3939129, 10.8392258 48.3935861, 10.8392476 48.3933537, 10.8392517 48.3933108, 10.8392642 48.3931775)",,,,
2405528,Alfred-Schaffer-Straße,residential,30,False,True,85.273,"LINESTRING (10.8391951 48.3939129, 10.8391455 48.3943527, 10.8391438 48.3943928, 10.8391313 48.3946784)",,,,
2371989,Am Mittelfeld,residential,30,False,False,81.936,"LINESTRING (10.8403459 48.3946959, 10.8403694 48.3944597, 10.8403945 48.3942148, 10.8404263 48.393961)",,,,
18852612,Dieboldstraße,tertiary,50,False,True,89.7,"LINESTRING (10.8403459 48.3946959, 10.840267 48.3946946, 10.8400473 48.3946908, 10.839619 48.3946836, 10.8395703 48.3946827, 10.8395275 48.394682, 10.8393451 48.3946803, 10.8391313 48.3946784)",,,,
2404260,Brunnenstraße,residential,30,False,False,90.596,"LINESTRING (10.8392642 48.3931775, 10.8404912 48.3931796)",,,,
"[2405528, 2405527]","['Kerschensteinerstraße', 'Alfred-Schaffer-Straße']",residential,30,False,False,80.86,"LINESTRING (10.8392642 48.3931775, 10.8392906 48.3928821, 10.8393095 48.3926712, 10.8393552 48.3926386, 10.8396193 48.3926331)",,,,
2405528,Alfred-Schaffer-Straße,residential,30,False,True,81.93199999999999,"LINESTRING (10.8392642 48.3931775, 10.8392517 48.3933108, 10.8392476 48.3933537, 10.8392258 48.3935861, 10.8391951 48.3939129)",,,,
2404260,Brunnenstraße,residential,30,False,True,90.596,"LINESTRING (10.8404912 48.3931796, 10.8392642 48.3931775)",,,,
2371989,Am Mittelfeld,residential,30,False,False,60.14399999999999,"LINESTRING (10.8404912 48.3931796, 10.8405091 48.3929459, 10.8405111 48.3928919, 10.8405181 48.3926985, 10.8405202 48.3926391)",,,,
2371989,Am Mittelfeld,residential,30,False,True,87.02,"LINESTRING (10.8404912 48.3931796, 10.8404784 48.3933336, 10.840455 48.3936151, 10.8404385 48.3938146, 10.8404263 48.393961)",,,,
167040080,Dr.-Gerlich-Straße,residential,30,False,True,91.062,"LINESTRING (10.8404263 48.393961, 10.8391951 48.3939129)",,,,
2371989,Am Mittelfeld,residential,30,False,False,87.02000000000001,"LINESTRING (10.8404263 48.393961, 10.8404385 48.3938146, 10.840455 48.3936151, 10.8404784 48.3933336, 10.8404912 48.3931796)",,,,
