osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width,junction,tunnel
32626252,2,Hans-Böckler-Straße,tertiary,50,False,False,37.472,"LINESTRING (6.8500324 51.2945353, 6.849614 51.2943229)",,,,
"[25546848, 25546847]",,"['Gartenstraße', 'Lohgerberstraße']",residential,30,True,False,233.58800000000002,"LINESTRING (6.8500324 51.2945353, 6.8494026 51.2950355, 6.8490967 51.2951943, 6.8489607 51.2952489, 6.8488454 51.2952704, 6.8486801 51.2952833, 6.8486378 51.2952563, 6.8484407 51.2943676)",,,,
32626254,2,Schützenstraße,tertiary,50,False,True,32.837,"LINESTRING (6.8500324 51.2945353, 6.8500614 51.2944655, 6.8501628 51.2942515)",,,,
"[80339448, 148312410]",2,Hans-Böckler-Straße,tertiary,50,False,True,199.452,"LINESTRING (6.8500324 51.2945353, 6.8506475 51.2948387, 6.8508197 51.2949221, 6.8508997 51.2949608, 6.8515234 51.2952894, 6.8517576 51.2954128, 6.8522171 51.2956333, 6.8522661 51.2956601)",,,,
39371099,2,Schützenstraße,tertiary,50,False,False,108.884,"LINESTRING (6.8507327 51.2933395, 6.8506868 51.2934139, 6.8506712 51.2934393, 6.8504258 51.2938373, 6.8503502 51.2939599, 6.8502411 51.2941369, 6.8501628 51.2942515)",,,,
"[135450509, 135439478, 135439479]",2,Europaring,secondary,50,False,False,231.39100000000002,"LINESTRING (6.8507327 51.2933395, 6.850843 51.2933707, 6.8508956 51.2933856, 6.8515723 51.2935769, 6.8519304 51.2936782, 6.8522689 51.2938069, 6.8525106 51.293886, 6.8528327 51.2939884, 6.8534328 51.2941473, 6.8534859 51.2941614, 6.8537379 51.2942281)",L 455,,,
781639596,2,Hans-Böckler-Straße,tertiary,50,False,False,9.703,"LINESTRING (6.8485765 51.2943475, 6.8484407 51.2943676)",,,,
14350942,,Am Schützenbruch,residential,,False,False,153.054,"LINESTRING (6.8485765 51.2943475, 6.8487635 51.2937639, 6.8488158 51.2936008, 6.8490091 51.2929979)",,,,
781639596,2,Hans-Böckler-Straße,tertiary,50,False,True,74.56700000000001,"LINESTRING (6.8485765 51.2943475, 6.8491669 51.2942698, 6.8493679 51.2942621, 6.8494378 51.2942679, 6.8494965 51.2942829, 6.849614 51.2943229)",,,,
25548145,2,Oberstraße,residential,,False,True,49.563,"LINESTRING (6.8536589 51.2986718, 6.853499 51.2985532, 6.8531009 51.2984032)",,,,
"[80339449, 148836284]",3,Mülheimer Straße,tertiary,50,False,False,30.327,"LINESTRING (6.8536589 51.2986718, 6.8536251 51.2987022, 6.8536124 51.2987378, 6.8536319 51.2988352, 6.8536531 51.2989354)",L 422,,,
80339464,2,Bahnstraße,tertiary,50,False,True,24.900999999999996,"LINESTRING (6.8536589 51.2986718, 6.8537282 51.2986496, 6.8538153 51.2986483, 6.8539154 51.2986771, 6.8539981 51.2986729)",L 422,,,
25439899,,Im Lörchen,living_street,,False,True,159.425,"LINESTRING (6.8460527 51.2933156, 6.8455832 51.29426, 6.8454769 51.2944739, 6.8454696 51.2946298, 6.8455276 51.2946835)",,5.9,,
24344824,,Im Weidengrund,residential,30,False,False,62.557,"LINESTRING (6.8470617 51.2931234, 6.8479264 51.2932787)",,,,
24344825,,Im Weidengrund,residential,30,True,False,99.682,"LINESTRING (6.8470617 51.2931234, 6.8468994 51.2934344, 6.846884 51.293454, 6.8468673 51.2934636, 6.8468437 51.293468, 6.8468152 51.293466, 6.8464504 51.293394, 6.8460527 51.2933156)",,6.1,,
32626252,2,Hans-Böckler-Straße,tertiary,50,False,True,37.472,"LINESTRING (6.849614 51.2943229, 6.8500324 51.2945353)",,,,
25548018,1,Schützenstraße,tertiary,50,True,False,39.231,"LINESTRING (6.849614 51.2943229, 6.8499178 51.2943038, 6.8501628 51.2942515)",,,,
781639596,2,Hans-Böckler-Straße,tertiary,50,False,False,74.56700000000001,"LINESTRING (6.849614 51.2943229, 6.8494965 51.2942829, 6.8494378 51.2942679, 6.8493679 51.2942621, 6.8491669 51.2942698, 6.8485765 51.2943475)",,,,
25384022,1,,residential,30,True,False,10.901,"LINESTRING (6.8505827 51.296918, 6.8506131 51.2969446, 6.8506192 51.2969771, 6.8505995 51.2970073)",,,roundabout,
192001785,,Luwenshof,living_street,,False,True,34.649,"LINESTRING (6.8505827 51.296918, 6.850767 51.2967716, 6.8508054 51.2967084, 6.850887 51.2966815)",,4,,
148301758,,Minoritenstraße,residential,30,False,True,95.22,"LINESTRING (6.8437232 51.2960071, 6.8424543 51.295685)",,,,
24766616,,Pestalozzistraße,residential,30,True,False,156.474,"LINESTRING (6.8437232 51.2960071, 6.8442621 51.295398, 6.844587 51.2951038, 6.8448532 51.2948952, 6.8449394 51.2948273)",,,,
148301758,,Minoritenstraße,residential,30,False,False,254.16500000000002,"LINESTRING (6.8437232 51.2960071, 6.8452011 51.2963883, 6.8456245 51.296494, 6.8462034 51.2966414, 6.8462762 51.2966585, 6.8470982 51.2968847)",,,,
148844685,,Philippstraße,residential,30,False,True,207.128,"LINESTRING (6.8437232 51.2960071, 6.8434284 51.2964357, 6.8432867 51.2967043, 6.8432785 51.2967231, 6.8432249 51.2968881, 6.8431808 51.2971289, 6.8430611 51.297467, 6.8429161 51.2977914)",,,,
26374683,2,Düsseldorfer Straße,tertiary,50,False,False,16.104,"LINESTRING (6.8449394 51.2948273, 6.845006 51.2948642, 6.8451179 51.2949195)",,,,
"[760142673, 851788450, 26374683, 25443694]","['2', '3']",Düsseldorfer Straße,tertiary,50,False,True,166.88400000000001,"LINESTRING (6.8449394 51.2948273, 6.8448986 51.2948058, 6.8439026 51.2942315, 6.8438627 51.2942086, 6.8434442 51.2939684, 6.8433718 51.2939269, 6.8431718 51.2938121)",,,,
24782782,,Lintorfer Straße,residential,30,True,False,42.246,"LINESTRING (6.8474968 51.2989476, 6.8478986 51.2986626)",,,,
24767082,2,Grabenstraße,residential,50,False,False,83.375,"LINESTRING (6.8474968 51.2989476, 6.8474387 51.2988914, 6.8471197 51.2985827, 6.8470835 51.2985294, 6.8470748 51.2984739, 6.8470833 51.2984171, 6.847105 51.2982731)",,,,
24782784,,Peter-Brüning-Platz,residential,50,False,True,57.233999999999995,"LINESTRING (6.8474968 51.2989476, 6.8473404 51.299061, 6.8470947 51.2992016, 6.8469984 51.2992416, 6.8468778 51.2992796)",,,,
195447714,,Werdener Straße,residential,50,False,True,99.607,"LINESTRING (6.8474968 51.2989476, 6.8476232 51.2990164, 6.848184 51.2991701, 6.8484685 51.2992401, 6.8485152 51.2992524, 6.8487885 51.2993241)",,,,
24767082,2,Grabenstraße,residential,50,False,True,83.375,"LINESTRING (6.847105 51.2982731, 6.8470833 51.2984171, 6.8470748 51.2984739, 6.8470835 51.2985294, 6.8471197 51.2985827, 6.8474387 51.2988914, 6.8474968 51.2989476)",,,,
24767236,,Wiesenstraße,residential,30,False,False,323.20099999999996,"LINESTRING (6.847105 51.2982731, 6.8466311 51.298281, 6.8465503 51.2982692, 6.8464855 51.2982445, 6.8460912 51.298008, 6.8459319 51.2979261, 6.8457594 51.2978568, 6.8448459 51.2975619, 6.8447553 51.2975478, 6.8446716 51.2975534, 6.8433536 51.2978486, 6.8433037 51.2978549, 6.8432518 51.2978518, 6.8429161 51.2977914)",,,,
195447706,2,Grabenstraße,residential,50,False,False,159.648,"LINESTRING (6.847105 51.2982731, 6.8470918 51.298135, 6.8470339 51.2980016, 6.8469094 51.2977921, 6.8468704 51.297722, 6.8468408 51.2976463, 6.8468383 51.2975599, 6.8468601 51.2974358, 6.8469013 51.2972919, 6.8469435 51.2971745, 6.8469575 51.2971355, 6.8470982 51.2968847)",,,,
148301758,,Minoritenstraße,residential,30,False,True,254.16500000000002,"LINESTRING (6.8470982 51.2968847, 6.8462762 51.2966585, 6.8462034 51.2966414, 6.8456245 51.296494, 6.8452011 51.2963883, 6.8437232 51.2960071)",,,,
195447706,2,Grabenstraße,residential,50,False,False,76.325,"LINESTRING (6.8470982 51.2968847, 6.8471641 51.2967805, 6.8474756 51.2963332, 6.8475214 51.2962516)",,,,
195447706,2,Grabenstraße,residential,50,False,True,159.648,"LINESTRING (6.8470982 51.2968847, 6.8469575 51.2971355, 6.8469435 51.2971745, 6.8469013 51.2972919, 6.8468601 51.2974358, 6.8468383 51.2975599, 6.8468408 51.2976463, 6.8468704 51.297722, 6.8469094 51.2977921, 6.8470339 51.2980016, 6.8470918 51.298135, 6.847105 51.2982731)",,,,
