osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,width,bridge
30709014,,,Schützenstraße,residential,,False,False,144.96800000000002,"LINESTRING (9.0114124 51.73376, 9.0115198 51.7339971, 9.011625 51.7342294, 9.0117078 51.7344309, 9.0117778 51.7345576, 9.0118269 51.7346216, 9.0120999 51.734988)",,,
"[139594396, 144002516]",,,Kapellenstraße,residential,,False,True,319.89599999999996,"LINESTRING (9.0114124 51.73376, 9.013821 51.733289, 9.0141775 51.733236, 9.0144264 51.73321, 9.0156305 51.7330948, 9.0159082 51.7330645)",,,
"[55138433, 629155270]",,,Schützenstraße,residential,,False,True,57.748000000000005,"LINESTRING (9.0114124 51.73376, 9.0113856 51.7336846, 9.011217 51.733456, 9.0111031 51.7332787)",,,
30709014,,,Schützenstraße,residential,,False,False,189.438,"LINESTRING (9.0120999 51.734988, 9.0123605 51.7356427, 9.0123754 51.7356801, 9.0124401 51.7358425, 9.0124443 51.7358532, 9.0125303 51.7360149, 9.01254 51.7360332, 9.0126736 51.7361841, 9.0130593 51.7365666)",,,
30709014,,,Schützenstraße,residential,,False,True,144.968,"LINESTRING (9.0120999 51.734988, 9.0118269 51.7346216, 9.0117778 51.7345576, 9.0117078 51.7344309, 9.011625 51.7342294, 9.0115198 51.7339971, 9.0114124 51.73376)",,,
30709014,,,Schützenstraße,residential,,False,True,189.43800000000002,"LINESTRING (9.0130593 51.7365666, 9.0126736 51.7361841, 9.01254 51.7360332, 9.0125303 51.7360149, 9.0124443 51.7358532, 9.0124401 51.7358425, 9.0123754 51.7356801, 9.0123605 51.7356427, 9.0120999 51.734988)",,,
41651484,,K 18,Lange Straße,tertiary,50,False,False,182.083,"LINESTRING (9.0130593 51.7365666, 9.012581 51.7365423, 9.0121998 51.7365447, 9.0119079 51.7365665, 9.0115664 51.7366058, 9.0112376 51.7366659, 9.0109195 51.7367481, 9.010886 51.7367568, 9.0108298 51.7367708, 9.0104983 51.7368534)",,,
144002517,,K 18,Lange Straße,tertiary,50,False,True,97.12299999999999,"LINESTRING (9.0130593 51.7365666, 9.0137407 51.7366196, 9.0140758 51.7366123, 9.0141785 51.7366016, 9.0144588 51.7365724)",,,
"[39137760, 40646329, 51183505]",,,"['Josef-Stock-Straße', 'Hildegundestraße', 'Dechant-Wilhelm-Becker-Straße']",residential,,False,"[False, True]",395.607,"LINESTRING (9.0135881 51.739328, 9.0137283 51.7392619, 9.0155234 51.7389464, 9.0163509 51.7388716, 9.0161473 51.7381847, 9.0161803 51.7380714, 9.016266 51.7379668, 9.016151 51.7379329, 9.0159284 51.7379673, 9.0154573 51.7380963, 9.0153928 51.7381389, 9.0150312 51.7382412)",,,
130002207,,,Elmarstraße,residential,,False,True,51.778,"LINESTRING (9.0135881 51.739328, 9.0135276 51.7393252, 9.0129086 51.7395158)",,,
175973725,,,Elmarstraße,residential,,False,False,93.458,"LINESTRING (9.0135881 51.739328, 9.0136861 51.7393698, 9.0137544 51.7394349, 9.0138689 51.7395822, 9.0139669 51.7397032, 9.014073 51.7397944, 9.0142514 51.7398504, 9.0143623 51.739874, 9.014492 51.7398876)",,,
38324883,,,Widostraße,residential,,True,False,47.729,"LINESTRING (9.0151153 51.7397994, 9.0150649 51.7398841, 9.0146539 51.740108)",,,
130002209,,,Elmarstraße,residential,,False,False,190.567,"LINESTRING (9.0151153 51.7397994, 9.0155571 51.739682, 9.015898 51.7396229, 9.0163806 51.7395453, 9.016565 51.7395094, 9.016748 51.7394502, 9.0174044 51.7391102, 9.0175802 51.7390904)",,,
130002209,,,Elmarstraße,residential,,False,True,44.138000000000005,"LINESTRING (9.0151153 51.7397994, 9.0148238 51.7398552, 9.014492 51.7398876)",,,
38196718,,,Nordstraße,residential,,True,False,66.357,"LINESTRING (9.0175393 51.7372745, 9.0184785 51.7371409)",,,
1120198520,2,K 18,Pyrmonter Straße,tertiary,50,False,True,33.381,"LINESTRING (9.0175393 51.7372745, 9.0175383 51.7375747)",,,
"[1089748833, 40646324]",,,Bergstraße,living_street,,False,True,152.53500000000003,"LINESTRING (9.0175393 51.7372745, 9.0168942 51.7373996, 9.0167195 51.7374186, 9.0164174 51.7374347, 9.0162801 51.7374307, 9.0161787 51.7373996, 9.0160009 51.7373103, 9.0157897 51.7371259, 9.0159809 51.7370664)",,4,
175973727,2,K 18,Pyrmonter Straße,tertiary,50,False,False,49.478,"LINESTRING (9.0175393 51.7372745, 9.017495 51.7370988, 9.0173808 51.7368412)",,,
29260089,,,Alleestraße,residential,,False,False,31.877000000000002,"LINESTRING (9.0194896 51.7368668, 9.0193813 51.7367294, 9.0193271 51.7365999)",,,
29260089,,,Alleestraße,residential,,False,True,30.388,"LINESTRING (9.0194896 51.7368668, 9.019659 51.7369816, 9.0198095 51.7370536)",,,
38196719,,,Schulstraße,residential,30,False,True,69.336,"LINESTRING (9.0193271 51.7365999, 9.0183394 51.7367211)",,6,
38196722,,,Freiheit,living_street,,False,False,62.785,"LINESTRING (9.0193271 51.7365999, 9.0190299 51.7360661)",,6,
29260089,,,Alleestraße,residential,,False,True,31.877000000000002,"LINESTRING (9.0193271 51.7365999, 9.0193813 51.7367294, 9.0194896 51.7368668)",,,
38485567,,,Schulstraße,residential,30,False,False,96.24799999999999,"LINESTRING (9.0193271 51.7365999, 9.0195607 51.7365604, 9.0196974 51.7365306, 9.0198328 51.7364863, 9.0199277 51.7364385, 9.0200012 51.7363789, 9.0200956 51.7362796, 9.0201343 51.7361603, 9.0201269 51.736017)",,,
38196720,,,Schulstraße,living_street,,False,False,13.176,"LINESTRING (9.0201269 51.736017, 9.0200714 51.7359036)",,,
38485567,,,Schulstraße,residential,30,False,True,96.24799999999999,"LINESTRING (9.0201269 51.736017, 9.0201343 51.7361603, 9.0200956 51.7362796, 9.0200012 51.7363789, 9.0199277 51.7364385, 9.0198328 51.7364863, 9.0196974 51.7365306, 9.0195607 51.7365604, 9.0193271 51.7365999)",,,
38485568,,,Klostertwiete,residential,,False,False,84.724,"LINESTRING (9.0201269 51.736017, 9.0205208 51.7359924, 9.0206968 51.7360387, 9.0208307 51.7360894, 9.0209928 51.7361747, 9.0211965 51.7362878)",,,
38196720,,,Schulstraße,living_street,,False,True,6.205,"LINESTRING (9.0196926 51.735453, 9.0197366 51.7355017)",,,
37896203,,,Lange Straße,living_street,,False,False,35.416,"LINESTRING (9.0194525 51.7352231, 9.0190231 51.7353984)",,,
38196721,,,Schulstraße,living_street,,True,False,30.445,"LINESTRING (9.0194525 51.7352231, 9.0196926 51.735453)",,,
"[53453190, 37896203, 38479406]",,,"['Dringenberger Straße', 'Lange Straße']",living_street,,False,True,109.67300000000002,"LINESTRING (9.0194525 51.7352231, 9.0199055 51.7350194, 9.0195953 51.7348055, 9.0194975 51.7347464, 9.0194423 51.7347131, 9.0193334 51.7346565, 9.019222 51.7345443)",,,
206275767,,,Südstraße,living_street,,False,True,46.885999999999996,"LINESTRING (9.0194525 51.7352231, 9.0192379 51.7350502, 9.0191017 51.734992, 9.0189517 51.7349521)",,,
38196722,,,Freiheit,living_street,,False,False,36.693,"LINESTRING (9.0190311 51.7357801, 9.0188193 51.7354773)",,6,
38196722,,,Freiheit,living_street,,False,True,33.957,"LINESTRING (9.0190311 51.7357801, 9.0189558 51.7358592, 9.0189547 51.7359065, 9.0190299 51.7360661)",,6,
"[38479591, 38479589, 1136486071]",,,Glöcknergasse,living_street,,False,"[False, True]",64.185,"LINESTRING (9.0190311 51.7357801, 9.0190716 51.7357694, 9.0193086 51.7357065, 9.0192677 51.7356451, 9.0197366 51.7355017)",,"['6', '3']",
37896203,,,Lange Straße,living_street,,False,True,16.551,"LINESTRING (9.0188193 51.7354773, 9.0190231 51.7353984)",,,
38196722,,,Freiheit,living_street,,False,True,36.693,"LINESTRING (9.0188193 51.7354773, 9.0190311 51.7357801)",,6,
"[629155269, 1089741270]",,,Lange Straße,living_street,,False,False,154.907,"LINESTRING (9.0188193 51.7354773, 9.0183863 51.7356059, 9.0179194 51.7357445, 9.0177868 51.7357839, 9.0177712 51.7357882, 9.017103 51.7359788, 9.0168609 51.7360496, 9.0168041 51.7360879)",,5.5,
38238610,,,Auf dem Engern,residential,,False,False,61.5,"LINESTRING (9.0172848 51.7401596, 9.0174518 51.7399834, 9.0176523 51.7398131, 9.0178391 51.7397378)",,,
38324884,,,Drudenweg,residential,,False,True,68.503,"LINESTRING (9.0172848 51.7401596, 9.0169882 51.7403323, 9.0165814 51.740595)",,,
38238611,,,Fulkostraße,residential,,False,False,93.33099999999999,"LINESTRING (9.0165814 51.740595, 9.0162481 51.7401547, 9.0160234 51.7398302)",,,
38324884,,,Drudenweg,residential,,False,False,68.503,"LINESTRING (9.0165814 51.740595, 9.0169882 51.7403323, 9.0172848 51.7401596)",,,
38238611,,,Fulkostraße,residential,,False,True,93.33099999999999,"LINESTRING (9.0160234 51.7398302, 9.0162481 51.7401547, 9.0165814 51.740595)",,,
175973726,,,Elmarstraße,residential,30,False,True,34.553,"LINESTRING (9.0129086 51.7395158, 9.012479 51.7396764)",,6,
"[38324874, 54601395, 54601397]",,,Rosenmühlenweg,residential,30,False,False,67.469,"LINESTRING (9.0129086 51.7395158, 9.0125657 51.7391305, 9.0125289 51.7390856, 9.0124322 51.7389857)",,,yes
130002207,,,Elmarstraße,residential,,False,False,51.778,"LINESTRING (9.0129086 51.7395158, 9.0135276 51.7393252, 9.0135881 51.739328)",,,
54601395,,,Rosenmühlenweg,residential,30,False,True,6.558,"LINESTRING (9.0123762 51.738938, 9.0124322 51.7389857)",,,
829769137,,,Rosenmühlenweg,residential,30,False,False,62.252,"LINESTRING (9.0123762 51.738938, 9.0117549 51.7385313)",,,
"[54601394, 40646331, 54601407]",,,Josef-Stock-Straße,residential,,False,True,189.53099999999998,"LINESTRING (9.0123762 51.738938, 9.0124405 51.7389124, 9.0126887 51.7388398, 9.0130579 51.7387471, 9.0145971 51.7383287, 9.0146833 51.7383427, 9.0147809 51.7383772, 9.0148991 51.738362)",,,yes
829769137,,,Rosenmühlenweg,residential,30,False,True,62.252,"LINESTRING (9.0117549 51.7385313, 9.0123762 51.738938)",,,
40646335,,,Am Kuhbaum,residential,,False,False,239.94,"LINESTRING (9.0117549 51.7385313, 9.0124004 51.7383077, 9.0127655 51.7381938, 9.013411 51.738016, 9.0148795 51.7376871, 9.0149381 51.7376657)",,,
130002220,,,Rosenmühlenweg,residential,30,False,False,96.583,"LINESTRING (9.0117549 51.7385313, 9.0114354 51.7382966, 9.0110483 51.7378746, 9.0109885 51.7378079)",,,
39137755,,,Im Oberen Bruch,residential,,False,False,163.184,"LINESTRING (9.0107523 51.7374246, 9.011381 51.7374132, 9.0121914 51.737387, 9.0131176 51.7373397)",,,
130002220,,,Rosenmühlenweg,residential,30,False,False,65.884,"LINESTRING (9.0107523 51.7374246, 9.01063 51.7371629, 9.0104983 51.7368534)",,,
130002220,,,Rosenmühlenweg,residential,30,False,True,45.687000000000005,"LINESTRING (9.0107523 51.7374246, 9.010939 51.7377504, 9.0109885 51.7378079)",,,
41651484,,K 18,Lange Straße,tertiary,50,False,True,182.083,"LINESTRING (9.0104983 51.7368534, 9.0108298 51.7367708, 9.010886 51.7367568, 9.0109195 51.7367481, 9.0112376 51.7366659, 9.0115664 51.7366058, 9.0119079 51.7365665, 9.0121998 51.7365447, 9.012581 51.7365423, 9.0130593 51.7365666)",,,
130002220,,,Rosenmühlenweg,residential,30,False,True,65.884,"LINESTRING (9.0104983 51.7368534, 9.01063 51.7371629, 9.0107523 51.7374246)",,,
38324875,,,Auf der Bleiche,residential,30,False,False,79.562,"LINESTRING (9.012479 51.7396764, 9.0130693 51.7402915)",,,
175973726,,,Elmarstraße,residential,30,False,False,34.553,"LINESTRING (9.012479 51.7396764, 9.0129086 51.7395158)",,6,
175973726,,,Elmarstraße,residential,30,False,True,132.59,"LINESTRING (9.012479 51.7396764, 9.0116504 51.7399904, 9.0108299 51.740292)",,6,
38324875,,,Auf der Bleiche,residential,30,False,True,79.562,"LINESTRING (9.0130693 51.7402915, 9.012479 51.7396764)",,,
175973726,,,Elmarstraße,residential,30,False,False,132.59,"LINESTRING (9.0108299 51.740292, 9.0116504 51.7399904, 9.012479 51.7396764)",,6,
38324880,,,Elmarstraße,residential,,False,False,26.924,"LINESTRING (9.014492 51.7398876, 9.0146539 51.740108)",,,
130002209,,,Elmarstraße,residential,,False,False,44.138000000000005,"LINESTRING (9.014492 51.7398876, 9.0148238 51.7398552, 9.0151153 51.7397994)",,,
175973725,,,Elmarstraße,residential,,False,True,93.458,"LINESTRING (9.014492 51.7398876, 9.0143623 51.739874, 9.0142514 51.7398504, 9.014073 51.7397944, 9.0139669 51.7397032, 9.0138689 51.7395822, 9.0137544 51.7394349, 9.0136861 51.7393698, 9.0135881 51.739328)",,,
38238608,,,Widostraße,residential,,False,False,13.661,"LINESTRING (9.0146539 51.740108, 9.0145168 51.7401968)",,,
38324880,,,Elmarstraße,residential,,False,True,26.924,"LINESTRING (9.0146539 51.740108, 9.014492 51.7398876)",,,
38238608,,,Widostraße,residential,,False,True,13.661,"LINESTRING (9.0145168 51.7401968, 9.0146539 51.740108)",,,
130002217,2,L 954,Pyrmonter Straße,secondary,50,False,False,11.46,"LINESTRING (9.0178391 51.7397378, 9.0177866 51.73964)",,,
38238610,,,Auf dem Engern,residential,,False,True,61.5,"LINESTRING (9.0178391 51.7397378, 9.0176523 51.7398131, 9.0174518 51.7399834, 9.0172848 51.7401596)",,,
38349243,,,Leipziger Straße,residential,,False,False,86.864,"LINESTRING (9.0213972 51.7404999, 9.0213957 51.7403226, 9.0211667 51.7397356)",,,
38349246,,,Königsberger Straße,residential,,False,True,105.45400000000001,"LINESTRING (9.0217943 51.7407272, 9.0221626 51.740683, 9.0232667 51.7404701)",,,
38349244,,,Markusstraße,residential,,False,False,115.576,"LINESTRING (9.0211667 51.7397356, 9.0228451 51.7397234)",,,
38349243,,,Leipziger Straße,residential,,False,True,86.864,"LINESTRING (9.0211667 51.7397356, 9.0213957 51.7403226, 9.0213972 51.7404999)",,,
38349244,,,Markusstraße,residential,,False,True,88.616,"LINESTRING (9.0211667 51.7397356, 9.0203771 51.7397257, 9.0198817 51.7396994)",,,
130002217,2,L 954,Pyrmonter Straße,secondary,50,False,True,11.46,"LINESTRING (9.0177866 51.73964, 9.0178391 51.7397378)",,,
38349244,,,Markusstraße,residential,,False,False,147.615,"LINESTRING (9.0177866 51.73964, 9.0182965 51.7395547, 9.0186028 51.739532, 9.0198817 51.7396994)",,,
130002219,2,L 954,Pyrmonter Straße,secondary,50,False,False,62.853,"LINESTRING (9.0177866 51.73964, 9.0176643 51.7393838, 9.0176244 51.739264, 9.0175861 51.7391092, 9.0175802 51.7390904)",,,
38349244,,,Markusstraße,residential,,False,False,88.616,"LINESTRING (9.0198817 51.7396994, 9.0203771 51.7397257, 9.0211667 51.7397356)",,,
38349244,,,Markusstraße,residential,,False,True,147.615,"LINESTRING (9.0198817 51.7396994, 9.0186028 51.739532, 9.0182965 51.7395547, 9.0177866 51.73964)",,,
38349248,,,Breslauer Straße,residential,,False,False,107.947,"LINESTRING (9.0198817 51.7396994, 9.0199356 51.7399577, 9.0200628 51.7403953, 9.020213 51.7406442)",,,
38349244,,,Markusstraße,residential,,False,True,115.576,"LINESTRING (9.0228451 51.7397234, 9.0211667 51.7397356)",,,
38349245,,,Ostpreußenstraße,residential,,False,False,88.11099999999999,"LINESTRING (9.0228451 51.7397234, 9.0230579 51.7400477, 9.0231784 51.7402522, 9.0232667 51.7404701)",,,
38349253,,,Alleestraße,residential,,False,False,125.189,"LINESTRING (9.0228451 51.7397234, 9.0223534 51.7392638, 9.0218207 51.7387934)",,,
38349245,,,Ostpreußenstraße,residential,,False,True,88.11099999999999,"LINESTRING (9.0232667 51.7404701, 9.0231784 51.7402522, 9.0230579 51.7400477, 9.0228451 51.7397234)",,,
38349246,,,Königsberger Straße,residential,,False,False,105.45400000000001,"LINESTRING (9.0232667 51.7404701, 9.0221626 51.740683, 9.0217943 51.7407272)",,,
"[38349248, 38349249]",,,"['Schlesische Straße', 'Breslauer Straße']",residential,,False,"[False, True]",469.51200000000006,"LINESTRING (9.020213 51.7406442, 9.0205316 51.740996, 9.0206679 51.7411611, 9.0214356 51.7422714, 9.021414 51.7422769, 9.020811 51.7424291, 9.0203444 51.7417361, 9.0200804 51.7412964, 9.0199717 51.7410703, 9.0198883 51.740879, 9.0198891 51.7407653, 9.0199436 51.740718, 9.020213 51.7406442)",,,
"[38349248, 38349249]",,,"['Schlesische Straße', 'Breslauer Straße']",residential,,False,"[False, True]",469.512,"LINESTRING (9.020213 51.7406442, 9.0199436 51.740718, 9.0198891 51.7407653, 9.0198883 51.740879, 9.0199717 51.7410703, 9.0200804 51.7412964, 9.0203444 51.7417361, 9.020811 51.7424291, 9.021414 51.7422769, 9.0214356 51.7422714, 9.0206679 51.7411611, 9.0205316 51.740996, 9.020213 51.7406442)",,,
38349248,,,Breslauer Straße,residential,,False,True,107.947,"LINESTRING (9.020213 51.7406442, 9.0200628 51.7403953, 9.0199356 51.7399577, 9.0198817 51.7396994)",,,
38349252,,,Annette-von-Droste-Hülshoff-Straße,residential,,False,False,140.653,"LINESTRING (9.0218207 51.7387934, 9.0198343 51.7390883)",,,
38349253,,,Alleestraße,residential,,False,False,73.908,"LINESTRING (9.0218207 51.7387934, 9.0211976 51.7382522)",,,
38349253,,,Alleestraße,residential,,False,True,125.189,"LINESTRING (9.0218207 51.7387934, 9.0223534 51.7392638, 9.0228451 51.7397234)",,,
38349252,,,Annette-von-Droste-Hülshoff-Straße,residential,,False,True,140.653,"LINESTRING (9.0198343 51.7390883, 9.0218207 51.7387934)",,,
38349253,,,Alleestraße,residential,,False,True,73.908,"LINESTRING (9.0211976 51.7382522, 9.0218207 51.7387934)",,,
38349254,,,Friedrich-Wilhelm-Weber-Straße,living_street,,False,False,119.00200000000001,"LINESTRING (9.0211976 51.7382522, 9.0204279 51.7383713, 9.0195079 51.7384741)",,5,
130002205,,,Alleestraße,residential,,False,False,109.523,"LINESTRING (9.0211976 51.7382522, 9.0208854 51.7379617, 9.0207416 51.7378276, 9.0204201 51.7375525, 9.0203652 51.7375056, 9.0202918 51.7374428)",,,
"[130002205, 829769135]",,,Alleestraße,residential,,False,False,54.555,"LINESTRING (9.0202918 51.7374428, 9.0202374 51.7373963, 9.0200667 51.7372596, 9.0198095 51.7370536)",,,
130002205,,,Alleestraße,residential,,False,True,109.523,"LINESTRING (9.0202918 51.7374428, 9.0203652 51.7375056, 9.0204201 51.7375525, 9.0207416 51.7378276, 9.0208854 51.7379617, 9.0211976 51.7382522)",,,
