osmid,name,highway,oneway,reversed,length,maxspeed,geometry,ref,lanes,junction,access
"[28719176, 37370155]",Zehnthofweg,residential,False,False,191.00900000000001,30,"LINESTRING (6.3104126 51.0817312, 6.3105145 51.0816722, 6.3111332 51.0813388, 6.311204 51.0813007, 6.3113101 51.0812433, 6.3119645 51.0809043, 6.3123355 51.0807001, 6.3124904 51.0806148)",,,,
"[37375076, 1227543789]",Krefelder Straße,secondary,False,False,255.00099999999998,50,"LINESTRING (6.3104126 51.0817312, 6.310538 51.0818152, 6.310749 51.0819567, 6.3112864 51.0823173, 6.3113385 51.0823522, 6.3114134 51.0824024, 6.3114678 51.0824389, 6.3115124 51.0824666, 6.3119935 51.0827717, 6.3122524 51.0829455, 6.3124651 51.083082, 6.3127388 51.0832576, 6.3128536 51.0833354, 6.3129335 51.0833896)",L 19,,,
91917251,Schulring,residential,False,False,137.325,30,"LINESTRING (6.3104126 51.0817312, 6.3102382 51.0818209, 6.3097858 51.0820692, 6.3092139 51.0823651, 6.3090389 51.082462, 6.3089147 51.0825308)",,,,
4601765,Wilhelmstraße,tertiary,False,False,62.419999999999995,,"LINESTRING (6.3121147 51.0775722, 6.3120568 51.0775795, 6.3120044 51.0775959, 6.3119395 51.0776356, 6.3118798 51.0776865, 6.3117953 51.07778, 6.3116778 51.0779289, 6.3116497 51.0779681, 6.3116107 51.0780124)",,,,
37525433,Südpromenade,tertiary,False,True,244.856,,"LINESTRING (6.3121147 51.0775722, 6.3121772 51.0775723, 6.3122736 51.0775847, 6.3131915 51.0777673, 6.3141909 51.0780079, 6.3146772 51.0781185, 6.3147034 51.078124, 6.3147495 51.0781338, 6.3152259 51.0782343, 6.3154297 51.0782773)",,,,
119210629,Wilhelmstraße,residential,False,True,114.26400000000001,,"LINESTRING (6.3121147 51.0775722, 6.3121103 51.0775159, 6.3121379 51.077418, 6.3121797 51.0773553, 6.3122365 51.0772974, 6.3125894 51.0770013, 6.3126789 51.0769307, 6.312869 51.0768009, 6.3129903 51.0767373)",,,,
"[17173301, 4601758]","['Franziskanerplatz', 'Patersgasse']",residential,False,"[False, True]",100.692,,"LINESTRING (6.3125471 51.0788135, 6.3126744 51.0788561, 6.312874 51.0789228, 6.3130103 51.0789774, 6.31338 51.0786273, 6.3135228 51.0785056)",,,,
91786434,Aachener Straße,residential,True,False,73.22900000000001,,"LINESTRING (6.3140295 51.0787594, 6.3141684 51.0787948, 6.3146177 51.0788861, 6.3146694 51.0789098, 6.3149828 51.0790238)",,,,
4601780,Westpromenade,unclassified,False,False,194.246,,"LINESTRING (6.3124904 51.0806148, 6.3125557 51.0806681, 6.3126142 51.0807053, 6.3128982 51.0808706, 6.3130252 51.0809436, 6.3131548 51.0810035, 6.3138807 51.0813716, 6.3142312 51.0815161, 6.3143132 51.08155, 6.314415 51.0815851, 6.3145772 51.081641, 6.3146141 51.0816686, 6.3146229 51.0817068)",,,,
4601780,Westpromenade,unclassified,False,True,298.88100000000003,,"LINESTRING (6.3124904 51.0806148, 6.3124317 51.0805729, 6.3122208 51.0803253, 6.3121069 51.0801457, 6.3120569 51.080052, 6.3119616 51.0796031, 6.3117576 51.0786413, 6.3117442 51.0785673, 6.3117032 51.0783424, 6.3116107 51.0780124)",,,,
37370155,Zehnthofweg,residential,False,False,98.938,30,"LINESTRING (6.3124904 51.0806148, 6.3131024 51.0802676, 6.3135196 51.0800474, 6.3135624 51.0800355)",,,,
"[28719176, 37370155]",Zehnthofweg,residential,False,True,191.00900000000001,30,"LINESTRING (6.3124904 51.0806148, 6.3123355 51.0807001, 6.3119645 51.0809043, 6.3113101 51.0812433, 6.311204 51.0813007, 6.3111332 51.0813388, 6.3105145 51.0816722, 6.3104126 51.0817312)",,,,
4601780,Westpromenade,unclassified,False,True,194.246,,"LINESTRING (6.3146229 51.0817068, 6.3146141 51.0816686, 6.3145772 51.081641, 6.314415 51.0815851, 6.3143132 51.08155, 6.3142312 51.0815161, 6.3138807 51.0813716, 6.3131548 51.0810035, 6.3130252 51.0809436, 6.3128982 51.0808706, 6.3126142 51.0807053, 6.3125557 51.0806681, 6.3124904 51.0806148)",,,,
22739778,Roermonder Straße,residential,False,False,107.0,,"LINESTRING (6.3146229 51.0817068, 6.3146228 51.081731, 6.3146057 51.0817646, 6.3144588 51.0819472, 6.3144081 51.0820102, 6.3141574 51.0823373, 6.3141303 51.0824312, 6.3141326 51.0824804, 6.3141338 51.0825048, 6.3141445 51.0825505, 6.314156 51.0825993)",,,,
4601775,Roermonder Straße,tertiary,False,False,124.88999999999999,30,"LINESTRING (6.314156 51.0825993, 6.3139941 51.082625, 6.3139181 51.0826512, 6.3138304 51.0827067, 6.3138014 51.0827294, 6.3135584 51.0829194, 6.3134182 51.0830291, 6.3133795 51.0830593, 6.3132255 51.0831775, 6.3131988 51.083198, 6.3130587 51.0833056, 6.3129335 51.0833896)",,,,
8037683,Nordpromenade,tertiary,False,False,137.98399999999998,30,"LINESTRING (6.314156 51.0825993, 6.3150221 51.0825252, 6.3153228 51.0824904, 6.3156547 51.0824331, 6.3158462 51.0823929, 6.3159671 51.0823656, 6.3160795 51.0823376)",,,,
22739778,Roermonder Straße,residential,False,True,107.0,,"LINESTRING (6.314156 51.0825993, 6.3141445 51.0825505, 6.3141338 51.0825048, 6.3141326 51.0824804, 6.3141303 51.0824312, 6.3141574 51.0823373, 6.3144081 51.0820102, 6.3144588 51.0819472, 6.3146057 51.0817646, 6.3146228 51.081731, 6.3146229 51.0817068)",,,,
4564900,Roermonder Straße,secondary,False,False,159.16400000000002,50,"LINESTRING (6.3129335 51.0833896, 6.3127942 51.0834831, 6.3122465 51.0838397, 6.3121151 51.0839369, 6.3118873 51.0841041, 6.3114142 51.0844555)",L 19,,,
4573741,Krefelder Straße,tertiary,False,False,167.355,50,"LINESTRING (6.3129335 51.0833896, 6.3130839 51.0834904, 6.3136636 51.0838711, 6.3138817 51.0840143, 6.3145858 51.0844795)",,,,
4601775,Roermonder Straße,tertiary,False,True,124.88999999999999,30,"LINESTRING (6.3129335 51.0833896, 6.3130587 51.0833056, 6.3131988 51.083198, 6.3132255 51.0831775, 6.3133795 51.0830593, 6.3134182 51.0830291, 6.3135584 51.0829194, 6.3138014 51.0827294, 6.3138304 51.0827067, 6.3139181 51.0826512, 6.3139941 51.082625, 6.314156 51.0825993)",,,,
"[37375076, 1227543789]",Krefelder Straße,secondary,False,True,255.001,50,"LINESTRING (6.3129335 51.0833896, 6.3128536 51.0833354, 6.3127388 51.0832576, 6.3124651 51.083082, 6.3122524 51.0829455, 6.3119935 51.0827717, 6.3115124 51.0824666, 6.3114678 51.0824389, 6.3114134 51.0824024, 6.3113385 51.0823522, 6.3112864 51.0823173, 6.310749 51.0819567, 6.310538 51.0818152, 6.3104126 51.0817312)",L 19,,,
4564900,Roermonder Straße,secondary,False,False,111.003,50,"LINESTRING (6.3114142 51.0844555, 6.3105883 51.084943, 6.3102398 51.0851276)",L 19,,,
4564900,Roermonder Straße,secondary,False,True,159.164,50,"LINESTRING (6.3114142 51.0844555, 6.3118873 51.0841041, 6.3121151 51.0839369, 6.3122465 51.0838397, 6.3127942 51.0834831, 6.3129335 51.0833896)",L 19,,,
22762037,Danziger Straße,residential,False,True,40.914,30,"LINESTRING (6.3114142 51.0844555, 6.3116769 51.0846158, 6.3118411 51.0847073)",,,,
28972020,Cusanushof,residential,False,True,175.07200000000003,,"LINESTRING (6.3114142 51.0844555, 6.3113146 51.0843971, 6.3110608 51.0842592, 6.3106303 51.0840253, 6.3105972 51.0840073, 6.3105718 51.0839814, 6.3105607 51.0839434, 6.3105524 51.0839132, 6.3105591 51.083902, 6.3107055 51.083662, 6.3107482 51.0836114, 6.3108269 51.0835018, 6.3109368 51.0833487, 6.3109828 51.0832846, 6.3110538 51.0831856)",,,,
