osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width,bridge
14393304,2,L 175,Schramberger Straße,secondary,50,False,False,83.717,"LINESTRING (8.3278119 48.1291415, 8.328267 48.1289065, 8.3287102 48.1286862)",,,
27383898,,,Waldparkweg,residential,,False,False,117.231,"LINESTRING (8.3278119 48.1291415, 8.3274457 48.1294648, 8.3270564 48.1297612, 8.3268714 48.1299841)",,,
722826124,,,Bärenplatz,residential,20,False,False,10.4,"LINESTRING (8.3322736 48.1265443, 8.3321359 48.1265616)",,,
309775566,,L 175,,secondary,,True,False,9.248000000000001,"LINESTRING (8.3322736 48.1265443, 8.33227 48.1265236, 8.3322733 48.126503, 8.3322835 48.1264833, 8.3323 48.1264657)",roundabout,,
"[24381705, 909258505]",,,Gewerbehallestraße,residential,50,False,False,97.178,"LINESTRING (8.3335691 48.1262625, 8.3335804 48.1262345, 8.3336111 48.1261579, 8.3337294 48.1259244, 8.3338611 48.1256602, 8.333975 48.1254318)",,4,
"[909258512, 949754730]",,L 175,Bahnhofstraße,secondary,50,False,False,109.841,"LINESTRING (8.3335691 48.1262625, 8.3340914 48.1263707, 8.3342872 48.1264085, 8.3345201 48.1264501, 8.3349916 48.1265344)",,5,
"[909258513, 244598910]",2,L 175,Bahnhofstraße,secondary,50,False,True,34.216,"LINESTRING (8.3335691 48.1262625, 8.3333738 48.1262287, 8.3333051 48.1262352, 8.3332339 48.1262561, 8.3331295 48.1262833)",,5,
50417081,,L 175,Bahnhofstraße,secondary,50,False,False,36.093,"LINESTRING (8.3349916 48.1265344, 8.3354529 48.1266371)",,5,
"[909258514, 909258515, 909258493, 14393831]",,,Mühlstraße,residential,30,False,False,97.215,"LINESTRING (8.3349916 48.1265344, 8.3349962 48.1265248, 8.3351183 48.1262711, 8.3351574 48.1261897, 8.3353102 48.1258722, 8.3353921 48.125702)",,,
"[909258512, 949754730]",,L 175,Bahnhofstraße,secondary,50,False,True,109.84100000000001,"LINESTRING (8.3349916 48.1265344, 8.3345201 48.1264501, 8.3342872 48.1264085, 8.3340914 48.1263707, 8.3335691 48.1262625)",,5,
24381350,,,Gerwigstraße,residential,50,False,False,180.537,"LINESTRING (8.3353921 48.125702, 8.3360457 48.1258295, 8.3365372 48.125918, 8.3369547 48.1260117, 8.3373646 48.1260947, 8.3376641 48.1261547, 8.3377224 48.1261664)",,,
"[909258483, 909258491]",,,Gerwigstraße,residential,50,False,True,109.41499999999999,"LINESTRING (8.3353921 48.125702, 8.3349823 48.1256301, 8.334938 48.1256223, 8.3343944 48.1255217, 8.333975 48.1254318)",,,
"[909258484, 909258492, 909258494, 909258495]",,,Mühlstraße,residential,30,False,False,122.083,"LINESTRING (8.3353921 48.125702, 8.3355228 48.1253774, 8.3355454 48.1253215, 8.3356052 48.1251729, 8.3356239 48.1251363, 8.3356785 48.1250299, 8.3359445 48.1246727)",,,
"[909258514, 909258515, 909258493, 14393831]",,,Mühlstraße,residential,30,False,True,97.21499999999999,"LINESTRING (8.3353921 48.125702, 8.3353102 48.1258722, 8.3351574 48.1261897, 8.3351183 48.1262711, 8.3349962 48.1265248, 8.3349916 48.1265344)",,,
909258495,,,Mühlstraße,residential,30,False,False,62.903,"LINESTRING (8.3359445 48.1246727, 8.3365273 48.124262)",,,
27383878,,,Friedrichstraße,residential,30,False,False,119.39,"LINESTRING (8.3359445 48.1246727, 8.3347908 48.1242755, 8.3344996 48.1242038)",,,
"[909258492, 909258484, 909258494, 909258495]",,,Mühlstraße,residential,30,False,True,122.083,"LINESTRING (8.3359445 48.1246727, 8.3356785 48.1250299, 8.3356239 48.1251363, 8.3356052 48.1251729, 8.3355454 48.1253215, 8.3355228 48.1253774, 8.3353921 48.125702)",,,
641200305,,,Spittelbergstraße,residential,30,False,True,24.729,"LINESTRING (8.3279964 48.1244979, 8.3278705 48.124292)",,,
641200305,,,Spittelbergstraße,residential,30,False,False,64.53,"LINESTRING (8.3279964 48.1244979, 8.3280987 48.1245842, 8.3281173 48.1246, 8.328631 48.1248917)",,,
641200305,,,Spittelbergstraße,residential,30,False,False,92.316,"LINESTRING (8.3274034 48.122563, 8.3273819 48.1229014, 8.3274007 48.1230464, 8.3275026 48.1231932, 8.3276555 48.1233465)",,,
"[641200305, 26840326]",,,Spittelbergstraße,residential,30,False,True,8.64,"LINESTRING (8.3274034 48.122563, 8.3274448 48.1225066, 8.3274554 48.1224935)",,,
"[641200305, 26840326]",,,Spittelbergstraße,residential,30,False,False,8.64,"LINESTRING (8.3274554 48.1224935, 8.3274448 48.1225066, 8.3274034 48.122563)",,,
27999923,,,Schillerstraße,residential,30,False,False,262.043,"LINESTRING (8.3274554 48.1224935, 8.327517 48.122501, 8.3278542 48.1224235, 8.3284008 48.1224589, 8.3291827 48.1225351, 8.3296791 48.1225657, 8.3302238 48.1226497, 8.3304607 48.1227294, 8.3305792 48.1228292, 8.3307059 48.1229793)",,,
27486611,,,Hasemannstraße,residential,,False,True,152.271,"LINESTRING (8.3381963 48.1249526, 8.338401 48.1250823, 8.3385258 48.1252302, 8.3386128 48.1254625, 8.3386127 48.1256595, 8.3385685 48.1258845, 8.3384984 48.1260677, 8.3384403 48.1262217)",,,
