osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,access,bridge,tunnel
"[125240152, 42986955]",2,L 250,Neuffener Straße,secondary,50,False,False,28.360999999999997,"LINESTRING (9.4036777 48.4954443, 9.4036714 48.4953472, 9.403661 48.4952579, 9.4036595 48.4951896)",,,,
125240152,2,L 250,Neuffener Straße,secondary,50,False,True,17.599,"LINESTRING (9.4036777 48.4954443, 9.4036746 48.4955268, 9.4036597 48.4956019)",,,,
389937330,,,Mauchentalstraße,residential,30,True,False,29.344,"LINESTRING (9.4036777 48.4954443, 9.4036605 48.4954134, 9.4036235 48.4953804, 9.4035981 48.4953601, 9.4035483 48.4953306, 9.4035039 48.4953109, 9.4034531 48.4953018, 9.4033796 48.4953066)",,,,
44805959,3,B 28,Ulmer Straße,primary,50,False,False,6.646,"LINESTRING (9.4042199 48.4931573, 9.404283 48.4932)",,,,
44805960,3,B 28,Ulmer Straße,primary,50,False,True,104.87899999999999,"LINESTRING (9.4042199 48.4931573, 9.4039306 48.492961, 9.4037872 48.492865, 9.4036346 48.4927617, 9.4035416 48.4927043, 9.4034401 48.4926457, 9.4033161 48.4925802, 9.4031794 48.4925167)",,,,
"[35587225, 29319260, 405326868]",,,Beim Bad,"['residential', 'living_street']",30,False,"[False, True]",133.49800000000002,"LINESTRING (9.3979038 48.4937286, 9.3979197 48.4937782, 9.3979477 48.4938188, 9.3979887 48.4938665, 9.3980431 48.4939018, 9.3980659 48.4939091, 9.3981123 48.4939239, 9.3982128 48.4939344, 9.3983429 48.4939394, 9.3984929 48.493942, 9.3986003 48.4939461, 9.3986944 48.4939489, 9.3987593 48.4939493, 9.3988392 48.4939499, 9.3989411 48.4939509, 9.3989585 48.4939511, 9.399021 48.4938285, 9.3990391 48.4937791, 9.3990654 48.4937076, 9.3992067 48.4936771, 9.3992433 48.4936523)","['6', '5']",yes,,
35342608,,,Stuttgarter Straße,residential,30,False,False,36.455,"LINESTRING (9.3979038 48.4937286, 9.3977401 48.4937684, 9.3976509 48.4938021, 9.3975892 48.4938246, 9.397489 48.4938961)",7,,,
"[1221004672, 26376175]",,,Bismarckstraße,residential,30,False,False,54.492000000000004,"LINESTRING (9.3979038 48.4937286, 9.3978924 48.4936597, 9.397889 48.493616, 9.3978794 48.4935499, 9.3978357 48.4934679, 9.3977562 48.4933607, 9.3976857 48.4932676)",4,,,
963174834,3,B 28,Burgstraße,primary,50,False,True,20.147,"LINESTRING (9.3986028 48.4902014, 9.3984049 48.4903264)",,,,
26012341,2,B 28,Beim Tiergarten,primary,50,False,False,24.706000000000003,"LINESTRING (9.3986028 48.4902014, 9.398707 48.4902673, 9.3987616 48.4903019, 9.3988459 48.4903544)",,,,
"[6063875, 973459540]",2,B 465,Burgstraße,primary,50,False,False,39.313,"LINESTRING (9.3986028 48.4902014, 9.3987326 48.4901059, 9.3987704 48.4900759, 9.3989564 48.4899367)",,,,
289775418,,,,secondary_link,,True,False,37.581,"LINESTRING (9.404663 48.4934204, 9.4045033 48.493393, 9.4044112 48.4933881, 9.4043264 48.4933864, 9.4042325 48.4933986, 9.4041643 48.4934141)",,,,
