osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,maxspeed,bridge,width,access
"[644791727, 25837727]",False,3,Christian-Bürkert-Straße,residential,True,54.446,"LINESTRING (9.6539202 49.2993166, 9.6539043 49.2992453, 9.6538784 49.29916, 9.6537302 49.2988438)",,,,,
"[644791728, 643561266, 965555460]",False,"['2', '3']",Künzelsauer Straße,secondary,True,329.787,"LINESTRING (9.6539202 49.2993166, 9.6541705 49.2992835, 9.6544119 49.2992463, 9.6547944 49.2991664, 9.6550003 49.2991154, 9.655205 49.299054, 9.656157 49.2987049, 9.6563967 49.2986262, 9.6567904 49.2985222, 9.6573961 49.2984034, 9.6580255 49.2982957, 9.6581493 49.2982724)",L 1045,50,,,
"[685316329, 10425761]",False,2,Mühlstraße,tertiary,False,78.021,"LINESTRING (9.6539202 49.2993166, 9.6539464 49.2994352, 9.6539542 49.2995439, 9.6539247 49.2998042, 9.6539001 49.3000156)",,50,,,
26477209,False,,Schloßstraße,residential,False,109.357,"LINESTRING (9.6515065 49.3008774, 9.6512336 49.3009037, 9.6509008 49.3009507, 9.6506534 49.3009856, 9.6503726 49.3009949, 9.6500151 49.3009929)",,,,,
26477217,False,,Bühlhofer Straße,tertiary,False,51.03,"LINESTRING (9.6515065 49.3008774, 9.6515798 49.3010596, 9.6515993 49.3011081, 9.6517384 49.301309)",K 2382,,,,
170171231,False,,Schloßstraße,tertiary,True,100.289,"LINESTRING (9.6515065 49.3008774, 9.6516614 49.3008691, 9.651874 49.3008573, 9.6521464 49.300841, 9.6523083 49.300838, 9.6524328 49.3008357, 9.6528869 49.3008273)",,,,,
26556855,False,,Alte Schloßgasse,residential,False,22.428,"LINESTRING (9.652767 49.3026603, 9.6530534 49.3025841)",,,,,
26477217,False,,Bühlhofer Straße,tertiary,False,313.347,"LINESTRING (9.652767 49.3026603, 9.6527915 49.302749, 9.6527834 49.3028951, 9.6528489 49.3031313, 9.6529973 49.3034223, 9.6531592 49.3036166, 9.6532485 49.3037146, 9.6533792 49.3038645, 9.653438 49.3039451, 9.6535226 49.3040377, 9.6536628 49.3041838, 9.6538789 49.304308, 9.6540873 49.3044081, 9.6542035 49.3045064, 9.6542693 49.3046114, 9.6542984 49.3047394, 9.6543407 49.3048365, 9.6544425 49.3049347, 9.6545786 49.3050125, 9.6546623 49.3050406, 9.6547164 49.3050454)",K 2382,,,,
26477217,False,,Bühlhofer Straße,tertiary,True,58.1,"LINESTRING (9.652767 49.3026603, 9.6525145 49.3023743, 9.6523902 49.3021997)",K 2382,,,,
170171216,False,2,Bühlhofer Straße,tertiary,False,18.733,"LINESTRING (9.6557565 49.3047712, 9.6558878 49.3049163)",K 2382,,,,
102858100,False,,Worgberg,residential,False,113.97999999999999,"LINESTRING (9.6557565 49.3047712, 9.6559238 49.3048142, 9.6566455 49.3054862, 9.6567262 49.305556)",,,,,
170171216,False,2,Bühlhofer Straße,tertiary,True,44.367000000000004,"LINESTRING (9.6557565 49.3047712, 9.6556574 49.3046458, 9.6555126 49.3045072, 9.6553931 49.3044617)",K 2382,,,,
25837726,False,,Christian-Bürkert-Straße,residential,False,84.378,"LINESTRING (9.6546144 49.2984848, 9.654528 49.2985039, 9.6544686 49.2985471, 9.6544131 49.2986217, 9.6543168 49.2987359, 9.6541913 49.2988289, 9.6541168 49.2988476, 9.6537302 49.2988438)",,,,,
25837726,False,,Christian-Bürkert-Straße,residential,True,84.37799999999999,"LINESTRING (9.6537302 49.2988438, 9.6541168 49.2988476, 9.6541913 49.2988289, 9.6543168 49.2987359, 9.6544131 49.2986217, 9.6544686 49.2985471, 9.654528 49.2985039, 9.6546144 49.2984848)",,,,,
"[25837728, 25837729, 24598092, 644791726]",False,,Christian-Bürkert-Straße,residential,True,149.07599999999996,"LINESTRING (9.6537302 49.2988438, 9.6536641 49.2987051, 9.6535792 49.2985293, 9.6535498 49.2984722, 9.6535272 49.2984196, 9.653298 49.2978703, 9.6531846 49.2976991, 9.6530672 49.2975813)",,30,yes,,
"[25837727, 644791727]",False,3,Christian-Bürkert-Straße,residential,False,54.446,"LINESTRING (9.6537302 49.2988438, 9.6538784 49.29916, 9.6539043 49.2992453, 9.6539202 49.2993166)",,,,,
"[25837728, 25837729, 24598092, 644791726]",False,,Christian-Bürkert-Straße,residential,False,149.076,"LINESTRING (9.6530672 49.2975813, 9.6531846 49.2976991, 9.653298 49.2978703, 9.6535272 49.2984196, 9.6535498 49.2984722, 9.6535792 49.2985293, 9.6536641 49.2987051, 9.6537302 49.2988438)",,30,yes,,
25837730,False,,Lipfersberger Straße,residential,False,68.19399999999999,"LINESTRING (9.6530672 49.2975813, 9.6533303 49.2973079, 9.6536427 49.2971008)",,30,,,
"[24598091, 644791725]",False,,Josef-Rilling-Straße,residential,False,76.082,"LINESTRING (9.6530672 49.2975813, 9.6527882 49.2975706, 9.6520229 49.2975168)",,30,,,
24598091,False,,Josef-Rilling-Straße,residential,False,225.36200000000002,"LINESTRING (9.6520229 49.2975168, 9.6515537 49.2974813, 9.6510945 49.2974554, 9.6505342 49.2974326, 9.6501716 49.2974275, 9.6496578 49.2974332, 9.6494967 49.2974427, 9.6493724 49.2974501, 9.649224 49.2974589, 9.6489242 49.2974766)",,30,,,
27232411,False,,Graf-Casimir-Straße,residential,True,327.30400000000003,"LINESTRING (9.6520229 49.2975168, 9.6518642 49.2971823, 9.6517437 49.2969361, 9.6517343 49.2969249, 9.6517161 49.2969033, 9.6516417 49.2968947, 9.6511884 49.296909, 9.6503614 49.2969358, 9.6501399 49.2969436, 9.649868 49.2969531, 9.6493701 49.2969706, 9.6491073 49.2969792, 9.6490002 49.2969982, 9.6489693 49.2970159, 9.6489174 49.2970457, 9.6488595 49.2971213, 9.6488479 49.297227, 9.6488744 49.2974159, 9.6489242 49.2974766)",,30,,,
"[24598091, 644791725]",False,,Josef-Rilling-Straße,residential,True,76.082,"LINESTRING (9.6520229 49.2975168, 9.6527882 49.2975706, 9.6530672 49.2975813)",,30,,,
24598091,False,,Josef-Rilling-Straße,residential,True,225.36200000000002,"LINESTRING (9.6489242 49.2974766, 9.649224 49.2974589, 9.6493724 49.2974501, 9.6494967 49.2974427, 9.6496578 49.2974332, 9.6501716 49.2974275, 9.6505342 49.2974326, 9.6510945 49.2974554, 9.6515537 49.2974813, 9.6520229 49.2975168)",,30,,,
27232411,False,,Graf-Casimir-Straße,residential,False,327.3040000000001,"LINESTRING (9.6489242 49.2974766, 9.6488744 49.2974159, 9.6488479 49.297227, 9.6488595 49.2971213, 9.6489174 49.2970457, 9.6489693 49.2970159, 9.6490002 49.2969982, 9.6491073 49.2969792, 9.6493701 49.2969706, 9.649868 49.2969531, 9.6501399 49.2969436, 9.6503614 49.2969358, 9.6511884 49.296909, 9.6516417 49.2968947, 9.6517161 49.2969033, 9.6517343 49.2969249, 9.6517437 49.2969361, 9.6518642 49.2971823, 9.6520229 49.2975168)",,30,,,
26776063,False,,Goethestraße,residential,False,14.739,"LINESTRING (9.6582178 49.2983972, 9.6581493 49.2982724)",,50,,10,
26477213,False,,Mariannenstraße,residential,True,101.87100000000001,"LINESTRING (9.6582178 49.2983972, 9.6577939 49.2985943, 9.6576457 49.2986833, 9.657207 49.2990245)",,30,,,
26477213,False,,Mariannenstraße,residential,False,101.87100000000001,"LINESTRING (9.657207 49.2990245, 9.6576457 49.2986833, 9.6577939 49.2985943, 9.6582178 49.2983972)",,30,,,
26477213,False,,Mariannenstraße,residential,True,246.913,"LINESTRING (9.657207 49.2990245, 9.6568127 49.2993331, 9.6567029 49.299419, 9.6564328 49.2996303, 9.6562714 49.2997566, 9.6560621 49.2999204, 9.6558609 49.300075, 9.6558069 49.3001091, 9.6556489 49.3001878, 9.6548779 49.300491, 9.6547599 49.3005289)",,30,,,
26776062,False,,Mörikestraße,residential,False,73.242,"LINESTRING (9.657207 49.2990245, 9.6578051 49.2993193, 9.6579175 49.2993762, 9.6579805 49.2994413)",,,,,
26477213,False,,Mariannenstraße,residential,False,246.91299999999998,"LINESTRING (9.6547599 49.3005289, 9.6548779 49.300491, 9.6556489 49.3001878, 9.6558069 49.3001091, 9.6558609 49.300075, 9.6560621 49.2999204, 9.6562714 49.2997566, 9.6564328 49.2996303, 9.6567029 49.299419, 9.6568127 49.2993331, 9.657207 49.2990245)",,30,,,
"[723139066, 725699486]",False,,Mariannenstraße,residential,"[False, True]",85.081,"LINESTRING (9.6547599 49.3005289, 9.654555 49.3005667, 9.6543699 49.3005831, 9.6537254 49.3006054, 9.6536111 49.3005675)",,30,,,
10425761,False,,Mühlstraße,tertiary,True,66.771,"LINESTRING (9.6536111 49.3005675, 9.6537347 49.3004762, 9.6538061 49.3003837, 9.6538577 49.3002838, 9.6538818 49.3001667, 9.6539001 49.3000156)",,50,,,
26477214,False,,Schloßstraße,tertiary,False,60.211,"LINESTRING (9.6536111 49.3005675, 9.65337 49.3006726, 9.6530605 49.3007884, 9.6528869 49.3008273)",,,,,
"[723139066, 725699486]",False,,Mariannenstraße,residential,"[False, True]",85.081,"LINESTRING (9.6536111 49.3005675, 9.6537254 49.3006054, 9.6543699 49.3005831, 9.654555 49.3005667, 9.6547599 49.3005289)",,30,,,
61211121,False,,Hundsbergweg,residential,True,161.696,"LINESTRING (9.6500151 49.3009929, 9.6483818 49.301983)",,,,,
26477209,False,,Schloßstraße,residential,True,109.357,"LINESTRING (9.6500151 49.3009929, 9.6503726 49.3009949, 9.6506534 49.3009856, 9.6509008 49.3009507, 9.6512336 49.3009037, 9.6515065 49.3008774)",,,,,
38771579,False,,Grabenweg,residential,False,95.57300000000001,"LINESTRING (9.6500151 49.3009929, 9.6500022 49.3008221, 9.6499877 49.3007872, 9.6498777 49.3005876, 9.6498213 49.3004931, 9.6497968 49.3004563, 9.6496041 49.3001853)",,,,,
138960774,False,,Klingenweg,residential,False,81.864,"LINESTRING (9.6500151 49.3009929, 9.6500231 49.3010532, 9.6502725 49.3012477, 9.6507177 49.3015542)",,50,,,yes
"[725699514, 657069127]",False,,Criesbacher Straße,residential,False,79.94,"LINESTRING (9.6500151 49.3009929, 9.649381 49.3010377, 9.6489392 49.3011316)",,30,,,
40446308,False,,Jahnstraße,living_street,False,95.061,"LINESTRING (9.6489392 49.3011316, 9.6488985 49.3010474, 9.6488217 49.3008912, 9.648804 49.3008568, 9.6486904 49.3006534, 9.6486405 49.3005783, 9.6484627 49.3003367)",,,,,
725699514,False,,Criesbacher Straße,residential,False,78.365,"LINESTRING (9.6489392 49.3011316, 9.6486151 49.3012073, 9.6480372 49.3013543, 9.6479273 49.3013789)",,30,,,
"[725699514, 657069127]",False,,Criesbacher Straße,residential,True,79.94,"LINESTRING (9.6489392 49.3011316, 9.649381 49.3010377, 9.6500151 49.3009929)",,30,,,
170171202,False,,Alte Schloßgasse,residential,True,28.407,"LINESTRING (9.6534409 49.3025524, 9.6532649 49.3025566, 9.6530534 49.3025841)",,,,,
