osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,tunnel,width
8039829,2,St 2019;St 2020,Herzog-Georg-Straße,secondary,50,False,False,180.898,"LINESTRING (10.1542556 48.3075832, 10.1541776 48.3073664, 10.1540118 48.30691, 10.1538263 48.3063958, 10.1537996 48.306314, 10.1536842 48.3060014)",,,,
638168707,1,St 2019;St 2020,Herzog-Georg-Straße,secondary,50,True,False,27.789,"LINESTRING (10.1542556 48.3075832, 10.1544107 48.3077291, 10.1544819 48.3077823)",,,,
24597196,,,Schulstraße,tertiary,50,False,False,34.301,"LINESTRING (10.1614394 48.3001924, 10.1613647 48.3002093, 10.1610611 48.3003666)",,,,
210973442,,,Schulstraße,tertiary,50,False,False,31.951,"LINESTRING (10.1614394 48.3001924, 10.1613829 48.3003784, 10.1613592 48.3004747)",,,,
28158746,,,Schulstraße,tertiary,50,False,False,25.115000000000002,"LINESTRING (10.1613592 48.3004747, 10.1613245 48.3004625, 10.1612435 48.3004341, 10.1610611 48.3003666)",,,,
135406226,,,Diepold-Schwarz-Straße,residential,30,False,False,165.59,"LINESTRING (10.1613592 48.3004747, 10.1617638 48.3004684, 10.1618879 48.3004655, 10.162115 48.3004629, 10.1624999 48.3004569, 10.162807 48.3004522, 10.1630673 48.3004481, 10.1635972 48.3004399)",,,,
210973442,,,Schulstraße,tertiary,50,False,True,31.951,"LINESTRING (10.1613592 48.3004747, 10.1613829 48.3003784, 10.1614394 48.3001924)",,,,
321375832,,,Schulstraße,tertiary,50,False,True,104.178,"LINESTRING (10.1613592 48.3004747, 10.1613742 48.3006819, 10.1613844 48.3008225, 10.1613857 48.3008402, 10.1613962 48.3009849, 10.1614055 48.3011133, 10.1614068 48.3011315, 10.161415 48.3012455, 10.161427 48.3014105)",,,,
85161669,2,,Kaiser-Karl-Straße,residential,50,False,False,10.534,"LINESTRING (10.1599106 48.3065212, 10.1599069 48.3066159)",,,,
24770709,,,Kammerlanderstraße,residential,30,False,False,107.377,"LINESTRING (10.1599106 48.3065212, 10.1600604 48.3065037, 10.160106 48.3064794, 10.1601931 48.3064331, 10.1604408 48.3062766, 10.160756 48.3060775, 10.1608134 48.3060412, 10.1609785 48.305937, 10.1610123 48.3059156)",,,,
