osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,junction,width,access,tunnel,bridge
"[37571064, 35739226]",False,"['2', '1']",Hermannstraße,residential,30,False,101.957,"LINESTRING (6.9818592 51.574275, 6.9819744 51.5743431, 6.9822102 51.5744688, 6.9823766 51.5745644, 6.9824047 51.5745805, 6.9825243 51.5746467, 6.9826063 51.5746951, 6.9829456 51.5748951)",,,,,,
"[1123179820, 37571062]",False,"['2', '1']",Sandstraße,secondary,50,True,107.57600000000001,"LINESTRING (6.9818592 51.574275, 6.9820378 51.5740655, 6.9822776 51.5738182, 6.982518 51.5735681, 6.9826508 51.5734425)",L 615,,,,,
147446044,True,1,,secondary,50,False,12.465000000000002,"LINESTRING (6.9865993 51.5697025, 6.9865683 51.5697224, 6.986504 51.5697456, 6.986444 51.5697538)",,roundabout,,,,
"[324222547, 24026443]",True,"['2', '1']",Wilhelmstraße,secondary,50,False,217.931,"LINESTRING (6.9866444 51.5696006, 6.9867077 51.5696308, 6.9867836 51.5696484, 6.9868745 51.5696654, 6.9878092 51.5698454, 6.9879139 51.5698662, 6.9881911 51.5699031, 6.9890658 51.5700642, 6.9894534 51.5701182, 6.9896676 51.5701356)",L 615,,,,,
46742344,True,1,,secondary,50,False,12.05,"LINESTRING (6.9866444 51.5696006, 6.9866456 51.5696289, 6.9866373 51.5696568, 6.9866218 51.5696808, 6.9865993 51.5697025)",,roundabout,,,,
8453301,False,3,Friedrich-Ebert-Straße,residential,50,False,57.84199999999999,"LINESTRING (6.9899698 51.5721468, 6.9899693 51.5719813, 6.989959 51.5718556, 6.9899583 51.571723, 6.9899571 51.5716974, 6.9899564 51.5716268)",,,,,,
"[35445283, 24235797, 8453303]",False,2,"['Postallee', 'Friedrich-Ebert-Straße']",living_street,10,"[False, True]",246.253,"LINESTRING (6.9899698 51.5721468, 6.989942 51.5723274, 6.9899298 51.5723945, 6.9898233 51.5729704, 6.9897803 51.573203, 6.9897386 51.573257, 6.9896526 51.5733125, 6.9896213 51.5733775, 6.9895873 51.5734902, 6.9894131 51.5740672, 6.989396 51.5741238, 6.9893762 51.5743111)",,,,,,
"[872758348, 35445285]",False,,Lambertistraße,residential,30,True,137.29899999999998,"LINESTRING (6.9899698 51.5721468, 6.9908892 51.5722246, 6.9919353 51.5723261)",,,,,,
35445286,False,,Goethestraße,living_street,,True,53.995,"LINESTRING (6.9919353 51.5723261, 6.9917959 51.5728039)",,,,,,
35877048,False,,Goethestraße,residential,30,False,61.921,"LINESTRING (6.9919353 51.5723261, 6.9920844 51.571777)",,,,,,
"[872758348, 35445285]",False,,Lambertistraße,residential,30,False,137.29899999999998,"LINESTRING (6.9919353 51.5723261, 6.9908892 51.5722246, 6.9899698 51.5721468)",,,,,,
321127255,False,2,Rentforter Straße,residential,30,False,104.239,"LINESTRING (6.9869105 51.5739639, 6.9867712 51.5739959, 6.9865917 51.5740367, 6.9865151 51.5740534, 6.9864369 51.5740704, 6.9858577 51.5741995, 6.985492 51.5742826)",,,,,,
321127255,False,2,Rentforter Straße,residential,30,True,129.851,"LINESTRING (6.9869105 51.5739639, 6.9870496 51.5738775, 6.9884559 51.5733037)",,,,,,
24154293,False,,Wittringer Straße,residential,30,False,153.03,"LINESTRING (6.9811718 51.5690772, 6.9805099 51.5703905)",,,,,,
24154293,False,,Wittringer Straße,residential,30,True,80.582,"LINESTRING (6.9811718 51.5690772, 6.9815123 51.5683841)",,,,,,
"[35877050, 115788130, 35877051]",False,,Kortestraße,residential,30,"[False, True]",173.071,"LINESTRING (6.9811718 51.5690772, 6.9815114 51.5691487, 6.9816606 51.5692071, 6.9817183 51.5692313, 6.9821063 51.5694212, 6.9821106 51.5694232, 6.9824996 51.5696062, 6.9825107 51.5696115, 6.9825612 51.5696351, 6.9827016 51.5697008, 6.9827892 51.5697447, 6.9828416 51.5697697, 6.98319 51.5699434, 6.9832171 51.5699566)",,,,,,
"[24154299, 612770196]",False,,Jovyplatz,residential,30,True,162.10300000000004,"LINESTRING (6.9843895 51.5705519, 6.9847252 51.5702561, 6.9849228 51.5701485, 6.9851798 51.5700189, 6.9854991 51.5699161, 6.9855321 51.5698748, 6.9857094 51.5694912, 6.9857533 51.5694399)",,,,,,
24154302,False,,Jovyplatz,residential,30,False,36.027,"LINESTRING (6.9843895 51.5705519, 6.9843675 51.5705958, 6.9842732 51.5707831, 6.9842338 51.5708611)",,,,,,
35877050,False,,Kortestraße,residential,30,False,104.632,"LINESTRING (6.9843895 51.5705519, 6.9838508 51.5702742, 6.9835917 51.5701443, 6.9832171 51.5699566)",,,,,,
24154293,False,,Wittringer Straße,residential,30,False,80.582,"LINESTRING (6.9815123 51.5683841, 6.9811718 51.5690772)",,,,,,
24154293,False,,Wittringer Straße,residential,30,True,84.789,"LINESTRING (6.9815123 51.5683841, 6.9818793 51.5676565)",,,,,,
49911066,False,4,Bottroper Straße,residential,50,False,51.305,"LINESTRING (6.9835645 51.5720644, 6.9842662 51.572215)",,,,,,
178120471,False,2,Am Allhagen,residential,30,True,141.573,"LINESTRING (6.9835645 51.5720644, 6.9840146 51.571246, 6.9840313 51.5712167, 6.9842338 51.5708611)",,,,,,
325402896,False,2,Bottroper Straße,residential,50,False,191.62599999999998,"LINESTRING (6.9835645 51.5720644, 6.9828231 51.5719007, 6.9826702 51.5718669, 6.9824097 51.571809, 6.9822475 51.571773, 6.9821623 51.5717541, 6.9820559 51.5717304, 6.9815543 51.571619, 6.9809529 51.5714855)",,,,,,
"[23430035, 321021148]",False,2,Postallee,tertiary,50,False,141.165,"LINESTRING (6.9893352 51.574447, 6.9893248 51.5745483, 6.9892638 51.5746763, 6.9891746 51.5748318, 6.9891146 51.5749864, 6.9890689 51.5751224, 6.9889812 51.5753838, 6.9889062 51.5756072, 6.9888852 51.5756823)",,,,,,
44525301,True,1,,secondary,50,False,13.604,"LINESTRING (6.9893352 51.574447, 6.9892834 51.5744219, 6.9892628 51.5743832, 6.9892802 51.5743439)",,roundabout,,,,
24235352,True,1,Humboldtstraße,secondary,50,False,203.19799999999998,"LINESTRING (6.9894828 51.5743585, 6.9896485 51.5743558, 6.9900433 51.5744046, 6.9901421 51.5744175, 6.990824 51.5745036, 6.9910119 51.5745274, 6.9912197 51.5745563, 6.9915074 51.5745969, 6.9918897 51.57468, 6.9922064 51.5747213, 6.9923517 51.5747348)",,,,,,
432866845,True,1,,secondary,50,False,6.753,"LINESTRING (6.9894828 51.5743585, 6.9894883 51.5743886, 6.9894729 51.5744175)",,roundabout,,,,
473170252,True,1,,secondary,50,False,10.841,"LINESTRING (6.9894729 51.5744175, 6.9894364 51.5744408, 6.989387 51.5744514, 6.9893352 51.574447)",,roundabout,,,,
24026597,True,1,Barbarastraße,residential,30,False,172.752,"LINESTRING (6.9892802 51.5743439, 6.9891643 51.5742531, 6.989089 51.5742144, 6.988316 51.5741205, 6.9872829 51.5740057, 6.9869105 51.5739639)",,,8.6,,,
44525301,True,1,,secondary,50,False,7.819,"LINESTRING (6.9892802 51.5743439, 6.9893214 51.5743198, 6.9893762 51.5743111)",,roundabout,,,,
147446040,False,2,Schützenstraße,secondary,50,True,28.496,"LINESTRING (6.9865982 51.5683608, 6.9865662 51.5686163)",,,,,,
325402896,False,2,Bottroper Straße,residential,50,True,191.62600000000003,"LINESTRING (6.9809529 51.5714855, 6.9815543 51.571619, 6.9820559 51.5717304, 6.9821623 51.5717541, 6.9822475 51.571773, 6.9824097 51.571809, 6.9826702 51.5718669, 6.9828231 51.5719007, 6.9835645 51.5720644)",,,,,,
24154293,False,,Wittringer Straße,residential,30,False,84.789,"LINESTRING (6.9818793 51.5676565, 6.9815123 51.5683841)",,,,,,
"[386460354, 1104207635]",False,,Gildenstraße,tertiary,50,False,182.86899999999997,"LINESTRING (6.9818793 51.5676565, 6.9834986 51.5678982, 6.983812 51.5679326, 6.9840074 51.5679576, 6.9842158 51.5680006, 6.9844507 51.5680395)",K 39,,,,,
24154293,False,,Wittringer Straße,residential,30,True,153.03,"LINESTRING (6.9805099 51.5703905, 6.9811718 51.5690772)",,,,,,
26271330,False,2,Herderstraße,residential,30,False,30.163,"LINESTRING (6.9838656 51.5755397, 6.983691 51.5756361, 6.9836793 51.575762)",,,,,,
224541125,False,2,Hermannstraße,residential,30,False,95.848,"LINESTRING (6.9838656 51.5755397, 6.983377 51.5751793, 6.9829456 51.5748951)",,,,,,
224541125,False,2,Hermannstraße,residential,30,True,128.083,"LINESTRING (6.9838656 51.5755397, 6.9841367 51.575736, 6.9842396 51.5757938, 6.9843916 51.5758346, 6.9845873 51.5758752, 6.9849547 51.5759512, 6.9854663 51.5760574)",,,,,,
35445282,False,,Schillerstraße,residential,30,True,66.24300000000001,"LINESTRING (6.9924711 51.5746938, 6.9924968 51.5746118, 6.9926364 51.5741443, 6.9926472 51.5741082)",,,,,,
432866837,True,1,,secondary,50,False,15.693000000000001,"LINESTRING (6.9924711 51.5746938, 6.9925347 51.5746959, 6.9925856 51.5747085, 6.992636 51.5747357, 6.9926581 51.5747578)",,roundabout,,,,
"[1032579902, 35575718]",True,1,Humboldtstraße,secondary,50,False,202.26700000000002,"LINESTRING (6.9923133 51.5748257, 6.9921821 51.5747818, 6.9917805 51.5747095, 6.9914043 51.5746614, 6.9911984 51.5746351, 6.9905434 51.5745503, 6.9902803 51.5745111, 6.9900245 51.574459, 6.9896488 51.5744209, 6.9894729 51.5744175)",,,,,,
432866832,True,1,,secondary,50,False,10.77,"LINESTRING (6.9923133 51.5748257, 6.9923112 51.574798, 6.992321 51.5747662, 6.9923517 51.5747348)",,roundabout,,,,
44522997,True,1,,secondary,50,False,17.313,"LINESTRING (6.9926524 51.574862, 6.9926143 51.5748913, 6.9925639 51.574911, 6.9924955 51.5749199, 6.9924363 51.5749122)",,roundabout,,,,
31562505,False,,Steinstraße,residential,50,True,9.411,"LINESTRING (6.9908302 51.567476, 6.9908455 51.5675601)",,,,,,
51074110,False,,Friedrichstraße,residential,30,True,90.283,"LINESTRING (6.9933899 51.5717483, 6.9932379 51.5717499, 6.9928753 51.5717584, 6.9920844 51.571777)",,,,,,
38043196,False,2,Goethestraße,residential,30,False,11.908,"LINESTRING (6.9916019 51.5701798, 6.9916264 51.5702858)",,,,,,
38043196,False,2,Goethestraße,residential,30,True,152.286,"LINESTRING (6.9916019 51.5701798, 6.9915783 51.570084, 6.991565 51.5700354, 6.9914002 51.5694322, 6.9913379 51.569236, 6.9912216 51.5688309)",,,,,,
322575893,True,2,Wilhelmstraße,secondary,50,False,100.13399999999999,"LINESTRING (6.9916019 51.5701798, 6.9918452 51.5701996, 6.9924367 51.5702845, 6.9926439 51.5703166, 6.9930154 51.5703741)",L 615,,,,,
35877048,False,,Goethestraße,residential,30,True,61.921,"LINESTRING (6.9920844 51.571777, 6.9919353 51.5723261)",,,,,,
34287069,False,,Friedrichstraße,residential,30,True,148.04500000000002,"LINESTRING (6.9920844 51.571777, 6.9916099 51.5717343, 6.9911532 51.5717054, 6.9910379 51.5716979, 6.9903577 51.5716572, 6.9901886 51.5716438, 6.9901017 51.5716357, 6.9899564 51.5716268)",,,,,,
51074110,False,,Friedrichstraße,residential,30,False,90.283,"LINESTRING (6.9920844 51.571777, 6.9928753 51.5717584, 6.9932379 51.5717499, 6.9933899 51.5717483)",,,,,,
51074111,False,,Goethestraße,residential,30,False,132.834,"LINESTRING (6.9920844 51.571777, 6.9919675 51.5713799, 6.9919199 51.5712225, 6.991876 51.5710762, 6.9918426 51.5709707, 6.9917392 51.5706454, 6.9917258 51.5706034)",,,,,,
34287069,False,,Friedrichstraße,residential,30,False,133.92000000000002,"LINESTRING (6.9880335 51.5715072, 6.9881958 51.5715411, 6.9882497 51.571546, 6.9883969 51.5715573, 6.9886739 51.571569, 6.9889534 51.5715815, 6.9894002 51.5716006, 6.9897482 51.5716139, 6.9898278 51.5716167, 6.9899564 51.5716268)",,,,,,
"[651973832, 34286990]",False,,Friedrichstraße,living_street,,True,62.104,"LINESTRING (6.9865384 51.5712706, 6.98648 51.5712637, 6.9863383 51.5713132, 6.9857691 51.571205, 6.985694 51.5711855)",,,,,,
"[35335304, 842820123]",False,,Uhlandstraße,residential,30,False,227.551,"LINESTRING (6.9912216 51.5688309, 6.9913243 51.5688344, 6.9920735 51.5688734, 6.99433 51.5690023, 6.9943635 51.5690043, 6.9944969 51.5690262)",K 39,,,,,
35335304,False,,Uhlandstraße,residential,30,True,50.189,"LINESTRING (6.9912216 51.5688309, 6.9911054 51.5688259, 6.9907506 51.5687982, 6.9904991 51.5687874)",K 39,,,,,
38043196,False,2,Goethestraße,residential,30,False,152.28599999999997,"LINESTRING (6.9912216 51.5688309, 6.9913379 51.569236, 6.9914002 51.5694322, 6.991565 51.5700354, 6.9915783 51.570084, 6.9916019 51.5701798)",,,,,,
38043196,False,2,Goethestraße,residential,30,True,103.095,"LINESTRING (6.9912216 51.5688309, 6.9910984 51.5684142, 6.9909513 51.5679191)",,,,,,
147446040,False,2,Schützenstraße,secondary,50,False,28.496,"LINESTRING (6.9865662 51.5686163, 6.9865982 51.5683608)",,,,,,
35335304,False,,Uhlandstraße,residential,30,False,107.273,"LINESTRING (6.9865662 51.5686163, 6.9866955 51.5686221, 6.9870847 51.5686397, 6.9875818 51.5686621, 6.9881142 51.5686861)",K 39,,,,,
147446040,False,2,Schützenstraße,secondary,50,True,96.74499999999999,"LINESTRING (6.9865662 51.5686163, 6.9865343 51.5689308, 6.9865051 51.5691247, 6.9864783 51.569258, 6.9864546 51.5694085, 6.9864454 51.5694829)",,,,,,
324222484,False,3,Friedrich-Ebert-Straße,residential,50,False,11.055,"LINESTRING (6.9896707 51.570235, 6.9896676 51.5701356)",,,,,,
"[324222545, 224541124]",True,"['2', '1']",Wilhelmstraße,secondary,50,False,221.27400000000003,"LINESTRING (6.9896707 51.570235, 6.989428 51.5702183, 6.9890524 51.5701743, 6.9884827 51.570082, 6.9881717 51.570003, 6.9880711 51.5699718, 6.9879567 51.5699453, 6.9876503 51.5698783, 6.9869182 51.5697425, 6.9867534 51.5697119, 6.9866724 51.5697039, 6.9865993 51.5697025)",L 615,,,,,
"[324222482, 324222484]",False,3,Friedrich-Ebert-Straße,residential,50,"[False, True]",156.097,"LINESTRING (6.9896707 51.570235, 6.9896864 51.5703398, 6.9898811 51.5711132, 6.9899383 51.571487, 6.9899456 51.5715386, 6.9899564 51.5716268)",,,,,,
38043196,False,2,Goethestraße,residential,30,True,11.908,"LINESTRING (6.9916264 51.5702858, 6.9916019 51.5701798)",,,,,,
322575894,True,2,Wilhelmstraße,secondary,50,False,135.31,"LINESTRING (6.9916264 51.5702858, 6.991446 51.5702753, 6.9899374 51.5702452, 6.9896707 51.570235)",L 615,,,,,
45265037,False,2,Horster Straße,secondary,50,True,12.297,"LINESTRING (6.9940054 51.5706453, 6.9940478 51.5705379)",L 615,,,,,
"[322575890, 35445278]",True,2,Wilhelmstraße,secondary,50,False,169.233,"LINESTRING (6.9940054 51.5706453, 6.9937657 51.5706051, 6.9932454 51.5705283, 6.9930939 51.5705099, 6.9924105 51.570405, 6.9918526 51.5703174, 6.9916264 51.5702858)",L 615,,,,,
35445282,False,,Schillerstraße,residential,30,False,66.243,"LINESTRING (6.9926472 51.5741082, 6.9926364 51.5741443, 6.9924968 51.5746118, 6.9924711 51.5746938)",,,,,,
"[188473739, 25962670]",False,,Bottroper Straße,residential,50,False,79.751,"LINESTRING (6.9878965 51.5729966, 6.9877906 51.572976, 6.9877449 51.5729658, 6.987538 51.5729196, 6.9873752 51.5728832, 6.9871408 51.5728323, 6.9868093 51.5727564)",,,,,,
321127255,False,2,Rentforter Straße,residential,30,False,129.851,"LINESTRING (6.9884559 51.5733037, 6.9870496 51.5738775, 6.9869105 51.5739639)",,,,,,
35555777,False,,Van-Suntum-Weg,living_street,,False,87.851,"LINESTRING (6.9868093 51.5727564, 6.9865159 51.5732471, 6.9861899 51.5733252, 6.9861841 51.5733745)",,,,,,
188473739,False,,Bottroper Straße,residential,50,False,185.787,"LINESTRING (6.9868093 51.5727564, 6.9858176 51.5725534, 6.9842662 51.572215)",,,,,,
"[188473739, 25962670]",False,,Bottroper Straße,residential,50,True,79.75099999999999,"LINESTRING (6.9868093 51.5727564, 6.9871408 51.5728323, 6.9873752 51.5728832, 6.987538 51.5729196, 6.9877449 51.5729658, 6.9877906 51.572976, 6.9878965 51.5729966)",,,,,,
35555775,False,,Van-Suntum-Weg,living_street,,False,30.566,"LINESTRING (6.9861841 51.5733745, 6.9857478 51.5733294)",,,,,,
35555777,False,,Van-Suntum-Weg,living_street,,False,39.635,"LINESTRING (6.9861841 51.5733745, 6.9861258 51.5737291)",,,,,,
35555777,False,,Van-Suntum-Weg,living_street,,True,87.851,"LINESTRING (6.9861841 51.5733745, 6.9861899 51.5733252, 6.9865159 51.5732471, 6.9868093 51.5727564)",,,,,,
35555777,False,,Van-Suntum-Weg,living_street,,True,39.635,"LINESTRING (6.9861258 51.5737291, 6.9861841 51.5733745)",,,,,,
35555775,False,,Van-Suntum-Weg,living_street,,True,30.566,"LINESTRING (6.9857478 51.5733294, 6.9861841 51.5733745)",,,,,,
35877049,True,,Goethestraße,residential,,False,35.981,"LINESTRING (6.9917258 51.5706034, 6.9916729 51.5704471, 6.991658 51.5703954, 6.9916264 51.5702858)",,,,,,
51074111,False,,Goethestraße,residential,30,True,132.834,"LINESTRING (6.9917258 51.5706034, 6.9917392 51.5706454, 6.9918426 51.5709707, 6.991876 51.5710762, 6.9919199 51.5712225, 6.9919675 51.5713799, 6.9920844 51.571777)",,,,,,
45265037,False,2,Horster Straße,secondary,50,False,12.297,"LINESTRING (6.9940478 51.5705379, 6.9940054 51.5706453)",L 615,,,,,
"[653149625, 26267233, 322575879]",False,"['2', '3']",Horster Straße,secondary,50,True,170.95100000000002,"LINESTRING (6.9940478 51.5705379, 6.994073 51.570447, 6.9941985 51.5700714, 6.9942489 51.5699002, 6.9942718 51.5698224, 6.9944582 51.5691588, 6.9944969 51.5690262)",L 615,,,,,
35445286,False,,Goethestraße,living_street,,False,17.77,"LINESTRING (6.9917533 51.5729615, 6.9917959 51.5728039)",,,,,,
35739224,False,2,Obere Goethestraße,residential,30,True,118.113,"LINESTRING (6.9907981 51.5760039, 6.9911056 51.5751143, 6.9910451 51.5749667)",,,,,,
237940908,False,2,Mittelstraße,residential,30,True,136.948,"LINESTRING (6.9907981 51.5760039, 6.9899352 51.5758606, 6.9895967 51.5757996, 6.989041 51.575708, 6.9888852 51.5756823)",,,,,,
"[37571064, 35739226]",False,"['2', '1']",Hermannstraße,residential,30,True,101.957,"LINESTRING (6.9829456 51.5748951, 6.9826063 51.5746951, 6.9825243 51.5746467, 6.9824047 51.5745805, 6.9823766 51.5745644, 6.9822102 51.5744688, 6.9819744 51.5743431, 6.9818592 51.574275)",,,,,,
224541121,False,2,Rentforter Straße,residential,30,True,82.46199999999999,"LINESTRING (6.9829456 51.5748951, 6.9830439 51.5748668, 6.9840556 51.5746233)",,,,,,
224541123,False,2,Rentforter Straße,residential,30,False,118.735,"LINESTRING (6.9829456 51.5748951, 6.9828466 51.5749229, 6.9825643 51.5749663, 6.9821191 51.5750021, 6.9814524 51.5749922, 6.98127 51.574937)",,,,,,
224541125,False,2,Hermannstraße,residential,30,True,95.848,"LINESTRING (6.9829456 51.5748951, 6.983377 51.5751793, 6.9838656 51.5755397)",,,,,,
35739235,False,1,Querstraße,residential,30,False,110.274,"LINESTRING (6.9858974 51.5751079, 6.9857064 51.5753847, 6.9856677 51.5754631, 6.9855619 51.5758624, 6.9854663 51.5760574)",,,,,,
171812070,False,2,Mittelstraße,residential,30,False,216.415,"LINESTRING (6.9858974 51.5751079, 6.9862766 51.5752066, 6.9869696 51.5753617, 6.9876249 51.5754778, 6.9881469 51.5755636, 6.9886222 51.5756394, 6.9888852 51.5756823)",,,,,,
171812070,False,2,Mittelstraße,residential,30,True,138.22,"LINESTRING (6.9858974 51.5751079, 6.9856396 51.5750394, 6.9855597 51.5750182, 6.9849816 51.5748632, 6.9841928 51.5746588, 6.9840556 51.5746233)",,,,,,
35739235,False,1,Querstraße,residential,30,True,110.274,"LINESTRING (6.9854663 51.5760574, 6.9855619 51.5758624, 6.9856677 51.5754631, 6.9857064 51.5753847, 6.9858974 51.5751079)",,,,,,
224541125,False,2,Hermannstraße,residential,30,False,128.08300000000003,"LINESTRING (6.9854663 51.5760574, 6.9849547 51.5759512, 6.9845873 51.5758752, 6.9843916 51.5758346, 6.9842396 51.5757938, 6.9841367 51.575736, 6.9838656 51.5755397)",,,,,,
26271330,False,2,Herderstraße,residential,30,True,30.163,"LINESTRING (6.9836793 51.575762, 6.983691 51.5756361, 6.9838656 51.5755397)",,,,,,
"[1029071138, 35739228, 35739229]",False,1,Paßmannstraße,"['residential', 'living_street']",30,False,246.62699999999998,"LINESTRING (6.9836793 51.575762, 6.9815915 51.5757409, 6.9810096 51.5757045, 6.980856 51.5757024, 6.9808482 51.5755385, 6.9808448 51.575439, 6.9811631 51.5754364)",,,,yes,,
35335304,False,,Uhlandstraße,residential,30,False,104.939,"LINESTRING (6.9889843 51.5687233, 6.9893083 51.568737, 6.9904991 51.5687874)",K 39,,,,,
35335304,False,,Uhlandstraße,residential,30,True,60.28,"LINESTRING (6.9889843 51.5687233, 6.9888822 51.5687189, 6.9881142 51.5686861)",K 39,,,,,
38043194,True,,Uhlandstraße,living_street,,False,131.566,"LINESTRING (6.9889843 51.5687233, 6.9890175 51.5684817, 6.9890233 51.5684648, 6.9890417 51.5684488, 6.989081 51.5684386, 6.9891214 51.5684345, 6.9902113 51.5684904, 6.9904082 51.5684981, 6.9904874 51.5685029)",,,,,,
35335304,False,,Uhlandstraße,residential,30,False,50.18899999999999,"LINESTRING (6.9904991 51.5687874, 6.9907506 51.5687982, 6.9911054 51.5688259, 6.9912216 51.5688309)",K 39,,,,,
35335304,False,,Uhlandstraße,residential,30,True,104.939,"LINESTRING (6.9904991 51.5687874, 6.9893083 51.568737, 6.9889843 51.5687233)",K 39,,,,,
38043195,True,,,trunk_link,,False,49.608000000000004,"LINESTRING (6.9915427 51.5678614, 6.9912211 51.5677845, 6.9911017 51.5677975, 6.9910195 51.5678384, 6.9909513 51.5679191)",,,,,,
"[38043201, 147445967]",True,2,,trunk,70,False,58.697,"LINESTRING (6.9915427 51.5678614, 6.9912477 51.5677368, 6.9910807 51.5676662, 6.9908455 51.5675601)",B 224,,,,,
38043196,False,2,Goethestraße,residential,30,False,103.095,"LINESTRING (6.9909513 51.5679191, 6.9910984 51.5684142, 6.9912216 51.5688309)",,,,,,
38043196,False,2,Goethestraße,residential,30,True,40.585,"LINESTRING (6.9909513 51.5679191, 6.9908835 51.5676963, 6.9908455 51.5675601)",,,,,,
31562505,False,,Steinstraße,residential,50,False,9.411,"LINESTRING (6.9908455 51.5675601, 6.9908302 51.567476)",,,,,,
38043196,False,2,Goethestraße,residential,30,False,40.585,"LINESTRING (6.9908455 51.5675601, 6.9908835 51.5676963, 6.9909513 51.5679191)",,,,,,
35335304,False,,Uhlandstraße,residential,30,False,60.28,"LINESTRING (6.9881142 51.5686861, 6.9888822 51.5687189, 6.9889843 51.5687233)",K 39,,,,,
35335304,False,,Uhlandstraße,residential,30,True,107.273,"LINESTRING (6.9881142 51.5686861, 6.9875818 51.5686621, 6.9870847 51.5686397, 6.9866955 51.5686221, 6.9865662 51.5686163)",K 39,,,,,
