osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,width
34611608,Silberweg,residential,False,True,49.411,,,"LINESTRING (12.0535975 49.8361393, 12.0534292 49.8357084)",
35671493,Tirschenreuther Straße,secondary,False,True,268.41299999999995,St 2181,50,"LINESTRING (12.0535975 49.8361393, 12.0530568 49.8363092, 12.0526441 49.8364389, 12.0521862 49.8365648, 12.0519274 49.8366359, 12.0516148 49.8366907, 12.05121 49.8367342, 12.0508559 49.8367645, 12.0503728 49.8367931, 12.0502384 49.8368138, 12.0501437 49.8368458, 12.0500744 49.8368732)",
147995363,Windischkapellenstraße,residential,False,False,64.571,,,"LINESTRING (12.0535975 49.8361393, 12.0536685 49.8362568, 12.0536631 49.8363372, 12.0535893 49.8364668, 12.0534741 49.8366395, 12.0534345 49.8366802)",
35671494,Marktplatz,secondary,False,True,44.712,St 2181,50,"LINESTRING (12.048349 49.8382205, 12.0480037 49.8385553)",
150639489,Unterer Markt,secondary,False,False,5.353,St 2181,50,"LINESTRING (12.048349 49.8382205, 12.0483938 49.838182)",
150639397,Bräugasse,residential,False,False,162.37800000000001,,50,"LINESTRING (12.048349 49.8382205, 12.0482012 49.8381677, 12.0481209 49.8381391, 12.0477586 49.8380318, 12.0473866 49.8379408, 12.0469664 49.8378563, 12.0462246 49.837731)",
150639404,Frühmeßgasse,residential,True,False,54.458,,,"LINESTRING (12.0462246 49.837731, 12.0462573 49.8372417)",
102949103,Bräugasse,residential,False,False,91.872,,50,"LINESTRING (12.0462246 49.837731, 12.0455999 49.8376588, 12.0449548 49.8376324)",
"[147986399, 126715567]",Frühmeßgasse,residential,False,True,211.21,,,"LINESTRING (12.0462246 49.837731, 12.0461658 49.8379766, 12.0461197 49.8381654, 12.0460119 49.8384626, 12.0459855 49.8385355, 12.0457958 49.8388984, 12.0456574 49.8390905, 12.0454638 49.8394366, 12.0453719 49.8395375)",
150639397,Bräugasse,residential,False,True,162.378,,50,"LINESTRING (12.0462246 49.837731, 12.0469664 49.8378563, 12.0473866 49.8379408, 12.0477586 49.8380318, 12.0481209 49.8381391, 12.0482012 49.8381677, 12.048349 49.8382205)",
35671511,Wasserwerkweg,unclassified,False,True,64.072,,20,"LINESTRING (12.0422648 49.8375851, 12.0420101 49.8381374)",
102949103,Bräugasse,residential,False,True,75.723,,50,"LINESTRING (12.0422648 49.8375851, 12.042656 49.8376296, 12.0431462 49.8376273, 12.0433145 49.8376315)",
27326607,Jahnstraße,residential,False,False,70.453,,,"LINESTRING (12.0462573 49.8372417, 12.0464154 49.8372322, 12.0465576 49.8372086, 12.04721 49.8370925)",
27326607,Jahnstraße,residential,False,True,124.40699999999998,,,"LINESTRING (12.0462573 49.8372417, 12.0456713 49.8372295, 12.0453851 49.837229, 12.0452435 49.8372417, 12.0451234 49.8372861, 12.045047 49.8373362, 12.0450073 49.8373968, 12.0449811 49.8374645, 12.0449548 49.8376324)",
162817860,Frühmeßgasse,residential,False,False,52.900999999999996,,30,"LINESTRING (12.0462573 49.8372417, 12.0462608 49.836964, 12.0462492 49.8367661)",
27326607,Jahnstraße,residential,False,False,15.887,,,"LINESTRING (12.0498882 49.8367958, 12.0500744 49.8368732)",
27326607,Jahnstraße,residential,False,True,202.86200000000002,,,"LINESTRING (12.0498882 49.8367958, 12.0496756 49.8367069, 12.0495438 49.8366739, 12.0493678 49.8366699, 12.0492674 49.8366774, 12.0489514 49.8367294, 12.0486519 49.8367923, 12.0483693 49.8368519, 12.0475518 49.8370316, 12.04721 49.8370925)",
161733432,Färberstraße,residential,True,False,100.088,,,"LINESTRING (12.0498882 49.8367958, 12.0501144 49.8366253, 12.0502747 49.836149, 12.0503491 49.8359669)",
27326607,Jahnstraße,residential,False,True,15.887,,,"LINESTRING (12.0500744 49.8368732, 12.0498882 49.8367958)",
35671493,Tirschenreuther Straße,secondary,False,False,268.413,St 2181,50,"LINESTRING (12.0500744 49.8368732, 12.0501437 49.8368458, 12.0502384 49.8368138, 12.0503728 49.8367931, 12.0508559 49.8367645, 12.05121 49.8367342, 12.0516148 49.8366907, 12.0519274 49.8366359, 12.0521862 49.8365648, 12.0526441 49.8364389, 12.0530568 49.8363092, 12.0535975 49.8361393)",
150639489,Unterer Markt,secondary,False,True,54.488,St 2181,50,"LINESTRING (12.0500744 49.8368732, 12.0500125 49.8369019, 12.0499172 49.8369579, 12.0498284 49.8370256, 12.0495708 49.8372372)",
27326607,Jahnstraße,residential,False,False,124.40700000000001,,,"LINESTRING (12.0449548 49.8376324, 12.0449811 49.8374645, 12.0450073 49.8373968, 12.045047 49.8373362, 12.0451234 49.8372861, 12.0452435 49.8372417, 12.0453851 49.837229, 12.0456713 49.8372295, 12.0462573 49.8372417)",
102949103,Bräugasse,residential,False,False,117.68700000000001,,50,"LINESTRING (12.0449548 49.8376324, 12.0444651 49.8376247, 12.0440252 49.8376164, 12.0433145 49.8376315)",
102949103,Bräugasse,residential,False,True,91.872,,50,"LINESTRING (12.0449548 49.8376324, 12.0455999 49.8376588, 12.0462246 49.837731)",
35671513,Turngartenstraße,residential,False,True,121.801,,,"LINESTRING (12.0462492 49.8367661, 12.0445667 49.8366168)",
162817860,Frühmeßgasse,residential,False,False,14.001999999999999,,30,"LINESTRING (12.0462492 49.8367661, 12.0462432 49.8367067, 12.0462201 49.836642)",
162817860,Frühmeßgasse,residential,False,True,52.900999999999996,,30,"LINESTRING (12.0462492 49.8367661, 12.0462608 49.836964, 12.0462573 49.8372417)",
34611609,Karl-Günther-Straße,residential,False,False,316.986,,,"LINESTRING (12.0462201 49.836642, 12.0462765 49.836602, 12.046338 49.8364482, 12.0464287 49.8364176, 12.0480136 49.8362875, 12.0481818 49.8362608, 12.0494534 49.8360589, 12.0503491 49.8359669)",
"[147986421, 147986423]",Stadtbadstraße,residential,False,True,233.968,,30,"LINESTRING (12.0462201 49.836642, 12.0461339 49.8365311, 12.0460433 49.836457, 12.0458683 49.8363633, 12.0454029 49.8361784, 12.0450288 49.8360776, 12.0446833 49.8360057, 12.0442336 49.8359377, 12.0439988 49.8359022, 12.0438963 49.835885, 12.0434114 49.8358105, 12.0433397 49.8357995)",4
162817860,Frühmeßgasse,residential,False,True,14.001999999999999,,30,"LINESTRING (12.0462201 49.836642, 12.0462432 49.8367067, 12.0462492 49.8367661)",
34611608,Silberweg,residential,False,False,49.411,,,"LINESTRING (12.0534292 49.8357084, 12.0535975 49.8361393)",
34611609,Karl-Günther-Straße,residential,False,True,225.169,,,"LINESTRING (12.0534292 49.8357084, 12.0533039 49.8357038, 12.0524938 49.8358815, 12.0521377 49.8359297, 12.0518307 49.8359577, 12.0514234 49.8359717, 12.0510149 49.8359784, 12.0505258 49.8359552, 12.0503491 49.8359669)",
161732529,Silberweg,residential,False,True,64.321,,,"LINESTRING (12.0534292 49.8357084, 12.0534646 49.8355806, 12.0534897 49.8352755, 12.0535171 49.8351335)",
102949103,Bräugasse,residential,False,False,75.723,,50,"LINESTRING (12.0433145 49.8376315, 12.0431462 49.8376273, 12.042656 49.8376296, 12.0422648 49.8375851)",
102949103,Bräugasse,residential,False,True,117.68700000000001,,50,"LINESTRING (12.0433145 49.8376315, 12.0440252 49.8376164, 12.0444651 49.8376247, 12.0449548 49.8376324)",
147986395,Altenstädter Straße,residential,False,False,52.120000000000005,,,"LINESTRING (12.0433145 49.8376315, 12.0433117 49.8377361, 12.0432251 49.8380959)",
35671495,Kaiserberg,secondary,False,False,85.356,St 2181,50,"LINESTRING (12.0467443 49.8405206, 12.047125 49.8397933)",
147986398,Bahnhofstraße,secondary,False,True,40.048,St 2181,50,"LINESTRING (12.0467443 49.8405206, 12.0466397 49.8407543, 12.0466136 49.84087)",
