osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,ref,bridge,junction,width
"[4521057, 1236452679]",Jederitzer Straße,residential,30,False,False,117.823,3,"LINESTRING (12.3329421 52.6087218, 12.3328319 52.6085562, 12.3327403 52.6084112, 12.3326278 52.6082201, 12.332395 52.6078249, 12.3323402 52.6077274)",,,,
4521057,Jederitzer Straße,residential,30,False,True,133.19899999999998,,"LINESTRING (12.3329421 52.6087218, 12.332994 52.6088517, 12.3330184 52.608922, 12.3333604 52.6098924)",,,,
4586995,Große Burgstraße,residential,30,False,True,102.06899999999999,,"LINESTRING (12.3329421 52.6087218, 12.3328051 52.6087504, 12.3318207 52.6089399, 12.3317817 52.6089464, 12.3315012 52.6089991)",,,,
152748647,Baustraße,residential,30,False,True,70.827,,"LINESTRING (12.3329421 52.6087218, 12.3330526 52.6086927, 12.33346 52.6086067, 12.3338173 52.6085143, 12.3339169 52.6084877)",,,,
1236452678,Steinstraße,secondary,50,False,True,17.505,4,"LINESTRING (12.3323402 52.6077274, 12.3325874 52.60768)",,,,
1236452677,Steinstraße,secondary,50,False,False,40.081,3,"LINESTRING (12.3323402 52.6077274, 12.3319818 52.6077906, 12.3317733 52.6078339)",,,,
"[4521057, 1236452679]",Jederitzer Straße,residential,30,False,True,117.823,3,"LINESTRING (12.3323402 52.6077274, 12.332395 52.6078249, 12.3326278 52.6082201, 12.3327403 52.6084112, 12.3328319 52.6085562, 12.3329421 52.6087218)",,,,
4623460,Forststraße,residential,30,False,False,89.855,,"LINESTRING (12.3429345 52.6062658, 12.3429899 52.606255, 12.3431258 52.6062333, 12.3433406 52.606195, 12.344134 52.6060803, 12.3442246 52.606069)",,,,
"[688584886, 70417375]",Goethestraße,residential,30,False,False,91.943,,"LINESTRING (12.3429345 52.6062658, 12.3428865 52.6061904, 12.342518 52.6055648, 12.3424708 52.6054884)",,,,
"[1001947571, 1028430291]",Goethestraße,residential,30,False,True,157.261,,"LINESTRING (12.3429345 52.6062658, 12.3429454 52.6062848, 12.343072 52.6064726, 12.3431838 52.6065964, 12.3438599 52.6074276, 12.3439504 52.6075376)",,,,
1153472750,Jederitzer Straße,residential,30,False,False,22.271,,"LINESTRING (12.3334357 52.6100874, 12.3333604 52.6098924)",,,,
1153472750,Jederitzer Straße,residential,30,False,True,16.833,,"LINESTRING (12.3334357 52.6100874, 12.3334769 52.6102367)",,,,
4565477,Am Schleusenkanal,residential,30,False,True,100.742,,"LINESTRING (12.3334357 52.6100874, 12.3335027 52.6100817, 12.3339049 52.6100423, 12.3341862 52.6099687, 12.334439 52.6098706, 12.334777 52.609729)",,,,
"[764380362, 4534573]",Bergstraße,residential,30,False,"[False, True]",121.391,,"LINESTRING (12.3371776 52.6045386, 12.33685 52.604613, 12.3367837 52.6046275, 12.3355888 52.6048927, 12.3354896 52.6049139)",,,,
4544111,Bergstraße,residential,50,False,False,129.715,,"LINESTRING (12.3371776 52.6045386, 12.3379772 52.6043619, 12.3389833 52.6041408)",,,,
"[28606986, 70417389]",Brandenburger Straße,primary,50,False,True,134.389,2,"LINESTRING (12.3371776 52.6045386, 12.3368833 52.6040319, 12.3367906 52.6038159, 12.3367515 52.603738, 12.3366746 52.6036075, 12.3366395 52.603531, 12.3365874 52.6033858)",B 102,,,
"[309759701, 52466908, 55344293]",Brandenburger Straße,primary,50,False,False,205.359,"['2', '1']","LINESTRING (12.3371776 52.6045386, 12.3376025 52.6052782, 12.3379989 52.6059872, 12.3381318 52.6062012, 12.3381791 52.6062823)",B 102,,,
"[904470485, 237201575]",Bergstraße,"['residential', 'living_street']",30,False,False,205.251,,"LINESTRING (12.3354896 52.6049139, 12.3353818 52.6049362, 12.3352982 52.6049533, 12.3345945 52.6051089, 12.3342773 52.6051771, 12.3339854 52.6052399, 12.333305 52.6053849, 12.3331982 52.6054329, 12.3328667 52.6057281)",,,,
688582799,Schleusenstraße,residential,30,False,True,144.061,,"LINESTRING (12.3354896 52.6049139, 12.3355998 52.6051085, 12.3361065 52.6059479, 12.336217 52.6061318)",,,,
"[764380362, 4534573]",Bergstraße,residential,30,False,"[False, True]",121.391,,"LINESTRING (12.3354896 52.6049139, 12.3355888 52.6048927, 12.3367837 52.6046275, 12.33685 52.604613, 12.3371776 52.6045386)",,,,
"[688582800, 4534572, 1088879805]",Schleusenstraße,residential,30,False,False,71.722,,"LINESTRING (12.3365661 52.6067408, 12.3365312 52.6066829, 12.3364636 52.6065468, 12.336217 52.6061318)",,,,
"[4532257, 53799172, 4551765]","['Steinstraße', 'Berliner Straße']",secondary,50,False,False,87.45300000000002,2,"LINESTRING (12.3365661 52.6067408, 12.336351 52.6067923, 12.3359518 52.6069097, 12.3356835 52.6069959, 12.335483 52.607058, 12.3353996 52.6070812)",,yes,,
"[4551764, 1052740503]",Berliner Straße,secondary,50,False,True,109.34,,"LINESTRING (12.3365661 52.6067408, 12.3378373 52.6064649, 12.3379406 52.6064427, 12.3380899 52.6064083)",,,,
4623460,Forststraße,residential,30,False,True,89.855,,"LINESTRING (12.3442246 52.606069, 12.344134 52.6060803, 12.3433406 52.606195, 12.3431258 52.6062333, 12.3429899 52.606255, 12.3429345 52.6062658)",,,,
52075083,Steinstraße,secondary,50,False,False,55.995999999999995,3,"LINESTRING (12.3333788 52.6075297, 12.3328972 52.6076239, 12.3325874 52.60768)",,,,
259271574,Steinstraße,secondary,50,False,True,145.316,2,"LINESTRING (12.3333788 52.6075297, 12.3335725 52.6074853, 12.3336821 52.6074579, 12.3341537 52.6073484, 12.3347943 52.6072036, 12.3352912 52.6071051, 12.3353996 52.6070812)",,,,
"[25806859, 155297878]",Mühlenstraße,residential,30,False,False,47.435,,"LINESTRING (12.3317733 52.6078339, 12.3317227 52.6077576, 12.3316238 52.6076469, 12.33159 52.6076096, 12.3314491 52.607456)",,,,
1236452677,Steinstraße,secondary,50,False,True,40.081,3,"LINESTRING (12.3317733 52.6078339, 12.3319818 52.6077906, 12.3323402 52.6077274)",,,,
4544308,Kleine Hagenstraße,residential,30,False,True,116.96,,"LINESTRING (12.3426696 52.610658, 12.3422854 52.6106806, 12.3411374 52.6107522, 12.3409456 52.6107594)",,,,
4606767,Mittelstraße,residential,30,False,True,135.895,,"LINESTRING (12.3426696 52.610658, 12.3426173 52.6103112, 12.3425698 52.6101449, 12.3425562 52.6100973, 12.3423028 52.6094588)",,,,
55320418,Kleine Hagenstraße,residential,30,False,False,62.548,,"LINESTRING (12.3426696 52.610658, 12.3433568 52.6106171, 12.3435916 52.6106036)",,,,
4544111,Bergstraße,residential,50,False,True,129.715,,"LINESTRING (12.3389833 52.6041408, 12.3379772 52.6043619, 12.3371776 52.6045386)",,,,
27808835,Wilhelm-Külz-Straße,residential,50,False,False,83.94300000000001,,"LINESTRING (12.3389833 52.6041408, 12.3389503 52.6040879, 12.3386325 52.6035545, 12.3385838 52.6034838, 12.3385305 52.60344)",,,,
"[54684370, 54684371, 27825998]",Wilhelm-Külz-Straße,residential,50,False,False,206.411,,"LINESTRING (12.3389833 52.6041408, 12.3390739 52.6042897, 12.339466 52.6049465, 12.3396315 52.6052236, 12.3397111 52.6053568, 12.3398254 52.6055428, 12.3398981 52.6056696, 12.3399773 52.6057692, 12.3400169 52.6058029, 12.3400871 52.6058678)",,,,
1236452678,Steinstraße,secondary,50,False,False,17.505,4,"LINESTRING (12.3325874 52.60768, 12.3323402 52.6077274)",,,,
34081111,Freier Hof,residential,,False,False,87.38,,"LINESTRING (12.3325874 52.60768, 12.332548 52.607612, 12.3325009 52.6075433, 12.3324788 52.6074926, 12.332717 52.6073228, 12.3328508 52.6071842, 12.3330014 52.6070028)",,,,
