osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,width
21389734,Ulmenstraße,residential,30,False,True,144.224,"LINESTRING (9.4857317 51.3116126, 9.4857407 51.311703, 9.4857662 51.3126649, 9.4857727 51.3129093)",,,
24530360,Brüder-Grimm-Platz,residential,30,False,False,26.676000000000002,"LINESTRING (9.4897909 51.3112885, 9.4897849 51.3112354, 9.4897637 51.3110492)",,,
313935875,Wilhelmshöher Allee,secondary,50,True,False,51.979,"LINESTRING (9.4897909 51.3112885, 9.4901779 51.3112705, 9.4903556 51.3112779, 9.4905322 51.3113045)",2,K 32,
22516021,Friedrichsstraße,tertiary,50,True,False,30.516,"LINESTRING (9.4907745 51.3113937, 9.4908955 51.3114211, 9.4909784 51.3114351, 9.4910593 51.3114317, 9.4911919 51.3113976)",1,,
243722587,Wilhelmshöher Allee,secondary,50,True,False,21.314,"LINESTRING (9.4907745 51.3113937, 9.4908451 51.3114365, 9.4909912 51.3115293)",1,K 32,
243722556,Fünffensterstraße,secondary,50,True,False,8.192,"LINESTRING (9.4914725 51.3119269, 9.4914814 51.3119211, 9.4914954 51.311912, 9.4915247 51.311893, 9.4915542 51.3118738)",2,L 3420,
402054106,Obere Königsstraße,secondary,50,True,False,55.29,"LINESTRING (9.4914725 51.3119269, 9.4914236 51.3118972, 9.4913882 51.3118757, 9.4909023 51.3115802)",2,K 32,
23712771,Wolfsschlucht,residential,20,False,False,146.37199999999999,"LINESTRING (9.4963934 51.3160889, 9.4962362 51.3159434, 9.4960145 51.3158542, 9.4957663 51.3157419, 9.4953904 51.3155795, 9.4950712 51.3154115, 9.4948014 51.3152435)",,,
"[38027011, 338489528, 1219396921, 574230362, 574230363]",Mauerstraße,residential,20,False,False,179.582,"LINESTRING (9.4963934 51.3160889, 9.4965563 51.3162372, 9.496778 51.3164043, 9.4969145 51.3165025, 9.4971024 51.3166375, 9.4972576 51.316751, 9.4974063 51.31687, 9.4974761 51.3169349, 9.4977364 51.3172725, 9.4978437 51.3174131)",,,
"[41442952, 203599239]",Kölnische Straße,residential,20,False,True,46.635,"LINESTRING (9.4963934 51.3160889, 9.4959794 51.3161588, 9.4957406 51.316184)",,,
4352981,Obere Königsstraße,secondary,50,True,False,17.381999999999998,"LINESTRING (9.4916508 51.3120365, 9.4916176 51.3120161, 9.491576 51.3119905, 9.4915592 51.3119802, 9.4915414 51.3119693, 9.4914859 51.3119352, 9.4914725 51.3119269)",2,K 32,
59104287,Fünffensterstraße,secondary,50,True,False,95.51599999999999,"LINESTRING (9.4916508 51.3120365, 9.4916227 51.3120546, 9.4915071 51.3121302, 9.490829 51.3125615, 9.4907321 51.3126214, 9.490684 51.3126467)",2,L 3420,
27192347,Neue Fahrt,residential,20,False,False,236.17,"LINESTRING (9.490684 51.3126467, 9.4907171 51.3126574, 9.4907765 51.3126918, 9.4908087 51.3127106, 9.4909836 51.3128122, 9.4912876 51.3129888, 9.4916303 51.3131879, 9.4920854 51.3134666, 9.492662 51.3138122, 9.4930071 51.314177)",,,
243722558,Fünffensterstraße,secondary,50,True,False,63.563,"LINESTRING (9.490684 51.3126467, 9.4902218 51.3129356, 9.4900539 51.3130604)",2,L 3420,
128163985,Werner-Hilpert-Straße,secondary,50,False,False,53.675,"LINESTRING (9.493265 51.3184586, 9.4933458 51.318475, 9.493617 51.31853, 9.4938464 51.3185765, 9.4939047 51.3185883, 9.4939992 51.3186084)",4,K 17,
221378786,Werner-Hilpert-Straße,secondary,50,False,True,42.079,"LINESTRING (9.493265 51.3184586, 9.4928812 51.3183722, 9.4926942 51.3183324)",5,K 17,
245545888,Rainer-Dierichs-Platz,residential,30,True,False,12.256,"LINESTRING (9.4915965 51.3180676, 9.4915681 51.3181297, 9.4915392 51.3181716)",,,
"[245545891, 245545924]","['Werner-Hilpert-Straße', 'Rainer-Dierichs-Platz']",secondary,50,True,False,36.052,"LINESTRING (9.4915965 51.3180676, 9.4916384 51.3180894, 9.4916717 51.3180973, 9.4917086 51.318106, 9.4918314 51.3181324, 9.4920588 51.3182103)",2,K 17,
143738413,Fünffensterstraße,secondary,50,True,False,8.57,"LINESTRING (9.491735 51.3119802, 9.4917201 51.3119902, 9.4916928 51.3120082, 9.4916753 51.3120201, 9.4916508 51.3120365)",4,L 3420,
24532519,Kölnische Straße,residential,30,False,False,21.933,"LINESTRING (9.4888121 51.3166607, 9.4891261 51.3166409)",,,
