osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access,ref,junction
529029242,2,Nürnberger Straße,tertiary,50,False,False,18.028,"LINESTRING (11.77817 49.0549349, 11.7783645 49.0548347)",,,
30709364,,Wittelsbacherstraße,residential,,False,False,73.16,"LINESTRING (11.77817 49.0549349, 11.7782038 49.0549695, 11.7784253 49.0551963, 11.7787058 49.0554913)",,,
31659446,,Oberer Stadtplatz,tertiary,30,False,True,68.033,"LINESTRING (11.7824205 49.05179, 11.7823824 49.0520174, 11.7823419 49.0520944, 11.7821674 49.0523735)",,,
37136298,,Mathias-Mühlbauer-Platz,residential,,False,False,77.931,"LINESTRING (11.7824205 49.05179, 11.7823108 49.0517774, 11.7821085 49.05178, 11.7818088 49.0518038, 11.781761 49.0518536, 11.781735 49.051877, 11.7815865 49.0520171, 11.7815617 49.0520526)",,,
37144460,,Stadtplatz,tertiary,30,False,False,102.304,"LINESTRING (11.7824205 49.05179, 11.782518 49.0516932, 11.7825608 49.0516672, 11.7826374 49.0516206, 11.7833188 49.0513246, 11.7835137 49.0512257)",,,
"[37144461, 1021770958]",,Riedenburger Straße,tertiary,20,False,False,37.842999999999996,"LINESTRING (11.7824205 49.05179, 11.7823958 49.0517317, 11.7823308 49.0516144, 11.7822782 49.0515673, 11.7821911 49.0514893)",,,
52118568,2,Regensburger Straße,tertiary,50,False,True,134.798,"LINESTRING (11.7873201 49.0502895, 11.7869807 49.050344, 11.7866919 49.0503804, 11.7866522 49.0503854, 11.7863628 49.0504184, 11.7863253 49.0504227, 11.7862295 49.0504336, 11.7855049 49.0505207)",,,
234863955,,Haager Straße,residential,,False,True,18.64,"LINESTRING (11.7873201 49.0502895, 11.787339 49.0503239, 11.7873658 49.0503727, 11.7874243 49.050442)",,,
529029239,,Beratzhausener Straße,unclassified,,False,True,42.957,"LINESTRING (11.7850021 49.0559138, 11.7852281 49.0562706)",,,
234863951,,Beratzhausener Straße,unclassified,30,False,False,64.76599999999999,"LINESTRING (11.7850021 49.0559138, 11.7848384 49.0557305, 11.784651 49.0555473, 11.7845321 49.0554197)",,,
237625499,,Kelheimer Straße,tertiary,,False,True,67.66,"LINESTRING (11.7856785 49.0488087, 11.7858595 49.0482119)",,,
28309240,,Fliederstraße,residential,30,False,False,167.27100000000002,"LINESTRING (11.7856785 49.0488087, 11.7860009 49.0487695, 11.7863762 49.0487112, 11.7870506 49.0485943, 11.787144 49.0485785, 11.7879067 49.0484499)",,,
237625499,,Kelheimer Straße,tertiary,,False,False,59.581,"LINESTRING (11.7856785 49.0488087, 11.7855452 49.0492611, 11.7855198 49.0493343)",,,
237625499,,Kelheimer Straße,tertiary,,False,False,67.66,"LINESTRING (11.7858595 49.0482119, 11.7856785 49.0488087)",,,
237625499,,Kelheimer Straße,tertiary,,False,True,85.74300000000001,"LINESTRING (11.7858595 49.0482119, 11.7859621 49.0478934, 11.785978 49.0477432, 11.7859607 49.0475863, 11.7859003 49.0474544)",,,
52118568,2,Regensburger Straße,tertiary,50,False,False,12.576,"LINESTRING (11.7853397 49.0505534, 11.7855049 49.0505207)",,,
495027836,,Kelheimer Straße,tertiary,,False,True,124.021,"LINESTRING (11.7853397 49.0505534, 11.785329 49.0505204, 11.7852783 49.0503634, 11.78526 49.0502863, 11.7852674 49.0502045, 11.7852895 49.0500792, 11.785396 49.0497499, 11.7854791 49.0494565)",,,
"[495027933, 1021770957, 405208998]",2,"['Regensburger Straße', 'Unterer Stadtplatz']",tertiary,50,False,True,87.904,"LINESTRING (11.7853397 49.0505534, 11.7846848 49.0507602, 11.7845951 49.0507885, 11.7842525 49.0508958)",,,
36964737,,Schmiedgasse,residential,,False,False,17.166,"LINESTRING (11.7821114 49.0511252, 11.7823122 49.0510445)",yes,,
37144461,,Riedenburger Straße,tertiary,20,False,False,65.895,"LINESTRING (11.7821114 49.0511252, 11.7820027 49.0509874, 11.7818849 49.0508698, 11.7817513 49.0507675, 11.7815908 49.0506441)",,,
