osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,width,junction
184034138,Stettiner Straße,residential,30,False,True,127.411,"LINESTRING (9.1348056 52.8024664, 9.1348879 52.8024676, 9.1359307 52.8025279, 9.1361729 52.8025245, 9.1363727 52.8025039, 9.1366629 52.8024217)",,,,
"[1241148803, 728845068]",Bücker Straße,secondary,50,False,False,41.807,"LINESTRING (9.1348056 52.8024664, 9.1347877 52.8026853, 9.1347878 52.8027529, 9.134798 52.8028419)",L 351,,,
10888690,Weserstraße,secondary,50,False,False,327.27299999999997,"LINESTRING (9.1355942 52.8030801, 9.1357951 52.8030854, 9.1360732 52.803127, 9.1366794 52.8032773, 9.1376536 52.8035258, 9.140016 52.8040883, 9.1401298 52.8041254)",L 330,2,,
1241981908,Weserstraße,secondary,50,True,False,33.563,"LINESTRING (9.1355942 52.8030801, 9.1354309 52.8031162, 9.1352702 52.8031357, 9.1351825 52.803152, 9.1351158 52.8031643)",L 330,1,,
23070352,Philipp-Schwarze-Straße,living_street,,False,True,27.711,"LINESTRING (9.1419184 52.8046408, 9.1418864 52.8047487, 9.1418466 52.8048862)",,,,
"[591321538, 1243675261, 404695006, 10889799]",Am Bahnhof,secondary,50,False,False,186.805,"LINESTRING (9.1419184 52.8046408, 9.1427153 52.8047447, 9.1427822 52.8047532, 9.1431565 52.8048009, 9.1433321 52.8048475, 9.1434961 52.8049086, 9.1437964 52.8050429, 9.1440977 52.805195, 9.1443538 52.8053079, 9.1443916 52.8053231)",L 330,"['2', '3']",,
"[10888690, 1243675262, 721328271]",Weserstraße,secondary,50,False,True,135.26999999999998,"LINESTRING (9.1419184 52.8046408, 9.1416219 52.8046033, 9.1415511 52.8045943, 9.1408769 52.804444, 9.1405964 52.804355, 9.1403904 52.804256, 9.1401584 52.8041394, 9.1401298 52.8041254)",L 330,"['2', '3']",,
"[591321538, 1243675261, 404695006, 10889799]",Am Bahnhof,secondary,50,False,True,186.805,"LINESTRING (9.1443916 52.8053231, 9.1443538 52.8053079, 9.1440977 52.805195, 9.1437964 52.8050429, 9.1434961 52.8049086, 9.1433321 52.8048475, 9.1431565 52.8048009, 9.1427822 52.8047532, 9.1427153 52.8047447, 9.1419184 52.8046408)",L 330,"['2', '3']",,
"[10888961, 591321540]",Bahnhofstraße,living_street,,False,True,78.574,"LINESTRING (9.1443916 52.8053231, 9.1440529 52.8057912, 9.1439817 52.8059212, 9.1439587 52.8059783)",,,,
178702669,Lange Straße,living_street,,False,True,10.375,"LINESTRING (9.1439587 52.8059783, 9.1438095 52.8059544)",,,,
"[10888961, 591321540]",Bahnhofstraße,living_street,,False,False,78.574,"LINESTRING (9.1439587 52.8059783, 9.1439817 52.8059212, 9.1440529 52.8057912, 9.1443916 52.8053231)",,,,
23070344,Deichstraße,living_street,,True,False,124.74,"LINESTRING (9.1439587 52.8059783, 9.1440036 52.8061365, 9.1441052 52.8068249, 9.1441152 52.807095)",,,,
11955573,Von-Kronenfeldt-Straße,residential,50,False,True,89.799,"LINESTRING (9.1437189 52.8092863, 9.1449377 52.8096171)",,,,
11955573,Von-Kronenfeldt-Straße,residential,50,False,False,108.36099999999999,"LINESTRING (9.1437189 52.8092863, 9.143067 52.809099, 9.1422628 52.808868)",,,,
1106293512,Wulzer Straße,residential,30,False,False,81.388,"LINESTRING (9.139778 52.809585, 9.1394449 52.8102887)",,,,
23070304,An der Wäter,residential,30,False,False,260.472,"LINESTRING (9.139778 52.809585, 9.137293 52.8091552, 9.1362663 52.8089776, 9.1360438 52.8089819)",,,,
"[722363712, 10418143]",Auf dem Kuhkamp,secondary,,False,False,122.34800000000001,"LINESTRING (9.1360438 52.8089819, 9.1359696 52.8087922, 9.1358813 52.8084131, 9.1358811 52.8080569, 9.1358849 52.8080173, 9.1359007 52.807891)",L 351,,,
23070304,An der Wäter,residential,30,False,True,260.472,"LINESTRING (9.1360438 52.8089819, 9.1362663 52.8089776, 9.137293 52.8091552, 9.139778 52.809585)",,,,
23070305,Schweckendieckstraße,residential,30,False,True,186.992,"LINESTRING (9.1382614 52.8064664, 9.1374831 52.8080809)",,,,
23070350,Lindenallee,residential,30,False,False,150.613,"LINESTRING (9.1382614 52.8064664, 9.1386719 52.8065267, 9.1390147 52.8065833, 9.1392502 52.8066268, 9.1404171 52.8068349)",,,,
23070350,Lindenallee,residential,30,False,True,163.027,"LINESTRING (9.1382614 52.8064664, 9.1372646 52.8062563, 9.1365514 52.8061538, 9.1363032 52.8061434, 9.1360377 52.806141, 9.1359162 52.8061491)",,,,
11955573,Von-Kronenfeldt-Straße,residential,50,False,True,147.115,"LINESTRING (9.1374831 52.8080809, 9.1396141 52.8083827)",,,,
23070305,Schweckendieckstraße,residential,30,False,False,186.992,"LINESTRING (9.1374831 52.8080809, 9.1382614 52.8064664)",,,,
11955573,Von-Kronenfeldt-Straße,residential,50,False,False,108.439,"LINESTRING (9.1374831 52.8080809, 9.1361417 52.8079193, 9.1360863 52.8079133, 9.1359007 52.807891)",,,,
11955573,Von-Kronenfeldt-Straße,residential,50,False,True,108.439,"LINESTRING (9.1359007 52.807891, 9.1360863 52.8079133, 9.1361417 52.8079193, 9.1374831 52.8080809)",,,,
28123770,Von-Staffhorst-Straße,secondary,50,False,False,160.216,"LINESTRING (9.1359007 52.807891, 9.1359155 52.8077739, 9.1359204 52.8077393, 9.1359935 52.8071592, 9.1359903 52.8068225, 9.1359655 52.8064526)",L 351,,,
"[722363712, 10418143]",Auf dem Kuhkamp,secondary,,False,True,122.348,"LINESTRING (9.1359007 52.807891, 9.1358849 52.8080173, 9.1358811 52.8080569, 9.1358813 52.8084131, 9.1359696 52.8087922, 9.1360438 52.8089819)",L 351,,,
1125036468,Von-Kronenfeldt-Straße,residential,,False,False,116.77900000000001,"LINESTRING (9.1359007 52.807891, 9.1356749 52.8078628, 9.1356415 52.8078585, 9.1343308 52.8076968, 9.1342036 52.8076696)",,,,
11955573,Von-Kronenfeldt-Straße,residential,50,False,False,49.103,"LINESTRING (9.1403104 52.8085163, 9.1396141 52.8083827)",,,,
11955573,Von-Kronenfeldt-Straße,residential,50,False,True,136.934,"LINESTRING (9.1403104 52.8085163, 9.1422628 52.808868)",,,,
23070345,Wulzer Straße,residential,30,True,False,124.105,"LINESTRING (9.1403104 52.8085163, 9.139778 52.809585)",,,,
11955573,Von-Kronenfeldt-Straße,residential,50,False,False,89.799,"LINESTRING (9.1449377 52.8096171, 9.1437189 52.8092863)",,,,
148598319,Deichstraße,living_street,,False,True,170.408,"LINESTRING (9.1449377 52.8096171, 9.1449782 52.8095609, 9.1449957 52.809496, 9.1449729 52.8093558, 9.1448414 52.8091085, 9.1445705 52.8087016, 9.1443493 52.8082389, 9.1443332 52.8081992, 9.1443091 52.808158)",,,,
11955573,Von-Kronenfeldt-Straße,residential,50,False,False,136.934,"LINESTRING (9.1422628 52.808868, 9.1403104 52.8085163)",,,,
11955573,Von-Kronenfeldt-Straße,residential,50,False,True,108.36099999999999,"LINESTRING (9.1422628 52.808868, 9.143067 52.809099, 9.1437189 52.8092863)",,,,
23070348,Lindenallee,residential,30,False,True,66.596,"LINESTRING (9.142012 52.807695, 9.14243 52.807152)",,,,
23070348,Lindenallee,residential,30,False,False,66.596,"LINESTRING (9.14243 52.807152, 9.142012 52.807695)",,,,
23070350,Lindenallee,residential,30,False,True,53.400000000000006,"LINESTRING (9.14243 52.807152, 9.1422438 52.8071635, 9.142175 52.8071613, 9.1416611 52.8070643)",,,,
1125036470,Lindenallee,living_street,,False,False,127.40500000000002,"LINESTRING (9.14243 52.807152, 9.1426459 52.8071711, 9.1432973 52.8073139, 9.1433727 52.8073135, 9.1434225 52.8072889, 9.1435723 52.8071513, 9.1436224 52.8071188, 9.1436896 52.8071018, 9.1441152 52.807095)",,,,
"[23070344, 1106294257]",Deichstraße,living_street,,True,False,119.821,"LINESTRING (9.1441152 52.807095, 9.144143 52.8076755, 9.14418 52.807937, 9.1443091 52.808158)",,,,
1125036470,Lindenallee,living_street,,False,True,127.405,"LINESTRING (9.1441152 52.807095, 9.1436896 52.8071018, 9.1436224 52.8071188, 9.1435723 52.8071513, 9.1434225 52.8072889, 9.1433727 52.8073135, 9.1432973 52.8073139, 9.1426459 52.8071711, 9.14243 52.807152)",,,,
72463447,Von-Staffhorst-Straße,secondary,50,False,True,33.91,"LINESTRING (9.1359162 52.8061491, 9.1359655 52.8064526)",L 351,,,
23070350,Lindenallee,residential,30,False,False,163.027,"LINESTRING (9.1359162 52.8061491, 9.1360377 52.806141, 9.1363032 52.8061434, 9.1365514 52.8061538, 9.1372646 52.8062563, 9.1382614 52.8064664)",,,,
72463447,Von-Staffhorst-Straße,secondary,50,False,False,99.678,"LINESTRING (9.1359162 52.8061491, 9.1358919 52.8060474, 9.1358676 52.8059456, 9.1358375 52.8058452, 9.1358331 52.8058306, 9.1356644 52.8052658)",L 351,,,
