osmid,oneway,name,highway,width,reversed,length,geometry
27601550,False,Altoppitzscher Straße,residential,2.5,False,215.402,"LINESTRING (13.2684929 51.3432558, 13.2685053 51.3433403, 13.2684856 51.3433955, 13.2684425 51.3434489, 13.2683882 51.3434702, 13.2682857 51.3435084, 13.2681656 51.3435303, 13.268051 51.3435337, 13.2678773 51.3435247, 13.2676934 51.3435069, 13.2674884 51.3434987, 13.2673256 51.3435078, 13.2671237 51.343531, 13.2668903 51.3435746, 13.2662678 51.3437183, 13.2662054 51.343733, 13.2657867 51.3438312)"
41551687,False,Altoppitzscher Straße,residential,3.5,False,110.78200000000001,"LINESTRING (13.2684929 51.3432558, 13.2685812 51.343259, 13.2687636 51.3433052, 13.2689662 51.3433629, 13.2691942 51.3434528, 13.269321 51.3435498, 13.2694533 51.3436933, 13.2695849 51.3438971)"
27601464,False,Altoppitzscher Straße,residential,,True,40.291,"LINESTRING (13.2695849 51.3438971, 13.2690759 51.3440709)"
41551686,False,Altoppitzscher Straße,residential,3.5,False,51.418000000000006,"LINESTRING (13.2695849 51.3438971, 13.2696841 51.3438742, 13.2702745 51.343729)"
41551687,False,Altoppitzscher Straße,residential,3.5,True,110.78200000000001,"LINESTRING (13.2695849 51.3438971, 13.2694533 51.3436933, 13.269321 51.3435498, 13.2691942 51.3434528, 13.2689662 51.3433629, 13.2687636 51.3433052, 13.2685812 51.343259, 13.2684929 51.3432558)"
41551688,False,Altoppitzscher Straße,residential,2.5,False,165.639,"LINESTRING (13.2695849 51.3438971, 13.2697196 51.344151, 13.2697102 51.3442001, 13.2696838 51.3442499, 13.2695529 51.3444312, 13.2694003 51.344536, 13.2691291 51.3446626, 13.2687889 51.3447983, 13.2684093 51.3450073)"
27601464,False,Altoppitzscher Straße,residential,,False,40.291,"LINESTRING (13.2690759 51.3440709, 13.2695849 51.3438971)"
41551686,False,Altoppitzscher Straße,residential,3.5,True,51.418000000000006,"LINESTRING (13.2702745 51.343729, 13.2696841 51.3438742, 13.2695849 51.3438971)"
27601550,False,Altoppitzscher Straße,residential,2.5,True,215.40199999999996,"LINESTRING (13.2657867 51.3438312, 13.2662054 51.343733, 13.2662678 51.3437183, 13.2668903 51.3435746, 13.2671237 51.343531, 13.2673256 51.3435078, 13.2674884 51.3434987, 13.2676934 51.3435069, 13.2678773 51.3435247, 13.268051 51.3435337, 13.2681656 51.3435303, 13.2682857 51.3435084, 13.2683882 51.3434702, 13.2684425 51.3434489, 13.2684856 51.3433955, 13.2685053 51.3433403, 13.2684929 51.3432558)"
41756538,False,Altoppitzscher Straße,residential,2.5,False,62.592999999999996,"LINESTRING (13.2680168 51.3445015, 13.268136 51.3446246, 13.2683267 51.3448916, 13.2684093 51.3450073)"
41551688,False,Altoppitzscher Straße,residential,2.5,True,165.63899999999998,"LINESTRING (13.2684093 51.3450073, 13.2687889 51.3447983, 13.2691291 51.3446626, 13.2694003 51.344536, 13.2695529 51.3444312, 13.2696838 51.3442499, 13.2697102 51.3442001, 13.2697196 51.344151, 13.2695849 51.3438971)"
41756538,False,Altoppitzscher Straße,residential,2.5,False,15.625,"LINESTRING (13.2684093 51.3450073, 13.2684144 51.3450838, 13.2684186 51.3451477)"
41756538,False,Altoppitzscher Straße,residential,2.5,True,62.592999999999996,"LINESTRING (13.2684093 51.3450073, 13.2683267 51.3448916, 13.268136 51.3446246, 13.2680168 51.3445015)"
41756538,False,Altoppitzscher Straße,residential,2.5,True,15.625,"LINESTRING (13.2684186 51.3451477, 13.2684144 51.3450838, 13.2684093 51.3450073)"
