osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,access,tunnel,junction
4482139,2,Theaterstraße,tertiary,30,False,True,22.215,"LINESTRING (9.9348482 49.7962576, 9.9346897 49.796086)",,,,
24338192,2,Textorstraße,tertiary,30,False,False,171.70200000000003,"LINESTRING (9.9348482 49.7962576, 9.9348332 49.7963232, 9.9348097 49.7963664, 9.934692 49.7965312, 9.9346608 49.7966203, 9.9346679 49.7967024, 9.9347607 49.7968895, 9.9348655 49.7970876, 9.9350303 49.7974461, 9.935055 49.7974998, 9.9351165 49.7976477, 9.9351434 49.7977341)",,,,
"[1051134576, 30094857]","['2', '3']",Theaterstraße,tertiary,30,False,False,137.52800000000002,"LINESTRING (9.9357721 49.7950655, 9.9354814 49.7953322, 9.93507 49.7957239, 9.9346897 49.796086)",,,,
37652189,,Kardinal-Faulhaber-Platz,residential,30,False,True,68.294,"LINESTRING (9.9357721 49.7950655, 9.9355524 49.7949532, 9.935133 49.7948567, 9.9349123 49.7948254)",,,,
663932282,2,Theaterstraße,tertiary,50,False,True,65.77600000000001,"LINESTRING (9.9357721 49.7950655, 9.9359473 49.7948963, 9.935956 49.7948879, 9.9360743 49.7947734, 9.936091 49.7947573, 9.9361801 49.7946711, 9.9362157 49.7946378, 9.936284 49.7945749)",,,,
6999923,2,Pleichertorstraße,tertiary,50,True,False,19.0,"LINESTRING (9.9260972 49.7977457, 9.9258477 49.7976886)",,,,
4568542,3,Mainkai,tertiary,50,False,True,12.950000000000001,"LINESTRING (9.9267066 49.7963761, 9.9266977 49.7963649, 9.9266273 49.7962715)",,,,
6999913,2,Gerberstraße,tertiary,,True,False,14.345,"LINESTRING (9.9267066 49.7963761, 9.9267165 49.7963936, 9.9267403 49.7964602, 9.9267425 49.7965022)",,,,
26651367,,Juliuspromenade,residential,30,True,False,20.105,"LINESTRING (9.9267066 49.7963761, 9.9267541 49.7963586, 9.9268683 49.796318, 9.9269587 49.7962991)",,,,
25964298,2,Willy-Brandt-Kai,tertiary,50,False,False,21.49,"LINESTRING (9.9274737 49.7892466, 9.927555 49.7890606)",,,,
27176392,,Reibeltgasse,residential,30,False,False,22.883000000000003,"LINESTRING (9.9274737 49.7892466, 9.9276498 49.7892545, 9.9277917 49.7892608)",,,,
"[1207113450, 1126496177, 1152611002]","['2', '3']","['Oberer Mainkai', 'Willy-Brandt-Kai']",tertiary,50,False,True,90.897,"LINESTRING (9.9274737 49.7892466, 9.9273979 49.7894199, 9.9273888 49.789444, 9.9273802 49.7894848, 9.9273749 49.7895595, 9.9273427 49.7899303, 9.9273325 49.7899622, 9.927308 49.7900535)",,,,
224858837,,Obere Johannitergasse,residential,30,False,True,11.248,"LINESTRING (9.9316425 49.7898412, 9.931486 49.7898461)",,,,
224858840,1,Peterstraße,residential,30,True,False,54.251000000000005,"LINESTRING (9.9316425 49.7898412, 9.9316333 49.789865, 9.9316224 49.7899105, 9.9316221 49.7899788, 9.9316187 49.7903278)",,,,
110656993,2,Neubaustraße,tertiary,50,False,False,23.835,"LINESTRING (9.9316187 49.7903278, 9.9319506 49.7903339)",,,,
"[110656993, 171499364]",2,Neubaustraße,tertiary,50,False,True,60.282000000000004,"LINESTRING (9.9316187 49.7903278, 9.9314667 49.7903254, 9.9309715 49.7903155, 9.9307793 49.7903125)",,,,
110656993,2,Neubaustraße,tertiary,50,False,True,23.835,"LINESTRING (9.9319506 49.7903339, 9.9316187 49.7903278)",,,,
4473087,,Schönthalstraße,residential,30,False,False,100.088,"LINESTRING (9.9319506 49.7903339, 9.9320215 49.7904623, 9.9320347 49.7904945, 9.9320444 49.7905263, 9.9320607 49.7907741, 9.9320524 49.790912, 9.932016 49.791077, 9.931963 49.7912183)",,,,
55199761,,Neubaustraße,tertiary,50,False,False,58.827999999999996,"LINESTRING (9.9319506 49.7903339, 9.9321771 49.7903419, 9.9327692 49.7903584)",,,,
10213070,,Franziskanergasse,living_street,,False,False,29.626,"LINESTRING (9.9304272 49.7925333, 9.9303751 49.792269)",,,,
34680594,,Sterngasse,living_street,,False,True,8.048,"LINESTRING (9.9304272 49.7925333, 9.9305386 49.7925415)",,,,
"[298432121, 11299275]",,Sterngasse,living_street,,False,False,45.400999999999996,"LINESTRING (9.9304272 49.7925333, 9.9300964 49.7925064, 9.9300957 49.7924864, 9.9301209 49.7923141)",,,,
110656992,2,Neubaustraße,tertiary,,False,True,43.515,"LINESTRING (9.9307793 49.7903125, 9.9307034 49.7903113, 9.9301733 49.7903031)",,,,
"[110656993, 171499364]",2,Neubaustraße,tertiary,50,False,False,60.282000000000004,"LINESTRING (9.9307793 49.7903125, 9.9309715 49.7903155, 9.9314667 49.7903254, 9.9316187 49.7903278)",,,,
"[224858836, 28408949]",,Franziskanergasse,living_street,,False,True,130.28500000000003,"LINESTRING (9.9307793 49.7903125, 9.9306016 49.790749, 9.9305647 49.7908462, 9.9305421 49.7909235, 9.9304636 49.7911836, 9.9303945 49.7914566)",,,,
11299280,3,Neubaustraße,tertiary,30,False,False,16.442999999999998,"LINESTRING (9.9291471 49.790292, 9.9292244 49.7902945, 9.9292555 49.7902974, 9.9293749 49.7903065)",,,,
22980381,1,Johanniterplatz,unclassified,30,True,False,49.531,"LINESTRING (9.9291471 49.790292, 9.9292727 49.7901827, 9.9294079 49.7900895, 9.9295171 49.7900274, 9.9296205 49.7899705)",,,,
901580148,3,Wirsbergstraße,tertiary,50,False,True,22.195999999999998,"LINESTRING (9.9291471 49.790292, 9.9290201 49.7902856, 9.9288383 49.790285)",,,,
171499365,3,Josef-Stangl-Platz,tertiary,50,False,False,14.129,"LINESTRING (9.9356481 49.79041, 9.9355368 49.7905148)",,,,
171499365,3,Josef-Stangl-Platz,tertiary,50,False,False,21.563,"LINESTRING (9.9355368 49.7905148, 9.9353917 49.7906846)",,,,
171499365,3,Josef-Stangl-Platz,tertiary,50,False,True,14.129,"LINESTRING (9.9355368 49.7905148, 9.9356481 49.79041)",,,,
230881507,1,,tertiary_link,,True,False,13.089,"LINESTRING (9.9355368 49.7905148, 9.9354683 49.7905416, 9.9353672 49.7905318)",,,,
171499365,3,Josef-Stangl-Platz,tertiary,50,False,True,21.563,"LINESTRING (9.9353917 49.7906846, 9.9355368 49.7905148)",,,,
"[33775397, 885943023, 230881494, 37651574, 230881500, 4454269]","['4', '2', '3']",Balthasar-Neumann-Promenade,tertiary,50,False,False,388.047,"LINESTRING (9.9353917 49.7906846, 9.9354064 49.7908065, 9.9354432 49.7909682, 9.9354902 49.7910737, 9.9355514 49.791211, 9.9357588 49.7915683, 9.935948 49.7919209, 9.9362481 49.7924559, 9.9362683 49.7924922, 9.9364395 49.7928151, 9.9364702 49.7928729, 9.9365209 49.7929606, 9.9365296 49.7929756, 9.9365765 49.7930567, 9.9366409 49.7931407, 9.9369551 49.7935668, 9.9370343 49.7936775, 9.9372538 49.7939453)",,,,
10213066,,Domerschulstraße,residential,30,True,False,31.857,"LINESTRING (9.9353917 49.7906846, 9.9352723 49.7906801, 9.9352595 49.7906796, 9.9349487 49.7906677)",,,,
230881509,1,,tertiary_link,,True,False,18.871000000000002,"LINESTRING (9.9353917 49.7906846, 9.9353293 49.7906337, 9.9353672 49.7905318)",,,,
"[33775397, 885943023, 230881494, 37651574, 230881500, 4454269]","['4', '2', '3']",Balthasar-Neumann-Promenade,tertiary,50,False,True,388.047,"LINESTRING (9.9372538 49.7939453, 9.9370343 49.7936775, 9.9369551 49.7935668, 9.9366409 49.7931407, 9.9365765 49.7930567, 9.9365296 49.7929756, 9.9365209 49.7929606, 9.9364702 49.7928729, 9.9364395 49.7928151, 9.9362683 49.7924922, 9.9362481 49.7924559, 9.935948 49.7919209, 9.9357588 49.7915683, 9.9355514 49.791211, 9.9354902 49.7910737, 9.9354432 49.7909682, 9.9354064 49.7908065, 9.9353917 49.7906846)",,,,
"[1067728500, 887443950]","['4', '3']",Theaterstraße,tertiary,50,False,False,100.049,"LINESTRING (9.9372538 49.7939453, 9.9369987 49.7940283, 9.9367014 49.7942476, 9.9366702 49.7942717, 9.9364889 49.7944142, 9.936284 49.7945749)",,,,
"[13029701, 4575534]",,"['Rückermainstraße', 'Langgasse']","['residential', 'living_street']",30,False,"[False, True]",98.119,"LINESTRING (9.9275414 49.7942727, 9.9278319 49.7942909, 9.9280344 49.7943035, 9.9282774 49.7943187, 9.9284369 49.7943645, 9.9284735 49.7942597, 9.9285003 49.7941383, 9.9285193 49.7940772)",,,,
171499362,,Karmelitenstraße,residential,30,True,False,20.004,"LINESTRING (9.9275414 49.7942727, 9.9275493 49.794124, 9.9275509 49.7940929)",,,,
28870148,,Augustinerstraße,unclassified,30,False,False,26.4,"LINESTRING (9.9285909 49.7917852, 9.9285751 49.791548)",,,,
11299260,,Untere Bockgasse,residential,30,False,True,72.928,"LINESTRING (9.9285909 49.7917852, 9.9285733 49.7917834, 9.9275752 49.791788)",5.5,,,
"[11299277, 58531773]",,"['Georg-Häfner-Platz', 'Bockgasse']",residential,30,False,False,68.17,"LINESTRING (9.9285909 49.7917852, 9.9286085 49.7917873, 9.9286442 49.7917915, 9.9286972 49.7917978, 9.9292027 49.7917594, 9.9295328 49.7917856)",,,,
28870148,,Augustinerstraße,unclassified,30,False,True,88.51,"LINESTRING (9.9285909 49.7917852, 9.9286017 49.79223, 9.9286046 49.7923592, 9.9286087 49.7925811)",,,,
4482139,2,Theaterstraße,tertiary,30,False,False,22.215,"LINESTRING (9.9346897 49.796086, 9.9348482 49.7962576)",,,,
"[65041122, 65041126, 6110032, 570337682, 65041114]",,Theaterstraße,residential,"['20', '10']",False,True,175.77800000000002,"LINESTRING (9.9346897 49.796086, 9.9344439 49.7962968, 9.934182 49.7966428, 9.9340485 49.7968234, 9.9339536 49.7969531, 9.9339035 49.7970183, 9.933847 49.797098, 9.9337053 49.7972873, 9.9336581 49.7973557, 9.9335633 49.7974847)","['5', '6.5']",,,
"[1051134576, 30094857]","['2', '3']",Theaterstraße,tertiary,30,False,True,137.528,"LINESTRING (9.9346897 49.796086, 9.93507 49.7957239, 9.9354814 49.7953322, 9.9357721 49.7950655)",,,,
979873664,,Reibeltgasse,residential,30,False,False,15.391,"LINESTRING (9.9277917 49.7892608, 9.9280004 49.7892291)",,,,
27176392,,Reibeltgasse,residential,30,False,True,22.883000000000003,"LINESTRING (9.9277917 49.7892608, 9.9276498 49.7892545, 9.9274737 49.7892466)",,,,
485883246,,Am Pleidenturm,residential,30,False,False,94.59100000000001,"LINESTRING (9.9277917 49.7892608, 9.9277512 49.7896598, 9.9277361 49.7898085, 9.9276737 49.7901076)",,,,
901580079,3,Wirsbergstraße,tertiary,50,False,True,3.996,"LINESTRING (9.9277685 49.7901575, 9.9277323 49.7901302)",,,,
"[25964299, 901580148]","['2', '3']",Wirsbergstraße,tertiary,50,False,False,82.263,"LINESTRING (9.9277685 49.7901575, 9.9278357 49.7902203, 9.9278734 49.790245, 9.9279206 49.7902607, 9.9279651 49.7902675, 9.9280218 49.790277, 9.9288383 49.790285)",,,,
"[964346522, 964346523]",,Büttnerstraße,residential,30,False,False,78.91300000000001,"LINESTRING (9.9277685 49.7901575, 9.9276861 49.7903804, 9.9276549 49.7904796, 9.9276194 49.7908582)",,,,
33225135,,Innerer Graben,residential,30,False,False,68.78399999999999,"LINESTRING (9.9307905 49.7967844, 9.9303001 49.796686, 9.9298891 49.7965763)",,,,
67254602,,Innerer Graben,residential,30,False,False,67.87,"LINESTRING (9.9294412 49.7964627, 9.9285301 49.7962994)",,,,
"[1243404867, 4587363, 1243404863]",,Grabengasse,residential,30,False,False,68.643,"LINESTRING (9.9294412 49.7964627, 9.9294632 49.7964262, 9.929581 49.7962341, 9.9296514 49.7961185, 9.9296904 49.7960572, 9.9297189 49.7960019, 9.9297776 49.7958851)","['2.5', '4', '2']",,,
67254602,,Innerer Graben,residential,30,False,True,34.541000000000004,"LINESTRING (9.9294412 49.7964627, 9.9295977 49.7965024, 9.9298891 49.7965763)",,,,
4568529,,Bronnbachergasse,residential,30,False,False,45.097,"LINESTRING (9.9297776 49.7958851, 9.9302872 49.7959714, 9.9303846 49.7959897)",,,,
4568529,,Bronnbachergasse,residential,30,False,True,77.236,"LINESTRING (9.9297776 49.7958851, 9.9296867 49.7958696, 9.9294667 49.7958381, 9.9289844 49.7957938, 9.9287175 49.7957696)",,,,
"[4587363, 1243404867, 1243404863]",,Grabengasse,residential,30,False,True,68.643,"LINESTRING (9.9297776 49.7958851, 9.9297189 49.7960019, 9.9296904 49.7960572, 9.9296514 49.7961185, 9.929581 49.7962341, 9.9294632 49.7964262, 9.9294412 49.7964627)","['2.5', '4', '2']",,,
"[12654641, 59027969]",,"['Barbarossaplatz', 'Haugerpfarrgasse']",residential,20,False,True,36.952999999999996,"LINESTRING (9.9335633 49.7974847, 9.9335937 49.7974988, 9.9337445 49.7975685, 9.9338483 49.7976209, 9.9339304 49.7976559, 9.9339803 49.7976794)",,,,
"[45285258, 37656869, 6110031]",,"['Barbarossaplatz', 'Oberthürstraße']",residential,20,False,True,52.322,"LINESTRING (9.9335633 49.7974847, 9.9335291 49.797483, 9.9334371 49.79748, 9.933357 49.797451, 9.9332821 49.7974131, 9.9332484 49.7973438, 9.9332459 49.7972523, 9.9332324 49.7971486)",,,,
"[65041122, 65041126, 6110032, 570337682, 65041114]",,Theaterstraße,residential,"['20', '10']",False,False,175.778,"LINESTRING (9.9335633 49.7974847, 9.9336581 49.7973557, 9.9337053 49.7972873, 9.933847 49.797098, 9.9339035 49.7970183, 9.9339536 49.7969531, 9.9340485 49.7968234, 9.934182 49.7966428, 9.9344439 49.7962968, 9.9346897 49.796086)","['5', '6.5']",,,
509165802,,Kardinal-Faulhaber-Platz,residential,30,False,True,7.871,"LINESTRING (9.9349123 49.7948254, 9.9348374 49.7948771)",,,,
