osmid,bridge,oneway,lanes,highway,maxspeed,reversed,length,geometry,ref,name,width
"[147069121, 32454357]",yes,True,1,trunk_link,80,False,24.346,"LINESTRING (7.9845874 50.9609354, 7.9845466 50.9607862, 7.9845507 50.9607187)",,,
"[147069132, 176276895]",yes,False,3,primary,50,True,53.449,"LINESTRING (7.9845874 50.9609354, 7.9848297 50.9609831, 7.9853178 50.9610747)",B 517,Heesstraße,
"[153750168, 147069118]",yes,True,1,trunk_link,80,False,38.244,"LINESTRING (7.9845874 50.9609354, 7.9846333 50.9610949, 7.9846391 50.9611862, 7.9846305 50.9612765)",,,
"[221227817, 147069130]",yes,False,3,secondary,50,False,43.479,"LINESTRING (7.9845874 50.9609354, 7.9843541 50.9608907, 7.9839949 50.9608187)",L 908,Heesstraße,
23805877,,True,1,trunk_link,80,False,41.074,"LINESTRING (7.9839949 50.9608187, 7.9843364 50.9607892, 7.9845507 50.9607187)",,,
"[221227817, 147069130]",yes,False,3,secondary,50,True,43.479,"LINESTRING (7.9839949 50.9608187, 7.9843541 50.9608907, 7.9845874 50.9609354)",L 908,Heesstraße,
28439506,,False,,unclassified,30,True,57.355999999999995,"LINESTRING (7.9895017 50.9597364, 7.9893415 50.9596702, 7.9893006 50.9596541, 7.98881 50.9594603)",,Heesstraße,
"[36124581, 46949781, 178068983]",,False,"['4', '3']",secondary,50,False,127.166,"LINESTRING (7.9895017 50.9597364, 7.9894095 50.9597987, 7.9893471 50.9598781, 7.9893237 50.9599106, 7.9891808 50.9601316, 7.9890801 50.9602872, 7.9889697 50.9604508, 7.9887525 50.9607727)",L 908,Hagener Straße,
"[232321776, 232321773, 233244622]",,False,"['4', '2', '3']",secondary,50,True,156.47400000000002,"LINESTRING (7.9895017 50.9597364, 7.9897418 50.9596071, 7.9898347 50.9595571, 7.9898706 50.9595377, 7.9904013 50.9592518, 7.9904281 50.9592374, 7.9904649 50.9592176, 7.9908781 50.9589929, 7.9909034 50.9589794, 7.9911901 50.958815)",L 908,Siegener Straße,
233244622,,False,2,secondary,50,True,59.99,"LINESTRING (7.9924904 50.9580998, 7.9931388 50.9577473)",L 908,Siegener Straße,
26284415,,False,,residential,30,False,165.493,"LINESTRING (7.9924904 50.9580998, 7.992731 50.9583064, 7.9938179 50.9590925, 7.9940133 50.9592368)",,Moltkestraße,5.7
233244622,,False,2,secondary,50,False,85.20400000000001,"LINESTRING (7.9924904 50.9580998, 7.9918413 50.9584548, 7.9915809 50.9586085)",L 908,Siegener Straße,
"[233219026, 35953316]",,False,"['4', '5']",secondary,50,False,84.481,"LINESTRING (7.9887525 50.9607727, 7.9886667 50.9609008, 7.9885771 50.9610429, 7.9885234 50.9611191, 7.9883733 50.9613308, 7.988274 50.96147)",L 908,Hagener Straße,
"[36124581, 46949781, 178068983]",,False,"['4', '3']",secondary,50,True,127.16600000000001,"LINESTRING (7.9887525 50.9607727, 7.9889697 50.9604508, 7.9890801 50.9602872, 7.9891808 50.9601316, 7.9893237 50.9599106, 7.9893471 50.9598781, 7.9894095 50.9597987, 7.9895017 50.9597364)",L 908,Hagener Straße,
"[1077646125, 26284414]",,False,,residential,30,False,264.52,"LINESTRING (7.9887525 50.9607727, 7.9888757 50.9608116, 7.9893301 50.9609327, 7.9895479 50.9609908, 7.9898013 50.96104, 7.9900663 50.9610794, 7.9902063 50.9610998, 7.9902657 50.9611084, 7.9903956 50.9611274, 7.9904749 50.9611389, 7.9907872 50.9611827, 7.9912877 50.9612368, 7.9916468 50.9612798, 7.9917317 50.9612892, 7.9919383 50.961329, 7.9921642 50.9614089, 7.9922995 50.9614997)",,Ziegeleifeld,
11150198,,False,3,primary,50,False,39.432,"LINESTRING (7.9881174 50.961688, 7.9878781 50.962009)",B 517,Hagener Straße,
233219022,,False,4,primary,50,True,30.054000000000002,"LINESTRING (7.9881174 50.961688, 7.9882981 50.9617397, 7.9885081 50.9617998)",B 508,Marburger Straße,
233219025,,False,3,secondary,50,True,26.605999999999998,"LINESTRING (7.9881174 50.961688, 7.9882357 50.9615233, 7.988274 50.96147)",L 908,Hagener Straße,
"[10705300, 686153415]",,False,5,primary,40,False,43.725,"LINESTRING (7.9881174 50.961688, 7.9879265 50.9616326, 7.9875504 50.9615234)",B 517,Heesstraße,
233244622,,False,2,secondary,50,False,35.727,"LINESTRING (7.9915809 50.9586085, 7.9911901 50.958815)",L 908,Siegener Straße,
13269153,,False,,residential,30,False,310.375,"LINESTRING (7.9915809 50.9586085, 7.9920259 50.9589511, 7.9923031 50.9591397, 7.9928732 50.9595464, 7.994362 50.9602568, 7.9944176 50.960282, 7.9945096 50.9602768, 7.9947948 50.9600735)",,Roonstraße,
233244622,,False,2,secondary,50,True,85.20400000000001,"LINESTRING (7.9915809 50.9586085, 7.9918413 50.9584548, 7.9924904 50.9580998)",L 908,Siegener Straße,
"[705945779, 705945780, 276199846, 233219023]",,False,"['4', '2', '3']",primary,50,False,587.4670000000001,"LINESTRING (7.9964444 50.9617832, 7.9962132 50.9618177, 7.9960319 50.9618448, 7.9956277 50.9619267, 7.9952144 50.9620299, 7.9939776 50.9623828, 7.9936554 50.9624556, 7.9933345 50.9625085, 7.993104 50.9625306, 7.9927666 50.962563, 7.9924597 50.9625824, 7.9920641 50.9625765, 7.9916181 50.962549, 7.9911819 50.9624925, 7.9897905 50.9621388, 7.9891851 50.9619767, 7.9887567 50.9618674, 7.9885081 50.9617998)",B 508,Marburger Straße,
705945783,,False,3,residential,30,True,23.923999999999996,"LINESTRING (7.9964444 50.9617832, 7.9963937 50.9617248, 7.9963186 50.9616499, 7.9962889 50.9616283, 7.9962442 50.9616143)",,Marburger Straße,
48345777,,False,2,primary,50,False,37.467,"LINESTRING (7.987178 50.9629782, 7.9869589 50.9632856)",B 517,Hagener Straße,
13271359,,False,,residential,30,True,118.27000000000001,"LINESTRING (7.987178 50.9629782, 7.9876532 50.9631291, 7.9877961 50.963216, 7.9878627 50.9632865, 7.987901 50.9633405, 7.9881182 50.9637271, 7.9881342 50.9637782)",,Waldstraße,
"[233219018, 233219019]",,False,"['4', '3']",primary,50,True,118.407,"LINESTRING (7.987178 50.9629782, 7.9872655 50.9628542, 7.9875694 50.9624231, 7.9876976 50.9622482, 7.9878781 50.962009)",B 517,Hagener Straße,
13271359,,False,,residential,30,False,118.27000000000001,"LINESTRING (7.9881342 50.9637782, 7.9881182 50.9637271, 7.987901 50.9633405, 7.9878627 50.9632865, 7.9877961 50.963216, 7.9876532 50.9631291, 7.987178 50.9629782)",,Waldstraße,
1204279870,,False,,residential,30,False,130.145,"LINESTRING (7.9881342 50.9637782, 7.9886694 50.9637446, 7.9888226 50.9637354, 7.9890105 50.9637324, 7.9892883 50.9637322, 7.9896757 50.9637596, 7.9898431 50.9637625, 7.9899797 50.9637347)",,Am Park,
1204279871,,False,,residential,30,True,60.763000000000005,"LINESTRING (7.9881342 50.9637782, 7.9881841 50.9639513, 7.9882455 50.9643198)",,Waldstraße,
"[13271371, 1204279869]",,False,,residential,30,False,337.002,"LINESTRING (7.9899797 50.9637347, 7.9902726 50.96339, 7.9903428 50.9632959, 7.9904925 50.9630893, 7.9906502 50.9628814, 7.9911363 50.9627879, 7.9912389 50.9627682, 7.991467 50.9628354, 7.9915546 50.9628971, 7.9915684 50.9629202, 7.9916107 50.9630032, 7.9915544 50.9630709, 7.9914281 50.9632194, 7.9913847 50.9632704, 7.9903947 50.9634517, 7.9901998 50.9635792, 7.9899797 50.9637347)",,Am Park,
"[13271371, 1204279869]",,False,,residential,30,True,337.002,"LINESTRING (7.9899797 50.9637347, 7.9901998 50.9635792, 7.9903947 50.9634517, 7.9913847 50.9632704, 7.9914281 50.9632194, 7.9915544 50.9630709, 7.9916107 50.9630032, 7.9915684 50.9629202, 7.9915546 50.9628971, 7.991467 50.9628354, 7.9912389 50.9627682, 7.9911363 50.9627879, 7.9906502 50.9628814, 7.9904925 50.9630893, 7.9903428 50.9632959, 7.9902726 50.96339, 7.9899797 50.9637347)",,Am Park,
1204279870,,False,,residential,30,True,130.14499999999998,"LINESTRING (7.9899797 50.9637347, 7.9898431 50.9637625, 7.9896757 50.9637596, 7.9892883 50.9637322, 7.9890105 50.9637324, 7.9888226 50.9637354, 7.9886694 50.9637446, 7.9881342 50.9637782)",,Am Park,
14016286,,True,1,trunk_link,50,False,28.165,"LINESTRING (7.9840489 50.9610661, 7.9840605 50.960987, 7.9840419 50.9609103, 7.9839949 50.9608187)",,,
"[147069120, 153750169]",yes,True,1,trunk_link,50,False,40.548,"LINESTRING (7.9840489 50.9610661, 7.9841968 50.961016, 7.9845874 50.9609354)",,,
16776225,,False,,unclassified,30,True,120.274,"LINESTRING (7.9925173 50.9564811, 7.9936404 50.9570875, 7.9938211 50.957185)",,Bahnhofstraße,
"[16776226, 327023477]",,False,,unclassified,30,False,130.92900000000003,"LINESTRING (7.9925173 50.9564811, 7.9922926 50.9566577, 7.9922608 50.9566764, 7.992191 50.9566826, 7.9921386 50.9566754, 7.9920628 50.9566439, 7.9919724 50.9565944, 7.991924 50.956562, 7.9919039 50.9565399, 7.991887 50.9565214, 7.9918712 50.9565041, 7.9918637 50.9564701, 7.9918659 50.9564381, 7.9918792 50.9564085, 7.9919072 50.9563807, 7.9919351 50.9563531, 7.9919795 50.9563302, 7.9920507 50.9563069, 7.9921253 50.9563092, 7.9921748 50.9563129, 7.9923825 50.9564085, 7.9925173 50.9564811)",,Bahnhofstraße,
"[16776226, 327023477]",,False,,unclassified,30,True,130.929,"LINESTRING (7.9925173 50.9564811, 7.9923825 50.9564085, 7.9921748 50.9563129, 7.9921253 50.9563092, 7.9920507 50.9563069, 7.9919795 50.9563302, 7.9919351 50.9563531, 7.9919072 50.9563807, 7.9918792 50.9564085, 7.9918659 50.9564381, 7.9918637 50.9564701, 7.9918712 50.9565041, 7.991887 50.9565214, 7.9919039 50.9565399, 7.991924 50.956562, 7.9919724 50.9565944, 7.9920628 50.9566439, 7.9921386 50.9566754, 7.992191 50.9566826, 7.9922608 50.9566764, 7.9922926 50.9566577, 7.9925173 50.9564811)",,Bahnhofstraße,
13269153,,False,,residential,30,True,310.375,"LINESTRING (7.9947948 50.9600735, 7.9945096 50.9602768, 7.9944176 50.960282, 7.994362 50.9602568, 7.9928732 50.9595464, 7.9923031 50.9591397, 7.9920259 50.9589511, 7.9915809 50.9586085)",,Roonstraße,
233244620,,False,,residential,30,True,108.71100000000001,"LINESTRING (7.9947948 50.9600735, 7.9947036 50.9599605, 7.9944394 50.9595999, 7.9943943 50.9595383, 7.9942143 50.9593791, 7.9940133 50.9592368)",,Moltkestraße,5.5
"[364729649, 30471351, 178223783]",,False,,"['residential', 'living_street']",30,False,170.53099999999998,"LINESTRING (7.9947948 50.9600735, 7.9957134 50.9607501, 7.9958236 50.9608609, 7.9961056 50.9611936, 7.9961961 50.9613165)",,Moltkestraße,5.7
16776225,,False,,unclassified,30,False,120.274,"LINESTRING (7.9938211 50.957185, 7.9936404 50.9570875, 7.9925173 50.9564811)",,Bahnhofstraße,
25783001,,False,,residential,30,True,71.097,"LINESTRING (7.9938211 50.957185, 7.9939341 50.9572425, 7.9946591 50.9575452)",,Leystraße,
"[28439601, 159685338, 28439602]",yes,False,"['2', '3']",secondary,50,False,80.72,"LINESTRING (7.9938211 50.957185, 7.9937673 50.9573055, 7.99363 50.9574569, 7.9935594 50.9575195, 7.993351 50.9576403, 7.9931388 50.9577473)",L 908,Siegener Straße,
"[1077646123, 780588883]",,False,"['2', '3']",secondary,50,True,169.72000000000003,"LINESTRING (7.9938211 50.957185, 7.9939109 50.9569842, 7.9942566 50.9562837, 7.9943302 50.9561364, 7.994535 50.9557265)",L 908,Siegener Straße,
32454358,,True,1,trunk_link,80,False,54.768,"LINESTRING (7.9853178 50.9610747, 7.9849887 50.9611123, 7.9848664 50.9611472, 7.9847634 50.9611961, 7.9846305 50.9612765)",,,
"[147069131, 233219020]",yes,False,"['4', '5']",primary,40,True,164.683,"LINESTRING (7.9853178 50.9610747, 7.9863287 50.9612217, 7.986865 50.961332, 7.9875504 50.9615234)",B 517,Heesstraße,
"[147069132, 176276895]",yes,False,3,primary,50,False,53.449,"LINESTRING (7.9853178 50.9610747, 7.9848297 50.9609831, 7.9845874 50.9609354)",B 517,Heesstraße,
147069126,,True,1,trunk_link,80,False,232.955,"LINESTRING (7.9845507 50.9607187, 7.9861056 50.9595722, 7.9865086 50.9593197, 7.9868175 50.9591987)",,,
895092159,,False,,residential,30,False,24.085,"LINESTRING (7.9922995 50.9614997, 7.9920172 50.9616234)",,Ziegeleifeld,
26284414,,False,,residential,30,False,94.15899999999999,"LINESTRING (7.9922995 50.9614997, 7.9927014 50.9613211, 7.9934019 50.961015)",,Ziegeleifeld,
"[1077646125, 26284414]",,False,,residential,30,True,264.52,"LINESTRING (7.9922995 50.9614997, 7.9921642 50.9614089, 7.9919383 50.961329, 7.9917317 50.9612892, 7.9916468 50.9612798, 7.9912877 50.9612368, 7.9907872 50.9611827, 7.9904749 50.9611389, 7.9903956 50.9611274, 7.9902657 50.9611084, 7.9902063 50.9610998, 7.9900663 50.9610794, 7.9898013 50.96104, 7.9895479 50.9609908, 7.9893301 50.9609327, 7.9888757 50.9608116, 7.9887525 50.9607727)",,Ziegeleifeld,
27686309,,False,,living_street,,False,27.117,"LINESTRING (7.9934019 50.961015, 7.9937446 50.9611285)",,Marburger Straße,
26284414,,False,,residential,30,True,94.15899999999999,"LINESTRING (7.9934019 50.961015, 7.9927014 50.9613211, 7.9922995 50.9614997)",,Ziegeleifeld,
"[363492729, 369713964]",,False,,living_street,,True,152.55300000000003,"LINESTRING (7.9934019 50.961015, 7.9923995 50.9606787, 7.9922342 50.9606232, 7.9919514 50.9605288, 7.9917815 50.960472, 7.9916581 50.9604308, 7.9914787 50.9603709)",,Marburger Straße,
30471351,,False,,living_street,,False,48.28500000000001,"LINESTRING (7.9961961 50.9613165, 7.9960687 50.9613641, 7.9959472 50.9614463, 7.9959169 50.9615028, 7.995897 50.9615614, 7.9959013 50.9616116, 7.9959021 50.9616704)",,Moltkestraße,
"[364729649, 178223783, 30471351]",,False,,"['living_street', 'residential']",30,True,170.531,"LINESTRING (7.9961961 50.9613165, 7.9961056 50.9611936, 7.9958236 50.9608609, 7.9957134 50.9607501, 7.9947948 50.9600735)",,Moltkestraße,5.7
30649082,,False,,living_street,,True,34.632,"LINESTRING (7.9961961 50.9613165, 7.9962918 50.9614934, 7.9962442 50.9616143)",,Moltkestraße,2
30471351,,False,,living_street,,True,48.285000000000004,"LINESTRING (7.9959021 50.9616704, 7.9959013 50.9616116, 7.995897 50.9615614, 7.9959169 50.9615028, 7.9959472 50.9614463, 7.9960687 50.9613641, 7.9961961 50.9613165)",,Moltkestraße,
178069009,,False,3,residential,30,False,25.724,"LINESTRING (7.9959021 50.9616704, 7.9960434 50.9616236, 7.9961148 50.9616077, 7.9961847 50.9616039, 7.9962442 50.9616143)",,Marburger Straße,
"[363492728, 363492730, 27686309, 755148710]",,False,3,"['residential', 'living_street']",30,True,165.833,"LINESTRING (7.9959021 50.9616704, 7.9957979 50.9616846, 7.9956833 50.9616892, 7.9955635 50.9616873, 7.9954735 50.9616716, 7.9953898 50.961654, 7.9952737 50.9616226, 7.9951663 50.9615873, 7.9949026 50.9615028, 7.9937446 50.9611285)",,Marburger Straße,
27290498,,False,,residential,30,True,65.767,"LINESTRING (7.9964075 50.9563692, 7.995611 50.956056)",,Dr.-Erich-Moning-Straße,
26284416,,False,,residential,30,True,109.261,"LINESTRING (7.9964075 50.9563692, 7.9962848 50.9564963, 7.9960443 50.9570817, 7.9960282 50.9571219, 7.9959662 50.9573055)",,Pfarrstraße,
26284417,,False,,residential,30,True,67.608,"LINESTRING (7.9960424 50.9555121, 7.9956971 50.9559474, 7.995611 50.956056)",,Stephanstraße,
26284416,,False,,residential,30,False,109.261,"LINESTRING (7.9959662 50.9573055, 7.9960282 50.9571219, 7.9960443 50.9570817, 7.9962848 50.9564963, 7.9964075 50.9563692)",,Pfarrstraße,
"[26284416, 25783001]",,False,,residential,30,"[False, True]",297.18399999999997,"LINESTRING (7.9959662 50.9573055, 7.9957049 50.9580979, 7.9957232 50.9585713, 7.9956731 50.9586293, 7.9955716 50.958619, 7.9955061 50.9585237, 7.9953764 50.9581761, 7.9952936 50.957978, 7.995127 50.9578162, 7.9946591 50.9575452)",,"['Pfarrstraße', 'Leystraße']",
28439506,,False,,unclassified,30,False,57.355999999999995,"LINESTRING (7.98881 50.9594603, 7.9893006 50.9596541, 7.9893415 50.9596702, 7.9895017 50.9597364)",,Heesstraße,
895092159,,False,,residential,30,True,24.085,"LINESTRING (7.9920172 50.9616234, 7.9922995 50.9614997)",,Ziegeleifeld,
30223636,,False,,residential,30,False,126.99600000000001,"LINESTRING (7.9920172 50.9616234, 7.9922433 50.961736, 7.992637 50.961932, 7.9932591 50.9622652, 7.9934091 50.9623547)",,Martin-Luther-Straße,
895092159,,False,,residential,30,False,45.748999999999995,"LINESTRING (7.9920172 50.9616234, 7.9917321 50.9617321, 7.9914544 50.9618322)",,Ziegeleifeld,
30223636,,False,,residential,30,True,126.996,"LINESTRING (7.9934091 50.9623547, 7.9932591 50.9622652, 7.992637 50.961932, 7.9922433 50.961736, 7.9920172 50.9616234)",,Martin-Luther-Straße,
27686309,,False,,living_street,,True,27.117,"LINESTRING (7.9937446 50.9611285, 7.9934019 50.961015)",,Marburger Straße,
30649080,,False,,residential,30,False,22.495,"LINESTRING (7.9937446 50.9611285, 7.9938981 50.9609508)",,Grabenstraße,
"[363492728, 363492730, 27686309, 755148710]",,False,3,"['living_street', 'residential']",30,False,165.833,"LINESTRING (7.9937446 50.9611285, 7.9949026 50.9615028, 7.9951663 50.9615873, 7.9952737 50.9616226, 7.9953898 50.961654, 7.9954735 50.9616716, 7.9955635 50.9616873, 7.9956833 50.9616892, 7.9957979 50.9616846, 7.9959021 50.9616704)",,Marburger Straße,
30649080,,False,,residential,30,True,22.495,"LINESTRING (7.9938981 50.9609508, 7.9937446 50.9611285)",,Grabenstraße,
30649081,,False,,residential,30,False,70.014,"LINESTRING (7.9938981 50.9609508, 7.9948972 50.9609722)",,Grabenstraße,
"[30649080, 36124583]",,False,,residential,30,False,218.14200000000002,"LINESTRING (7.9938981 50.9609508, 7.9940562 50.9607713, 7.9940738 50.9607158, 7.9940474 50.9606617, 7.9939833 50.9606221, 7.9928118 50.9601279, 7.9927586 50.9601056, 7.992553 50.9600187, 7.9923443 50.9599307, 7.9923076 50.9599152, 7.9922614 50.9599077, 7.9922137 50.9599096, 7.9921693 50.9599206, 7.9921324 50.9599398, 7.991904 50.9600731)",,Grabenstraße,
30649081,,False,,residential,30,True,70.014,"LINESTRING (7.9948972 50.9609722, 7.9938981 50.9609508)",,Grabenstraße,
30649082,,False,,living_street,,False,34.632,"LINESTRING (7.9962442 50.9616143, 7.9962918 50.9614934, 7.9961961 50.9613165)",,Moltkestraße,2
178069009,,False,3,residential,30,True,25.724,"LINESTRING (7.9962442 50.9616143, 7.9961847 50.9616039, 7.9961148 50.9616077, 7.9960434 50.9616236, 7.9959021 50.9616704)",,Marburger Straße,
705945783,,False,3,residential,30,False,23.924,"LINESTRING (7.9962442 50.9616143, 7.9962889 50.9616283, 7.9963186 50.9616499, 7.9963937 50.9617248, 7.9964444 50.9617832)",,Marburger Straße,
1204279871,,False,,residential,30,False,60.763000000000005,"LINESTRING (7.9882455 50.9643198, 7.9881841 50.9639513, 7.9881342 50.9637782)",,Waldstraße,
"[36123136, 36123143]",,False,,residential,30,True,30.124000000000002,"LINESTRING (7.994955 50.9590966, 7.9947898 50.9589858, 7.99467 50.9588939)",,Im Plan,
36123142,,False,,residential,30,False,166.604,"LINESTRING (7.99467 50.9588939, 7.9931388 50.9577473)",,Im Plan,
36123142,,False,,residential,30,True,59.744,"LINESTRING (7.99467 50.9588939, 7.9940133 50.9592368)",,Im Plan,
"[36123136, 36123143]",,False,,residential,30,False,30.124000000000002,"LINESTRING (7.99467 50.9588939, 7.9947898 50.9589858, 7.994955 50.9590966)",,Im Plan,
"[363492729, 369713964]",,False,,living_street,,False,152.553,"LINESTRING (7.9914787 50.9603709, 7.9916581 50.9604308, 7.9917815 50.960472, 7.9919514 50.9605288, 7.9922342 50.9606232, 7.9923995 50.9606787, 7.9934019 50.961015)",,Marburger Straße,
"[30649080, 36124583]",,False,,residential,30,True,218.14200000000002,"LINESTRING (7.991904 50.9600731, 7.9921324 50.9599398, 7.9921693 50.9599206, 7.9922137 50.9599096, 7.9922614 50.9599077, 7.9923076 50.9599152, 7.9923443 50.9599307, 7.992553 50.9600187, 7.9927586 50.9601056, 7.9928118 50.9601279, 7.9939833 50.9606221, 7.9940474 50.9606617, 7.9940738 50.9607158, 7.9940562 50.9607713, 7.9938981 50.9609508)",,Grabenstraße,
37730814,,False,,residential,,False,72.356,"LINESTRING (7.9952328 50.9570559, 7.9952109 50.957093, 7.9951299 50.9572669, 7.9950246 50.9574222, 7.9946591 50.9575452)",,Johannesheim,
25783001,,False,,residential,30,False,71.097,"LINESTRING (7.9946591 50.9575452, 7.9939341 50.9572425, 7.9938211 50.957185)",,Leystraße,
"[26284416, 25783001]",,False,,residential,30,"[False, True]",297.184,"LINESTRING (7.9946591 50.9575452, 7.995127 50.9578162, 7.9952936 50.957978, 7.9953764 50.9581761, 7.9955061 50.9585237, 7.9955716 50.958619, 7.9956731 50.9586293, 7.9957232 50.9585713, 7.9957049 50.9580979, 7.9959662 50.9573055)",,"['Pfarrstraße', 'Leystraße']",
37730814,,False,,residential,,True,72.356,"LINESTRING (7.9946591 50.9575452, 7.9950246 50.9574222, 7.9951299 50.9572669, 7.9952109 50.957093, 7.9952328 50.9570559)",,Johannesheim,
48345777,,False,2,primary,50,True,37.467,"LINESTRING (7.9869589 50.9632856, 7.987178 50.9629782)",B 517,Hagener Straße,
38365871,,False,,living_street,,False,117.03,"LINESTRING (7.9869589 50.9632856, 7.9866604 50.9632263, 7.9863872 50.9631724, 7.9861353 50.9632131, 7.9859365 50.9632512, 7.9857503 50.9632464, 7.9855577 50.9632169, 7.985341 50.9631955)",,Wiesenstraße,
38365871,,False,,living_street,,True,117.03,"LINESTRING (7.985341 50.9631955, 7.9855577 50.9632169, 7.9857503 50.9632464, 7.9859365 50.9632512, 7.9861353 50.9632131, 7.9863872 50.9631724, 7.9866604 50.9632263, 7.9869589 50.9632856)",,Wiesenstraße,
36123142,,False,,residential,30,False,59.744,"LINESTRING (7.9940133 50.9592368, 7.99467 50.9588939)",,Im Plan,
