osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes,bridge,junction
116839894,Brenzstraße,residential,,,False,False,105.84,"LINESTRING (10.1822491 48.6253836, 10.1822936 48.6253113, 10.1822989 48.6252378, 10.1822967 48.6251567, 10.1822707 48.6250923, 10.1822143 48.6250097, 10.1821029 48.6248954, 10.1818371 48.6247346, 10.1815943 48.6246373)",,,
662996431,Hohe Wartstraße,residential,,,False,True,45.89,"LINESTRING (10.1822491 48.6253836, 10.1821588 48.6254441, 10.182039 48.6255087, 10.1819316 48.6255428, 10.1818228 48.6255568, 10.181712 48.6255506)",,,
11850104,Hohe Wartstraße,residential,30,,False,False,14.739,"LINESTRING (10.1803266 48.6252959, 10.1804167 48.625239, 10.1804793 48.6252106)",,,
11850105,Hohe Wartstraße,residential,30,,False,False,71.959,"LINESTRING (10.1803266 48.6252959, 10.1802321 48.6253684, 10.1801775 48.6254349, 10.1801359 48.6255085, 10.1801234 48.6255306, 10.1801016 48.6255695, 10.180069 48.6256273, 10.1799264 48.6258808)",,,
95802447,Sandgrubenweg,residential,30,,False,True,171.64,"LINESTRING (10.1803266 48.6252959, 10.1809935 48.6255944, 10.1809761 48.6258346, 10.1809677 48.62595, 10.1809592 48.626063, 10.1809477 48.6261828, 10.1809353 48.6262602, 10.1809096 48.626421, 10.1809057 48.6264456, 10.1808807 48.6266025)",,,
"[211745997, 148515509]",Mergelstetter Straße,tertiary,,,False,True,90.802,"LINESTRING (10.1698219 48.6240711, 10.1699477 48.6240575, 10.1700936 48.624046, 10.1704048 48.6240351, 10.1705517 48.624027, 10.1707318 48.6240194, 10.1710525 48.6240045)",2,,
909760848,Brunnenstraße,residential,30,,False,False,47.021,"LINESTRING (10.1698219 48.6240711, 10.1698048 48.6239677, 10.1697358 48.6236677, 10.1697352 48.6236523)",,,
34236255,Stockbrunnenweg,residential,30,,False,True,144.06099999999998,"LINESTRING (10.1714103 48.6189446, 10.171363 48.618914, 10.1711313 48.6188429, 10.1710845 48.61883, 10.1709001 48.6187789, 10.1707421 48.6187351, 10.1704189 48.6186455, 10.1701913 48.6185824, 10.1701585 48.6185883, 10.1701343 48.6185935, 10.1699944 48.6187944, 10.1700191 48.6188478, 10.1700602 48.6189366)",,,
51086566,Baumschulenweg,residential,30,,False,False,54.275999999999996,"LINESTRING (10.1714103 48.6189446, 10.1712614 48.6190589, 10.171222 48.6191079, 10.1711507 48.6191966, 10.1711329 48.6192433, 10.1711229 48.6192694, 10.1711048 48.6193167, 10.1710817 48.6193721)",,,
"[157706817, 157706818, 157706815]","['Mergelstetter Straße', 'Lange Straße']",tertiary,,,False,False,164.00099999999998,"LINESTRING (10.1713086 48.6239919, 10.1713443 48.6239829, 10.1713704 48.6239826, 10.1716313 48.6239444, 10.1717765 48.623932, 10.1719307 48.623917, 10.1720474 48.6239039, 10.1721766 48.6238846, 10.172254 48.6238706, 10.1724072 48.6238379, 10.1725021 48.6238138, 10.1725872 48.6237844, 10.1726623 48.6237569, 10.1727424 48.6237203, 10.1728082 48.6236841, 10.1729065 48.6236301, 10.1729322 48.6236151, 10.1730142 48.6235576, 10.1731803 48.6234432, 10.1732643 48.623389)",2,yes,
362235905,,tertiary,,,True,False,15.319,"LINESTRING (10.1713086 48.6239919, 10.1713081 48.6240195, 10.1712944 48.6240455, 10.1712688 48.6240672, 10.171234 48.6240824, 10.1711937 48.6240894)",,,roundabout
39523011,Härtweg,residential,30,,False,False,119.797,"LINESTRING (10.1774781 48.627175, 10.1769881 48.6269331, 10.1763674 48.6266866, 10.1762741 48.6266491, 10.1761159 48.6265856)",,,
39523011,Härtweg,residential,30,,False,False,16.799,"LINESTRING (10.1738709 48.6258892, 10.1737801 48.6258707, 10.1736521 48.6258455)",,,
39523011,Härtweg,residential,30,,False,True,157.709,"LINESTRING (10.1738709 48.6258892, 10.1751648 48.6262785, 10.1753109 48.6263224, 10.1756493 48.6264251, 10.1758232 48.6264778)",,,
117683486,Kirchplatz,residential,30,,False,False,38.379000000000005,"LINESTRING (10.1738709 48.6258892, 10.1739661 48.6257323, 10.1740171 48.6256401, 10.1740466 48.6255854, 10.1740761 48.6255816)",,,
"[785827369, 35215455]",Härtweg,residential,30,,False,False,85.374,"LINESTRING (10.1736521 48.6258455, 10.1736061 48.6258071, 10.1734956 48.6256873, 10.1734129 48.6256283, 10.1732422 48.6255041, 10.1731296 48.6254169, 10.1731097 48.6254028, 10.1730864 48.6253842, 10.1729072 48.6252592)",,,
39523008,Osramstraße,residential,30,,False,False,150.23,"LINESTRING (10.1736521 48.6258455, 10.1735396 48.6258445, 10.1734614 48.6258778, 10.173411 48.625965, 10.1733777 48.6260795, 10.1733693 48.6261227, 10.1733641 48.6261497, 10.1733606 48.626168, 10.173355 48.6261967, 10.1732878 48.6265444, 10.1732491 48.6267203, 10.1731966 48.6269594, 10.173191 48.626985, 10.1731711 48.6270754)",,,
39523011,Härtweg,residential,30,,False,True,16.799,"LINESTRING (10.1736521 48.6258455, 10.1737801 48.6258707, 10.1738709 48.6258892)",,,
26847630,Gewerbestraße,residential,30,,False,True,56.828,"LINESTRING (10.1731711 48.6270754, 10.1723985 48.6270549)",,,
39523008,Osramstraße,residential,30,,False,True,150.23,"LINESTRING (10.1731711 48.6270754, 10.173191 48.626985, 10.1731966 48.6269594, 10.1732491 48.6267203, 10.1732878 48.6265444, 10.173355 48.6261967, 10.1733606 48.626168, 10.1733641 48.6261497, 10.1733693 48.6261227, 10.1733777 48.6260795, 10.173411 48.625965, 10.1734614 48.6258778, 10.1735396 48.6258445, 10.1736521 48.6258455)",,,
26847630,Gewerbestraße,residential,30,,False,False,56.828,"LINESTRING (10.1723985 48.6270549, 10.1731711 48.6270754)",,,
"[544991912, 544991913, 25205420, 25205421, 362087861]",Berliner Straße,residential,50,,False,True,351.67299999999994,"LINESTRING (10.1723985 48.6270549, 10.172379 48.6268357, 10.1724127 48.6265026, 10.1725055 48.6260502, 10.1725347 48.6258779, 10.1725298 48.6256018, 10.1725258 48.6254853, 10.1724768 48.6252796, 10.1723946 48.6251386, 10.172326 48.6250057, 10.1722016 48.6248706, 10.1719788 48.6247101, 10.1717197 48.6245436, 10.1716451 48.6244944, 10.171429 48.6243497, 10.1713861 48.6243143, 10.1713362 48.6242731, 10.1712986 48.624225, 10.1712661 48.6241834)",2,,
"[11850104, 662996431]",Hohe Wartstraße,residential,30,,False,False,104.33000000000001,"LINESTRING (10.1804793 48.6252106, 10.1806036 48.625176, 10.1807431 48.6251692, 10.1808891 48.6251899, 10.1810363 48.6252352, 10.181478 48.6254756, 10.181609 48.6255251, 10.181712 48.6255506)",,,
11850104,Hohe Wartstraße,residential,30,,False,True,14.739,"LINESTRING (10.1804793 48.6252106, 10.1804167 48.625239, 10.1803266 48.6252959)",,,
95802434,Am Hohenstein,residential,30,,False,True,177.21,"LINESTRING (10.1804793 48.6252106, 10.1803834 48.6251722, 10.1800687 48.6251423, 10.1800227 48.6251393, 10.1798923 48.6251344, 10.1798528 48.6251322, 10.1798062 48.6251288, 10.1797389 48.6251219, 10.1793917 48.6250863, 10.1781828 48.6248631, 10.1781411 48.6248561)",,,
37610057,Baindtstraße,residential,30,,True,False,61.235,"LINESTRING (10.1794215 48.6221882, 10.1794212 48.6224197, 10.1794211 48.622481, 10.1794207 48.6227389)",,,
"[116837274, 844342012]",Giengener Straße,tertiary,50,,False,False,96.771,"LINESTRING (10.1794215 48.6221882, 10.1792787 48.6221871, 10.1787496 48.6221808, 10.1783512 48.62218, 10.1782016 48.6221677, 10.1781513 48.6221587, 10.1781095 48.6221512)",2,,
844342012,Giengener Straße,tertiary,50,,False,False,61.349000000000004,"LINESTRING (10.1781095 48.6221512, 10.1778757 48.6221087, 10.177748 48.6220745, 10.1775388 48.6220184, 10.1773146 48.6219888)",2,,
"[116837274, 844342012]",Giengener Straße,tertiary,50,,False,True,96.771,"LINESTRING (10.1781095 48.6221512, 10.1781513 48.6221587, 10.1782016 48.6221677, 10.1783512 48.62218, 10.1787496 48.6221808, 10.1792787 48.6221871, 10.1794215 48.6221882)",2,,
37610057,Baindtstraße,residential,30,,True,False,86.545,"LINESTRING (10.1794207 48.6227389, 10.1794161 48.6228805, 10.1794145 48.6229304, 10.1794154 48.6229591, 10.1794222 48.623188, 10.1794379 48.6234028, 10.1795064 48.6235075)",,,
150928974,Küfergasse,residential,30,,False,False,53.61,"LINESTRING (10.1794207 48.6227389, 10.1801083 48.6227587, 10.1801494 48.6227594)",,,
150929116,Küfergasse,residential,30,,False,True,50.239000000000004,"LINESTRING (10.1794207 48.6227389, 10.1792255 48.6227339, 10.1787377 48.6227215)",,,
"[909760848, 24622597]",Brunnenstraße,residential,30,,False,False,223.395,"LINESTRING (10.1697352 48.6236523, 10.1697519 48.6235017, 10.1698007 48.6233807, 10.1698606 48.6232004, 10.1698951 48.6230973, 10.169914 48.623038, 10.1699681 48.6228623, 10.1699915 48.6227962, 10.1700503 48.6226165, 10.1701349 48.6223576, 10.1702667 48.6219545, 10.1702757 48.6219271, 10.1703542 48.621687)",,,
909760848,Brunnenstraße,residential,30,,False,True,47.021,"LINESTRING (10.1697352 48.6236523, 10.1697358 48.6236677, 10.1698048 48.6239677, 10.1698219 48.6240711)",,,
33279323,Mühlstraße,residential,30,5.3,False,False,159.263,"LINESTRING (10.1732643 48.623389, 10.173416 48.6234615, 10.1735279 48.6234842, 10.173718 48.62351, 10.1739991 48.623512, 10.1741192 48.6235128, 10.1741459 48.623513, 10.1745131 48.6234924, 10.1746702 48.623461, 10.1748526 48.6234096, 10.1751994 48.6233996, 10.1753618 48.623395)",,,
"[682362567, 132482807]",Lange Straße,tertiary,30,,False,False,123.89999999999999,"LINESTRING (10.1732643 48.623389, 10.1733881 48.6233073, 10.1736267 48.6231498, 10.1736564 48.6231302, 10.173773 48.6230533, 10.1738512 48.6230016, 10.1741299 48.6228177, 10.1742528 48.6227366, 10.1744587 48.6226027)",2,,
"[157706817, 157706818, 157706815]","['Mergelstetter Straße', 'Lange Straße']",tertiary,,,False,True,164.001,"LINESTRING (10.1732643 48.623389, 10.1731803 48.6234432, 10.1730142 48.6235576, 10.1729322 48.6236151, 10.1729065 48.6236301, 10.1728082 48.6236841, 10.1727424 48.6237203, 10.1726623 48.6237569, 10.1725872 48.6237844, 10.1725021 48.6238138, 10.1724072 48.6238379, 10.172254 48.6238706, 10.1721766 48.6238846, 10.1720474 48.6239039, 10.1719307 48.623917, 10.1717765 48.623932, 10.1716313 48.6239444, 10.1713704 48.6239826, 10.1713443 48.6239829, 10.1713086 48.6239919)",2,yes,
33279323,Mühlstraße,residential,30,5.3,False,False,53.608000000000004,"LINESTRING (10.1753618 48.623395, 10.1753987 48.6233992, 10.1760805 48.6234771)",,,
33279323,Mühlstraße,residential,30,5.3,False,True,159.26300000000003,"LINESTRING (10.1753618 48.623395, 10.1751994 48.6233996, 10.1748526 48.6234096, 10.1746702 48.623461, 10.1745131 48.6234924, 10.1741459 48.623513, 10.1741192 48.6235128, 10.1739991 48.623512, 10.173718 48.62351, 10.1735279 48.6234842, 10.173416 48.6234615, 10.1732643 48.623389)",,,
33279323,Mühlstraße,residential,30,5.3,False,False,141.533,"LINESTRING (10.1760805 48.6234771, 10.1761519 48.6234772, 10.1762453 48.6234774, 10.1765742 48.6234783, 10.1767186 48.6234781, 10.1768514 48.623466, 10.1770783 48.6234453, 10.1771621 48.6234354, 10.1771861 48.6234331, 10.177335 48.6234031, 10.1773719 48.6233957, 10.177562 48.6233574, 10.1777052 48.6233286, 10.1779522 48.6233127, 10.1779763 48.6233111)",,,
33279323,Mühlstraße,residential,30,5.3,False,True,53.608000000000004,"LINESTRING (10.1760805 48.6234771, 10.1753987 48.6233992, 10.1753618 48.623395)",,,
89945037,Mittlere Straße,residential,30,,False,False,212.719,"LINESTRING (10.1760805 48.6234771, 10.1760819 48.6232984, 10.176106 48.6231238, 10.176129 48.6230606, 10.1761394 48.623032, 10.1761621 48.6229698, 10.176168 48.6229507, 10.1761818 48.6229182, 10.1762124 48.6228463, 10.1762475 48.622792, 10.1762563 48.6227789, 10.1762694 48.6227595, 10.1762812 48.6227476, 10.1763094 48.6227192, 10.1763434 48.622685, 10.1763737 48.6226545, 10.1765524 48.6225323, 10.176759 48.6224472, 10.1768707 48.6224284, 10.1770115 48.6224186, 10.177069 48.6224101, 10.1771327 48.6223995, 10.1772179 48.622381, 10.1772749 48.6223424, 10.1773197 48.6221702, 10.1773176 48.6220404, 10.1773146 48.6219888)",,,
34127929,Otto-Merz-Straße,residential,30,,False,False,109.52900000000001,"LINESTRING (10.1695938 48.6198624, 10.1697803 48.6193123, 10.1698744 48.6191728, 10.1699684 48.6190333, 10.1700105 48.6189709, 10.1700602 48.6189366)",,,
67659825,Brückenstraße,residential,30,,False,True,63.46,"LINESTRING (10.1695938 48.6198624, 10.169759 48.6198863, 10.1697822 48.6198897, 10.1699457 48.6199133, 10.1700851 48.6199334, 10.1702762 48.619961, 10.1704372 48.6199843)",,,
34236255,Stockbrunnenweg,residential,30,,False,False,33.59,"LINESTRING (10.1710817 48.6193721, 10.170639 48.6192972)",,,
51086566,Baumschulenweg,residential,30,,False,False,40.986,"LINESTRING (10.1710817 48.6193721, 10.1710282 48.6195726, 10.1710282 48.6196535, 10.1710513 48.6197362)",,,
51086566,Baumschulenweg,residential,30,,False,True,54.275999999999996,"LINESTRING (10.1710817 48.6193721, 10.1711048 48.6193167, 10.1711229 48.6192694, 10.1711329 48.6192433, 10.1711507 48.6191966, 10.171222 48.6191079, 10.1712614 48.6190589, 10.1714103 48.6189446)",,,
34236255,Stockbrunnenweg,residential,30,,False,True,33.59,"LINESTRING (10.170639 48.6192972, 10.1710817 48.6193721)",,,
34236255,Stockbrunnenweg,residential,30,,False,False,59.098000000000006,"LINESTRING (10.170639 48.6192972, 10.1705629 48.6192645, 10.1705308 48.6192507, 10.1704718 48.6192048, 10.1703925 48.6191358, 10.1702963 48.6190522, 10.1700602 48.6189366)",,,
34236256,Blumenweg,residential,30,,False,False,77.83,"LINESTRING (10.170639 48.6192972, 10.1705597 48.6195601, 10.1704372 48.6199843)",,,
34127929,Otto-Merz-Straße,residential,30,,False,True,109.529,"LINESTRING (10.1700602 48.6189366, 10.1700105 48.6189709, 10.1699684 48.6190333, 10.1698744 48.6191728, 10.1697803 48.6193123, 10.1695938 48.6198624)",,,
34236255,Stockbrunnenweg,residential,30,,False,False,144.06099999999998,"LINESTRING (10.1700602 48.6189366, 10.1700191 48.6188478, 10.1699944 48.6187944, 10.1701343 48.6185935, 10.1701585 48.6185883, 10.1701913 48.6185824, 10.1704189 48.6186455, 10.1707421 48.6187351, 10.1709001 48.6187789, 10.1710845 48.61883, 10.1711313 48.6188429, 10.171363 48.618914, 10.1714103 48.6189446)",,,
34236255,Stockbrunnenweg,residential,30,,False,True,59.09799999999999,"LINESTRING (10.1700602 48.6189366, 10.1702963 48.6190522, 10.1703925 48.6191358, 10.1704718 48.6192048, 10.1705308 48.6192507, 10.1705629 48.6192645, 10.170639 48.6192972)",,,
34236256,Blumenweg,residential,30,,False,True,77.83,"LINESTRING (10.1704372 48.6199843, 10.1705597 48.6195601, 10.170639 48.6192972)",,,
"[35717885, 35717886]","['Blumenweg', 'Alemannenweg']",residential,30,,False,True,191.45400000000004,"LINESTRING (10.1704372 48.6199843, 10.170381 48.6201564, 10.1703598 48.6202215, 10.170336 48.6202945, 10.1703178 48.6203169, 10.1702681 48.6203778, 10.1702185 48.6204386, 10.17015 48.6206049, 10.1701249 48.6206817, 10.1701187 48.6207095, 10.1700528 48.6208796, 10.1700435 48.6209102, 10.1700408 48.620919, 10.1700346 48.6209394, 10.1700265 48.6209657, 10.1700231 48.620977, 10.1700201 48.6209867, 10.1699883 48.6210926, 10.1699589 48.6211903, 10.1699488 48.6212238, 10.1699449 48.6212322, 10.1699015 48.6213813, 10.1698314 48.6216143, 10.1698862 48.6216216)",,,
67659825,Brückenstraße,residential,30,,False,False,63.46,"LINESTRING (10.1704372 48.6199843, 10.1702762 48.619961, 10.1700851 48.6199334, 10.1699457 48.6199133, 10.1697822 48.6198897, 10.169759 48.6198863, 10.1695938 48.6198624)",,,
67659825,Brückenstraße,residential,30,,False,True,32.11,"LINESTRING (10.1704372 48.6199843, 10.1708128 48.6200453, 10.1708618 48.6200521)",,,
"[785827369, 35215455]",Härtweg,residential,30,,False,True,85.374,"LINESTRING (10.1729072 48.6252592, 10.1730864 48.6253842, 10.1731097 48.6254028, 10.1731296 48.6254169, 10.1732422 48.6255041, 10.1734129 48.6256283, 10.1734956 48.6256873, 10.1736061 48.6258071, 10.1736521 48.6258455)",,,
24622597,Brunnenstraße,residential,30,,False,False,152.76300000000003,"LINESTRING (10.1703542 48.621687, 10.1703871 48.6215892, 10.1704263 48.6214594, 10.1704369 48.6214242, 10.1704882 48.6212544, 10.1705589 48.6210202, 10.1705664 48.6209952, 10.1706248 48.6208018, 10.1706598 48.6206857, 10.1706713 48.6206476, 10.1706955 48.6205926, 10.170713 48.6205527, 10.1707361 48.6205002, 10.1708464 48.6203578)",,,
"[909760848, 24622597]",Brunnenstraße,residential,30,,False,True,223.39499999999998,"LINESTRING (10.1703542 48.621687, 10.1702757 48.6219271, 10.1702667 48.6219545, 10.1701349 48.6223576, 10.1700503 48.6226165, 10.1699915 48.6227962, 10.1699681 48.6228623, 10.169914 48.623038, 10.1698951 48.6230973, 10.1698606 48.6232004, 10.1698007 48.6233807, 10.1697519 48.6235017, 10.1697352 48.6236523)",,,
35717885,Alemannenweg,residential,30,,False,False,35.16,"LINESTRING (10.1703542 48.621687, 10.169979 48.6216344, 10.1698862 48.6216216)",,,
37609241,Am Steinbruch,residential,30,,False,False,79.936,"LINESTRING (10.1794997 48.6209667, 10.1795117 48.6209162, 10.1795136 48.6209046, 10.1795424 48.6207255, 10.179654 48.6206174, 10.1797103 48.620511, 10.1795467 48.6203053)",,,
37609241,Am Steinbruch,residential,30,,False,True,79.93599999999999,"LINESTRING (10.1795467 48.6203053, 10.1797103 48.620511, 10.179654 48.6206174, 10.1795424 48.6207255, 10.1795136 48.6209046, 10.1795117 48.6209162, 10.1794997 48.6209667)",,,
37609362,Randstraße,residential,30,,False,False,109.62800000000001,"LINESTRING (10.1795467 48.6203053, 10.1794072 48.6203316, 10.1792957 48.6203527, 10.1791777 48.6204083, 10.1791131 48.6204384, 10.1790505 48.6204676, 10.1789753 48.6205444, 10.1789199 48.6206531, 10.178877 48.6207843, 10.1788264 48.6210439, 10.178824 48.6210563)",,,
37609362,Randstraße,residential,30,,False,True,49.831,"LINESTRING (10.1795467 48.6203053, 10.179651 48.620274, 10.1798042 48.6202281, 10.1800073 48.6201671, 10.1800618 48.6200592)",,,
37609362,Randstraße,residential,30,,False,False,49.831,"LINESTRING (10.1800618 48.6200592, 10.1800073 48.6201671, 10.1798042 48.6202281, 10.179651 48.620274, 10.1795467 48.6203053)",,,
37609363,Schießbergstraße,residential,30,,False,False,71.861,"LINESTRING (10.1800618 48.6200592, 10.1798555 48.6200378, 10.1797236 48.6200428, 10.1796798 48.6200444, 10.1796189 48.6200563, 10.1794494 48.6200911, 10.1792993 48.6201314, 10.1792085 48.6201586, 10.1791684 48.6201706, 10.1791264 48.6201832)",,,
37609363,Schießbergstraße,residential,30,,False,True,204.23,"LINESTRING (10.1800618 48.6200592, 10.1804868 48.6200918, 10.1804908 48.6200927, 10.1808885 48.6200722, 10.1811334 48.6200505, 10.1812751 48.6200507, 10.1821871 48.6200179, 10.1824821 48.6200383, 10.1828266 48.620074)",,,
37609363,Schießbergstraße,residential,30,,False,False,204.23000000000002,"LINESTRING (10.1828266 48.620074, 10.1824821 48.6200383, 10.1821871 48.6200179, 10.1812751 48.6200507, 10.1811334 48.6200505, 10.1808885 48.6200722, 10.1804908 48.6200927, 10.1804868 48.6200918, 10.1800618 48.6200592)",,,
37609610,Albrecht-Bengel-Straße,residential,,,False,False,103.32500000000002,"LINESTRING (10.1828266 48.620074, 10.1826827 48.6199498, 10.1825874 48.6198845, 10.1824619 48.619796, 10.181921 48.6196111, 10.1817015 48.6195481)",,,
37609363,Schießbergstraße,residential,30,,False,False,33.257999999999996,"LINESTRING (10.1791264 48.6201832, 10.1790851 48.6202052, 10.178945 48.6202798, 10.178774 48.6203708)",,,
37609363,Schießbergstraße,residential,30,,False,True,71.86099999999999,"LINESTRING (10.1791264 48.6201832, 10.1791684 48.6201706, 10.1792085 48.6201586, 10.1792993 48.6201314, 10.1794494 48.6200911, 10.1796189 48.6200563, 10.1796798 48.6200444, 10.1797236 48.6200428, 10.1798555 48.6200378, 10.1800618 48.6200592)",,,
37609365,Oststraße,residential,30,,False,False,119.45800000000001,"LINESTRING (10.1791264 48.6201832, 10.1794964 48.6199905, 10.1796527 48.6199227, 10.1797618 48.6198872, 10.1798249 48.6198673, 10.1799293 48.6198486, 10.1802461 48.619824, 10.1803702 48.6197853, 10.1803987 48.6196469)",,,
37609363,Schießbergstraße,residential,30,,False,True,33.258,"LINESTRING (10.178774 48.6203708, 10.178945 48.6202798, 10.1790851 48.6202052, 10.1791264 48.6201832)",,,
37609364,Steiler Weg,residential,30,,False,False,107.39200000000001,"LINESTRING (10.178774 48.6203708, 10.1789296 48.6201387, 10.179008 48.6200726, 10.1790193 48.6200631, 10.1790296 48.6200521, 10.1791436 48.6199468, 10.179208 48.6198804, 10.179308 48.6197771, 10.1793563 48.6197272, 10.1793861 48.6196871, 10.1793913 48.6196802, 10.1794488 48.6196134, 10.1794863 48.6195685, 10.1794942 48.6195591, 10.1795052 48.619539)",,,
37609927,Schießbergstraße,residential,30,,False,True,23.324,"LINESTRING (10.178774 48.6203708, 10.1787262 48.6204012, 10.1786259 48.6204763, 10.1785533 48.6205212)",,,
37609611,Hermann-Kurz-Straße,residential,,,False,True,91.564,"LINESTRING (10.1828368 48.6192792, 10.1827775 48.6193248, 10.1826913 48.6193801, 10.1825781 48.6194261, 10.182401 48.6194754, 10.1821854 48.6195119, 10.1817015 48.6195481)",,,
37609610,Albrecht-Bengel-Straße,residential,,,False,False,98.705,"LINESTRING (10.1817015 48.6195481, 10.1815215 48.6195128, 10.1812873 48.6195023, 10.1809978 48.6195454, 10.1806578 48.6196229, 10.1805345 48.6196439, 10.180456 48.6196502, 10.1803987 48.6196469)",,,
37609610,Albrecht-Bengel-Straße,residential,,,False,True,103.325,"LINESTRING (10.1817015 48.6195481, 10.181921 48.6196111, 10.1824619 48.619796, 10.1825874 48.6198845, 10.1826827 48.6199498, 10.1828266 48.620074)",,,
37609611,Hermann-Kurz-Straße,residential,,,False,False,91.56400000000001,"LINESTRING (10.1817015 48.6195481, 10.1821854 48.6195119, 10.182401 48.6194754, 10.1825781 48.6194261, 10.1826913 48.6193801, 10.1827775 48.6193248, 10.1828368 48.6192792)",,,
37609923,Hohe Straße,residential,,,False,False,121.436,"LINESTRING (10.1802905 48.6216164, 10.1798511 48.6216185, 10.1796711 48.6216129, 10.1794459 48.6215833, 10.1793079 48.6215389, 10.179083 48.6214372, 10.1788734 48.6213268, 10.1788101 48.6212682)",,,
37609925,Hohe Straße,residential,,,False,True,12.286999999999999,"LINESTRING (10.1783194 48.6208549, 10.1783533 48.6208848, 10.1784197 48.6209433)",,,
37609927,Schießbergstraße,residential,30,,False,False,40.981,"LINESTRING (10.1783194 48.6208549, 10.1783244 48.620852, 10.1783609 48.6208072, 10.1784113 48.6207454, 10.1785533 48.6205212)",,,
37609927,Schießbergstraße,residential,30,,False,True,172.74,"LINESTRING (10.1783194 48.6208549, 10.1782141 48.6208815, 10.1779743 48.6210247, 10.1775657 48.6212346, 10.1774209 48.6213087, 10.1773525 48.6213305, 10.1772178 48.6213735, 10.1772007 48.6213842, 10.1771132 48.6215114, 10.1771548 48.6216285, 10.1771865 48.6216828, 10.177269 48.6218381, 10.1773066 48.6219161, 10.1773095 48.6219393, 10.1773146 48.6219888)",,,
37609927,Schießbergstraße,residential,30,,False,False,172.73999999999998,"LINESTRING (10.1773146 48.6219888, 10.1773095 48.6219393, 10.1773066 48.6219161, 10.177269 48.6218381, 10.1771865 48.6216828, 10.1771548 48.6216285, 10.1771132 48.6215114, 10.1772007 48.6213842, 10.1772178 48.6213735, 10.1773525 48.6213305, 10.1774209 48.6213087, 10.1775657 48.6212346, 10.1779743 48.6210247, 10.1782141 48.6208815, 10.1783194 48.6208549)",,,
89945037,Mittlere Straße,residential,30,,False,True,212.719,"LINESTRING (10.1773146 48.6219888, 10.1773176 48.6220404, 10.1773197 48.6221702, 10.1772749 48.6223424, 10.1772179 48.622381, 10.1771327 48.6223995, 10.177069 48.6224101, 10.1770115 48.6224186, 10.1768707 48.6224284, 10.176759 48.6224472, 10.1765524 48.6225323, 10.1763737 48.6226545, 10.1763434 48.622685, 10.1763094 48.6227192, 10.1762812 48.6227476, 10.1762694 48.6227595, 10.1762563 48.6227789, 10.1762475 48.622792, 10.1762124 48.6228463, 10.1761818 48.6229182, 10.176168 48.6229507, 10.1761621 48.6229698, 10.1761394 48.623032, 10.176129 48.6230606, 10.176106 48.6231238, 10.1760819 48.6232984, 10.1760805 48.6234771)",,,
