osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,name,bridge
136416890,2,tertiary,,,False,True,43.943,"LINESTRING (8.1473248 52.0393084, 8.1466863 52.0392646)",,Münsterstraße,
36887391,,residential,30,,False,False,197.41199999999998,"LINESTRING (8.1473248 52.0393084, 8.1474509 52.0389318, 8.147358 52.0387328, 8.1470726 52.0382604, 8.146843 52.0380253, 8.1464896 52.0378524, 8.1462841 52.0378335)",,Wersestraße,
1069440250,2,tertiary,,,False,False,42.465,"LINESTRING (8.1473248 52.0393084, 8.1474395 52.0393171, 8.1476116 52.0393301, 8.1479412 52.039354)",,Münsterstraße,
37052804,,residential,,,False,False,155.356,"LINESTRING (8.1528418 52.0450739, 8.1528075 52.0445405, 8.1526718 52.0441712, 8.1525349 52.04374, 8.1525169 52.043696)",,Abdinghofstraße,
"[23082315, 159748316, 159748317, 128055958]",2,primary,50,,False,False,143.044,"LINESTRING (8.1525169 52.043696, 8.1528625 52.0435945, 8.1530477 52.0435366, 8.1532983 52.0434534, 8.1535708 52.0433629, 8.153791 52.0432898, 8.1538454 52.0432721, 8.1543744 52.0431052)",B 476,Rothenfelder Straße,yes
"[1122298706, 23082315]",,primary,50,,False,True,124.607,"LINESTRING (8.1525169 52.043696, 8.1523834 52.0437325, 8.1521674 52.0437857, 8.1517529 52.0438873, 8.1514535 52.0439555, 8.1510387 52.0440531, 8.1508083 52.0440768)",B 476,Rothenfelder Straße,
37052804,,residential,,,False,True,155.356,"LINESTRING (8.1525169 52.043696, 8.1525349 52.04374, 8.1526718 52.0441712, 8.1528075 52.0445405, 8.1528418 52.0450739)",,Abdinghofstraße,
29456210,,unclassified,,,False,False,99.77999999999999,"LINESTRING (8.1468886 52.0443337, 8.1467708 52.0441534, 8.146488 52.0438153, 8.1464711 52.0436928, 8.1464922 52.0436096, 8.1465574 52.0435011)",,Nordfeldstraße,
29456210,,unclassified,,,False,True,97.848,"LINESTRING (8.1468886 52.0443337, 8.1470612 52.0446561, 8.147351 52.0451664)",,Nordfeldstraße,
"[37138363, 37138332]",,unclassified,,,False,False,372.8320000000001,"LINESTRING (8.1468886 52.0443337, 8.1460561 52.0445309, 8.145062 52.0448833, 8.1446428 52.0450227, 8.1441511 52.0451496, 8.1439834 52.0451823, 8.1435901 52.0452566, 8.1434321 52.045303, 8.1432685 52.0453667, 8.1428221 52.0456499, 8.1422997 52.0460265)",,Alte Gestermannstraße,
"[37138363, 37138332]",,unclassified,,,False,True,372.83200000000005,"LINESTRING (8.1422997 52.0460265, 8.1428221 52.0456499, 8.1432685 52.0453667, 8.1434321 52.045303, 8.1435901 52.0452566, 8.1439834 52.0451823, 8.1441511 52.0451496, 8.1446428 52.0450227, 8.145062 52.0448833, 8.1460561 52.0445309, 8.1468886 52.0443337)",,Alte Gestermannstraße,
37616864,,unclassified,,,False,True,191.288,"LINESTRING (8.1433193 52.0440833, 8.1433573 52.0439298, 8.143303 52.0436777, 8.1431448 52.0429521, 8.1427752 52.04242)",,Plaggenwiese,
45750931,,unclassified,,,False,True,156.752,"LINESTRING (8.151568 52.0394814, 8.1514609 52.039951, 8.1512739 52.0408794)",,Anton-Henrich-Delius-Straße,
159748315,2,tertiary,,,False,False,46.333,"LINESTRING (8.151568 52.0394814, 8.1517844 52.0394922, 8.1519726 52.039482, 8.1521162 52.0394503, 8.1522132 52.0394081)",,Münsterstraße,
159748315,2,tertiary,,,False,True,81.78,"LINESTRING (8.151568 52.0394814, 8.1514031 52.0394737, 8.151157 52.0394621, 8.1503759 52.0394248)",,Münsterstraße,
45750931,,unclassified,,,False,False,156.752,"LINESTRING (8.1512739 52.0408794, 8.1514609 52.039951, 8.151568 52.0394814)",,Anton-Henrich-Delius-Straße,
136416892,1,primary,50,roundabout,True,False,14.009,"LINESTRING (8.1425622 52.0388837, 8.1425559 52.038915, 8.1425281 52.0389414, 8.1424843 52.0389577, 8.1424333 52.0389606)",,,
1122297936,2,tertiary,50,,False,False,34.541,"LINESTRING (8.1425622 52.0388837, 8.1426753 52.0388803, 8.1428325 52.0388925, 8.1430604 52.0389232)",,Münsterstraße,
136416892,1,primary,50,roundabout,True,False,15.776,"LINESTRING (8.1424333 52.0389606, 8.14238 52.0389471, 8.1423441 52.0389193, 8.1423349 52.0388843, 8.1423547 52.038851)",,,
"[412423067, 128055966, 1122297935]","['2', '3']",primary,50,,False,True,334.177,"LINESTRING (8.1424333 52.0389606, 8.1424186 52.0390926, 8.1424613 52.0392438, 8.1425513 52.0394023, 8.1426953 52.0396429, 8.1427695 52.039767, 8.1429481 52.0400755, 8.1429818 52.040129, 8.1430617 52.0402628, 8.1433183 52.0406925, 8.1436541 52.041274, 8.1437862 52.0415156, 8.1439569 52.0418029)",B 476,Westheider Weg,
159748353,,residential,,,False,True,153.462,"LINESTRING (8.1463105 52.0392081, 8.1463642 52.0387762, 8.1463827 52.0384904, 8.1463669 52.0381757, 8.1463011 52.0379305, 8.1462841 52.0378335)",,Wersestraße,
293243160,1,tertiary,,roundabout,True,False,9.368,"LINESTRING (8.1463105 52.0392081, 8.1463542 52.0392163, 8.1463855 52.0392367, 8.1463963 52.039264)",,,
29456826,2,tertiary,50,,False,True,102.96799999999999,"LINESTRING (8.1462237 52.039244, 8.1460069 52.0392282, 8.1447267 52.0391464)",,Münsterstraße,
293243160,1,tertiary,,roundabout,True,False,7.595,"LINESTRING (8.1462237 52.039244, 8.1462433 52.0392247, 8.146274 52.039212, 8.1463105 52.0392081)",,,
136416890,2,tertiary,,,False,False,43.943,"LINESTRING (8.1466863 52.0392646, 8.1473248 52.0393084)",,Münsterstraße,
136416890,2,tertiary,,,False,True,19.901,"LINESTRING (8.1466863 52.0392646, 8.1465275 52.0392571, 8.1463963 52.039264)",,Münsterstraße,
136416893,,residential,,,False,False,23.725,"LINESTRING (8.1466863 52.0392646, 8.1466165 52.0392847, 8.1465759 52.0393076, 8.1465347 52.0393458, 8.146511 52.0393842, 8.1465005 52.0394289)",,,
36887153,,residential,,,False,False,16.833,"LINESTRING (8.1463644 52.0393048, 8.1464232 52.0393432, 8.146468 52.0393815, 8.1465005 52.0394289)",,Wirusstraße,
293243160,1,tertiary,,roundabout,True,False,15.753,"LINESTRING (8.1463644 52.0393048, 8.1463226 52.0393167, 8.1462767 52.0393142, 8.146239 52.0392979, 8.1462196 52.0392722, 8.1462237 52.039244)",,,
36887153,,residential,,,False,False,104.136,"LINESTRING (8.1465005 52.0394289, 8.1465239 52.0394909, 8.1465373 52.0395569, 8.1465373 52.0395891, 8.1465303 52.0396224, 8.1464944 52.0396898, 8.1463617 52.0399051, 8.1462788 52.0401026, 8.1462652 52.0401856, 8.1462495 52.0403373)",,Wirusstraße,
36887153,,residential,,,False,True,16.833,"LINESTRING (8.1465005 52.0394289, 8.146468 52.0393815, 8.1464232 52.0393432, 8.1463644 52.0393048)",,Wirusstraße,
136416893,,residential,,,False,True,23.725,"LINESTRING (8.1465005 52.0394289, 8.146511 52.0393842, 8.1465347 52.0393458, 8.1465759 52.0393076, 8.1466165 52.0392847, 8.1466863 52.0392646)",,,
36779991,,residential,,,False,False,104.89699999999999,"LINESTRING (8.1475306 52.0401463, 8.1483863 52.0402354, 8.1490077 52.0403824)",,Bachstraße,
"[129464201, 293243149, 206714134]",,residential,,,False,False,271.171,"LINESTRING (8.1475306 52.0401463, 8.1474957 52.0402048, 8.1474607 52.0402792, 8.1474124 52.0403946, 8.1474007 52.0404849, 8.1475985 52.0411634, 8.1476115 52.0413472, 8.1474443 52.0419243, 8.147243 52.0425417)",,Brüggenkamp,
"[129464201, 29456290]",,residential,,,False,True,92.606,"LINESTRING (8.1475306 52.0401463, 8.1476699 52.0399073, 8.1479227 52.0394324, 8.1479412 52.039354)",,Brüggenkamp,
32862014,,residential,10,,False,True,50.944,"LINESTRING (8.1557765 52.0396433, 8.155798 52.039439, 8.1558083 52.0392373, 8.1558109 52.0391857)",,Wiesenstraße,
