osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width,junction,access
26422504,,,Kolpingstraße,residential,30,False,True,147.261,"LINESTRING (7.7805806 51.0242428, 7.7805791 51.0240962, 7.780513 51.0239168, 7.7804185 51.0237878, 7.7802643 51.0236367, 7.7801059 51.0234856, 7.7800622 51.0234328, 7.7800251 51.023388, 7.7799779 51.0232086, 7.7799375 51.0230111)",,,,
188366810,,,Annostraße,residential,30,False,True,122.643,"LINESTRING (7.7805806 51.0242428, 7.7802327 51.0241999, 7.7797926 51.0241375, 7.7795185 51.0241152, 7.7792409 51.0241128, 7.7788495 51.0241404)",,,,
26422498,,,Gräfin-Sayn-Straße,residential,30,False,False,60.79900000000001,"LINESTRING (7.7780876 51.0220008, 7.7783093 51.0221108, 7.7785318 51.0222019, 7.7786651 51.0222584, 7.7787983 51.0223149)",,,,
"[418460789, 166791799]",2,B 55,Hagener Straße,primary,"['50', '30']",False,True,103.527,"LINESTRING (7.7780876 51.0220008, 7.7780589 51.0222038, 7.777949 51.0226295, 7.7779074 51.0227689, 7.7778697 51.0228363, 7.7778114 51.0229104)",,,,
188366816,2,B 55,Hagener Straße,primary,50,False,False,115.701,"LINESTRING (7.7780876 51.0220008, 7.7780951 51.0218467, 7.7780494 51.021679, 7.7778113 51.0213935, 7.7777061 51.0212679, 7.7776586 51.0212233, 7.7775114 51.0210481)",,,,
188366825,,,Gräfin-Sayn-Straße,residential,30,False,False,24.867,"LINESTRING (7.7787983 51.0223149, 7.77912 51.0224101)",,,,
26422498,,,Gräfin-Sayn-Straße,residential,30,False,True,60.799,"LINESTRING (7.7787983 51.0223149, 7.7786651 51.0222584, 7.7785318 51.0222019, 7.7783093 51.0221108, 7.7780876 51.0220008)",,,,
26422501,,,Klosterhof,residential,30,False,False,91.051,"LINESTRING (7.7787983 51.0223149, 7.778722 51.0225137, 7.7786549 51.0227248, 7.7786267 51.02289, 7.7785738 51.0230301, 7.7785319 51.023115)",,,,
188366825,,,Gräfin-Sayn-Straße,residential,30,False,False,9.652,"LINESTRING (7.77912 51.0224101, 7.7792551 51.0224278)",,,,
188366825,,,Gräfin-Sayn-Straße,residential,30,False,True,24.867,"LINESTRING (7.77912 51.0224101, 7.7787983 51.0223149)",,,,
26422499,,,Dechant-Fischer-Straße,residential,30,False,False,66.136,"LINESTRING (7.77912 51.0224101, 7.7790679 51.0225738, 7.7790017 51.0227036, 7.7789737 51.0228233, 7.7789788 51.0228818, 7.7790348 51.0229124, 7.7791318 51.0229356)",,,,
188366825,,,Gräfin-Sayn-Straße,residential,30,False,True,9.652,"LINESTRING (7.7792551 51.0224278, 7.77912 51.0224101)",,,,
44138479,,,Finkestraße,residential,30,False,False,213.09300000000002,"LINESTRING (7.7792551 51.0224278, 7.7792674 51.0223683, 7.7791882 51.0221871, 7.7790204 51.0220036, 7.7788287 51.0218441, 7.7787401 51.0217492, 7.7786983 51.0216505, 7.7786824 51.0215408, 7.7786809 51.0214171, 7.7787207 51.0212568, 7.7788402 51.0211019, 7.778969 51.0209831, 7.7791978 51.0208453, 7.7793942 51.0207953)",,,,
188366825,,,Gräfin-Sayn-Straße,residential,30,False,False,83.451,"LINESTRING (7.7792551 51.0224278, 7.77941 51.0224743, 7.7795609 51.0225509, 7.7796847 51.0226523, 7.7798009 51.0228054, 7.7799026 51.0229496, 7.7799375 51.0230111)",,,,
26422499,,,Dechant-Fischer-Straße,residential,30,False,False,57.059999999999995,"LINESTRING (7.7791318 51.0229356, 7.7794588 51.0229597, 7.7798495 51.0230091, 7.7799375 51.0230111)",,,,
26422499,,,Dechant-Fischer-Straße,residential,30,False,True,66.136,"LINESTRING (7.7791318 51.0229356, 7.7790348 51.0229124, 7.7789788 51.0228818, 7.7789737 51.0228233, 7.7790017 51.0227036, 7.7790679 51.0225738, 7.77912 51.0224101)",,,,
"[318712905, 332170894]",,,Clemensstraße,residential,30,False,True,70.90700000000001,"LINESTRING (7.7791318 51.0229356, 7.7791129 51.0230001, 7.779066 51.023106, 7.7790273 51.0231937, 7.7789957 51.0232424, 7.778875 51.0232036, 7.7788564 51.0231987, 7.7785319 51.023115)",,,,
"[26422500, 188366823]",,,Clemensstraße,residential,30,False,False,55.43899999999999,"LINESTRING (7.7778114 51.0229104, 7.7780159 51.0229848, 7.7782495 51.0230478, 7.7783012 51.0230637, 7.7785319 51.023115)",,,,
"[418460789, 166791799]",2,B 55,Hagener Straße,primary,"['50', '30']",False,False,103.52700000000002,"LINESTRING (7.7778114 51.0229104, 7.7778697 51.0228363, 7.7779074 51.0227689, 7.777949 51.0226295, 7.7780589 51.0222038, 7.7780876 51.0220008)",,,,
418460789,2,B 55,Hagener Straße,primary,30,False,True,74.18,"LINESTRING (7.7778114 51.0229104, 7.7776118 51.0230667, 7.7775249 51.023146, 7.7771661 51.0234396)",,,,
26422501,,,Klosterhof,residential,30,False,True,91.051,"LINESTRING (7.7785319 51.023115, 7.7785738 51.0230301, 7.7786267 51.02289, 7.7786549 51.0227248, 7.778722 51.0225137, 7.7787983 51.0223149)",,,,
"[26422500, 188366823]",,,Clemensstraße,residential,30,False,True,55.43900000000001,"LINESTRING (7.7785319 51.023115, 7.7783012 51.0230637, 7.7782495 51.0230478, 7.7780159 51.0229848, 7.7778114 51.0229104)",,,,
"[318712905, 332170894]",,,Clemensstraße,residential,30,False,False,70.907,"LINESTRING (7.7785319 51.023115, 7.7788564 51.0231987, 7.778875 51.0232036, 7.7789957 51.0232424, 7.7790273 51.0231937, 7.779066 51.023106, 7.7791129 51.0230001, 7.7791318 51.0229356)",,,,
26422502,,,Kirchplatz,residential,,False,True,28.131,"LINESTRING (7.7779458 51.0234909, 7.7778031 51.0236068, 7.7776905 51.0236862)",,,,
29137165,,,Engelbertstraße,residential,30,False,False,108.483,"LINESTRING (7.7696622 51.0240172, 7.7698369 51.0249866)",,4,,
29137165,,,Engelbertstraße,residential,30,False,True,63.443,"LINESTRING (7.7696622 51.0240172, 7.7696497 51.0234467)",,4,,
29137157,,,Heinrich-Bone-Straße,residential,30,False,False,253.43900000000002,"LINESTRING (7.7696622 51.0240172, 7.771033 51.0241134, 7.7715401 51.0241601, 7.7723793 51.0242208, 7.7732478 51.0243344)",,4,,
29137166,,,Herrnscheider Weg,residential,30,False,False,53.141,"LINESTRING (7.7685318 51.0254381, 7.7691572 51.0251667)",,5,,
1161802130,,,Schillerstraße,residential,30,False,True,160.52899999999997,"LINESTRING (7.7685318 51.0254381, 7.7686084 51.0255038, 7.7687003 51.0256082, 7.7687253 51.0257126, 7.7687086 51.0258296, 7.7686543 51.0259131, 7.7685332 51.0260133, 7.7683662 51.0260843, 7.7682325 51.0261261, 7.7680153 51.0261971, 7.7678901 51.0262389, 7.7677397 51.0263224, 7.7676019 51.0264393, 7.7675505 51.0264994)",,5,,
29203071,,K 36,Benolper Straße,tertiary,50,False,False,168.55599999999998,"LINESTRING (7.7674247 51.0224577, 7.7680504 51.0225947, 7.7693735 51.0228635, 7.7697132 51.0229325)",,,,
156519342,,,Kampstraße,residential,30,False,False,321.0,"LINESTRING (7.7674247 51.0224577, 7.7675848 51.0222945, 7.7678651 51.0222383, 7.7681109 51.0222045, 7.7684386 51.0222051, 7.7693197 51.0222986, 7.7696137 51.0223347, 7.7698651 51.0223656, 7.7700324 51.022371, 7.7707517 51.022394, 7.7712232 51.0223841, 7.7718248 51.0223663)",,,,
29110985,,,Engelbertstraße,residential,30,False,False,57.349,"LINESTRING (7.7696497 51.0234467, 7.7697132 51.0229325)",,4,,
29137165,,,Engelbertstraße,residential,30,False,False,63.443,"LINESTRING (7.7696497 51.0234467, 7.7696622 51.0240172)",,4,,
29137169,,,Franz-Hitze-Straße,residential,30,False,False,187.208,"LINESTRING (7.7696497 51.0234467, 7.7692041 51.0234268, 7.7688836 51.0234, 7.7683694 51.0232834, 7.7678975 51.0231941, 7.7674576 51.0231724, 7.767173 51.0231775, 7.7670459 51.0232162)",,4,,
29137169,,,Franz-Hitze-Straße,residential,30,False,True,275.874,"LINESTRING (7.7696497 51.0234467, 7.7718053 51.0234981, 7.7735912 51.0235407)",,4,,
29110985,,,Engelbertstraße,residential,30,False,True,57.349,"LINESTRING (7.7697132 51.0229325, 7.7696497 51.0234467)",,4,,
29203071,,K 36,Benolper Straße,tertiary,50,False,False,143.862,"LINESTRING (7.7697132 51.0229325, 7.7700912 51.022986, 7.7705136 51.0230209, 7.770969 51.0230249, 7.7717564 51.0230067)",,,,
29203071,,K 36,Benolper Straße,tertiary,50,False,True,168.55599999999998,"LINESTRING (7.7697132 51.0229325, 7.7693735 51.0228635, 7.7680504 51.0225947, 7.7674247 51.0224577)",,,,
29132255,,K 15,In der Sengenau,tertiary,,False,False,88.269,"LINESTRING (7.7739554 51.0282434, 7.7738018 51.0281728, 7.7737327 51.0281229, 7.7736839 51.028082, 7.7735741 51.0279644, 7.7732745 51.0275885)",,,,
29137157,,,Heinrich-Bone-Straße,residential,30,False,True,253.439,"LINESTRING (7.7732478 51.0243344, 7.7723793 51.0242208, 7.7715401 51.0241601, 7.771033 51.0241134, 7.7696622 51.0240172)",,4,,
29138005,,,Lindenstraße,residential,30,False,True,83.916,"LINESTRING (7.7732478 51.0243344, 7.7730598 51.024708, 7.7728357 51.0250423)",,4,,
29148988,,,Lindenstraße,residential,30,False,True,91.52699999999999,"LINESTRING (7.7732478 51.0243344, 7.7733951 51.0240391, 7.7734987 51.0237994, 7.7735638 51.0236306, 7.7735912 51.0235407)",,4,,
1161802129,,,Herrnscheider Weg,residential,,True,False,62.157,"LINESTRING (7.7675505 51.0264994, 7.7671281 51.0262608, 7.76712 51.0261579, 7.7672239 51.0260837)",,4,,
1161802130,,,Schillerstraße,residential,30,False,False,160.52900000000002,"LINESTRING (7.7675505 51.0264994, 7.7676019 51.0264393, 7.7677397 51.0263224, 7.7678901 51.0262389, 7.7680153 51.0261971, 7.7682325 51.0261261, 7.7683662 51.0260843, 7.7685332 51.0260133, 7.7686543 51.0259131, 7.7687086 51.0258296, 7.7687253 51.0257126, 7.7687003 51.0256082, 7.7686084 51.0255038, 7.7685318 51.0254381)",,5,,
"[1161802129, 29137164]",,,Herrnscheider Weg,residential,,True,False,121.39,"LINESTRING (7.7672239 51.0260837, 7.767288 51.0260642, 7.7674793 51.0260059, 7.7681101 51.0258136, 7.76816 51.0257909, 7.7681848 51.0257796, 7.7682612 51.0257448, 7.7683585 51.0255784, 7.7685318 51.0254381)",,4,,
29137165,,,Engelbertstraße,residential,30,False,True,108.483,"LINESTRING (7.7698369 51.0249866, 7.7696622 51.0240172)",,4,,
29137166,,,Herrnscheider Weg,residential,30,False,True,51.584,"LINESTRING (7.7698369 51.0249866, 7.7691572 51.0251667)",,5,,
29137165,,,Engelbertstraße,residential,30,False,False,117.04199999999997,"LINESTRING (7.7698369 51.0249866, 7.7698482 51.0251605, 7.7698405 51.0253357, 7.7698002 51.0254461, 7.7696683 51.0256485, 7.7695288 51.0257605, 7.7695007 51.0257821, 7.7692984 51.0259378)",,4,,
29137166,,,Herrnscheider Weg,residential,30,False,False,137.24099999999999,"LINESTRING (7.7698369 51.0249866, 7.7705623 51.0248116, 7.7708183 51.0247803, 7.7709589 51.0248041, 7.7711701 51.0248503, 7.7714337 51.0249036, 7.7715554 51.0249055, 7.7717121 51.0249036)",,5,,
29137166,,,Herrnscheider Weg,residential,30,False,False,51.584,"LINESTRING (7.7691572 51.0251667, 7.7698369 51.0249866)",,5,,
29137166,,,Herrnscheider Weg,residential,30,False,True,53.141,"LINESTRING (7.7691572 51.0251667, 7.7685318 51.0254381)",,5,,
29137166,,,Herrnscheider Weg,residential,30,False,True,80.85300000000001,"LINESTRING (7.7728357 51.0250423, 7.7723653 51.0249502, 7.7721351 51.0249074, 7.7718903 51.0249004, 7.7717121 51.0249036)",,5,,
29138005,,,Lindenstraße,residential,30,False,False,83.916,"LINESTRING (7.7728357 51.0250423, 7.7730598 51.024708, 7.7732478 51.0243344)",,4,,
29203075,,,Lindenstraße,residential,,False,False,82.55999999999999,"LINESTRING (7.7728357 51.0250423, 7.7726153 51.0253948, 7.772583 51.0254984, 7.7725803 51.0255829, 7.7726046 51.0256716, 7.7726907 51.0257353)",,4,,
110451773,,,Gartenstraße,residential,,False,True,71.894,"LINESTRING (7.7728357 51.0250423, 7.7729917 51.0250607, 7.7731322 51.0250526, 7.7732545 51.0250355, 7.7733804 51.0250083, 7.7734808 51.0249685, 7.7736365 51.024878, 7.7737333 51.0248152)",,,,
29203071,,K 36,Benolper Straße,tertiary,50,False,False,94.418,"LINESTRING (7.773522 51.0228253, 7.7748025 51.0225565)",,,,
29148988,,,Lindenstraße,residential,30,False,False,39.098,"LINESTRING (7.773522 51.0228253, 7.7735826 51.0230464, 7.7736073 51.0231727)",,4,,
29203071,,K 36,Benolper Straße,tertiary,50,False,True,125.38900000000001,"LINESTRING (7.773522 51.0228253, 7.7729092 51.0229202, 7.772362 51.0229725, 7.7718575 51.0230039, 7.7717564 51.0230067)",,,,
242358729,,,Auf dem Rhode,residential,,False,False,79.385,"LINESTRING (7.7736073 51.0231727, 7.774741 51.0232069)",,,,
242358729,,,Auf dem Rhode,residential,,False,True,37.248,"LINESTRING (7.7736073 51.0231727, 7.7730861 51.0231039)",,,,
29148988,,,Lindenstraße,residential,30,False,False,40.981,"LINESTRING (7.7736073 51.0231727, 7.7736134 51.023299, 7.7736058 51.0234383, 7.7735912 51.0235407)",,4,,
29148988,,,Lindenstraße,residential,30,False,True,39.098,"LINESTRING (7.7736073 51.0231727, 7.7735826 51.0230464, 7.773522 51.0228253)",,4,,
29137169,,,Franz-Hitze-Straße,residential,30,False,False,275.874,"LINESTRING (7.7735912 51.0235407, 7.7718053 51.0234981, 7.7696497 51.0234467)",,4,,
29148988,,,Lindenstraße,residential,30,False,False,91.527,"LINESTRING (7.7735912 51.0235407, 7.7735638 51.0236306, 7.7734987 51.0237994, 7.7733951 51.0240391, 7.7732478 51.0243344)",,4,,
29148988,,,Lindenstraße,residential,30,False,True,40.981,"LINESTRING (7.7735912 51.0235407, 7.7736058 51.0234383, 7.7736134 51.023299, 7.7736073 51.0231727)",,4,,
29203071,,K 36,Benolper Straße,tertiary,50,False,False,125.38900000000001,"LINESTRING (7.7717564 51.0230067, 7.7718575 51.0230039, 7.772362 51.0229725, 7.7729092 51.0229202, 7.773522 51.0228253)",,,,
29203071,,K 36,Benolper Straße,tertiary,50,False,True,143.862,"LINESTRING (7.7717564 51.0230067, 7.770969 51.0230249, 7.7705136 51.0230209, 7.7700912 51.022986, 7.7697132 51.0229325)",,,,
29182268,,,Kurkölner Straße,residential,,True,False,71.37,"LINESTRING (7.7718248 51.0223663, 7.7717564 51.0230067)",,4,,
29182269,,,Kampstraße,residential,,False,False,180.832,"LINESTRING (7.7718248 51.0223663, 7.7722965 51.0223369, 7.7734143 51.0222811, 7.7734843 51.0222317, 7.7734791 51.0220986, 7.7734593 51.0219493, 7.7734747 51.0219025, 7.773495 51.0218409, 7.7736462 51.0217086)",,4,,
156519018,,,Kurkölner Straße,residential,30,False,False,52.152,"LINESTRING (7.7718248 51.0223663, 7.7717938 51.0221148, 7.7717669 51.0218987)",,,,
156519342,,,Kampstraße,residential,30,False,True,321.0,"LINESTRING (7.7718248 51.0223663, 7.7712232 51.0223841, 7.7707517 51.022394, 7.7700324 51.022371, 7.7698651 51.0223656, 7.7696137 51.0223347, 7.7693197 51.0222986, 7.7684386 51.0222051, 7.7681109 51.0222045, 7.7678651 51.0222383, 7.7675848 51.0222945, 7.7674247 51.0224577)",,,,
29182269,,,Kampstraße,residential,,False,True,180.832,"LINESTRING (7.7736462 51.0217086, 7.773495 51.0218409, 7.7734747 51.0219025, 7.7734593 51.0219493, 7.7734791 51.0220986, 7.7734843 51.0222317, 7.7734143 51.0222811, 7.7722965 51.0223369, 7.7718248 51.0223663)",,4,,
182829206,,,Gerberstraße,residential,,False,True,234.47400000000002,"LINESTRING (7.7736462 51.0217086, 7.7731533 51.0214256, 7.7729928 51.0213803, 7.7727491 51.0213507, 7.772338 51.0213214, 7.7715305 51.0212761, 7.7705004 51.0212045)",,,,
242360215,,,Raiffeisenstraße,residential,,False,True,70.535,"LINESTRING (7.7732745 51.0275885, 7.7729164 51.0269955)",,,,
29132255,,K 15,In der Sengenau,tertiary,,False,True,88.269,"LINESTRING (7.7732745 51.0275885, 7.7735741 51.0279644, 7.7736839 51.028082, 7.7737327 51.0281229, 7.7738018 51.0281728, 7.7739554 51.0282434)",,,,
29187650,2,B 55,Hagener Straße,primary,50,False,False,313.0369999999999,"LINESTRING (7.7732745 51.0275885, 7.7737093 51.0272791, 7.7738778 51.0271113, 7.7740482 51.0268855, 7.7740925 51.0267832, 7.7741153 51.0267307, 7.7741495 51.0266347, 7.774336 51.0260696, 7.7744208 51.0259029, 7.7745595 51.0256991, 7.7747688 51.0254614, 7.7749289 51.025278, 7.7751219 51.0250707)",,,,
41924116,2,B 55,Hagener Straße,primary,30,False,False,28.979,"LINESTRING (7.7759155 51.0244032, 7.77618 51.0242026)",,,,
"[41924116, 424387597]",2,B 55,Hagener Straße,primary,"['50', '30']",False,True,92.737,"LINESTRING (7.7759155 51.0244032, 7.7757845 51.0245032, 7.7757546 51.0245255, 7.7754822 51.0247443, 7.7751219 51.0250707)",,,,
"[110451771, 157680974, 157680975]",,,Rosestraße,residential,,False,False,148.694,"LINESTRING (7.7759155 51.0244032, 7.7758119 51.0243475, 7.7756227 51.0242551, 7.7754712 51.0241779, 7.7751072 51.023998, 7.7750419 51.0239662, 7.7747983 51.0238281, 7.774696 51.0237362, 7.7746826 51.023635, 7.7747197 51.0234212)",yes,,,
29203075,,,Lindenstraße,residential,,False,True,82.56,"LINESTRING (7.7726907 51.0257353, 7.7726046 51.0256716, 7.7725803 51.0255829, 7.772583 51.0254984, 7.7726153 51.0253948, 7.7728357 51.0250423)",,4,,
"[29203077, 29203079]",,,"['Bahnhofstraße', 'Ennert']",residential,,False,False,378.43,"LINESTRING (7.7726907 51.0257353, 7.7725202 51.0258413, 7.7723101 51.0259664, 7.77198 51.0261223, 7.7718177 51.0261807, 7.7716581 51.026204, 7.7715339 51.0262164, 7.7712918 51.0262837, 7.7709611 51.0264649, 7.7708287 51.026535, 7.770708 51.0265506, 7.7706184 51.026535, 7.7705797 51.0265139, 7.7705717 51.0264844, 7.7705963 51.0264388, 7.7706741 51.0263579, 7.7707572 51.0263039, 7.7708564 51.0262178, 7.7709959 51.0261166, 7.7711139 51.0259968, 7.7712381 51.0258773, 7.7712507 51.0258652, 7.771409 51.0256088, 7.7715967 51.0251702, 7.7717121 51.0249036)",,"['4', '5']",,
1161802131,,,Bahnhofstraße,residential,,False,True,126.669,"LINESTRING (7.7726907 51.0257353, 7.7731826 51.0253831, 7.7736093 51.0251895, 7.7740855 51.0250298)",,5,,
29187650,2,B 55,Hagener Straße,primary,50,False,True,313.037,"LINESTRING (7.7751219 51.0250707, 7.7749289 51.025278, 7.7747688 51.0254614, 7.7745595 51.0256991, 7.7744208 51.0259029, 7.774336 51.0260696, 7.7741495 51.0266347, 7.7741153 51.0267307, 7.7740925 51.0267832, 7.7740482 51.0268855, 7.7738778 51.0271113, 7.7737093 51.0272791, 7.7732745 51.0275885)",,,,
"[41924116, 424387597]",2,B 55,Hagener Straße,primary,"['50', '30']",False,False,92.737,"LINESTRING (7.7751219 51.0250707, 7.7754822 51.0247443, 7.7757546 51.0245255, 7.7757845 51.0245032, 7.7759155 51.0244032)",,,,
1161802131,,,Bahnhofstraße,residential,,False,False,79.648,"LINESTRING (7.7751219 51.0250707, 7.7749808 51.0249898, 7.774864 51.0249466, 7.7747404 51.0249258, 7.7746126 51.0249187, 7.7743824 51.0249621, 7.7740855 51.0250298)",,5,,
29137166,,,Herrnscheider Weg,residential,30,False,False,80.85300000000001,"LINESTRING (7.7717121 51.0249036, 7.7718903 51.0249004, 7.7721351 51.0249074, 7.7723653 51.0249502, 7.7728357 51.0250423)",,5,,
29137166,,,Herrnscheider Weg,residential,30,False,True,137.24099999999999,"LINESTRING (7.7717121 51.0249036, 7.7715554 51.0249055, 7.7714337 51.0249036, 7.7711701 51.0248503, 7.7709589 51.0248041, 7.7708183 51.0247803, 7.7705623 51.0248116, 7.7698369 51.0249866)",,5,,
"[29203077, 29203079]",,,"['Bahnhofstraße', 'Ennert']",residential,,False,True,378.43,"LINESTRING (7.7717121 51.0249036, 7.7715967 51.0251702, 7.771409 51.0256088, 7.7712507 51.0258652, 7.7712381 51.0258773, 7.7711139 51.0259968, 7.7709959 51.0261166, 7.7708564 51.0262178, 7.7707572 51.0263039, 7.7706741 51.0263579, 7.7705963 51.0264388, 7.7705717 51.0264844, 7.7705797 51.0265139, 7.7706184 51.026535, 7.770708 51.0265506, 7.7708287 51.026535, 7.7709611 51.0264649, 7.7712918 51.0262837, 7.7715339 51.0262164, 7.7716581 51.026204, 7.7718177 51.0261807, 7.77198 51.0261223, 7.7723101 51.0259664, 7.7725202 51.0258413, 7.7726907 51.0257353)",,"['4', '5']",,
