osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,access,bridge
18829104,Am Pulverturm,residential,False,False,267.306,"LINESTRING (7.3216028 52.5207598, 7.3212721 52.5208544, 7.3211234 52.5209208, 7.3210244 52.5209836, 7.3209511 52.5210405, 7.3208636 52.5210927, 7.320499 52.521226, 7.3194002 52.5217297, 7.3193618 52.521748, 7.318924 52.5219412, 7.3187331 52.522008, 7.3183651 52.5221119)",,,,,
101937121,Bernd-Rosemeyer-Straße,tertiary,False,False,66.687,"LINESTRING (7.3216028 52.5207598, 7.3214646 52.5205008, 7.3213019 52.5201887)",2,30,,,
"[23751051, 980659564, 1153210181]",Bernd-Rosemeyer-Straße,tertiary,False,True,259.827,"LINESTRING (7.3216028 52.5207598, 7.3217402 52.5209457, 7.321949 52.521216, 7.3220675 52.5213871, 7.3224712 52.5219111, 7.3224974 52.5220456, 7.3224376 52.5221457, 7.322301 52.5222612, 7.3221352 52.5223574, 7.3217645 52.5226243, 7.3217085 52.5226959, 7.3216834 52.5227558, 7.3216832 52.5228114)",2,,,,
101937153,,secondary,True,False,19.655,"LINESTRING (7.3168901 52.5180946, 7.3168848 52.5181192, 7.3168522 52.5181502, 7.316778 52.5181842, 7.3166823 52.518191)",,,roundabout,,
"[1152782193, 878228343]",Bernd-Rosemeyer-Straße,tertiary,False,True,49.708,"LINESTRING (7.3168901 52.5180946, 7.3170067 52.5181194, 7.3173235 52.5181845, 7.3175055 52.5182176, 7.3175888 52.5182324)",2,,,,
23751034,Konrad-Adenauer-Ring,secondary,False,False,58.68,"LINESTRING (7.3166823 52.518191, 7.3166179 52.5182542, 7.3166002 52.5183047, 7.3165457 52.5184402, 7.3164697 52.5186983)",2,,,,
101937153,,secondary,True,False,12.02,"LINESTRING (7.3166823 52.518191, 7.3166094 52.5181777, 7.3165699 52.518158, 7.3165436 52.5181318)",,,roundabout,,
"[24227278, 24227270]",Synagogenstraße,residential,False,False,174.108,"LINESTRING (7.3163029 52.5192924, 7.3163879 52.519288, 7.316706 52.5192713, 7.31698 52.5192329, 7.3179824 52.5190785, 7.3186702 52.5189885, 7.3188201 52.5189891)",,,,,
459030658,Konrad-Adenauer-Ring,secondary,False,False,48.936,"LINESTRING (7.3163029 52.5192924, 7.3162012 52.5194998, 7.3161205 52.5196135, 7.3160351 52.5196987)",2,,,,
459030658,Konrad-Adenauer-Ring,secondary,False,True,67.03099999999999,"LINESTRING (7.3163029 52.5192924, 7.3163703 52.5190685, 7.3164555 52.5187706, 7.3164697 52.5186983)",2,,,,
24216891,Johannes-Meyer-Straße,residential,False,False,214.45100000000002,"LINESTRING (7.3160351 52.5196987, 7.3159143 52.5196641, 7.3156444 52.519563, 7.3148427 52.5193629, 7.3144988 52.5193228, 7.3130781 52.5193294, 7.313003 52.5193488)",,,,,
459030658,Konrad-Adenauer-Ring,secondary,False,True,48.936,"LINESTRING (7.3160351 52.5196987, 7.3161205 52.5196135, 7.3162012 52.5194998, 7.3163029 52.5192924)",2,,,,
"[459030657, 419487434, 884011421]",Konrad-Adenauer-Ring,secondary,False,False,75.32,"LINESTRING (7.3160351 52.5196987, 7.3159544 52.5197692, 7.3159187 52.5197961, 7.3158494 52.5198481, 7.3157175 52.5199257, 7.3154575 52.5200479, 7.315186 52.5201152)","['2', '3']",,,,
24216953,Miquelstraße,residential,False,True,97.84100000000001,"LINESTRING (7.3144379 52.5202808, 7.3143255 52.5202211, 7.3142599 52.5201916, 7.3140056 52.5201263, 7.3137671 52.5201102, 7.313413 52.5201287, 7.3130691 52.5201302)",,,,,
101937146,Konrad-Adenauer-Ring,secondary,False,False,41.395,"LINESTRING (7.3144379 52.5202808, 7.3143529 52.5203028, 7.3142909 52.520319, 7.3142336 52.5203335, 7.3138847 52.5204394)",3,,,,
419487434,Konrad-Adenauer-Ring,secondary,False,True,53.870999999999995,"LINESTRING (7.3144379 52.5202808, 7.3146108 52.5202444, 7.3148574 52.5201925, 7.315186 52.5201152)",3,,,,
"[1144876408, 24217027, 24217083]","['Elisabethstraße', 'Neue Straße']",residential,False,False,243.756,"LINESTRING (7.3144379 52.5202808, 7.3145129 52.5203304, 7.3145482 52.5203537, 7.3145524 52.5203564, 7.3147355 52.5204774, 7.3155233 52.5209586, 7.315768 52.521108, 7.3159533 52.5212296, 7.3160054 52.5213015, 7.3159979 52.5213422, 7.3156923 52.5216588, 7.3155582 52.52178, 7.3153297 52.5219708)",,,,,
882502947,Weidestraße,tertiary,False,False,62.95399999999999,"LINESTRING (7.3130693 52.5258319, 7.3129134 52.5258497, 7.3128655 52.5258551, 7.3128496 52.5258569, 7.3123963 52.5258979, 7.3121496 52.5259174)",,50,,,
882502948,Wilhelmstraße,tertiary,False,False,48.263,"LINESTRING (7.3130693 52.5258319, 7.3131911 52.5258202, 7.313279 52.5258132, 7.3133504 52.5258068, 7.3135584 52.5257992, 7.3137793 52.5258008)",,,,,
882502949,Konrad-Adenauer-Ring,secondary,False,True,47.617,"LINESTRING (7.3130693 52.5258319, 7.3130409 52.5257644, 7.313023 52.5257266, 7.3129204 52.5255208, 7.3128491 52.5254261)",,,,,
"[1148983633, 23751036]",Meppener Straße,secondary,False,False,73.891,"LINESTRING (7.3130693 52.5258319, 7.313106 52.5259877, 7.3131117 52.5260207, 7.3131409 52.5262787, 7.3131474 52.526494)",,50,,,
43159906,Burgstraße,tertiary,False,True,105.235,"LINESTRING (7.321781 52.5228969, 7.321939 52.5229157, 7.3226998 52.5229977, 7.3233158 52.5230493)",,,,,
981300082,Burgstraße,tertiary,True,False,9.965,"LINESTRING (7.321781 52.5228969, 7.3217715 52.5229139, 7.3217554 52.5229289, 7.3217337 52.522941, 7.3217077 52.5229494, 7.3216791 52.5229537)",1,,roundabout,,
148505435,Burgstraße,tertiary,True,False,12.905999999999999,"LINESTRING (7.3216832 52.5228114, 7.3217195 52.5228185, 7.3217501 52.5228324, 7.3217719 52.5228514, 7.3217826 52.5228737, 7.321781 52.5228969)",,,roundabout,,
"[23751051, 980659564, 1153210181]",Bernd-Rosemeyer-Straße,tertiary,False,False,259.82700000000006,"LINESTRING (7.3216832 52.5228114, 7.3216834 52.5227558, 7.3217085 52.5226959, 7.3217645 52.5226243, 7.3221352 52.5223574, 7.322301 52.5222612, 7.3224376 52.5221457, 7.3224974 52.5220456, 7.3224712 52.5219111, 7.3220675 52.5213871, 7.321949 52.521216, 7.3217402 52.5209457, 7.3216028 52.5207598)",2,,,,
24227301,Poststraße,residential,False,False,16.643,"LINESTRING (7.3189754 52.5188731, 7.318866 52.5189575, 7.3188201 52.5189891)",,,,,
41974090,Bernd-Rosemeyer-Straße,tertiary,False,False,114.244,"LINESTRING (7.3189754 52.5188731, 7.3188552 52.5188481, 7.3187018 52.5187731, 7.3182899 52.5185542, 7.3178259 52.5183032, 7.3176537 52.5182451)",2,,,,
"[1152782192, 41974090, 154364406]",Bernd-Rosemeyer-Straße,tertiary,False,True,232.664,"LINESTRING (7.3189754 52.5188731, 7.3190781 52.5188845, 7.3191663 52.5188837, 7.3193392 52.5188725, 7.3194661 52.5188603, 7.3195845 52.5188617, 7.3197159 52.5188776, 7.3198389 52.5189193, 7.3199225 52.5189697, 7.3202909 52.519274, 7.3207395 52.5196839, 7.3208883 52.5198157, 7.3209357 52.5198616, 7.3213019 52.5201887)",2,30,,,
148505455,Waldstraße,tertiary,False,False,33.163,"LINESTRING (7.3173498 52.5254131, 7.3173561 52.5254499, 7.3173683 52.5254981, 7.3174069 52.5255718, 7.3175183 52.5256887)",2,,,,
189127987,Wilhelmstraße,tertiary,False,True,27.964,"LINESTRING (7.3173498 52.5254131, 7.317233 52.5254304, 7.3169494 52.5254755)",2,,,,
189127988,Wilhelmstraße,tertiary,False,False,217.174,"LINESTRING (7.3173498 52.5254131, 7.3175349 52.525384, 7.3179812 52.525311, 7.3182374 52.5252858, 7.3185282 52.5252798, 7.3188337 52.5252863, 7.3191651 52.5253013, 7.3194796 52.5253174, 7.3196714 52.5253223, 7.3197798 52.5253145, 7.3198764 52.5252922, 7.3200041 52.5252455, 7.3204298 52.5250868)",2,,,,
"[24181732, 1079329125]",Klasingstraße,residential,False,True,121.19800000000001,"LINESTRING (7.3173498 52.5254131, 7.3173348 52.525319, 7.317221 52.5246458, 7.3171675 52.5243288)",,,,,
189127988,Wilhelmstraße,tertiary,False,False,59.016999999999996,"LINESTRING (7.321023 52.5244794, 7.3211357 52.5243306, 7.3213363 52.5240663, 7.3213882 52.5239974)",2,,,,
189127988,Wilhelmstraße,tertiary,False,True,79.023,"LINESTRING (7.321023 52.5244794, 7.3209019 52.5246225, 7.3206486 52.5249082, 7.3205427 52.5250146, 7.3205023 52.5250509, 7.3204298 52.5250868)",2,,,,
24181025,Am Wall Nord,residential,False,False,59.141999999999996,"LINESTRING (7.3204298 52.5250868, 7.3202367 52.5249106, 7.3198948 52.5246673)",,,,,
189127988,Wilhelmstraße,tertiary,False,False,79.023,"LINESTRING (7.3204298 52.5250868, 7.3205023 52.5250509, 7.3205427 52.5250146, 7.3206486 52.5249082, 7.3209019 52.5246225, 7.321023 52.5244794)",2,,,,
189127988,Wilhelmstraße,tertiary,False,True,217.174,"LINESTRING (7.3204298 52.5250868, 7.3200041 52.5252455, 7.3198764 52.5252922, 7.3197798 52.5253145, 7.3196714 52.5253223, 7.3194796 52.5253174, 7.3191651 52.5253013, 7.3188337 52.5252863, 7.3185282 52.5252798, 7.3182374 52.5252858, 7.3179812 52.525311, 7.3175349 52.525384, 7.3173498 52.5254131)",2,,,,
24181025,Am Wall Nord,residential,False,False,162.28400000000002,"LINESTRING (7.3198948 52.5246673, 7.3192369 52.5242075, 7.3186448 52.5237361, 7.3183712 52.5235409)",,,,,
24181025,Am Wall Nord,residential,False,True,59.141999999999996,"LINESTRING (7.3198948 52.5246673, 7.3202367 52.5249106, 7.3204298 52.5250868)",,,,,
24216667,Am Wall Nord,residential,False,False,189.726,"LINESTRING (7.3198948 52.5246673, 7.3197241 52.5246622, 7.319379 52.5246465, 7.3190944 52.5246435, 7.3187959 52.5246054, 7.3184865 52.5245302, 7.3180073 52.524423, 7.3177079 52.5243859, 7.3174013 52.5243541, 7.3171675 52.5243288)",,,,,
24203551,Baccumer Straße,residential,False,False,35.508,"LINESTRING (7.3183712 52.5235409, 7.3185636 52.5232438)",,,,,
24181025,Am Wall Nord,residential,False,True,162.284,"LINESTRING (7.3183712 52.5235409, 7.3186448 52.5237361, 7.3192369 52.5242075, 7.3198948 52.5246673)",,,,,
24181357,Baccumer Straße,residential,False,True,100.18,"LINESTRING (7.3183712 52.5235409, 7.3177183 52.5236279, 7.3169238 52.523731)",,,,,
219706151,Universitätsplatz,residential,False,False,37.751000000000005,"LINESTRING (7.3183712 52.5235409, 7.3180851 52.5234789, 7.3178919 52.5233783)",,,,,
1153998239,Gymnasialstraße,residential,False,True,32.878,"LINESTRING (7.3169238 52.523731, 7.3167736 52.5234498)",,,,,
24181357,Baccumer Straße,residential,False,False,100.18,"LINESTRING (7.3169238 52.523731, 7.3177183 52.5236279, 7.3183712 52.5235409)",,,,,
24181698,Gymnasialstraße,residential,False,False,68.856,"LINESTRING (7.3169238 52.523731, 7.3170196 52.5238579, 7.3170401 52.5239054, 7.3171592 52.524292, 7.3171675 52.5243288)",,,,,
"[91235977, 24216723]","['Kivelingstraße', 'Henriette-Flatow-Straße']",residential,False,False,172.324,"LINESTRING (7.3169238 52.523731, 7.3167011 52.5237687, 7.3163379 52.5238113, 7.315904 52.5238556, 7.3152413 52.5239233, 7.3151621 52.523913, 7.3149204 52.5237216, 7.3148075 52.5235159)",,,,,
"[24181490, 24227301]","['Marienstraße', 'Poststraße']",residential,False,True,296.717,"LINESTRING (7.3213019 52.5201887, 7.320416 52.5205895, 7.320334 52.5206253, 7.3203015 52.5206305, 7.3202155 52.520564, 7.3200366 52.520395, 7.3199143 52.5202837, 7.319404 52.5198572, 7.3189845 52.5194665, 7.3189231 52.5193825, 7.3188407 52.5192738, 7.3187997 52.5191298, 7.3187902 52.5190586, 7.3188201 52.5189891)",,,,,
101937121,Bernd-Rosemeyer-Straße,tertiary,False,True,66.687,"LINESTRING (7.3213019 52.5201887, 7.3214646 52.5205008, 7.3216028 52.5207598)",2,30,,,
"[1152782192, 41974090, 154364406]",Bernd-Rosemeyer-Straße,tertiary,False,False,232.664,"LINESTRING (7.3213019 52.5201887, 7.3209357 52.5198616, 7.3208883 52.5198157, 7.3207395 52.5196839, 7.3202909 52.519274, 7.3199225 52.5189697, 7.3198389 52.5189193, 7.3197159 52.5188776, 7.3195845 52.5188617, 7.3194661 52.5188603, 7.3193392 52.5188725, 7.3191663 52.5188837, 7.3190781 52.5188845, 7.3189754 52.5188731)",2,30,,,
76841367,Schlachterstraße,residential,False,True,31.904,"LINESTRING (7.3160429 52.5220126, 7.3157239 52.5222239)",,,,,
24181698,Gymnasialstraße,residential,False,True,68.85600000000001,"LINESTRING (7.3171675 52.5243288, 7.3171592 52.524292, 7.3170401 52.5239054, 7.3170196 52.5238579, 7.3169238 52.523731)",,,,,
"[24181732, 1079329125]",Klasingstraße,residential,False,False,121.19800000000001,"LINESTRING (7.3171675 52.5243288, 7.317221 52.5246458, 7.3173348 52.525319, 7.3173498 52.5254131)",,,,,
