osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,ref,junction,bridge,width,access
32471413,Limburger Straße,secondary,50,False,False,5.029,,"LINESTRING (8.2660506 50.2238378, 8.266038 50.2238823)",,,,,
35979007,Limburger Straße,secondary,50,False,True,116.17099999999999,1,"LINESTRING (8.2660506 50.2238378, 8.2661006 50.2236782, 8.2661732 50.2234463, 8.2663713 50.2228134)",,,,,
361411033,Friedensstraße,residential,30,False,True,147.648,,"LINESTRING (8.2660506 50.2238378, 8.2659281 50.2238255, 8.265465 50.2237688, 8.265304 50.2237392, 8.2651244 50.2236701, 8.2643751 50.2232781, 8.2642738 50.2232211)",,,,,
10262855,Wiesbadener Straße,secondary,50,False,False,106.60400000000001,,"LINESTRING (8.2676275 50.2207856, 8.2676245 50.2207752, 8.2676135 50.2207537, 8.267596 50.2207373, 8.2673832 50.2205839, 8.2673532 50.2205436, 8.2673357 50.2204973, 8.2673268 50.2203858, 8.2673007 50.2201727, 8.2672932 50.2201275, 8.2672634 50.219942, 8.2672573 50.2198912)",,,,,
"[11493449, 10306433, 176768282]","['Schulze-Delitzsch-Straße', 'Rodergasse']",living_street,,False,True,149.793,,"LINESTRING (8.2676275 50.2207856, 8.2676635 50.2207936, 8.2677001 50.2208029, 8.2677415 50.2208178, 8.2680725 50.2209557, 8.2682376 50.220818, 8.268409 50.2204768, 8.2684233 50.220444, 8.2684407 50.2203982, 8.2685531 50.2200709, 8.2685757 50.2200063)",,,,,
159277223,Limburger Straße,secondary,,False,False,38.791000000000004,,"LINESTRING (8.2676275 50.2207856, 8.2676162 50.2208094, 8.2676031 50.2208293, 8.2673426 50.2210816)",,,,,
10048399,Schützenhausstraße,residential,30,False,False,75.756,,"LINESTRING (8.275296 50.2203938, 8.2754393 50.2204016, 8.2755352 50.2203983, 8.2756122 50.2203846, 8.2756869 50.2203576, 8.2757755 50.2203191, 8.2759585 50.2202312, 8.2762021 50.2200952)",,,,,
10203444,Escher Straße,secondary,50,False,True,86.65799999999999,,"LINESTRING (8.275296 50.2203938, 8.2752796 50.2202848, 8.2752481 50.2201798, 8.2751617 50.2200639, 8.2749832 50.219927, 8.2748623 50.219855, 8.2747698 50.2198057, 8.2746764 50.2197629)",L 3026,,,,
27222553,Escher Straße,secondary,50,False,False,66.486,,"LINESTRING (8.275296 50.2203938, 8.2752734 50.220464, 8.2752308 50.2205368, 8.2751656 50.2206103, 8.2750758 50.2206813, 8.2747481 50.2208556)",L 3026,,,,
10112275,Heftricher Straße,residential,30,True,False,18.284,,"LINESTRING (8.2742909 50.2231453, 8.2742813 50.2231776, 8.2742559 50.2232062, 8.2742173 50.2232279, 8.2741698 50.2232405, 8.2741185 50.2232425)",,roundabout,,,
10066214,Heftricher Straße,residential,30,False,False,30.397,,"LINESTRING (8.2739784 50.2231492, 8.2738948 50.223143, 8.2737429 50.223123, 8.2735632 50.2230876)",,,,,
10112275,Heftricher Straße,residential,30,True,False,20.793,,"LINESTRING (8.2739784 50.2231492, 8.273983 50.2231182, 8.2740023 50.2230896, 8.2740344 50.2230661, 8.2740762 50.2230501, 8.2741237 50.2230431, 8.2741722 50.2230458)",,roundabout,,,
10112275,Heftricher Straße,residential,30,True,False,15.591000000000001,,"LINESTRING (8.2741185 50.2232425, 8.274076 50.2232358, 8.274038 50.2232217, 8.2740077 50.2232015, 8.2739873 50.2231767, 8.2739784 50.2231492)",,roundabout,,,
11132672,Am Tiergarten,living_street,,False,False,68.487,,"LINESTRING (8.2741185 50.2232425, 8.2741026 50.2233566, 8.2741127 50.223458, 8.2741581 50.2235902, 8.2743811 50.2238128)",,,,,
10066214,Heftricher Straße,residential,30,False,False,169.04500000000002,,"LINESTRING (8.2735632 50.2230876, 8.2735041 50.2230723, 8.2734287 50.2230449, 8.2733516 50.2230145, 8.273258 50.2229659, 8.2731273 50.2228908, 8.2728738 50.2227536, 8.2728133 50.2227282, 8.2726855 50.222681, 8.2725407 50.222646, 8.2724954 50.2226411, 8.2723917 50.2226363, 8.2722873 50.2226437, 8.2721936 50.2226595, 8.2720749 50.2226904, 8.271971 50.2227346, 8.2719 50.2227789, 8.2718461 50.2228331, 8.2717434 50.2229857, 8.271711 50.223024)",,,,,
10066214,Heftricher Straße,residential,30,False,True,30.397,,"LINESTRING (8.2735632 50.2230876, 8.2737429 50.223123, 8.2738948 50.223143, 8.2739784 50.2231492)",,,,,
15358316,Am Tiergarten,living_street,,False,False,82.436,,"LINESTRING (8.2735632 50.2230876, 8.2735178 50.2231392, 8.2734572 50.223186, 8.2733629 50.2231872, 8.2724862 50.2231756)",,,,,
1228942977,Escher Straße,secondary,50,True,False,17.472,,"LINESTRING (8.2712417 50.2232629, 8.2711808 50.2232583, 8.2711257 50.2232409, 8.271083 50.2232127, 8.2710576 50.2231769)",L 3026,roundabout,,,
10066214,Heftricher Straße,residential,30,False,True,24.470000000000002,,"LINESTRING (8.2714065 50.2231171, 8.2714787 50.2231065, 8.2715469 50.2230928, 8.2716047 50.2230763, 8.2716591 50.2230562, 8.271711 50.223024)",,,,,
1228942976,Escher Straße,secondary,50,True,False,22.852,,"LINESTRING (8.2714065 50.2231171, 8.2714128 50.2231511, 8.2714032 50.2231848, 8.2713786 50.2232153, 8.2713412 50.2232397, 8.2712942 50.2232561, 8.2712417 50.2232629)",L 3026,roundabout,,,
10066214,Heftricher Straße,residential,30,False,False,24.47,,"LINESTRING (8.271711 50.223024, 8.2716591 50.2230562, 8.2716047 50.2230763, 8.2715469 50.2230928, 8.2714787 50.2231065, 8.2714065 50.2231171)",,,,,
10066214,Heftricher Straße,residential,30,False,True,169.04500000000004,,"LINESTRING (8.271711 50.223024, 8.2717434 50.2229857, 8.2718461 50.2228331, 8.2719 50.2227789, 8.271971 50.2227346, 8.2720749 50.2226904, 8.2721936 50.2226595, 8.2722873 50.2226437, 8.2723917 50.2226363, 8.2724954 50.2226411, 8.2725407 50.222646, 8.2726855 50.222681, 8.2728133 50.2227282, 8.2728738 50.2227536, 8.2731273 50.2228908, 8.273258 50.2229659, 8.2733516 50.2230145, 8.2734287 50.2230449, 8.2735041 50.2230723, 8.2735632 50.2230876)",,,,,
15358316,Am Tiergarten,living_street,,False,True,57.781,,"LINESTRING (8.271711 50.223024, 8.2718973 50.2230671, 8.2722358 50.2231378, 8.2723715 50.2231646, 8.2724862 50.2231756)",,,,,
