osmid,oneway,ref,highway,maxspeed,reversed,length,geometry,lanes,name,width,junction,bridge
219898097,True,L 158,secondary,50,False,48.097,"LINESTRING (7.0209428 50.6281273, 7.0211746 50.6281273, 7.0214818 50.6281628, 7.0216162 50.6281822)",,,,,
"[219898099, 1075265468, 1075265469]",False,L 158,secondary,50,False,190.91199999999998,"LINESTRING (7.0209428 50.6281273, 7.0200288 50.6280082, 7.0195036 50.6279273, 7.0192774 50.6278815, 7.0189995 50.6278202, 7.0186521 50.6277335, 7.0183551 50.6276452)","['4', '2', '3']",,,,
22892894,False,L 158,secondary,50,True,38.108000000000004,"LINESTRING (7.0152185 50.6270248, 7.0155048 50.6270379, 7.0155928 50.6270449, 7.0157547 50.6270634)",3,Rheinbacher Landstraße,,,
"[85668571, 24393429]",True,,tertiary,,False,52.173,"LINESTRING (7.0152185 50.6270248, 7.0155807 50.6269205, 7.0157072 50.6268557, 7.0158192 50.6267669)",,Bahnhofstraße,,,
786473788,True,,secondary,20,False,31.637,"LINESTRING (7.0221271 50.6217282, 7.0220346 50.6220066)",,Hauptstraße,,,
5082751,False,,residential,30,False,105.65299999999999,"LINESTRING (7.0221271 50.6217282, 7.0219924 50.6217034, 7.0219033 50.6216745, 7.0215294 50.6215209, 7.0214953 50.6215079, 7.0214596 50.6214937, 7.0208364 50.6212526)",,Glockengasse,4.5,,
1111059431,True,,secondary,20,False,64.013,"LINESTRING (7.0216125 50.6232493, 7.0214216 50.6238121)",1,Hauptstraße,,,
5082927,False,,residential,,True,43.181000000000004,"LINESTRING (7.0216125 50.6232493, 7.0211134 50.6231759, 7.0210162 50.6231616)",,Tombergstraße,,,
5083238,False,,residential,30,False,108.02199999999999,"LINESTRING (7.0216125 50.6232493, 7.0221443 50.6233217, 7.0223583 50.6233485, 7.0231117 50.623447)",,Professor-Scheeben-Straße,,,
1111059431,True,,secondary,20,False,18.083,"LINESTRING (7.0214216 50.6238121, 7.0213685 50.6239712)",1,Hauptstraße,,,
5083528,False,,residential,30,False,92.14699999999999,"LINESTRING (7.0214216 50.6238121, 7.021242 50.6237852, 7.0208836 50.6234882, 7.0209337 50.623389, 7.0209724 50.6232947, 7.0210162 50.6231616)",,Mantelhofstraße,,,
440963420,True,,secondary,,False,15.610999999999999,"LINESTRING (7.0194778 50.625435, 7.0194857 50.6254458, 7.01949 50.6254515, 7.0194957 50.6254712, 7.0194937 50.6254916, 7.0194834 50.6255109, 7.0194657 50.625528, 7.0194416 50.6255415, 7.0194128 50.6255507)",,,,roundabout,
178026350,False,K 62,tertiary,,True,128.196,"LINESTRING (7.0163594 50.6230139, 7.0161452 50.6228117, 7.015992 50.6226802, 7.0156872 50.6224739, 7.0155572 50.6223881, 7.0151815 50.6221401)",,Wormersdorfer Straße,6.55,,
804444935,False,,residential,30,True,113.625,"LINESTRING (7.0163594 50.6230139, 7.0164842 50.6229567, 7.0173679 50.622222)",,Josef-Kreuser-Straße,6,,
804444937,False,K 62,tertiary,,False,112.939,"LINESTRING (7.0163594 50.6230139, 7.0165569 50.6232469, 7.016961 50.6237234, 7.0171204 50.6239075)",,Wormersdorfer Straße,6.7,,
804444937,False,K 62,tertiary,,True,47.343,"LINESTRING (7.01748 50.6243115, 7.017151 50.6239404)",,Wormersdorfer Straße,6.7,,
23050965,False,,residential,,False,68.13700000000001,"LINESTRING (7.01748 50.6243115, 7.017422 50.6243355, 7.0173462 50.6243646, 7.0172957 50.6243753, 7.0172342 50.6243785, 7.0171779 50.6243874, 7.0171399 50.6244031, 7.0170702 50.6244463, 7.0168047 50.6246158, 7.0166946 50.6246382)",,Wormersdorfer Straße,,,
804444937,False,K 62,tertiary,,False,157.559,"LINESTRING (7.01748 50.6243115, 7.017607 50.6244538, 7.0179889 50.6248279, 7.0180835 50.6248966, 7.0182003 50.6249373, 7.0183305 50.6249576, 7.0184288 50.6249539, 7.0185271 50.6249331, 7.0186835 50.6248934, 7.0189087 50.6248326, 7.0190138 50.6248109, 7.0191429 50.6247832)",,Wormersdorfer Straße,6.7,,
"[4751282, 1222407598]",False,,secondary,50,True,70.299,"LINESTRING (7.0191429 50.6247832, 7.0192208 50.6249484, 7.0192561 50.6250214, 7.0192914 50.6251122, 7.0193516 50.625312, 7.0193673 50.6253979)",2,Klosterstraße,,,
4807584,True,,secondary,50,False,207.194,"LINESTRING (7.0191429 50.6247832, 7.0190939 50.6245947, 7.0190839 50.6244672, 7.0190882 50.62434, 7.0191166 50.6242042, 7.0191833 50.6240491, 7.0192556 50.6239207, 7.0195755 50.6233206, 7.0196397 50.6232117, 7.0197619 50.6229914)",,Klosterstraße,,,
