osmid,name,highway,oneway,reversed,length,geometry,maxspeed,tunnel,bridge,lanes,ref,access,junction
813199192,Westendstraße,residential,False,False,46.611,"LINESTRING (8.2684806 47.6334126, 8.2682583 47.6338041)",,,,,,,
30217257,Westendstraße,residential,False,True,134.43400000000003,"LINESTRING (8.2684806 47.6334126, 8.2685811 47.6332499, 8.269027 47.6325282, 8.2690558 47.63245, 8.2690703 47.6324108, 8.2689715 47.6322991)",,,,,,,
813199192,Westendstraße,residential,False,True,46.611,"LINESTRING (8.2682583 47.6338041, 8.2684806 47.6334126)",,,,,,,
1126103712,Bahnhofstraße,residential,False,True,141.474,"LINESTRING (8.2682583 47.6338041, 8.268714 47.6339358, 8.2696763 47.6342313, 8.269985 47.6343185)",,,,,,,
86124931,Kirchplatz,residential,False,False,28.602,"LINESTRING (8.2737972 47.6354787, 8.2741773 47.6355024)",,,,,,,
138276876,Bahnhofstraße,residential,False,True,71.455,"LINESTRING (8.2737972 47.6354787, 8.2728772 47.6353095)",,,,,,,
139789586,Peter-Thumb-Straße,residential,False,False,139.722,"LINESTRING (8.2737972 47.6354787, 8.2739553 47.6351224, 8.2740557 47.6349129, 8.2740965 47.6347584, 8.2741418 47.6346503, 8.2741951 47.6345358, 8.2742843 47.6343354, 8.2742924 47.6342696)",,,,,,,
904758352,Peter-Thumb-Straße,residential,False,True,31.142,"LINESTRING (8.2737972 47.6354787, 8.2737492 47.6355839, 8.2736727 47.6357459)",,,,,,,
25220013,Hauptstraße,residential,False,False,89.673,"LINESTRING (8.2742924 47.6342696, 8.27423 47.6341734, 8.2739697 47.6339851, 8.2735051 47.6336701)",50,,,,,,
"[287722817, 287722818, 25272555]",Am Storchenturm,residential,True,False,79.54,"LINESTRING (8.2742924 47.6342696, 8.2743812 47.634214, 8.2745447 47.6341162, 8.2746752 47.6340498, 8.2750167 47.6338746, 8.2751078 47.6338131)",,yes,,,,,
139789586,Peter-Thumb-Straße,residential,False,True,139.722,"LINESTRING (8.2742924 47.6342696, 8.2742843 47.6343354, 8.2741951 47.6345358, 8.2741418 47.6346503, 8.2740965 47.6347584, 8.2740557 47.6349129, 8.2739553 47.6351224, 8.2737972 47.6354787)",,,,,,,
"[25272552, 1126110017, 901522883, 59963343]",Sulzerring,residential,False,True,85.995,"LINESTRING (8.273425 47.6333399, 8.2733203 47.6333201, 8.2731293 47.633277, 8.2729039 47.6332086, 8.2725597 47.63304, 8.2724164 47.6329852)",50,,yes,2,,,
905828541,Hauptstraße,residential,False,True,38.602000000000004,"LINESTRING (8.273425 47.6333399, 8.2733974 47.6334539, 8.2734205 47.6335641, 8.2735051 47.6336701)",50,,,2,,,
"[1217567664, 59963353]",Sulzerring,residential,False,False,137.55,"LINESTRING (8.273425 47.6333399, 8.2737949 47.6333951, 8.2742196 47.6334971, 8.2744722 47.6335744, 8.2749455 47.6337399, 8.2751078 47.6338131)",50,,,2,,,
59963353,Sulzerring,residential,False,True,99.947,"LINESTRING (8.2763211 47.6341378, 8.2761125 47.634143, 8.2759309 47.6341192, 8.2751931 47.6338442, 8.2751078 47.6338131)",50,,,2,,,
901522884,Weihermattstraße,residential,False,True,15.24,"LINESTRING (8.2763211 47.6341378, 8.2763671 47.6342452, 8.2763774 47.6342695)",50,,,,,,
"[693974432, 901522885]",Weihermattstraße,residential,False,False,76.007,"LINESTRING (8.2763211 47.6341378, 8.2765687 47.6340304, 8.2767418 47.6338804, 8.2768647 47.6337086, 8.2769305 47.6336141)",50,,,,,,
30885870,Heckerstraße,tertiary,False,False,36.230000000000004,"LINESTRING (8.278702 47.6339267, 8.2786294 47.6340296, 8.2784945 47.634221)",50,,,,,,
"[814349995, 814349996, 814349997, 814349998, 909793453, 823295603, 67214935]",Klettgaustraße,secondary,False,False,137.22,"LINESTRING (8.278702 47.6339267, 8.2785523 47.6339011, 8.2782452 47.6338506, 8.2780631 47.6338181, 8.2778148 47.6337737, 8.2776464 47.6337431, 8.277302 47.6336807, 8.2769305 47.6336141)",50,,,"['2', '3']",L 159,,
"[814350000, 814350001, 814349999]",Klettgaustraße,secondary,False,True,132.497,"LINESTRING (8.278702 47.6339267, 8.2789375 47.6339672, 8.2795821 47.6340706, 8.2800473 47.6341407, 8.2804212 47.6342051)",50,,,"['2', '3']",L 159,,
"[814350002, 48179807]",Berliner Straße,residential,False,True,44.421,"LINESTRING (8.278702 47.6339267, 8.2787734 47.633817, 8.2788967 47.6336392, 8.2789491 47.6335636)",,,,2,,,
25221591,Josef-Bader-Straße,residential,False,False,19.692,"LINESTRING (8.2806122 47.6352157, 8.2808365 47.635308)",30,,,,,,
25221591,Josef-Bader-Straße,residential,False,True,73.339,"LINESTRING (8.2806122 47.6352157, 8.2797662 47.634884)",30,,,,,,
77240893,Hauptstraße,tertiary,False,False,62.503,"LINESTRING (8.2791702 47.6353841, 8.2783974 47.6351725)",50,,,,,,
77240893,Hauptstraße,tertiary,False,True,48.615,"LINESTRING (8.2791702 47.6353841, 8.2797636 47.6355609)",50,,,,,,
25221590,Neumattstraße,residential,False,False,72.429,"LINESTRING (8.2791702 47.6353841, 8.2792916 47.6351985, 8.2797662 47.634884)",30,,,,,,
25328619,Brühlgasse,residential,True,False,143.819,"LINESTRING (8.2779488 47.6350084, 8.2776516 47.6348419, 8.2770565 47.6345527, 8.2764695 47.6343161, 8.2763774 47.6342695)",,,,,,,
30885870,Heckerstraße,tertiary,False,True,96.648,"LINESTRING (8.2779488 47.6350084, 8.2782383 47.6345719, 8.2784945 47.634221)",50,,,,,,
77240893,Hauptstraße,tertiary,False,True,38.553,"LINESTRING (8.2779488 47.6350084, 8.2780259 47.6350557, 8.2781567 47.6351025, 8.2783974 47.6351725)",50,,,,,,
138276876,Bahnhofstraße,residential,False,False,71.455,"LINESTRING (8.2728772 47.6353095, 8.2737972 47.6354787)",,,,,,,
59963348,Tugoweg,unclassified,False,False,131.638,"LINESTRING (8.2728772 47.6353095, 8.2729223 47.6352099, 8.2732154 47.6345624, 8.2731714 47.6345286, 8.2727042 47.6343586)",,,,,,,
138276876,Bahnhofstraße,residential,False,True,49.153999999999996,"LINESTRING (8.2728772 47.6353095, 8.2727512 47.6352809, 8.2724633 47.6352156, 8.2722555 47.6351684)",,,,,,,
138276874,Bahnhofstraße,residential,True,False,93.8,"LINESTRING (8.2711338 47.6347746, 8.272285 47.635106)",,,,,,,
813199194,Bahnhofstraße,residential,False,True,16.506,"LINESTRING (8.2711338 47.6347746, 8.2711285 47.634923)",,,,,,,
901522889,Schwarzenbergstraße,residential,False,False,107.911,"LINESTRING (8.2711338 47.6347746, 8.2716354 47.6338649)",,,,,,,
"[1126497564, 154946871]",Bahnhofstraße,residential,False,False,101.684,"LINESTRING (8.2711338 47.6347746, 8.2710741 47.634694, 8.2703619 47.6344483, 8.269985 47.6343185)",,,,,,,
154946881,Martin-Luther-Straße,residential,False,False,93.64,"LINESTRING (8.2716354 47.6338649, 8.2727933 47.6341817)",,,,,,,
901522889,Schwarzenbergstraße,residential,False,True,107.911,"LINESTRING (8.2716354 47.6338649, 8.2711338 47.6347746)",,,,,,,
78326207,Schwarzenbergstraße,residential,False,False,114.03899999999999,"LINESTRING (8.2716354 47.6338649, 8.2717525 47.6337105, 8.2724164 47.6329852)",,,,,,,
25328617,Schulstraße,residential,True,False,20.773,"LINESTRING (8.2727933 47.6341817, 8.2727042 47.6343586)",,,,,,,
154946881,Martin-Luther-Straße,residential,False,True,93.64,"LINESTRING (8.2727933 47.6341817, 8.2716354 47.6338649)",,,,,,,
25220846,Schulstraße,residential,False,True,78.312,"LINESTRING (8.2727933 47.6341817, 8.2731226 47.6339002, 8.2734115 47.6337351, 8.2735051 47.6336701)",,,,,,,
813199193,Bahnhofstraße,residential,False,True,7.282,"LINESTRING (8.2722555 47.6351684, 8.272285 47.635106)",,,,,,,
"[138276875, 823295607]",Bahnhofstraße,residential,True,False,89.958,"LINESTRING (8.2722555 47.6351684, 8.2720833 47.6351791, 8.2719052 47.6351313, 8.2717723 47.6350957, 8.2711285 47.634923)",,,,,,,
138276876,Bahnhofstraße,residential,False,False,49.153999999999996,"LINESTRING (8.2722555 47.6351684, 8.2724633 47.6352156, 8.2727512 47.6352809, 8.2728772 47.6353095)",,,,,,,
25220013,Hauptstraße,residential,False,True,89.673,"LINESTRING (8.2735051 47.6336701, 8.2739697 47.6339851, 8.27423 47.6341734, 8.2742924 47.6342696)",50,,,,,,
25220846,Schulstraße,residential,False,False,78.312,"LINESTRING (8.2735051 47.6336701, 8.2734115 47.6337351, 8.2731226 47.6339002, 8.2727933 47.6341817)",,,,,,,
905828541,Hauptstraße,residential,False,False,38.602,"LINESTRING (8.2735051 47.6336701, 8.2734205 47.6335641, 8.2733974 47.6334539, 8.273425 47.6333399)",50,,,2,,,
59963351,Seilerbergweg,residential,False,False,343.23600000000005,"LINESTRING (8.2736727 47.6357459, 8.2744231 47.6358925, 8.2744641 47.6359005, 8.2746049 47.6359316, 8.2749529 47.6360084, 8.2751767 47.63606, 8.2755854 47.6361412, 8.2760702 47.6361966, 8.2767051 47.636242, 8.2767467 47.6362453, 8.2769295 47.636258, 8.2777756 47.636364, 8.2780686 47.636509)",,,,,,destination,
"[139789584, 25220011]",Peter-Thumb-Straße,residential,False,True,65.334,"LINESTRING (8.2736727 47.6357459, 8.2736148 47.6358711, 8.2735997 47.6358974, 8.2735707 47.6359477, 8.273442 47.6361747, 8.2733736 47.6362976)",20,,,,,,
904758352,Peter-Thumb-Straße,residential,False,False,31.142,"LINESTRING (8.2736727 47.6357459, 8.2737492 47.6355839, 8.2737972 47.6354787)",,,,,,,
77240893,Hauptstraße,tertiary,False,True,62.503,"LINESTRING (8.2783974 47.6351725, 8.2791702 47.6353841)",50,,,,,,
25423638,Marktplatz,residential,False,True,21.17,"LINESTRING (8.2783974 47.6351725, 8.2783204 47.6353333, 8.2783107 47.6353537)",,,,,,,
77240893,Hauptstraße,tertiary,False,False,38.553000000000004,"LINESTRING (8.2783974 47.6351725, 8.2781567 47.6351025, 8.2780259 47.6350557, 8.2779488 47.6350084)",50,,,,,,
150943596,Am Brünnele,residential,False,True,40.76,"LINESTRING (8.2806123 47.6363883, 8.2808763 47.6360678)",,,,,,,
25368717,Am Brünnele,residential,False,False,83.63300000000001,"LINESTRING (8.2806123 47.6363883, 8.2801979 47.6369021, 8.2800503 47.6370367)",,,,,,,
25423628,Trottengasse,residential,False,True,70.763,"LINESTRING (8.2806123 47.6363883, 8.2798838 47.6361652, 8.2797544 47.6361223)",,,,,,,
25218314,Hauptstraße,tertiary,False,True,69.21600000000001,"LINESTRING (8.2800146 47.6355773, 8.2801514 47.6355679, 8.2807057 47.6353603, 8.2808365 47.635308)",50,,,,K 6564,,
77240893,Hauptstraße,tertiary,False,False,18.994999999999997,"LINESTRING (8.2800146 47.6355773, 8.2798533 47.6355752, 8.2797636 47.6355609)",50,,,,,,
147544089,Breitenfelder Straße,tertiary,False,False,20.002000000000002,"LINESTRING (8.2800146 47.6355773, 8.2799891 47.6356848, 8.280019 47.6357529)",50,,,,K 6564,,
147544089,Breitenfelder Straße,tertiary,False,False,4.993,"LINESTRING (8.2808763 47.6360678, 8.2809389 47.6360832)",50,,,,K 6564,,
150943596,Am Brünnele,residential,False,False,40.76,"LINESTRING (8.2808763 47.6360678, 8.2806123 47.6363883)",,,,,,,
147544089,Breitenfelder Straße,tertiary,False,True,73.32100000000001,"LINESTRING (8.2808763 47.6360678, 8.2801878 47.635825, 8.2801159 47.6358042, 8.280019 47.6357529)",50,,,,K 6564,,
25221587,,residential,False,False,46.101,"LINESTRING (8.2797544 47.6361223, 8.2799326 47.6358173, 8.280019 47.6357529)",,,,,,,
25423628,Trottengasse,residential,False,False,70.763,"LINESTRING (8.2797544 47.6361223, 8.2798838 47.6361652, 8.2806123 47.6363883)",,,,,,,
"[25423642, 25423627, 25423628, 25423630]",Trottengasse,residential,False,True,131.633,"LINESTRING (8.2797544 47.6361223, 8.2796423 47.6360898, 8.2794211 47.6360265, 8.2790596 47.6359159, 8.2789293 47.6358742, 8.2787618 47.6358213, 8.2785558 47.6357634, 8.2784478 47.6357323, 8.2783487 47.6356958, 8.2781624 47.635624)",,,,,,,
25221587,,residential,False,True,46.101,"LINESTRING (8.280019 47.6357529, 8.2799326 47.6358173, 8.2797544 47.6361223)",,,,,,,
147544089,Breitenfelder Straße,tertiary,False,False,73.321,"LINESTRING (8.280019 47.6357529, 8.2801159 47.6358042, 8.2801878 47.635825, 8.2808763 47.6360678)",50,,,,K 6564,,
147544089,Breitenfelder Straße,tertiary,False,True,20.002000000000002,"LINESTRING (8.280019 47.6357529, 8.2799891 47.6356848, 8.2800146 47.6355773)",50,,,,K 6564,,
25368717,Am Brünnele,residential,False,False,132.884,"LINESTRING (8.2800503 47.6370367, 8.2799746 47.6370865, 8.2798641 47.6370873, 8.2796122 47.6370368, 8.2793312 47.6369705, 8.2789936 47.6369511, 8.2783601 47.6368316)",,,,,,,
25368717,Am Brünnele,residential,False,True,83.63300000000001,"LINESTRING (8.2800503 47.6370367, 8.2801979 47.6369021, 8.2806123 47.6363883)",,,,,,,
25368717,Am Brünnele,residential,False,True,132.884,"LINESTRING (8.2783601 47.6368316, 8.2789936 47.6369511, 8.2793312 47.6369705, 8.2796122 47.6370368, 8.2798641 47.6370873, 8.2799746 47.6370865, 8.2800503 47.6370367)",,,,,,,
25221590,Neumattstraße,residential,False,False,90.042,"LINESTRING (8.2797662 47.634884, 8.2804212 47.6342051)",30,,,,,,
25221591,Josef-Bader-Straße,residential,False,False,73.339,"LINESTRING (8.2797662 47.634884, 8.2806122 47.6352157)",30,,,,,,
25221590,Neumattstraße,residential,False,True,72.429,"LINESTRING (8.2797662 47.634884, 8.2792916 47.6351985, 8.2791702 47.6353841)",30,,,,,,
25221590,Neumattstraße,residential,False,True,90.042,"LINESTRING (8.2804212 47.6342051, 8.2797662 47.634884)",30,,,,,,
