osmid,name,highway,oneway,reversed,length,geometry,maxspeed,tunnel,bridge,lanes,ref,access,junction
32646985,Neumattstraße,residential,False,False,65.46600000000001,"LINESTRING (8.2804212 47.6342051, 8.2808356 47.6337933, 8.2808146 47.6337032)",,,,,,,
"[814350000, 814350001, 814349999]",Klettgaustraße,secondary,False,False,132.49699999999999,"LINESTRING (8.2804212 47.6342051, 8.2800473 47.6341407, 8.2795821 47.6340706, 8.2789375 47.6339672, 8.278702 47.6339267)",50,,,"['2', '3']",L 159,,
59963353,Sulzerring,residential,False,False,99.947,"LINESTRING (8.2751078 47.6338131, 8.2751931 47.6338442, 8.2759309 47.6341192, 8.2761125 47.634143, 8.2763211 47.6341378)",50,,,2,,,
"[1217567664, 59963353]",Sulzerring,residential,False,True,137.55,"LINESTRING (8.2751078 47.6338131, 8.2749455 47.6337399, 8.2744722 47.6335744, 8.2742196 47.6334971, 8.2737949 47.6333951, 8.273425 47.6333399)",50,,,2,,,
25272552,Sulzerring,residential,False,False,153.546,"LINESTRING (8.2689715 47.6322991, 8.2691956 47.6323122, 8.2692201 47.6323128, 8.2694582 47.6323553, 8.2702493 47.632548, 8.2709429 47.6326568)",50,,,2,,,
30217257,Westendstraße,residential,False,False,134.434,"LINESTRING (8.2689715 47.6322991, 8.2690703 47.6324108, 8.2690558 47.63245, 8.269027 47.6325282, 8.2685811 47.6332499, 8.2684806 47.6334126)",,,,,,,
38716233,Sulzerring,residential,False,False,22.252,"LINESTRING (8.2689715 47.6322991, 8.2688868 47.6322867, 8.2687393 47.6321857)",50,,,,,,
25328617,Schulstraße,residential,True,False,88.845,"LINESTRING (8.2727042 47.6343586, 8.2723065 47.6350677, 8.272285 47.635106)",,,,,,,
59963348,Tugoweg,unclassified,False,True,131.638,"LINESTRING (8.2727042 47.6343586, 8.2731714 47.6345286, 8.2732154 47.6345624, 8.2729223 47.6352099, 8.2728772 47.6353095)",,,,,,,
78330020,Breite Straße,residential,False,False,108.216,"LINESTRING (8.269985 47.6343185, 8.2703423 47.6337247, 8.2704009 47.6336239, 8.2705276 47.6334166)",,,,,,,
1126103712,Bahnhofstraße,residential,False,False,141.47400000000002,"LINESTRING (8.269985 47.6343185, 8.2696763 47.6342313, 8.268714 47.6339358, 8.2682583 47.6338041)",,,,,,,
"[1126497564, 154946871]",Bahnhofstraße,residential,False,True,101.684,"LINESTRING (8.269985 47.6343185, 8.2703619 47.6344483, 8.2710741 47.634694, 8.2711338 47.6347746)",,,,,,,
78330020,Breite Straße,residential,False,True,90.035,"LINESTRING (8.2709429 47.6326568, 8.2705276 47.6334166)",,,,,,,
25272552,Sulzerring,residential,False,False,116.92699999999999,"LINESTRING (8.2709429 47.6326568, 8.2716857 47.6327712, 8.272154 47.6328895, 8.2724164 47.6329852)",50,,,2,,,
25272552,Sulzerring,residential,False,True,153.546,"LINESTRING (8.2709429 47.6326568, 8.2702493 47.632548, 8.2694582 47.6323553, 8.2692201 47.6323128, 8.2691956 47.6323122, 8.2689715 47.6322991)",50,,,2,,,
"[25423642, 25423627, 25423628, 25423630]",Trottengasse,residential,False,False,131.633,"LINESTRING (8.2781624 47.635624, 8.2783487 47.6356958, 8.2784478 47.6357323, 8.2785558 47.6357634, 8.2787618 47.6358213, 8.2789293 47.6358742, 8.2790596 47.6359159, 8.2794211 47.6360265, 8.2796423 47.6360898, 8.2797544 47.6361223)",,,,,,,
25423638,Marktplatz,residential,False,False,32.054,"LINESTRING (8.2781624 47.635624, 8.2781939 47.6355662, 8.2782322 47.6354878, 8.2783107 47.6353537)",,,,,,,
"[25423641, 25423638]","['Seilerbergweg', 'Marktplatz']",residential,False,True,80.62699999999998,"LINESTRING (8.2781624 47.635624, 8.2780608 47.635797, 8.2780083 47.6358928, 8.2779407 47.6360062, 8.277863 47.636141, 8.277788 47.6361964, 8.2776652 47.6362433)",,,,,,,
77240893,Hauptstraße,tertiary,False,False,48.615,"LINESTRING (8.2797636 47.6355609, 8.2791702 47.6353841)",50,,,,,,
77240893,Hauptstraße,tertiary,False,True,18.994999999999997,"LINESTRING (8.2797636 47.6355609, 8.2798533 47.6355752, 8.2800146 47.6355773)",50,,,,,,
"[217852084, 25704543]",Hintergasse,residential,False,True,125.405,"LINESTRING (8.2797636 47.6355609, 8.2796803 47.6356728, 8.2796293 47.6357038, 8.2795932 47.6357013, 8.2790786 47.6355756, 8.2785126 47.6354099, 8.2783107 47.6353537)",,,,,,,
25423638,Marktplatz,residential,False,False,21.17,"LINESTRING (8.2783107 47.6353537, 8.2783204 47.6353333, 8.2783974 47.6351725)",,,,,,,
25423638,Marktplatz,residential,False,True,32.054,"LINESTRING (8.2783107 47.6353537, 8.2782322 47.6354878, 8.2781939 47.6355662, 8.2781624 47.635624)",,,,,,,
"[217852084, 25704543]",Hintergasse,residential,False,False,125.405,"LINESTRING (8.2783107 47.6353537, 8.2785126 47.6354099, 8.2790786 47.6355756, 8.2795932 47.6357013, 8.2796293 47.6357038, 8.2796803 47.6356728, 8.2797636 47.6355609)",,,,,,,
"[814349992, 814349993, 814349994, 67214935, 59963358]",Klettgaustraße,secondary,False,False,273.79900000000004,"LINESTRING (8.2769305 47.6336141, 8.2765201 47.6335402, 8.2759653 47.6334246, 8.2757436 47.6333621, 8.2746903 47.6330638, 8.2742537 47.6329402, 8.2737875 47.632804, 8.2736139 47.6327595, 8.2735227 47.632735)",50,,yes,"['2', '3']",L 159,,
"[814349995, 814349996, 909793453, 814349997, 814349998, 823295603, 67214935]",Klettgaustraße,secondary,False,True,137.22,"LINESTRING (8.2769305 47.6336141, 8.277302 47.6336807, 8.2776464 47.6337431, 8.2778148 47.6337737, 8.2780631 47.6338181, 8.2782452 47.6338506, 8.2785523 47.6339011, 8.278702 47.6339267)",50,,,"['2', '3']",L 159,,
"[693974432, 901522885]",Weihermattstraße,residential,False,True,76.007,"LINESTRING (8.2769305 47.6336141, 8.2768647 47.6337086, 8.2767418 47.6338804, 8.2765687 47.6340304, 8.2763211 47.6341378)",50,,,,,,
147544089,Breitenfelder Straße,tertiary,False,True,4.993,"LINESTRING (8.2809389 47.6360832, 8.2808763 47.6360678)",50,,,,K 6564,,
86124931,Kirchplatz,residential,False,True,28.602,"LINESTRING (8.2741773 47.6355024, 8.2737972 47.6354787)",,,,,,,
86124931,Kirchplatz,residential,False,False,44.836,"LINESTRING (8.2741773 47.6355024, 8.2746018 47.6355857, 8.2747518 47.6356152)",,,,,,,
139789587,Schloßplatz,residential,False,False,75.158,"LINESTRING (8.2741773 47.6355024, 8.2743486 47.6354092, 8.274459 47.6352243, 8.274479 47.6351909, 8.2745475 47.6349794, 8.2745715 47.6349054)",,,,,,,
148128830,Josef-Bader-Straße,residential,False,False,64.294,"LINESTRING (8.2784945 47.634221, 8.2792579 47.634485)",,,,,,,
30885870,Heckerstraße,tertiary,False,False,96.648,"LINESTRING (8.2784945 47.634221, 8.2782383 47.6345719, 8.2779488 47.6350084)",50,,,,,,
30885870,Heckerstraße,tertiary,False,True,36.230000000000004,"LINESTRING (8.2784945 47.634221, 8.2786294 47.6340296, 8.278702 47.6339267)",50,,,,,,
78330020,Breite Straße,residential,False,False,90.035,"LINESTRING (8.2705276 47.6334166, 8.2709429 47.6326568)",,,,,,,
211953508,Goethestraße,residential,False,True,71.932,"LINESTRING (8.2705276 47.6334166, 8.2696406 47.6331692)",,,,,,,
78330020,Breite Straße,residential,False,True,108.216,"LINESTRING (8.2705276 47.6334166, 8.2704009 47.6336239, 8.2703423 47.6337247, 8.269985 47.6343185)",,,,,,,
31352994,Goethestraße,residential,False,False,42.816,"LINESTRING (8.2696406 47.6331692, 8.2698685 47.6328161)",,,,,,,
211953508,Goethestraße,residential,False,False,71.932,"LINESTRING (8.2696406 47.6331692, 8.2705276 47.6334166)",,,,,,,
31352994,Goethestraße,residential,False,True,57.677,"LINESTRING (8.2696406 47.6331692, 8.2694237 47.6334981, 8.2694107 47.6335177, 8.269328 47.6336432)",,,,,,,
31352994,Goethestraße,residential,False,False,57.677,"LINESTRING (8.269328 47.6336432, 8.2694107 47.6335177, 8.2694237 47.6334981, 8.2696406 47.6331692)",,,,,,,
31352994,Goethestraße,residential,False,True,42.816,"LINESTRING (8.2698685 47.6328161, 8.2696406 47.6331692)",,,,,,,
"[25272552, 1126110017, 901522883, 59963343]",Sulzerring,residential,False,False,85.995,"LINESTRING (8.2724164 47.6329852, 8.2725597 47.63304, 8.2729039 47.6332086, 8.2731293 47.633277, 8.2733203 47.6333201, 8.273425 47.6333399)",50,,yes,2,,,
25272552,Sulzerring,residential,False,True,116.92699999999999,"LINESTRING (8.2724164 47.6329852, 8.272154 47.6328895, 8.2716857 47.6327712, 8.2709429 47.6326568)",50,,,2,,,
78326207,Schwarzenbergstraße,residential,False,True,114.03899999999999,"LINESTRING (8.2724164 47.6329852, 8.2717525 47.6337105, 8.2716354 47.6338649)",,,,,,,
31913021,An der Gipsmühle,residential,False,True,155.92299999999997,"LINESTRING (8.2731575 47.6378953, 8.2735033 47.6373626, 8.2735898 47.6371383, 8.2736159 47.637054, 8.2736402 47.6369357, 8.2736419 47.6368244, 8.2736333 47.6367015, 8.2735956 47.6365545)",,,,2,,,
42371541,Übertal,residential,False,True,65.32,"LINESTRING (8.2731575 47.6378953, 8.2727939 47.6377317, 8.2724098 47.6375947)",30,,,,,,
42371541,Übertal,residential,False,False,39.814,"LINESTRING (8.2718858 47.6375436, 8.2721273 47.6375518, 8.2724098 47.6375947)",30,,,,,,
42371541,Übertal,residential,False,True,88.08500000000001,"LINESTRING (8.2718858 47.6375436, 8.2712926 47.6376058, 8.2707249 47.637543)",30,,,,,,
48764037,Glockenbergstraße,residential,False,False,114.019,"LINESTRING (8.2718858 47.6375436, 8.2719298 47.6372126, 8.2720408 47.6368481, 8.2721044 47.63653)",30,,,,,,
801973497,Glockenbergstraße,residential,False,False,36.338,"LINESTRING (8.2706465 47.6378655, 8.2707249 47.637543)",,,,,,,
42371539,Albert-Gebhardt-Straße,residential,False,False,60.801,"LINESTRING (8.2707249 47.637543, 8.2709021 47.6370094)",30,,,,,,
801973497,Glockenbergstraße,residential,False,True,36.338,"LINESTRING (8.2707249 47.637543, 8.2706465 47.6378655)",,,,,,,
42371541,Übertal,residential,False,False,88.08500000000001,"LINESTRING (8.2707249 47.637543, 8.2712926 47.6376058, 8.2718858 47.6375436)",30,,,,,,
42371539,Albert-Gebhardt-Straße,residential,False,True,60.801,"LINESTRING (8.2709021 47.6370094, 8.2707249 47.637543)",30,,,,,,
42371539,Albert-Gebhardt-Straße,residential,False,False,76.25,"LINESTRING (8.2709021 47.6370094, 8.270913 47.6369396, 8.2708041 47.6367487, 8.2705971 47.636619, 8.2703247 47.6364967)",30,,,,,,
48764042,Albert-Gebhardt-Straße,residential,False,False,214.46,"LINESTRING (8.2709021 47.6370094, 8.2699594 47.6368692, 8.2681302 47.6365308)",30,,,,,,
"[139789584, 25220011]",Peter-Thumb-Straße,residential,False,False,65.334,"LINESTRING (8.2733736 47.6362976, 8.273442 47.6361747, 8.2735707 47.6359477, 8.2735997 47.6358974, 8.2736148 47.6358711, 8.2736727 47.6357459)",20,,,,,,
31913021,An der Gipsmühle,residential,False,False,33.545,"LINESTRING (8.2733736 47.6362976, 8.2735238 47.6364205, 8.2735956 47.6365545)",,,,2,,,
48132764,Weilheimer Straße,residential,False,True,328.621,"LINESTRING (8.2733736 47.6362976, 8.2732376 47.6361961, 8.2730671 47.6360629, 8.2729229 47.6360048, 8.2728036 47.6359675, 8.2726465 47.6359183, 8.2711399 47.6355475, 8.2709422 47.6355129, 8.2704872 47.6354513, 8.2700192 47.635419, 8.2693141 47.6354469)",,,,,,,
31913021,An der Gipsmühle,residential,False,False,155.923,"LINESTRING (8.2735956 47.6365545, 8.2736333 47.6367015, 8.2736419 47.6368244, 8.2736402 47.6369357, 8.2736159 47.637054, 8.2735898 47.6371383, 8.2735033 47.6373626, 8.2731575 47.6378953)",,,,2,,,
31913021,An der Gipsmühle,residential,False,True,33.545,"LINESTRING (8.2735956 47.6365545, 8.2735238 47.6364205, 8.2733736 47.6362976)",,,,2,,,
32602809,Berghausstraße,residential,False,True,88.32900000000001,"LINESTRING (8.2735956 47.6365545, 8.2737322 47.6365505, 8.2738434 47.6366003, 8.2741156 47.6367551, 8.2744365 47.6369356, 8.2745248 47.6370039)",,,,,,,
25221591,Josef-Bader-Straße,residential,False,True,19.692,"LINESTRING (8.2808365 47.635308, 8.2806122 47.6352157)",30,,,,,,
25218314,Hauptstraße,tertiary,False,False,69.21600000000001,"LINESTRING (8.2808365 47.635308, 8.2807057 47.6353603, 8.2801514 47.6355679, 8.2800146 47.6355773)",50,,,,K 6564,,
32646980,Raiffeisenstraße,residential,False,False,129.919,"LINESTRING (8.279227 47.633079, 8.2807345 47.6336562)",,,,,,,
48179807,Berliner Straße,residential,False,True,16.444,"LINESTRING (8.279227 47.633079, 8.2791894 47.6329333)",,,,,,,
48179807,Berliner Straße,residential,False,False,57.983,"LINESTRING (8.279227 47.633079, 8.2791181 47.633331, 8.2789491 47.6335636)",,,,,,,
32603273,Ostpreußenstraße,residential,False,True,147.772,"LINESTRING (8.2789491 47.6335636, 8.278255 47.6334319, 8.277049 47.6332078)",30,,,,,,
"[814350002, 48179807]",Berliner Straße,residential,False,False,44.421,"LINESTRING (8.2789491 47.6335636, 8.2788967 47.6336392, 8.2787734 47.633817, 8.278702 47.6339267)",,,,2,,,
48179807,Berliner Straße,residential,False,True,57.983,"LINESTRING (8.2789491 47.6335636, 8.2791181 47.633331, 8.279227 47.633079)",,,,,,,
48179807,Berliner Straße,residential,False,False,134.06400000000002,"LINESTRING (8.2783694 47.6318626, 8.2786496 47.6321848, 8.278937 47.6325786, 8.2790072 47.6326772, 8.2791586 47.63289, 8.2791894 47.6329333)",,,,,,,
