osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,ref,access,tunnel,width
24798641,Römerstraße,residential,20,,True,False,76.51299999999999,"LINESTRING (9.1461885 49.8405827, 9.1463259 49.840683, 9.146662 49.8409261, 9.146854 49.841085, 9.146877 49.8411077)",,,,,
24798641,Römerstraße,residential,20,,True,False,1.354,"LINESTRING (9.1470984 49.8413821, 9.1471074 49.8413928)",,,,,
25756730,Runde-Turm-Straße,residential,,,False,True,70.631,"LINESTRING (9.1470984 49.8413821, 9.1463643 49.8416797, 9.1462571 49.8417113)",,,,,
25756757,Am Stiftshof,residential,20,,False,False,14.2,"LINESTRING (9.1480849 49.8425451, 9.1482528 49.8424774)",,,,,
160047682,Römerstraße,residential,20,,True,False,53.69,"LINESTRING (9.1480849 49.8425451, 9.1482886 49.8428194, 9.1484133 49.842979)",,,,,
23758941,Berufsschulstraße,residential,,,False,False,57.478,"LINESTRING (9.1509411 49.846408, 9.1501861 49.8465817)",,,,,
84074244,Römerstraße,tertiary,50,roundabout,True,False,11.342,"LINESTRING (9.1509411 49.846408, 9.1509274 49.8463897, 9.1509196 49.8463699, 9.1509182 49.8463495, 9.1509231 49.8463293, 9.1509341 49.8463102)",,MIL 38,,,
25756711,Johannes-Obernburger-Straße,residential,,,False,True,68.003,"LINESTRING (9.1477225 49.8460171, 9.1479204 49.8460282, 9.1486539 49.8459281)",,,,,
144828217,Jahnstraße,residential,,,False,False,115.82699999999998,"LINESTRING (9.1477225 49.8460171, 9.1477991 49.8458121, 9.1478984 49.8455972, 9.1479503 49.8454763, 9.14799 49.8453987, 9.1481337 49.8450832, 9.1481646 49.8450155)",,,,,
23758941,Berufsschulstraße,residential,,,False,False,15.23,"LINESTRING (9.1501861 49.8465817, 9.1499803 49.8466156)",,,,,
23758941,Berufsschulstraße,residential,,,False,True,57.478,"LINESTRING (9.1501861 49.8465817, 9.1509411 49.846408)",,,,,
24223507,Untere Gasse,living_street,,,False,True,37.702,"LINESTRING (9.1486859 49.8416589, 9.1486604 49.8415412, 9.1486311 49.8413218)",,,,,
"[25665242, 37828555]",Pfaffengasse,residential,,,False,False,23.406,"LINESTRING (9.1486859 49.8416589, 9.1487496 49.8416993, 9.1488697 49.8418311)",,,,,
154591945,Mainstraße,living_street,,,False,True,40.896,"LINESTRING (9.1486859 49.8416589, 9.1488748 49.8415614, 9.1491423 49.8414386)",,,,,
160047684,Mainstraße,residential,20,,True,False,28.676,"LINESTRING (9.1483856 49.8418292, 9.1486047 49.8417049, 9.1486859 49.8416589)",,,,,
477684837,Am Stiftshof,residential,20,,False,True,94.49199999999999,"LINESTRING (9.1483856 49.8418292, 9.148624 49.8420949, 9.1487115 49.8421924, 9.1483881 49.8423494, 9.1482609 49.8424112, 9.148259 49.8424338, 9.1482528 49.8424774)",,,,,
25756751,Mainstraße,residential,20,,True,False,58.173,"LINESTRING (9.147739 49.842137, 9.1478235 49.8421236, 9.14805 49.8420095, 9.1483856 49.8418292)",,,,,
37828554,Römerstraße,residential,20,,True,False,52.014,"LINESTRING (9.147739 49.842137, 9.1477491 49.8421772, 9.1478436 49.8422909, 9.1480849 49.8425451)",,,,,
24223507,Untere Gasse,living_street,,,False,False,37.702,"LINESTRING (9.1486311 49.8413218, 9.1486604 49.8415412, 9.1486859 49.8416589)",,,,,
24223507,Untere Gasse,living_street,,,False,True,40.451,"LINESTRING (9.1486311 49.8413218, 9.1485914 49.8411742, 9.1485387 49.841019, 9.1485104 49.840967)",,,,,
547397338,,living_street,,,False,False,48.996,"LINESTRING (9.1486311 49.8413218, 9.1484685 49.8413466, 9.1482941 49.8410333)",,,,,
24223508,Badgasse,living_street,,,False,False,53.416,"LINESTRING (9.1482935 49.8405924, 9.1476398 49.8408227)",,,,,
24223508,Badgasse,living_street,,,False,True,19.723,"LINESTRING (9.1482935 49.8405924, 9.1485377 49.8405108)",,,,,
24223507,Untere Gasse,living_street,,,False,False,42.431,"LINESTRING (9.1482935 49.8405924, 9.1483332 49.8406472, 9.1484222 49.8407876, 9.1485016 49.8409491)",,,,,
24223507,Untere Gasse,living_street,,,False,True,73.077,"LINESTRING (9.1482935 49.8405924, 9.1481393 49.8404141, 9.1479388 49.8401913, 9.147773 49.8400277)",,,,,
24223508,Badgasse,living_street,,,False,False,63.218,"LINESTRING (9.1476398 49.8408227, 9.146877 49.8411077)",,,,,
24223508,Badgasse,living_street,,,False,True,53.416,"LINESTRING (9.1476398 49.8408227, 9.1482935 49.8405924)",,,,,
25756744,Winkelhof,living_street,,,False,True,56.69,"LINESTRING (9.1476398 49.8408227, 9.1473293 49.8404931, 9.1473793 49.8404206, 9.1473873 49.8403966, 9.1474148 49.8403868)",,,yes,,
25756745,Ebbelwoigässje,living_street,,,False,False,43.31699999999999,"LINESTRING (9.1476398 49.8408227, 9.1478305 49.8410845, 9.1478966 49.8411753)",,,,,
24223508,Badgasse,living_street,,,False,True,63.218,"LINESTRING (9.146877 49.8411077, 9.1476398 49.8408227)",,,,,
24798641,Römerstraße,residential,20,,True,False,34.395,"LINESTRING (9.146877 49.8411077, 9.1470984 49.8413821)",,,,,
414180897,Römerstraße,tertiary,,,False,False,23.233,"LINESTRING (9.1440952 49.8394316, 9.1442971 49.839595)",2,MIL 38,,,
23228280,Römerstraße,tertiary,,,False,True,13.683,"LINESTRING (9.1440952 49.8394316, 9.1440389 49.8393816, 9.1439659 49.8393424)",2,MIL 38,,,
24626817,Dr.-Zöller-Straße,residential,,,False,False,156.745,"LINESTRING (9.1440952 49.8394316, 9.1444123 49.8393024, 9.1445816 49.8392323, 9.1448283 49.8391348, 9.1458698 49.8387272, 9.1459584 49.8386948)",,,,,
24626817,Dr.-Zöller-Straße,residential,,,False,True,156.745,"LINESTRING (9.1459584 49.8386948, 9.1458698 49.8387272, 9.1448283 49.8391348, 9.1445816 49.8392323, 9.1444123 49.8393024, 9.1440952 49.8394316)",,,,,
24626818,Katharinenstraße,residential,,,False,True,79.49900000000001,"LINESTRING (9.1459584 49.8386948, 9.1455947 49.8382317, 9.1454842 49.8381057, 9.1454681 49.8380856, 9.1454479 49.8380603)",,,,,
414180894,Katharinenstraße,residential,,,False,False,62.54900000000001,"LINESTRING (9.1459584 49.8386948, 9.1462217 49.8390189, 9.1463631 49.8391931)",,,,,
192231039,Katharinenstraße,residential,,,False,False,76.903,"LINESTRING (9.1463631 49.8391931, 9.1470193 49.8397401)",,,,,
"[25712968, 25752668]",Kapellengasse,residential,,,False,"[False, True]",116.079,"LINESTRING (9.1463631 49.8391931, 9.1469919 49.8389437, 9.1471275 49.8388639, 9.1472224 49.8387974, 9.1473852 49.8386889, 9.1474354 49.8385887, 9.1475557 49.8385213)",,,,,
414180894,Katharinenstraße,residential,,,False,True,62.54900000000001,"LINESTRING (9.1463631 49.8391931, 9.1462217 49.8390189, 9.1459584 49.8386948)",,,,,
"[1119417316, 878200493, 28035382]",Kapellengasse,residential,,,False,False,138.028,"LINESTRING (9.1463631 49.8391931, 9.1461678 49.8392761, 9.1460839 49.8393117, 9.1452607 49.8396613, 9.1450269 49.839777, 9.144781 49.8398988)",,,,,
24626819,Obere Gasse,living_street,,,False,False,13.76,"LINESTRING (9.1473625 49.8401118, 9.1475464 49.8400765)",,,,,
24626819,Obere Gasse,living_street,,,False,True,11.342,"LINESTRING (9.1473625 49.8401118, 9.1472156 49.8401496)",,,,,
25756734,Schustergasse,living_street,,,False,True,48.104,"LINESTRING (9.1473625 49.8401118, 9.1470193 49.8397401)",,,,,
24626819,Obere Gasse,living_street,,,False,True,27.897,"LINESTRING (9.148123 49.8399182, 9.147773 49.8400277)",,,,,
154591946,Obere Gasse,living_street,,,False,False,16.592,"LINESTRING (9.148123 49.8399182, 9.1483349 49.8398583)",,,,,
25756763,Untere Wallstraße,living_street,,,False,True,115.154,"LINESTRING (9.148123 49.8399182, 9.1477942 49.8394908, 9.1470193 49.8397401)",,,,,
154591967,Untere Wallstraße,living_street,,,False,False,72.353,"LINESTRING (9.148123 49.8399182, 9.1482129 49.8400281, 9.1482935 49.8401439, 9.1483714 49.840277, 9.1485279 49.8404981, 9.1485377 49.8405108)",,,,,
25752676,Mainstraße,living_street,,,False,True,20.086,"LINESTRING (9.1491423 49.8414386, 9.1493674 49.8413311)",,,,,
154591945,Mainstraße,living_street,,,False,False,40.896,"LINESTRING (9.1491423 49.8414386, 9.1488748 49.8415614, 9.1486859 49.8416589)",,,,,
154591967,Untere Wallstraße,living_street,,,False,True,67.656,"LINESTRING (9.1491423 49.8414386, 9.1490629 49.8413148, 9.1489794 49.8411847, 9.148929 49.8411062, 9.1489084 49.8410741, 9.1488917 49.8410467, 9.1488108 49.8409137, 9.1487873 49.8408749)",,,,,
25752677,Mainstraße,living_street,,,False,False,32.112,"LINESTRING (9.1495217 49.8416022, 9.1493674 49.8413311)",,,,,
25752676,Mainstraße,living_street,,,False,False,20.086,"LINESTRING (9.1493674 49.8413311, 9.1491423 49.8414386)",,,,,
25752677,Mainstraße,living_street,,,False,True,32.112,"LINESTRING (9.1493674 49.8413311, 9.1495217 49.8416022)",,,,,
25752676,Mainstraße,living_street,,,False,True,36.496,"LINESTRING (9.1493674 49.8413311, 9.1494854 49.8412838, 9.1498053 49.8411639)",,,,,
192231033,Frühlingstraße,living_street,,,False,True,72.743,"LINESTRING (9.1496079 49.8432782, 9.1493123 49.8426524)",,,,,
25665238,Römergässchen,living_street,,,False,False,58.724,"LINESTRING (9.1496079 49.8432782, 9.1494291 49.8433287, 9.1488646 49.8434998)",,,,,
192231023,Frühlingstraße,residential,,,False,False,193.103,"LINESTRING (9.1496079 49.8432782, 9.1497485 49.8435161, 9.1505474 49.8449057)",,,,,
25665238,Römergässchen,living_street,,,False,True,58.724,"LINESTRING (9.1488646 49.8434998, 9.1494291 49.8433287, 9.1496079 49.8432782)",,,,,
88606636,Römerstraße,residential,30,,True,False,23.192,"LINESTRING (9.1488646 49.8434998, 9.1489877 49.843644, 9.1490206 49.8436825)",,,,,
25382286,Burenstraße,residential,,,True,False,58.894000000000005,"LINESTRING (9.1451637 49.8401151, 9.1449708 49.8402644, 9.1446838 49.8404455, 9.1445771 49.8404786)",,,,,
"[456855888, 88606635, 456855887]",Römerstraße,residential,"['20', '30']",,True,False,35.557,"LINESTRING (9.1451637 49.8401151, 9.1454663 49.8402869, 9.1455193 49.8403163, 9.1455364 49.840326)",,,,building_passage,3.65
173297386,Lindenstraße,tertiary,30,,False,True,9.169,"LINESTRING (9.1445771 49.8404786, 9.1446132 49.8405577)",,MIL 38,,,
134078910,Lindenstraße,tertiary,30,,False,False,80.681,"LINESTRING (9.1445771 49.8404786, 9.1445114 49.8403042, 9.144464 49.8400864, 9.1444177 49.8397616)",,MIL 38,,,
"[25712968, 25752668]",Kapellengasse,residential,,,False,"[False, True]",116.07900000000001,"LINESTRING (9.1475557 49.8385213, 9.1474354 49.8385887, 9.1473852 49.8386889, 9.1472224 49.8387974, 9.1471275 49.8388639, 9.1469919 49.8389437, 9.1463631 49.8391931)",,,,,
25752676,Mainstraße,living_street,,,False,False,36.496,"LINESTRING (9.1498053 49.8411639, 9.1494854 49.8412838, 9.1493674 49.8413311)",,,,,
192231023,Frühlingstraße,residential,,,False,True,193.103,"LINESTRING (9.1505474 49.8449057, 9.1497485 49.8435161, 9.1496079 49.8432782)",,,,,
25752681,Hubert-Nees-Straße,residential,,,False,False,97.29,"LINESTRING (9.1481646 49.8450155, 9.1479447 49.8449774, 9.1478079 49.8449515, 9.1476912 49.8449523, 9.1475598 49.8449748, 9.1472419 49.8450423, 9.1468597 49.8451166)",,,,,
144828217,Jahnstraße,residential,,,False,False,52.61,"LINESTRING (9.1481646 49.8450155, 9.1482769 49.8448087, 9.1483127 49.8446506, 9.1483234 49.8445566)",,,,,
144828217,Jahnstraße,residential,,,False,True,115.827,"LINESTRING (9.1481646 49.8450155, 9.1481337 49.8450832, 9.14799 49.8453987, 9.1479503 49.8454763, 9.1478984 49.8455972, 9.1477991 49.8458121, 9.1477225 49.8460171)",,,,,
25752681,Hubert-Nees-Straße,residential,,,False,True,37.856,"LINESTRING (9.1463582 49.845223, 9.1468597 49.8451166)",,,,,
25756716,Bergstraße,residential,,,False,False,72.925,"LINESTRING (9.1463582 49.845223, 9.1462348 49.8449973, 9.1461315 49.8448105, 9.1459867 49.8446133)",,,,,
25752681,Hubert-Nees-Straße,residential,,,False,False,37.856,"LINESTRING (9.1468597 49.8451166, 9.1463582 49.845223)",,,,,
25752681,Hubert-Nees-Straße,residential,,,False,True,97.28999999999999,"LINESTRING (9.1468597 49.8451166, 9.1472419 49.8450423, 9.1475598 49.8449748, 9.1476912 49.8449523, 9.1478079 49.8449515, 9.1479447 49.8449774, 9.1481646 49.8450155)",,,,,
25752684,Hubert-Nees-Straße,residential,,,False,False,105.28200000000001,"LINESTRING (9.1468597 49.8451166, 9.1469335 49.845313, 9.1470786 49.8457483, 9.1471762 49.8460411)",,,,,
25752684,Hubert-Nees-Straße,residential,,,False,True,105.28200000000001,"LINESTRING (9.1471762 49.8460411, 9.1470786 49.8457483, 9.1469335 49.845313, 9.1468597 49.8451166)",,,,,
23758941,Berufsschulstraße,residential,,,False,True,15.23,"LINESTRING (9.1499803 49.8466156, 9.1501861 49.8465817)",,,,,
"[25756710, 25756711]","['Johannes-Obernburger-Straße', 'Carl-Platz-Straße']",residential,,,False,False,152.67199999999997,"LINESTRING (9.1499803 49.8466156, 9.1498473 49.846351, 9.149703 49.8460793, 9.1495185 49.8459207, 9.1493649 49.8458237, 9.1491977 49.8458384, 9.1486539 49.8459281)",,,,,
25756711,Johannes-Obernburger-Straße,residential,,,False,False,68.003,"LINESTRING (9.1486539 49.8459281, 9.1479204 49.8460282, 9.1477225 49.8460171)",,,,,
"[25756710, 25756711]","['Johannes-Obernburger-Straße', 'Carl-Platz-Straße']",residential,,,False,True,152.672,"LINESTRING (9.1486539 49.8459281, 9.1491977 49.8458384, 9.1493649 49.8458237, 9.1495185 49.8459207, 9.149703 49.8460793, 9.1498473 49.846351, 9.1499803 49.8466156)",,,,,
25756716,Bergstraße,residential,,,False,False,163.366,"LINESTRING (9.1454851 49.8436438, 9.1452973 49.8432832, 9.1450895 49.8429156, 9.1448843 49.8425835, 9.1446952 49.8422661)",,,,,
25756716,Bergstraße,residential,,,False,True,115.155,"LINESTRING (9.1454851 49.8436438, 9.1454556 49.8437165, 9.1456366 49.8440546, 9.1458137 49.8443573, 9.1459867 49.8446133)",,,,,
25756729,Kastellstraße,residential,,,False,False,116.635,"LINESTRING (9.1454851 49.8436438, 9.1458418 49.8435522, 9.1463273 49.8433827, 9.1467614 49.8432198, 9.1469241 49.8431587)",,,,,
356592451,Brunnenstraße,residential,,,False,False,47.867,"LINESTRING (9.1459867 49.8446133, 9.1453625 49.8447659)",,,,,
25756716,Bergstraße,residential,,,False,False,115.155,"LINESTRING (9.1459867 49.8446133, 9.1458137 49.8443573, 9.1456366 49.8440546, 9.1454556 49.8437165, 9.1454851 49.8436438)",,,,,
25756716,Bergstraße,residential,,,False,True,72.925,"LINESTRING (9.1459867 49.8446133, 9.1461315 49.8448105, 9.1462348 49.8449973, 9.1463582 49.845223)",,,,,
356592451,Brunnenstraße,residential,,,False,True,47.867,"LINESTRING (9.1453625 49.8447659, 9.1459867 49.8446133)",,,,,
23228281,Juliusstraße,tertiary,,,True,False,95.135,"LINESTRING (9.1478185 49.8440429, 9.1481146 49.8439507, 9.148621 49.8437959, 9.1487575 49.8437496, 9.1488259 49.8437364, 9.1490206 49.8436825)",,MIL 38,,,
25756727,Brunnenstraße,residential,,,True,False,145.863,"LINESTRING (9.1478185 49.8440429, 9.1474177 49.8441672, 9.1459867 49.8446133)",,,,,
160047677,Lindenstraße,tertiary,30,,False,False,77.477,"LINESTRING (9.1478185 49.8440429, 9.1477011 49.8439193, 9.1476019 49.8438242, 9.1474986 49.8437273, 9.1472518 49.8434955, 9.1472215 49.8434624)",,MIL 38,,,
37828553,Lindenstraße,tertiary,30,,False,False,66.804,"LINESTRING (9.1469241 49.8431587, 9.1465036 49.8426226)",,MIL 38,,,
25756729,Kastellstraße,residential,,,False,True,116.63499999999999,"LINESTRING (9.1469241 49.8431587, 9.1467614 49.8432198, 9.1463273 49.8433827, 9.1458418 49.8435522, 9.1454851 49.8436438)",,,,,
37828553,Lindenstraße,tertiary,30,,False,True,39.949,"LINESTRING (9.1469241 49.8431587, 9.1470412 49.8432715, 9.1472215 49.8434624)",,MIL 38,,,
25756716,Bergstraße,residential,,,False,False,186.89500000000004,"LINESTRING (9.1446952 49.8422661, 9.1445758 49.8420923, 9.1443383 49.8417046, 9.1442929 49.8416304, 9.1440855 49.8412995, 9.1440072 49.8411746, 9.1438758 49.8409852, 9.1438489 49.8409316, 9.1438516 49.840891, 9.1438919 49.8408607, 9.1439536 49.8408287, 9.1440823 49.8407612)",,,,,
25756716,Bergstraße,residential,,,False,True,163.366,"LINESTRING (9.1446952 49.8422661, 9.1448843 49.8425835, 9.1450895 49.8429156, 9.1452973 49.8432832, 9.1454851 49.8436438)",,,,,
25756730,Runde-Turm-Straße,residential,,,False,False,88.207,"LINESTRING (9.1446952 49.8422661, 9.1454366 49.8420281, 9.1455334 49.8419968, 9.1456342 49.8419632, 9.1457962 49.8419124)",,,,,
25756730,Runde-Turm-Straße,residential,,,False,False,40.019,"LINESTRING (9.1457962 49.8419124, 9.1461307 49.8417754, 9.1461819 49.841742, 9.1462571 49.8417113)",,,,,
25756730,Runde-Turm-Straße,residential,,,False,True,88.207,"LINESTRING (9.1457962 49.8419124, 9.1456342 49.8419632, 9.1455334 49.8419968, 9.1454366 49.8420281, 9.1446952 49.8422661)",,,,,
37828553,Lindenstraße,tertiary,30,,False,False,53.966,"LINESTRING (9.1457962 49.8419124, 9.1456841 49.8417905, 9.1456159 49.8417213, 9.1454534 49.8415568, 9.1454065 49.8414975)",,MIL 38,,,
37828553,Lindenstraße,tertiary,30,,False,True,93.875,"LINESTRING (9.1457962 49.8419124, 9.1459008 49.8420179, 9.1461503 49.8422555, 9.1465036 49.8426226)",,MIL 38,,,
25756716,Bergstraße,residential,,,False,True,186.895,"LINESTRING (9.1440823 49.8407612, 9.1439536 49.8408287, 9.1438919 49.8408607, 9.1438516 49.840891, 9.1438489 49.8409316, 9.1438758 49.8409852, 9.1440072 49.8411746, 9.1440855 49.8412995, 9.1442929 49.8416304, 9.1443383 49.8417046, 9.1445758 49.8420923, 9.1446952 49.8422661)",,,,,
1119417322,Bergstraße,residential,,,False,False,44.288999999999994,"LINESTRING (9.1440823 49.8407612, 9.1445606 49.8405777, 9.1446132 49.8405577)",,,,,
173297386,Lindenstraße,tertiary,30,,False,False,9.169,"LINESTRING (9.1446132 49.8405577, 9.1445771 49.8404786)",,MIL 38,,,
37828553,Lindenstraße,tertiary,30,,False,True,118.98599999999999,"LINESTRING (9.1446132 49.8405577, 9.1446468 49.8405993, 9.1446772 49.840637, 9.1448244 49.8408139, 9.145316 49.8413917, 9.1453588 49.8414417, 9.1454065 49.8414975)",,MIL 38,,,
1119417322,Bergstraße,residential,,,False,True,44.288999999999994,"LINESTRING (9.1446132 49.8405577, 9.1445606 49.8405777, 9.1440823 49.8407612)",,,,,
25756734,Schustergasse,living_street,,,False,False,48.104,"LINESTRING (9.1470193 49.8397401, 9.1473625 49.8401118)",,,,,
192231039,Katharinenstraße,residential,,,False,True,76.903,"LINESTRING (9.1470193 49.8397401, 9.1463631 49.8391931)",,,,,
25756732,Untere Wallstraße,residential,30,,False,True,125.42,"LINESTRING (9.1470193 49.8397401, 9.1464303 49.8399451, 9.1462063 49.8400123, 9.1459908 49.8400881, 9.1457741 49.8401824, 9.1455364 49.840326)",,,,,
25756763,Untere Wallstraße,living_street,,,False,False,115.154,"LINESTRING (9.1470193 49.8397401, 9.1477942 49.8394908, 9.148123 49.8399182)",,,,,
154591946,Obere Gasse,living_street,,,False,True,16.592,"LINESTRING (9.1483349 49.8398583, 9.148123 49.8399182)",,,,,
24626819,Obere Gasse,living_street,,,False,False,27.897,"LINESTRING (9.147773 49.8400277, 9.148123 49.8399182)",,,,,
24223507,Untere Gasse,living_street,,,False,False,73.077,"LINESTRING (9.147773 49.8400277, 9.1479388 49.8401913, 9.1481393 49.8404141, 9.1482935 49.8405924)",,,,,
24626819,Obere Gasse,living_street,,,False,True,17.136000000000003,"LINESTRING (9.147773 49.8400277, 9.1476164 49.840063, 9.1475464 49.8400765)",,,,,
924526073,Kaisergasse,living_street,,,False,False,22.087,"LINESTRING (9.1487873 49.8408749, 9.1485016 49.8409491)",,,,,
154591967,Untere Wallstraße,living_street,,,False,False,67.656,"LINESTRING (9.1487873 49.8408749, 9.1488108 49.8409137, 9.1488917 49.8410467, 9.1489084 49.8410741, 9.148929 49.8411062, 9.1489794 49.8411847, 9.1490629 49.8413148, 9.1491423 49.8414386)",,,,,
154591967,Untere Wallstraße,living_street,,,False,True,44.269000000000005,"LINESTRING (9.1487873 49.8408749, 9.1487375 49.8407989, 9.1487141 49.8407633, 9.1485377 49.8405108)",,,,,
24223507,Untere Gasse,living_street,,,False,True,2.088,"LINESTRING (9.1485104 49.840967, 9.1485016 49.8409491)",,,,,
25756743,Kaisergasse,living_street,,,False,False,17.174,"LINESTRING (9.1485104 49.840967, 9.1482941 49.8410333)",,,,,
24223507,Untere Gasse,living_street,,,False,False,40.451,"LINESTRING (9.1485104 49.840967, 9.1485387 49.841019, 9.1485914 49.8411742, 9.1486311 49.8413218)",,,,,
25756743,Kaisergasse,living_street,,,False,True,17.174,"LINESTRING (9.1482941 49.8410333, 9.1485104 49.840967)",,,,,
25756743,Kaisergasse,living_street,,,False,False,32.586,"LINESTRING (9.1482941 49.8410333, 9.1479325 49.8411625, 9.1478966 49.8411753)",,,,,
547397338,,living_street,,,False,True,48.996,"LINESTRING (9.1482941 49.8410333, 9.1484685 49.8413466, 9.1486311 49.8413218)",,,,,
25756743,Kaisergasse,living_street,,,False,False,61.545,"LINESTRING (9.1478966 49.8411753, 9.1476992 49.8412297, 9.1471074 49.8413928)",,,,,
25756743,Kaisergasse,living_street,,,False,True,32.586,"LINESTRING (9.1478966 49.8411753, 9.1479325 49.8411625, 9.1482941 49.8410333)",,,,,
25756745,Ebbelwoigässje,living_street,,,False,True,43.31699999999999,"LINESTRING (9.1478966 49.8411753, 9.1478305 49.8410845, 9.1476398 49.8408227)",,,,,
24798641,Römerstraße,residential,20,,True,False,94.952,"LINESTRING (9.1471074 49.8413928, 9.1472221 49.8415614, 9.1472315 49.8415752, 9.1473564 49.8417318, 9.1474198 49.8417966, 9.1474645 49.8418423, 9.1476131 49.841983, 9.147731 49.8420946, 9.147739 49.842137)",,,,,
25756743,Kaisergasse,living_street,,,False,True,61.545,"LINESTRING (9.1471074 49.8413928, 9.1476992 49.8412297, 9.1478966 49.8411753)",,,,,
24223508,Badgasse,living_street,,,False,False,19.723,"LINESTRING (9.1485377 49.8405108, 9.1482935 49.8405924)",,,,,
154591967,Untere Wallstraße,living_street,,,False,False,44.269,"LINESTRING (9.1485377 49.8405108, 9.1487141 49.8407633, 9.1487375 49.8407989, 9.1487873 49.8408749)",,,,,
154591967,Untere Wallstraße,living_street,,,False,True,72.35300000000001,"LINESTRING (9.1485377 49.8405108, 9.1485279 49.8404981, 9.1483714 49.840277, 9.1482935 49.8401439, 9.1482129 49.8400281, 9.148123 49.8399182)",,,,,
24626819,Obere Gasse,living_street,,,False,False,11.342,"LINESTRING (9.1472156 49.8401496, 9.1473625 49.8401118)",,,,,
24626819,Obere Gasse,living_street,,,False,True,89.15,"LINESTRING (9.1472156 49.8401496, 9.1469192 49.8402449, 9.1468745 49.8402593, 9.1467267 49.8403032, 9.1463457 49.8404586, 9.1461885 49.8405827)",,,,,
25756746,Winkelhof,living_street,,,False,False,29.996,"LINESTRING (9.1472156 49.8401496, 9.1473212 49.8402764, 9.1474148 49.8403868)",,,yes,,
25756744,Winkelhof,living_street,,,False,False,56.69,"LINESTRING (9.1474148 49.8403868, 9.1473873 49.8403966, 9.1473793 49.8404206, 9.1473293 49.8404931, 9.1476398 49.8408227)",,,yes,,
