osmid,lanes,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,ref,width,access
"[25521506, 723976592, 167427409, 167427411, 896596756, 896596757]",2,Friedrichstraße,residential,"['50', '20']",False,False,58.821999999999996,yes,"LINESTRING (7.813748 48.2566024, 7.8137388 48.2565682, 7.8137331 48.256547, 7.8137327 48.2565454, 7.813728 48.2565279, 7.8136976 48.2564431, 7.8136799 48.2564071, 7.8136662 48.2563632, 7.8136195 48.2562065, 7.8135674 48.2560878)",,,
238831927,,Otto-Stoelcker-Straße,secondary,50,False,False,141.678,,"LINESTRING (7.813748 48.2566024, 7.8141158 48.2565103, 7.8142077 48.2564822, 7.8142878 48.2564513, 7.8143419 48.2564304, 7.8145391 48.2563514, 7.8147883 48.2562389, 7.8151321 48.2560776, 7.8153949 48.2559648)",L 103,,
"[743399138, 477731499, 1033323932]",2,"['J.-B.-von-Weiß-Straße', 'Johann-Baptist-von-Weiß-Straße']",tertiary,50,False,False,76.976,,"LINESTRING (7.813748 48.2566024, 7.8137567 48.2566581, 7.8138074 48.2569567, 7.8138334 48.2571246, 7.8138581 48.2572496, 7.8138622 48.2572904)",K 5346,,
"[30694369, 912853149]",2,Rheinstraße,secondary,50,False,True,174.97400000000002,,"LINESTRING (7.813748 48.2566024, 7.8135086 48.2566938, 7.8133209 48.2567863, 7.8130451 48.2569489, 7.8129255 48.2570268, 7.8129044 48.2570428, 7.8125198 48.2573332, 7.8124738 48.2573719, 7.8123341 48.2574742, 7.8121969 48.2575763, 7.8121426 48.2576145, 7.8120378 48.2576745)",L 103,,
25406059,,Bienlestraße,tertiary,30,False,False,94.23500000000001,,"LINESTRING (7.809745 48.2543929, 7.8097854 48.2544298, 7.81006 48.2549257, 7.810202 48.2551821)",K 5348,,
25521504,,Thomasstraße,residential,20,False,False,46.936,,"LINESTRING (7.809745 48.2543929, 7.8097985 48.2543895, 7.8098787 48.2543843, 7.809934 48.2543807, 7.8099926 48.2543818, 7.8101838 48.2543852, 7.8103779 48.2543887)",,,
156628295,,Freiburger Straße,tertiary,30,False,True,88.73100000000001,,"LINESTRING (7.809745 48.2543929, 7.8096692 48.254397, 7.8088437 48.2545423, 7.808637 48.2545917, 7.8085909 48.2546027)",,,
"[30694369, 912853149]",2,Rheinstraße,secondary,50,False,False,174.97400000000002,,"LINESTRING (7.8120378 48.2576745, 7.8121426 48.2576145, 7.8121969 48.2575763, 7.8123341 48.2574742, 7.8124738 48.2573719, 7.8125198 48.2573332, 7.8129044 48.2570428, 7.8129255 48.2570268, 7.8130451 48.2569489, 7.8133209 48.2567863, 7.8135086 48.2566938, 7.813748 48.2566024)",L 103,,
31867530,,Bahnhofstraße,residential,30,False,True,170.07299999999998,,"LINESTRING (7.8120378 48.2576745, 7.8122938 48.2579282, 7.8124589 48.257856, 7.8125067 48.2578352, 7.8127044 48.2577494, 7.8127766 48.2577181, 7.8134918 48.257433, 7.8138622 48.2572904)",,,
"[193152848, 238831696, 188736421]",,Bienlestraße,tertiary,30,False,True,72.214,yes,"LINESTRING (7.8120378 48.2576745, 7.8120008 48.2576459, 7.8119246 48.2575815, 7.8115363 48.2571949, 7.8114816 48.2571415)",K 5348,,
