osmid,lanes,highway,maxspeed,width,junction,oneway,reversed,length,geometry,ref,name,bridge
4066398,1,secondary,50,5,roundabout,True,False,25.464000000000002,"LINESTRING (9.1427072 53.1082964, 9.1427367 53.1082838, 9.1427696 53.1082749, 9.1428044 53.1082701, 9.14284 53.1082694, 9.1428754 53.1082728, 9.142909 53.1082803, 9.1429403 53.1082919, 9.1429672 53.1083069, 9.142993 53.10833, 9.1430085 53.1083562)",,,
"[34168864, 34168865, 572483904]",2,secondary,50,,,False,True,270.163,"LINESTRING (9.1427072 53.1082964, 9.142612 53.1082271, 9.1421364 53.1079185, 9.1419259 53.1077819, 9.1416493 53.1075956, 9.141324 53.1073766, 9.1410259 53.1071777, 9.1409299 53.1071113, 9.1406622 53.1069665, 9.1403606 53.1068262, 9.1400092 53.1067117, 9.1397815 53.1066513)",L 168,Große Straße,yes
"[572483904, 34168865, 34168864]",2,secondary,50,,,False,False,270.163,"LINESTRING (9.1397815 53.1066513, 9.1400092 53.1067117, 9.1403606 53.1068262, 9.1406622 53.1069665, 9.1409299 53.1071113, 9.1410259 53.1071777, 9.141324 53.1073766, 9.1416493 53.1075956, 9.1419259 53.1077819, 9.1421364 53.1079185, 9.142612 53.1082271, 9.1427072 53.1082964)",L 168,Große Straße,yes
4066398,1,secondary,50,5,roundabout,True,False,24.17,"LINESTRING (9.1430085 53.1083562, 9.1430126 53.1083845, 9.1430069 53.1084075, 9.1429933 53.1084292, 9.1429647 53.1084543, 9.1429155 53.1084773, 9.1428719 53.1084873, 9.1428247 53.1084904, 9.1427946 53.1084886)",,,
5321842,2,secondary,50,,,False,False,74.425,"LINESTRING (9.1430085 53.1083562, 9.1431393 53.1083428, 9.1434062 53.1083148, 9.1434865 53.1083064, 9.1435996 53.1082992, 9.1440664 53.1082824, 9.1441148 53.1082811)",L 168,Große Straße,
6397532,2,secondary,50,,,False,False,92.642,"LINESTRING (9.1430656 53.1092767, 9.1431634 53.1095009, 9.1431801 53.1095393, 9.1432226 53.1097424, 9.143205 53.1099305, 9.1431799 53.1100122, 9.1431435 53.1100949)",L 132,Grüne Straße,
6397532,2,secondary,50,,,False,True,40.260999999999996,"LINESTRING (9.1430656 53.1092767, 9.1429706 53.1090707, 9.1428944 53.1089296)",L 132,Grüne Straße,
"[26229894, 1155359231]",,residential,,,,False,"[False, True]",153.88299999999998,"LINESTRING (9.1430656 53.1092767, 9.143137 53.1092722, 9.1437431 53.1092535, 9.1438996 53.1092246, 9.1445582 53.1090656, 9.1446329 53.1090389, 9.1446901 53.1090217, 9.1452922 53.1090156)",,Vogteigarten,
28226943,,residential,30,,,False,True,151.448,"LINESTRING (9.1402426 53.115104, 9.1401589 53.1148836, 9.1398401 53.1146349, 9.139506 53.1144187, 9.1387873 53.1141155)",,Seering,
31278217,,residential,,,,False,True,71.477,"LINESTRING (9.1402426 53.115104, 9.1412221 53.1150831, 9.1413129 53.1150812)",,Am Schäfermoor,
28226943,,residential,30,,,False,False,151.448,"LINESTRING (9.1387873 53.1141155, 9.139506 53.1144187, 9.1398401 53.1146349, 9.1401589 53.1148836, 9.1402426 53.115104)",,Seering,
89887368,,residential,,,,False,False,136.186,"LINESTRING (9.1387873 53.1141155, 9.1382881 53.1137871, 9.1381428 53.1135688, 9.1380513 53.1133422, 9.1379637 53.1130347)",,Zum Dunzelbach,
89887370,,residential,,,,False,False,151.012,"LINESTRING (9.1387873 53.1141155, 9.1392398 53.1139216, 9.1393067 53.1138708, 9.1394876 53.1137337, 9.1397039 53.1134111, 9.139815 53.1131546, 9.1397866 53.1129835)",,Zum Dunzelbach,
5321842,2,secondary,50,,,False,True,136.604,"LINESTRING (9.148523 53.1081656, 9.1474823 53.1081929, 9.1473278 53.1081969, 9.147091 53.1082031, 9.1469816 53.108206, 9.1464785 53.1082192)",L 168,Große Straße,
185782639,,residential,,,,False,True,53.563,"LINESTRING (9.148523 53.1081656, 9.1485068 53.1082014, 9.1483123 53.1086304)",,,
31278224,,residential,,,,False,False,212.653,"LINESTRING (9.1413129 53.1150812, 9.144499 53.115101)",,Grellenbrook,
31278217,,residential,,,,False,False,71.477,"LINESTRING (9.1413129 53.1150812, 9.1412221 53.1150831, 9.1402426 53.115104)",,Am Schäfermoor,
231524830,2,secondary,50,,,False,True,252.18300000000002,"LINESTRING (9.1413129 53.1150812, 9.1412937 53.1146949, 9.1412872 53.1145635, 9.1412318 53.1140679, 9.1412185 53.1138899, 9.141183 53.1133978, 9.1411553 53.1131134, 9.1411477 53.1130299, 9.141125 53.1128163)",L 132,Am Damm,
"[6397532, 544706501]",2,secondary,50,,,False,False,120.303,"LINESTRING (9.1431435 53.1100949, 9.1430753 53.1102035, 9.1429515 53.1103332, 9.1424234 53.110675, 9.1422902 53.1107559, 9.1420058 53.1109195)",L 132,Grüne Straße,
6397532,2,secondary,50,,,False,True,92.642,"LINESTRING (9.1431435 53.1100949, 9.1431799 53.1100122, 9.143205 53.1099305, 9.1432226 53.1097424, 9.1431801 53.1095393, 9.1431634 53.1095009, 9.1430656 53.1092767)",L 132,Grüne Straße,
"[993871304, 993871305, 549609314]",,residential,30,3,,False,False,301.534,"LINESTRING (9.1431435 53.1100949, 9.1432568 53.1101248, 9.143351 53.1101517, 9.1434223 53.1101655, 9.1434939 53.1101698, 9.1436024 53.1101646, 9.1436605 53.1101547, 9.1438211 53.1101192, 9.1439317 53.1100928, 9.143994 53.1100778, 9.1440298 53.1100693, 9.1443432 53.1099942, 9.1444218 53.1099757, 9.1445099 53.1099544, 9.1446228 53.1099274, 9.1447744 53.1098911, 9.1449273 53.1098545, 9.1450999 53.1098132, 9.1452781 53.1097692, 9.1453789 53.1097375, 9.1454182 53.109724, 9.1454419 53.1097159, 9.1455308 53.1096674, 9.1457078 53.1095478, 9.1459268 53.1093992, 9.1461109 53.1092724, 9.1461274 53.109261, 9.1463278 53.109123, 9.1465113 53.1090142, 9.1466735 53.108944, 9.1468989 53.1088649)",,Alter Weg,
5321842,2,secondary,50,,,False,False,136.60399999999998,"LINESTRING (9.1464785 53.1082192, 9.1469816 53.108206, 9.147091 53.1082031, 9.1473278 53.1081969, 9.1474823 53.1081929, 9.148523 53.1081656)",L 168,Große Straße,
5321842,2,secondary,50,,,False,True,157.93,"LINESTRING (9.1464785 53.1082192, 9.1450626 53.1082573, 9.1441148 53.1082811)",L 168,Große Straße,
35913556,,residential,30,,,False,True,254.83700000000002,"LINESTRING (9.1464785 53.1082192, 9.1462113 53.1075756, 9.1459902 53.1075774, 9.1456602 53.107524, 9.1454113 53.1075034, 9.1452284 53.1075427, 9.1445003 53.1078514, 9.1441148 53.1082811)",,Pottmoor,
185782641,,residential,,,,False,True,77.279,"LINESTRING (9.1464785 53.1082192, 9.1465018 53.108255, 9.1465461 53.1083579, 9.1466814 53.1085908, 9.1468989 53.1088649)",,,
35913553,,residential,30,,,False,False,209.17,"LINESTRING (9.1420056 53.1093543, 9.1404571 53.1105288, 9.1403986 53.110593, 9.1403587 53.1106753, 9.1403386 53.11077, 9.1403391 53.110843, 9.1403551 53.1108981)",,Am Vie,
35913553,,residential,30,,,False,True,77.993,"LINESTRING (9.1420056 53.1093543, 9.1425075 53.1090175, 9.1427389 53.1089523, 9.1428944 53.1089296)",,Am Vie,
35913555,,residential,30,,,False,False,154.581,"LINESTRING (9.1420056 53.1093543, 9.1408125 53.1088137, 9.140218 53.1084738)",,Badeweg,
4766419,2,secondary,50,,,False,True,36.665,"LINESTRING (9.1404802 53.111217, 9.1409232 53.1111987, 9.1410283 53.1112023)",L 154,Lange Straße,
"[761236256, 35913553]",,residential,30,,,False,True,36.43,"LINESTRING (9.1404802 53.111217, 9.1404586 53.1111618, 9.1403983 53.1110082, 9.1403551 53.1108981)",,Am Vie,
35913555,,residential,30,,,False,True,154.581,"LINESTRING (9.140218 53.1084738, 9.1408125 53.1088137, 9.1420056 53.1093543)",,Badeweg,
5321842,2,secondary,50,,,False,False,157.93,"LINESTRING (9.1441148 53.1082811, 9.1450626 53.1082573, 9.1464785 53.1082192)",L 168,Große Straße,
