osmid,lanes,highway,maxspeed,width,junction,oneway,reversed,length,geometry,ref,name,bridge
35913556,,residential,30,,,False,False,254.837,"LINESTRING (9.1441148 53.1082811, 9.1445003 53.1078514, 9.1452284 53.1075427, 9.1454113 53.1075034, 9.1456602 53.107524, 9.1459902 53.1075774, 9.1462113 53.1075756, 9.1464785 53.1082192)",,Pottmoor,
5321842,2,secondary,50,,,False,True,74.425,"LINESTRING (9.1441148 53.1082811, 9.1440664 53.1082824, 9.1435996 53.1082992, 9.1434865 53.1083064, 9.1434062 53.1083148, 9.1431393 53.1083428, 9.1430085 53.1083562)",L 168,Große Straße,
37293296,,residential,,,,False,True,50.385999999999996,"LINESTRING (9.1396178 53.1109953, 9.1398161 53.1109696, 9.1403551 53.1108981)",,Am Brink,
37294063,,residential,,,,False,False,117.761,"LINESTRING (9.1450751 53.1128607, 9.1441813 53.1119476)",,Postweg,
37294063,,residential,,,,False,True,166.039,"LINESTRING (9.1427625 53.1107275, 9.1428536 53.1108164, 9.1430081 53.1109194, 9.1430429 53.1109648, 9.1433831 53.1112961, 9.1438273 53.1116063, 9.1441813 53.1119476)",,Postweg,
37294063,,residential,,,,False,True,117.761,"LINESTRING (9.1441813 53.1119476, 9.1450751 53.1128607)",,Postweg,
37294063,,residential,,,,False,False,166.039,"LINESTRING (9.1441813 53.1119476, 9.1438273 53.1116063, 9.1433831 53.1112961, 9.1430429 53.1109648, 9.1430081 53.1109194, 9.1428536 53.1108164, 9.1427625 53.1107275)",,Postweg,
689689779,2,residential,50,,,False,False,229.51700000000002,"LINESTRING (9.1441813 53.1119476, 9.143453 53.112183, 9.1429322 53.1123465, 9.1427446 53.1124115, 9.1426508 53.1124456, 9.142192 53.1126601, 9.1418742 53.1127544, 9.1415829 53.1128049, 9.1413256 53.1128119, 9.1411785 53.1128151, 9.141125 53.1128163)",,Am Kindergarten,
231524830,2,secondary,50,,,False,False,252.18299999999996,"LINESTRING (9.141125 53.1128163, 9.1411477 53.1130299, 9.1411553 53.1131134, 9.141183 53.1133978, 9.1412185 53.1138899, 9.1412318 53.1140679, 9.1412872 53.1145635, 9.1412937 53.1146949, 9.1413129 53.1150812)",L 132,Am Damm,
"[24951224, 231524830]",2,secondary,50,,,False,"[False, True]",179.62100000000004,"LINESTRING (9.141125 53.1128163, 9.1410926 53.112433, 9.1410906 53.1124089, 9.1410629 53.1120816, 9.141049 53.1118632, 9.1410346 53.11149, 9.1410357 53.1113455, 9.1410359 53.1112667, 9.1410283 53.1112023)",L 132,Am Damm,
689689779,2,residential,50,,,False,True,229.51700000000002,"LINESTRING (9.141125 53.1128163, 9.1411785 53.1128151, 9.1413256 53.1128119, 9.1415829 53.1128049, 9.1418742 53.1127544, 9.142192 53.1126601, 9.1426508 53.1124456, 9.1427446 53.1124115, 9.1429322 53.1123465, 9.143453 53.112183, 9.1441813 53.1119476)",,Am Kindergarten,
31278224,,residential,,,,False,True,212.653,"LINESTRING (9.144499 53.115101, 9.1413129 53.1150812)",,Grellenbrook,
38088850,,residential,,,,False,True,23.447,"LINESTRING (9.144499 53.115101, 9.1445709 53.1153074)",,Heinrich-Siegel-Straße,
38088850,,residential,,,,False,False,147.37,"LINESTRING (9.144499 53.115101, 9.1442056 53.1145707, 9.1437297 53.1139113, 9.1436976 53.1138674)",,Heinrich-Siegel-Straße,
38088850,,residential,,,,False,False,23.447,"LINESTRING (9.1445709 53.1153074, 9.144499 53.115101)",,Heinrich-Siegel-Straße,
38088850,,residential,,,,False,True,56.042,"LINESTRING (9.1434183 53.1133921, 9.1436976 53.1138674)",,Heinrich-Siegel-Straße,
544706501,2,secondary,50,,,False,False,72.80000000000001,"LINESTRING (9.1420058 53.1109195, 9.1417176 53.1110334, 9.1415771 53.1110764, 9.1414062 53.1111148, 9.1413895 53.1111179, 9.1412267 53.1111564, 9.141124 53.1111761, 9.1410283 53.1112023)",L 132,Grüne Straße,
"[6397532, 544706501]",2,secondary,50,,,False,True,120.303,"LINESTRING (9.1420058 53.1109195, 9.1422902 53.1107559, 9.1424234 53.110675, 9.1429515 53.1103332, 9.1430753 53.1102035, 9.1431435 53.1100949)",L 132,Grüne Straße,
689659984,,residential,50,,,False,False,57.919,"LINESTRING (9.1420058 53.1109195, 9.1420357 53.1109461, 9.1423261 53.1112047, 9.1424816 53.111355)",,Grüne Straße,
89887358,,residential,,,,False,True,208.684,"LINESTRING (9.1362446 53.1140608, 9.1360806 53.1138153, 9.1360294 53.1135675, 9.1361482 53.1133904, 9.1364261 53.1132508, 9.1368367 53.1131548, 9.1372672 53.1130855, 9.137635 53.1130444, 9.1379637 53.1130347)",,Hinter den Höfen,
89887368,,residential,,,,False,True,29.694,"LINESTRING (9.138045 53.1127779, 9.1379723 53.1128665, 9.1379637 53.1130347)",,Zum Dunzelbach,
89887358,,residential,,,,False,False,208.68399999999997,"LINESTRING (9.1379637 53.1130347, 9.137635 53.1130444, 9.1372672 53.1130855, 9.1368367 53.1131548, 9.1364261 53.1132508, 9.1361482 53.1133904, 9.1360294 53.1135675, 9.1360806 53.1138153, 9.1362446 53.1140608)",,Hinter den Höfen,
89887368,,residential,,,,False,False,29.694,"LINESTRING (9.1379637 53.1130347, 9.1379723 53.1128665, 9.138045 53.1127779)",,Zum Dunzelbach,
89887368,,residential,,,,False,True,136.18599999999998,"LINESTRING (9.1379637 53.1130347, 9.1380513 53.1133422, 9.1381428 53.1135688, 9.1382881 53.1137871, 9.1387873 53.1141155)",,Zum Dunzelbach,
89887370,,residential,,,,False,True,151.012,"LINESTRING (9.1397866 53.1129835, 9.139815 53.1131546, 9.1397039 53.1134111, 9.1394876 53.1137337, 9.1393067 53.1138708, 9.1392398 53.1139216, 9.1387873 53.1141155)",,Zum Dunzelbach,
35380785,,residential,30,3,,False,True,98.779,"LINESTRING (9.1483123 53.1086304, 9.1476772 53.1086784, 9.1473304 53.1087444, 9.1468989 53.1088649)",,Alter Weg,
185782639,,residential,,,,False,False,53.563,"LINESTRING (9.1483123 53.1086304, 9.1485068 53.1082014, 9.148523 53.1081656)",,,
35380785,,residential,30,3,,False,False,98.779,"LINESTRING (9.1468989 53.1088649, 9.1473304 53.1087444, 9.1476772 53.1086784, 9.1483123 53.1086304)",,Alter Weg,
185782641,,residential,,,,False,False,77.279,"LINESTRING (9.1468989 53.1088649, 9.1466814 53.1085908, 9.1465461 53.1083579, 9.1465018 53.108255, 9.1464785 53.1082192)",,,
"[993871304, 993871305, 549609314]",,residential,30,3,,False,True,301.534,"LINESTRING (9.1468989 53.1088649, 9.1466735 53.108944, 9.1465113 53.1090142, 9.1463278 53.109123, 9.1461274 53.109261, 9.1461109 53.1092724, 9.1459268 53.1093992, 9.1457078 53.1095478, 9.1455308 53.1096674, 9.1454419 53.1097159, 9.1454182 53.109724, 9.1453789 53.1097375, 9.1452781 53.1097692, 9.1450999 53.1098132, 9.1449273 53.1098545, 9.1447744 53.1098911, 9.1446228 53.1099274, 9.1445099 53.1099544, 9.1444218 53.1099757, 9.1443432 53.1099942, 9.1440298 53.1100693, 9.143994 53.1100778, 9.1439317 53.1100928, 9.1438211 53.1101192, 9.1436605 53.1101547, 9.1436024 53.1101646, 9.1434939 53.1101698, 9.1434223 53.1101655, 9.143351 53.1101517, 9.1432568 53.1101248, 9.1431435 53.1100949)",,Alter Weg,
689659984,,residential,50,,,False,True,57.919,"LINESTRING (9.1424816 53.111355, 9.1423261 53.1112047, 9.1420357 53.1109461, 9.1420058 53.1109195)",,Grüne Straße,
38088850,,residential,,,,False,False,56.042,"LINESTRING (9.1436976 53.1138674, 9.1434183 53.1133921)",,Heinrich-Siegel-Straße,
38088850,,residential,,,,False,True,147.37,"LINESTRING (9.1436976 53.1138674, 9.1437297 53.1139113, 9.1442056 53.1145707, 9.144499 53.115101)",,Heinrich-Siegel-Straße,
689658644,,living_street,30,,,False,False,107.61699999999999,"LINESTRING (9.1436976 53.1138674, 9.1432951 53.1139503, 9.1427881 53.1140131, 9.1426069 53.1140116, 9.1424477 53.1140117, 9.1421189 53.1140119)",,Heinrich-Siegel-Straße,
689658644,,living_street,30,,,False,True,107.617,"LINESTRING (9.1421189 53.1140119, 9.1424477 53.1140117, 9.1426069 53.1140116, 9.1427881 53.1140131, 9.1432951 53.1139503, 9.1436976 53.1138674)",,Heinrich-Siegel-Straße,
"[26229894, 1155359231]",,residential,,,,False,"[False, True]",153.88299999999998,"LINESTRING (9.1452922 53.1090156, 9.1446901 53.1090217, 9.1446329 53.1090389, 9.1445582 53.1090656, 9.1438996 53.1092246, 9.1437431 53.1092535, 9.143137 53.1092722, 9.1430656 53.1092767)",,Vogteigarten,
6397532,2,secondary,50,,,False,False,50.007000000000005,"LINESTRING (9.1427946 53.1084886, 9.1427811 53.1085529, 9.1427882 53.1086839, 9.1428172 53.1087567, 9.1428944 53.1089296)",L 132,Grüne Straße,
312337724,1,secondary,50,5,roundabout,True,False,27.476,"LINESTRING (9.1427946 53.1084886, 9.142754 53.108481, 9.1427215 53.1084699, 9.1426935 53.1084551, 9.1426695 53.1084358, 9.142653 53.1084137, 9.1426441 53.1083809, 9.1426526 53.1083465, 9.1426746 53.1083189, 9.1427072 53.1082964)",,,
6397532,2,secondary,50,,,False,False,40.260999999999996,"LINESTRING (9.1428944 53.1089296, 9.1429706 53.1090707, 9.1430656 53.1092767)",L 132,Grüne Straße,
6397532,2,secondary,50,,,False,True,50.007000000000005,"LINESTRING (9.1428944 53.1089296, 9.1428172 53.1087567, 9.1427882 53.1086839, 9.1427811 53.1085529, 9.1427946 53.1084886)",L 132,Grüne Straße,
35913553,,residential,30,,,False,False,77.993,"LINESTRING (9.1428944 53.1089296, 9.1427389 53.1089523, 9.1425075 53.1090175, 9.1420056 53.1093543)",,Am Vie,
4766419,2,secondary,50,,,False,False,36.665,"LINESTRING (9.1410283 53.1112023, 9.1409232 53.1111987, 9.1404802 53.111217)",L 154,Lange Straße,
"[24951224, 231524830]",2,secondary,50,,,False,"[False, True]",179.62099999999998,"LINESTRING (9.1410283 53.1112023, 9.1410359 53.1112667, 9.1410357 53.1113455, 9.1410346 53.11149, 9.141049 53.1118632, 9.1410629 53.1120816, 9.1410906 53.1124089, 9.1410926 53.112433, 9.141125 53.1128163)",L 132,Am Damm,
544706501,2,secondary,50,,,False,True,72.80000000000001,"LINESTRING (9.1410283 53.1112023, 9.141124 53.1111761, 9.1412267 53.1111564, 9.1413895 53.1111179, 9.1414062 53.1111148, 9.1415771 53.1110764, 9.1417176 53.1110334, 9.1420058 53.1109195)",L 132,Grüne Straße,
"[761236256, 35913553]",,residential,30,,,False,False,36.43,"LINESTRING (9.1403551 53.1108981, 9.1403983 53.1110082, 9.1404586 53.1111618, 9.1404802 53.111217)",,Am Vie,
35913553,,residential,30,,,False,True,209.17,"LINESTRING (9.1403551 53.1108981, 9.1403391 53.110843, 9.1403386 53.11077, 9.1403587 53.1106753, 9.1403986 53.110593, 9.1404571 53.1105288, 9.1420056 53.1093543)",,Am Vie,
37293296,,residential,,,,False,False,50.385999999999996,"LINESTRING (9.1403551 53.1108981, 9.1398161 53.1109696, 9.1396178 53.1109953)",,Am Brink,
