osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,width,tunnel
29312766,Mühlendamm,tertiary,50,False,True,83.822,"LINESTRING (7.2414121 52.7931543, 7.2417485 52.7931557, 7.2420853 52.7931368, 7.2423733 52.7931097, 7.2426382 52.7930539)",,,,
274265071,Nordstraße,residential,50,False,True,33.196,"LINESTRING (7.2414121 52.7931543, 7.2413909 52.7931982, 7.2412821 52.7934423)",,,,
286706087,Nordring,tertiary,50,False,True,77.152,"LINESTRING (7.2414121 52.7931543, 7.2406903 52.7931389, 7.2405676 52.7931315, 7.2402676 52.7931112)",,,,
26609178,Kirchstraße,residential,30,False,False,30.46,"LINESTRING (7.2417251 52.7902354, 7.2415116 52.7899938)",,,,
26609186,Emsstraße,residential,30,False,False,145.929,"LINESTRING (7.2417251 52.7902354, 7.2417691 52.7902411, 7.2420007 52.790197, 7.242247 52.7901327, 7.2423789 52.7901167, 7.243857 52.7900771)",,,,
26609183,Mittelstraße,tertiary,50,False,True,102.22200000000001,"LINESTRING (7.2426382 52.7930539, 7.2427386 52.7929727, 7.2427801 52.7928844, 7.2431162 52.7921873)",,,,
29312766,Mühlendamm,tertiary,50,False,False,83.822,"LINESTRING (7.2426382 52.7930539, 7.2423733 52.7931097, 7.2420853 52.7931368, 7.2417485 52.7931557, 7.2414121 52.7931543)",,,,
"[30895048, 1185058524]",Mühlendamm,residential,30,False,False,21.299999999999997,"LINESTRING (7.2426382 52.7930539, 7.2427317 52.7930688, 7.2427985 52.7930762, 7.2429503 52.7930827)",,,,
32976415,Werftstraße,residential,30,False,False,75.508,"LINESTRING (7.243857 52.7900771, 7.2438116 52.7893986)",,,,
"[26609186, 1041692141]",Emsstraße,residential,30,False,False,24.259,"LINESTRING (7.243857 52.7900771, 7.2439637 52.7900971, 7.2440472 52.7901227, 7.2440859 52.7901399, 7.24417 52.7901803)",,,,
26609186,Emsstraße,residential,30,False,True,145.929,"LINESTRING (7.243857 52.7900771, 7.2423789 52.7901167, 7.242247 52.7901327, 7.2420007 52.790197, 7.2417691 52.7902411, 7.2417251 52.7902354)",,,,
"[9892752, 290164837, 290164838]",Wesuweer Straße,secondary,50,False,False,57.022,"LINESTRING (7.2337904 52.7910288, 7.2336774 52.7910237, 7.2331851 52.7909998, 7.2329451 52.7909879)",L 48,movable,,
29312476,Lange Straße,tertiary,50,False,False,68.831,"LINESTRING (7.2337904 52.7910288, 7.2338913 52.7910301, 7.2345345 52.7910156, 7.2346868 52.7910244, 7.2348075 52.7910464)",,,,
26609181,Bischof-Demann-Straße,residential,30,False,False,114.87,"LINESTRING (7.2387538 52.7897648, 7.2383299 52.789567, 7.2381781 52.7894961, 7.2381136 52.7894722, 7.2380287 52.7894683, 7.2379603 52.7894816, 7.2378926 52.7895062, 7.2378153 52.7895727, 7.2377106 52.7896925, 7.2376864 52.7897201, 7.2375353 52.7898475)",,,,
26609181,Bischof-Demann-Straße,residential,30,False,True,153.289,"LINESTRING (7.2387538 52.7897648, 7.2396889 52.7902024, 7.2398189 52.7902602, 7.2399311 52.7903031, 7.2400622 52.7903447, 7.240211 52.7903905, 7.2406709 52.7904894)",,,,
26609191,Lange Straße,residential,30,False,False,146.24499999999998,"LINESTRING (7.2353659 52.7906755, 7.2354875 52.790587, 7.235718 52.7904705, 7.2360254 52.7903704, 7.236497 52.7902444, 7.2369638 52.7901634, 7.2370042 52.7901572, 7.2371588 52.7901332, 7.2372077 52.7901166, 7.2372595 52.7900826)",,,,
26609191,Lange Straße,residential,30,False,True,56.287,"LINESTRING (7.2353659 52.7906755, 7.2352173 52.7907744, 7.2351808 52.7907988, 7.2350059 52.7909008, 7.2349204 52.7909409, 7.2348781 52.7909639, 7.2348075 52.7910464)",,,,
30673273,Marktwinkel,residential,30,False,False,204.52000000000004,"LINESTRING (7.2353659 52.7906755, 7.2357856 52.7910106, 7.2358438 52.7910217, 7.2359491 52.7910106, 7.2360812 52.7909606, 7.2363728 52.7908544, 7.236612 52.7907892, 7.2367234 52.7907639, 7.2368461 52.790746, 7.2369493 52.7907435, 7.2370646 52.7907544, 7.237208 52.7907933, 7.2372974 52.7908176, 7.2375711 52.7908975, 7.2377574 52.7909518, 7.2379274 52.7910014)",,,,
26609170,Papenwiese,tertiary,50,False,False,61.127,"LINESTRING (7.2348075 52.7910464, 7.2348428 52.7910571, 7.2349266 52.7910903, 7.2350276 52.7911807, 7.2350674 52.7912534, 7.2350829 52.7913439, 7.235086 52.7915325)",,,,
26609191,Lange Straße,residential,30,False,False,56.287,"LINESTRING (7.2348075 52.7910464, 7.2348781 52.7909639, 7.2349204 52.7909409, 7.2350059 52.7909008, 7.2351808 52.7907988, 7.2352173 52.7907744, 7.2353659 52.7906755)",,,,
29312476,Lange Straße,tertiary,50,False,True,68.831,"LINESTRING (7.2348075 52.7910464, 7.2346868 52.7910244, 7.2345345 52.7910156, 7.2338913 52.7910301, 7.2337904 52.7910288)",,,,
26609183,Mittelstraße,tertiary,50,False,False,224.389,"LINESTRING (7.24417 52.7901803, 7.2441025 52.7902488, 7.2440577 52.7903291, 7.2440138 52.7904628, 7.2439966 52.7905263, 7.2439048 52.7907628, 7.2438143 52.7909176, 7.2437385 52.7910593, 7.2434664 52.7915475, 7.2433308 52.7917794, 7.2431639 52.7920995)",,,,
114654608,Emsstraße,tertiary,50,False,False,180.31,"LINESTRING (7.24417 52.7901803, 7.2442424 52.7901386, 7.2443471 52.7900936, 7.2444872 52.7900687, 7.2447404 52.7900499, 7.2454291 52.7900451, 7.2467918 52.790024)",,,,
"[26609186, 1041692141]",Emsstraße,residential,30,False,True,24.259,"LINESTRING (7.24417 52.7901803, 7.2440859 52.7901399, 7.2440472 52.7901227, 7.2439637 52.7900971, 7.243857 52.7900771)",,,,
"[29312412, 103957173]",Hafenstraße,residential,30,False,False,288.278,"LINESTRING (7.2467918 52.790024, 7.2467888 52.7900543, 7.2469343 52.7908667, 7.2471275 52.792302, 7.247159 52.7926064)",,,,
114654608,Emsstraße,tertiary,50,False,True,180.31,"LINESTRING (7.2467918 52.790024, 7.2454291 52.7900451, 7.2447404 52.7900499, 7.2444872 52.7900687, 7.2443471 52.7900936, 7.2442424 52.7901386, 7.24417 52.7901803)",,,,
"[29312413, 100586830, 657553263]","['Kanalstraße', 'Schleusenstraße']",residential,30,False,True,328.66200000000003,"LINESTRING (7.2467918 52.790024, 7.2467917 52.7899875, 7.246807 52.7897079, 7.2468232 52.7895514, 7.2468421 52.7893604, 7.2468686 52.7891645, 7.2470241 52.7887299, 7.2470272 52.7886244, 7.2470154 52.7885881, 7.2469783 52.7885518, 7.2469127 52.788518, 7.2468533 52.7884984, 7.2467771 52.7884818, 7.2445993 52.7883574)",,,,
100586836,Hafenstraße,residential,,False,True,13.435,"LINESTRING (7.2473113 52.7937046, 7.2473023 52.7935839)",,,,
30899319,Inselmühle,residential,,False,True,103.17099999999999,"LINESTRING (7.2473113 52.7937046, 7.2472206 52.7938411, 7.2470844 52.7941938, 7.2469536 52.7946048)",,,,
"[29312763, 366626316, 272383015]","['Nordstraße', 'Martinusplatz']",living_street,,True,False,95.08500000000001,"LINESTRING (7.2418167 52.7910726, 7.2418481 52.7910535, 7.2418725 52.7909585, 7.2418678 52.7908798, 7.2417877 52.7905956, 7.2417168 52.7904032, 7.2417251 52.7902354)",,,3,
272383007,Nordstraße,living_street,,True,False,108.39099999999999,"LINESTRING (7.2421104 52.7920078, 7.2421344 52.7919718, 7.2421566 52.7918792, 7.2421538 52.7918204, 7.2421465 52.7917629, 7.2421185 52.7916951, 7.2420562 52.7916185, 7.2419682 52.7914826, 7.2418861 52.7913462, 7.2418271 52.7912218, 7.2418095 52.791154, 7.2418167 52.7910726)",,,,
272383011,Nordstraße,residential,30,True,False,136.12199999999999,"LINESTRING (7.2421104 52.7920078, 7.2415235 52.7929088, 7.2414212 52.7930944, 7.2414121 52.7931543)",,,,
289917760,Burggraben,residential,30,False,False,205.44899999999998,"LINESTRING (7.2421104 52.7920078, 7.2409126 52.7919209, 7.2402816 52.791911, 7.2402229 52.7919101, 7.2390657 52.79187)",,,,
"[289917760, 1185058522, 28271919]",Burggraben,residential,30,False,True,70.55600000000001,"LINESTRING (7.2421104 52.7920078, 7.2421611 52.7920215, 7.2426282 52.792106, 7.2426935 52.7921178, 7.2430493 52.7921752, 7.2431162 52.7921873)",,,,
26609170,Papenwiese,tertiary,50,False,False,43.449,"LINESTRING (7.235086 52.7915325, 7.2351199 52.7916601, 7.2351986 52.791735, 7.235264 52.7917798, 7.235391 52.7918627)",,,,
26609170,Papenwiese,tertiary,50,False,True,61.127,"LINESTRING (7.235086 52.7915325, 7.2350829 52.7913439, 7.2350674 52.7912534, 7.2350276 52.7911807, 7.2349266 52.7910903, 7.2348428 52.7910571, 7.2348075 52.7910464)",,,,
120341580,Sandkühlerstraße,residential,30,False,True,179.249,"LINESTRING (7.235086 52.7915325, 7.2355142 52.791495, 7.2358589 52.7914548, 7.2361916 52.7914324, 7.2364175 52.791439, 7.2366575 52.7914468, 7.237019 52.7914909, 7.2371703 52.7915214, 7.2373955 52.7915675, 7.2376593 52.7916713)",,,,
29313565,Deichstraße,residential,,False,False,120.263,"LINESTRING (7.2329451 52.7909879, 7.2331665 52.7908574, 7.2342679 52.7902602)",,,,
"[9892752, 290164837, 290164838]",Wesuweer Straße,secondary,50,False,True,57.022,"LINESTRING (7.2329451 52.7909879, 7.2331851 52.7909998, 7.2336774 52.7910237, 7.2337904 52.7910288)",L 48,movable,,
29312215,Am Sportzentrum,residential,,False,False,208.08100000000002,"LINESTRING (7.2327442 52.7860711, 7.2328559 52.7863913, 7.2329371 52.7865524, 7.2330463 52.7867212, 7.2330959 52.7869104, 7.2332046 52.7871867, 7.2333568 52.7874721, 7.2334033 52.7875095, 7.2334947 52.7875494, 7.2338426 52.7876754, 7.2338964 52.7877243)",,,,
29313565,Deichstraße,residential,,False,True,187.421,"LINESTRING (7.2361365 52.7890096, 7.2342679 52.7902602)",,,,
29312215,Am Sportzentrum,residential,,False,True,211.92800000000003,"LINESTRING (7.2361365 52.7890096, 7.2358648 52.7888081, 7.2357143 52.7886825, 7.2354853 52.7885171, 7.2349288 52.7881771, 7.2343836 52.7878667, 7.2342272 52.7877871, 7.2340947 52.7877364, 7.2339713 52.7877121, 7.2338964 52.7877243)",,,,
29313565,Deichstraße,residential,,False,False,363.55800000000005,"LINESTRING (7.2361365 52.7890096, 7.2365654 52.7887507, 7.2370406 52.7884742, 7.2372806 52.7883627, 7.237517 52.7882529, 7.2379441 52.7880861, 7.2384139 52.7879488, 7.238913 52.7878377, 7.2394763 52.78776, 7.2399653 52.787704, 7.2404955 52.7876633, 7.2408622 52.787643)",,,,
29313565,Deichstraße,residential,,False,False,241.995,"LINESTRING (7.2408622 52.787643, 7.2413148 52.7876337, 7.2421027 52.7876273, 7.2426089 52.7876324, 7.243783 52.7877469, 7.2439599 52.7877653, 7.2444348 52.7878176)",,,,
29313565,Deichstraße,residential,,False,True,363.55799999999994,"LINESTRING (7.2408622 52.787643, 7.2404955 52.7876633, 7.2399653 52.787704, 7.2394763 52.78776, 7.238913 52.7878377, 7.2384139 52.7879488, 7.2379441 52.7880861, 7.237517 52.7882529, 7.2372806 52.7883627, 7.2370406 52.7884742, 7.2365654 52.7887507, 7.2361365 52.7890096)",,,,
"[26609178, 32977026, 32977027]",Kirchstraße,residential,30,False,True,41.803,"LINESTRING (7.2408622 52.787643, 7.2408477 52.7878217, 7.2408403 52.7879332, 7.2408448 52.7880186)",,movable,,
29312345,Brüggendiek,unclassified,,False,False,83.55199999999999,"LINESTRING (7.2444348 52.7878176, 7.2445164 52.7875109, 7.2446397 52.7870765)",,,,
"[29312285, 29313565, 29312287]","['Püntkers Patt', 'Deichstraße']","['residential', 'unclassified']",,False,"[False, True]",302.062,"LINESTRING (7.2444348 52.7878176, 7.2472536 52.7881791, 7.2477117 52.7875191, 7.247479 52.7874626, 7.2473031 52.7874662)",,,,
29313565,Deichstraße,residential,,False,True,241.995,"LINESTRING (7.2444348 52.7878176, 7.2439599 52.7877653, 7.243783 52.7877469, 7.2426089 52.7876324, 7.2421027 52.7876273, 7.2413148 52.7876337, 7.2408622 52.787643)",,,,
"[29313565, 29312285, 29312287]","['Püntkers Patt', 'Deichstraße']","['unclassified', 'residential']",,False,"[False, True]",302.062,"LINESTRING (7.2473031 52.7874662, 7.247479 52.7874626, 7.2477117 52.7875191, 7.2472536 52.7881791, 7.2444348 52.7878176)",,,,
29312345,Brüggendiek,unclassified,,False,True,83.55199999999999,"LINESTRING (7.2446397 52.7870765, 7.2445164 52.7875109, 7.2444348 52.7878176)",,,,
29312411,Werftstraße,residential,30,False,True,64.19,"LINESTRING (7.2429255 52.7886607, 7.2421518 52.7889988)",,,,
32976415,Werftstraße,residential,30,False,True,20.055,"LINESTRING (7.2429255 52.7886607, 7.2431042 52.7888051)",,,,
"[100586830, 29312383]",Kanalstraße,residential,30,False,False,134.584,"LINESTRING (7.2429255 52.7886607, 7.2430601 52.7885231, 7.243186 52.7883632, 7.2432828 52.7883208, 7.2433725 52.788303, 7.2435423 52.7883066, 7.2445993 52.7883574)",,,,
32976415,Werftstraße,residential,30,False,False,90.657,"LINESTRING (7.2429255 52.7886607, 7.2428364 52.7885247, 7.2427449 52.7884928, 7.2421353 52.7884253, 7.2420478 52.7884033, 7.2417873 52.7883317)",,,,
26609178,Kirchstraße,residential,30,False,False,162.887,"LINESTRING (7.2411339 52.789445, 7.241015 52.7892738, 7.240915 52.7891299, 7.240834 52.7890132, 7.2408089 52.7889292, 7.2408009 52.7888527, 7.2408202 52.7884852, 7.2408366 52.7881748, 7.2408448 52.7880186)",,,,
26609178,Kirchstraße,residential,30,False,True,66.268,"LINESTRING (7.2411339 52.789445, 7.2411555 52.7895106, 7.2412717 52.7896769, 7.2415116 52.7899938)",,,,
29312411,Werftstraße,residential,30,False,False,84.557,"LINESTRING (7.2411339 52.789445, 7.2414958 52.7892956, 7.2421518 52.7889988)",,,,
30673271,Gartenstraße,residential,30,False,False,72.321,"LINESTRING (7.247159 52.7926064, 7.2463702 52.7925391, 7.246098 52.7925022)",,,,
"[29312412, 103957173]",Hafenstraße,residential,30,False,True,288.278,"LINESTRING (7.247159 52.7926064, 7.2471275 52.792302, 7.2469343 52.7908667, 7.2467888 52.7900543, 7.2467918 52.790024)",,,,
290167310,Hafenstraße,residential,30,False,False,109.185,"LINESTRING (7.247159 52.7926064, 7.2472935 52.7933618, 7.2472997 52.793503, 7.2473023 52.7935839)",,,,
30673272,Papenwiese,residential,30,False,True,86.215,"LINESTRING (7.2372615 52.7926656, 7.2372366 52.7927064, 7.2368176 52.793393)",,,,
30833100,,residential,30,False,False,114.173,"LINESTRING (7.2372615 52.7926656, 7.2372925 52.7926131, 7.2374084 52.7924174, 7.2374283 52.7923767, 7.2374632 52.7923056, 7.2375009 52.7922146, 7.2375143 52.7921824, 7.2375565 52.7920871, 7.237577 52.7919955, 7.2376128 52.7918319, 7.2376326 52.7917316, 7.2376593 52.7916713)",,,,
"[888795857, 165735834, 888795859, 26609170]",Papenwiese,tertiary,50,False,True,157.216,"LINESTRING (7.2372615 52.7926656, 7.2368079 52.7925487, 7.2366884 52.7925233, 7.2365609 52.7924897, 7.2362921 52.7924048, 7.2361383 52.7923411, 7.2360047 52.7922728, 7.2359652 52.7922474, 7.2358295 52.7921547, 7.2355571 52.7919716, 7.2355156 52.7919429, 7.235391 52.7918627)",,,,
165735846,Nordring,tertiary,50,False,False,170.01500000000001,"LINESTRING (7.2372615 52.7926656, 7.237715 52.7927789, 7.2380683 52.7928881, 7.2381075 52.7928974, 7.2384173 52.7929706, 7.238779 52.7930243, 7.2390606 52.793061, 7.239404 52.7930857, 7.2396627 52.7931014)",,,,
"[30673273, 576302157, 576302158]",Marktwinkel,residential,30,False,False,76.918,"LINESTRING (7.2379274 52.7910014, 7.2377533 52.7915015, 7.2377389 52.7915457, 7.2377234 52.7915935, 7.2376593 52.7916713)",,,,building_passage
30673273,Marktwinkel,residential,30,False,True,204.52,"LINESTRING (7.2379274 52.7910014, 7.2377574 52.7909518, 7.2375711 52.7908975, 7.2372974 52.7908176, 7.237208 52.7907933, 7.2370646 52.7907544, 7.2369493 52.7907435, 7.2368461 52.790746, 7.2367234 52.7907639, 7.236612 52.7907892, 7.2363728 52.7908544, 7.2360812 52.7909606, 7.2359491 52.7910106, 7.2358438 52.7910217, 7.2357856 52.7910106, 7.2353659 52.7906755)",,,,
37610219,Marktwinkel,residential,30,False,False,74.527,"LINESTRING (7.2379274 52.7910014, 7.2380579 52.7910477, 7.23815 52.791097, 7.2382242 52.7911443, 7.2383685 52.791207, 7.2388594 52.7912563, 7.2389096 52.7912614)",,,,
"[888795857, 26609170, 888795859, 165735834]",Papenwiese,tertiary,50,False,False,157.216,"LINESTRING (7.235391 52.7918627, 7.2355156 52.7919429, 7.2355571 52.7919716, 7.2358295 52.7921547, 7.2359652 52.7922474, 7.2360047 52.7922728, 7.2361383 52.7923411, 7.2362921 52.7924048, 7.2365609 52.7924897, 7.2366884 52.7925233, 7.2368079 52.7925487, 7.2372615 52.7926656)",,,,
26609170,Papenwiese,tertiary,50,False,True,43.449,"LINESTRING (7.235391 52.7918627, 7.235264 52.7917798, 7.2351986 52.791735, 7.2351199 52.7916601, 7.235086 52.7915325)",,,,
30833032,Lange Wiese,residential,,False,False,143.17,"LINESTRING (7.235391 52.7918627, 7.235169 52.7920379, 7.2349949 52.7921454, 7.2347969 52.7922147, 7.2345015 52.7922822, 7.2335759 52.7924593)",,,,
26609181,Bischof-Demann-Straße,residential,30,False,False,153.289,"LINESTRING (7.2406709 52.7904894, 7.240211 52.7903905, 7.2400622 52.7903447, 7.2399311 52.7903031, 7.2398189 52.7902602, 7.2396889 52.7902024, 7.2387538 52.7897648)",,,,
30833058,Kolpingplatz,residential,30,False,False,87.076,"LINESTRING (7.2406709 52.7904894, 7.2408164 52.7902134, 7.2408431 52.7901647, 7.2408984 52.7901332, 7.2415116 52.7899938)",,,,
30833058,Kolpingplatz,residential,30,False,True,68.20599999999999,"LINESTRING (7.2406709 52.7904894, 7.2406061 52.7906422, 7.2405281 52.7910954)",,,,
